"ple0008","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very good","1992","Not Employed","(0) in school","64","0.467403395936931","0.380285385893726","0.554521405980137"
"Very good","1992","Not Employed","(1a) inadequately completed","43","0.130748974352442","0.09404041529718","0.167457533407704"
"Very good","1992","Not Employed","(1b) general elementary school","82","0.0495449072844443","0.0366327581650267","0.0624570564038619"
"Very good","1992","Not Employed","(1c) basic vocational qualification","81","0.043100415010776","0.0324662613252793","0.0537345686962728"
"Very good","1992","Not Employed","(2b) intermediate general qualification","61","0.186356828133913","0.132922216854103","0.239791439413723"
"Very good","1992","Not Employed","(2a) intermediate vocational","55","0.0753276500961705","0.0513138856575331","0.0993414145348079"
"Very good","1992","Not Employed","(2c_gen) general maturity certificate","58","0.275721448594232","0.210619064726936","0.340823832461529"
"Very good","1992","Not Employed","(2c_voc) vocational maturity certificate","18","","",""
"Very good","1992","Not Employed","(3a) lower tertiary education","15","","",""
"Very good","1992","Not Employed","(3b) higher tertiary education","19","","",""
"Very good","1992","Employed","(0) in school","7","","",""
"Very good","1992","Employed","(1a) inadequately completed","50","0.176369659011609","0.139250452361609","0.213488865661609"
"Very good","1992","Employed","(1b) general elementary school","188","0.131374513686263","0.112253525019301","0.150495502353225"
"Very good","1992","Employed","(1c) basic vocational qualification","409","0.140975839555347","0.128277404082047","0.153674275028647"
"Very good","1992","Employed","(2b) intermediate general qualification","103","0.271223751926718","0.223896726795906","0.31855077705753"
"Very good","1992","Employed","(2a) intermediate vocational","412","0.184041705646503","0.167487278899744","0.200596132393262"
"Very good","1992","Employed","(2c_gen) general maturity certificate","59","0.246963531542205","0.187345932725655","0.306581130358755"
"Very good","1992","Employed","(2c_voc) vocational maturity certificate","84","0.214568227222821","0.173877387562248","0.255259066883395"
"Very good","1992","Employed","(3a) lower tertiary education","129","0.196573091136154","0.167464123714822","0.225682058557487"
"Very good","1992","Employed","(3b) higher tertiary education","126","0.174361715624466","0.145545864309223","0.203177566939709"
"Good","1992","Not Employed","(0) in school","49","0.413189263281704","0.327211457362197","0.499167069201212"
"Good","1992","Not Employed","(1a) inadequately completed","94","0.30976503567313","0.25941610384108","0.360113967505181"
"Good","1992","Not Employed","(1b) general elementary school","239","0.176578669400945","0.153889771623873","0.199267567178016"
"Good","1992","Not Employed","(1c) basic vocational qualification","374","0.252396761919591","0.229650685195928","0.275142838643254"
"Good","1992","Not Employed","(2b) intermediate general qualification","79","0.38388037143694","0.317143862734803","0.450616880139076"
"Good","1992","Not Employed","(2a) intermediate vocational","166","0.306079003513788","0.264145525543486","0.348012481484091"
"Good","1992","Not Employed","(2c_gen) general maturity certificate","86","0.501620158773717","0.428779053351875","0.57446126419556"
"Good","1992","Not Employed","(2c_voc) vocational maturity certificate","52","0.373486568438207","0.290333342584745","0.45663979429167"
"Good","1992","Not Employed","(3a) lower tertiary education","48","0.319568104405605","0.245679677497746","0.393456531313464"
"Good","1992","Not Employed","(3b) higher tertiary education","41","0.303550633759613","0.221285120104942","0.385816147414283"
"Good","1992","Employed","(0) in school","11","","",""
"Good","1992","Employed","(1a) inadequately completed","148","0.335509902402139","0.289524762993751","0.381495041810527"
"Good","1992","Employed","(1b) general elementary school","487","0.377008641187855","0.34957678703185","0.40444049534386"
"Good","1992","Employed","(1c) basic vocational qualification","1277","0.432887230115165","0.414807277710749","0.45096718251958"
"Good","1992","Employed","(2b) intermediate general qualification","168","0.484496153265369","0.431296431158121","0.537695875372617"
"Good","1992","Employed","(2a) intermediate vocational","1121","0.523370004620326","0.502033801347012","0.54470620789364"
"Good","1992","Employed","(2c_gen) general maturity certificate","99","0.545720010645628","0.476886993671482","0.614553027619774"
"Good","1992","Employed","(2c_voc) vocational maturity certificate","178","0.464002136246782","0.414570927352682","0.513433345140882"
"Good","1992","Employed","(3a) lower tertiary education","381","0.496361029736588","0.459738353133369","0.532983706339806"
"Good","1992","Employed","(3b) higher tertiary education","356","0.517062493976701","0.479111079915871","0.555013908037531"
"Satisfactory","1992","Not Employed","(0) in school","11","","",""
"Satisfactory","1992","Not Employed","(1a) inadequately completed","85","0.21872261446653","0.173710951640714","0.263734277292345"
"Satisfactory","1992","Not Employed","(1b) general elementary school","435","0.428764042042799","0.399316424168409","0.458211659917189"
"Satisfactory","1992","Not Employed","(1c) basic vocational qualification","526","0.370642047478401","0.34535167482769","0.395932420129112"
"Satisfactory","1992","Not Employed","(2b) intermediate general qualification","35","0.235035342063535","0.176849104126868","0.293221580000202"
"Satisfactory","1992","Not Employed","(2a) intermediate vocational","152","0.373676437508061","0.32965782665996","0.417695048356162"
"Satisfactory","1992","Not Employed","(2c_gen) general maturity certificate","19","","",""
"Satisfactory","1992","Not Employed","(2c_voc) vocational maturity certificate","34","0.301382644737423","0.222504766502333","0.380260522972514"
"Satisfactory","1992","Not Employed","(3a) lower tertiary education","51","0.360007582461547","0.283949457637107","0.436065707285986"
"Satisfactory","1992","Not Employed","(3b) higher tertiary education","33","0.297109008560152","0.215345528720773","0.378872488399531"
"Satisfactory","1992","Employed","(0) in school","1","","",""
"Satisfactory","1992","Employed","(1a) inadequately completed","122","0.303994937852937","0.259196800761606","0.348793074944268"
"Satisfactory","1992","Employed","(1b) general elementary school","347","0.339762460652829","0.312953726821283","0.366571194484374"
"Satisfactory","1992","Employed","(1c) basic vocational qualification","887","0.312513677934594","0.295599857003939","0.329427498865249"
"Satisfactory","1992","Employed","(2b) intermediate general qualification","52","0.198569068530509","0.156103485482401","0.241034651578618"
"Satisfactory","1992","Employed","(2a) intermediate vocational","458","0.23326111860709","0.215194912465361","0.251327324748818"
"Satisfactory","1992","Employed","(2c_gen) general maturity certificate","32","0.141768570946524","0.0935469005272122","0.189990241365837"
"Satisfactory","1992","Employed","(2c_voc) vocational maturity certificate","94","0.235206250685003","0.193166870263329","0.277245631106676"
"Satisfactory","1992","Employed","(3a) lower tertiary education","171","0.245911795800752","0.214369570157461","0.277454021444044"
"Satisfactory","1992","Employed","(3b) higher tertiary education","141","0.234551212701443","0.202371075791655","0.266731349611231"
"Less good","1992","Not Employed","(0) in school","1","","",""
"Less good","1992","Not Employed","(1a) inadequately completed","71","0.208177534548071","0.163968968736007","0.252386100360135"
"Less good","1992","Not Employed","(1b) general elementary school","226","0.232021417268757","0.206904183137295","0.257138651400219"
"Less good","1992","Not Employed","(1c) basic vocational qualification","279","0.21877073197715","0.197122975886484","0.240418488067816"
"Less good","1992","Not Employed","(2b) intermediate general qualification","22","","",""
"Less good","1992","Not Employed","(2a) intermediate vocational","67","0.177544426286115","0.142774894193194","0.212313958379035"
"Less good","1992","Not Employed","(2c_gen) general maturity certificate","16","","",""
"Less good","1992","Not Employed","(2c_voc) vocational maturity certificate","15","","",""
"Less good","1992","Not Employed","(3a) lower tertiary education","24","","",""
"Less good","1992","Not Employed","(3b) higher tertiary education","17","","",""
"Less good","1992","Employed","(0) in school","1","","",""
"Less good","1992","Employed","(1a) inadequately completed","70","0.160731593097872","0.124961370600944","0.1965018155948"
"Less good","1992","Employed","(1b) general elementary school","144","0.125313945539401","0.106574173538094","0.144053717540707"
"Less good","1992","Employed","(1c) basic vocational qualification","253","0.0910831771362169","0.0805839739934777","0.101582380278956"
"Less good","1992","Employed","(2b) intermediate general qualification","14","","",""
"Less good","1992","Employed","(2a) intermediate vocational","95","0.0487627491011773","0.0395622676003979","0.0579632306019568"
"Less good","1992","Employed","(2c_gen) general maturity certificate","10","","",""
"Less good","1992","Employed","(2c_voc) vocational maturity certificate","28","","",""
"Less good","1992","Employed","(3a) lower tertiary education","28","","",""
"Less good","1992","Employed","(3b) higher tertiary education","37","0.0638865566802989","0.0453136465116577","0.0824594668489401"
"Poor","1992","Not Employed","(0) in school","1","","",""
"Poor","1992","Not Employed","(1a) inadequately completed","31","0.132585840959827","0.0956594032603042","0.169512278659349"
"Poor","1992","Not Employed","(1b) general elementary school","103","0.113090964003055","0.0942463730581102","0.131935554948"
"Poor","1992","Not Employed","(1c) basic vocational qualification","141","0.115090043614081","0.0983792359192363","0.131800851308926"
"Poor","1992","Not Employed","(2b) intermediate general qualification","7","","",""
"Poor","1992","Not Employed","(2a) intermediate vocational","24","","",""
"Poor","1992","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Poor","1992","Not Employed","(2c_voc) vocational maturity certificate","11","","",""
"Poor","1992","Not Employed","(3a) lower tertiary education","15","","",""
"Poor","1992","Not Employed","(3b) higher tertiary education","10","","",""
"Poor","1992","Employed","(0) in school","1","","",""
"Poor","1992","Employed","(1a) inadequately completed","15","","",""
"Poor","1992","Employed","(1b) general elementary school","33","0.0265404389336532","0.0174423221423097","0.0356385557249967"
"Poor","1992","Employed","(1c) basic vocational qualification","59","0.0225400752586777","0.0171237798448449","0.0279563706725104"
"Poor","1992","Employed","(2b) intermediate general qualification","2","","",""
"Poor","1992","Employed","(2a) intermediate vocational","19","","",""
"Poor","1992","Employed","(2c_gen) general maturity certificate","1","","",""
"Poor","1992","Employed","(2c_voc) vocational maturity certificate","7","","",""
"Poor","1992","Employed","(3a) lower tertiary education","7","","",""
"Poor","1992","Employed","(3b) higher tertiary education","6","","",""
"Very good","1993","Not Employed","(0) in school","","","",""
"Very good","1993","Not Employed","(1a) inadequately completed","","","",""
"Very good","1993","Not Employed","(1b) general elementary school","","","",""
"Very good","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Very good","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Very good","1993","Not Employed","(2a) intermediate vocational","","","",""
"Very good","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very good","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very good","1993","Not Employed","(3a) lower tertiary education","","","",""
"Very good","1993","Not Employed","(3b) higher tertiary education","","","",""
"Very good","1993","Employed","(0) in school","","","",""
"Very good","1993","Employed","(1a) inadequately completed","","","",""
"Very good","1993","Employed","(1b) general elementary school","","","",""
"Very good","1993","Employed","(1c) basic vocational qualification","","","",""
"Very good","1993","Employed","(2b) intermediate general qualification","","","",""
"Very good","1993","Employed","(2a) intermediate vocational","","","",""
"Very good","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Very good","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very good","1993","Employed","(3a) lower tertiary education","","","",""
"Very good","1993","Employed","(3b) higher tertiary education","","","",""
"Good","1993","Not Employed","(0) in school","","","",""
"Good","1993","Not Employed","(1a) inadequately completed","","","",""
"Good","1993","Not Employed","(1b) general elementary school","","","",""
"Good","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Good","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Good","1993","Not Employed","(2a) intermediate vocational","","","",""
"Good","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Good","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Good","1993","Not Employed","(3a) lower tertiary education","","","",""
"Good","1993","Not Employed","(3b) higher tertiary education","","","",""
"Good","1993","Employed","(0) in school","","","",""
"Good","1993","Employed","(1a) inadequately completed","","","",""
"Good","1993","Employed","(1b) general elementary school","","","",""
"Good","1993","Employed","(1c) basic vocational qualification","","","",""
"Good","1993","Employed","(2b) intermediate general qualification","","","",""
"Good","1993","Employed","(2a) intermediate vocational","","","",""
"Good","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Good","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Good","1993","Employed","(3a) lower tertiary education","","","",""
"Good","1993","Employed","(3b) higher tertiary education","","","",""
"Satisfactory","1993","Not Employed","(0) in school","","","",""
"Satisfactory","1993","Not Employed","(1a) inadequately completed","","","",""
"Satisfactory","1993","Not Employed","(1b) general elementary school","","","",""
"Satisfactory","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Satisfactory","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Satisfactory","1993","Not Employed","(2a) intermediate vocational","","","",""
"Satisfactory","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Satisfactory","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Satisfactory","1993","Not Employed","(3a) lower tertiary education","","","",""
"Satisfactory","1993","Not Employed","(3b) higher tertiary education","","","",""
"Satisfactory","1993","Employed","(0) in school","","","",""
"Satisfactory","1993","Employed","(1a) inadequately completed","","","",""
"Satisfactory","1993","Employed","(1b) general elementary school","","","",""
"Satisfactory","1993","Employed","(1c) basic vocational qualification","","","",""
"Satisfactory","1993","Employed","(2b) intermediate general qualification","","","",""
"Satisfactory","1993","Employed","(2a) intermediate vocational","","","",""
"Satisfactory","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Satisfactory","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Satisfactory","1993","Employed","(3a) lower tertiary education","","","",""
"Satisfactory","1993","Employed","(3b) higher tertiary education","","","",""
"Less good","1993","Not Employed","(0) in school","","","",""
"Less good","1993","Not Employed","(1a) inadequately completed","","","",""
"Less good","1993","Not Employed","(1b) general elementary school","","","",""
"Less good","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Less good","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Less good","1993","Not Employed","(2a) intermediate vocational","","","",""
"Less good","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Less good","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Less good","1993","Not Employed","(3a) lower tertiary education","","","",""
"Less good","1993","Not Employed","(3b) higher tertiary education","","","",""
"Less good","1993","Employed","(0) in school","","","",""
"Less good","1993","Employed","(1a) inadequately completed","","","",""
"Less good","1993","Employed","(1b) general elementary school","","","",""
"Less good","1993","Employed","(1c) basic vocational qualification","","","",""
"Less good","1993","Employed","(2b) intermediate general qualification","","","",""
"Less good","1993","Employed","(2a) intermediate vocational","","","",""
"Less good","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Less good","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Less good","1993","Employed","(3a) lower tertiary education","","","",""
"Less good","1993","Employed","(3b) higher tertiary education","","","",""
"Poor","1993","Not Employed","(0) in school","","","",""
"Poor","1993","Not Employed","(1a) inadequately completed","","","",""
"Poor","1993","Not Employed","(1b) general elementary school","","","",""
"Poor","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Poor","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Poor","1993","Not Employed","(2a) intermediate vocational","","","",""
"Poor","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Poor","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Poor","1993","Not Employed","(3a) lower tertiary education","","","",""
"Poor","1993","Not Employed","(3b) higher tertiary education","","","",""
"Poor","1993","Employed","(0) in school","","","",""
"Poor","1993","Employed","(1a) inadequately completed","","","",""
"Poor","1993","Employed","(1b) general elementary school","","","",""
"Poor","1993","Employed","(1c) basic vocational qualification","","","",""
"Poor","1993","Employed","(2b) intermediate general qualification","","","",""
"Poor","1993","Employed","(2a) intermediate vocational","","","",""
"Poor","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Poor","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Poor","1993","Employed","(3a) lower tertiary education","","","",""
"Poor","1993","Employed","(3b) higher tertiary education","","","",""
"Very good","1994","Not Employed","(0) in school","75","0.358053848050357","0.290763270159463","0.42534442594125"
"Very good","1994","Not Employed","(1a) inadequately completed","22","","",""
"Very good","1994","Not Employed","(1b) general elementary school","46","0.0320292524462335","0.0213739724946569","0.0426845323978101"
"Very good","1994","Not Employed","(1c) basic vocational qualification","59","0.0331392160166567","0.0242395097810178","0.0420389222522957"
"Very good","1994","Not Employed","(2b) intermediate general qualification","26","","",""
"Very good","1994","Not Employed","(2a) intermediate vocational","32","0.041995956110399","0.0250940040250503","0.0588979081957476"
"Very good","1994","Not Employed","(2c_gen) general maturity certificate","42","0.146734339788375","0.0973234137888092","0.19614526578794"
"Very good","1994","Not Employed","(2c_voc) vocational maturity certificate","16","","",""
"Very good","1994","Not Employed","(3a) lower tertiary education","12","","",""
"Very good","1994","Not Employed","(3b) higher tertiary education","12","","",""
"Very good","1994","Employed","(0) in school","2","","",""
"Very good","1994","Employed","(1a) inadequately completed","32","0.102848961277953","0.0708882754001258","0.134809647155779"
"Very good","1994","Employed","(1b) general elementary school","122","0.112988576069458","0.0935222895480828","0.132454862590833"
"Very good","1994","Employed","(1c) basic vocational qualification","256","0.0856914256666065","0.0747476564207964","0.0966351949124166"
"Very good","1994","Employed","(2b) intermediate general qualification","64","0.215303377695964","0.169022339791236","0.261584415600691"
"Very good","1994","Employed","(2a) intermediate vocational","266","0.114127233680624","0.100342830544124","0.127911636817124"
"Very good","1994","Employed","(2c_gen) general maturity certificate","37","0.152258668624626","0.103667075687675","0.200850261561578"
"Very good","1994","Employed","(2c_voc) vocational maturity certificate","47","0.128136931444657","0.0946189612709983","0.161654901618316"
"Very good","1994","Employed","(3a) lower tertiary education","60","0.103832482072936","0.080435883830701","0.12722908031517"
"Very good","1994","Employed","(3b) higher tertiary education","66","0.0996484632434471","0.0766922328537519","0.122604693633142"
"Good","1994","Not Employed","(0) in school","89","0.487693815671812","0.417537106604208","0.557850524739417"
"Good","1994","Not Employed","(1a) inadequately completed","94","0.311809699988813","0.259390963569186","0.364228436408441"
"Good","1994","Not Employed","(1b) general elementary school","265","0.195406081600688","0.171411247158593","0.219400916042782"
"Good","1994","Not Employed","(1c) basic vocational qualification","388","0.23143493216707","0.210465949539676","0.252403914794465"
"Good","1994","Not Employed","(2b) intermediate general qualification","70","0.363964698027299","0.290992051530924","0.436937344523675"
"Good","1994","Not Employed","(2a) intermediate vocational","208","0.30860955432544","0.269685700851283","0.347533407799596"
"Good","1994","Not Employed","(2c_gen) general maturity certificate","94","0.512476115225503","0.442677028324332","0.582275202126675"
"Good","1994","Not Employed","(2c_voc) vocational maturity certificate","70","0.434805980396722","0.353269783230246","0.516342177563198"
"Good","1994","Not Employed","(3a) lower tertiary education","54","0.284812633053327","0.221948195028827","0.347677071077826"
"Good","1994","Not Employed","(3b) higher tertiary education","53","0.355200590404272","0.277836650535046","0.432564530273498"
"Good","1994","Employed","(0) in school","2","","",""
"Good","1994","Employed","(1a) inadequately completed","145","0.471675893405625","0.41915218185147","0.524199604959779"
"Good","1994","Employed","(1b) general elementary school","408","0.370044477499219","0.340356326897816","0.399732628100621"
"Good","1994","Employed","(1c) basic vocational qualification","1077","0.413749203205919","0.394493377115963","0.433005029295875"
"Good","1994","Employed","(2b) intermediate general qualification","136","0.417184076499778","0.361663196251493","0.472704956748062"
"Good","1994","Employed","(2a) intermediate vocational","993","0.484105890564764","0.462440919497639","0.505770861631889"
"Good","1994","Employed","(2c_gen) general maturity certificate","110","0.490998245525985","0.423384023801279","0.558612467250691"
"Good","1994","Employed","(2c_voc) vocational maturity certificate","187","0.476348917217748","0.426264802262232","0.526433032173265"
"Good","1994","Employed","(3a) lower tertiary education","321","0.50979627041446","0.471453972885177","0.548138567943743"
"Good","1994","Employed","(3b) higher tertiary education","341","0.500863619775848","0.462543348632172","0.539183890919525"
"Satisfactory","1994","Not Employed","(0) in school","25","","",""
"Satisfactory","1994","Not Employed","(1a) inadequately completed","75","0.304004492536769","0.25195330016698","0.356055684906559"
"Satisfactory","1994","Not Employed","(1b) general elementary school","396","0.398530928924858","0.368903223870219","0.428158633979497"
"Satisfactory","1994","Not Employed","(1c) basic vocational qualification","648","0.404993345161692","0.380586736435655","0.429399953887728"
"Satisfactory","1994","Not Employed","(2b) intermediate general qualification","40","0.276964573701062","0.209093963307745","0.344835184094378"
"Satisfactory","1994","Not Employed","(2a) intermediate vocational","181","0.365830975375503","0.325243484060196","0.406418466690811"
"Satisfactory","1994","Not Employed","(2c_gen) general maturity certificate","34","0.185737304277675","0.131431429192885","0.240043179362464"
"Satisfactory","1994","Not Employed","(2c_voc) vocational maturity certificate","30","0.272487634423521","0.199256205582466","0.345719063264576"
"Satisfactory","1994","Not Employed","(3a) lower tertiary education","79","0.385272633567345","0.317486501967458","0.453058765167233"
"Satisfactory","1994","Not Employed","(3b) higher tertiary education","51","0.364523422655677","0.286719424080254","0.442327421231101"
"Satisfactory","1994","Employed","(0) in school","1","","",""
"Satisfactory","1994","Employed","(1a) inadequately completed","108","0.286156987967473","0.238603006106142","0.333710969828804"
"Satisfactory","1994","Employed","(1b) general elementary school","292","0.314999148838156","0.286436302547378","0.343561995128935"
"Satisfactory","1994","Employed","(1c) basic vocational qualification","820","0.34589796480439","0.327300720327346","0.364495209281433"
"Satisfactory","1994","Employed","(2b) intermediate general qualification","85","0.306791432761483","0.254865972912246","0.35871689261072"
"Satisfactory","1994","Employed","(2a) intermediate vocational","614","0.309941115168785","0.289892225913009","0.329990004424561"
"Satisfactory","1994","Employed","(2c_gen) general maturity certificate","52","0.276008060274865","0.215548331897143","0.336467788652587"
"Satisfactory","1994","Employed","(2c_voc) vocational maturity certificate","96","0.247083169777061","0.203830641946565","0.290335697607558"
"Satisfactory","1994","Employed","(3a) lower tertiary education","206","0.285757871133865","0.251107065791592","0.320408676476137"
"Satisfactory","1994","Employed","(3b) higher tertiary education","177","0.292827458989271","0.257951367295021","0.32770355068352"
"Less good","1994","Not Employed","(0) in school","6","","",""
"Less good","1994","Not Employed","(1a) inadequately completed","77","0.182607911105349","0.138889690929632","0.226326131281067"
"Less good","1994","Not Employed","(1b) general elementary school","236","0.251201071579487","0.224955641257691","0.277446501901282"
"Less good","1994","Not Employed","(1c) basic vocational qualification","322","0.221791543125188","0.20113569422258","0.242447392027795"
"Less good","1994","Not Employed","(2b) intermediate general qualification","23","","",""
"Less good","1994","Not Employed","(2a) intermediate vocational","102","0.246345549924997","0.210037079547621","0.282654020302374"
"Less good","1994","Not Employed","(2c_gen) general maturity certificate","18","","",""
"Less good","1994","Not Employed","(2c_voc) vocational maturity certificate","18","","",""
"Less good","1994","Not Employed","(3a) lower tertiary education","43","0.223066742018682","0.165080526639612","0.281052957397752"
"Less good","1994","Not Employed","(3b) higher tertiary education","23","","",""
"Less good","1994","Employed","(0) in school","2","","",""
"Less good","1994","Employed","(1a) inadequately completed","50","0.107605790202604","0.0750011399415089","0.140210440463699"
"Less good","1994","Employed","(1b) general elementary school","163","0.168281616340341","0.145277385080853","0.191285847599828"
"Less good","1994","Employed","(1c) basic vocational qualification","312","0.133144491433032","0.119861777942882","0.146427204923183"
"Less good","1994","Employed","(2b) intermediate general qualification","17","","",""
"Less good","1994","Employed","(2a) intermediate vocational","156","0.0844938777396013","0.0724365548098164","0.0965512006693862"
"Less good","1994","Employed","(2c_gen) general maturity certificate","9","","",""
"Less good","1994","Employed","(2c_voc) vocational maturity certificate","45","0.121010649851836","0.0883052086091492","0.153716091094522"
"Less good","1994","Employed","(3a) lower tertiary education","62","0.0975045749064428","0.0747522122454785","0.120256937567407"
"Less good","1994","Employed","(3b) higher tertiary education","55","0.0820164165208542","0.0609870074446986","0.10304582559701"
"Poor","1994","Not Employed","(0) in school","","","",""
"Poor","1994","Not Employed","(1a) inadequately completed","32","0.135503539684292","0.0967738164535794","0.174233262915004"
"Poor","1994","Not Employed","(1b) general elementary school","106","0.122832665448734","0.102969040338177","0.142696290559291"
"Poor","1994","Not Employed","(1c) basic vocational qualification","137","0.108640963529394","0.0931689896351439","0.124112937423644"
"Poor","1994","Not Employed","(2b) intermediate general qualification","8","","",""
"Poor","1994","Not Employed","(2a) intermediate vocational","18","","",""
"Poor","1994","Not Employed","(2c_gen) general maturity certificate","9","","",""
"Poor","1994","Not Employed","(2c_voc) vocational maturity certificate","8","","",""
"Poor","1994","Not Employed","(3a) lower tertiary education","10","","",""
"Poor","1994","Not Employed","(3b) higher tertiary education","8","","",""
"Poor","1994","Employed","(0) in school","","","",""
"Poor","1994","Employed","(1a) inadequately completed","12","","",""
"Poor","1994","Employed","(1b) general elementary school","31","0.0336861812528267","0.0225922307803503","0.0447801317253031"
"Poor","1994","Employed","(1c) basic vocational qualification","48","0.0215169148900525","0.0158438401010671","0.0271899896790379"
"Poor","1994","Employed","(2b) intermediate general qualification","1","","",""
"Poor","1994","Employed","(2a) intermediate vocational","15","","",""
"Poor","1994","Employed","(2c_gen) general maturity certificate","2","","",""
"Poor","1994","Employed","(2c_voc) vocational maturity certificate","7","","",""
"Poor","1994","Employed","(3a) lower tertiary education","4","","",""
"Poor","1994","Employed","(3b) higher tertiary education","15","","",""
"Very good","1995","Not Employed","(0) in school","83","0.31522584414061","0.25842351838272","0.3720281698985"
