"ple0008","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Satisfactory","1993","(Married) couple without C. ","West Germany","","","","","3"
"Satisfactory","1993","Single parent ","East Germany","","","","","3"
"Satisfactory","1993","1-pers.-HH","East Germany","","","","","3"
"Satisfactory","1993","Single parent ","West Germany","","","","","3"
"Satisfactory","1993","Couple + C. GT 16 ","West Germany","","","","","3"
"Satisfactory","1993","Couple + C. LE 16 ","East Germany","","","","","3"
"Satisfactory","1993","Couple + C. LE and GT 16","West Germany","","","","","3"
"Satisfactory","1993","Couple + C. LE and GT 16","East Germany","","","","","3"
"Satisfactory","1993","Couple + C. GT 16 ","East Germany","","","","","3"
"Very good","1993","1-pers.-HH","West Germany","","","","","1"
"Very good","1993","1-pers.-HH","East Germany","","","","","1"
"Very good","1993","(Married) couple without C. ","West Germany","","","","","1"
"Very good","1993","(Married) couple without C. ","East Germany","","","","","1"
"Very good","1993","Single parent ","West Germany","","","","","1"
"Very good","1993","Single parent ","East Germany","","","","","1"
"Very good","1993","Couple + C. LE 16 ","West Germany","","","","","1"
"Very good","1993","Couple + C. LE 16 ","East Germany","","","","","1"
"Very good","1993","Couple + C. GT 16 ","West Germany","","","","","1"
"Very good","1993","Couple + C. GT 16 ","East Germany","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","West Germany","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","East Germany","","","","","1"
"Good","1994","1-pers.-HH","East Germany","99","0.320707957818638","0.269806530383679","0.371609385253598","2"
"Good","1994","1-pers.-HH","West Germany","352","0.274738941501153","0.248202626793515","0.301275256208791","2"
"Good","1994","Single parent ","West Germany","155","0.373219100774698","0.326908449650505","0.419529751898891","2"
"Good","1994","(Married) couple without C. ","East Germany","291","0.28188390934253","0.253584918539324","0.310182900145736","2"
"Good","1994","(Married) couple without C. ","West Germany","868","0.341081435025626","0.322224606035169","0.359938264016082","2"
"Good","1994","Single parent ","East Germany","69","0.398963716642849","0.323323598474504","0.474603834811193","2"
"Good","1994","Couple + C. LE 16 ","West Germany","990","0.483011622115819","0.461262922444705","0.504760321786933","2"
"Good","1994","Couple + C. LE 16 ","East Germany","508","0.504467665693628","0.473370118659577","0.53556521272768","2"
"Good","1994","Couple + C. GT 16 ","West Germany","704","0.403629527887907","0.380496858388975","0.426762197386839","2"
"Good","1994","Couple + C. GT 16 ","East Germany","308","0.407180112171244","0.371564200646095","0.442796023696393","2"
"Good","1994","Couple + C. LE and GT 16","West Germany","366","0.478628723648245","0.444458372478967","0.512799074817523","2"
"Good","1994","Couple + C. LE and GT 16","East Germany","176","0.478306813413873","0.426705862292718","0.529907764535028","2"
"Less good","1994","(Married) couple without C. ","West Germany","436","0.190688089947753","0.175062245382751","0.206313934512755","4"
"Less good","1994","1-pers.-HH","West Germany","218","0.223429776139555","0.198667291945876","0.248192260333235","4"
"Less good","1994","1-pers.-HH","East Germany","55","0.168499742152919","0.12767930566304","0.209320178642797","4"
"Less good","1994","(Married) couple without C. ","East Germany","153","0.160462105992495","0.137376309030192","0.183547902954799","4"
"Less good","1994","Single parent ","East Germany","17","","","","4"
"Less good","1994","Couple + C. LE 16 ","West Germany","203","0.095777630024056","0.0829695573713563","0.108585702676756","4"
"Less good","1994","Single parent ","West Germany","62","0.149794602905915","0.115624121973393","0.183965083838438","4"
"Less good","1994","Couple + C. LE 16 ","East Germany","91","0.0949201898048455","0.0766897895305459","0.113150590079145","4"
"Less good","1994","Couple + C. GT 16 ","West Germany","230","0.133695751814685","0.117649623976064","0.149741879653305","4"
"Less good","1994","Couple + C. GT 16 ","East Germany","73","0.104510798270394","0.0823339328154969","0.126687663725291","4"
"Less good","1994","Couple + C. LE and GT 16","West Germany","79","0.0932761125847617","0.0733831594236889","0.113169065745834","4"
"Less good","1994","Couple + C. LE and GT 16","East Germany","37","0.0996909103488351","0.0687437760922698","0.1306380446054","4"
"Poor","1994","1-pers.-HH","West Germany","79","0.0907789621476021","0.0737000319475691","0.107857892347635","5"
"Poor","1994","1-pers.-HH","East Germany","28","","","","5"
"Poor","1994","(Married) couple without C. ","West Germany","118","0.0555318417897813","0.0464224695535035","0.0646412140260592","5"
"Poor","1994","(Married) couple without C. ","East Germany","48","0.0532721356346044","0.0391467240963278","0.0673975471728809","5"
"Poor","1994","Single parent ","West Germany","24","","","","5"
"Poor","1994","Single parent ","East Germany","","","","","5"
"Poor","1994","Couple + C. LE 16 ","West Germany","36","0.0161037694866493","0.0106253846486368","0.0215821543246618","5"
"Poor","1994","Couple + C. LE 16 ","East Germany","7","","","","5"
"Poor","1994","Couple + C. GT 16 ","West Germany","61","0.0283295337701909","0.0205068560790738","0.0361522114613081","5"
"Poor","1994","Couple + C. GT 16 ","East Germany","19","","","","5"
"Poor","1994","Couple + C. LE and GT 16","West Germany","14","","","","5"
"Poor","1994","Couple + C. LE and GT 16","East Germany","4","","","","5"
"Satisfactory","1994","(Married) couple without C. ","West Germany","797","0.345517532463289","0.326602468985745","0.364432595940833","3"
"Satisfactory","1994","Single parent ","West Germany","132","0.318355621151618","0.273751368241573","0.362959874061663","3"
"Satisfactory","1994","1-pers.-HH","East Germany","124","0.368217479070372","0.315617831626277","0.420817126514468","3"
"Satisfactory","1994","(Married) couple without C. ","East Germany","426","0.45726220745137","0.425928184130138","0.488596230772602","3"
"Satisfactory","1994","1-pers.-HH","West Germany","351","0.34357609920165","0.315344402213413","0.371807796189887","3"
"Satisfactory","1994","Couple + C. LE 16 ","East Germany","281","0.280951691009481","0.252996122626609","0.308907259392353","3"
"Satisfactory","1994","Couple + C. LE 16 ","West Germany","571","0.299951433401055","0.280007828040005","0.319895038762105","3"
"Satisfactory","1994","Single parent ","East Germany","48","0.318106363819013","0.246164837040568","0.390047890597459","3"
"Satisfactory","1994","Couple + C. GT 16 ","East Germany","260","0.36050351111662","0.325696780333468","0.395310241899772","3"
"Satisfactory","1994","Couple + C. LE and GT 16","West Germany","213","0.256342971703688","0.226477212227275","0.286208731180102","3"
"Satisfactory","1994","Couple + C. GT 16 ","West Germany","510","0.327646772390913","0.305516950629756","0.34977659415207","3"
"Satisfactory","1994","Couple + C. LE and GT 16","East Germany","111","0.320990936744991","0.272764962340549","0.369216911149433","3"
"Very good","1994","1-pers.-HH","West Germany","87","0.067476221010039","0.0525641263289736","0.0823883156911045","1"
"Very good","1994","1-pers.-HH","East Germany","17","","","","1"
"Very good","1994","(Married) couple without C. ","West Germany","209","0.0671811007735509","0.0572237002635335","0.0771385012835682","1"
"Very good","1994","(Married) couple without C. ","East Germany","53","0.0471196415790008","0.033791835879754","0.0604474472782477","1"
"Very good","1994","Single parent ","West Germany","46","0.104985963225551","0.0756350498017524","0.134336876649349","1"
"Very good","1994","Single parent ","East Germany","27","","","","1"
"Very good","1994","Couple + C. LE 16 ","West Germany","228","0.105155544972421","0.0918048467100092","0.118506243234833","1"
"Very good","1994","Couple + C. LE 16 ","East Germany","106","0.114574575367046","0.0947641596523224","0.13438499108177","1"
"Very good","1994","Couple + C. GT 16 ","West Germany","223","0.106698414136304","0.092142004901881","0.121254823370728","1"
"Very good","1994","Couple + C. GT 16 ","East Germany","71","0.0955741940389967","0.0742611149021317","0.116887273175862","1"
"Very good","1994","Couple + C. LE and GT 16","West Germany","149","0.159081946005224","0.134063300229364","0.184100591781083","1"
"Very good","1994","Couple + C. LE and GT 16","East Germany","32","0.087403928441868","0.0582295498453137","0.116578307038422","1"
"Good","1995","(Married) couple without C. ","West Germany","923","0.347907633048132","0.329373409610011","0.366441856486252","2"
"Good","1995","1-pers.-HH","West Germany","380","0.302377746325589","0.275503472471212","0.329252020179966","2"
"Good","1995","1-pers.-HH","East Germany","96","0.296422285223335","0.247298648361506","0.345545922085164","2"
"Good","1995","(Married) couple without C. ","East Germany","280","0.282524615939318","0.254293213140537","0.3107560187381","2"
"Good","1995","Single parent ","West Germany","178","0.37820435031239","0.333399097334684","0.423009603290096","2"
"Good","1995","Single parent ","East Germany","78","0.466116632697253","0.390230129253339","0.542003136141167","2"
"Good","1995","Couple + C. LE 16 ","West Germany","1134","0.481858987746655","0.461226506371377","0.502491469121933","2"
"Good","1995","Couple + C. GT 16 ","East Germany","300","0.415959536748425","0.379882112414795","0.452036961082056","2"
"Good","1995","Couple + C. LE 16 ","East Germany","474","0.519908227098732","0.487249915986227","0.552566538211237","2"
"Good","1995","Couple + C. GT 16 ","West Germany","718","0.396153643777668","0.373438725236133","0.418868562319203","2"
"Good","1995","Couple + C. LE and GT 16","West Germany","401","0.49442018062445","0.461063282940755","0.527777078308145","2"
"Good","1995","Couple + C. LE and GT 16","East Germany","189","0.506030808406033","0.455959710422129","0.556101906389937","2"
"Less good","1995","1-pers.-HH","East Germany","58","0.17708055618934","0.136018267706729","0.218142844671951","4"
"Less good","1995","1-pers.-HH","West Germany","201","0.210032779177517","0.186198625375189","0.233866932979846","4"
"Less good","1995","(Married) couple without C. ","East Germany","180","0.183519171377956","0.159246670534382","0.20779167222153","4"
"Less good","1995","Single parent ","West Germany","60","0.12360409241845","0.0931946519219645","0.154013532914935","4"
"Less good","1995","(Married) couple without C. ","West Germany","448","0.189677828739515","0.174422379432326","0.204933278046703","4"
"Less good","1995","Couple + C. LE 16 ","East Germany","68","0.0760930903829048","0.0587608396126177","0.0934253411531919","4"
"Less good","1995","Couple + C. LE and GT 16","West Germany","92","0.0972184639355038","0.0774529366418888","0.116983991229119","4"
"Less good","1995","Couple + C. LE 16 ","West Germany","188","0.0815201008231026","0.0702212395259011","0.0928189621203041","4"
"Less good","1995","Couple + C. GT 16 ","East Germany","84","0.131606048914414","0.106861198461668","0.156350899367161","4"
"Less good","1995","Single parent ","East Germany","21","","","","4"
"Less good","1995","Couple + C. GT 16 ","West Germany","251","0.146926641833382","0.130484454311387","0.163368829355376","4"
"Less good","1995","Couple + C. LE and GT 16","East Germany","40","0.109161824411049","0.0779309958267139","0.140392652995383","4"
"Poor","1995","1-pers.-HH","East Germany","22","","","","5"
"Poor","1995","(Married) couple without C. ","West Germany","119","0.0531200357995316","0.0443930453546091","0.061847026244454","5"
"Poor","1995","1-pers.-HH","West Germany","81","0.0799922661649673","0.06411881347779","0.0958657188521446","5"
"Poor","1995","(Married) couple without C. ","East Germany","50","0.0648160346290041","0.0493780514282499","0.0802540178297584","5"
"Poor","1995","Couple + C. GT 16 ","East Germany","16","","","","5"
"Poor","1995","Couple + C. LE and GT 16","West Germany","20","","","","5"
"Poor","1995","Single parent ","West Germany","18","","","","5"
"Poor","1995","Single parent ","East Germany","3","","","","5"
"Poor","1995","Couple + C. LE 16 ","West Germany","36","0.0125627304673716","0.00796372131609741","0.0171617396186459","5"
"Poor","1995","Couple + C. GT 16 ","West Germany","65","0.0342668264581609","0.0258182867650681","0.0427153661512537","5"
"Poor","1995","Couple + C. LE 16 ","East Germany","7","","","","5"
"Poor","1995","Couple + C. LE and GT 16","East Germany","6","","","","5"
"Satisfactory","1995","(Married) couple without C. ","East Germany","429","0.437505233755145","0.406398695794509","0.46861177171578","3"
"Satisfactory","1995","1-pers.-HH","West Germany","371","0.344563167727213","0.316756335937337","0.372369999517089","3"
"Satisfactory","1995","(Married) couple without C. ","West Germany","860","0.350695433038297","0.332126919385186","0.369263946691408","3"
"Satisfactory","1995","1-pers.-HH","East Germany","133","0.403020003943626","0.350257883615297","0.455782124271954","3"
"Satisfactory","1995","Single parent ","East Germany","44","0.267205299166567","0.199890936162931","0.334519662170204","3"
"Satisfactory","1995","Single parent ","West Germany","121","0.302526050184972","0.260084892818474","0.344967207551471","3"
"Satisfactory","1995","Couple + C. LE 16 ","West Germany","642","0.325724922523597","0.306373560235689","0.345076284811505","3"
"Satisfactory","1995","Couple + C. LE 16 ","East Germany","266","0.30116748535735","0.271178702598651","0.331156268116049","3"
"Satisfactory","1995","Couple + C. GT 16 ","West Germany","518","0.316155776038253","0.294561170113504","0.337750381963002","3"
"Satisfactory","1995","Couple + C. GT 16 ","East Germany","257","0.34332297908856","0.308568093833659","0.378077864343461","3"
"Satisfactory","1995","Couple + C. LE and GT 16","West Germany","222","0.242756636556941","0.214151370803","0.271361902310882","3"
"Satisfactory","1995","Couple + C. LE and GT 16","East Germany","107","0.274737584612404","0.230032664006939","0.319442505217869","3"
"Very good","1995","1-pers.-HH","West Germany","89","0.0630340406047129","0.0488139899771861","0.0772540912322397","1"
"Very good","1995","1-pers.-HH","East Germany","23","","","","1"
"Very good","1995","(Married) couple without C. ","West Germany","187","0.0585990693745254","0.0494596095410456","0.0677385292080052","1"
"Very good","1995","(Married) couple without C. ","East Germany","38","0.0316349442985763","0.0206599601717148","0.0426099284254379","1"
"Very good","1995","Single parent ","West Germany","73","0.154114802090874","0.120755287454119","0.187474316727628","1"
"Very good","1995","Single parent ","East Germany","20","","","","1"
"Very good","1995","Couple + C. LE 16 ","West Germany","253","0.0983332584392739","0.0860379129718434","0.110628603906704","1"
"Very good","1995","Couple + C. LE 16 ","East Germany","84","0.0944819315478464","0.0753617863034872","0.113602076792206","1"
"Very good","1995","Couple + C. GT 16 ","West Germany","229","0.106497111892536","0.0921708453594627","0.12082337842561","1"
"Very good","1995","Couple + C. GT 16 ","East Germany","60","0.0871957966020028","0.0665455565918672","0.107846036612138","1"
"Very good","1995","Couple + C. LE and GT 16","West Germany","128","0.140062429379645","0.116907845397223","0.163217013362067","1"
"Very good","1995","Couple + C. LE and GT 16","East Germany","41","0.0961470523091547","0.0666237060265765","0.125670398591733","1"
"Good","1996","1-pers.-HH","West Germany","382","0.305873123188524","0.279007373847579","0.332738872529469","2"
"Good","1996","(Married) couple without C. ","East Germany","299","0.285138510657018","0.257725728127005","0.312551293187032","2"
"Good","1996","(Married) couple without C. ","West Germany","874","0.319229470057808","0.30104271248243","0.337416227633186","2"
"Good","1996","1-pers.-HH","East Germany","100","0.280711182306161","0.233702720152363","0.327719644459958","2"
"Good","1996","Single parent ","West Germany","202","0.397531324685997","0.353841783346349","0.441220866025645","2"
"Good","1996","Single parent ","East Germany","82","0.46926712782001","0.394467730948005","0.544066524692015","2"
"Good","1996","Couple + C. LE 16 ","West Germany","1082","0.494995614535904","0.473998123538783","0.515993105533025","2"
"Good","1996","Couple + C. LE 16 ","East Germany","445","0.528922753157227","0.494840627429848","0.563004878884607","2"
"Good","1996","Couple + C. GT 16 ","West Germany","620","0.358282666688749","0.335475883598381","0.381089449779118","2"
"Good","1996","Couple + C. GT 16 ","East Germany","301","0.440807420024795","0.403408513462507","0.478206326587084","2"
"Good","1996","Couple + C. LE and GT 16","West Germany","362","0.452554853371447","0.418974691442225","0.48613501530067","2"
"Good","1996","Couple + C. LE and GT 16","East Germany","191","0.484948459326363","0.436454108862174","0.533442809790553","2"
"Less good","1996","1-pers.-HH","East Germany","56","0.183326276671516","0.142847145447348","0.223805407895684","4"
"Less good","1996","(Married) couple without C. ","West Germany","428","0.185799815103913","0.170626109532896","0.20097352067493","4"
"Less good","1996","Single parent ","West Germany","67","0.131664501521904","0.101478700883501","0.161850302160306","4"
"Less good","1996","Single parent ","East Germany","18","","","","4"
"Less good","1996","1-pers.-HH","West Germany","206","0.202350947182587","0.178926604277117","0.225775290088058","4"
"Less good","1996","(Married) couple without C. ","East Germany","180","0.175738201141204","0.152629267465073","0.198847134817336","4"
"Less good","1996","Couple + C. LE 16 ","West Germany","170","0.0725581113301478","0.0616636567715307","0.083452565888765","4"
"Less good","1996","Couple + C. LE 16 ","East Germany","62","0.0727535871763668","0.0550194823264524","0.0904876920262813","4"
"Less good","1996","Couple + C. GT 16 ","West Germany","236","0.138247037535542","0.121829857627531","0.154664217443553","4"
"Less good","1996","Couple + C. LE and GT 16","East Germany","35","0.0857410758199447","0.0585737383339683","0.112908413305921","4"
"Less good","1996","Couple + C. LE and GT 16","West Germany","83","0.105674300605766","0.0849342689836591","0.126414332227872","4"
"Less good","1996","Couple + C. GT 16 ","East Germany","64","0.0968931219484055","0.0746103196904017","0.119175924206409","4"
"Poor","1996","1-pers.-HH","West Germany","78","0.0774901093066153","0.0619011357053855","0.0930790829078451","5"
"Poor","1996","1-pers.-HH","East Germany","25","","","","5"
"Poor","1996","(Married) couple without C. ","West Germany","123","0.0535067780438124","0.0447273429990336","0.0622862130885912","5"
"Poor","1996","(Married) couple without C. ","East Germany","43","0.0434855458249044","0.0311023579227133","0.0558687337270954","5"
"Poor","1996","Couple + C. LE 16 ","West Germany","30","0.0144752813605712","0.00945917864413894","0.0194913840770035","5"
"Poor","1996","Couple + C. LE 16 ","East Germany","10","","","","5"
"Poor","1996","Couple + C. GT 16 ","East Germany","14","","","","5"
"Poor","1996","Couple + C. LE and GT 16","West Germany","17","","","","5"
"Poor","1996","Couple + C. LE and GT 16","East Germany","2","","","","5"
"Poor","1996","Single parent ","West Germany","16","","","","5"
"Poor","1996","Single parent ","East Germany","2","","","","5"
"Poor","1996","Couple + C. GT 16 ","West Germany","66","0.0415127006469076","0.0320249574065042","0.0510004438873109","5"
"Satisfactory","1996","1-pers.-HH","East Germany","153","0.417352932042457","0.36576488943041","0.468940974654504","3"
"Satisfactory","1996","(Married) couple without C. ","West Germany","902","0.375172486317861","0.356283920710847","0.394061051924874","3"
"Satisfactory","1996","1-pers.-HH","West Germany","375","0.355866963857941","0.327951779994366","0.383782147721516","3"
"Satisfactory","1996","(Married) couple without C. ","East Germany","485","0.471119064091394","0.440810976956856","0.501427151225932","3"
"Satisfactory","1996","Single parent ","West Germany","126","0.284023694736499","0.243765788579258","0.32428160089374","3"
"Satisfactory","1996","Single parent ","East Germany","47","0.294395128973722","0.226083265764009","0.362706992183435","3"
"Satisfactory","1996","Couple + C. LE 16 ","West Germany","634","0.307898405609395","0.288511531143122","0.327285280075667","3"
"Satisfactory","1996","Couple + C. LE 16 ","East Germany","245","0.311247756858947","0.27963450921541","0.342861004502484","3"
"Satisfactory","1996","Couple + C. GT 16 ","West Germany","541","0.341932947896156","0.319370573741479","0.364495322050832","3"
"Satisfactory","1996","Couple + C. GT 16 ","East Germany","241","0.358033280491825","0.321919603221342","0.394146957762309","3"
"Satisfactory","1996","Couple + C. LE and GT 16","West Germany","252","0.293883446266183","0.263150611133072","0.324616281399294","3"
"Satisfactory","1996","Couple + C. LE and GT 16","East Germany","143","0.327082746368269","0.281560083413757","0.37260540932278","3"
"Very good","1996","1-pers.-HH","West Germany","89","0.0584188564643328","0.0447442678055604","0.0720934451231051","1"
"Very good","1996","1-pers.-HH","East Germany","17","","","","1"
"Very good","1996","(Married) couple without C. ","West Germany","197","0.066291450476606","0.0565855050683617","0.0759973958848504","1"
"Very good","1996","(Married) couple without C. ","East Germany","35","0.0245186782854789","0.0151285345915854","0.0339088219793723","1"
"Very good","1996","Single parent ","West Germany","71","0.148433437420962","0.116693962009841","0.180172912832083","1"
"Very good","1996","Single parent ","East Germany","22","","","","1"
"Very good","1996","Couple + C. LE 16 ","West Germany","262","0.110072587163982","0.0969283304395835","0.12321684388838","1"
"Very good","1996","Couple + C. LE 16 ","East Germany","62","0.0763415146109863","0.0582105636453247","0.0944724655766479","1"
"Very good","1996","Couple + C. GT 16 ","West Germany","235","0.120024647232645","0.104566774717373","0.135482519747917","1"
