"ple0008","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Poor","1999","66 and older","Couple + C. LE 16 ","","","","","5"
"Poor","1999","66 and older","Couple + C. GT 16 ","12","","","","5"
"Poor","1999","66 and older","Couple + C. LE and GT 16","","","","","5"
"Satisfactory","1999","16-34 y.","Single parent ","77","0.263413007552073","0.214614498473702","0.312211516630443","3"
"Satisfactory","1999","16-34 y.","(Married) couple without C. ","219","0.24983429979329","0.22201083251582","0.277657767070759","3"
"Satisfactory","1999","16-34 y.","Couple + C. LE 16 ","312","0.237999353561983","0.215332887996114","0.260665819127853","3"
"Satisfactory","1999","16-34 y.","1-pers.-HH","97","0.18815658821462","0.152971813850636","0.223341362578603","3"
"Satisfactory","1999","16-34 y.","Couple + C. GT 16 ","172","0.180810344543394","0.156246512948499","0.205374176138289","3"
"Satisfactory","1999","16-34 y.","Couple + C. LE and GT 16","72","0.146514172705905","0.113283323629445","0.179745021782365","3"
"Satisfactory","1999","35-65 y.","1-pers.-HH","213","0.361581307392189","0.323883891685146","0.399278723099231","3"
"Satisfactory","1999","35-65 y.","(Married) couple without C. ","925","0.40137715171674","0.381032576456905","0.421721726976575","3"
"Satisfactory","1999","35-65 y.","Single parent ","109","0.284299026748225","0.237375850190486","0.331222203305965","3"
"Satisfactory","1999","35-65 y.","Couple + C. LE 16 ","539","0.316624871070063","0.294368507345171","0.338881234794955","3"
"Satisfactory","1999","35-65 y.","Couple + C. GT 16 ","570","0.381472404410407","0.356461753078483","0.406483055742331","3"
"Satisfactory","1999","35-65 y.","Couple + C. LE and GT 16","253","0.359000797766127","0.324082301006406","0.393919294525849","3"
"Satisfactory","1999","66 and older","1-pers.-HH","250","0.386527697386275","0.347400621034929","0.425654773737621","3"
"Satisfactory","1999","66 and older","(Married) couple without C. ","437","0.444564924730787","0.413357864384105","0.47577198507747","3"
"Satisfactory","1999","66 and older","Single parent ","28","","","","3"
"Satisfactory","1999","66 and older","Couple + C. GT 16 ","50","0.473258675492955","0.380376027263382","0.566141323722529","3"
"Satisfactory","1999","66 and older","Couple + C. LE and GT 16","","","","","3"
"Satisfactory","1999","66 and older","Couple + C. LE 16 ","","","","","3"
"Very good","1999","16-34 y.","1-pers.-HH","87","0.188389819864129","0.153188302959066","0.223591336769193","1"
"Very good","1999","16-34 y.","(Married) couple without C. ","135","0.159644311436879","0.136103853180333","0.183184769693426","1"
"Very good","1999","16-34 y.","Single parent ","54","0.18244236894434","0.139656735915611","0.22522800197307","1"
"Very good","1999","16-34 y.","Couple + C. LE 16 ","190","0.143598470029401","0.124933303463706","0.162263636595096","1"
"Very good","1999","16-34 y.","Couple + C. GT 16 ","218","0.243631836415956","0.216233393357236","0.271030279474676","1"
"Very good","1999","16-34 y.","Couple + C. LE and GT 16","127","0.328339767601063","0.284209148161456","0.37247038704067","1"
"Very good","1999","35-65 y.","1-pers.-HH","41","0.0637533790541107","0.0445842433496762","0.0829225147585451","1"
"Very good","1999","35-65 y.","(Married) couple without C. ","109","0.0522183972932867","0.0429849990846575","0.0614517955019159","1"
"Very good","1999","35-65 y.","Single parent ","31","0.0887781615947029","0.0591912899262807","0.118365033263125","1"
"Very good","1999","35-65 y.","Couple + C. LE 16 ","138","0.0815014396761666","0.0684104044068915","0.0945924749454418","1"
"Very good","1999","35-65 y.","Couple + C. GT 16 ","54","0.0431706906719267","0.0327060184030027","0.0536353629408507","1"
"Very good","1999","35-65 y.","Couple + C. LE and GT 16","43","0.0671290896717715","0.048913415808296","0.0853447635352471","1"
"Very good","1999","66 and older","1-pers.-HH","17","","","","1"
"Very good","1999","66 and older","(Married) couple without C. ","17","","","","1"
"Very good","1999","66 and older","Single parent ","","","","","1"
"Very good","1999","66 and older","Couple + C. LE 16 ","","","","","1"
"Very good","1999","66 and older","Couple + C. GT 16 ","1","","","","1"
"Very good","1999","66 and older","Couple + C. LE and GT 16","","","","","1"
"Good","2000","16-34 y.","(Married) couple without C. ","657","0.476122863349585","0.448447477972328","0.503798248726841","2"
"Good","2000","16-34 y.","1-pers.-HH","451","0.494323480986347","0.461252822140724","0.52739413983197","2"
"Good","2000","16-34 y.","Single parent ","232","0.44400553161388","0.4007140690434","0.48729699418436","2"
"Good","2000","16-34 y.","Couple + C. LE 16 ","1131","0.54590681597738","0.524205340353168","0.567608291601591","2"
"Good","2000","16-34 y.","Couple + C. GT 16 ","775","0.524090790137815","0.498499555036034","0.549682025239595","2"
"Good","2000","16-34 y.","Couple + C. LE and GT 16","368","0.505412116347352","0.469143480419852","0.541680752274852","2"
"Good","2000","35-65 y.","1-pers.-HH","515","0.38582641282375","0.359868966667418","0.411783858980082","2"
"Good","2000","35-65 y.","(Married) couple without C. ","1367","0.319657237043181","0.305650034201199","0.333664439885163","2"
"Good","2000","35-65 y.","Single parent ","232","0.370617028319574","0.332783129028237","0.40845092761091","2"
"Good","2000","35-65 y.","Couple + C. LE 16 ","1643","0.502905537582426","0.485646632276841","0.52016444288801","2"
"Good","2000","35-65 y.","Couple + C. GT 16 ","913","0.39424457689062","0.374423092808733","0.414066060972506","2"
"Good","2000","35-65 y.","Couple + C. LE and GT 16","548","0.446979891279014","0.418977799555364","0.474981983002664","2"
"Good","2000","66 and older","Single parent ","8","","","","2"
"Good","2000","66 and older","Couple + C. LE 16 ","2","","","","2"
"Good","2000","66 and older","1-pers.-HH","208","0.169837957315041","0.148031503595524","0.191644411034557","2"
"Good","2000","66 and older","(Married) couple without C. ","396","0.183837266668083","0.167154687326998","0.200519846009168","2"
"Good","2000","66 and older","Couple + C. GT 16 ","21","","","","2"
"Good","2000","66 and older","Couple + C. LE and GT 16","","","","","2"
"Less good","2000","16-34 y.","(Married) couple without C. ","87","0.0748623368403801","0.0602790873132314","0.0894455863675288","4"
"Less good","2000","16-34 y.","1-pers.-HH","34","0.0369145663813873","0.0244426805710983","0.0493864521916762","4"
"Less good","2000","16-34 y.","Single parent ","26","","","","4"
"Less good","2000","16-34 y.","Couple + C. LE 16 ","118","0.0591478135205334","0.0488655776512913","0.0694300493897755","4"
"Less good","2000","16-34 y.","Couple + C. GT 16 ","60","0.0412441931775924","0.0310544945885944","0.0514338917665905","4"
"Less good","2000","16-34 y.","Couple + C. LE and GT 16","29","","","","4"
"Less good","2000","35-65 y.","1-pers.-HH","225","0.160880785163008","0.141288534067861","0.180473036258154","4"
"Less good","2000","35-65 y.","(Married) couple without C. ","714","0.161547091709245","0.15049271724351","0.17260146617498","4"
"Less good","2000","35-65 y.","Single parent ","86","0.134420710083917","0.107700033812822","0.161141386355013","4"
"Less good","2000","35-65 y.","Couple + C. LE 16 ","244","0.0755441722750476","0.0664220867379344","0.0846662578121607","4"
"Less good","2000","35-65 y.","Couple + C. GT 16 ","312","0.128066435499872","0.114512543916068","0.141620327083676","4"
"Less good","2000","35-65 y.","Couple + C. LE and GT 16","123","0.100240993186249","0.0833263904849786","0.11715559588752","4"
"Less good","2000","66 and older","Couple + C. GT 16 ","37","0.223044776498137","0.158134483213576","0.287955069782698","4"
"Less good","2000","66 and older","1-pers.-HH","286","0.257739893035658","0.232338641746961","0.283141144324355","4"
"Less good","2000","66 and older","(Married) couple without C. ","477","0.230183975662975","0.212054340752346","0.248313610573605","4"
"Less good","2000","66 and older","Single parent ","21","","","","4"
"Less good","2000","66 and older","Couple + C. LE 16 ","","","","","4"
"Less good","2000","66 and older","Couple + C. LE and GT 16","","","","","4"
"Poor","2000","16-34 y.","(Married) couple without C. ","12","","","","5"
"Poor","2000","16-34 y.","1-pers.-HH","4","","","","5"
"Poor","2000","16-34 y.","Single parent ","8","","","","5"
"Poor","2000","16-34 y.","Couple + C. LE 16 ","10","","","","5"
"Poor","2000","16-34 y.","Couple + C. GT 16 ","12","","","","5"
"Poor","2000","16-34 y.","Couple + C. LE and GT 16","4","","","","5"
"Poor","2000","35-65 y.","1-pers.-HH","59","0.0458346940705656","0.0346832940343421","0.0569860941067891","5"
"Poor","2000","35-65 y.","(Married) couple without C. ","210","0.0495153065612949","0.0429992092373153","0.0560314038852744","5"
"Poor","2000","35-65 y.","Single parent ","25","","","","5"
"Poor","2000","35-65 y.","Couple + C. LE 16 ","33","0.0108698826164434","0.00729065173080919","0.0144491135020775","5"
"Poor","2000","66 and older","(Married) couple without C. ","173","0.0881680694479204","0.0759565106349694","0.100379628260871","5"
"Poor","2000","35-65 y.","Couple + C. GT 16 ","75","0.0327994318208782","0.025575126698684","0.0400237369430724","5"
"Poor","2000","35-65 y.","Couple + C. LE and GT 16","23","","","","5"
"Poor","2000","66 and older","1-pers.-HH","128","0.113606244776117","0.0951772912374415","0.132035198314792","5"
"Poor","2000","66 and older","Single parent ","8","","","","5"
"Poor","2000","66 and older","Couple + C. LE 16 ","","","","","5"
"Poor","2000","66 and older","Couple + C. GT 16 ","16","","","","5"
"Poor","2000","66 and older","Couple + C. LE and GT 16","","","","","5"
"Satisfactory","2000","16-34 y.","1-pers.-HH","179","0.210249424719213","0.183296045811204","0.237202803627222","3"
"Satisfactory","2000","16-34 y.","(Married) couple without C. ","271","0.230585374336868","0.207244585288568","0.253926163385168","3"
"Satisfactory","2000","16-34 y.","Single parent ","107","0.208131077221408","0.172758398608211","0.243503755834605","3"
"Satisfactory","2000","16-34 y.","Couple + C. LE 16 ","436","0.213824546493687","0.195953662522395","0.231695430464979","3"
"Satisfactory","2000","16-34 y.","Couple + C. GT 16 ","234","0.155354751421562","0.136792725713261","0.173916777129862","3"
"Satisfactory","2000","16-34 y.","Couple + C. LE and GT 16","91","0.116995503213854","0.0936795753257892","0.140311431101919","3"
"Satisfactory","2000","35-65 y.","1-pers.-HH","448","0.331363964713839","0.306264298577327","0.356463630850351","3"
"Satisfactory","2000","35-65 y.","(Married) couple without C. ","1713","0.405329398495455","0.390582946239236","0.420075850751674","3"
"Satisfactory","2000","35-65 y.","Single parent ","219","0.347736785959083","0.310429153865862","0.385044418052303","3"
"Satisfactory","2000","35-65 y.","Couple + C. LE 16 ","954","0.302915180010965","0.287053327547475","0.318777032474455","3"
"Satisfactory","2000","35-65 y.","Couple + C. GT 16 ","902","0.385472986181242","0.365731851473255","0.40521412088923","3"
"Satisfactory","2000","35-65 y.","Couple + C. LE and GT 16","409","0.340338936511974","0.313652396894444","0.367025476129505","3"
"Satisfactory","2000","66 and older","1-pers.-HH","494","0.437414936368893","0.408606006112547","0.466223866625239","3"
"Satisfactory","2000","66 and older","(Married) couple without C. ","974","0.473534746230617","0.452030767391814","0.49503872506942","3"
"Satisfactory","2000","66 and older","Single parent ","36","0.457467279005752","0.343184801419595","0.571749756591909","3"
"Satisfactory","2000","66 and older","Couple + C. GT 16 ","81","0.526115798162442","0.448259036786083","0.603972559538802","3"
"Satisfactory","2000","66 and older","Couple + C. LE and GT 16","2","","","","3"
"Satisfactory","2000","66 and older","Couple + C. LE 16 ","2","","","","3"
"Very good","2000","16-34 y.","1-pers.-HH","210","0.255499451652108","0.22665061329913","0.284348290005086","1"
"Very good","2000","16-34 y.","(Married) couple without C. ","224","0.209903369255996","0.187336607397212","0.232470131114781","1"
"Very good","2000","16-34 y.","Single parent ","133","0.280128414101153","0.24100119972627","0.319255628476037","1"
"Very good","2000","16-34 y.","Couple + C. LE 16 ","327","0.174889677460855","0.15833214504416","0.19144720987755","1"
"Very good","2000","16-34 y.","Couple + C. GT 16 ","382","0.273331301157671","0.250494312349905","0.296168289965437","1"
"Very good","2000","16-34 y.","Couple + C. LE and GT 16","238","0.334367859224127","0.300145017764733","0.368590700683522","1"
"Very good","2000","35-65 y.","1-pers.-HH","104","0.076094143228838","0.0619554297900218","0.0902328566676543","1"
"Very good","2000","35-65 y.","(Married) couple without C. ","254","0.0639509661908244","0.0566021376070774","0.0712997947745714","1"
"Very good","2000","35-65 y.","Single parent ","64","0.102757162471266","0.0789711317163411","0.126543193226191","1"
"Very good","2000","35-65 y.","Couple + C. LE 16 ","350","0.107765227515118","0.0970616373488372","0.118468817681399","1"
"Very good","2000","35-65 y.","Couple + C. GT 16 ","133","0.0594165696073882","0.0498279277513905","0.0690052114633858","1"
"Very good","2000","35-65 y.","Couple + C. LE and GT 16","108","0.0933882682160105","0.0770000081283769","0.109776528303644","1"
"Very good","2000","66 and older","1-pers.-HH","23","","","","1"
"Very good","2000","66 and older","(Married) couple without C. ","51","0.0242759419904038","0.0176475284813505","0.0309043554994571","1"
"Very good","2000","66 and older","Single parent ","","","","","1"
"Very good","2000","66 and older","Couple + C. GT 16 ","3","","","","1"
"Very good","2000","66 and older","Couple + C. LE 16 ","","","","","1"
"Very good","2000","66 and older","Couple + C. LE and GT 16","","","","","1"
"Good","2001","16-34 y.","1-pers.-HH","402","0.529018615577943","0.492858492602067","0.565178738553819","2"
"Good","2001","16-34 y.","(Married) couple without C. ","539","0.449718395155658","0.420063385639457","0.479373404671859","2"
"Good","2001","16-34 y.","Single parent ","230","0.466870531175047","0.4221456991397","0.511595363210395","2"
"Good","2001","16-34 y.","Couple + C. LE 16 ","953","0.540390873423872","0.516994544288843","0.563787202558901","2"
"Good","2001","16-34 y.","Couple + C. GT 16 ","682","0.498414024115964","0.471762161570766","0.525065886661162","2"
"Good","2001","16-34 y.","Couple + C. LE and GT 16","321","0.486786857900972","0.448596524381153","0.52497719142079","2"
"Good","2001","35-65 y.","1-pers.-HH","470","0.379547184256475","0.352558944481995","0.406535424030956","2"
"Good","2001","35-65 y.","(Married) couple without C. ","1232","0.319077088276705","0.304322781110893","0.333831395442517","2"
"Good","2001","35-65 y.","Single parent ","214","0.383878745277224","0.344128089513275","0.423629401041173","2"
"Good","2001","35-65 y.","Couple + C. LE 16 ","1541","0.492826701915889","0.474995939021651","0.510657464810127","2"
"Good","2001","35-65 y.","Couple + C. GT 16 ","853","0.407286074937532","0.386430275724683","0.428141874150381","2"
"Good","2001","35-65 y.","Couple + C. LE and GT 16","487","0.463088519411137","0.43348671434004","0.492690324482235","2"
"Good","2001","66 and older","1-pers.-HH","170","0.147939703830109","0.126361814654864","0.169517593005355","2"
"Good","2001","66 and older","(Married) couple without C. ","391","0.190283617691876","0.173059229534922","0.20750800584883","2"
"Good","2001","66 and older","Single parent ","14","","","","2"
"Good","2001","66 and older","Couple + C. LE 16 ","1","","","","2"
"Good","2001","66 and older","Couple + C. GT 16 ","30","0.199556265920143","0.137433952849868","0.261678578990418","2"
"Good","2001","66 and older","Couple + C. LE and GT 16","","","","","2"
"Less good","2001","16-34 y.","(Married) couple without C. ","65","0.0733238199054027","0.0577848657656747","0.0888627740451308","4"
"Less good","2001","16-34 y.","1-pers.-HH","35","0.0493372190662241","0.0336482961433781","0.0650261419890702","4"
"Less good","2001","16-34 y.","Single parent ","22","","","","4"
"Less good","2001","16-34 y.","Couple + C. LE 16 ","89","0.0484204462017192","0.0383433282480704","0.0584975641553681","4"
"Less good","2001","16-34 y.","Couple + C. GT 16 ","63","0.0407398273301948","0.0302023283904798","0.0512773262699098","4"
"Less good","2001","16-34 y.","Couple + C. LE and GT 16","29","","","","4"
"Less good","2001","35-65 y.","1-pers.-HH","201","0.154557048774609","0.134453447822371","0.174660649726847","4"
"Less good","2001","35-65 y.","(Married) couple without C. ","676","0.174896021898463","0.162871540830325","0.186920502966602","4"
"Less good","2001","35-65 y.","Single parent ","87","0.158408364665127","0.12856457784292","0.188252151487334","4"
"Less good","2001","35-65 y.","Couple + C. LE 16 ","245","0.088907226457868","0.0787565624731238","0.0990578904426122","4"
"Less good","2001","35-65 y.","Couple + C. GT 16 ","272","0.127278254681344","0.113131087193396","0.141425422169291","4"
"Less good","2001","35-65 y.","Couple + C. LE and GT 16","104","0.0907682816293192","0.073713773919717","0.107822789338922","4"
"Less good","2001","66 and older","1-pers.-HH","252","0.246015844852894","0.219840400040955","0.272191289664832","4"
"Less good","2001","66 and older","(Married) couple without C. ","466","0.240760182299448","0.221999075277651","0.259521289321244","4"
"Less good","2001","66 and older","Single parent ","21","","","","4"
"Less good","2001","66 and older","Couple + C. LE 16 ","","","","","4"
"Less good","2001","66 and older","Couple + C. GT 16 ","39","0.235835225965093","0.169849898963611","0.301820552966575","4"
"Less good","2001","66 and older","Couple + C. LE and GT 16","","","","","4"
"Poor","2001","16-34 y.","(Married) couple without C. ","7","","","","5"
"Poor","2001","16-34 y.","1-pers.-HH","7","","","","5"
"Poor","2001","16-34 y.","Single parent ","7","","","","5"
"Poor","2001","16-34 y.","Couple + C. LE 16 ","12","","","","5"
"Poor","2001","16-34 y.","Couple + C. GT 16 ","9","","","","5"
"Poor","2001","16-34 y.","Couple + C. LE and GT 16","1","","","","5"
"Poor","2001","35-65 y.","1-pers.-HH","64","0.049564964638574","0.0374941685912988","0.0616357606858492","5"
"Poor","2001","35-65 y.","(Married) couple without C. ","168","0.0457630362900043","0.0391483756157918","0.0523776969642169","5"
"Poor","2001","35-65 y.","Single parent ","21","","","","5"
"Poor","2001","35-65 y.","Couple + C. LE 16 ","38","0.0163964674126826","0.0118671807904991","0.0209257540348662","5"
"Poor","2001","35-65 y.","Couple + C. GT 16 ","75","0.0369285214703119","0.0289234592574322","0.0449335836831917","5"
"Poor","2001","35-65 y.","Couple + C. LE and GT 16","31","0.0246644753198742","0.0154568464891834","0.0338721041505649","5"
"Poor","2001","66 and older","1-pers.-HH","120","0.119662779159319","0.099936939617781","0.139388618700857","5"
"Poor","2001","66 and older","(Married) couple without C. ","153","0.0756729409107931","0.0640675498106635","0.0872783320109228","5"
"Poor","2001","66 and older","Single parent ","8","","","","5"
"Poor","2001","66 and older","Couple + C. LE 16 ","1","","","","5"
"Poor","2001","66 and older","Couple + C. GT 16 ","11","","","","5"
"Poor","2001","66 and older","Couple + C. LE and GT 16","","","","","5"
"Satisfactory","2001","16-34 y.","1-pers.-HH","126","0.166873631262407","0.139862557500609","0.193884705024204","3"
"Satisfactory","2001","16-34 y.","(Married) couple without C. ","241","0.237295151743286","0.211934644828995","0.262655658657578","3"
"Satisfactory","2001","16-34 y.","Single parent ","106","0.22403930615892","0.186661301522012","0.261417310795828","3"
"Satisfactory","2001","16-34 y.","Couple + C. LE 16 ","402","0.238957757798709","0.218937745204035","0.258977770393383","3"
"Satisfactory","2001","16-34 y.","Couple + C. GT 16 ","217","0.153521038880113","0.134305534892053","0.172736542868172","3"
"Satisfactory","2001","16-34 y.","Couple + C. LE and GT 16","80","0.111408087242801","0.0873675216270466","0.135448652858555","3"
"Satisfactory","2001","35-65 y.","1-pers.-HH","405","0.329569523570652","0.303427591049273","0.355711456092032","3"
"Satisfactory","2001","35-65 y.","(Married) couple without C. ","1545","0.398907956107758","0.383408056841182","0.414407855374333","3"
"Satisfactory","2001","35-65 y.","Single parent ","191","0.313157883970209","0.275250457401761","0.351065310538656","3"
"Satisfactory","2001","35-65 y.","Couple + C. LE 16 ","901","0.305534868277403","0.289106280514412","0.321963456040395","3"
"Satisfactory","2001","35-65 y.","Couple + C. GT 16 ","810","0.364151237781522","0.34372575637428","0.384576719188763","3"
"Satisfactory","2001","35-65 y.","Couple + C. LE and GT 16","382","0.333021293592685","0.305042638900045","0.360999948285325","3"
"Satisfactory","2001","66 and older","1-pers.-HH","475","0.462189203629568","0.431888265282772","0.492490141976364","3"
"Satisfactory","2001","66 and older","(Married) couple without C. ","938","0.468427345245385","0.446530624646972","0.490324065843798","3"
"Satisfactory","2001","66 and older","Single parent ","31","0.346659504390205","0.23822847622437","0.455090532556041","3"
"Satisfactory","2001","66 and older","Couple + C. LE 16 ","1","","","","3"
"Satisfactory","2001","66 and older","Couple + C. GT 16 ","78","0.485805625988025","0.408119322140367","0.563491929835682","3"
"Satisfactory","2001","66 and older","Couple + C. LE and GT 16","2","","","","3"
"Very good","2001","16-34 y.","1-pers.-HH","162","0.242766865523218","0.211706821953014","0.273826909093422","1"
"Very good","2001","16-34 y.","(Married) couple without C. ","229","0.235937215339739","0.210626874582273","0.261247556097205","1"
"Very good","2001","16-34 y.","Single parent ","113","0.24783165955304","0.209126393236479","0.286536925869601","1"
"Very good","2001","16-34 y.","Couple + C. LE 16 ","287","0.167096072475353","0.14958228910768","0.184609855843026","1"
"Very good","2001","16-34 y.","Couple + C. GT 16 ","381","0.302223808517679","0.277745457639722","0.326702159395636","1"
"Very good","2001","16-34 y.","Couple + C. LE and GT 16","227","0.36137802742916","0.324671952724918","0.398084102133401","1"
"Very good","2001","35-65 y.","1-pers.-HH","102","0.0867612787596894","0.0711066625843542","0.102415894935025","1"
"Very good","2001","35-65 y.","(Married) couple without C. ","213","0.0613558974270694","0.0537596225602344","0.0689521722939045","1"
"Very good","2001","35-65 y.","Single parent ","62","0.105623500841591","0.0805014762065882","0.130745525476594","1"
"Very good","2001","35-65 y.","Couple + C. LE 16 ","295","0.0963347359361572","0.085811728687249","0.106857743185065","1"
"Very good","2001","35-65 y.","Couple + C. GT 16 ","122","0.0643559111292913","0.0539398372506511","0.0747719850079315","1"
"Very good","2001","35-65 y.","Couple + C. LE and GT 16","86","0.0884574300469842","0.0716000344511881","0.10531482564278","1"
"Very good","2001","66 and older","1-pers.-HH","23","","","","1"
"Very good","2001","66 and older","(Married) couple without C. ","47","0.0248559138524983","0.0180242592001872","0.0316875685048093","1"
"Very good","2001","66 and older","Single parent ","","","","","1"
"Very good","2001","66 and older","Couple + C. LE 16 ","","","","","1"
"Very good","2001","66 and older","Couple + C. GT 16 ","1","","","","1"
"Very good","2001","66 and older","Couple + C. LE and GT 16","","","","","1"
"Good","2002","16-34 y.","1-pers.-HH","403","0.537196346405534","0.500750456379255","0.573642236431813","2"
"Good","2002","16-34 y.","(Married) couple without C. ","557","0.494274583909878","0.463711789257196","0.52483737856256","2"
"Good","2002","16-34 y.","Single parent ","237","0.499922056880296","0.455145537304801","0.544698576455792","2"
"Good","2002","16-34 y.","Couple + C. LE 16 ","807","0.521945111126855","0.496666467900104","0.547223754353606","2"
"Good","2002","16-34 y.","Couple + C. GT 16 ","787","0.517684419915015","0.492329521647482","0.543039318182548","2"
"Good","2002","16-34 y.","Couple + C. LE and GT 16","366","0.50084049526802","0.464444929197735","0.537236061338305","2"
"Good","2002","35-65 y.","1-pers.-HH","481","0.390313593093261","0.363324622352555","0.417302563833968","2"
"Good","2002","35-65 y.","(Married) couple without C. ","1535","0.339528476219781","0.325344764015125","0.353712188424438","2"
"Good","2002","35-65 y.","Single parent ","220","0.372135317707801","0.332626171892207","0.411644463523394","2"
"Good","2002","35-65 y.","Couple + C. LE 16 ","1676","0.491538988475349","0.474348783722388","0.50872919322831","2"
"Good","2002","35-65 y.","Couple + C. GT 16 ","943","0.365945552026693","0.346470184011539","0.385420920041847","2"
"Good","2002","35-65 y.","Couple + C. LE and GT 16","560","0.449556366805076","0.421665565562393","0.477447168047759","2"
"Good","2002","66 and older","1-pers.-HH","185","0.165886134929603","0.143322162725977","0.18845010713323","2"
"Good","2002","66 and older","(Married) couple without C. ","433","0.186107223423605","0.169717030074047","0.202497416773163","2"
"Good","2002","66 and older","Single parent ","6","","","","2"
"Good","2002","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Good","2002","66 and older","Couple + C. LE 16 ","3","","","","2"
"Good","2002","66 and older","Couple + C. GT 16 ","32","0.198881263956451","0.138342264976101","0.2594202629368","2"
"Less good","2002","16-34 y.","1-pers.-HH","44","0.0635669698028366","0.0457334214980742","0.081400518107599","4"
"Less good","2002","16-34 y.","(Married) couple without C. ","54","0.0484882201612814","0.0353578569466788","0.061618583375884","4"
"Less good","2002","16-34 y.","Single parent ","28","","","","4"
"Less good","2002","16-34 y.","Couple + C. LE 16 ","96","0.0603144277113283","0.0482667221075026","0.072362133315154","4"
"Less good","2002","16-34 y.","Couple + C. GT 16 ","49","0.0319949462509808","0.0230651163931586","0.040924776108803","4"
"Less good","2002","16-34 y.","Couple + C. LE and GT 16","25","","","","4"
"Less good","2002","35-65 y.","1-pers.-HH","173","0.137792847372077","0.11872308084158","0.156862613902574","4"
"Less good","2002","35-65 y.","(Married) couple without C. ","681","0.171230703416508","0.1599475002901","0.182513906542916","4"
"Less good","2002","35-65 y.","Single parent ","93","0.158210429607263","0.128381786776978","0.188039072437548","4"
"Less good","2002","35-65 y.","Couple + C. GT 16 ","322","0.146707080737693","0.132402050884905","0.161012110590481","4"
"Less good","2002","35-65 y.","Couple + C. LE 16 ","240","0.0788199694529675","0.0695545811727419","0.088085357733193","4"
"Less good","2002","35-65 y.","Couple + C. LE and GT 16","138","0.119506927337021","0.101319469481744","0.137694385192298","4"
"Less good","2002","66 and older","1-pers.-HH","245","0.246237303205508","0.220104133718128","0.272370472692889","4"
"Less good","2002","66 and older","(Married) couple without C. ","519","0.254095565914702","0.235761490959589","0.272429640869816","4"
"Less good","2002","66 and older","Single parent ","25","","","","4"
"Less good","2002","66 and older","Couple + C. LE 16 ","2","","","","4"
"Less good","2002","66 and older","Couple + C. GT 16 ","53","0.329126811945459","0.257859282370266","0.400394341520651","4"
"Less good","2002","66 and older","Couple + C. LE and GT 16","1","","","","4"
"Poor","2002","16-34 y.","(Married) couple without C. ","8","","","","5"
"Poor","2002","16-34 y.","1-pers.-HH","8","","","","5"
"Poor","2002","16-34 y.","Single parent ","10","","","","5"
"Poor","2002","16-34 y.","Couple + C. LE 16 ","9","","","","5"
"Poor","2002","16-34 y.","Couple + C. GT 16 ","10","","","","5"
"Poor","2002","16-34 y.","Couple + C. LE and GT 16","4","","","","5"
"Poor","2002","35-65 y.","1-pers.-HH","71","0.0513569582862384","0.0391452256348642","0.0635686909376126","5"
"Poor","2002","35-65 y.","(Married) couple without C. ","154","0.0412275127909708","0.0352725903611582","0.0471824352207834","5"
"Poor","2002","35-65 y.","Single parent ","22","","","","5"
"Poor","2002","35-65 y.","Couple + C. LE 16 ","39","0.015391283490197","0.0111583397906132","0.0196242271897808","5"
"Poor","2002","35-65 y.","Couple + C. GT 16 ","72","0.0417936142670522","0.0337026803267821","0.0498845482073222","5"
"Poor","2002","35-65 y.","Couple + C. LE and GT 16","23","","","","5"
"Poor","2002","66 and older","1-pers.-HH","101","0.102855691166702","0.0844291781466289","0.121282204186775","5"
"Poor","2002","66 and older","(Married) couple without C. ","177","0.0850620541334339","0.0733135488149007","0.0968105594519671","5"
"Poor","2002","66 and older","Single parent ","13","","","","5"
"Poor","2002","66 and older","Couple + C. LE 16 ","","","","","5"
"Poor","2002","66 and older","Couple + C. GT 16 ","7","","","","5"
"Poor","2002","66 and older","Couple + C. LE and GT 16","","","","","5"
"Satisfactory","2002","16-34 y.","(Married) couple without C. ","226","0.243044251357418","0.216824446438539","0.269264056276296","3"
"Satisfactory","2002","16-34 y.","1-pers.-HH","130","0.173385302263759","0.145713251398663","0.201057353128854","3"
"Satisfactory","2002","16-34 y.","Single parent ","93","0.1956909616527","0.160162435438366","0.231219487867034","3"
"Satisfactory","2002","16-34 y.","Couple + C. LE 16 ","369","0.276681650343442","0.254042642934755","0.299320657752129","3"
"Satisfactory","2002","16-34 y.","Couple + C. GT 16 ","246","0.173325696716553","0.154118571141812","0.192532822291294","3"
"Satisfactory","2002","16-34 y.","Couple + C. LE and GT 16","100","0.156265738517128","0.129834725137145","0.182696751897111","3"
"Satisfactory","2002","35-65 y.","1-pers.-HH","442","0.349955111625765","0.323567257621011","0.376342965630519","3"
"Satisfactory","2002","35-65 y.","(Married) couple without C. ","1664","0.402377700971662","0.387689956479181","0.417065445464143","3"
"Satisfactory","2002","35-65 y.","Single parent ","193","0.336860493245423","0.298228985390196","0.37549200110065","3"
"Satisfactory","2002","35-65 y.","Couple + C. LE 16 ","947","0.31837313415766","0.302354894337915","0.334391373977406","3"
"Satisfactory","2002","35-65 y.","Couple + C. GT 16 ","901","0.400756111627105","0.380942846834193","0.420569376420018","3"
"Satisfactory","2002","35-65 y.","Couple + C. LE and GT 16","419","0.341180403633435","0.31459839579627","0.367762411470599","3"
