"ple0008","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very good","1992","Not Employed","1-pers.-HH","32","0.0422998588479895","0.0271830970459749","0.0574166206500042"
"Very good","1992","Not Employed","(Married) couple without C. ","61","0.0360499058934363","0.0261751649815557","0.0459246468053169"
"Very good","1992","Not Employed","Single parent ","34","0.140614634794903","0.0903863419134718","0.190842927676335"
"Very good","1992","Not Employed","Couple + C. LE 16 ","103","0.152826800215584","0.123668914974974","0.181984685456195"
"Very good","1992","Not Employed","Couple + C. GT 16 ","147","0.15591466163137","0.130744656622881","0.181084666639859"
"Very good","1992","Not Employed","Couple + C. LE and GT 16","100","0.297276665729041","0.245728025052424","0.348825306405659"
"Very good","1992","Employed","1-pers.-HH","125","0.185166036524024","0.155709947314264","0.214622125733784"
"Very good","1992","Employed","(Married) couple without C. ","268","0.137338351946917","0.121909972613488","0.152766731280345"
"Very good","1992","Employed","Single parent ","83","0.169283637935321","0.134826732838888","0.203740543031754"
"Very good","1992","Employed","Couple + C. LE 16 ","512","0.191188834116856","0.176380765436479","0.205996902797233"
"Very good","1992","Employed","Couple + C. GT 16 ","354","0.177635233968974","0.160610034136535","0.194660433801413"
"Very good","1992","Employed","Couple + C. LE and GT 16","174","0.187702733334961","0.161544765401244","0.213860701268679"
"Good","1992","Not Employed","1-pers.-HH","122","0.16687970469928","0.138875054426582","0.194884354971977"
"Good","1992","Not Employed","(Married) couple without C. ","310","0.213907294098018","0.192185482268373","0.235629105927663"
"Good","1992","Not Employed","Single parent ","57","0.356369598064895","0.287169329801999","0.425569866327792"
"Good","1992","Not Employed","Couple + C. LE 16 ","298","0.518220257760367","0.477729899592837","0.558710615927897"
"Good","1992","Not Employed","Couple + C. GT 16 ","252","0.342461197557746","0.309537164881957","0.375385230233536"
"Good","1992","Not Employed","Couple + C. LE and GT 16","118","0.403915923283931","0.34857532282405","0.459256523743812"
"Good","1992","Employed","1-pers.-HH","307","0.448675922658687","0.410959567058258","0.486392278259117"
"Good","1992","Employed","(Married) couple without C. ","831","0.432182656833912","0.409978098395082","0.454387215272742"
"Good","1992","Employed","Single parent ","209","0.46066768746197","0.41486779183312","0.506467583090819"
