"ple0008","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Very good","1992","lower secondary degree","West Germany","570","0.100015494587824","0.0911110628815236","0.108919926294124"
"Very good","1992","lower secondary degree","East Germany","114","0.0695776069052567","0.0567060059984699","0.0824492078120435"
"Very good","1992","secondary school degree","West Germany","335","0.150311610103474","0.133586869064357","0.167036351142591"
"Very good","1992","secondary school degree","East Germany","368","0.194914716569419","0.176902444609994","0.212926988528843"
"Very good","1992","college entrance qualification","West Germany","278","0.193845116351953","0.172035145245742","0.215655087458163"
"Very good","1992","college entrance qualification","East Germany","104","0.217011688645235","0.180173797905753","0.253849579384716"
"Very good","1992","Other degree","West Germany","116","0.135020921151988","0.113458984324574","0.156582857979402"
"Very good","1992","Other degree","East Germany","7","","",""
"Very good","1992","no degree/no degree yet","West Germany","135","0.230315291809848","0.201157834457085","0.25947274916261"
"Very good","1992","no degree/no degree yet","East Germany","25","","",""
"Good","1992","lower secondary degree","West Germany","1575","0.32989559473888","0.315941086311325","0.343850103166435"
"Good","1992","lower secondary degree","East Germany","522","0.312934538175979","0.289476939451131","0.336392136900828"
"Good","1992","secondary school degree","West Germany","805","0.437840968285832","0.414623166964918","0.461058769606747"
"Good","1992","secondary school degree","East Germany","999","0.522401562797437","0.49968937772367","0.545113747871204"
"Good","1992","college entrance qualification","West Germany","603","0.475057555884824","0.447505921092581","0.502609190677068"
"Good","1992","college entrance qualification","East Germany","240","0.479663449112519","0.435017091584694","0.524309806640344"
"Good","1992","Other degree","West Germany","389","0.387990830053273","0.357245856079491","0.418735804027055"
"Good","1992","Other degree","East Germany","16","","",""
"Good","1992","no degree/no degree yet","West Germany","275","0.355676358854103","0.322524234258847","0.388828483449358"
"Good","1992","no degree/no degree yet","East Germany","16","","",""
"Satisfactory","1992","lower secondary degree","West Germany","1421","0.351091149246994","0.336924836114374","0.365257462379614"
"Satisfactory","1992","lower secondary degree","East Germany","576","0.388523016634393","0.363865111458172","0.413180921810614"
"Satisfactory","1992","secondary school degree","West Germany","438","0.286966469633448","0.26579729866287","0.308135640604026"
"Satisfactory","1992","secondary school degree","East Germany","380","0.213714020816774","0.195074617331696","0.232353424301853"
"Satisfactory","1992","college entrance qualification","West Germany","267","0.220688941433989","0.197808514764745","0.243569368103233"
"Satisfactory","1992","college entrance qualification","East Germany","103","0.227910170962742","0.190422252902629","0.265398089022855"
"Satisfactory","1992","Other degree","West Germany","263","0.261897620889821","0.234157489512064","0.289637752267578"
"Satisfactory","1992","Other degree","East Germany","19","","",""
"Satisfactory","1992","no degree/no degree yet","West Germany","203","0.209103291352987","0.180940729959225","0.23726585274675"
"Satisfactory","1992","no degree/no degree yet","East Germany","15","","",""
"Less good","1992","lower secondary degree","West Germany","583","0.155344082738599","0.144593244690476","0.166094920786723"
"Less good","1992","lower secondary degree","East Germany","209","0.160563116304789","0.141990432587392","0.179135800022185"
"Less good","1992","secondary school degree","West Germany","135","0.0955680997642182","0.0818093900499278","0.109326809478509"
"Less good","1992","secondary school degree","East Germany","89","0.0558158962809815","0.0453775300545998","0.0662542625073633"
"Less good","1992","college entrance qualification","West Germany","86","0.0792880848093121","0.0643812904917152","0.094194879126909"
"Less good","1992","college entrance qualification","East Germany","27","","",""
"Less good","1992","Other degree","West Germany","141","0.147336323433499","0.124973417870548","0.169699228996451"
"Less good","1992","Other degree","East Germany","4","","",""
"Less good","1992","no degree/no degree yet","West Germany","140","0.140692624323314","0.116613440178262","0.164771808468367"
"Less good","1992","no degree/no degree yet","East Germany","4","","",""
"Poor","1992","lower secondary degree","West Germany","212","0.0636536786877023","0.056407900153839","0.0708994572215657"
"Poor","1992","lower secondary degree","East Germany","80","0.0684017219795825","0.0556312896247278","0.0811721543344371"
"Poor","1992","secondary school degree","West Germany","41","0.0293128522130271","0.0214187639944157","0.0372069404316386"
"Poor","1992","secondary school degree","East Germany","22","","",""
"Poor","1992","college entrance qualification","West Germany","28","","",""
"Poor","1992","college entrance qualification","East Germany","7","","",""
"Poor","1992","Other degree","West Germany","56","0.0677543044714188","0.0518974122823645","0.083611196660473"
"Poor","1992","Other degree","East Germany","1","","",""
"Poor","1992","no degree/no degree yet","West Germany","48","0.064212433659748","0.0472366421305104","0.0811882251889857"
"Poor","1992","no degree/no degree yet","East Germany","","","",""
"Very good","1993","lower secondary degree","West Germany","","","",""
"Very good","1993","lower secondary degree","East Germany","","","",""
"Very good","1993","secondary school degree","West Germany","","","",""
"Very good","1993","secondary school degree","East Germany","","","",""
"Very good","1993","college entrance qualification","West Germany","","","",""
"Very good","1993","college entrance qualification","East Germany","","","",""
"Very good","1993","Other degree","West Germany","","","",""
"Very good","1993","Other degree","East Germany","","","",""
"Very good","1993","no degree/no degree yet","West Germany","","","",""
"Very good","1993","no degree/no degree yet","East Germany","","","",""
"Good","1993","lower secondary degree","West Germany","","","",""
"Good","1993","lower secondary degree","East Germany","","","",""
"Good","1993","secondary school degree","West Germany","","","",""
"Good","1993","secondary school degree","East Germany","","","",""
"Good","1993","college entrance qualification","West Germany","","","",""
"Good","1993","college entrance qualification","East Germany","","","",""
"Good","1993","Other degree","West Germany","","","",""
"Good","1993","Other degree","East Germany","","","",""
"Good","1993","no degree/no degree yet","West Germany","","","",""
"Good","1993","no degree/no degree yet","East Germany","","","",""
"Satisfactory","1993","lower secondary degree","West Germany","","","",""
"Satisfactory","1993","lower secondary degree","East Germany","","","",""
"Satisfactory","1993","secondary school degree","West Germany","","","",""
