"ple0008","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Good","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Good","1993","Baden-Württemberg","West Germany","","","","","2"
"Good","1993","Baden-Württemberg","East Germany","","","","","2"
"Good","1993","Bavaria","West Germany","","","","","2"
"Good","1993","Bavaria","East Germany","","","","","2"
"Good","1993","Berlin","West Germany","","","","","2"
"Good","1993","Berlin","East Germany","","","","","2"
"Good","1993","Brandenburg","West Germany","","","","","2"
"Less good","1993","Hamburg","West Germany","","","","","4"
"Less good","1993","Baden-Württemberg","East Germany","","","","","4"
"Less good","1993","North Rhine-Westphalia","West Germany","","","","","4"
"Less good","1993","Schleswig-Holstein","East Germany","","","","","4"
"Less good","1993","Schleswig-Holstein","West Germany","","","","","4"
"Less good","1993","Hamburg","East Germany","","","","","4"
"Less good","1993","Bremen","East Germany","","","","","4"
"Less good","1993","North Rhine-Westphalia","East Germany","","","","","4"
"Less good","1993","Hesse","West Germany","","","","","4"
"Less good","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Less good","1993","Baden-Württemberg","West Germany","","","","","4"
"Less good","1993","Bavaria","West Germany","","","","","4"
"Less good","1993","Lower Saxony","West Germany","","","","","4"
"Less good","1993","Lower Saxony","East Germany","","","","","4"
"Less good","1993","Bremen","West Germany","","","","","4"
"Less good","1993","Hesse","East Germany","","","","","4"
"Less good","1993","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Less good","1993","Brandenburg","East Germany","","","","","4"
"Less good","1993","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Less good","1993","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Less good","1993","Saxony","West Germany","","","","","4"
"Less good","1993","Thuringia","East Germany","","","","","4"
"Less good","1993","Saxony","East Germany","","","","","4"
"Less good","1993","Saxony-Anhalt","West Germany","","","","","4"
"Less good","1993","Saxony-Anhalt","East Germany","","","","","4"
"Less good","1993","Thuringia","West Germany","","","","","4"
"Less good","1993","Bavaria","East Germany","","","","","4"
"Less good","1993","Berlin","West Germany","","","","","4"
"Less good","1993","Berlin","East Germany","","","","","4"
"Less good","1993","Brandenburg","West Germany","","","","","4"
"Poor","1993","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Poor","1993","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Poor","1993","Saxony","West Germany","","","","","5"
"Poor","1993","Brandenburg","East Germany","","","","","5"
"Poor","1993","Saxony","East Germany","","","","","5"
"Poor","1993","Saxony-Anhalt","West Germany","","","","","5"
"Poor","1993","Saxony-Anhalt","East Germany","","","","","5"
"Poor","1993","Thuringia","West Germany","","","","","5"
"Poor","1993","Thuringia","East Germany","","","","","5"
"Poor","1993","Schleswig-Holstein","West Germany","","","","","5"
"Poor","1993","Schleswig-Holstein","East Germany","","","","","5"
"Poor","1993","Hamburg","West Germany","","","","","5"
"Poor","1993","Hamburg","East Germany","","","","","5"
"Poor","1993","Lower Saxony","West Germany","","","","","5"
"Poor","1993","Lower Saxony","East Germany","","","","","5"
"Poor","1993","Bremen","West Germany","","","","","5"
"Poor","1993","Bremen","East Germany","","","","","5"
"Poor","1993","North Rhine-Westphalia","West Germany","","","","","5"
"Poor","1993","North Rhine-Westphalia","East Germany","","","","","5"
"Poor","1993","Hesse","West Germany","","","","","5"
"Poor","1993","Hesse","East Germany","","","","","5"
"Poor","1993","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Poor","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Poor","1993","Baden-Württemberg","West Germany","","","","","5"
"Poor","1993","Baden-Württemberg","East Germany","","","","","5"
"Poor","1993","Bavaria","West Germany","","","","","5"
"Poor","1993","Bavaria","East Germany","","","","","5"
"Poor","1993","Berlin","West Germany","","","","","5"
"Poor","1993","Berlin","East Germany","","","","","5"
"Poor","1993","Brandenburg","West Germany","","","","","5"
"Satisfactory","1993","Brandenburg","East Germany","","","","","3"
"Satisfactory","1993","Schleswig-Holstein","East Germany","","","","","3"
"Satisfactory","1993","Hamburg","West Germany","","","","","3"
"Satisfactory","1993","Hamburg","East Germany","","","","","3"
"Satisfactory","1993","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Satisfactory","1993","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Satisfactory","1993","Saxony","West Germany","","","","","3"
"Satisfactory","1993","Saxony","East Germany","","","","","3"
"Satisfactory","1993","Thuringia","East Germany","","","","","3"
"Satisfactory","1993","Schleswig-Holstein","West Germany","","","","","3"
"Satisfactory","1993","Saxony-Anhalt","West Germany","","","","","3"
"Satisfactory","1993","Saxony-Anhalt","East Germany","","","","","3"
"Satisfactory","1993","Thuringia","West Germany","","","","","3"
"Satisfactory","1993","North Rhine-Westphalia","West Germany","","","","","3"
"Satisfactory","1993","North Rhine-Westphalia","East Germany","","","","","3"
"Satisfactory","1993","Hesse","West Germany","","","","","3"
"Satisfactory","1993","Hesse","East Germany","","","","","3"
"Satisfactory","1993","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Satisfactory","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Satisfactory","1993","Baden-Württemberg","West Germany","","","","","3"
"Satisfactory","1993","Baden-Württemberg","East Germany","","","","","3"
"Satisfactory","1993","Bavaria","West Germany","","","","","3"
"Satisfactory","1993","Bavaria","East Germany","","","","","3"
"Satisfactory","1993","Berlin","West Germany","","","","","3"
"Satisfactory","1993","Berlin","East Germany","","","","","3"
"Satisfactory","1993","Brandenburg","West Germany","","","","","3"
"Satisfactory","1993","Lower Saxony","West Germany","","","","","3"
"Satisfactory","1993","Lower Saxony","East Germany","","","","","3"
"Satisfactory","1993","Bremen","West Germany","","","","","3"
"Satisfactory","1993","Bremen","East Germany","","","","","3"
"Very good","1993","Schleswig-Holstein","West Germany","","","","","1"
"Very good","1993","Schleswig-Holstein","East Germany","","","","","1"
"Very good","1993","Hamburg","West Germany","","","","","1"
"Very good","1993","Hamburg","East Germany","","","","","1"
"Very good","1993","Lower Saxony","West Germany","","","","","1"
"Very good","1993","Lower Saxony","East Germany","","","","","1"
"Very good","1993","Bremen","West Germany","","","","","1"
"Very good","1993","Bremen","East Germany","","","","","1"
"Very good","1993","North Rhine-Westphalia","West Germany","","","","","1"
"Very good","1993","North Rhine-Westphalia","East Germany","","","","","1"
"Very good","1993","Hesse","West Germany","","","","","1"
"Very good","1993","Hesse","East Germany","","","","","1"
"Very good","1993","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Very good","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very good","1993","Baden-Württemberg","West Germany","","","","","1"
"Very good","1993","Baden-Württemberg","East Germany","","","","","1"
"Very good","1993","Bavaria","West Germany","","","","","1"
"Very good","1993","Bavaria","East Germany","","","","","1"
"Very good","1993","Berlin","West Germany","","","","","1"
"Very good","1993","Berlin","East Germany","","","","","1"
"Very good","1993","Brandenburg","West Germany","","","","","1"
"Very good","1993","Brandenburg","East Germany","","","","","1"
"Very good","1993","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very good","1993","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Very good","1993","Saxony","West Germany","","","","","1"
"Very good","1993","Saxony","East Germany","","","","","1"
"Very good","1993","Saxony-Anhalt","West Germany","","","","","1"
"Very good","1993","Saxony-Anhalt","East Germany","","","","","1"
"Very good","1993","Thuringia","West Germany","","","","","1"
"Very good","1993","Thuringia","East Germany","","","","","1"
"Good","1994","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Good","1994","Saxony","East Germany","472","0.383633101480963","0.355305972001943","0.411960230959984","2"
"Good","1994","Saxony-Anhalt","West Germany","","","","","2"
"Good","1994","Saxony-Anhalt","East Germany","305","0.39681315368953","0.360750527912928","0.432875779466132","2"
"Good","1994","Mecklenburg-Western Pomerania","East Germany","180","0.427395190285271","0.379684535569201","0.475105845001341","2"
"Good","1994","Saxony","West Germany","","","","","2"
"Good","1994","Thuringia","West Germany","","","","","2"
"Good","1994","Thuringia","East Germany","273","0.372414491771404","0.335670443086167","0.409158540456641","2"
"Good","1994","Brandenburg","East Germany","225","0.332903890920395","0.295476195719351","0.370331586121439","2"
"Good","1994","Schleswig-Holstein","East Germany","","","","","2"
"Good","1994","Hamburg","West Germany","61","0.419246764199008","0.338088154694805","0.50040537370321","2"
"Good","1994","Hamburg","East Germany","","","","","2"
"Good","1994","Lower Saxony","West Germany","377","0.381398817785587","0.350847248681954","0.41195038688922","2"
"Good","1994","Baden-Württemberg","East Germany","","","","","2"
"Good","1994","Bavaria","West Germany","638","0.366471559727901","0.342809998353409","0.390133121102394","2"
"Good","1994","Bavaria","East Germany","","","","","2"
"Good","1994","Berlin","West Germany","97","0.284889843599405","0.233295821862451","0.336483865336359","2"
"Good","1994","Schleswig-Holstein","West Germany","113","0.369903566569489","0.314146538497693","0.425660594641285","2"
"Good","1994","Lower Saxony","East Germany","","","","","2"
"Good","1994","Bremen","West Germany","33","0.363550059738933","0.263615127368744","0.463484992109123","2"
"Good","1994","Bremen","East Germany","","","","","2"
"Good","1994","North Rhine-Westphalia","West Germany","976","0.371405346576869","0.35231165273765","0.390499040416087","2"
"Good","1994","North Rhine-Westphalia","East Germany","","","","","2"
"Good","1994","Hesse","West Germany","407","0.411582378812637","0.379817013668638","0.443347743956635","2"
"Good","1994","Hesse","East Germany","","","","","2"
"Good","1994","Rhineland-Palatinate,Saarland","West Germany","263","0.372052135657946","0.334427945835268","0.409676325480623","2"
"Good","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Good","1994","Baden-Württemberg","West Germany","713","0.379237918260007","0.356427057561051","0.402048778958963","2"
"Good","1994","Berlin","East Germany","102","0.360163052970124","0.301924299058832","0.418401806881416","2"
"Good","1994","Brandenburg","West Germany","","","","","2"
"Less good","1994","North Rhine-Westphalia","East Germany","","","","","4"
"Less good","1994","Hesse","West Germany","127","0.161652177031065","0.137890038150493","0.185414315911637","4"
"Less good","1994","Hesse","East Germany","","","","","4"
"Less good","1994","Rhineland-Palatinate,Saarland","West Germany","102","0.183890869115968","0.153735985041991","0.214045753189945","4"
"Less good","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Less good","1994","Baden-Württemberg","West Germany","239","0.145019897783011","0.128465438267168","0.161574357298854","4"
"Less good","1994","Schleswig-Holstein","East Germany","","","","","4"
"Less good","1994","Hamburg","West Germany","25","","","","4"
"Less good","1994","Bremen","East Germany","","","","","4"
"Less good","1994","North Rhine-Westphalia","West Germany","382","0.174721228936583","0.159715616953997","0.189726840919168","4"
"Less good","1994","Baden-Württemberg","East Germany","","","","","4"
"Less good","1994","Bavaria","West Germany","198","0.136026607025231","0.119192025704825","0.152861188345637","4"
"Less good","1994","Schleswig-Holstein","West Germany","47","0.167653812388082","0.124510790506561","0.210796834269604","4"
"Less good","1994","Hamburg","East Germany","","","","","4"
"Less good","1994","Lower Saxony","West Germany","127","0.159109453392029","0.136102654141355","0.182116252642703","4"
"Less good","1994","Lower Saxony","East Germany","","","","","4"
"Less good","1994","Bremen","West Germany","9","","","","4"
"Less good","1994","Mecklenburg-Western Pomerania","East Germany","49","0.108900161735361","0.0788566628155574","0.138943660655165","4"
"Less good","1994","Saxony","West Germany","","","","","4"
"Less good","1994","Thuringia","East Germany","68","0.110651264548187","0.0868087802625986","0.134493748833775","4"
"Less good","1994","Brandenburg","East Germany","75","0.147184682088254","0.119046356667705","0.175323007508803","4"
"Less good","1994","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Less good","1994","Saxony","East Germany","123","0.122925927449418","0.103798138957959","0.142053715940878","4"
"Less good","1994","Saxony-Anhalt","West Germany","","","","","4"
"Less good","1994","Saxony-Anhalt","East Germany","95","0.134768917670237","0.109597984843284","0.15993985049719","4"
"Less good","1994","Thuringia","West Germany","","","","","4"
"Less good","1994","Bavaria","East Germany","","","","","4"
"Less good","1994","Berlin","West Germany","61","0.206280159886545","0.160027493555533","0.252532826217556","4"
"Less good","1994","Berlin","East Germany","41","0.165625423643541","0.120525908831832","0.210724938455251","4"
"Less good","1994","Brandenburg","West Germany","","","","","4"
"Poor","1994","Mecklenburg-Western Pomerania","East Germany","13","","","","5"
"Poor","1994","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Poor","1994","Saxony","West Germany","","","","","5"
"Poor","1994","Brandenburg","East Germany","18","","","","5"
"Poor","1994","Saxony","East Germany","39","0.043876381789665","0.0319448197389779","0.0558079438403521","5"
"Poor","1994","Saxony-Anhalt","West Germany","","","","","5"
"Poor","1994","Saxony-Anhalt","East Germany","21","","","","5"
"Poor","1994","Thuringia","West Germany","","","","","5"
"Poor","1994","Thuringia","East Germany","23","","","","5"
"Poor","1994","Schleswig-Holstein","West Germany","7","","","","5"
"Poor","1994","Schleswig-Holstein","East Germany","","","","","5"
"Poor","1994","Hamburg","West Germany","10","","","","5"
"Poor","1994","Hamburg","East Germany","","","","","5"
"Poor","1994","Lower Saxony","West Germany","44","0.0579082150190892","0.0432170859718563","0.0725993440663221","5"
"Poor","1994","Lower Saxony","East Germany","","","","","5"
"Poor","1994","Bremen","West Germany","9","","","","5"
"Poor","1994","Bremen","East Germany","","","","","5"
"Poor","1994","North Rhine-Westphalia","West Germany","86","0.040557504747426","0.0327623341100961","0.0483526753847559","5"
"Poor","1994","North Rhine-Westphalia","East Germany","","","","","5"
"Poor","1994","Hesse","West Germany","44","0.0553144715512463","0.0405592530331497","0.0700696900693429","5"
"Poor","1994","Hesse","East Germany","","","","","5"
"Poor","1994","Rhineland-Palatinate,Saarland","West Germany","25","","","","5"
"Poor","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Poor","1994","Baden-Württemberg","West Germany","60","0.0512676987274232","0.0408991741772921","0.0616362232775542","5"
"Poor","1994","Baden-Württemberg","East Germany","","","","","5"
"Poor","1994","Bavaria","West Germany","58","0.04059553677122","0.0309042774547818","0.0502867960876581","5"
"Poor","1994","Bavaria","East Germany","","","","","5"
"Poor","1994","Berlin","West Germany","15","","","","5"
"Poor","1994","Berlin","East Germany","6","","","","5"
"Poor","1994","Brandenburg","West Germany","","","","","5"
"Satisfactory","1994","Schleswig-Holstein","East Germany","","","","","3"
"Satisfactory","1994","Schleswig-Holstein","West Germany","85","0.32024898096555","0.266363637047156","0.374134324883944","3"
"Satisfactory","1994","Hamburg","East Germany","","","","","3"
"Satisfactory","1994","Hamburg","West Germany","35","0.221089579653865","0.152834997425097","0.289344161882634","3"
"Satisfactory","1994","Saxony","East Germany","403","0.38111560395621","0.352823971379872","0.409407236532548","3"
"Satisfactory","1994","Brandenburg","East Germany","234","0.409712708953112","0.370654630000675","0.44877078790555","3"
"Satisfactory","1994","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Satisfactory","1994","Mecklenburg-Western Pomerania","East Germany","137","0.334440388538198","0.288938868548624","0.379941908527771","3"
