"ple0008","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Good","1992","Not Employed","direct migration background","263","0.300196613156968","0.268534414828931","0.331858811485004","2"
"Good","1992","Not Employed","no migration background","937","0.260556872415834","0.245585444924389","0.275528299907279","2"
"Good","1992","Not Employed","indirect migration background","55","0.365130009126833","0.289576967056551","0.440683051197115","2"
"Good","1992","Employed","no migration background","3432","0.466819582417721","0.455205972599705","0.478433192235738","2"
"Good","1992","Employed","direct migration background","745","0.428491370573796","0.405372096508234","0.451610644639358","2"
"Good","1992","Employed","indirect migration background","112","0.433887565238815","0.372696534363801","0.495078596113829","2"
"Less good","1992","Not Employed","direct migration background","155","0.213041526568155","0.184756395761561","0.241326657374749","4"
"Less good","1992","Not Employed","no migration background","587","0.199008479730823","0.185390605879305","0.21262635358234","4"
"Less good","1992","Not Employed","indirect migration background","7","","","","4"
"Less good","1992","Employed","no migration background","473","0.0736449977059708","0.067564824448904","0.0797251709630376","4"
"Less good","1992","Employed","direct migration background","203","0.10432942514926","0.090048073342381","0.118610776956138","4"
"Less good","1992","Employed","indirect migration background","16","","","","4"
"Poor","1992","Not Employed","no migration background","283","0.100127583693484","0.0898893062477181","0.110365861139251","5"
"Poor","1992","Not Employed","direct migration background","62","0.0848234256108995","0.0655765383634776","0.104070312858321","5"
"Poor","1992","Not Employed","indirect migration background","3","","","","5"
"Poor","1992","Employed","no migration background","96","0.0165177556999119","0.0135507773045848","0.0194847340952389","5"
"Poor","1992","Employed","direct migration background","55","0.0279659352202157","0.0202631609107283","0.035668709529703","5"
"Poor","1992","Employed","indirect migration background","2","","","","5"
"Satisfactory","1992","Not Employed","direct migration background","223","0.293498230922859","0.262041794496413","0.324954667349306","3"
"Satisfactory","1992","Not Employed","no migration background","1162","0.366117240939826","0.349685858014848","0.382548623864804","3"
"Satisfactory","1992","Not Employed","indirect migration background","11","","","","3"
"Satisfactory","1992","Employed","no migration background","1847","0.273139452412442","0.262767193036254","0.28351171178863","3"
"Satisfactory","1992","Employed","indirect migration background","32","0.140194007599791","0.0973280253507993","0.183059989848783","3"
"Satisfactory","1992","Employed","direct migration background","470","0.270373144297663","0.249622865395162","0.291123423200164","3"
"Very good","1992","Not Employed","no migration background","333","0.0741898232200332","0.065250745775158","0.0831289006649085","1"
"Very good","1992","Not Employed","direct migration background","102","0.108440203741118","0.0869608825922593","0.129919524889977","1"
"Very good","1992","Not Employed","indirect migration background","80","0.395414999310306","0.318689266378073","0.472140732242539","1"
"Very good","1992","Employed","no migration background","1241","0.169878211763954","0.16113652280444","0.178619900723468","1"
"Very good","1992","Employed","direct migration background","287","0.168840124759066","0.151338761710182","0.186341487807949","1"
"Very good","1992","Employed","indirect migration background","90","0.336343808497451","0.278011237997542","0.394676378997361","1"
"Good","1993","Not Employed","indirect migration background","","","","","2"
"Good","1993","Not Employed","no migration background","","","","","2"
"Good","1993","Not Employed","direct migration background","","","","","2"
"Good","1993","Employed","no migration background","","","","","2"
"Good","1993","Employed","direct migration background","","","","","2"
"Good","1993","Employed","indirect migration background","","","","","2"
"Less good","1993","Not Employed","direct migration background","","","","","4"
"Less good","1993","Not Employed","no migration background","","","","","4"
"Less good","1993","Not Employed","indirect migration background","","","","","4"
"Less good","1993","Employed","no migration background","","","","","4"
"Less good","1993","Employed","indirect migration background","","","","","4"
"Less good","1993","Employed","direct migration background","","","","","4"
"Poor","1993","Not Employed","no migration background","","","","","5"
"Poor","1993","Not Employed","direct migration background","","","","","5"
"Poor","1993","Not Employed","indirect migration background","","","","","5"
"Poor","1993","Employed","no migration background","","","","","5"
"Poor","1993","Employed","direct migration background","","","","","5"
"Poor","1993","Employed","indirect migration background","","","","","5"
"Satisfactory","1993","Not Employed","direct migration background","","","","","3"
"Satisfactory","1993","Not Employed","no migration background","","","","","3"
"Satisfactory","1993","Not Employed","indirect migration background","","","","","3"
"Satisfactory","1993","Employed","no migration background","","","","","3"
"Satisfactory","1993","Employed","indirect migration background","","","","","3"
"Satisfactory","1993","Employed","direct migration background","","","","","3"
"Very good","1993","Not Employed","no migration background","","","","","1"
"Very good","1993","Not Employed","direct migration background","","","","","1"
"Very good","1993","Not Employed","indirect migration background","","","","","1"
"Very good","1993","Employed","no migration background","","","","","1"
"Very good","1993","Employed","direct migration background","","","","","1"
"Very good","1993","Employed","indirect migration background","","","","","1"
"Good","1994","Not Employed","no migration background","1072","0.267062450770732","0.252541424120214","0.28158347742125","2"
"Good","1994","Not Employed","direct migration background","275","0.282729075364943","0.25223939079312","0.313218759936765","2"
"Good","1994","Not Employed","indirect migration background","75","0.407139134542598","0.333501835217363","0.480776433867833","2"
"Good","1994","Employed","no migration background","3012","0.451874009445707","0.439768745351096","0.463979273540319","2"
"Good","1994","Employed","indirect migration background","134","0.374013714807137","0.321245426976097","0.426782002638176","2"
"Good","1994","Employed","direct migration background","667","0.427086535697274","0.402276292178352","0.451896779216195","2"
"Less good","1994","Not Employed","no migration background","677","0.21209885841545","0.198681641162634","0.225516075668266","4"
"Less good","1994","Not Employed","direct migration background","190","0.248306311973513","0.219055332491573","0.277557291455453","4"
"Less good","1994","Not Employed","indirect migration background","14","","","","4"
"Less good","1994","Employed","no migration background","657","0.111108342449191","0.103464299138711","0.118752385759672","4"
"Less good","1994","Employed","direct migration background","213","0.130024111609983","0.11315492555693","0.146893297663036","4"
"Less good","1994","Employed","indirect migration background","17","","","","4"
"Poor","1994","Not Employed","no migration background","272","0.0926250079861707","0.0831098730035256","0.102140142968816","5"
"Poor","1994","Not Employed","direct migration background","63","0.0788123734627302","0.0605693283138087","0.0970554186116517","5"
"Poor","1994","Not Employed","indirect migration background","4","","","","5"
"Poor","1994","Employed","no migration background","92","0.0162721490189075","0.0131947392393156","0.0193495587984994","5"
"Poor","1994","Employed","direct migration background","44","0.028685006211229","0.0203128737107533","0.0370571387117047","5"
"Poor","1994","Employed","indirect migration background","3","","","","5"
"Satisfactory","1994","Not Employed","no migration background","1327","0.379307696979242","0.363382257377265","0.395233136581219","3"
"Satisfactory","1994","Not Employed","direct migration background","236","0.318799455605216","0.287247784918173","0.35035112629226","3"
"Satisfactory","1994","Employed","no migration background","2023","0.318619760024803","0.307286456759343","0.329953063290263","3"
"Satisfactory","1994","Not Employed","indirect migration background","18","","","","3"
"Satisfactory","1994","Employed","direct migration background","420","0.29114816288423","0.26836241256552","0.313933913202939","3"
"Satisfactory","1994","Employed","indirect migration background","69","0.23438210538717","0.188184965031358","0.280579245742982","3"
"Very good","1994","Not Employed","no migration background","218","0.0489059858484051","0.041827340488535","0.0559846312082751","1"
"Very good","1994","Not Employed","direct migration background","74","0.0713527835935975","0.0539244075260781","0.0887811596611168","1"
"Very good","1994","Not Employed","indirect migration background","60","0.320835399085254","0.250870744145326","0.390800054025183","1"
"Very good","1994","Employed","no migration background","709","0.102125739061391","0.0947602641118536","0.109491214010929","1"
"Very good","1994","Employed","direct migration background","183","0.123056183597285","0.106579637470356","0.139532729724214","1"
"Very good","1994","Employed","indirect migration background","100","0.30360832783092","0.253463002383445","0.353753653278395","1"
"Good","1995","Not Employed","direct migration background","370","0.319721041750893","0.292198441426497","0.34724364207529","2"
"Good","1995","Not Employed","no migration background","1030","0.255127433176266","0.240777180735426","0.269477685617106","2"
"Good","1995","Employed","no migration background","3076","0.470323092570438","0.458159362991891","0.482486822148986","2"
"Good","1995","Not Employed","indirect migration background","79","0.487500820191296","0.412583143891151","0.562418496491442","2"
"Good","1995","Employed","direct migration background","772","0.443044213600702","0.4194378099585","0.466650617242904","2"
"Good","1995","Employed","indirect migration background","156","0.423803401547582","0.371354250180829","0.476252552914335","2"
"Less good","1995","Not Employed","no migration background","689","0.221259845980265","0.207595540628598","0.234924151331931","4"
"Less good","1995","Not Employed","direct migration background","229","0.204727890829968","0.180915296317542","0.228540485342395","4"
"Less good","1995","Employed","no migration background","647","0.106263243002453","0.0987529059459295","0.113773580058976","4"
"Less good","1995","Not Employed","indirect migration background","15","","","","4"
"Less good","1995","Employed","direct migration background","199","0.109999998844094","0.0951308099682253","0.124869187719963","4"
"Less good","1995","Employed","indirect migration background","24","","","","4"
"Poor","1995","Not Employed","no migration background","258","0.086549040515482","0.0772932457059105","0.0958048353250535","5"
"Poor","1995","Not Employed","direct migration background","83","0.0851653510024535","0.0686927147823533","0.101637987222554","5"
"Poor","1995","Not Employed","indirect migration background","2","","","","5"
"Poor","1995","Employed","no migration background","89","0.0154472572271088","0.0124418158043064","0.0184526986499113","5"
"Poor","1995","Employed","direct migration background","47","0.0201014865989271","0.0134318745666999","0.0267710986311543","5"
"Poor","1995","Employed","indirect migration background","6","","","","5"
"Satisfactory","1995","Not Employed","direct migration background","333","0.312339160837176","0.284988948598981","0.33968937307537","3"
"Satisfactory","1995","Not Employed","no migration background","1329","0.383127160357447","0.367123870693159","0.399130450021734","3"
"Satisfactory","1995","Not Employed","indirect migration background","17","","","","3"
"Satisfactory","1995","Employed","no migration background","2046","0.32510407091768","0.313688629924055","0.336519511911305","3"
"Satisfactory","1995","Employed","direct migration background","455","0.272535987711516","0.251376087270573","0.293695888152459","3"
"Satisfactory","1995","Employed","indirect migration background","66","0.230476309382608","0.185777593754045","0.275175025011172","3"
"Very good","1995","Not Employed","no migration background","239","0.0539365199705403","0.0465004824693068","0.0613725574717738","1"
