"ple0008","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Less good","1994","Rural Area","Female","312","0.168399234259476","0.152877822296154","0.183920646222798","4"
"Less good","1994","Urban Area","Male","509","0.137705775113663","0.127217963225867","0.14819358700146","4"
"Less good","1994","Urban Area","Female","749","0.182949109304404","0.171602388592545","0.194295830016263","4"
"Less good","1994","Rural Area","Male","198","0.106744721787889","0.093468138636983","0.120021304938796","4"
"Poor","1994","Urban Area","Male","140","0.0395717061918215","0.0336382746749179","0.0455051377087251","5"
"Poor","1994","Urban Area","Female","180","0.0536723089240314","0.0470581203128088","0.0602864975352541","5"
"Poor","1994","Rural Area","Male","64","0.0328346143261125","0.0251726230772571","0.0404966055749678","5"
"Poor","1994","Rural Area","Female","94","0.061261537924187","0.0513150448813818","0.0712080309669922","5"
"Satisfactory","1994","Urban Area","Male","1226","0.311066784182404","0.29697725583697","0.325156312527837","3"
"Satisfactory","1994","Rural Area","Female","766","0.352079426471699","0.33226940534362","0.371889447599778","3"
"Satisfactory","1994","Urban Area","Female","1421","0.344239543235566","0.33029566272979","0.358183423741343","3"
"Satisfactory","1994","Rural Area","Male","680","0.352835144456025","0.332289550529677","0.373380738382373","3"
"Very good","1994","Urban Area","Male","485","0.0964842088497729","0.0874979884301014","0.105470429269444","1"
"Very good","1994","Urban Area","Female","428","0.0767307846823622","0.0689193706247603","0.0845421987399642","1"
"Very good","1994","Rural Area","Female","190","0.0724067830863192","0.0616576822240073","0.083155883948631","1"
"Very good","1994","Rural Area","Male","241","0.10893014454425","0.0955347584636583","0.122325530624842","1"
"Good","1995","Rural Area","Female","913","0.364573556545156","0.344924674265127","0.384222438825184","2"
"Good","1995","Urban Area","Male","1834","0.414853662516898","0.400046218154612","0.429661106879183","2"
"Good","1995","Urban Area","Female","1798","0.353424549436524","0.339623799109128","0.367225299763919","2"
"Good","1995","Rural Area","Male","938","0.403157039345534","0.382480045054565","0.423834033636503","2"
"Less good","1995","Urban Area","Male","505","0.129534826950255","0.119443009773997","0.139626644126512","4"
"Less good","1995","Urban Area","Female","730","0.174807624129207","0.163842778406696","0.185772469851718","4"
"Less good","1995","Rural Area","Male","232","0.120903754693496","0.107161488622622","0.134646020764369","4"
"Less good","1995","Rural Area","Female","336","0.180049399476387","0.164363757108253","0.195735041844522","4"
"Poor","1995","Urban Area","Female","209","0.0584694037327123","0.0516956985869954","0.0652431088784292","5"
"Poor","1995","Urban Area","Male","135","0.036755653285259","0.0311006780526155","0.0424106285179025","5"
"Poor","1995","Rural Area","Male","56","0.031147089068363","0.0238246139804836","0.0384695641562423","5"
"Poor","1995","Rural Area","Female","85","0.0453816646547092","0.0368846234730791","0.0538787058363393","5"
"Satisfactory","1995","Urban Area","Male","1281","0.324261409054145","0.31019324599643","0.33832957211186","3"
"Satisfactory","1995","Rural Area","Female","779","0.340723329267671","0.321374824203277","0.360071834332066","3"
"Satisfactory","1995","Urban Area","Female","1471","0.344898347854422","0.331175487582623","0.358621208126222","3"
"Satisfactory","1995","Rural Area","Male","715","0.349502404208873","0.329403694486957","0.369601113930789","3"
"Very good","1995","Urban Area","Male","498","0.094594448193444","0.0857990642917866","0.103389832095101","1"
"Very good","1995","Urban Area","Female","401","0.0684000748471347","0.0611124208017631","0.0756877288925062","1"
"Very good","1995","Rural Area","Female","192","0.0692720500560764","0.0589062453014808","0.079637854810672","1"
"Very good","1995","Rural Area","Male","221","0.0952897126837347","0.0829132077508771","0.107666217616592","1"
"Good","1996","Rural Area","Female","866","0.345716692587789","0.326186149222292","0.365247235953286","2"
"Good","1996","Rural Area","Male","942","0.420271193089391","0.399397071707866","0.441145314470916","2"
"Good","1996","Urban Area","Female","1716","0.342285640687915","0.328448828451299","0.35612245292453","2"
"Good","1996","Urban Area","Male","1736","0.400907672117431","0.386002527706482","0.415812816528379","2"
"Less good","1996","Rural Area","Male","204","0.110211949193195","0.0969688821166713","0.123455016269718","4"
"Less good","1996","Rural Area","Female","333","0.169621714638831","0.154210035897169","0.185033393380492","4"
"Less good","1996","Urban Area","Male","482","0.124029258925154","0.114004498558457","0.134054019291851","4"
"Less good","1996","Urban Area","Female","689","0.174181422569007","0.163121138368792","0.185241706769223","4"
"Poor","1996","Urban Area","Female","180","0.050119726062763","0.0437567275099457","0.0564827246155804","5"
"Poor","1996","Urban Area","Male","140","0.0417409556888514","0.035658348329051","0.0478235630486517","5"
"Poor","1996","Rural Area","Male","67","0.0350889333198481","0.0273074985843404","0.0428703680553558","5"
"Poor","1996","Rural Area","Female","78","0.0466629297082494","0.0380016817357143","0.0553241776807845","5"
"Satisfactory","1996","Rural Area","Female","810","0.359995072220833","0.34028395829446","0.379706186147206","3"
"Satisfactory","1996","Rural Area","Male","739","0.356329286007209","0.336076322216599","0.376582249797819","3"
"Satisfactory","1996","Urban Area","Male","1327","0.342844026815382","0.32840793455223","0.357280119078534","3"
"Satisfactory","1996","Urban Area","Female","1495","0.35200596763458","0.338078134274788","0.365933800994373","3"
"Very good","1996","Urban Area","Male","468","0.0904780864531819","0.0817534887085334","0.0992026841978303","1"
"Very good","1996","Rural Area","Female","191","0.0780035908442984","0.0669909077039898","0.089016273984607","1"
"Very good","1996","Urban Area","Female","437","0.0814072430457348","0.0734325114014718","0.0893819746899978","1"
"Very good","1996","Rural Area","Male","196","0.0780986383903573","0.0667512763375181","0.0894460004431965","1"
"Good","1997","Rural Area","Female","874","0.339708097661224","0.320112541235522","0.359303654086926","2"
"Good","1997","Rural Area","Male","929","0.397591837883649","0.376734587291521","0.418449088475777","2"
"Good","1997","Urban Area","Male","1853","0.416603571684427","0.401535248876834","0.43167189449202","2"
"Good","1997","Urban Area","Female","1799","0.354877560648173","0.340778152727581","0.368976968568764","2"
"Less good","1997","Rural Area","Female","301","0.160673133600979","0.145479072831434","0.175867194370525","4"
"Less good","1997","Urban Area","Male","458","0.118712021615091","0.108825857596119","0.128598185634063","4"
"Less good","1997","Urban Area","Female","644","0.170341719501031","0.159263992164858","0.181419446837204","4"
"Less good","1997","Rural Area","Male","210","0.115476205708108","0.101855678502093","0.129096732914122","4"
"Poor","1997","Urban Area","Male","126","0.0417076967880369","0.0355971701480819","0.0478182234279918","5"
"Poor","1997","Urban Area","Female","187","0.0489382001784714","0.0425809559305435","0.0552954444263994","5"
"Poor","1997","Rural Area","Male","66","0.0302237326372973","0.0229274318315227","0.0375200334430718","5"
"Poor","1997","Rural Area","Female","81","0.048406609084487","0.0395265735469637","0.0572866446220103","5"
"Satisfactory","1997","Rural Area","Female","817","0.379191185976842","0.359116686818124","0.399265685135561","3"
"Satisfactory","1997","Rural Area","Male","709","0.366132947811046","0.34560188647962","0.386664009142473","3"
"Satisfactory","1997","Urban Area","Male","1220","0.329051105854681","0.314689667576229","0.343412544133133","3"
"Satisfactory","1997","Urban Area","Female","1442","0.34859370793541","0.334551794919901","0.362635620950919","3"
"Very good","1997","Urban Area","Male","455","0.093925604057764","0.085009082467158","0.10284212564837","1"
"Very good","1997","Rural Area","Male","201","0.0905752759598991","0.0783437366163078","0.10280681530349","1"
"Very good","1997","Rural Area","Female","171","0.0720209736764674","0.0613246326896089","0.082717314663326","1"
"Very good","1997","Urban Area","Female","352","0.0772488117369147","0.0693814568286949","0.0851161666451345","1"
"Good","1998","Rural Area","Male","1039","0.406870132744942","0.387129836216581","0.426610429273303","2"
"Good","1998","Rural Area","Female","1040","0.371744334377668","0.352785301200832","0.390703367554503","2"
"Good","1998","Urban Area","Female","1990","0.367213750773067","0.353708455219379","0.380719046326756","2"
"Good","1998","Urban Area","Male","2049","0.430330536111426","0.415905949731993","0.444755122490859","2"
"Less good","1998","Rural Area","Female","314","0.155178780386457","0.140974331954378","0.169383228818535","4"
"Less good","1998","Urban Area","Female","686","0.152973690562521","0.142888759571718","0.163058621553323","4"
"Less good","1998","Rural Area","Male","261","0.12116775295983","0.108054894028325","0.134280611891335","4"
"Less good","1998","Urban Area","Male","490","0.121267726456539","0.111757481078026","0.130777971835051","4"
"Poor","1998","Urban Area","Male","143","0.0376976886418543","0.0321488264095887","0.0432465508741199","5"
"Poor","1998","Urban Area","Female","215","0.0555782762769903","0.0491595090093445","0.0619970435446362","5"
"Poor","1998","Rural Area","Male","66","0.0279391092013036","0.0213168849592393","0.0345613334433679","5"
"Poor","1998","Rural Area","Female","101","0.0515203595089684","0.0428481602206365","0.0601925587973003","5"
"Satisfactory","1998","Rural Area","Female","833","0.335559153795561","0.31703499449458","0.354083313096542","3"
"Satisfactory","1998","Rural Area","Male","759","0.340220628563668","0.321182223717724","0.359259033409611","3"
"Satisfactory","1998","Urban Area","Female","1529","0.334213158959862","0.32099729727236","0.347429020647365","3"
"Satisfactory","1998","Urban Area","Male","1300","0.299185126956579","0.285844922944054","0.312525330969104","3"
"Very good","1998","Rural Area","Male","254","0.103802376530257","0.0915461603589039","0.116058592701609","1"
"Very good","1998","Rural Area","Female","208","0.085997371931346","0.0749986527834527","0.0969960910792393","1"
"Very good","1998","Urban Area","Male","544","0.111518921833602","0.10234850263131","0.120689341035893","1"
"Very good","1998","Urban Area","Female","474","0.0900211234275595","0.082002423195226","0.0980398236598931","1"
"Good","1999","Rural Area","Male","995","0.416662506423273","0.396457119780146","0.436867893066401","2"
"Good","1999","Rural Area","Female","978","0.377068702716857","0.357818782793473","0.396318622640242","2"
"Good","1999","Urban Area","Female","1842","0.350449928592252","0.336770451205118","0.364129405979385","2"
"Good","1999","Urban Area","Male","1901","0.416936978466807","0.402273191820123","0.431600765113491","2"
"Less good","1999","Rural Area","Female","319","0.143715225158169","0.129781760860566","0.157648689455771","4"
"Less good","1999","Rural Area","Male","244","0.115280699538145","0.102192013173316","0.128369385902975","4"
"Less good","1999","Urban Area","Male","473","0.122194817967714","0.11245437650105","0.131935259434378","4"
"Less good","1999","Urban Area","Female","697","0.176688376638703","0.165752935326542","0.187623817950864","4"
"Poor","1999","Urban Area","Male","147","0.0400472219401","0.0342159363927962","0.0458785074874037","5"
"Poor","1999","Urban Area","Female","190","0.0484315533609448","0.0422764632399466","0.0545866434819429","5"
"Poor","1999","Rural Area","Male","69","0.0325541363353569","0.0252808374644958","0.039827435206218","5"
"Poor","1999","Rural Area","Female","98","0.0608978592143854","0.0513993371379357","0.0703963812908351","5"
"Satisfactory","1999","Rural Area","Female","854","0.344679024563251","0.325802020453558","0.363556028672943","3"
"Satisfactory","1999","Rural Area","Male","788","0.358791970654161","0.339134128546603","0.37844981276172","3"
"Satisfactory","1999","Urban Area","Female","1498","0.332239556323842","0.318734816735761","0.345744295911924","3"
"Satisfactory","1999","Urban Area","Male","1338","0.31975461459036","0.305884042020183","0.333625187160537","3"
"Very good","1999","Urban Area","Male","484","0.101066367035019","0.0921019857869199","0.110030748283118","1"
"Very good","1999","Urban Area","Female","446","0.0921905850842581","0.0838960733215086","0.100485096847008","1"
"Very good","1999","Rural Area","Male","191","0.076710687049063","0.0658035228974096","0.0876178512007165","1"
"Very good","1999","Rural Area","Female","186","0.073639188347338","0.0632652612406414","0.0840131154540347","1"
"Good","2000","Rural Area","Female","1657","0.355037260876652","0.340701178550886","0.369373343202417","2"
"Good","2000","Urban Area","Female","3228","0.35681385053379","0.346515719946832","0.367111981120748","2"
"Good","2000","Rural Area","Male","1709","0.402203196663084","0.387039791886031","0.417366601440136","2"
"Good","2000","Urban Area","Male","3208","0.407087389754224","0.396052898735116","0.418121880773333","2"
"Less good","2000","Rural Area","Female","586","0.149867420176637","0.139173839451279","0.160561000901994","4"
"Less good","2000","Rural Area","Male","448","0.119328052959951","0.109303257192052","0.129352848727849","4"
"Less good","2000","Urban Area","Male","846","0.114274224160508","0.107128653476702","0.121419794844313","4"
"Less good","2000","Urban Area","Female","1138","0.147862438910943","0.140231939065662","0.155492938756223","4"
"Poor","2000","Urban Area","Male","233","0.034567605853245","0.0304645377885434","0.0386706739179467","5"
"Poor","2000","Urban Area","Female","340","0.0487244899360777","0.0440964615968173","0.053352518275338","5"
"Poor","2000","Rural Area","Male","135","0.0349148872464961","0.0292383262970514","0.0405914481959408","5"
"Poor","2000","Rural Area","Female","153","0.0437945963635869","0.0376638680958963","0.0499253246312775","5"
"Satisfactory","2000","Rural Area","Female","1480","0.358423798119908","0.344057371847579","0.372790224392237","3"
"Satisfactory","2000","Rural Area","Male","1305","0.336142685065441","0.321534496032272","0.350750874098609","3"
"Satisfactory","2000","Urban Area","Female","2698","0.342201066004847","0.332002092525233","0.352400039484461","3"
"Satisfactory","2000","Urban Area","Male","2367","0.319201609618479","0.30873141067736","0.329671808559598","3"
"Very good","2000","Urban Area","Male","961","0.124869170613544","0.117444499127049","0.132293842100039","1"
"Very good","2000","Rural Area","Female","404","0.0928769244632165","0.084181050696089","0.101572798230344","1"
"Very good","2000","Urban Area","Female","909","0.104398154614343","0.0978250112951114","0.110971297933574","1"
"Very good","2000","Rural Area","Male","420","0.107411178065029","0.0978359828491875","0.11698637328087","1"
"Good","2001","Urban Area","Female","2998","0.366183637108424","0.355353963972099","0.377013310244749","2"
"Good","2001","Rural Area","Male","1507","0.385061471145874","0.369285892956098","0.400837049335651","2"
"Good","2001","Rural Area","Female","1460","0.343457476112709","0.328492612070007","0.358422340155411","2"
"Good","2001","Urban Area","Male","2875","0.401399149519194","0.389839085165218","0.41295921387317","2"
"Less good","2001","Rural Area","Male","442","0.136399779359294","0.125273047900187","0.147526510818401","4"
"Less good","2001","Rural Area","Female","527","0.15216577539774","0.140846494904972","0.163485055890508","4"
"Less good","2001","Urban Area","Female","1057","0.153131138273127","0.14503600512975","0.161226271416504","4"
"Less good","2001","Urban Area","Male","760","0.114576458704986","0.107064960066201","0.122087957343771","4"
"Poor","2001","Urban Area","Female","291","0.0486761383434505","0.043838800590183","0.053513476096718","5"
"Poor","2001","Urban Area","Male","242","0.0375367796298079","0.0330542420464245","0.0420193172131913","5"
"Poor","2001","Rural Area","Male","109","0.0279281740686723","0.022586531187094","0.0332698169502506","5"
"Poor","2001","Rural Area","Female","154","0.048806017438529","0.0420159186820512","0.0555961161950068","5"
"Satisfactory","2001","Rural Area","Male","1209","0.339180684433057","0.323832347625927","0.354529021240186","3"
"Satisfactory","2001","Rural Area","Female","1358","0.362046508301175","0.346901080347758","0.377191936254592","3"
"Satisfactory","2001","Urban Area","Female","2458","0.334467907928634","0.323862048020185","0.345073767837084","3"
"Satisfactory","2001","Urban Area","Male","2155","0.318861570223079","0.307870951419334","0.329852189026824","3"
"Very good","2001","Urban Area","Male","875","0.127626041922933","0.119756954691201","0.135495129154665","1"
"Very good","2001","Rural Area","Female","369","0.0935242227498469","0.0843484000390335","0.10270004546066","1"
"Very good","2001","Urban Area","Female","798","0.0975411783463645","0.0908717001890187","0.10421065650371","1"
"Very good","2001","Rural Area","Male","388","0.111429890993103","0.101228694731454","0.121631087254751","1"
"Good","2002","Rural Area","Male","1565","0.389030633240462","0.373376526756603","0.404684739724321","2"
"Good","2002","Rural Area","Female","1539","0.353229271480265","0.338285667946369","0.368172875014162","2"
"Good","2002","Urban Area","Male","3212","0.410195679779191","0.399014533523307","0.421376826035075","2"
"Good","2002","Urban Area","Female","3194","0.358813163398101","0.348318897764548","0.369307429031654","2"
"Less good","2002","Rural Area","Female","548","0.156653940908265","0.145290093638864","0.168017788177666","4"
"Less good","2002","Rural Area","Male","431","0.128285007698643","0.117547539868128","0.139022475529158","4"
"Less good","2002","Urban Area","Female","1126","0.158290496791503","0.150304408508871","0.166276585074136","4"
"Less good","2002","Urban Area","Male","811","0.120293238629038","0.112898439415817","0.127688037842259","4"
"Poor","2002","Urban Area","Female","295","0.0489780181803085","0.0442560674400773","0.0536999689205397","5"
"Poor","2002","Urban Area","Male","225","0.036979365376351","0.0326895921344101","0.0412691386182918","5"
"Poor","2002","Rural Area","Male","129","0.0373887035038022","0.0312972301950681","0.0434801768125363","5"
"Poor","2002","Rural Area","Female","130","0.0411458500097851","0.0349358570008332","0.0473558430187371","5"
"Satisfactory","2002","Rural Area","Male","1240","0.349333670621643","0.334025402644696","0.364641938598589","3"
"Satisfactory","2002","Rural Area","Female","1372","0.361189587160598","0.346171818158484","0.376207356162712","3"
"Satisfactory","2002","Urban Area","Female","2611","0.35169312650007","0.341245976657245","0.362140276342895","3"
"Satisfactory","2002","Urban Area","Male","2334","0.327431399974483","0.316763835682255","0.33809896426671","3"
"Very good","2002","Urban Area","Male","852","0.105100316240937","0.0981288199387816","0.112071812543091","1"
"Very good","2002","Rural Area","Male","361","0.09596198493545","0.0865046314129076","0.105419338457992","1"
"Very good","2002","Rural Area","Female","341","0.0877813504410863","0.0789342202521039","0.0966284806300687","1"
"Very good","2002","Urban Area","Female","799","0.0822251951300169","0.0762148959276162","0.0882354943324177","1"
"Good","2003","Urban Area","Male","3128","0.423213108565042","0.411765884822869","0.434660332307214","2"
"Good","2003","Urban Area","Female","3138","0.365807779305713","0.355094010969582","0.376521547641844","2"
"Good","2003","Rural Area","Male","1480","0.386461935947954","0.370450709285415","0.402473162610494","2"
"Good","2003","Rural Area","Female","1561","0.386680066593587","0.371165680992409","0.402194452194765","2"
"Less good","2003","Urban Area","Female","1112","0.165810628443588","0.157537993951456","0.174083262935721","4"
"Less good","2003","Rural Area","Male","382","0.115660193210345","0.105144158009291","0.1261762284114","4"
"Less good","2003","Rural Area","Female","533","0.155442719366234","0.143899820332946","0.166985618399522","4"
"Less good","2003","Urban Area","Male","830","0.12150641477338","0.113936659735885","0.129076169810875","4"
"Poor","2003","Urban Area","Female","296","0.0510376432420869","0.0461423904228217","0.0559328960613521","5"
"Poor","2003","Urban Area","Male","218","0.0371719630469634","0.0327887251981735","0.0415552008957534","5"
"Poor","2003","Rural Area","Male","129","0.0378223339236489","0.031549666158653","0.0440950016886448","5"
"Poor","2003","Rural Area","Female","146","0.0501774456606227","0.0432225492983728","0.0571323420228725","5"
"Satisfactory","2003","Urban Area","Female","2460","0.333926624412951","0.323436228271318","0.344417020554583","3"
"Satisfactory","2003","Rural Area","Male","1227","0.365316383857289","0.349483365837232","0.381149401877347","3"
"Satisfactory","2003","Urban Area","Male","2112","0.307511606390964","0.296819828444494","0.318203384337434","3"
"Satisfactory","2003","Rural Area","Female","1249","0.33975419489996","0.324665544776823","0.354842845023096","3"
"Very good","2003","Urban Area","Male","868","0.110596907223651","0.103330265738421","0.11786354870888","1"
"Very good","2003","Rural Area","Male","335","0.094739153060762","0.0851096892600827","0.104368616861441","1"
"Very good","2003","Rural Area","Female","296","0.0679455734795964","0.0599284906599255","0.0759626562992674","1"
"Very good","2003","Urban Area","Female","758","0.0834173245956613","0.0772666991842878","0.0895679500070349","1"
"Good","2004","Urban Area","Female","3064","0.353530105657613","0.342760093529256","0.36430011778597","2"
"Good","2004","Rural Area","Male","1459","0.389395081702112","0.373178060693016","0.405612102711207","2"
"Good","2004","Rural Area","Female","1484","0.367195657218141","0.351682393764943","0.382708920671338","2"
"Good","2004","Urban Area","Male","2979","0.399797133290038","0.38827306191692","0.411321204663156","2"
"Less good","2004","Rural Area","Male","399","0.132255830283476","0.120989072321255","0.143522588245697","4"
"Less good","2004","Rural Area","Female","528","0.159129008173556","0.147356770067692","0.170901246279419","4"
"Less good","2004","Urban Area","Female","1143","0.183012006542197","0.17430083699066","0.191723176093734","4"
"Less good","2004","Urban Area","Male","788","0.130042934109914","0.122130149236619","0.137955718983209","4"
"Poor","2004","Urban Area","Male","251","0.047404285243075","0.0424050890386023","0.0524034814475478","5"
"Poor","2004","Urban Area","Female","318","0.0565829984111225","0.0513779632637432","0.0617880335585018","5"
"Poor","2004","Rural Area","Male","124","0.0372875881668473","0.030986346566754","0.0435888297669406","5"
"Poor","2004","Rural Area","Female","133","0.0422863653899236","0.0358099053745747","0.0487628254052724","5"
"Satisfactory","2004","Urban Area","Female","2308","0.317530113730622","0.30704282935971","0.328017398101534","3"
"Satisfactory","2004","Rural Area","Male","1157","0.338302394443567","0.32256698613138","0.354037802755754","3"
"Satisfactory","2004","Urban Area","Male","2088","0.309186425504667","0.298313968235702","0.320058882773633","3"
"Satisfactory","2004","Rural Area","Female","1261","0.352726001685847","0.337348616512092","0.368103386859602","3"
"Very good","2004","Urban Area","Male","835","0.113569221852305","0.106104909453271","0.12103353425134","1"
"Very good","2004","Urban Area","Female","736","0.0893447756584463","0.0829187802417388","0.0957707710751537","1"
"Very good","2004","Rural Area","Male","334","0.102759105403998","0.0926605236291731","0.112857687178823","1"
"Very good","2004","Rural Area","Female","303","0.0786629675325334","0.0699990541619555","0.0873268809031112","1"
"Good","2005","Rural Area","Female","1418","0.377586978479497","0.361660053428139","0.393513903530855","2"
"Good","2005","Urban Area","Male","2733","0.389704611346412","0.377958575565893","0.40145064712693","2"
"Good","2005","Urban Area","Female","2891","0.356825368722639","0.345813191289738","0.36783754615554","2"
"Good","2005","Rural Area","Male","1293","0.378696657112332","0.36212439739864","0.395268916826023","2"
"Less good","2005","Urban Area","Male","824","0.141890031188385","0.13348574334232","0.150294319034451","4"
"Less good","2005","Urban Area","Female","1100","0.173676873397459","0.164968704664458","0.18238504213046","4"
"Less good","2005","Rural Area","Male","425","0.142160642042289","0.130229642694973","0.154091641389604","4"
"Less good","2005","Rural Area","Female","522","0.16075364762544","0.148686371615618","0.172820923635262","4"
"Poor","2005","Urban Area","Male","238","0.0449523563199646","0.0399618770912726","0.0499428355486566","5"
"Poor","2005","Urban Area","Female","292","0.0511468968905609","0.0460829397456008","0.0562108540355211","5"
"Poor","2005","Rural Area","Male","124","0.0388538626831858","0.0322515519108682","0.0454561734555035","5"
"Poor","2005","Rural Area","Female","137","0.0422534673977279","0.0356443941054003","0.0488625406900555","5"
"Satisfactory","2005","Urban Area","Male","2155","0.326522889611296","0.315228266636565","0.337817512586028","3"
"Satisfactory","2005","Urban Area","Female","2323","0.339648081589634","0.328761709090591","0.350534454088677","3"
"Satisfactory","2005","Rural Area","Male","1134","0.346025682263529","0.329773238820426","0.362278125706633","3"
"Satisfactory","2005","Rural Area","Female","1181","0.329969212614022","0.314521357534382","0.345417067693663","3"
"Very good","2005","Urban Area","Male","672","0.096930111533942","0.0898041489144915","0.104056074153392","1"
"Very good","2005","Urban Area","Female","664","0.0787027793997076","0.0725129910252841","0.084892567774131","1"
"Very good","2005","Rural Area","Male","315","0.0942631558986644","0.0842802689028546","0.104246042894474","1"
"Very good","2005","Rural Area","Female","301","0.0894366938833125","0.0800611377593714","0.0988122500072536","1"
"Good","2006","Urban Area","Male","2937","0.402070439054684","0.390545515300585","0.413595362808782","2"
"Good","2006","Urban Area","Female","3002","0.350477206392737","0.339805770871917","0.361148641913557","2"
"Good","2006","Rural Area","Male","1447","0.392104682219283","0.376037751903003","0.408171612535563","2"
"Good","2006","Rural Area","Female","1478","0.35506706028089","0.339982604790644","0.370151515771136","2"
"Less good","2006","Urban Area","Female","1158","0.169272120979421","0.160884904202948","0.177659337755894","4"
"Less good","2006","Rural Area","Male","440","0.133167495244406","0.121986403616404","0.144348586872408","4"
"Less good","2006","Rural Area","Female","559","0.159126348860975","0.147595704240111","0.170656993481839","4"
"Less good","2006","Urban Area","Male","816","0.120776977519167","0.113117421784666","0.128436533253669","4"
"Poor","2006","Urban Area","Male","257","0.0444693678276461","0.0396241337707844","0.0493146018845079","5"
"Poor","2006","Urban Area","Female","326","0.0516734416658009","0.0467222651693725","0.0566246181622293","5"
"Poor","2006","Rural Area","Male","145","0.049257386545299","0.0421356704019748","0.0563791026886231","5"
"Poor","2006","Rural Area","Female","183","0.054969862568838","0.0477852670835421","0.0621544580541338","5"
"Satisfactory","2006","Urban Area","Male","2238","0.331568564518912","0.320502910588537","0.342634218449287","3"
"Satisfactory","2006","Urban Area","Female","2529","0.343985466562849","0.33336062323703","0.354610309888668","3"
"Satisfactory","2006","Rural Area","Male","1204","0.335816293339857","0.320274093549046","0.351358493130668","3"
"Satisfactory","2006","Rural Area","Female","1329","0.343978572817059","0.329004433354542","0.358952712279575","3"
"Very good","2006","Urban Area","Male","705","0.101114651079591","0.0940283243738735","0.108200977785309","1"
"Very good","2006","Urban Area","Female","664","0.0845917643991924","0.0783677984697601","0.0908157303286247","1"
"Very good","2006","Rural Area","Male","311","0.0896541426511543","0.0802524535035451","0.0990558317987636","1"
"Very good","2006","Rural Area","Female","317","0.0868581554722382","0.0779806368963341","0.0957356740481423","1"
"Good","2007","Rural Area","Female","1367","0.361887755123603","0.34621845518795","0.377557055059255","2"
"Good","2007","Rural Area","Male","1374","0.399549000648169","0.382972594761541","0.416125406534798","2"
