"ple0008","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Good","1992","no migration background","Rural Area","1696","0.387190118650558","0.37204356523017","0.402336672070947","2"
"Good","1992","no migration background","Urban Area","2624","0.388026036424614","0.375993014089089","0.40005905876014","2"
"Good","1992","direct migration background","Urban Area","862","0.380800513227924","0.36034628031106","0.401254746144789","2"
"Good","1992","direct migration background","Rural Area","145","0.385631685813694","0.337871896404401","0.433391475222988","2"
"Good","1992","indirect migration background","Urban Area","147","0.414501151531529","0.362963998245641","0.466038304817416","2"
"Good","1992","indirect migration background","Rural Area","20","","","","2"
"Less good","1992","no migration background","Rural Area","373","0.116949834973663","0.106957170547592","0.126942499399733","4"
"Less good","1992","no migration background","Urban Area","680","0.12430202138552","0.116155089496619","0.132448953274421","4"
"Less good","1992","direct migration background","Urban Area","304","0.142642443375239","0.127911705031081","0.157373181719397","4"
"Less good","1992","direct migration background","Rural Area","54","0.148685936416241","0.113776608051365","0.183595264781117","4"
"Less good","1992","indirect migration background","Urban Area","20","","","","4"
"Less good","1992","indirect migration background","Rural Area","3","","","","4"
"Poor","1992","no migration background","Urban Area","228","0.0473931756174231","0.0421463991080932","0.052639952126753","5"
"Poor","1992","no migration background","Rural Area","147","0.0513669252524409","0.0445028865290902","0.0582309639757915","5"
"Poor","1992","direct migration background","Urban Area","90","0.0475504545485235","0.0385861321675577","0.0565147769294893","5"
"Poor","1992","direct migration background","Rural Area","27","","","","5"
"Poor","1992","indirect migration background","Urban Area","5","","","","5"
"Poor","1992","indirect migration background","Rural Area","","","","","5"
"Satisfactory","1992","no migration background","Rural Area","1153","0.312585956980803","0.298172015977621","0.326999897983985","3"
"Satisfactory","1992","no migration background","Urban Area","1832","0.307889758254368","0.296490854793482","0.319288661715255","3"
"Satisfactory","1992","direct migration background","Urban Area","572","0.277052118058465","0.258200294218566","0.295903941898365","3"
"Satisfactory","1992","direct migration background","Rural Area","121","0.286756877159741","0.242381979885937","0.331131774433545","3"
"Satisfactory","1992","indirect migration background","Rural Area","8","","","","3"
"Satisfactory","1992","indirect migration background","Urban Area","35","0.122408922722091","0.0881205266599578","0.156697318784224","3"
"Very good","1992","no migration background","Urban Area","936","0.132389008318075","0.124020148303298","0.140757868332851","1"
"Very good","1992","no migration background","Rural Area","604","0.131907164142536","0.121384975433281","0.14242935285179","1"
"Very good","1992","direct migration background","Urban Area","337","0.151954470789848","0.136833298340386","0.16707564323931","1"
"Very good","1992","direct migration background","Rural Area","52","0.125881378832482","0.0933331339500424","0.158429623714921","1"
"Very good","1992","indirect migration background","Urban Area","144","0.338427917593626","0.288926662705152","0.3879291724821","1"
"Very good","1992","indirect migration background","Rural Area","26","","","","1"
"Good","1993","direct migration background","Urban Area","","","","","2"
"Good","1993","no migration background","Urban Area","","","","","2"
"Good","1993","no migration background","Rural Area","","","","","2"
"Good","1993","direct migration background","Rural Area","","","","","2"
"Good","1993","indirect migration background","Urban Area","","","","","2"
"Good","1993","indirect migration background","Rural Area","","","","","2"
"Less good","1993","no migration background","Rural Area","","","","","4"
"Less good","1993","no migration background","Urban Area","","","","","4"
"Less good","1993","direct migration background","Urban Area","","","","","4"
"Less good","1993","direct migration background","Rural Area","","","","","4"
"Less good","1993","indirect migration background","Rural Area","","","","","4"
"Less good","1993","indirect migration background","Urban Area","","","","","4"
"Poor","1993","no migration background","Urban Area","","","","","5"
"Poor","1993","no migration background","Rural Area","","","","","5"
"Poor","1993","direct migration background","Urban Area","","","","","5"
"Poor","1993","direct migration background","Rural Area","","","","","5"
"Poor","1993","indirect migration background","Urban Area","","","","","5"
"Poor","1993","indirect migration background","Rural Area","","","","","5"
"Satisfactory","1993","no migration background","Rural Area","","","","","3"
"Satisfactory","1993","no migration background","Urban Area","","","","","3"
"Satisfactory","1993","direct migration background","Urban Area","","","","","3"
"Satisfactory","1993","direct migration background","Rural Area","","","","","3"
"Satisfactory","1993","indirect migration background","Rural Area","","","","","3"
"Satisfactory","1993","indirect migration background","Urban Area","","","","","3"
"Very good","1993","no migration background","Urban Area","","","","","1"
"Very good","1993","no migration background","Rural Area","","","","","1"
"Very good","1993","direct migration background","Urban Area","","","","","1"
"Very good","1993","direct migration background","Rural Area","","","","","1"
"Very good","1993","indirect migration background","Urban Area","","","","","1"
"Very good","1993","indirect migration background","Rural Area","","","","","1"
"Good","1994","no migration background","Urban Area","2488","0.376880457663676","0.36480912595045","0.388951789376903","2"
"Good","1994","no migration background","Rural Area","1596","0.373607918708076","0.358362616983515","0.388853220432637","2"
"Good","1994","direct migration background","Urban Area","797","0.374092561685566","0.352843095874379","0.395342027496753","2"
"Good","1994","direct migration background","Rural Area","145","0.352317626311685","0.303839938247467","0.400795314375902","2"
"Good","1994","indirect migration background","Rural Area","25","","","","2"
"Good","1994","indirect migration background","Urban Area","184","0.404478089823851","0.357762532371806","0.451193647275896","2"
"Less good","1994","no migration background","Urban Area","892","0.160303870436321","0.151164826424033","0.169442914448609","4"
"Less good","1994","no migration background","Rural Area","442","0.136458432260282","0.125640439887054","0.147276424633509","4"
"Less good","1994","direct migration background","Urban Area","338","0.174843248263849","0.158163246742804","0.191523249784893","4"
"Less good","1994","direct migration background","Rural Area","65","0.184902789269862","0.145505158121843","0.22430042041788","4"
"Less good","1994","indirect migration background","Urban Area","28","","","","4"
"Less good","1994","indirect migration background","Rural Area","3","","","","4"
"Poor","1994","no migration background","Urban Area","219","0.0467276561065557","0.0414703509712101","0.0519849612419014","5"
"Poor","1994","no migration background","Rural Area","145","0.0497248437410836","0.0428744385596342","0.0565752489225331","5"
"Poor","1994","direct migration background","Urban Area","94","0.0532687501612473","0.0434070218454186","0.063130478477076","5"
"Poor","1994","direct migration background","Rural Area","13","","","","5"
"Poor","1994","indirect migration background","Urban Area","7","","","","5"
"Poor","1994","indirect migration background","Rural Area","","","","","5"
"Satisfactory","1994","no migration background","Urban Area","2026","0.336907633367276","0.325134010273842","0.348681256460709","3"
"Satisfactory","1994","no migration background","Rural Area","1324","0.35775956077108","0.342653566816214","0.372865554725946","3"
"Satisfactory","1994","direct migration background","Rural Area","108","0.301521869691085","0.25494937625326","0.34809436312891","3"
