"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","2.47","2","7124","1","2","3","4","4","2.45","2.49","1","4","2","2"
"1991","","","","","","","","","","","","","",""
"1992","2.46","2","10945","1","2","3","4","4","2.44","2.48","1","4","2","2"
"1993","","","","","","","","","","","","","",""
"1994","","","","","","","","","","","","","",""
"1995","2.38","2","11198","1","2","3","4","4","2.36","2.4","1","4","2","2"
"1996","","","","","","","","","","","","","",""
"1997","","","","","","","","","","","","","",""
"1998","","","","","","","","","","","","","",""
"1999","","","","","","","","","","","","","",""
"2000","","","","","","","","","","","","","",""
"2001","","","","","","","","","","","","","",""
"2002","","","","","","","","","","","","","",""
"2003","","","","","","","","","","","","","",""
"2004","2.4","2","21525","1","2","3","4","4","2.39","2.41","1","4","2","2"
"2005","","","","","","","","","","","","","",""
"2006","","","","","","","","","","","","","",""
"2007","","","","","","","","","","","","","",""
"2008","2.49","2","19284","1","2","3","4","4","2.48","2.5","1","4","2","2"
"2009","","","","","","","","","","","","","",""
"2010","2.3","2","7309","1","2","3","4","4","2.28","2.32","1","4","2","2"
"2011","","","","","","","","","","","","","",""
"2012","2.48","2","27566","1","2","3","4","4","2.47","2.49","1","4","2","2"
"2013","","","","","","","","","","","","","",""
"2014","","","","","","","","","","","","","",""
"2015","","","","","","","","","","","","","",""
"2016","2.45","2","24273","1","2","3","4","4","2.44","2.46","1","4","2","2"
