"year","bula_h","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Baden-Württemberg","East Germany","","","","","","","","","","","","","",""
"2003","Baden-Württemberg","West Germany","4.2","5","2690","2","4","5","5","5","4.16","4.24","1","5","5","5"
"2003","Bavaria","East Germany","","","","","","","","","","","","","",""
"2003","Bavaria","West Germany","4","5","3131","2","3","5","5","5","3.95","4.05","1","5","4","5"
"2003","Berlin","East Germany","4.42","5","372","3","4","5","5","5","4.32","4.52","1","5","5","5"
"2003","Berlin","West Germany","4.33","5","452","3","4","5","5","5","4.24","4.42","1","5","5","5"
"2003","Brandenburg","East Germany","4.27","5","939","3","4","5","5","5","4.2","4.34","1","5","5","5"
"2003","Brandenburg","West Germany","","","","","","","","","","","","","",""
"2003","Bremen","East Germany","","","","","","","","","","","","","",""
"2003","Bremen","West Germany","4.48","5","173","3","4","5","5","5","4.32","4.64","1","5","5","5"
"2003","Hamburg","East Germany","","","","","","","","","","","","","",""
"2003","Hamburg","West Germany","4.33","5","295","3","4","5","5","5","4.2","4.46","1","5","4","5"
"2003","Hesse","East Germany","","","","","","","","","","","","","",""
"2003","Hesse","West Germany","4.22","5","1491","2","4","5","5","5","4.16","4.28","1","5","5","5"
"2003","Lower Saxony","East Germany","","","","","","","","","","","","","",""
"2003","Lower Saxony","West Germany","4.1","5","1909","2","3","5","5","5","4.04","4.16","1","5","4","5"
"2003","Mecklenburg-Western Pomerania","East Germany","4.38","5","527","3","4","5","5","5","4.29","4.47","1","5","5","5"
"2003","Mecklenburg-Western Pomerania","West Germany","","","","","","","","","","","","","",""
"2003","North Rhine-Westphalia","East Germany","","","","","","","","","","","","","",""
"2003","North Rhine-Westphalia","West Germany","4.3","5","4664","2","4","5","5","5","4.27","4.33","1","5","5","5"
"2003","Rhineland-Palatinate,Saarland","East Germany","","","","","","","","","","","","","",""
"2003","Rhineland-Palatinate,Saarland","West Germany","4.18","5","1329","2","4","5","5","5","4.11","4.25","1","5","5","5"
"2003","Saxony","East Germany","4.31","5","1616","3","4","5","5","5","4.26","4.36","1","5","5","5"
"2003","Saxony","West Germany","","","","","","","","","","","","","",""
"2003","Saxony-Anhalt","East Germany","4.17","5","932","2","4","5","5","5","4.09","4.25","1","5","5","5"
"2003","Saxony-Anhalt","West Germany","","","","","","","","","","","","","",""
