"pli0089","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1994","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1994","no degree/no degree yet","East Germany","","","",""
"Rarely","1994","lower secondary degree","West Germany","","","",""
"Rarely","1994","lower secondary degree","East Germany","","","",""
"Rarely","1994","secondary school degree","West Germany","","","",""
"Rarely","1994","secondary school degree","East Germany","","","",""
"Rarely","1994","college entrance qualification","West Germany","","","",""
"Rarely","1994","college entrance qualification","East Germany","","","",""
"Rarely","1994","Other degree","West Germany","","","",""
"Rarely","1994","Other degree","East Germany","","","",""
"Rarely","1994","no degree/no degree yet","West Germany","","","",""
"Rarely","1994","no degree/no degree yet","East Germany","","","",""
"Never","1994","lower secondary degree","West Germany","","","",""
"Never","1994","lower secondary degree","East Germany","","","",""
"Never","1994","secondary school degree","West Germany","","","",""
"Never","1994","secondary school degree","East Germany","","","",""
"Never","1994","college entrance qualification","West Germany","","","",""
"Never","1994","college entrance qualification","East Germany","","","",""
"Never","1994","Other degree","West Germany","","","",""
"Never","1994","Other degree","East Germany","","","",""
"Never","1994","no degree/no degree yet","West Germany","","","",""
"Never","1994","no degree/no degree yet","East Germany","","","",""
"Daily","1995","lower secondary degree","West Germany","4","","",""
"Daily","1995","lower secondary degree","East Germany","1","","",""
"Daily","1995","secondary school degree","West Germany","4","","",""
"Daily","1995","secondary school degree","East Germany","3","","",""
"Daily","1995","college entrance qualification","West Germany","3","","",""
"Daily","1995","college entrance qualification","East Germany","","","",""
"Daily","1995","Other degree","West Germany","1","","",""
"Daily","1995","Other degree","East Germany","","","",""
"Daily","1995","no degree/no degree yet","West Germany","6","","",""
"Daily","1995","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1995","lower secondary degree","West Germany","238","0.0553851974626849","0.0483641491262417","0.0624062457991281"
"Min 1x per week","1995","lower secondary degree","East Germany","33","0.0222863034098867","0.0142774986927712","0.0302951081270021"
"Min 1x per week","1995","secondary school degree","West Germany","110","0.0460589841899417","0.0365812911275977","0.0555366772522857"
"Min 1x per week","1995","secondary school degree","East Germany","69","0.0429881453649693","0.0333264659040264","0.0526498248259122"
"Min 1x per week","1995","college entrance qualification","West Germany","74","0.0579675236524386","0.0457223613632644","0.0702126859416129"
"Min 1x per week","1995","college entrance qualification","East Germany","22","","",""
"Min 1x per week","1995","Other degree","West Germany","45","0.0366747801846101","0.0257637466582338","0.0475858137109864"
"Min 1x per week","1995","Other degree","East Germany","","","",""
"Min 1x per week","1995","no degree/no degree yet","West Germany","39","0.0668655500112647","0.0490832959658694","0.08464780405666"
"Min 1x per week","1995","no degree/no degree yet","East Germany","9","","",""
"Min 1x per month","1995","lower secondary degree","West Germany","337","0.0691975490041877","0.061407290836529","0.0769878071718463"
"Min 1x per month","1995","lower secondary degree","East Germany","53","0.0379316603586214","0.0275671993223078","0.048296121394935"
"Min 1x per month","1995","secondary school degree","West Germany","191","0.0938136490733998","0.0806302780795057","0.106997020067294"
"Min 1x per month","1995","secondary school degree","East Germany","98","0.0552677794167604","0.0443832418285267","0.0661523170049941"
"Min 1x per month","1995","college entrance qualification","West Germany","128","0.0852700218802394","0.070635320095172","0.0999047236653067"
"Min 1x per month","1995","college entrance qualification","East Germany","37","0.0684094173537516","0.0463259774844723","0.090492857223031"
"Min 1x per month","1995","Other degree","West Germany","67","0.0525754816234726","0.0396198197466116","0.0655311435003335"
"Min 1x per month","1995","Other degree","East Germany","","","",""
"Min 1x per month","1995","no degree/no degree yet","West Germany","62","0.11034489000177","0.0880399818080306","0.13264979819551"
"Min 1x per month","1995","no degree/no degree yet","East Germany","17","","",""
"Rarely","1995","lower secondary degree","West Germany","1038","0.240986004295219","0.227858005210812","0.254114003379626"
"Rarely","1995","lower secondary degree","East Germany","249","0.167161138659553","0.146917387676899","0.187404889642207"
"Rarely","1995","secondary school degree","West Germany","627","0.321974353165204","0.300848298388643","0.343100407941765"
"Rarely","1995","secondary school degree","East Germany","522","0.296090780745827","0.27434423007222","0.317837331419435"
"Rarely","1995","college entrance qualification","West Germany","473","0.326141035263333","0.301575486979015","0.350706583547652"
"Rarely","1995","college entrance qualification","East Germany","167","0.317497151500819","0.276776156315909","0.358218146685729"
"Rarely","1995","Other degree","West Germany","197","0.1691531217807","0.147391253856174","0.190914989705227"
"Rarely","1995","Other degree","East Germany","6","","",""
"Rarely","1995","no degree/no degree yet","West Germany","155","0.259979143081279","0.228753979497475","0.291204306665083"
"Rarely","1995","no degree/no degree yet","East Germany","35","0.338312384313929","0.245112377337653","0.431512391290204"
"Never","1995","lower secondary degree","West Germany","2460","0.633736547828984","0.618947885103087","0.648525210554882"
"Never","1995","lower secondary degree","East Germany","969","0.771782226627619","0.749012125806371","0.794552327448867"
"Never","1995","secondary school degree","West Germany","947","0.537009946599091","0.51446435185069","0.559555541347492"
"Never","1995","secondary school degree","East Germany","1001","0.603937523369761","0.580640659164735","0.627234387574787"
"Never","1995","college entrance qualification","West Germany","721","0.529453622723437","0.503298641476428","0.555608603970446"
"Never","1995","college entrance qualification","East Germany","276","0.575438238578136","0.532200195525946","0.618676281630327"
"Never","1995","Other degree","West Germany","830","0.741315757736007","0.715895364266927","0.766736151205088"
"Never","1995","Other degree","East Germany","27","","",""
"Never","1995","no degree/no degree yet","West Germany","496","0.548307458076157","0.512879426367428","0.583735489784885"
"Never","1995","no degree/no degree yet","East Germany","38","0.428363139384825","0.330887374258357","0.525838904511293"
"Daily","1996","lower secondary degree","West Germany","","","",""
"Daily","1996","lower secondary degree","East Germany","","","",""
"Daily","1996","secondary school degree","West Germany","","","",""
"Daily","1996","secondary school degree","East Germany","","","",""
"Daily","1996","college entrance qualification","West Germany","","","",""
"Daily","1996","college entrance qualification","East Germany","","","",""
"Daily","1996","Other degree","West Germany","","","",""
"Daily","1996","Other degree","East Germany","","","",""
"Daily","1996","no degree/no degree yet","West Germany","","","",""
"Daily","1996","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1996","lower secondary degree","West Germany","","","",""
"Min 1x per week","1996","lower secondary degree","East Germany","","","",""
"Min 1x per week","1996","secondary school degree","West Germany","","","",""
"Min 1x per week","1996","secondary school degree","East Germany","","","",""
"Min 1x per week","1996","college entrance qualification","West Germany","","","",""
"Min 1x per week","1996","college entrance qualification","East Germany","","","",""
"Min 1x per week","1996","Other degree","West Germany","","","",""
"Min 1x per week","1996","Other degree","East Germany","","","",""
"Min 1x per week","1996","no degree/no degree yet","West Germany","","","",""
"Min 1x per week","1996","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","1996","lower secondary degree","West Germany","","","",""
"Min 1x per month","1996","lower secondary degree","East Germany","","","",""
"Min 1x per month","1996","secondary school degree","West Germany","","","",""
"Min 1x per month","1996","secondary school degree","East Germany","","","",""
"Min 1x per month","1996","college entrance qualification","West Germany","","","",""
"Min 1x per month","1996","college entrance qualification","East Germany","","","",""
"Min 1x per month","1996","Other degree","West Germany","","","",""
"Min 1x per month","1996","Other degree","East Germany","","","",""
"Min 1x per month","1996","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1996","no degree/no degree yet","East Germany","","","",""
"Rarely","1996","lower secondary degree","West Germany","","","",""
"Rarely","1996","lower secondary degree","East Germany","","","",""
"Rarely","1996","secondary school degree","West Germany","","","",""
"Rarely","1996","secondary school degree","East Germany","","","",""
"Rarely","1996","college entrance qualification","West Germany","","","",""
"Rarely","1996","college entrance qualification","East Germany","","","",""
"Rarely","1996","Other degree","West Germany","","","",""
"Rarely","1996","Other degree","East Germany","","","",""
"Rarely","1996","no degree/no degree yet","West Germany","","","",""
"Rarely","1996","no degree/no degree yet","East Germany","","","",""
"Never","1996","lower secondary degree","West Germany","","","",""
"Never","1996","lower secondary degree","East Germany","","","",""
"Never","1996","secondary school degree","West Germany","","","",""
"Never","1996","secondary school degree","East Germany","","","",""
"Never","1996","college entrance qualification","West Germany","","","",""
"Never","1996","college entrance qualification","East Germany","","","",""
"Never","1996","Other degree","West Germany","","","",""
"Never","1996","Other degree","East Germany","","","",""
"Never","1996","no degree/no degree yet","West Germany","","","",""
"Never","1996","no degree/no degree yet","East Germany","","","",""
"Daily","1997","lower secondary degree","West Germany","","","",""
"Daily","1997","lower secondary degree","East Germany","","","",""
"Daily","1997","secondary school degree","West Germany","","","",""
"Daily","1997","secondary school degree","East Germany","","","",""
"Daily","1997","college entrance qualification","West Germany","","","",""
"Daily","1997","college entrance qualification","East Germany","","","",""
"Daily","1997","Other degree","West Germany","","","",""
"Daily","1997","Other degree","East Germany","","","",""
"Daily","1997","no degree/no degree yet","West Germany","","","",""
"Daily","1997","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1997","lower secondary degree","West Germany","","","",""
"Min 1x per week","1997","lower secondary degree","East Germany","","","",""
"Min 1x per week","1997","secondary school degree","West Germany","","","",""
"Min 1x per week","1997","secondary school degree","East Germany","","","",""
"Min 1x per week","1997","college entrance qualification","West Germany","","","",""
"Min 1x per week","1997","college entrance qualification","East Germany","","","",""
"Min 1x per week","1997","Other degree","West Germany","","","",""
"Min 1x per week","1997","Other degree","East Germany","","","",""
"Min 1x per week","1997","no degree/no degree yet","West Germany","","","",""
"Min 1x per week","1997","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","1997","lower secondary degree","West Germany","","","",""
"Min 1x per month","1997","lower secondary degree","East Germany","","","",""
"Min 1x per month","1997","secondary school degree","West Germany","","","",""
"Min 1x per month","1997","secondary school degree","East Germany","","","",""
"Min 1x per month","1997","college entrance qualification","West Germany","","","",""
"Min 1x per month","1997","college entrance qualification","East Germany","","","",""
"Min 1x per month","1997","Other degree","West Germany","","","",""
"Min 1x per month","1997","Other degree","East Germany","","","",""
"Min 1x per month","1997","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1997","no degree/no degree yet","East Germany","","","",""
"Rarely","1997","lower secondary degree","West Germany","","","",""
"Rarely","1997","lower secondary degree","East Germany","","","",""
"Rarely","1997","secondary school degree","West Germany","","","",""
"Rarely","1997","secondary school degree","East Germany","","","",""
"Rarely","1997","college entrance qualification","West Germany","","","",""
"Rarely","1997","college entrance qualification","East Germany","","","",""
"Rarely","1997","Other degree","West Germany","","","",""
"Rarely","1997","Other degree","East Germany","","","",""
"Rarely","1997","no degree/no degree yet","West Germany","","","",""
"Rarely","1997","no degree/no degree yet","East Germany","","","",""
"Never","1997","lower secondary degree","West Germany","","","",""
"Never","1997","lower secondary degree","East Germany","","","",""
"Never","1997","secondary school degree","West Germany","","","",""
"Never","1997","secondary school degree","East Germany","","","",""
"Never","1997","college entrance qualification","West Germany","","","",""
"Never","1997","college entrance qualification","East Germany","","","",""
"Never","1997","Other degree","West Germany","","","",""
"Never","1997","Other degree","East Germany","","","",""
"Never","1997","no degree/no degree yet","West Germany","","","",""
"Never","1997","no degree/no degree yet","East Germany","","","",""
"Daily","1998","lower secondary degree","West Germany","9","","",""
"Daily","1998","lower secondary degree","East Germany","2","","",""
"Daily","1998","secondary school degree","West Germany","1","","",""
"Daily","1998","secondary school degree","East Germany","1","","",""
"Daily","1998","college entrance qualification","West Germany","2","","",""
"Daily","1998","college entrance qualification","East Germany","1","","",""
"Daily","1998","Other degree","West Germany","","","",""
"Daily","1998","Other degree","East Germany","","","",""
"Daily","1998","no degree/no degree yet","West Germany","","","",""
"Daily","1998","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1998","lower secondary degree","West Germany","231","0.0503359449094076","0.0438162041042005","0.0568556857146147"
"Min 1x per week","1998","lower secondary degree","East Germany","29","","",""
"Min 1x per week","1998","secondary school degree","West Germany","142","0.0657975486696342","0.0551911675157209","0.0764039298235476"
"Min 1x per week","1998","secondary school degree","East Germany","80","0.042420913243226","0.0329914523467095","0.0518503741397426"
"Min 1x per week","1998","college entrance qualification","West Germany","75","0.0430163148135637","0.0332618948600728","0.0527707347670545"
"Min 1x per week","1998","college entrance qualification","East Germany","14","","",""
"Min 1x per week","1998","Other degree","West Germany","41","0.0388556333627492","0.0265990982447858","0.0511121684807125"
"Min 1x per week","1998","Other degree","East Germany","4","","",""
"Min 1x per week","1998","no degree/no degree yet","West Germany","51","0.0870850271061629","0.066000851087637","0.108169203124689"
"Min 1x per week","1998","no degree/no degree yet","East Germany","10","","",""
"Min 1x per month","1998","lower secondary degree","West Germany","358","0.0701528903133141","0.0625367528375317","0.0777690277890964"
"Min 1x per month","1998","lower secondary degree","East Germany","63","0.0482195517345148","0.0364512481538578","0.0599878553151719"
"Min 1x per month","1998","secondary school degree","West Germany","195","0.0878967123377341","0.0757837547140476","0.100009669961421"
"Min 1x per month","1998","secondary school degree","East Germany","110","0.0630746993860589","0.0517013178433161","0.0744480809288017"
"Min 1x per month","1998","college entrance qualification","West Germany","157","0.0966262110198343","0.082422108472442","0.110830313567227"
"Min 1x per month","1998","college entrance qualification","East Germany","46","0.0879844169648906","0.0640701144841536","0.111898719445628"
"Min 1x per month","1998","Other degree","West Germany","48","0.0465143573390692","0.0331577242271944","0.0598709904509439"
"Min 1x per month","1998","Other degree","East Germany","1","","",""
"Min 1x per month","1998","no degree/no degree yet","West Germany","61","0.1130873791664","0.0894054428110739","0.136769315521725"
"Min 1x per month","1998","no degree/no degree yet","East Germany","17","","",""
"Rarely","1998","lower secondary degree","West Germany","1222","0.273737772492792","0.260441793791791","0.287033751193792"
"Rarely","1998","lower secondary degree","East Germany","269","0.186229136746792","0.164844160496088","0.207614112997497"
"Rarely","1998","secondary school degree","West Germany","764","0.356645023379177","0.336152978976898","0.377137067781457"
"Rarely","1998","secondary school degree","East Germany","561","0.311427106028781","0.289761906310577","0.333092305746985"
"Rarely","1998","college entrance qualification","West Germany","608","0.344019123975061","0.321180524759736","0.366857723190387"
"Rarely","1998","college entrance qualification","East Germany","198","0.34602036567981","0.30586101790378","0.386179713455841"
"Rarely","1998","Other degree","West Germany","198","0.229710718592941","0.203032061635873","0.256389375550008"
"Rarely","1998","Other degree","East Germany","8","","",""
"Rarely","1998","no degree/no degree yet","West Germany","154","0.248797599172345","0.21647016033352","0.28112503801117"
"Rarely","1998","no degree/no degree yet","East Germany","54","0.426316884874712","0.33670668192252","0.515927087826904"
"Never","1998","lower secondary degree","West Germany","2500","0.604062155038078","0.589478696241821","0.618645613834335"
"Never","1998","lower secondary degree","East Germany","910","0.74358696066793","0.719600298129888","0.767573623205972"
