"pli0089","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1996","Not Working","higher vocational","","","",""
"Min 1x per week","1996","Not Working","higher education","","","",""
"Min 1x per month","1996","Full Time","in school","","","",""
"Min 1x per month","1996","Full Time","inadequately","","","",""
"Min 1x per month","1996","Full Time","general elemantary","","","",""
"Min 1x per month","1996","Full Time","middle vocational","","","",""
"Min 1x per month","1996","Full Time","vocational + Abi","","","",""
"Min 1x per month","1996","Full Time","higher vocational","","","",""
"Min 1x per month","1996","Full Time","higher education","","","",""
"Min 1x per month","1996","Part Time","in school","","","",""
"Min 1x per month","1996","Part Time","inadequately","","","",""
"Min 1x per month","1996","Part Time","general elemantary","","","",""
"Min 1x per month","1996","Part Time","middle vocational","","","",""
"Min 1x per month","1996","Part Time","vocational + Abi","","","",""
"Min 1x per month","1996","Part Time","higher vocational","","","",""
"Min 1x per month","1996","Part Time","higher education","","","",""
"Min 1x per month","1996","Not Working","in school","","","",""
"Min 1x per month","1996","Not Working","inadequately","","","",""
"Min 1x per month","1996","Not Working","general elemantary","","","",""
"Min 1x per month","1996","Not Working","middle vocational","","","",""
"Min 1x per month","1996","Not Working","vocational + Abi","","","",""
"Min 1x per month","1996","Not Working","higher vocational","","","",""
"Min 1x per month","1996","Not Working","higher education","","","",""
"Rarely","1996","Full Time","in school","","","",""
"Rarely","1996","Full Time","inadequately","","","",""
"Rarely","1996","Full Time","general elemantary","","","",""
"Rarely","1996","Full Time","middle vocational","","","",""
"Rarely","1996","Full Time","vocational + Abi","","","",""
"Rarely","1996","Full Time","higher vocational","","","",""
"Rarely","1996","Full Time","higher education","","","",""
"Rarely","1996","Part Time","in school","","","",""
"Rarely","1996","Part Time","inadequately","","","",""
"Rarely","1996","Part Time","general elemantary","","","",""
"Rarely","1996","Part Time","middle vocational","","","",""
"Rarely","1996","Part Time","vocational + Abi","","","",""
"Rarely","1996","Part Time","higher vocational","","","",""
"Rarely","1996","Part Time","higher education","","","",""
"Rarely","1996","Not Working","in school","","","",""
"Rarely","1996","Not Working","inadequately","","","",""
"Rarely","1996","Not Working","general elemantary","","","",""
"Rarely","1996","Not Working","middle vocational","","","",""
"Rarely","1996","Not Working","vocational + Abi","","","",""
"Rarely","1996","Not Working","higher vocational","","","",""
"Rarely","1996","Not Working","higher education","","","",""
"Never","1996","Full Time","in school","","","",""
"Never","1996","Full Time","inadequately","","","",""
"Never","1996","Full Time","general elemantary","","","",""
"Never","1996","Full Time","middle vocational","","","",""
"Never","1996","Full Time","vocational + Abi","","","",""
"Never","1996","Full Time","higher vocational","","","",""
"Never","1996","Full Time","higher education","","","",""
"Never","1996","Part Time","in school","","","",""
"Never","1996","Part Time","inadequately","","","",""
"Never","1996","Part Time","general elemantary","","","",""
"Never","1996","Part Time","middle vocational","","","",""
"Never","1996","Part Time","vocational + Abi","","","",""
"Never","1996","Part Time","higher vocational","","","",""
"Never","1996","Part Time","higher education","","","",""
"Never","1996","Not Working","in school","","","",""
"Never","1996","Not Working","inadequately","","","",""
"Never","1996","Not Working","general elemantary","","","",""
"Never","1996","Not Working","middle vocational","","","",""
"Never","1996","Not Working","vocational + Abi","","","",""
"Never","1996","Not Working","higher vocational","","","",""
"Never","1996","Not Working","higher education","","","",""
"Daily","1997","Full Time","in school","","","",""
"Daily","1997","Full Time","inadequately","","","",""
"Daily","1997","Full Time","general elemantary","","","",""
"Daily","1997","Full Time","middle vocational","","","",""
"Daily","1997","Full Time","vocational + Abi","","","",""
"Daily","1997","Full Time","higher vocational","","","",""
"Daily","1997","Full Time","higher education","","","",""
"Daily","1997","Part Time","in school","","","",""
"Daily","1997","Part Time","inadequately","","","",""
"Daily","1997","Part Time","general elemantary","","","",""
"Daily","1997","Part Time","middle vocational","","","",""
"Daily","1997","Part Time","vocational + Abi","","","",""
"Daily","1997","Part Time","higher vocational","","","",""
"Daily","1997","Part Time","higher education","","","",""
"Daily","1997","Not Working","in school","","","",""
"Daily","1997","Not Working","inadequately","","","",""
"Daily","1997","Not Working","general elemantary","","","",""
"Daily","1997","Not Working","middle vocational","","","",""
"Daily","1997","Not Working","vocational + Abi","","","",""
"Daily","1997","Not Working","higher vocational","","","",""
"Daily","1997","Not Working","higher education","","","",""
"Min 1x per week","1997","Full Time","in school","","","",""
"Min 1x per week","1997","Full Time","inadequately","","","",""
"Min 1x per week","1997","Full Time","general elemantary","","","",""
"Min 1x per week","1997","Full Time","middle vocational","","","",""
"Min 1x per week","1997","Full Time","vocational + Abi","","","",""
"Min 1x per week","1997","Full Time","higher vocational","","","",""
"Min 1x per week","1997","Full Time","higher education","","","",""
"Min 1x per week","1997","Part Time","in school","","","",""
"Min 1x per week","1997","Part Time","inadequately","","","",""
"Min 1x per week","1997","Part Time","general elemantary","","","",""
"Min 1x per week","1997","Part Time","middle vocational","","","",""
"Min 1x per week","1997","Part Time","vocational + Abi","","","",""
"Min 1x per week","1997","Part Time","higher vocational","","","",""
"Min 1x per week","1997","Part Time","higher education","","","",""
"Min 1x per week","1997","Not Working","in school","","","",""
"Min 1x per week","1997","Not Working","inadequately","","","",""
"Min 1x per week","1997","Not Working","general elemantary","","","",""
"Min 1x per week","1997","Not Working","middle vocational","","","",""
"Min 1x per week","1997","Not Working","vocational + Abi","","","",""
"Min 1x per week","1997","Not Working","higher vocational","","","",""
"Min 1x per week","1997","Not Working","higher education","","","",""
"Min 1x per month","1997","Full Time","in school","","","",""
"Min 1x per month","1997","Full Time","inadequately","","","",""
"Min 1x per month","1997","Full Time","general elemantary","","","",""
"Min 1x per month","1997","Full Time","middle vocational","","","",""
"Min 1x per month","1997","Full Time","vocational + Abi","","","",""
"Min 1x per month","1997","Full Time","higher vocational","","","",""
"Min 1x per month","1997","Full Time","higher education","","","",""
"Min 1x per month","1997","Part Time","in school","","","",""
"Min 1x per month","1997","Part Time","inadequately","","","",""
"Min 1x per month","1997","Part Time","general elemantary","","","",""
"Min 1x per month","1997","Part Time","middle vocational","","","",""
"Min 1x per month","1997","Part Time","vocational + Abi","","","",""
"Min 1x per month","1997","Part Time","higher vocational","","","",""
"Min 1x per month","1997","Part Time","higher education","","","",""
"Min 1x per month","1997","Not Working","in school","","","",""
"Min 1x per month","1997","Not Working","inadequately","","","",""
"Min 1x per month","1997","Not Working","general elemantary","","","",""
"Min 1x per month","1997","Not Working","middle vocational","","","",""
"Min 1x per month","1997","Not Working","vocational + Abi","","","",""
"Min 1x per month","1997","Not Working","higher vocational","","","",""
"Min 1x per month","1997","Not Working","higher education","","","",""
"Rarely","1997","Full Time","in school","","","",""
"Rarely","1997","Full Time","inadequately","","","",""
"Rarely","1997","Full Time","general elemantary","","","",""
"Rarely","1997","Full Time","middle vocational","","","",""
"Rarely","1997","Full Time","vocational + Abi","","","",""
"Rarely","1997","Full Time","higher vocational","","","",""
"Rarely","1997","Full Time","higher education","","","",""
"Rarely","1997","Part Time","in school","","","",""
"Rarely","1997","Part Time","inadequately","","","",""
"Rarely","1997","Part Time","general elemantary","","","",""
"Rarely","1997","Part Time","middle vocational","","","",""
"Rarely","1997","Part Time","vocational + Abi","","","",""
"Rarely","1997","Part Time","higher vocational","","","",""
"Rarely","1997","Part Time","higher education","","","",""
"Rarely","1997","Not Working","in school","","","",""
"Rarely","1997","Not Working","inadequately","","","",""
"Rarely","1997","Not Working","general elemantary","","","",""
"Rarely","1997","Not Working","middle vocational","","","",""
"Rarely","1997","Not Working","vocational + Abi","","","",""
"Rarely","1997","Not Working","higher vocational","","","",""
"Rarely","1997","Not Working","higher education","","","",""
"Never","1997","Full Time","in school","","","",""
"Never","1997","Full Time","inadequately","","","",""
"Never","1997","Full Time","general elemantary","","","",""
"Never","1997","Full Time","middle vocational","","","",""
"Never","1997","Full Time","vocational + Abi","","","",""
"Never","1997","Full Time","higher vocational","","","",""
"Never","1997","Full Time","higher education","","","",""
"Never","1997","Part Time","in school","","","",""
"Never","1997","Part Time","inadequately","","","",""
"Never","1997","Part Time","general elemantary","","","",""
"Never","1997","Part Time","middle vocational","","","",""
"Never","1997","Part Time","vocational + Abi","","","",""
"Never","1997","Part Time","higher vocational","","","",""
"Never","1997","Part Time","higher education","","","",""
"Never","1997","Not Working","in school","","","",""
"Never","1997","Not Working","inadequately","","","",""
"Never","1997","Not Working","general elemantary","","","",""
"Never","1997","Not Working","middle vocational","","","",""
"Never","1997","Not Working","vocational + Abi","","","",""
"Never","1997","Not Working","higher vocational","","","",""
"Never","1997","Not Working","higher education","","","",""
"Daily","1998","Full Time","in school","","","",""
"Daily","1998","Full Time","inadequately","","","",""
"Daily","1998","Full Time","general elemantary","2","","",""
"Daily","1998","Full Time","middle vocational","4","","",""
"Daily","1998","Full Time","vocational + Abi","","","",""
"Daily","1998","Full Time","higher vocational","1","","",""
"Daily","1998","Full Time","higher education","","","",""
"Daily","1998","Part Time","in school","","","",""
"Daily","1998","Part Time","inadequately","","","",""
"Daily","1998","Part Time","general elemantary","","","",""
"Daily","1998","Part Time","middle vocational","3","","",""
"Daily","1998","Part Time","vocational + Abi","","","",""
"Daily","1998","Part Time","higher vocational","","","",""
"Daily","1998","Part Time","higher education","","","",""
"Daily","1998","Not Working","in school","","","",""
"Daily","1998","Not Working","inadequately","","","",""
"Daily","1998","Not Working","general elemantary","","","",""
"Daily","1998","Not Working","middle vocational","4","","",""
"Daily","1998","Not Working","vocational + Abi","1","","",""
"Daily","1998","Not Working","higher vocational","1","","",""
"Daily","1998","Not Working","higher education","","","",""
"Min 1x per week","1998","Full Time","in school","1","","",""
"Min 1x per week","1998","Full Time","inadequately","8","","",""
"Min 1x per week","1998","Full Time","general elemantary","58","0.0780054678175736","0.0581387663103331","0.0978721693248142"
"Min 1x per week","1998","Full Time","middle vocational","213","0.0714620380772359","0.0622991002796394","0.0806249758748325"
"Min 1x per week","1998","Full Time","vocational + Abi","13","","",""
"Min 1x per week","1998","Full Time","higher vocational","29","","",""
"Min 1x per week","1998","Full Time","higher education","25","","",""
"Min 1x per week","1998","Part Time","in school","2","","",""
"Min 1x per week","1998","Part Time","inadequately","6","","",""
"Min 1x per week","1998","Part Time","general elemantary","32","0.0686848606183586","0.0462910040071166","0.0910787172296005"
"Min 1x per week","1998","Part Time","middle vocational","88","0.0649783389710852","0.0524248137212863","0.0775318642208841"
"Min 1x per week","1998","Part Time","vocational + Abi","6","","",""
"Min 1x per week","1998","Part Time","higher vocational","8","","",""
"Min 1x per week","1998","Part Time","higher education","16","","",""
"Min 1x per week","1998","Not Working","in school","39","0.132711125417412","0.0950662080873342","0.170356042747491"
"Min 1x per week","1998","Not Working","inadequately","7","","",""
"Min 1x per week","1998","Not Working","general elemantary","35","0.0203319522065869","0.0127697367601469","0.027894167653027"
"Min 1x per week","1998","Not Working","middle vocational","77","0.0292234650753553","0.0225917947254737","0.035855135425237"
"Min 1x per week","1998","Not Working","vocational + Abi","4","","",""
"Min 1x per week","1998","Not Working","higher vocational","6","","",""
"Min 1x per week","1998","Not Working","higher education","17","","",""
"Min 1x per month","1998","Full Time","in school","","","",""
"Min 1x per month","1998","Full Time","inadequately","9","","",""
"Min 1x per month","1998","Full Time","general elemantary","69","0.0997194391473219","0.0775232753502482","0.121915602944396"
"Min 1x per month","1998","Full Time","middle vocational","323","0.113130154759543","0.101862945966916","0.12439736355217"
"Min 1x per month","1998","Full Time","vocational + Abi","24","","",""
"Min 1x per month","1998","Full Time","higher vocational","51","0.0985134958793668","0.0719091826734238","0.12511780908531"
"Min 1x per month","1998","Full Time","higher education","90","0.0900292295386979","0.0733922935124135","0.106666165564982"
"Min 1x per month","1998","Part Time","in school","3","","",""
"Min 1x per month","1998","Part Time","inadequately","4","","",""
"Min 1x per month","1998","Part Time","general elemantary","45","0.0854158950420685","0.0606684012674969","0.11016338881664"
"Min 1x per month","1998","Part Time","middle vocational","106","0.0695120097068029","0.056559442026897","0.0824645773867087"
"Min 1x per month","1998","Part Time","vocational + Abi","7","","",""
"Min 1x per month","1998","Part Time","higher vocational","6","","",""
"Min 1x per month","1998","Part Time","higher education","33","0.0689557268470645","0.0441250571872884","0.0937863965068405"
"Min 1x per month","1998","Not Working","in school","54","0.191709328356707","0.148029975011404","0.235388681702011"
"Min 1x per month","1998","Not Working","inadequately","3","","",""
"Min 1x per month","1998","Not Working","general elemantary","64","0.0376504195815274","0.0274510958868285","0.0478497432762263"
"Min 1x per month","1998","Not Working","middle vocational","137","0.0518129368607887","0.0430859653616692","0.0605399083599081"
"Min 1x per month","1998","Not Working","vocational + Abi","10","","",""
"Min 1x per month","1998","Not Working","higher vocational","15","","",""
"Min 1x per month","1998","Not Working","higher education","21","","",""
"Rarely","1998","Full Time","in school","1","","",""
"Rarely","1998","Full Time","inadequately","24","","",""
"Rarely","1998","Full Time","general elemantary","207","0.304074031697406","0.269996333023577","0.338151730371234"
"Rarely","1998","Full Time","middle vocational","1106","0.374365906247733","0.35715096454539","0.391580847950077"
"Rarely","1998","Full Time","vocational + Abi","99","0.381894961987906","0.323064731262724","0.440725192713089"
"Rarely","1998","Full Time","higher vocational","217","0.443307868178555","0.398958765895546","0.487656970461564"
"Rarely","1998","Full Time","higher education","428","0.3666723796081","0.338661859595641","0.394682899620559"
"Rarely","1998","Part Time","in school","6","","",""
"Rarely","1998","Part Time","inadequately","18","","",""
"Rarely","1998","Part Time","general elemantary","125","0.277058278670604","0.237431637592564","0.316684919748643"
"Rarely","1998","Part Time","middle vocational","495","0.348178556925571","0.323916037620805","0.372441076230337"
"Rarely","1998","Part Time","vocational + Abi","48","0.436548497572559","0.348900892264835","0.524196102880283"
"Rarely","1998","Part Time","higher vocational","46","0.288296788218475","0.212721830522213","0.363871745914736"
"Rarely","1998","Part Time","higher education","136","0.357284546150239","0.310323843924793","0.404245248375685"
"Rarely","1998","Not Working","in school","135","0.425288877916683","0.370431176343547","0.480146579489819"
"Rarely","1998","Not Working","inadequately","23","","",""
"Rarely","1998","Not Working","general elemantary","219","0.152810945679537","0.133531815581278","0.172090075777796"
"Rarely","1998","Not Working","middle vocational","587","0.237096451516785","0.220351080107215","0.253841822926356"
"Rarely","1998","Not Working","vocational + Abi","35","0.256502884741788","0.179327055238152","0.333678714245424"
"Rarely","1998","Not Working","higher vocational","43","0.177963036244596","0.124954761468636","0.230971311020556"
"Rarely","1998","Not Working","higher education","94","0.196589614405691","0.158982635101078","0.234196593710304"
"Never","1998","Full Time","in school","2","","",""
"Never","1998","Full Time","inadequately","76","0.690148991124873","0.606356896663229","0.773941085586517"
"Never","1998","Full Time","general elemantary","364","0.516166761231551","0.479146290340778","0.553187232122324"
"Never","1998","Full Time","middle vocational","1390","0.439391519942727","0.421737123518372","0.457045916367081"
"Never","1998","Full Time","vocational + Abi","126","0.462396637447115","0.402024609113464","0.522768665780765"
"Never","1998","Full Time","higher vocational","184","0.376939475131547","0.333675591583618","0.420203358679476"
"Never","1998","Full Time","higher education","594","0.51766985851103","0.48862518497843","0.54671453204363"
"Never","1998","Part Time","in school","2","","",""
"Never","1998","Part Time","inadequately","65","0.727159038151849","0.636632459725012","0.817685616578687"
"Never","1998","Part Time","general elemantary","288","0.568840965668969","0.524991507755503","0.612690423582436"
"Never","1998","Part Time","middle vocational","789","0.514659724900977","0.489205855030603","0.540113594771352"
"Never","1998","Part Time","vocational + Abi","62","0.441289326677282","0.353538598101824","0.529040055252739"
"Never","1998","Part Time","higher vocational","78","0.597041662139475","0.515206312948997","0.678877011329953"
"Never","1998","Part Time","higher education","215","0.542809893869893","0.49399072464608","0.591629063093705"
"Never","1998","Not Working","in school","84","0.250290668309197","0.20222449132195","0.298356845296445"
"Never","1998","Not Working","inadequately","201","0.858577348968871","0.81393064911674","0.903224048821003"
"Never","1998","Not Working","general elemantary","1020","0.789206682532349","0.767352033790787","0.811061331273911"
"Never","1998","Not Working","middle vocational","1673","0.680571510961736","0.662213689311917","0.698929332611554"
"Never","1998","Not Working","vocational + Abi","73","0.605105614884839","0.51871797562735","0.691493254142329"
"Never","1998","Not Working","higher vocational","135","0.737296972494073","0.676303008732081","0.798290936256065"
"Never","1998","Not Working","higher education","297","0.713479980043151","0.670695345465546","0.756264614620755"
"Daily","1999","Full Time","in school","","","",""
"Daily","1999","Full Time","inadequately","","","",""
"Daily","1999","Full Time","general elemantary","","","",""
"Daily","1999","Full Time","middle vocational","","","",""
"Daily","1999","Full Time","vocational + Abi","","","",""
"Daily","1999","Full Time","higher vocational","","","",""
"Daily","1999","Full Time","higher education","","","",""
"Daily","1999","Part Time","in school","","","",""
"Daily","1999","Part Time","inadequately","","","",""
"Daily","1999","Part Time","general elemantary","","","",""
"Daily","1999","Part Time","middle vocational","","","",""
"Daily","1999","Part Time","vocational + Abi","","","",""
"Daily","1999","Part Time","higher vocational","","","",""
"Daily","1999","Part Time","higher education","","","",""
"Daily","1999","Not Working","in school","","","",""
"Daily","1999","Not Working","inadequately","","","",""
"Daily","1999","Not Working","general elemantary","","","",""
"Daily","1999","Not Working","middle vocational","","","",""
"Daily","1999","Not Working","vocational + Abi","","","",""
"Daily","1999","Not Working","higher vocational","","","",""
"Daily","1999","Not Working","higher education","","","",""
"Min 1x per week","1999","Full Time","in school","","","",""
"Min 1x per week","1999","Full Time","inadequately","","","",""
"Min 1x per week","1999","Full Time","general elemantary","","","",""
"Min 1x per week","1999","Full Time","middle vocational","","","",""
"Min 1x per week","1999","Full Time","vocational + Abi","","","",""
"Min 1x per week","1999","Full Time","higher vocational","","","",""
"Min 1x per week","1999","Full Time","higher education","","","",""
"Min 1x per week","1999","Part Time","in school","","","",""
"Min 1x per week","1999","Part Time","inadequately","","","",""
"Min 1x per week","1999","Part Time","general elemantary","","","",""
"Min 1x per week","1999","Part Time","middle vocational","","","",""
"Min 1x per week","1999","Part Time","vocational + Abi","","","",""
"Min 1x per week","1999","Part Time","higher vocational","","","",""
"Min 1x per week","1999","Part Time","higher education","","","",""
"Min 1x per week","1999","Not Working","in school","","","",""
"Min 1x per week","1999","Not Working","inadequately","","","",""
"Min 1x per week","1999","Not Working","general elemantary","","","",""
"Min 1x per week","1999","Not Working","middle vocational","","","",""
"Min 1x per week","1999","Not Working","vocational + Abi","","","",""
"Min 1x per week","1999","Not Working","higher vocational","","","",""
"Min 1x per week","1999","Not Working","higher education","","","",""
"Min 1x per month","1999","Full Time","in school","","","",""
"Min 1x per month","1999","Full Time","inadequately","","","",""
"Min 1x per month","1999","Full Time","general elemantary","","","",""
"Min 1x per month","1999","Full Time","middle vocational","","","",""
"Min 1x per month","1999","Full Time","vocational + Abi","","","",""
"Min 1x per month","1999","Full Time","higher vocational","","","",""
"Min 1x per month","1999","Full Time","higher education","","","",""
"Min 1x per month","1999","Part Time","in school","","","",""
"Min 1x per month","1999","Part Time","inadequately","","","",""
"Min 1x per month","1999","Part Time","general elemantary","","","",""
"Min 1x per month","1999","Part Time","middle vocational","","","",""
"Min 1x per month","1999","Part Time","vocational + Abi","","","",""
"Min 1x per month","1999","Part Time","higher vocational","","","",""
"Min 1x per month","1999","Part Time","higher education","","","",""
"Min 1x per month","1999","Not Working","in school","","","",""
"Min 1x per month","1999","Not Working","inadequately","","","",""
"Min 1x per month","1999","Not Working","general elemantary","","","",""
"Min 1x per month","1999","Not Working","middle vocational","","","",""
"Min 1x per month","1999","Not Working","vocational + Abi","","","",""
"Min 1x per month","1999","Not Working","higher vocational","","","",""
"Min 1x per month","1999","Not Working","higher education","","","",""
"Rarely","1999","Full Time","in school","","","",""
"Rarely","1999","Full Time","inadequately","","","",""
"Rarely","1999","Full Time","general elemantary","","","",""
"Rarely","1999","Full Time","middle vocational","","","",""
"Rarely","1999","Full Time","vocational + Abi","","","",""
"Rarely","1999","Full Time","higher vocational","","","",""
"Rarely","1999","Full Time","higher education","","","",""
"Rarely","1999","Part Time","in school","","","",""
"Rarely","1999","Part Time","inadequately","","","",""
"Rarely","1999","Part Time","general elemantary","","","",""
"Rarely","1999","Part Time","middle vocational","","","",""
"Rarely","1999","Part Time","vocational + Abi","","","",""
"Rarely","1999","Part Time","higher vocational","","","",""
"Rarely","1999","Part Time","higher education","","","",""
"Rarely","1999","Not Working","in school","","","",""
"Rarely","1999","Not Working","inadequately","","","",""
"Rarely","1999","Not Working","general elemantary","","","",""
"Rarely","1999","Not Working","middle vocational","","","",""
"Rarely","1999","Not Working","vocational + Abi","","","",""
"Rarely","1999","Not Working","higher vocational","","","",""
"Rarely","1999","Not Working","higher education","","","",""
"Never","1999","Full Time","in school","","","",""
"Never","1999","Full Time","inadequately","","","",""
"Never","1999","Full Time","general elemantary","","","",""
"Never","1999","Full Time","middle vocational","","","",""
"Never","1999","Full Time","vocational + Abi","","","",""
"Never","1999","Full Time","higher vocational","","","",""
"Never","1999","Full Time","higher education","","","",""
"Never","1999","Part Time","in school","","","",""
"Never","1999","Part Time","inadequately","","","",""
"Never","1999","Part Time","general elemantary","","","",""
"Never","1999","Part Time","middle vocational","","","",""
"Never","1999","Part Time","vocational + Abi","","","",""
"Never","1999","Part Time","higher vocational","","","",""
"Never","1999","Part Time","higher education","","","",""
"Never","1999","Not Working","in school","","","",""
"Never","1999","Not Working","inadequately","","","",""
"Never","1999","Not Working","general elemantary","","","",""
"Never","1999","Not Working","middle vocational","","","",""
"Never","1999","Not Working","vocational + Abi","","","",""
"Never","1999","Not Working","higher vocational","","","",""
"Never","1999","Not Working","higher education","","","",""
"Daily","2000","Full Time","in school","","","",""
"Daily","2000","Full Time","inadequately","","","",""
"Daily","2000","Full Time","general elemantary","","","",""
"Daily","2000","Full Time","middle vocational","","","",""
"Daily","2000","Full Time","vocational + Abi","","","",""
"Daily","2000","Full Time","higher vocational","","","",""
"Daily","2000","Full Time","higher education","","","",""
"Daily","2000","Part Time","in school","","","",""
"Daily","2000","Part Time","inadequately","","","",""
"Daily","2000","Part Time","general elemantary","","","",""
"Daily","2000","Part Time","middle vocational","","","",""
"Daily","2000","Part Time","vocational + Abi","","","",""
"Daily","2000","Part Time","higher vocational","","","",""
"Daily","2000","Part Time","higher education","","","",""
"Daily","2000","Not Working","in school","","","",""
"Daily","2000","Not Working","inadequately","","","",""
"Daily","2000","Not Working","general elemantary","","","",""
"Daily","2000","Not Working","middle vocational","","","",""
"Daily","2000","Not Working","vocational + Abi","","","",""
"Daily","2000","Not Working","higher vocational","","","",""
"Daily","2000","Not Working","higher education","","","",""
"Min 1x per week","2000","Full Time","in school","","","",""
"Min 1x per week","2000","Full Time","inadequately","","","",""
"Min 1x per week","2000","Full Time","general elemantary","","","",""
"Min 1x per week","2000","Full Time","middle vocational","","","",""
"Min 1x per week","2000","Full Time","vocational + Abi","","","",""
"Min 1x per week","2000","Full Time","higher vocational","","","",""
"Min 1x per week","2000","Full Time","higher education","","","",""
"Min 1x per week","2000","Part Time","in school","","","",""
"Min 1x per week","2000","Part Time","inadequately","","","",""
"Min 1x per week","2000","Part Time","general elemantary","","","",""
"Min 1x per week","2000","Part Time","middle vocational","","","",""
"Min 1x per week","2000","Part Time","vocational + Abi","","","",""
"Min 1x per week","2000","Part Time","higher vocational","","","",""
"Min 1x per week","2000","Part Time","higher education","","","",""
"Min 1x per week","2000","Not Working","in school","","","",""
"Min 1x per week","2000","Not Working","inadequately","","","",""
"Min 1x per week","2000","Not Working","general elemantary","","","",""
"Min 1x per week","2000","Not Working","middle vocational","","","",""
"Min 1x per week","2000","Not Working","vocational + Abi","","","",""
"Min 1x per week","2000","Not Working","higher vocational","","","",""
"Min 1x per week","2000","Not Working","higher education","","","",""
"Min 1x per month","2000","Full Time","in school","","","",""
"Min 1x per month","2000","Full Time","inadequately","","","",""
"Min 1x per month","2000","Full Time","general elemantary","","","",""
"Min 1x per month","2000","Full Time","middle vocational","","","",""
"Min 1x per month","2000","Full Time","vocational + Abi","","","",""
"Min 1x per month","2000","Full Time","higher vocational","","","",""
"Min 1x per month","2000","Full Time","higher education","","","",""
"Min 1x per month","2000","Part Time","in school","","","",""
"Min 1x per month","2000","Part Time","inadequately","","","",""
"Min 1x per month","2000","Part Time","general elemantary","","","",""
"Min 1x per month","2000","Part Time","middle vocational","","","",""
"Min 1x per month","2000","Part Time","vocational + Abi","","","",""
"Min 1x per month","2000","Part Time","higher vocational","","","",""
"Min 1x per month","2000","Part Time","higher education","","","",""
"Min 1x per month","2000","Not Working","in school","","","",""
"Min 1x per month","2000","Not Working","inadequately","","","",""
"Min 1x per month","2000","Not Working","general elemantary","","","",""
"Min 1x per month","2000","Not Working","middle vocational","","","",""
"Min 1x per month","2000","Not Working","vocational + Abi","","","",""
"Min 1x per month","2000","Not Working","higher vocational","","","",""
"Min 1x per month","2000","Not Working","higher education","","","",""
"Rarely","2000","Full Time","in school","","","",""
"Rarely","2000","Full Time","inadequately","","","",""
"Rarely","2000","Full Time","general elemantary","","","",""
"Rarely","2000","Full Time","middle vocational","","","",""
"Rarely","2000","Full Time","vocational + Abi","","","",""
"Rarely","2000","Full Time","higher vocational","","","",""
"Rarely","2000","Full Time","higher education","","","",""
"Rarely","2000","Part Time","in school","","","",""
"Rarely","2000","Part Time","inadequately","","","",""
"Rarely","2000","Part Time","general elemantary","","","",""
"Rarely","2000","Part Time","middle vocational","","","",""
"Rarely","2000","Part Time","vocational + Abi","","","",""
"Rarely","2000","Part Time","higher vocational","","","",""
"Rarely","2000","Part Time","higher education","","","",""
"Rarely","2000","Not Working","in school","","","",""
"Rarely","2000","Not Working","inadequately","","","",""
"Rarely","2000","Not Working","general elemantary","","","",""
"Rarely","2000","Not Working","middle vocational","","","",""
"Rarely","2000","Not Working","vocational + Abi","","","",""
"Rarely","2000","Not Working","higher vocational","","","",""
"Rarely","2000","Not Working","higher education","","","",""
"Never","2000","Full Time","in school","","","",""
"Never","2000","Full Time","inadequately","","","",""
"Never","2000","Full Time","general elemantary","","","",""
"Never","2000","Full Time","middle vocational","","","",""
"Never","2000","Full Time","vocational + Abi","","","",""
"Never","2000","Full Time","higher vocational","","","",""
"Never","2000","Full Time","higher education","","","",""
"Never","2000","Part Time","in school","","","",""
"Never","2000","Part Time","inadequately","","","",""
"Never","2000","Part Time","general elemantary","","","",""
"Never","2000","Part Time","middle vocational","","","",""
"Never","2000","Part Time","vocational + Abi","","","",""
"Never","2000","Part Time","higher vocational","","","",""
"Never","2000","Part Time","higher education","","","",""
"Never","2000","Not Working","in school","","","",""
"Never","2000","Not Working","inadequately","","","",""
"Never","2000","Not Working","general elemantary","","","",""
"Never","2000","Not Working","middle vocational","","","",""
"Never","2000","Not Working","vocational + Abi","","","",""
"Never","2000","Not Working","higher vocational","","","",""
"Never","2000","Not Working","higher education","","","",""
"Daily","2001","Full Time","in school","","","",""
"Daily","2001","Full Time","inadequately","","","",""
"Daily","2001","Full Time","general elemantary","","","",""
"Daily","2001","Full Time","middle vocational","","","",""
"Daily","2001","Full Time","vocational + Abi","","","",""
"Daily","2001","Full Time","higher vocational","","","",""
"Daily","2001","Full Time","higher education","","","",""
"Daily","2001","Part Time","in school","","","",""
"Daily","2001","Part Time","inadequately","","","",""
"Daily","2001","Part Time","general elemantary","","","",""
"Daily","2001","Part Time","middle vocational","","","",""
"Daily","2001","Part Time","vocational + Abi","","","",""
"Daily","2001","Part Time","higher vocational","","","",""
"Daily","2001","Part Time","higher education","","","",""
"Daily","2001","Not Working","in school","","","",""
"Daily","2001","Not Working","inadequately","","","",""
"Daily","2001","Not Working","general elemantary","","","",""
"Daily","2001","Not Working","middle vocational","","","",""
"Daily","2001","Not Working","vocational + Abi","","","",""
"Daily","2001","Not Working","higher vocational","","","",""
"Daily","2001","Not Working","higher education","","","",""
"Min 1x per week","2001","Full Time","in school","","","",""
"Min 1x per week","2001","Full Time","inadequately","","","",""
"Min 1x per week","2001","Full Time","general elemantary","","","",""
"Min 1x per week","2001","Full Time","middle vocational","","","",""
