"pli0089","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Brandenburg","(3a) lower tertiary education","","","",""
"Daily","1990","Brandenburg","(3b) higher tertiary education","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Daily","1990","Saxony","(0) in school","","","",""
"Daily","1990","Saxony","(1a) inadequately completed","","","",""
"Daily","1990","Saxony","(1b) general elementary school","","","",""
"Daily","1990","Saxony","(1c) basic vocational qualification","","","",""
"Daily","1990","Saxony","(2b) intermediate general qualification","","","",""
"Daily","1990","Saxony","(2a) intermediate vocational","","","",""
"Daily","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Saxony","(3a) lower tertiary education","","","",""
"Daily","1990","Saxony","(3b) higher tertiary education","","","",""
"Daily","1990","Saxony-Anhalt","(0) in school","","","",""
"Daily","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Daily","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"Daily","1990","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Daily","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Daily","1990","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Daily","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Daily","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Daily","1990","Thuringia","(0) in school","","","",""
"Daily","1990","Thuringia","(1a) inadequately completed","","","",""
"Daily","1990","Thuringia","(1b) general elementary school","","","",""
"Daily","1990","Thuringia","(1c) basic vocational qualification","","","",""
"Daily","1990","Thuringia","(2b) intermediate general qualification","","","",""
"Daily","1990","Thuringia","(2a) intermediate vocational","","","",""
"Daily","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Thuringia","(3a) lower tertiary education","","","",""
"Daily","1990","Thuringia","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Schleswig-Holstein","(0) in school","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1b) general elementary school","4","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1c) basic vocational qualification","8","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2a) intermediate vocational","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1990","Schleswig-Holstein","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Hamburg","(0) in school","","","",""
"Min 1x per week","1990","Hamburg","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Hamburg","(1b) general elementary school","","","",""
"Min 1x per week","1990","Hamburg","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Hamburg","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Hamburg","(2a) intermediate vocational","1","","",""
"Min 1x per week","1990","Hamburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Hamburg","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Hamburg","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Lower Saxony","(0) in school","2","","",""
"Min 1x per week","1990","Lower Saxony","(1a) inadequately completed","3","","",""
"Min 1x per week","1990","Lower Saxony","(1b) general elementary school","11","","",""
"Min 1x per week","1990","Lower Saxony","(1c) basic vocational qualification","27","","",""
"Min 1x per week","1990","Lower Saxony","(2b) intermediate general qualification","8","","",""
"Min 1x per week","1990","Lower Saxony","(2a) intermediate vocational","12","","",""
"Min 1x per week","1990","Lower Saxony","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","1990","Lower Saxony","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1990","Lower Saxony","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Lower Saxony","(3b) higher tertiary education","1","","",""
"Min 1x per week","1990","Bremen","(0) in school","","","",""
"Min 1x per week","1990","Bremen","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Bremen","(1b) general elementary school","","","",""
"Min 1x per week","1990","Bremen","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Bremen","(2b) intermediate general qualification","2","","",""
"Min 1x per week","1990","Bremen","(2a) intermediate vocational","1","","",""
"Min 1x per week","1990","Bremen","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Bremen","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1990","Bremen","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Bremen","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(0) in school","16","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1a) inadequately completed","7","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1b) general elementary school","23","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1c) basic vocational qualification","52","0.0588005299990108","0.0427960892820485","0.0748049707159731"
"Min 1x per week","1990","North Rhine-Westphalia","(2b) intermediate general qualification","11","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(2a) intermediate vocational","24","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(2c_gen) general maturity certificate","14","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","12","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(3a) lower tertiary education","4","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(3b) higher tertiary education","7","","",""
"Min 1x per week","1990","Hesse","(0) in school","2","","",""
"Min 1x per week","1990","Hesse","(1a) inadequately completed","4","","",""
"Min 1x per week","1990","Hesse","(1b) general elementary school","17","","",""
"Min 1x per week","1990","Hesse","(1c) basic vocational qualification","22","","",""
"Min 1x per week","1990","Hesse","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Hesse","(2a) intermediate vocational","15","","",""
"Min 1x per week","1990","Hesse","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1990","Hesse","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per week","1990","Hesse","(3a) lower tertiary education","2","","",""
"Min 1x per week","1990","Hesse","(3b) higher tertiary education","4","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","6","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","31","0.107738797845705","0.0696839431471704","0.14579365254424"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","5","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","3","","",""
"Min 1x per week","1990","Baden-Württemberg","(0) in school","1","","",""
"Min 1x per week","1990","Baden-Württemberg","(1a) inadequately completed","7","","",""
"Min 1x per week","1990","Baden-Württemberg","(1b) general elementary school","49","0.068688056816194","0.0454483527169494","0.0919277609154387"
"Min 1x per week","1990","Baden-Württemberg","(1c) basic vocational qualification","53","0.0666163824547323","0.0467302544211538","0.0865025104883107"
"Min 1x per week","1990","Baden-Württemberg","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1990","Baden-Württemberg","(2a) intermediate vocational","13","","",""
"Min 1x per week","1990","Baden-Württemberg","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","1990","Baden-Württemberg","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per week","1990","Baden-Württemberg","(3a) lower tertiary education","2","","",""
"Min 1x per week","1990","Baden-Württemberg","(3b) higher tertiary education","2","","",""
"Min 1x per week","1990","Bavaria","(0) in school","4","","",""
"Min 1x per week","1990","Bavaria","(1a) inadequately completed","3","","",""
"Min 1x per week","1990","Bavaria","(1b) general elementary school","12","","",""
"Min 1x per week","1990","Bavaria","(1c) basic vocational qualification","55","0.0908706024827366","0.067853045116154","0.113888159849319"
"Min 1x per week","1990","Bavaria","(2b) intermediate general qualification","8","","",""
"Min 1x per week","1990","Bavaria","(2a) intermediate vocational","14","","",""
"Min 1x per week","1990","Bavaria","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1990","Bavaria","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1990","Bavaria","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Bavaria","(3b) higher tertiary education","4","","",""
"Min 1x per week","1990","Berlin","(0) in school","1","","",""
"Min 1x per week","1990","Berlin","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Berlin","(1b) general elementary school","2","","",""
"Min 1x per week","1990","Berlin","(1c) basic vocational qualification","4","","",""
"Min 1x per week","1990","Berlin","(2b) intermediate general qualification","2","","",""
"Min 1x per week","1990","Berlin","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Berlin","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Berlin","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1990","Berlin","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Berlin","(3b) higher tertiary education","2","","",""
"Min 1x per week","1990","Brandenburg","(0) in school","","","",""
"Min 1x per week","1990","Brandenburg","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Brandenburg","(1b) general elementary school","","","",""
"Min 1x per week","1990","Brandenburg","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Brandenburg","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Brandenburg","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Brandenburg","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Brandenburg","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Saxony","(0) in school","","","",""
"Min 1x per week","1990","Saxony","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Saxony","(1b) general elementary school","","","",""
"Min 1x per week","1990","Saxony","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Saxony","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Saxony","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Saxony","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Saxony","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(0) in school","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Thuringia","(0) in school","","","",""
"Min 1x per week","1990","Thuringia","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Thuringia","(1b) general elementary school","","","",""
"Min 1x per week","1990","Thuringia","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Thuringia","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Thuringia","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Thuringia","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Thuringia","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(0) in school","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1b) general elementary school","4","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1c) basic vocational qualification","9","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2a) intermediate vocational","6","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","Hamburg","(0) in school","1","","",""
"Min 1x per month","1990","Hamburg","(1a) inadequately completed","1","","",""
"Min 1x per month","1990","Hamburg","(1b) general elementary school","6","","",""
"Min 1x per month","1990","Hamburg","(1c) basic vocational qualification","7","","",""
"Min 1x per month","1990","Hamburg","(2b) intermediate general qualification","","","",""
"Min 1x per month","1990","Hamburg","(2a) intermediate vocational","3","","",""
"Min 1x per month","1990","Hamburg","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","Hamburg","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Hamburg","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","Lower Saxony","(0) in school","2","","",""
"Min 1x per month","1990","Lower Saxony","(1a) inadequately completed","4","","",""
"Min 1x per month","1990","Lower Saxony","(1b) general elementary school","13","","",""
"Min 1x per month","1990","Lower Saxony","(1c) basic vocational qualification","27","","",""
"Min 1x per month","1990","Lower Saxony","(2b) intermediate general qualification","5","","",""
"Min 1x per month","1990","Lower Saxony","(2a) intermediate vocational","20","","",""
"Min 1x per month","1990","Lower Saxony","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1990","Lower Saxony","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per month","1990","Lower Saxony","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","Lower Saxony","(3b) higher tertiary education","2","","",""
"Min 1x per month","1990","Bremen","(0) in school","","","",""
"Min 1x per month","1990","Bremen","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Bremen","(1b) general elementary school","1","","",""
"Min 1x per month","1990","Bremen","(1c) basic vocational qualification","1","","",""
"Min 1x per month","1990","Bremen","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1990","Bremen","(2a) intermediate vocational","","","",""
"Min 1x per month","1990","Bremen","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","Bremen","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1990","Bremen","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Bremen","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(0) in school","7","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(1a) inadequately completed","7","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(1b) general elementary school","37","0.0637969557286755","0.0430297876859188","0.0845641237714323"
"Min 1x per month","1990","North Rhine-Westphalia","(1c) basic vocational qualification","71","0.0928303095986686","0.0730879885538218","0.112572630643515"
"Min 1x per month","1990","North Rhine-Westphalia","(2b) intermediate general qualification","13","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(2a) intermediate vocational","38","0.0964348266750738","0.0650120227345395","0.127857630615608"
"Min 1x per month","1990","North Rhine-Westphalia","(2c_gen) general maturity certificate","15","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","12","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(3a) lower tertiary education","7","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(3b) higher tertiary education","6","","",""
"Min 1x per month","1990","Hesse","(0) in school","3","","",""
"Min 1x per month","1990","Hesse","(1a) inadequately completed","1","","",""
"Min 1x per month","1990","Hesse","(1b) general elementary school","11","","",""
"Min 1x per month","1990","Hesse","(1c) basic vocational qualification","27","","",""
"Min 1x per month","1990","Hesse","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1990","Hesse","(2a) intermediate vocational","12","","",""
"Min 1x per month","1990","Hesse","(2c_gen) general maturity certificate","6","","",""
"Min 1x per month","1990","Hesse","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1990","Hesse","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Hesse","(3b) higher tertiary education","3","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","3","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","13","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","26","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","6","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","3","","",""
"Min 1x per month","1990","Baden-Württemberg","(0) in school","2","","",""
"Min 1x per month","1990","Baden-Württemberg","(1a) inadequately completed","21","","",""
"Min 1x per month","1990","Baden-Württemberg","(1b) general elementary school","46","0.0716243763170524","0.0479305782028936","0.0953181744312113"
