"pli0089","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Never","1995","Part Time","secondary school degree","442","0.539861682566578","0.504749076615541","0.574974288517614"
"Never","1995","Part Time","college entrance qualification","231","0.532828989825745","0.485617108111865","0.580040871539624"
"Never","1995","Part Time","Other degree","172","0.731015958994315","0.674321469908852","0.787710448079778"
"Never","1995","Part Time","no degree/no degree yet","81","0.653999852870811","0.56550590530658","0.742493800435043"
"Never","1995","Not Working","lower secondary degree","1881","0.782361691644675","0.76598211397623","0.79874126931312"
"Never","1995","Not Working","secondary school degree","563","0.743987037645232","0.714097458362096","0.773876616928368"
"Never","1995","Not Working","college entrance qualification","279","0.641255959723862","0.598392856755317","0.684119062692406"
"Never","1995","Not Working","Other degree","317","0.84272325923631","0.806214997935133","0.879231520537487"
"Never","1995","Not Working","no degree/no degree yet","324","0.494322331124274","0.452538452715154","0.536106209533394"
"Daily","1996","Full Time","lower secondary degree","","","",""
"Daily","1996","Full Time","secondary school degree","","","",""
"Daily","1996","Full Time","college entrance qualification","","","",""
"Daily","1996","Full Time","Other degree","","","",""
"Daily","1996","Full Time","no degree/no degree yet","","","",""
"Daily","1996","Part Time","lower secondary degree","","","",""
"Daily","1996","Part Time","secondary school degree","","","",""
"Daily","1996","Part Time","college entrance qualification","","","",""
"Daily","1996","Part Time","Other degree","","","",""
"Daily","1996","Part Time","no degree/no degree yet","","","",""
"Daily","1996","Not Working","lower secondary degree","","","",""
"Daily","1996","Not Working","secondary school degree","","","",""
"Daily","1996","Not Working","college entrance qualification","","","",""
"Daily","1996","Not Working","Other degree","","","",""
"Daily","1996","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1996","Full Time","lower secondary degree","","","",""
"Min 1x per week","1996","Full Time","secondary school degree","","","",""
"Min 1x per week","1996","Full Time","college entrance qualification","","","",""
"Min 1x per week","1996","Full Time","Other degree","","","",""
"Min 1x per week","1996","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1996","Part Time","lower secondary degree","","","",""
"Min 1x per week","1996","Part Time","secondary school degree","","","",""
"Min 1x per week","1996","Part Time","college entrance qualification","","","",""
"Min 1x per week","1996","Part Time","Other degree","","","",""
"Min 1x per week","1996","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1996","Not Working","lower secondary degree","","","",""
"Min 1x per week","1996","Not Working","secondary school degree","","","",""
"Min 1x per week","1996","Not Working","college entrance qualification","","","",""
"Min 1x per week","1996","Not Working","Other degree","","","",""
"Min 1x per week","1996","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1996","Full Time","lower secondary degree","","","",""
"Min 1x per month","1996","Full Time","secondary school degree","","","",""
"Min 1x per month","1996","Full Time","college entrance qualification","","","",""
"Min 1x per month","1996","Full Time","Other degree","","","",""
"Min 1x per month","1996","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1996","Part Time","lower secondary degree","","","",""
"Min 1x per month","1996","Part Time","secondary school degree","","","",""
"Min 1x per month","1996","Part Time","college entrance qualification","","","",""
"Min 1x per month","1996","Part Time","Other degree","","","",""
"Min 1x per month","1996","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1996","Not Working","lower secondary degree","","","",""
"Min 1x per month","1996","Not Working","secondary school degree","","","",""
"Min 1x per month","1996","Not Working","college entrance qualification","","","",""
"Min 1x per month","1996","Not Working","Other degree","","","",""
"Min 1x per month","1996","Not Working","no degree/no degree yet","","","",""
"Rarely","1996","Full Time","lower secondary degree","","","",""
"Rarely","1996","Full Time","secondary school degree","","","",""
"Rarely","1996","Full Time","college entrance qualification","","","",""
"Rarely","1996","Full Time","Other degree","","","",""
"Rarely","1996","Full Time","no degree/no degree yet","","","",""
"Rarely","1996","Part Time","lower secondary degree","","","",""
"Rarely","1996","Part Time","secondary school degree","","","",""
"Rarely","1996","Part Time","college entrance qualification","","","",""
"Rarely","1996","Part Time","Other degree","","","",""
"Rarely","1996","Part Time","no degree/no degree yet","","","",""
"Rarely","1996","Not Working","lower secondary degree","","","",""
"Rarely","1996","Not Working","secondary school degree","","","",""
"Rarely","1996","Not Working","college entrance qualification","","","",""
"Rarely","1996","Not Working","Other degree","","","",""
"Rarely","1996","Not Working","no degree/no degree yet","","","",""
"Never","1996","Full Time","lower secondary degree","","","",""
"Never","1996","Full Time","secondary school degree","","","",""
"Never","1996","Full Time","college entrance qualification","","","",""
"Never","1996","Full Time","Other degree","","","",""
"Never","1996","Full Time","no degree/no degree yet","","","",""
"Never","1996","Part Time","lower secondary degree","","","",""
"Never","1996","Part Time","secondary school degree","","","",""
"Never","1996","Part Time","college entrance qualification","","","",""
"Never","1996","Part Time","Other degree","","","",""
"Never","1996","Part Time","no degree/no degree yet","","","",""
"Never","1996","Not Working","lower secondary degree","","","",""
"Never","1996","Not Working","secondary school degree","","","",""
"Never","1996","Not Working","college entrance qualification","","","",""
"Never","1996","Not Working","Other degree","","","",""
"Never","1996","Not Working","no degree/no degree yet","","","",""
"Daily","1997","Full Time","lower secondary degree","","","",""
"Daily","1997","Full Time","secondary school degree","","","",""
"Daily","1997","Full Time","college entrance qualification","","","",""
"Daily","1997","Full Time","Other degree","","","",""
"Daily","1997","Full Time","no degree/no degree yet","","","",""
"Daily","1997","Part Time","lower secondary degree","","","",""
"Daily","1997","Part Time","secondary school degree","","","",""
"Daily","1997","Part Time","college entrance qualification","","","",""
"Daily","1997","Part Time","Other degree","","","",""
"Daily","1997","Part Time","no degree/no degree yet","","","",""
"Daily","1997","Not Working","lower secondary degree","","","",""
"Daily","1997","Not Working","secondary school degree","","","",""
"Daily","1997","Not Working","college entrance qualification","","","",""
"Daily","1997","Not Working","Other degree","","","",""
"Daily","1997","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1997","Full Time","lower secondary degree","","","",""
"Min 1x per week","1997","Full Time","secondary school degree","","","",""
"Min 1x per week","1997","Full Time","college entrance qualification","","","",""
"Min 1x per week","1997","Full Time","Other degree","","","",""
"Min 1x per week","1997","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1997","Part Time","lower secondary degree","","","",""
"Min 1x per week","1997","Part Time","secondary school degree","","","",""
"Min 1x per week","1997","Part Time","college entrance qualification","","","",""
"Min 1x per week","1997","Part Time","Other degree","","","",""
"Min 1x per week","1997","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1997","Not Working","lower secondary degree","","","",""
"Min 1x per week","1997","Not Working","secondary school degree","","","",""
"Min 1x per week","1997","Not Working","college entrance qualification","","","",""
"Min 1x per week","1997","Not Working","Other degree","","","",""
"Min 1x per week","1997","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1997","Full Time","lower secondary degree","","","",""
"Min 1x per month","1997","Full Time","secondary school degree","","","",""
"Min 1x per month","1997","Full Time","college entrance qualification","","","",""
"Min 1x per month","1997","Full Time","Other degree","","","",""
"Min 1x per month","1997","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1997","Part Time","lower secondary degree","","","",""
"Min 1x per month","1997","Part Time","secondary school degree","","","",""
"Min 1x per month","1997","Part Time","college entrance qualification","","","",""
"Min 1x per month","1997","Part Time","Other degree","","","",""
"Min 1x per month","1997","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1997","Not Working","lower secondary degree","","","",""
"Min 1x per month","1997","Not Working","secondary school degree","","","",""
"Min 1x per month","1997","Not Working","college entrance qualification","","","",""
"Min 1x per month","1997","Not Working","Other degree","","","",""
"Min 1x per month","1997","Not Working","no degree/no degree yet","","","",""
"Rarely","1997","Full Time","lower secondary degree","","","",""
"Rarely","1997","Full Time","secondary school degree","","","",""
"Rarely","1997","Full Time","college entrance qualification","","","",""
"Rarely","1997","Full Time","Other degree","","","",""
"Rarely","1997","Full Time","no degree/no degree yet","","","",""
"Rarely","1997","Part Time","lower secondary degree","","","",""
"Rarely","1997","Part Time","secondary school degree","","","",""
"Rarely","1997","Part Time","college entrance qualification","","","",""
"Rarely","1997","Part Time","Other degree","","","",""
"Rarely","1997","Part Time","no degree/no degree yet","","","",""
"Rarely","1997","Not Working","lower secondary degree","","","",""
"Rarely","1997","Not Working","secondary school degree","","","",""
"Rarely","1997","Not Working","college entrance qualification","","","",""
"Rarely","1997","Not Working","Other degree","","","",""
"Rarely","1997","Not Working","no degree/no degree yet","","","",""
"Never","1997","Full Time","lower secondary degree","","","",""
"Never","1997","Full Time","secondary school degree","","","",""
"Never","1997","Full Time","college entrance qualification","","","",""
"Never","1997","Full Time","Other degree","","","",""
"Never","1997","Full Time","no degree/no degree yet","","","",""
"Never","1997","Part Time","lower secondary degree","","","",""
"Never","1997","Part Time","secondary school degree","","","",""
"Never","1997","Part Time","college entrance qualification","","","",""
"Never","1997","Part Time","Other degree","","","",""
"Never","1997","Part Time","no degree/no degree yet","","","",""
"Never","1997","Not Working","lower secondary degree","","","",""
"Never","1997","Not Working","secondary school degree","","","",""
"Never","1997","Not Working","college entrance qualification","","","",""
"Never","1997","Not Working","Other degree","","","",""
"Never","1997","Not Working","no degree/no degree yet","","","",""
"Daily","1998","Full Time","lower secondary degree","6","","",""
"Daily","1998","Full Time","secondary school degree","1","","",""
"Daily","1998","Full Time","college entrance qualification","","","",""
"Daily","1998","Full Time","Other degree","","","",""
"Daily","1998","Full Time","no degree/no degree yet","","","",""
"Daily","1998","Part Time","lower secondary degree","1","","",""
"Daily","1998","Part Time","secondary school degree","1","","",""
"Daily","1998","Part Time","college entrance qualification","1","","",""
"Daily","1998","Part Time","Other degree","","","",""
"Daily","1998","Part Time","no degree/no degree yet","","","",""
"Daily","1998","Not Working","lower secondary degree","4","","",""
"Daily","1998","Not Working","secondary school degree","","","",""
"Daily","1998","Not Working","college entrance qualification","2","","",""
"Daily","1998","Not Working","Other degree","","","",""
"Daily","1998","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1998","Full Time","lower secondary degree","132","0.0722757924416339","0.0606447003458663","0.0839068845374015"
"Min 1x per week","1998","Full Time","secondary school degree","135","0.0717109082004169","0.0605962233455697","0.0828255930552641"
"Min 1x per week","1998","Full Time","college entrance qualification","42","0.0416695893487321","0.0301748473919356","0.0531643313055286"
"Min 1x per week","1998","Full Time","Other degree","23","","",""
"Min 1x per week","1998","Full Time","no degree/no degree yet","8","","",""
"Min 1x per week","1998","Part Time","lower secondary degree","59","0.0656380676921629","0.0501960132051668","0.0810801221791589"
"Min 1x per week","1998","Part Time","secondary school degree","49","0.0607809221549616","0.0450216979428585","0.0765401463670646"
"Min 1x per week","1998","Part Time","college entrance qualification","23","","",""
"Min 1x per week","1998","Part Time","Other degree","16","","",""
"Min 1x per week","1998","Part Time","no degree/no degree yet","8","","",""
"Min 1x per week","1998","Not Working","lower secondary degree","69","0.0250485519266877","0.0191551154701551","0.0309419883832203"
"Min 1x per week","1998","Not Working","secondary school degree","38","0.0338402872604118","0.0220336239655722","0.0456469505552515"
"Min 1x per week","1998","Not Working","college entrance qualification","24","","",""
"Min 1x per week","1998","Not Working","Other degree","6","","",""
"Min 1x per week","1998","Not Working","no degree/no degree yet","45","0.093887129955711","0.0697082394694313","0.118066020441991"
"Min 1x per month","1998","Full Time","lower secondary degree","217","0.109481172934662","0.0954560753206893","0.123506270548635"
"Min 1x per month","1998","Full Time","secondary school degree","193","0.105727153987756","0.0924809569425628","0.118973351032949"
"Min 1x per month","1998","Full Time","college entrance qualification","110","0.105226275837667","0.0875760327001601","0.122876518975174"
"Min 1x per month","1998","Full Time","Other degree","22","","",""
"Min 1x per month","1998","Full Time","no degree/no degree yet","12","","",""
"Min 1x per month","1998","Part Time","lower secondary degree","73","0.0637247991201948","0.0484938973756281","0.0789557008647615"
"Min 1x per month","1998","Part Time","secondary school degree","66","0.0757663076427181","0.0583122382219629","0.0932203770634732"
"Min 1x per month","1998","Part Time","college entrance qualification","38","0.0804891806667986","0.0561517544746431","0.104826606858954"
"Min 1x per month","1998","Part Time","Other degree","15","","",""
"Min 1x per month","1998","Part Time","no degree/no degree yet","8","","",""
"Min 1x per month","1998","Not Working","lower secondary degree","131","0.0438183008806912","0.0360988967294203","0.0515377050319621"
"Min 1x per month","1998","Not Working","secondary school degree","46","0.0396623900490798","0.0269189375369766","0.0524058425611831"
"Min 1x per month","1998","Not Working","college entrance qualification","55","0.0900501989754017","0.0663416413613389","0.113758756589465"
"Min 1x per month","1998","Not Working","Other degree","12","","",""
"Min 1x per month","1998","Not Working","no degree/no degree yet","58","0.12330564000694","0.0960499134046612","0.150561366609219"
"Rarely","1998","Full Time","lower secondary degree","690","0.370997107291387","0.349298782679984","0.39269543190279"
"Rarely","1998","Full Time","secondary school degree","769","0.374040834306928","0.353196144902445","0.39488552371141"
"Rarely","1998","Full Time","college entrance qualification","464","0.386932234664116","0.358916392768743","0.414948076559489"
"Rarely","1998","Full Time","Other degree","100","0.290532017026191","0.245702570153716","0.335361463898666"
"Rarely","1998","Full Time","no degree/no degree yet","24","","",""
"Rarely","1998","Part Time","lower secondary degree","303","0.313296106652325","0.284373870188193","0.342218343116457"
"Rarely","1998","Part Time","secondary school degree","317","0.383105212763154","0.351040133329569","0.415170292196738"
"Rarely","1998","Part Time","college entrance qualification","170","0.335194027055296","0.292963834246175","0.377424219864417"
"Rarely","1998","Part Time","Other degree","44","0.282783929000194","0.224582112229848","0.340985745770539"
"Rarely","1998","Part Time","no degree/no degree yet","25","","",""
"Rarely","1998","Not Working","lower secondary degree","498","0.183037833895445","0.168454487049513","0.197621180741378"
"Rarely","1998","Not Working","secondary school degree","239","0.258638462215161","0.230046281791507","0.287230642638815"
"Rarely","1998","Not Working","college entrance qualification","172","0.274815236772955","0.237841034156938","0.311789439388972"
"Rarely","1998","Not Working","Other degree","62","0.127382102902231","0.0933646984958884","0.161399507308574"
"Rarely","1998","Not Working","no degree/no degree yet","159","0.311759952539031","0.273360739819218","0.350159165258844"
"Never","1998","Full Time","lower secondary degree","859","0.444726764422471","0.422405714294172","0.46704781455077"
"Never","1998","Full Time","secondary school degree","972","0.447751722213945","0.426330278559668","0.469173165868221"
"Never","1998","Full Time","college entrance qualification","545","0.466171900149485","0.437476932314432","0.494866867984537"
"Never","1998","Full Time","Other degree","249","0.616520846439426","0.568509405194781","0.664532287684071"
"Never","1998","Full Time","no degree/no degree yet","87","0.707487370478935","0.629586179037709","0.785388561920162"
"Never","1998","Part Time","lower secondary degree","552","0.556343516332253","0.525364719198765","0.587322313465742"
"Never","1998","Part Time","secondary school degree","450","0.479688764331751","0.44673696650124","0.512640562162261"
"Never","1998","Part Time","college entrance qualification","248","0.532219815696938","0.487582928314386","0.57685670307949"
"Never","1998","Part Time","Other degree","155","0.607027895669804","0.543907551402689","0.67014823993692"
"Never","1998","Part Time","no degree/no degree yet","73","0.638813206990948","0.550637583480228","0.726988830501667"
"Never","1998","Not Working","lower secondary degree","1999","0.746728980283167","0.730328368386001","0.763129592180333"
"Never","1998","Not Working","secondary school degree","578","0.667858860475347","0.637105726710903","0.698611994239792"
"Never","1998","Not Working","college entrance qualification","307","0.601937164551333","0.561395136228143","0.642479192874523"
"Never","1998","Not Working","Other degree","289","0.805136052459628","0.764721730864091","0.845550374055165"
"Never","1998","Not Working","no degree/no degree yet","297","0.471047277498317","0.429668003708189","0.512426551288445"
"Daily","1999","Full Time","lower secondary degree","","","",""
"Daily","1999","Full Time","secondary school degree","","","",""
"Daily","1999","Full Time","college entrance qualification","","","",""
"Daily","1999","Full Time","Other degree","","","",""
"Daily","1999","Full Time","no degree/no degree yet","","","",""
"Daily","1999","Part Time","lower secondary degree","","","",""
"Daily","1999","Part Time","secondary school degree","","","",""
"Daily","1999","Part Time","college entrance qualification","","","",""
"Daily","1999","Part Time","Other degree","","","",""
"Daily","1999","Part Time","no degree/no degree yet","","","",""
"Daily","1999","Not Working","lower secondary degree","","","",""
"Daily","1999","Not Working","secondary school degree","","","",""
"Daily","1999","Not Working","college entrance qualification","","","",""
"Daily","1999","Not Working","Other degree","","","",""
"Daily","1999","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1999","Full Time","lower secondary degree","","","",""
"Min 1x per week","1999","Full Time","secondary school degree","","","",""
"Min 1x per week","1999","Full Time","college entrance qualification","","","",""
"Min 1x per week","1999","Full Time","Other degree","","","",""
"Min 1x per week","1999","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1999","Part Time","lower secondary degree","","","",""
"Min 1x per week","1999","Part Time","secondary school degree","","","",""
"Min 1x per week","1999","Part Time","college entrance qualification","","","",""
"Min 1x per week","1999","Part Time","Other degree","","","",""
"Min 1x per week","1999","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1999","Not Working","lower secondary degree","","","",""
"Min 1x per week","1999","Not Working","secondary school degree","","","",""
"Min 1x per week","1999","Not Working","college entrance qualification","","","",""
"Min 1x per week","1999","Not Working","Other degree","","","",""
"Min 1x per week","1999","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1999","Full Time","lower secondary degree","","","",""
"Min 1x per month","1999","Full Time","secondary school degree","","","",""
"Min 1x per month","1999","Full Time","college entrance qualification","","","",""
"Min 1x per month","1999","Full Time","Other degree","","","",""
"Min 1x per month","1999","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1999","Part Time","lower secondary degree","","","",""
"Min 1x per month","1999","Part Time","secondary school degree","","","",""
"Min 1x per month","1999","Part Time","college entrance qualification","","","",""
"Min 1x per month","1999","Part Time","Other degree","","","",""
"Min 1x per month","1999","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1999","Not Working","lower secondary degree","","","",""
"Min 1x per month","1999","Not Working","secondary school degree","","","",""
"Min 1x per month","1999","Not Working","college entrance qualification","","","",""
"Min 1x per month","1999","Not Working","Other degree","","","",""
"Min 1x per month","1999","Not Working","no degree/no degree yet","","","",""
"Rarely","1999","Full Time","lower secondary degree","","","",""
"Rarely","1999","Full Time","secondary school degree","","","",""
"Rarely","1999","Full Time","college entrance qualification","","","",""
"Rarely","1999","Full Time","Other degree","","","",""
"Rarely","1999","Full Time","no degree/no degree yet","","","",""
"Rarely","1999","Part Time","lower secondary degree","","","",""
"Rarely","1999","Part Time","secondary school degree","","","",""
"Rarely","1999","Part Time","college entrance qualification","","","",""
"Rarely","1999","Part Time","Other degree","","","",""
"Rarely","1999","Part Time","no degree/no degree yet","","","",""
"Rarely","1999","Not Working","lower secondary degree","","","",""
"Rarely","1999","Not Working","secondary school degree","","","",""
"Rarely","1999","Not Working","college entrance qualification","","","",""
"Rarely","1999","Not Working","Other degree","","","",""
"Rarely","1999","Not Working","no degree/no degree yet","","","",""
"Never","1999","Full Time","lower secondary degree","","","",""
"Never","1999","Full Time","secondary school degree","","","",""
"Never","1999","Full Time","college entrance qualification","","","",""
"Never","1999","Full Time","Other degree","","","",""
"Never","1999","Full Time","no degree/no degree yet","","","",""
"Never","1999","Part Time","lower secondary degree","","","",""
"Never","1999","Part Time","secondary school degree","","","",""
"Never","1999","Part Time","college entrance qualification","","","",""
"Never","1999","Part Time","Other degree","","","",""
"Never","1999","Part Time","no degree/no degree yet","","","",""
"Never","1999","Not Working","lower secondary degree","","","",""
"Never","1999","Not Working","secondary school degree","","","",""
"Never","1999","Not Working","college entrance qualification","","","",""
"Never","1999","Not Working","Other degree","","","",""
"Never","1999","Not Working","no degree/no degree yet","","","",""
"Daily","2000","Full Time","lower secondary degree","","","",""
"Daily","2000","Full Time","secondary school degree","","","",""
"Daily","2000","Full Time","college entrance qualification","","","",""
"Daily","2000","Full Time","Other degree","","","",""
"Daily","2000","Full Time","no degree/no degree yet","","","",""
"Daily","2000","Part Time","lower secondary degree","","","",""
"Daily","2000","Part Time","secondary school degree","","","",""
"Daily","2000","Part Time","college entrance qualification","","","",""
"Daily","2000","Part Time","Other degree","","","",""
"Daily","2000","Part Time","no degree/no degree yet","","","",""
"Daily","2000","Not Working","lower secondary degree","","","",""
"Daily","2000","Not Working","secondary school degree","","","",""
"Daily","2000","Not Working","college entrance qualification","","","",""
"Daily","2000","Not Working","Other degree","","","",""
"Daily","2000","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","2000","Full Time","lower secondary degree","","","",""
"Min 1x per week","2000","Full Time","secondary school degree","","","",""
"Min 1x per week","2000","Full Time","college entrance qualification","","","",""
"Min 1x per week","2000","Full Time","Other degree","","","",""
"Min 1x per week","2000","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","2000","Part Time","lower secondary degree","","","",""
"Min 1x per week","2000","Part Time","secondary school degree","","","",""
"Min 1x per week","2000","Part Time","college entrance qualification","","","",""
"Min 1x per week","2000","Part Time","Other degree","","","",""
"Min 1x per week","2000","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","2000","Not Working","lower secondary degree","","","",""
"Min 1x per week","2000","Not Working","secondary school degree","","","",""
"Min 1x per week","2000","Not Working","college entrance qualification","","","",""
"Min 1x per week","2000","Not Working","Other degree","","","",""
"Min 1x per week","2000","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","2000","Full Time","lower secondary degree","","","",""
"Min 1x per month","2000","Full Time","secondary school degree","","","",""
"Min 1x per month","2000","Full Time","college entrance qualification","","","",""
"Min 1x per month","2000","Full Time","Other degree","","","",""
"Min 1x per month","2000","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","2000","Part Time","lower secondary degree","","","",""
"Min 1x per month","2000","Part Time","secondary school degree","","","",""
"Min 1x per month","2000","Part Time","college entrance qualification","","","",""
"Min 1x per month","2000","Part Time","Other degree","","","",""
"Min 1x per month","2000","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","2000","Not Working","lower secondary degree","","","",""
"Min 1x per month","2000","Not Working","secondary school degree","","","",""
"Min 1x per month","2000","Not Working","college entrance qualification","","","",""
"Min 1x per month","2000","Not Working","Other degree","","","",""
"Min 1x per month","2000","Not Working","no degree/no degree yet","","","",""
"Rarely","2000","Full Time","lower secondary degree","","","",""
"Rarely","2000","Full Time","secondary school degree","","","",""
"Rarely","2000","Full Time","college entrance qualification","","","",""
"Rarely","2000","Full Time","Other degree","","","",""
"Rarely","2000","Full Time","no degree/no degree yet","","","",""
"Rarely","2000","Part Time","lower secondary degree","","","",""
"Rarely","2000","Part Time","secondary school degree","","","",""
"Rarely","2000","Part Time","college entrance qualification","","","",""
"Rarely","2000","Part Time","Other degree","","","",""
"Rarely","2000","Part Time","no degree/no degree yet","","","",""
"Rarely","2000","Not Working","lower secondary degree","","","",""
"Rarely","2000","Not Working","secondary school degree","","","",""
"Rarely","2000","Not Working","college entrance qualification","","","",""
"Rarely","2000","Not Working","Other degree","","","",""
"Rarely","2000","Not Working","no degree/no degree yet","","","",""
"Never","2000","Full Time","lower secondary degree","","","",""
"Never","2000","Full Time","secondary school degree","","","",""
"Never","2000","Full Time","college entrance qualification","","","",""
"Never","2000","Full Time","Other degree","","","",""
"Never","2000","Full Time","no degree/no degree yet","","","",""
"Never","2000","Part Time","lower secondary degree","","","",""
"Never","2000","Part Time","secondary school degree","","","",""
"Never","2000","Part Time","college entrance qualification","","","",""
"Never","2000","Part Time","Other degree","","","",""
"Never","2000","Part Time","no degree/no degree yet","","","",""
"Never","2000","Not Working","lower secondary degree","","","",""
"Never","2000","Not Working","secondary school degree","","","",""
"Never","2000","Not Working","college entrance qualification","","","",""
"Never","2000","Not Working","Other degree","","","",""
"Never","2000","Not Working","no degree/no degree yet","","","",""
"Daily","2001","Full Time","lower secondary degree","","","",""
"Daily","2001","Full Time","secondary school degree","","","",""
"Daily","2001","Full Time","college entrance qualification","","","",""
"Daily","2001","Full Time","Other degree","","","",""
"Daily","2001","Full Time","no degree/no degree yet","","","",""
"Daily","2001","Part Time","lower secondary degree","","","",""
"Daily","2001","Part Time","secondary school degree","","","",""
"Daily","2001","Part Time","college entrance qualification","","","",""
"Daily","2001","Part Time","Other degree","","","",""
"Daily","2001","Part Time","no degree/no degree yet","","","",""
"Daily","2001","Not Working","lower secondary degree","","","",""
"Daily","2001","Not Working","secondary school degree","","","",""
"Daily","2001","Not Working","college entrance qualification","","","",""
"Daily","2001","Not Working","Other degree","","","",""
"Daily","2001","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","2001","Full Time","lower secondary degree","","","",""
"Min 1x per week","2001","Full Time","secondary school degree","","","",""
"Min 1x per week","2001","Full Time","college entrance qualification","","","",""
"Min 1x per week","2001","Full Time","Other degree","","","",""
"Min 1x per week","2001","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","2001","Part Time","lower secondary degree","","","",""
"Min 1x per week","2001","Part Time","secondary school degree","","","",""
"Min 1x per week","2001","Part Time","college entrance qualification","","","",""
"Min 1x per week","2001","Part Time","Other degree","","","",""
"Min 1x per week","2001","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","2001","Not Working","lower secondary degree","","","",""
"Min 1x per week","2001","Not Working","secondary school degree","","","",""
"Min 1x per week","2001","Not Working","college entrance qualification","","","",""
"Min 1x per week","2001","Not Working","Other degree","","","",""
"Min 1x per week","2001","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","2001","Full Time","lower secondary degree","","","",""
"Min 1x per month","2001","Full Time","secondary school degree","","","",""
"Min 1x per month","2001","Full Time","college entrance qualification","","","",""
"Min 1x per month","2001","Full Time","Other degree","","","",""
"Min 1x per month","2001","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","2001","Part Time","lower secondary degree","","","",""
"Min 1x per month","2001","Part Time","secondary school degree","","","",""
"Min 1x per month","2001","Part Time","college entrance qualification","","","",""
"Min 1x per month","2001","Part Time","Other degree","","","",""
"Min 1x per month","2001","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","2001","Not Working","lower secondary degree","","","",""
"Min 1x per month","2001","Not Working","secondary school degree","","","",""
"Min 1x per month","2001","Not Working","college entrance qualification","","","",""
"Min 1x per month","2001","Not Working","Other degree","","","",""
"Min 1x per month","2001","Not Working","no degree/no degree yet","","","",""
"Rarely","2001","Full Time","lower secondary degree","","","",""
"Rarely","2001","Full Time","secondary school degree","","","",""
"Rarely","2001","Full Time","college entrance qualification","","","",""
"Rarely","2001","Full Time","Other degree","","","",""
"Rarely","2001","Full Time","no degree/no degree yet","","","",""
"Rarely","2001","Part Time","lower secondary degree","","","",""
"Rarely","2001","Part Time","secondary school degree","","","",""
"Rarely","2001","Part Time","college entrance qualification","","","",""
"Rarely","2001","Part Time","Other degree","","","",""
"Rarely","2001","Part Time","no degree/no degree yet","","","",""
"Rarely","2001","Not Working","lower secondary degree","","","",""
"Rarely","2001","Not Working","secondary school degree","","","",""
"Rarely","2001","Not Working","college entrance qualification","","","",""
"Rarely","2001","Not Working","Other degree","","","",""
"Rarely","2001","Not Working","no degree/no degree yet","","","",""
"Never","2001","Full Time","lower secondary degree","","","",""
"Never","2001","Full Time","secondary school degree","","","",""
"Never","2001","Full Time","college entrance qualification","","","",""
"Never","2001","Full Time","Other degree","","","",""
"Never","2001","Full Time","no degree/no degree yet","","","",""
"Never","2001","Part Time","lower secondary degree","","","",""
"Never","2001","Part Time","secondary school degree","","","",""
"Never","2001","Part Time","college entrance qualification","","","",""
"Never","2001","Part Time","Other degree","","","",""
"Never","2001","Part Time","no degree/no degree yet","","","",""
"Never","2001","Not Working","lower secondary degree","","","",""
"Never","2001","Not Working","secondary school degree","","","",""
"Never","2001","Not Working","college entrance qualification","","","",""
"Never","2001","Not Working","Other degree","","","",""
"Never","2001","Not Working","no degree/no degree yet","","","",""
"Daily","2002","Full Time","lower secondary degree","","","",""
"Daily","2002","Full Time","secondary school degree","","","",""
"Daily","2002","Full Time","college entrance qualification","","","",""
"Daily","2002","Full Time","Other degree","","","",""
"Daily","2002","Full Time","no degree/no degree yet","","","",""
"Daily","2002","Part Time","lower secondary degree","","","",""
"Daily","2002","Part Time","secondary school degree","","","",""
"Daily","2002","Part Time","college entrance qualification","","","",""
"Daily","2002","Part Time","Other degree","","","",""
