"pli0089","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Daily","1991","Saxony-Anhalt","Urban Area","","","",""
"Daily","1991","Saxony-Anhalt","Rural Area","","","",""
"Daily","1991","Thuringia","Urban Area","","","",""
"Daily","1991","Thuringia","Rural Area","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","1991","Hamburg","Urban Area","","","",""
"Min 1x per week","1991","Hamburg","Rural Area","","","",""
"Min 1x per week","1991","Lower Saxony","Urban Area","","","",""
"Min 1x per week","1991","Lower Saxony","Rural Area","","","",""
"Min 1x per week","1991","Bremen","Urban Area","","","",""
"Min 1x per week","1991","Bremen","Rural Area","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","1991","Hesse","Urban Area","","","",""
"Min 1x per week","1991","Hesse","Rural Area","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","1991","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","1991","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","1991","Bavaria","Urban Area","","","",""
"Min 1x per week","1991","Bavaria","Rural Area","","","",""
"Min 1x per week","1991","Berlin","Urban Area","","","",""
"Min 1x per week","1991","Berlin","Rural Area","","","",""
"Min 1x per week","1991","Brandenburg","Urban Area","","","",""
"Min 1x per week","1991","Brandenburg","Rural Area","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","1991","Saxony","Urban Area","","","",""
"Min 1x per week","1991","Saxony","Rural Area","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","1991","Thuringia","Urban Area","","","",""
"Min 1x per week","1991","Thuringia","Rural Area","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","1991","Hamburg","Urban Area","","","",""
"Min 1x per month","1991","Hamburg","Rural Area","","","",""
"Min 1x per month","1991","Lower Saxony","Urban Area","","","",""
"Min 1x per month","1991","Lower Saxony","Rural Area","","","",""
"Min 1x per month","1991","Bremen","Urban Area","","","",""
"Min 1x per month","1991","Bremen","Rural Area","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","1991","Hesse","Urban Area","","","",""
"Min 1x per month","1991","Hesse","Rural Area","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","1991","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","1991","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","1991","Bavaria","Urban Area","","","",""
"Min 1x per month","1991","Bavaria","Rural Area","","","",""
"Min 1x per month","1991","Berlin","Urban Area","","","",""
"Min 1x per month","1991","Berlin","Rural Area","","","",""
"Min 1x per month","1991","Brandenburg","Urban Area","","","",""
"Min 1x per month","1991","Brandenburg","Rural Area","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","1991","Saxony","Urban Area","","","",""
"Min 1x per month","1991","Saxony","Rural Area","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","1991","Thuringia","Urban Area","","","",""
"Min 1x per month","1991","Thuringia","Rural Area","","","",""
"Rarely","1991","Schleswig-Holstein","Urban Area","","","",""
"Rarely","1991","Schleswig-Holstein","Rural Area","","","",""
"Rarely","1991","Hamburg","Urban Area","","","",""
"Rarely","1991","Hamburg","Rural Area","","","",""
"Rarely","1991","Lower Saxony","Urban Area","","","",""
"Rarely","1991","Lower Saxony","Rural Area","","","",""
"Rarely","1991","Bremen","Urban Area","","","",""
"Rarely","1991","Bremen","Rural Area","","","",""
"Rarely","1991","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","1991","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","1991","Hesse","Urban Area","","","",""
"Rarely","1991","Hesse","Rural Area","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","1991","Baden-Württemberg","Urban Area","","","",""
"Rarely","1991","Baden-Württemberg","Rural Area","","","",""
"Rarely","1991","Bavaria","Urban Area","","","",""
"Rarely","1991","Bavaria","Rural Area","","","",""
"Rarely","1991","Berlin","Urban Area","","","",""
"Rarely","1991","Berlin","Rural Area","","","",""
"Rarely","1991","Brandenburg","Urban Area","","","",""
"Rarely","1991","Brandenburg","Rural Area","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","1991","Saxony","Urban Area","","","",""
"Rarely","1991","Saxony","Rural Area","","","",""
"Rarely","1991","Saxony-Anhalt","Urban Area","","","",""
"Rarely","1991","Saxony-Anhalt","Rural Area","","","",""
"Rarely","1991","Thuringia","Urban Area","","","",""
"Rarely","1991","Thuringia","Rural Area","","","",""
"Never","1991","Schleswig-Holstein","Urban Area","","","",""
"Never","1991","Schleswig-Holstein","Rural Area","","","",""
"Never","1991","Hamburg","Urban Area","","","",""
"Never","1991","Hamburg","Rural Area","","","",""
"Never","1991","Lower Saxony","Urban Area","","","",""
"Never","1991","Lower Saxony","Rural Area","","","",""
"Never","1991","Bremen","Urban Area","","","",""
"Never","1991","Bremen","Rural Area","","","",""
"Never","1991","North Rhine-Westphalia","Urban Area","","","",""
"Never","1991","North Rhine-Westphalia","Rural Area","","","",""
"Never","1991","Hesse","Urban Area","","","",""
"Never","1991","Hesse","Rural Area","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","1991","Baden-Württemberg","Urban Area","","","",""
"Never","1991","Baden-Württemberg","Rural Area","","","",""
"Never","1991","Bavaria","Urban Area","","","",""
"Never","1991","Bavaria","Rural Area","","","",""
"Never","1991","Berlin","Urban Area","","","",""
"Never","1991","Berlin","Rural Area","","","",""
"Never","1991","Brandenburg","Urban Area","","","",""
"Never","1991","Brandenburg","Rural Area","","","",""
"Never","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Never","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Never","1991","Saxony","Urban Area","","","",""
"Never","1991","Saxony","Rural Area","","","",""
"Never","1991","Saxony-Anhalt","Urban Area","","","",""
"Never","1991","Saxony-Anhalt","Rural Area","","","",""
"Never","1991","Thuringia","Urban Area","","","",""
"Never","1991","Thuringia","Rural Area","","","",""
"Daily","1992","Schleswig-Holstein","Urban Area","","","",""
"Daily","1992","Schleswig-Holstein","Rural Area","","","",""
"Daily","1992","Hamburg","Urban Area","","","",""
"Daily","1992","Hamburg","Rural Area","","","",""
"Daily","1992","Lower Saxony","Urban Area","","","",""
"Daily","1992","Lower Saxony","Rural Area","","","",""
"Daily","1992","Bremen","Urban Area","","","",""
"Daily","1992","Bremen","Rural Area","","","",""
"Daily","1992","North Rhine-Westphalia","Urban Area","","","",""
"Daily","1992","North Rhine-Westphalia","Rural Area","","","",""
"Daily","1992","Hesse","Urban Area","","","",""
"Daily","1992","Hesse","Rural Area","","","",""
"Daily","1992","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","1992","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","1992","Baden-Württemberg","Urban Area","","","",""
"Daily","1992","Baden-Württemberg","Rural Area","","","",""
"Daily","1992","Bavaria","Urban Area","","","",""
"Daily","1992","Bavaria","Rural Area","","","",""
"Daily","1992","Berlin","Urban Area","","","",""
"Daily","1992","Berlin","Rural Area","","","",""
"Daily","1992","Brandenburg","Urban Area","","","",""
"Daily","1992","Brandenburg","Rural Area","","","",""
"Daily","1992","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","1992","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","1992","Saxony","Urban Area","","","",""
"Daily","1992","Saxony","Rural Area","","","",""
"Daily","1992","Saxony-Anhalt","Urban Area","","","",""
"Daily","1992","Saxony-Anhalt","Rural Area","","","",""
"Daily","1992","Thuringia","Urban Area","","","",""
"Daily","1992","Thuringia","Rural Area","","","",""
"Min 1x per week","1992","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","1992","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","1992","Hamburg","Urban Area","","","",""
"Min 1x per week","1992","Hamburg","Rural Area","","","",""
"Min 1x per week","1992","Lower Saxony","Urban Area","","","",""
"Min 1x per week","1992","Lower Saxony","Rural Area","","","",""
"Min 1x per week","1992","Bremen","Urban Area","","","",""
"Min 1x per week","1992","Bremen","Rural Area","","","",""
"Min 1x per week","1992","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","1992","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","1992","Hesse","Urban Area","","","",""
"Min 1x per week","1992","Hesse","Rural Area","","","",""
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","1992","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","1992","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","1992","Bavaria","Urban Area","","","",""
"Min 1x per week","1992","Bavaria","Rural Area","","","",""
"Min 1x per week","1992","Berlin","Urban Area","","","",""
"Min 1x per week","1992","Berlin","Rural Area","","","",""
"Min 1x per week","1992","Brandenburg","Urban Area","","","",""
"Min 1x per week","1992","Brandenburg","Rural Area","","","",""
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","1992","Saxony","Urban Area","","","",""
"Min 1x per week","1992","Saxony","Rural Area","","","",""
"Min 1x per week","1992","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","1992","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","1992","Thuringia","Urban Area","","","",""
"Min 1x per week","1992","Thuringia","Rural Area","","","",""
"Min 1x per month","1992","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","1992","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","1992","Hamburg","Urban Area","","","",""
"Min 1x per month","1992","Hamburg","Rural Area","","","",""
"Min 1x per month","1992","Lower Saxony","Urban Area","","","",""
"Min 1x per month","1992","Lower Saxony","Rural Area","","","",""
"Min 1x per month","1992","Bremen","Urban Area","","","",""
"Min 1x per month","1992","Bremen","Rural Area","","","",""
"Min 1x per month","1992","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","1992","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","1992","Hesse","Urban Area","","","",""
"Min 1x per month","1992","Hesse","Rural Area","","","",""
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","1992","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","1992","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","1992","Bavaria","Urban Area","","","",""
"Min 1x per month","1992","Bavaria","Rural Area","","","",""
"Min 1x per month","1992","Berlin","Urban Area","","","",""
"Min 1x per month","1992","Berlin","Rural Area","","","",""
"Min 1x per month","1992","Brandenburg","Urban Area","","","",""
"Min 1x per month","1992","Brandenburg","Rural Area","","","",""
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","1992","Saxony","Urban Area","","","",""
"Min 1x per month","1992","Saxony","Rural Area","","","",""
"Min 1x per month","1992","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","1992","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","1992","Thuringia","Urban Area","","","",""
"Min 1x per month","1992","Thuringia","Rural Area","","","",""
"Rarely","1992","Schleswig-Holstein","Urban Area","","","",""
"Rarely","1992","Schleswig-Holstein","Rural Area","","","",""
"Rarely","1992","Hamburg","Urban Area","","","",""
"Rarely","1992","Hamburg","Rural Area","","","",""
"Rarely","1992","Lower Saxony","Urban Area","","","",""
"Rarely","1992","Lower Saxony","Rural Area","","","",""
"Rarely","1992","Bremen","Urban Area","","","",""
"Rarely","1992","Bremen","Rural Area","","","",""
"Rarely","1992","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","1992","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","1992","Hesse","Urban Area","","","",""
"Rarely","1992","Hesse","Rural Area","","","",""
"Rarely","1992","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","1992","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","1992","Baden-Württemberg","Urban Area","","","",""
"Rarely","1992","Baden-Württemberg","Rural Area","","","",""
"Rarely","1992","Bavaria","Urban Area","","","",""
"Rarely","1992","Bavaria","Rural Area","","","",""
"Rarely","1992","Berlin","Urban Area","","","",""
"Rarely","1992","Berlin","Rural Area","","","",""
"Rarely","1992","Brandenburg","Urban Area","","","",""
"Rarely","1992","Brandenburg","Rural Area","","","",""
"Rarely","1992","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","1992","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","1992","Saxony","Urban Area","","","",""
"Rarely","1992","Saxony","Rural Area","","","",""
"Rarely","1992","Saxony-Anhalt","Urban Area","","","",""
"Rarely","1992","Saxony-Anhalt","Rural Area","","","",""
"Rarely","1992","Thuringia","Urban Area","","","",""
"Rarely","1992","Thuringia","Rural Area","","","",""
"Never","1992","Schleswig-Holstein","Urban Area","","","",""
"Never","1992","Schleswig-Holstein","Rural Area","","","",""
"Never","1992","Hamburg","Urban Area","","","",""
"Never","1992","Hamburg","Rural Area","","","",""
"Never","1992","Lower Saxony","Urban Area","","","",""
"Never","1992","Lower Saxony","Rural Area","","","",""
"Never","1992","Bremen","Urban Area","","","",""
"Never","1992","Bremen","Rural Area","","","",""
"Never","1992","North Rhine-Westphalia","Urban Area","","","",""
"Never","1992","North Rhine-Westphalia","Rural Area","","","",""
"Never","1992","Hesse","Urban Area","","","",""
"Never","1992","Hesse","Rural Area","","","",""
"Never","1992","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","1992","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","1992","Baden-Württemberg","Urban Area","","","",""
"Never","1992","Baden-Württemberg","Rural Area","","","",""
"Never","1992","Bavaria","Urban Area","","","",""
