"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Rural Area","170.85","170","7644","160","165","178","183","192","170.65","171.05","140","204","170","171"
"2002","Urban Area","171.09","170","15444","160","165","178","184","193","170.94","171.24","131","208","170","171"
"2003","Rural Area","","","","","","","","","","","","","",""
"2003","Urban Area","","","","","","","","","","","","","",""
"2004","Rural Area","170.84","170","7169","160","164","178","183","193","170.63","171.05","140","204","170","171"
"2004","Urban Area","171.23","170","14468","160","165","178","184","194","171.08","171.38","100","210","170","171"
"2005","Rural Area","","","","","","","","","","","","","",""
"2005","Urban Area","","","","","","","","","","","","","",""
"2006","Rural Area","171.14","170","7399","160","164","178","184","193","170.93","171.35","115","204","170","171"
"2006","Urban Area","171.28","170","14619","160","165","178","184","193","171.13","171.43","120","209","170","171"
"2007","Rural Area","","","","","","","","","","","","","",""
"2007","Urban Area","","","","","","","","","","","","","",""
"2008","Rural Area","171.3","170","6557","160","165","178","184","194","171.08","171.52","127","204","170","171"
"2008","Urban Area","171.41","170","12817","160","165","178","184","193","171.25","171.57","82","208","170","171"
"2009","Rural Area","","","","","","","","","","","","","",""
"2009","Urban Area","","","","","","","","","","","","","",""
"2010","Rural Area","171.22","170","5642","160","165","178","184","195","170.98","171.46","101","205","170","171"
"2010","Urban Area","171.53","171","11036","160","165","178","184","194","171.35","171.71","82","210","170","172"
"2011","Rural Area","","","","","","","","","","","","","",""
"2011","Urban Area","","","","","","","","","","","","","",""
"2012","Rural Area","171.3","170","7273","160","164","178","184","194","171.08","171.52","117","205","170","171"
"2012","Urban Area","171.59","171","13250","160","165","178","184","194","171.43","171.75","80","217","170","171"
"2013","Rural Area","","","","","","","","","","","","","",""
"2013","Urban Area","","","","","","","","","","","","","",""
"2014","Rural Area","171.54","171","9288","160","165","178","185","193","171.35","171.73","116","205","170","171"
"2014","Urban Area","171.74","171","17840","160","165","178","185","195","171.6","171.88","93","217","170","171"
"2015","Rural Area","","","","","","","","","","","","","",""
"2015","Urban Area","","","","","","","","","","","","","",""
"2016","Rural Area","171.56","171","8347","160","165","178","185","195","171.36","171.76","115","205","170","171"
"2016","Urban Area","171.96","172","15852","160","165","179","185","195","171.81","172.11","116","220","170","171"
"2017","Rural Area","","","","","","","","","","","","","",""
"2017","Urban Area","","","","","","","","","","","","","",""
"2018","Rural Area","171.7","172","10021","160","165","178","185","194","171.51","171.89","105","208","170","171"
"2018","Urban Area","171.96","172","19463","160","165","179","185","195","171.82","172.1","116","215","170","171"
