"year","e11103","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Full Time","(Married) couple without C.","173.5","174","2678","162","168","180","185","195","173.15","173.85","139","208","173","174"
"2002","Full Time","1-pers.-HH","174.84","175","1128","163","168","180","186","193","174.32","175.36","140","200","174","175"
"2002","Full Time","Couple + C. GT 16 ","174.22","174","1788","163","168","180","186","197","173.81","174.63","150","200","174","175"
"2002","Full Time","Couple + C. LE 16","177.45","178","2437","168","172","183","187","195","177.12","177.78","146","203","178","178"
"2002","Full Time","Couple + C. LE and GT 16","175.38","175.51","856","164","170","182","186","193","174.8","175.96","150","200","175","176"
"2002","Full Time","Single parent","171.46","170","433","160","165","178","183","193","170.62","172.3","146","200","170","172"
"2002","Not Working","(Married) couple without C.","168.66","168","3559","158","163","175","180","187","168.39","168.93","131","198","168","168"
"2002","Not Working","1-pers.-HH","165.35","165","1435","156","160","170","177","186","164.91","165.79","142","198","165","165"
"2002","Not Working","Couple + C. GT 16 ","170.99","170","1168","160","164","178","183","193","170.46","171.52","137","203","170","170"
"2002","Not Working","Couple + C. LE 16","167.45","168","887","160","163","172","176","189","166.99","167.91","147","196","166","168"
"2002","Not Working","Couple + C. LE and GT 16","170.56","170","502","160","165","176","182","193","169.76","171.36","145","200","169","171"
"2002","Not Working","Single parent","168.63","167","364","159","162","173","180","194","167.71","169.55","142","205","166","168"
"2002","Part Time","(Married) couple without C.","169.11","168","1236","158","164","175","180","190","168.63","169.59","148","196","168","169"
"2002","Part Time","1-pers.-HH","172.81","172","452","160","165","180","186","197","171.88","173.74","150","200","170","173"
"2002","Part Time","Couple + C. GT 16 ","170.27","169","1044","160","164","176","182","194","169.71","170.83","140","203","169","170"
"2002","Part Time","Couple + C. LE 16","168.7","168","1420","160","163","173","178","192","168.31","169.09","148","200","168","169"
"2002","Part Time","Couple + C. LE and GT 16","170.09","169","596","160","163","175","184","193","169.33","170.85","149","205","168","170"
"2002","Part Time","Single parent","170.08","170","333","160","165","175","180","192","169.21","170.95","150","195","168","170"
"2003","Full Time","(Married) couple without C.","","","","","","","","","","","","","",""
"2003","Full Time","1-pers.-HH","","","","","","","","","","","","","",""
"2003","Full Time","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2003","Full Time","Couple + C. LE 16","","","","","","","","","","","","","",""
"2003","Full Time","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2003","Full Time","Single parent","","","","","","","","","","","","","",""
"2003","Not Working","(Married) couple without C.","","","","","","","","","","","","","",""
"2003","Not Working","1-pers.-HH","","","","","","","","","","","","","",""
"2003","Not Working","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2003","Not Working","Couple + C. LE 16","","","","","","","","","","","","","",""
"2003","Not Working","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2003","Not Working","Single parent","","","","","","","","","","","","","",""
"2003","Part Time","(Married) couple without C.","","","","","","","","","","","","","",""
"2003","Part Time","1-pers.-HH","","","","","","","","","","","","","",""
"2003","Part Time","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2003","Part Time","Couple + C. LE 16","","","","","","","","","","","","","",""
"2003","Part Time","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2003","Part Time","Single parent","","","","","","","","","","","","","",""
"2004","Full Time","(Married) couple without C.","173.56","174","2486","162","168","180","185","196","173.19","173.93","123","210","173","174"
"2004","Full Time","1-pers.-HH","175.38","176","1012","164","169","182","187","195","174.82","175.94","140","200","175","176"
"2004","Full Time","Couple + C. GT 16 ","174.64","175","1690","163","169","180","186","196","174.21","175.07","139","204","174","175"
"2004","Full Time","Couple + C. LE 16","177.5","178","2011","167","173","183","187","195","177.14","177.86","144","203","178","178"
"2004","Full Time","Couple + C. LE and GT 16","175.23","175","693","164","170","182","186","195","174.58","175.88","150","201","175","176"
