"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","171.02","170","23088","160","165","178","183","193","170.9","171.14","131","208","170","170"
"2003","","","","","","","","","","","","","",""
"2004","171.11","170","21637","160","165","178","184","193","170.99","171.23","100","210","170","171"
"2005","","","","","","","","","","","","","",""
"2006","171.23","170","22018","160","165","178","184","193","171.11","171.35","115","209","170","171"
"2007","","","","","","","","","","","","","",""
"2008","171.38","170","19374","160","165","178","184","194","171.25","171.51","82","208","170","171"
"2009","","","","","","","","","","","","","",""
"2010","171.44","170","16678","160","165","178","184","194","171.3","171.58","82","210","170","171"
"2011","","","","","","","","","","","","","",""
"2012","171.5","171","20523","160","165","178","184","194","171.37","171.63","80","217","170","171"
"2013","","","","","","","","","","","","","",""
"2014","171.68","171","27128","160","165","178","185","195","171.57","171.79","93","217","170","171"
"2015","","","","","","","","","","","","","",""
"2016","171.83","171.66","24199","160","165","178","185","195","171.71","171.95","115","220","170","171"
"2017","","","","","","","","","","","","","",""
"2018","171.88","172","29484","160","165","179","185","195","171.77","171.99","105","215","170","171"
