"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Female","165.03","165","11938","157","160","169","173","180","164.91","165.15","131","196","165","165"
"2002","Male","177.38","178","11150","168","172","182","186","195","177.25","177.51","146","208","178","178"
"2003","Female","","","","","","","","","","","","","",""
"2003","Male","","","","","","","","","","","","","",""
"2004","Female","165.03","165","11246","157","160","170","173","180","164.91","165.15","132","190","165","165"
"2004","Male","177.54","178","10391","168","172","182","187","195","177.4","177.68","100","210","178","178"
"2005","Female","","","","","","","","","","","","","",""
"2005","Male","","","","","","","","","","","","","",""
"2006","Female","165.05","165","11530","157","160","169","174","180","164.93","165.17","120","194","165","165"
"2006","Male","177.79","178","10488","168","173","183","187","196","177.65","177.93","115","209","178","178"
"2007","Female","","","","","","","","","","","","","",""
"2007","Male","","","","","","","","","","","","","",""
"2008","Female","165.14","165","10140","157","160","170","173","180","165.01","165.27","127","196","165","165"
"2008","Male","177.96","178","9234","168","173","183","187","196","177.81","178.11","82","208","178","178"
"2009","Female","","","","","","","","","","","","","",""
"2009","Male","","","","","","","","","","","","","",""
"2010","Female","165.12","165","8734","157","160","169","174","181","164.98","165.26","101","198","165","165"
"2010","Male","177.94","178","7944","168","173","183","187","196","177.78","178.1","82","210","178","178"
"2011","Female","","","","","","","","","","","","","",""
"2011","Male","","","","","","","","","","","","","",""
"2012","Female","165.09","165","10857","157","160","169","173","180","164.97","165.21","116","194","165","165"
"2012","Male","178.16","178","9666","169","173","183","188","196","178.01","178.31","80","217","178","178"
"2013","Female","","","","","","","","","","","","","",""
"2013","Male","","","","","","","","","","","","","",""
"2014","Female","165.28","165","14675","157","160","170","174","182","165.17","165.39","116","195","165","165"
"2014","Male","178.39","178","12453","169","173","183","188","196","178.26","178.52","93","217","178","178"
"2015","Female","","","","","","","","","","","","","",""
"2015","Male","","","","","","","","","","","","","",""
"2016","Female","165.38","165","13127","157","160","170","174","182","165.27","165.49","116","196","165","165"
"2016","Male","178.56","178","11072","170","174","183","188","197","178.42","178.7","115","220","178","178"
"2017","Female","","","","","","","","","","","","","",""
"2017","Male","","","","","","","","","","","","","",""
"2018","Female","165.27","165","15274","157","160","170","174","181","165.16","165.38","105","195","165","165"
"2018","Male","178.71","178","14210","170","174","184","188","197","178.59","178.83","117","215","178","178"
