"pli0083","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","Full Time","1375","0.709261085909622","0.688842486968713","0.729679684850531"
"Daily","1990","16-34 y.","Part Time","613","0.726189749400737","0.695798731611803","0.756580767189671"
"Daily","1990","16-34 y.","Not Working","682","0.714087925047578","0.684746513974009","0.743429336121147"
"Daily","1990","35-65 y.","Full Time","1932","0.761973517804005","0.745306154463093","0.778640881144917"
"Daily","1990","35-65 y.","Part Time","697","0.812670232914917","0.786683617584901","0.838656848244934"
"Daily","1990","35-65 y.","Not Working","1205","0.864422418072664","0.84650270560624","0.882342130539088"
"Daily","1990","66 and older","Full Time","11","","",""
"Daily","1990","66 and older","Part Time","20","","",""
"Daily","1990","66 and older","Not Working","914","0.898939702133625","0.880387960756266","0.917491443510985"
"Min 1x per week","1990","16-34 y.","Full Time","395","0.221191074871806","0.20252854353295","0.239853606210661"
"Min 1x per week","1990","16-34 y.","Part Time","157","0.202368041802056","0.174985889985713","0.229750193618399"
"Min 1x per week","1990","16-34 y.","Not Working","166","0.199936807520745","0.173965284122077","0.225908330919412"
"Min 1x per week","1990","35-65 y.","Full Time","396","0.160901837948494","0.146521429804586","0.175282246092403"
"Min 1x per week","1990","35-65 y.","Part Time","124","0.128974673665479","0.106651457984098","0.151297889346861"
"Min 1x per week","1990","35-65 y.","Not Working","131","0.0876535039543762","0.0728508826306704","0.102456125278082"
"Min 1x per week","1990","66 and older","Full Time","3","","",""
"Min 1x per week","1990","66 and older","Part Time","5","","",""
"Min 1x per week","1990","66 and older","Not Working","54","0.0523639559838059","0.0386530509236596","0.0660748610439522"
"Min 1x per month","1990","16-34 y.","Full Time","47","0.0283777605203733","0.020911397984717","0.0358441230560295"
"Min 1x per month","1990","16-34 y.","Part Time","14","","",""
"Min 1x per month","1990","16-34 y.","Not Working","13","","",""
"Min 1x per month","1990","35-65 y.","Full Time","35","0.0166844198260066","0.011671551006446","0.0216972886455673"
"Min 1x per month","1990","35-65 y.","Part Time","13","","",""
"Min 1x per month","1990","35-65 y.","Not Working","21","","",""
"Min 1x per month","1990","66 and older","Full Time","","","",""
"Min 1x per month","1990","66 and older","Part Time","1","","",""
"Min 1x per month","1990","66 and older","Not Working","12","","",""
"Rarely","1990","16-34 y.","Full Time","69","0.0357877844567291","0.0274351204541964","0.0441404484592617"
"Rarely","1990","16-34 y.","Part Time","36","0.0429290624148051","0.0291143101175686","0.0567438147120416"
"Rarely","1990","16-34 y.","Not Working","41","0.0562794594250199","0.0413141546768963","0.0712447641731435"
"Rarely","1990","35-65 y.","Full Time","108","0.0487023664859098","0.0402783818643916","0.057126351107428"
"Rarely","1990","35-65 y.","Part Time","27","","",""
"Rarely","1990","35-65 y.","Not Working","32","0.0242753544299865","0.0162193348816492","0.0323313739783237"
"Rarely","1990","66 and older","Full Time","","","",""
"Rarely","1990","66 and older","Part Time","1","","",""
"Rarely","1990","66 and older","Not Working","22","","",""
"Never","1990","16-34 y.","Full Time","14","","",""
"Never","1990","16-34 y.","Part Time","7","","",""
"Never","1990","16-34 y.","Not Working","9","","",""
"Never","1990","35-65 y.","Full Time","37","0.0117378579355842","0.00752269051527793","0.0159530253558904"
"Never","1990","35-65 y.","Part Time","5","","",""
"Never","1990","35-65 y.","Not Working","13","","",""
"Never","1990","66 and older","Full Time","","","",""
"Never","1990","66 and older","Part Time","2","","",""
"Never","1990","66 and older","Not Working","12","","",""
"Daily","1991","16-34 y.","Full Time","","","",""
"Daily","1991","16-34 y.","Part Time","","","",""
"Daily","1991","16-34 y.","Not Working","","","",""
"Daily","1991","35-65 y.","Full Time","","","",""
"Daily","1991","35-65 y.","Part Time","","","",""
"Daily","1991","35-65 y.","Not Working","","","",""
"Daily","1991","66 and older","Full Time","","","",""
"Daily","1991","66 and older","Part Time","","","",""
"Daily","1991","66 and older","Not Working","","","",""
"Min 1x per week","1991","16-34 y.","Full Time","","","",""
"Min 1x per week","1991","16-34 y.","Part Time","","","",""
"Min 1x per week","1991","16-34 y.","Not Working","","","",""
"Min 1x per week","1991","35-65 y.","Full Time","","","",""
"Min 1x per week","1991","35-65 y.","Part Time","","","",""
"Min 1x per week","1991","35-65 y.","Not Working","","","",""
"Min 1x per week","1991","66 and older","Full Time","","","",""
"Min 1x per week","1991","66 and older","Part Time","","","",""
"Min 1x per week","1991","66 and older","Not Working","","","",""
"Min 1x per month","1991","16-34 y.","Full Time","","","",""
"Min 1x per month","1991","16-34 y.","Part Time","","","",""
"Min 1x per month","1991","16-34 y.","Not Working","","","",""
"Min 1x per month","1991","35-65 y.","Full Time","","","",""
"Min 1x per month","1991","35-65 y.","Part Time","","","",""
"Min 1x per month","1991","35-65 y.","Not Working","","","",""
"Min 1x per month","1991","66 and older","Full Time","","","",""
"Min 1x per month","1991","66 and older","Part Time","","","",""
"Min 1x per month","1991","66 and older","Not Working","","","",""
"Rarely","1991","16-34 y.","Full Time","","","",""
"Rarely","1991","16-34 y.","Part Time","","","",""
"Rarely","1991","16-34 y.","Not Working","","","",""
"Rarely","1991","35-65 y.","Full Time","","","",""
"Rarely","1991","35-65 y.","Part Time","","","",""
"Rarely","1991","35-65 y.","Not Working","","","",""
"Rarely","1991","66 and older","Full Time","","","",""
"Rarely","1991","66 and older","Part Time","","","",""
"Rarely","1991","66 and older","Not Working","","","",""
"Never","1991","16-34 y.","Full Time","","","",""
"Never","1991","16-34 y.","Part Time","","","",""
"Never","1991","16-34 y.","Not Working","","","",""
"Never","1991","35-65 y.","Full Time","","","",""
"Never","1991","35-65 y.","Part Time","","","",""
"Never","1991","35-65 y.","Not Working","","","",""
"Never","1991","66 and older","Full Time","","","",""
"Never","1991","66 and older","Part Time","","","",""
"Never","1991","66 and older","Not Working","","","",""
"Daily","1992","16-34 y.","Full Time","","","",""
"Daily","1992","16-34 y.","Part Time","","","",""
"Daily","1992","16-34 y.","Not Working","","","",""
"Daily","1992","35-65 y.","Full Time","","","",""
"Daily","1992","35-65 y.","Part Time","","","",""
"Daily","1992","35-65 y.","Not Working","","","",""
"Daily","1992","66 and older","Full Time","","","",""
"Daily","1992","66 and older","Part Time","","","",""
"Daily","1992","66 and older","Not Working","","","",""
"Min 1x per week","1992","16-34 y.","Full Time","","","",""
"Min 1x per week","1992","16-34 y.","Part Time","","","",""
"Min 1x per week","1992","16-34 y.","Not Working","","","",""
"Min 1x per week","1992","35-65 y.","Full Time","","","",""
"Min 1x per week","1992","35-65 y.","Part Time","","","",""
"Min 1x per week","1992","35-65 y.","Not Working","","","",""
"Min 1x per week","1992","66 and older","Full Time","","","",""
"Min 1x per week","1992","66 and older","Part Time","","","",""
"Min 1x per week","1992","66 and older","Not Working","","","",""
"Min 1x per month","1992","16-34 y.","Full Time","","","",""
"Min 1x per month","1992","16-34 y.","Part Time","","","",""
"Min 1x per month","1992","16-34 y.","Not Working","","","",""
"Min 1x per month","1992","35-65 y.","Full Time","","","",""
"Min 1x per month","1992","35-65 y.","Part Time","","","",""
"Min 1x per month","1992","35-65 y.","Not Working","","","",""
"Min 1x per month","1992","66 and older","Full Time","","","",""
"Min 1x per month","1992","66 and older","Part Time","","","",""
"Min 1x per month","1992","66 and older","Not Working","","","",""
"Rarely","1992","16-34 y.","Full Time","","","",""
"Rarely","1992","16-34 y.","Part Time","","","",""
"Rarely","1992","16-34 y.","Not Working","","","",""
"Rarely","1992","35-65 y.","Full Time","","","",""
"Rarely","1992","35-65 y.","Part Time","","","",""
"Rarely","1992","35-65 y.","Not Working","","","",""
"Rarely","1992","66 and older","Full Time","","","",""
"Rarely","1992","66 and older","Part Time","","","",""
"Rarely","1992","66 and older","Not Working","","","",""
"Never","1992","16-34 y.","Full Time","","","",""
"Never","1992","16-34 y.","Part Time","","","",""
"Never","1992","16-34 y.","Not Working","","","",""
"Never","1992","35-65 y.","Full Time","","","",""
"Never","1992","35-65 y.","Part Time","","","",""
"Never","1992","35-65 y.","Not Working","","","",""
"Never","1992","66 and older","Full Time","","","",""
"Never","1992","66 and older","Part Time","","","",""
"Never","1992","66 and older","Not Working","","","",""
"Daily","1993","16-34 y.","Full Time","","","",""
"Daily","1993","16-34 y.","Part Time","","","",""
"Daily","1993","16-34 y.","Not Working","","","",""
"Daily","1993","35-65 y.","Full Time","","","",""
"Daily","1993","35-65 y.","Part Time","","","",""
"Daily","1993","35-65 y.","Not Working","","","",""
"Daily","1993","66 and older","Full Time","","","",""
"Daily","1993","66 and older","Part Time","","","",""
"Daily","1993","66 and older","Not Working","","","",""
"Min 1x per week","1993","16-34 y.","Full Time","","","",""
"Min 1x per week","1993","16-34 y.","Part Time","","","",""
"Min 1x per week","1993","16-34 y.","Not Working","","","",""
"Min 1x per week","1993","35-65 y.","Full Time","","","",""
"Min 1x per week","1993","35-65 y.","Part Time","","","",""
"Min 1x per week","1993","35-65 y.","Not Working","","","",""
"Min 1x per week","1993","66 and older","Full Time","","","",""
"Min 1x per week","1993","66 and older","Part Time","","","",""
"Min 1x per week","1993","66 and older","Not Working","","","",""
"Min 1x per month","1993","16-34 y.","Full Time","","","",""
"Min 1x per month","1993","16-34 y.","Part Time","","","",""
"Min 1x per month","1993","16-34 y.","Not Working","","","",""
"Min 1x per month","1993","35-65 y.","Full Time","","","",""
"Min 1x per month","1993","35-65 y.","Part Time","","","",""
"Min 1x per month","1993","35-65 y.","Not Working","","","",""
"Min 1x per month","1993","66 and older","Full Time","","","",""
"Min 1x per month","1993","66 and older","Part Time","","","",""
"Min 1x per month","1993","66 and older","Not Working","","","",""
"Rarely","1993","16-34 y.","Full Time","","","",""
"Rarely","1993","16-34 y.","Part Time","","","",""
"Rarely","1993","16-34 y.","Not Working","","","",""
"Rarely","1993","35-65 y.","Full Time","","","",""
"Rarely","1993","35-65 y.","Part Time","","","",""
"Rarely","1993","35-65 y.","Not Working","","","",""
"Rarely","1993","66 and older","Full Time","","","",""
"Rarely","1993","66 and older","Part Time","","","",""
"Rarely","1993","66 and older","Not Working","","","",""
"Never","1993","16-34 y.","Full Time","","","",""
"Never","1993","16-34 y.","Part Time","","","",""
"Never","1993","16-34 y.","Not Working","","","",""
"Never","1993","35-65 y.","Full Time","","","",""
"Never","1993","35-65 y.","Part Time","","","",""
"Never","1993","35-65 y.","Not Working","","","",""
"Never","1993","66 and older","Full Time","","","",""
"Never","1993","66 and older","Part Time","","","",""
"Never","1993","66 and older","Not Working","","","",""
"Daily","1994","16-34 y.","Full Time","","","",""
"Daily","1994","16-34 y.","Part Time","","","",""
"Daily","1994","16-34 y.","Not Working","","","",""
"Daily","1994","35-65 y.","Full Time","","","",""
"Daily","1994","35-65 y.","Part Time","","","",""
"Daily","1994","35-65 y.","Not Working","","","",""
"Daily","1994","66 and older","Full Time","","","",""
"Daily","1994","66 and older","Part Time","","","",""
"Daily","1994","66 and older","Not Working","","","",""
"Min 1x per week","1994","16-34 y.","Full Time","","","",""
"Min 1x per week","1994","16-34 y.","Part Time","","","",""
"Min 1x per week","1994","16-34 y.","Not Working","","","",""
"Min 1x per week","1994","35-65 y.","Full Time","","","",""
"Min 1x per week","1994","35-65 y.","Part Time","","","",""
"Min 1x per week","1994","35-65 y.","Not Working","","","",""
"Min 1x per week","1994","66 and older","Full Time","","","",""
"Min 1x per week","1994","66 and older","Part Time","","","",""
"Min 1x per week","1994","66 and older","Not Working","","","",""
"Min 1x per month","1994","16-34 y.","Full Time","","","",""
"Min 1x per month","1994","16-34 y.","Part Time","","","",""
"Min 1x per month","1994","16-34 y.","Not Working","","","",""
"Min 1x per month","1994","35-65 y.","Full Time","","","",""
"Min 1x per month","1994","35-65 y.","Part Time","","","",""
"Min 1x per month","1994","35-65 y.","Not Working","","","",""
"Min 1x per month","1994","66 and older","Full Time","","","",""
"Min 1x per month","1994","66 and older","Part Time","","","",""
"Min 1x per month","1994","66 and older","Not Working","","","",""
"Rarely","1994","16-34 y.","Full Time","","","",""
"Rarely","1994","16-34 y.","Part Time","","","",""
"Rarely","1994","16-34 y.","Not Working","","","",""
"Rarely","1994","35-65 y.","Full Time","","","",""
"Rarely","1994","35-65 y.","Part Time","","","",""
"Rarely","1994","35-65 y.","Not Working","","","",""
"Rarely","1994","66 and older","Full Time","","","",""
"Rarely","1994","66 and older","Part Time","","","",""
"Rarely","1994","66 and older","Not Working","","","",""
"Never","1994","16-34 y.","Full Time","","","",""
"Never","1994","16-34 y.","Part Time","","","",""
"Never","1994","16-34 y.","Not Working","","","",""
"Never","1994","35-65 y.","Full Time","","","",""
"Never","1994","35-65 y.","Part Time","","","",""
"Never","1994","35-65 y.","Not Working","","","",""
"Never","1994","66 and older","Full Time","","","",""
"Never","1994","66 and older","Part Time","","","",""
"Never","1994","66 and older","Not Working","","","",""
"Daily","1995","16-34 y.","Full Time","1937","0.785292606600984","0.768919206283242","0.801666006918725"
"Daily","1995","16-34 y.","Part Time","906","0.764557691507949","0.740057513713376","0.789057869302521"
"Daily","1995","16-34 y.","Not Working","1096","0.780821731970967","0.758843451061774","0.80280001288016"
"Daily","1995","35-65 y.","Full Time","2872","0.804550927138143","0.791356913435978","0.817744940840307"
"Daily","1995","35-65 y.","Part Time","1200","0.822962304663383","0.803046061074844","0.842878548251922"
"Daily","1995","35-65 y.","Not Working","1763","0.890124160974328","0.876207866084834","0.904040455863821"
"Daily","1995","66 and older","Full Time","9","","",""
"Daily","1995","66 and older","Part Time","31","0.958483702077579","0.890423568475651","1.02654383567951"
"Daily","1995","66 and older","Not Working","1406","0.933282962475358","0.920659375093173","0.945906549857543"
"Min 1x per week","1995","16-34 y.","Full Time","368","0.158882846752752","0.144305906381376","0.173459787124129"
"Min 1x per week","1995","16-34 y.","Part Time","181","0.167324791816603","0.145770199387459","0.188879384245748"
"Min 1x per week","1995","16-34 y.","Not Working","191","0.151661618886525","0.13260519387588","0.17071804389717"
"Min 1x per week","1995","35-65 y.","Full Time","418","0.137272191138489","0.125822031671097","0.148722350605881"
"Min 1x per week","1995","35-65 y.","Part Time","145","0.118307330568668","0.101455424615145","0.13515923652219"
"Min 1x per week","1995","35-65 y.","Not Working","120","0.0727962887559376","0.0612354478101359","0.0843571297017392"
"Min 1x per week","1995","66 and older","Full Time","","","",""
"Min 1x per week","1995","66 and older","Part Time","1","","",""
"Min 1x per week","1995","66 and older","Not Working","50","0.0349192910271698","0.0256323589124214","0.0442062231419182"
"Min 1x per month","1995","16-34 y.","Full Time","31","0.0148878629784012","0.0100588469991425","0.01971687895766"
"Min 1x per month","1995","16-34 y.","Part Time","19","","",""
"Min 1x per month","1995","16-34 y.","Not Working","23","","",""
"Min 1x per month","1995","35-65 y.","Full Time","43","0.0137067209404446","0.00983812674423119","0.0175753151366581"
"Min 1x per month","1995","35-65 y.","Part Time","13","","",""
"Min 1x per month","1995","35-65 y.","Not Working","15","","",""
"Min 1x per month","1995","66 and older","Full Time","1","","",""
"Min 1x per month","1995","66 and older","Part Time","","","",""
"Min 1x per month","1995","66 and older","Not Working","4","","",""
"Rarely","1995","16-34 y.","Full Time","67","0.0331385365290242","0.0260009988487626","0.0402760742092859"
"Rarely","1995","16-34 y.","Part Time","35","0.0365328325208186","0.025699003326699","0.0473666617149382"
"Rarely","1995","16-34 y.","Not Working","39","0.0291855187262322","0.0202427734679373","0.0381282639845272"
"Rarely","1995","35-65 y.","Full Time","112","0.0359291312291853","0.0297367000073535","0.0421215624510171"
"Rarely","1995","35-65 y.","Part Time","38","0.0346083694267251","0.025071037055571","0.0441457017978793"
"Rarely","1995","35-65 y.","Not Working","23","","",""
"Rarely","1995","66 and older","Full Time","","","",""
"Rarely","1995","66 and older","Part Time","","","",""
"Rarely","1995","66 and older","Not Working","16","","",""
"Never","1995","16-34 y.","Full Time","13","","",""
"Never","1995","16-34 y.","Part Time","11","","",""
"Never","1995","16-34 y.","Not Working","12","","",""
"Never","1995","35-65 y.","Full Time","25","","",""
"Never","1995","35-65 y.","Part Time","15","","",""
"Never","1995","35-65 y.","Not Working","19","","",""
"Never","1995","66 and older","Full Time","","","",""
"Never","1995","66 and older","Part Time","1","","",""
"Never","1995","66 and older","Not Working","25","","",""
"Daily","1996","16-34 y.","Full Time","","","",""
"Daily","1996","16-34 y.","Part Time","","","",""
"Daily","1996","16-34 y.","Not Working","","","",""
"Daily","1996","35-65 y.","Full Time","","","",""
"Daily","1996","35-65 y.","Part Time","","","",""
"Daily","1996","35-65 y.","Not Working","","","",""
"Daily","1996","66 and older","Full Time","","","",""
"Daily","1996","66 and older","Part Time","","","",""
"Daily","1996","66 and older","Not Working","","","",""
"Min 1x per week","1996","16-34 y.","Full Time","","","",""
"Min 1x per week","1996","16-34 y.","Part Time","","","",""
"Min 1x per week","1996","16-34 y.","Not Working","","","",""
"Min 1x per week","1996","35-65 y.","Full Time","","","",""
"Min 1x per week","1996","35-65 y.","Part Time","","","",""
"Min 1x per week","1996","35-65 y.","Not Working","","","",""
"Min 1x per week","1996","66 and older","Full Time","","","",""
"Min 1x per week","1996","66 and older","Part Time","","","",""
"Min 1x per week","1996","66 and older","Not Working","","","",""
"Min 1x per month","1996","16-34 y.","Full Time","","","",""
"Min 1x per month","1996","16-34 y.","Part Time","","","",""
"Min 1x per month","1996","16-34 y.","Not Working","","","",""
"Min 1x per month","1996","35-65 y.","Full Time","","","",""
"Min 1x per month","1996","35-65 y.","Part Time","","","",""
"Min 1x per month","1996","35-65 y.","Not Working","","","",""
"Min 1x per month","1996","66 and older","Full Time","","","",""
"Min 1x per month","1996","66 and older","Part Time","","","",""
"Min 1x per month","1996","66 and older","Not Working","","","",""
"Rarely","1996","16-34 y.","Full Time","","","",""
"Rarely","1996","16-34 y.","Part Time","","","",""
"Rarely","1996","16-34 y.","Not Working","","","",""
"Rarely","1996","35-65 y.","Full Time","","","",""
"Rarely","1996","35-65 y.","Part Time","","","",""
"Rarely","1996","35-65 y.","Not Working","","","",""
"Rarely","1996","66 and older","Full Time","","","",""
"Rarely","1996","66 and older","Part Time","","","",""
"Rarely","1996","66 and older","Not Working","","","",""
"Never","1996","16-34 y.","Full Time","","","",""
"Never","1996","16-34 y.","Part Time","","","",""
"Never","1996","16-34 y.","Not Working","","","",""
"Never","1996","35-65 y.","Full Time","","","",""
"Never","1996","35-65 y.","Part Time","","","",""
"Never","1996","35-65 y.","Not Working","","","",""
"Never","1996","66 and older","Full Time","","","",""
"Never","1996","66 and older","Part Time","","","",""
"Never","1996","66 and older","Not Working","","","",""
"Daily","1997","16-34 y.","Full Time","","","",""
"Daily","1997","16-34 y.","Part Time","","","",""
"Daily","1997","16-34 y.","Not Working","","","",""
"Daily","1997","35-65 y.","Full Time","","","",""
"Daily","1997","35-65 y.","Part Time","","","",""
"Daily","1997","35-65 y.","Not Working","","","",""
"Daily","1997","66 and older","Full Time","","","",""
"Daily","1997","66 and older","Part Time","","","",""
"Daily","1997","66 and older","Not Working","","","",""
"Min 1x per week","1997","16-34 y.","Full Time","","","",""
"Min 1x per week","1997","16-34 y.","Part Time","","","",""
"Min 1x per week","1997","16-34 y.","Not Working","","","",""
"Min 1x per week","1997","35-65 y.","Full Time","","","",""
"Min 1x per week","1997","35-65 y.","Part Time","","","",""
"Min 1x per week","1997","35-65 y.","Not Working","","","",""
"Min 1x per week","1997","66 and older","Full Time","","","",""
"Min 1x per week","1997","66 and older","Part Time","","","",""
"Min 1x per week","1997","66 and older","Not Working","","","",""
"Min 1x per month","1997","16-34 y.","Full Time","","","",""
"Min 1x per month","1997","16-34 y.","Part Time","","","",""
"Min 1x per month","1997","16-34 y.","Not Working","","","",""
"Min 1x per month","1997","35-65 y.","Full Time","","","",""
"Min 1x per month","1997","35-65 y.","Part Time","","","",""
"Min 1x per month","1997","35-65 y.","Not Working","","","",""
"Min 1x per month","1997","66 and older","Full Time","","","",""
"Min 1x per month","1997","66 and older","Part Time","","","",""
"Min 1x per month","1997","66 and older","Not Working","","","",""
"Rarely","1997","16-34 y.","Full Time","","","",""
"Rarely","1997","16-34 y.","Part Time","","","",""
"Rarely","1997","16-34 y.","Not Working","","","",""
"Rarely","1997","35-65 y.","Full Time","","","",""
"Rarely","1997","35-65 y.","Part Time","","","",""
"Rarely","1997","35-65 y.","Not Working","","","",""
"Rarely","1997","66 and older","Full Time","","","",""
"Rarely","1997","66 and older","Part Time","","","",""
"Rarely","1997","66 and older","Not Working","","","",""
"Never","1997","16-34 y.","Full Time","","","",""
"Never","1997","16-34 y.","Part Time","","","",""
"Never","1997","16-34 y.","Not Working","","","",""
"Never","1997","35-65 y.","Full Time","","","",""
"Never","1997","35-65 y.","Part Time","","","",""
"Never","1997","35-65 y.","Not Working","","","",""
"Never","1997","66 and older","Full Time","","","",""
"Never","1997","66 and older","Part Time","","","",""
"Never","1997","66 and older","Not Working","","","",""
"Daily","1998","16-34 y.","Full Time","1880","0.774478431602355","0.7575162181766","0.79144064502811"
"Daily","1998","16-34 y.","Part Time","937","0.784714511151969","0.760834189033298","0.80859483327064"
"Daily","1998","16-34 y.","Not Working","1163","0.816343638828522","0.796032004187153","0.836655273469891"
"Daily","1998","35-65 y.","Full Time","2979","0.807925515503302","0.795119430401442","0.820731600605162"
"Daily","1998","35-65 y.","Part Time","1425","0.820636725058777","0.802285503452082","0.838987946665472"
"Daily","1998","35-65 y.","Not Working","2015","0.904666858590087","0.892367220690899","0.916966496489274"
"Daily","1998","66 and older","Full Time","12","","",""
"Daily","1998","66 and older","Part Time","39","0.917969547788252","0.835950343192094","0.99998875238441"
"Daily","1998","66 and older","Not Working","1720","0.943780950845015","0.933186766622766","0.954375135067264"
"Min 1x per week","1998","16-34 y.","Full Time","350","0.171084700884987","0.155800438553686","0.186368963216288"
"Min 1x per week","1998","16-34 y.","Part Time","147","0.159297984376649","0.138036031825046","0.180559936928251"
"Min 1x per week","1998","16-34 y.","Not Working","171","0.139665639362855","0.121481874660373","0.157849404065337"
"Min 1x per week","1998","35-65 y.","Full Time","465","0.131413226957985","0.120430200516693","0.142396253399277"
"Min 1x per week","1998","35-65 y.","Part Time","163","0.113119928500357","0.0979695057256828","0.128270351275031"
"Min 1x per week","1998","35-65 y.","Not Working","110","0.0598245139778592","0.0498917507122208","0.0697572772434976"
"Min 1x per week","1998","66 and older","Full Time","1","","",""
"Min 1x per week","1998","66 and older","Part Time","2","","",""
"Min 1x per week","1998","66 and older","Not Working","49","0.0312148579981142","0.0232167993300105","0.0392129166662179"
"Min 1x per month","1998","16-34 y.","Full Time","27","","",""
"Min 1x per month","1998","16-34 y.","Part Time","13","","",""
"Min 1x per month","1998","16-34 y.","Not Working","14","","",""
"Min 1x per month","1998","35-65 y.","Full Time","48","0.016948529346978","0.0127523888414039","0.0211446698525521"
"Min 1x per month","1998","35-65 y.","Part Time","16","","",""
"Min 1x per month","1998","35-65 y.","Not Working","12","","",""
"Min 1x per month","1998","66 and older","Full Time","","","",""
"Min 1x per month","1998","66 and older","Part Time","","","",""
"Min 1x per month","1998","66 and older","Not Working","8","","",""
"Rarely","1998","16-34 y.","Full Time","55","0.0260258959987971","0.019563993988725","0.0324877980088692"
"Rarely","1998","16-34 y.","Part Time","35","0.0262948860195177","0.0169982392129264","0.035591532826109"
"Rarely","1998","16-34 y.","Not Working","36","0.0266944205921986","0.0182389022149683","0.0351499389694289"
"Rarely","1998","35-65 y.","Full Time","109","0.0338283281765413","0.0279512251924483","0.0397054311606343"
"Rarely","1998","35-65 y.","Part Time","58","0.0439810123833074","0.0341728281940712","0.0537891965725436"
"Rarely","1998","35-65 y.","Not Working","34","0.0188837701083146","0.0131830382226922","0.0245845019939371"
"Rarely","1998","66 and older","Full Time","","","",""
"Rarely","1998","66 and older","Part Time","1","","",""
"Rarely","1998","66 and older","Not Working","15","","",""
"Never","1998","16-34 y.","Full Time","20","","",""
"Never","1998","16-34 y.","Part Time","6","","",""
"Never","1998","16-34 y.","Not Working","12","","",""
"Never","1998","35-65 y.","Full Time","34","0.00988440001519321","0.00666841518609038","0.013100384844296"
"Never","1998","35-65 y.","Part Time","17","","",""
"Never","1998","35-65 y.","Not Working","19","","",""
"Never","1998","66 and older","Full Time","2","","",""
"Never","1998","66 and older","Part Time","1","","",""
"Never","1998","66 and older","Not Working","24","","",""
"Daily","1999","16-34 y.","Full Time","","","",""
"Daily","1999","16-34 y.","Part Time","","","",""
"Daily","1999","16-34 y.","Not Working","","","",""
"Daily","1999","35-65 y.","Full Time","","","",""
"Daily","1999","35-65 y.","Part Time","","","",""
"Daily","1999","35-65 y.","Not Working","","","",""
"Daily","1999","66 and older","Full Time","","","",""
"Daily","1999","66 and older","Part Time","","","",""
"Daily","1999","66 and older","Not Working","","","",""
"Min 1x per week","1999","16-34 y.","Full Time","","","",""
"Min 1x per week","1999","16-34 y.","Part Time","","","",""
"Min 1x per week","1999","16-34 y.","Not Working","","","",""
"Min 1x per week","1999","35-65 y.","Full Time","","","",""
"Min 1x per week","1999","35-65 y.","Part Time","","","",""
"Min 1x per week","1999","35-65 y.","Not Working","","","",""
"Min 1x per week","1999","66 and older","Full Time","","","",""
"Min 1x per week","1999","66 and older","Part Time","","","",""
"Min 1x per week","1999","66 and older","Not Working","","","",""
"Min 1x per month","1999","16-34 y.","Full Time","","","",""
"Min 1x per month","1999","16-34 y.","Part Time","","","",""
"Min 1x per month","1999","16-34 y.","Not Working","","","",""
"Min 1x per month","1999","35-65 y.","Full Time","","","",""
"Min 1x per month","1999","35-65 y.","Part Time","","","",""
"Min 1x per month","1999","35-65 y.","Not Working","","","",""
"Min 1x per month","1999","66 and older","Full Time","","","",""
"Min 1x per month","1999","66 and older","Part Time","","","",""
"Min 1x per month","1999","66 and older","Not Working","","","",""
"Rarely","1999","16-34 y.","Full Time","","","",""
"Rarely","1999","16-34 y.","Part Time","","","",""
"Rarely","1999","16-34 y.","Not Working","","","",""
"Rarely","1999","35-65 y.","Full Time","","","",""
"Rarely","1999","35-65 y.","Part Time","","","",""
"Rarely","1999","35-65 y.","Not Working","","","",""
"Rarely","1999","66 and older","Full Time","","","",""
"Rarely","1999","66 and older","Part Time","","","",""
"Rarely","1999","66 and older","Not Working","","","",""
"Never","1999","16-34 y.","Full Time","","","",""
"Never","1999","16-34 y.","Part Time","","","",""
"Never","1999","16-34 y.","Not Working","","","",""
"Never","1999","35-65 y.","Full Time","","","",""
"Never","1999","35-65 y.","Part Time","","","",""
"Never","1999","35-65 y.","Not Working","","","",""
"Never","1999","66 and older","Full Time","","","",""
"Never","1999","66 and older","Part Time","","","",""
"Never","1999","66 and older","Not Working","","","",""
"Daily","2000","16-34 y.","Full Time","","","",""
"Daily","2000","16-34 y.","Part Time","","","",""
"Daily","2000","16-34 y.","Not Working","","","",""
"Daily","2000","35-65 y.","Full Time","","","",""
"Daily","2000","35-65 y.","Part Time","","","",""
"Daily","2000","35-65 y.","Not Working","","","",""
"Daily","2000","66 and older","Full Time","","","",""
"Daily","2000","66 and older","Part Time","","","",""
"Daily","2000","66 and older","Not Working","","","",""
"Min 1x per week","2000","16-34 y.","Full Time","","","",""
"Min 1x per week","2000","16-34 y.","Part Time","","","",""
"Min 1x per week","2000","16-34 y.","Not Working","","","",""
"Min 1x per week","2000","35-65 y.","Full Time","","","",""
"Min 1x per week","2000","35-65 y.","Part Time","","","",""
"Min 1x per week","2000","35-65 y.","Not Working","","","",""
"Min 1x per week","2000","66 and older","Full Time","","","",""
"Min 1x per week","2000","66 and older","Part Time","","","",""
"Min 1x per week","2000","66 and older","Not Working","","","",""
"Min 1x per month","2000","16-34 y.","Full Time","","","",""
"Min 1x per month","2000","16-34 y.","Part Time","","","",""
