"pli0083","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2019","16-34 y.","no migration background","868","0.252894525782474","0.238993528039536","0.266795523525412","2"
"Min 1x per week","2019","16-34 y.","direct migration background","163","0.19044365519468","0.163469821027677","0.217417489361683","2"
"Min 1x per week","2019","66 and older","no migration background","305","0.0562387329260907","0.0497008409597976","0.0627766248923838","2"
"Min 1x per week","2019","35-65 y.","no migration background","2258","0.171415825310162","0.164605265414571","0.178226385205754","2"
"Never","2019","16-34 y.","no migration background","38","0.012533682541432","0.00897584765043156","0.0160915174324325","5"
"Never","2019","16-34 y.","direct migration background","23","","","","5"
"Never","2019","16-34 y.","indirect migration background","15","","","","5"
"Never","2019","35-65 y.","no migration background","135","0.0103539720070913","0.00852468235057309","0.0121832616636095","5"
"Never","2019","35-65 y.","direct migration background","70","0.0238313327090468","0.01798546691015","0.0296771985079437","5"
"Never","2019","35-65 y.","indirect migration background","19","","","","5"
"Never","2019","66 and older","no migration background","62","0.0148391579094886","0.0114079494787729","0.0182703663402042","5"
"Never","2019","66 and older","direct migration background","5","","","","5"
"Never","2019","66 and older","indirect migration background","1","","","","5"
"Rarely","2019","35-65 y.","indirect migration background","40","0.0421381906565818","0.0281286493439264","0.0561477319692372","4"
"Rarely","2019","16-34 y.","direct migration background","58","0.0689923863345264","0.0515818123797504","0.0864029602893025","4"
"Rarely","2019","35-65 y.","direct migration background","162","0.0632180413084432","0.0538908255840858","0.0725452570328006","4"
"Rarely","2019","16-34 y.","no migration background","117","0.0232839287168102","0.018461147101865","0.0281067103317554","4"
"Rarely","2019","35-65 y.","no migration background","468","0.0335977735806036","0.0303414822504274","0.0368540649107799","4"
"Rarely","2019","66 and older","direct migration background","8","","","","4"
"Rarely","2019","66 and older","indirect migration background","2","","","","4"
"Rarely","2019","16-34 y.","indirect migration background","55","0.0634375368714318","0.0473694752613899","0.0795055984814737","4"
"Rarely","2019","66 and older","no migration background","143","0.0278763825425429","0.0232047588054566","0.0325480062796292","4"
