"pli0083","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2019","Not Working","Rural Area","34","0.0128602269942885","0.00872873787588879","0.0169917161126881","3"
"Min 1x per month","2019","Not Working","Urban Area","63","0.00877872862681451","0.00613566122325424","0.0114217960303748","3"
"Min 1x per week","2019","Full Time","Urban Area","1398","0.217807627895372","0.207590998226199","0.228024257564546","2"
"Min 1x per week","2019","Part Time","Urban Area","886","0.183735407119669","0.172299067553049","0.195171746686289","2"
"Min 1x per week","2019","Full Time","Rural Area","685","0.176695280248431","0.164291103434813","0.189099457062049","2"
"Min 1x per week","2019","Not Working","Rural Area","247","0.081236470286574","0.0712187161853458","0.0912542243878021","2"
"Min 1x per week","2019","Part Time","Rural Area","369","0.159653257410981","0.144953097748637","0.174353417073324","2"
"Min 1x per week","2019","Not Working","Urban Area","525","0.0898851917359964","0.0817811944873029","0.09798918898469","2"
"Never","2019","Full Time","Urban Area","84","0.0117047439659005","0.00904255649574473","0.0143669314360563","5"
"Never","2019","Full Time","Rural Area","32","0.0102234902983035","0.00695201732387475","0.0134949632727323","5"
"Never","2019","Part Time","Urban Area","74","0.0147810602888569","0.0112174163513588","0.018344704226355","5"
"Never","2019","Part Time","Rural Area","33","0.0111997573710218","0.00697635471559877","0.0154231600264448","5"
"Never","2019","Not Working","Urban Area","79","0.017607752726969","0.0138812490978059","0.0213342563561321","5"
"Never","2019","Not Working","Rural Area","25","","","","5"
"Rarely","2019","Full Time","Urban Area","294","0.0357082268974626","0.0311151608107978","0.0403012929841274","4"
"Rarely","2019","Full Time","Rural Area","156","0.0403604613738154","0.0339600586876711","0.0467608640599598","4"
"Rarely","2019","Part Time","Urban Area","186","0.0444984916481764","0.0384092463680124","0.0505877369283404","4"
"Rarely","2019","Part Time","Rural Area","88","0.0308278633913701","0.023890793466712","0.0377649333160281","4"
"Rarely","2019","Not Working","Rural Area","84","0.0309731302963615","0.0246205022101357","0.0373257583825873","4"
"Rarely","2019","Not Working","Urban Area","172","0.0330822222322675","0.0280146583758018","0.0381497860887332","4"
