"pli0083","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1990","Saxony-Anhalt","Not Employed","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","Employed","","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","Not Employed","14","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","Employed","32","0.173443349729305","0.118130379900812","0.228756319557798","2"
"Min 1x per week","1990","Hamburg","Not Employed","6","","","","2"
"Min 1x per week","1990","Hamburg","Employed","18","","","","2"
"Min 1x per week","1990","Lower Saxony","Not Employed","38","0.0808904109018854","0.0531821804907463","0.108598641313024","2"
"Min 1x per week","1990","Lower Saxony","Employed","110","0.174328374282594","0.144096983728365","0.204559764836823","2"
"Min 1x per week","1990","Bremen","Not Employed","4","","","","2"
"Min 1x per week","1990","Bremen","Employed","3","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","Not Employed","106","0.0940408260101129","0.0759408550521793","0.112140796968046","2"
"Min 1x per week","1990","North Rhine-Westphalia","Employed","253","0.174546890803506","0.155741031504014","0.193352750102999","2"
"Min 1x per week","1990","Hesse","Not Employed","36","0.0770886682385078","0.048525857104378","0.105651479372638","2"
"Min 1x per week","1990","Hesse","Employed","124","0.18255248202739","0.15276350134345","0.21234146271133","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Not Employed","24","","","","2"
"Min 1x per week","1990","Thuringia","Not Employed","","","","","2"
"Min 1x per week","1990","Thuringia","Employed","","","","","2"
"Min 1x per week","1990","Brandenburg","Employed","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Min 1x per week","1990","Baden-Württemberg","Employed","217","0.18392623561959","0.162542819028083","0.205309652211097","2"
"Min 1x per week","1990","Bavaria","Not Employed","69","0.117378760713752","0.0889375888551115","0.145819932572393","2"
"Min 1x per week","1990","Bavaria","Employed","214","0.195639736628835","0.17230298305878","0.218976490198889","2"
"Min 1x per week","1990","Berlin","Not Employed","11","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Employed","77","0.181459152220836","0.143690828263579","0.219227476178093","2"
"Min 1x per week","1990","Baden-Württemberg","Not Employed","43","0.07491856460315","0.052610807514055","0.0972263216922449","2"
"Min 1x per week","1990","Berlin","Employed","32","0.136556962000827","0.0915895543821832","0.181524369619471","2"
"Min 1x per week","1990","Brandenburg","Not Employed","","","","","2"
"Never","1990","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Never","1990","Saxony","Not Employed","","","","","5"
"Never","1990","Schleswig-Holstein","Employed","1","","","","5"
"Never","1990","North Rhine-Westphalia","Not Employed","8","","","","5"
"Never","1990","Schleswig-Holstein","Not Employed","1","","","","5"
"Never","1990","Hamburg","Employed","1","","","","5"
"Never","1990","Lower Saxony","Employed","5","","","","5"
"Never","1990","Bremen","Not Employed","2","","","","5"
"Never","1990","Bremen","Employed","2","","","","5"
"Never","1990","Saxony","Employed","","","","","5"
"Never","1990","Hamburg","Not Employed","","","","","5"
"Never","1990","Lower Saxony","Not Employed","1","","","","5"
"Never","1990","Brandenburg","Employed","","","","","5"
"Never","1990","Saxony-Anhalt","Not Employed","","","","","5"
"Never","1990","Saxony-Anhalt","Employed","","","","","5"
"Never","1990","Thuringia","Not Employed","","","","","5"
"Never","1990","Thuringia","Employed","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Never","1990","North Rhine-Westphalia","Employed","12","","","","5"
"Never","1990","Hesse","Not Employed","5","","","","5"
"Never","1990","Hesse","Employed","6","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","Not Employed","1","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","Employed","2","","","","5"
"Never","1990","Baden-Württemberg","Not Employed","8","","","","5"
"Never","1990","Baden-Württemberg","Employed","22","","","","5"
"Never","1990","Bavaria","Not Employed","7","","","","5"
"Never","1990","Bavaria","Employed","13","","","","5"
"Never","1990","Berlin","Not Employed","1","","","","5"
"Never","1990","Berlin","Employed","1","","","","5"
"Never","1990","Brandenburg","Not Employed","","","","","5"
"Rarely","1990","Saxony","Not Employed","","","","","4"
"Rarely","1990","Hamburg","Not Employed","1","","","","4"
"Rarely","1990","Schleswig-Holstein","Employed","7","","","","4"
"Rarely","1990","North Rhine-Westphalia","Not Employed","28","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Rarely","1990","Bavaria","Not Employed","12","","","","4"
"Rarely","1990","North Rhine-Westphalia","Employed","61","0.0362953390039605","0.0270294236528605","0.0455612543550605","4"
"Rarely","1990","Hesse","Not Employed","14","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Rarely","1990","Schleswig-Holstein","Not Employed","2","","","","4"
"Rarely","1990","Hamburg","Employed","3","","","","4"
"Rarely","1990","Lower Saxony","Not Employed","7","","","","4"
"Rarely","1990","Lower Saxony","Employed","30","0.050554509758406","0.0330968761978045","0.0680121433190074","4"
"Rarely","1990","Bremen","Not Employed","3","","","","4"
"Rarely","1990","Bremen","Employed","4","","","","4"
"Rarely","1990","Hesse","Employed","28","","","","4"
"Rarely","1990","Baden-Württemberg","Employed","41","0.0373343938019373","0.0268707528801526","0.0477980347237219","4"
"Rarely","1990","Saxony","Employed","","","","","4"
"Rarely","1990","Thuringia","Employed","","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Not Employed","10","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Employed","9","","","","4"
"Rarely","1990","Baden-Württemberg","Not Employed","17","","","","4"
"Rarely","1990","Saxony-Anhalt","Not Employed","","","","","4"
"Rarely","1990","Saxony-Anhalt","Employed","","","","","4"
"Rarely","1990","Thuringia","Not Employed","","","","","4"
"Rarely","1990","Brandenburg","Employed","","","","","4"
"Rarely","1990","Bavaria","Employed","49","0.0467227713016288","0.034307377244181","0.0591381653590765","4"
"Rarely","1990","Berlin","Not Employed","1","","","","4"
"Rarely","1990","Berlin","Employed","9","","","","4"
"Rarely","1990","Brandenburg","Not Employed","","","","","4"
"Daily","1991","Schleswig-Holstein","Not Employed","","","","","1"
"Daily","1991","Schleswig-Holstein","Employed","","","","","1"
"Daily","1991","Hamburg","Not Employed","","","","","1"
"Daily","1991","Hamburg","Employed","","","","","1"
"Daily","1991","Lower Saxony","Not Employed","","","","","1"
"Daily","1991","Lower Saxony","Employed","","","","","1"
"Daily","1991","Bremen","Not Employed","","","","","1"
"Daily","1991","Bremen","Employed","","","","","1"
"Daily","1991","North Rhine-Westphalia","Not Employed","","","","","1"
"Daily","1991","North Rhine-Westphalia","Employed","","","","","1"
"Daily","1991","Hesse","Not Employed","","","","","1"
"Daily","1991","Hesse","Employed","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Daily","1991","Baden-Württemberg","Not Employed","","","","","1"
"Daily","1991","Baden-Württemberg","Employed","","","","","1"
"Daily","1991","Bavaria","Not Employed","","","","","1"
"Daily","1991","Bavaria","Employed","","","","","1"
"Daily","1991","Berlin","Not Employed","","","","","1"
"Daily","1991","Berlin","Employed","","","","","1"
"Daily","1991","Brandenburg","Not Employed","","","","","1"
"Daily","1991","Brandenburg","Employed","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Daily","1991","Saxony","Not Employed","","","","","1"
"Daily","1991","Saxony","Employed","","","","","1"
"Daily","1991","Saxony-Anhalt","Not Employed","","","","","1"
"Daily","1991","Saxony-Anhalt","Employed","","","","","1"
"Daily","1991","Thuringia","Not Employed","","","","","1"
"Daily","1991","Thuringia","Employed","","","","","1"
"Min 1x per month","1991","Saxony","Employed","","","","","3"
"Min 1x per month","1991","Hamburg","Not Employed","","","","","3"
"Min 1x per month","1991","Schleswig-Holstein","Employed","","","","","3"
"Min 1x per month","1991","Hamburg","Employed","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Min 1x per month","1991","Saxony","Not Employed","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Min 1x per month","1991","Schleswig-Holstein","Not Employed","","","","","3"
"Min 1x per month","1991","Brandenburg","Employed","","","","","3"
"Min 1x per month","1991","Thuringia","Employed","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","Not Employed","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","Employed","","","","","3"
"Min 1x per month","1991","Thuringia","Not Employed","","","","","3"
"Min 1x per month","1991","Lower Saxony","Not Employed","","","","","3"
"Min 1x per month","1991","Lower Saxony","Employed","","","","","3"
"Min 1x per month","1991","Bremen","Not Employed","","","","","3"
"Min 1x per month","1991","Bremen","Employed","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","Not Employed","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","Employed","","","","","3"
"Min 1x per month","1991","Hesse","Not Employed","","","","","3"
"Min 1x per month","1991","Hesse","Employed","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","Not Employed","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","Employed","","","","","3"
"Min 1x per month","1991","Bavaria","Not Employed","","","","","3"
"Min 1x per month","1991","Bavaria","Employed","","","","","3"
"Min 1x per month","1991","Berlin","Not Employed","","","","","3"
"Min 1x per month","1991","Berlin","Employed","","","","","3"
"Min 1x per month","1991","Brandenburg","Not Employed","","","","","3"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Min 1x per week","1991","Saxony","Not Employed","","","","","2"
"Min 1x per week","1991","Saxony","Employed","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","Not Employed","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","Employed","","","","","2"
"Min 1x per week","1991","Thuringia","Not Employed","","","","","2"
"Min 1x per week","1991","Thuringia","Employed","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","Not Employed","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","Employed","","","","","2"
"Min 1x per week","1991","Hamburg","Not Employed","","","","","2"
"Min 1x per week","1991","Hamburg","Employed","","","","","2"
"Min 1x per week","1991","Lower Saxony","Not Employed","","","","","2"
"Min 1x per week","1991","Lower Saxony","Employed","","","","","2"
"Min 1x per week","1991","Bremen","Not Employed","","","","","2"
"Min 1x per week","1991","Bremen","Employed","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","Not Employed","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","Employed","","","","","2"
"Min 1x per week","1991","Hesse","Not Employed","","","","","2"
"Min 1x per week","1991","Hesse","Employed","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Min 1x per week","1991","Brandenburg","Employed","","","","","2"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","Employed","","","","","2"
"Min 1x per week","1991","Bavaria","Not Employed","","","","","2"
"Min 1x per week","1991","Bavaria","Employed","","","","","2"
"Min 1x per week","1991","Berlin","Not Employed","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","Not Employed","","","","","2"
"Min 1x per week","1991","Berlin","Employed","","","","","2"
"Min 1x per week","1991","Brandenburg","Not Employed","","","","","2"
"Never","1991","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Never","1991","North Rhine-Westphalia","Not Employed","","","","","5"
"Never","1991","Schleswig-Holstein","Employed","","","","","5"
"Never","1991","Hamburg","Not Employed","","","","","5"
"Never","1991","Hamburg","Employed","","","","","5"
"Never","1991","Lower Saxony","Not Employed","","","","","5"
"Never","1991","Bremen","Not Employed","","","","","5"
"Never","1991","Bremen","Employed","","","","","5"
"Never","1991","Saxony","Not Employed","","","","","5"
"Never","1991","Saxony","Employed","","","","","5"
"Never","1991","Saxony-Anhalt","Not Employed","","","","","5"
"Never","1991","Saxony-Anhalt","Employed","","","","","5"
"Never","1991","Thuringia","Not Employed","","","","","5"
"Never","1991","Thuringia","Employed","","","","","5"
"Never","1991","Lower Saxony","Employed","","","","","5"
"Never","1991","Schleswig-Holstein","Not Employed","","","","","5"
"Never","1991","Brandenburg","Employed","","","","","5"
"Never","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Never","1991","North Rhine-Westphalia","Employed","","","","","5"
"Never","1991","Hesse","Not Employed","","","","","5"
"Never","1991","Hesse","Employed","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","Not Employed","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Never","1991","Baden-Württemberg","Not Employed","","","","","5"
"Never","1991","Baden-Württemberg","Employed","","","","","5"
"Never","1991","Bavaria","Not Employed","","","","","5"
"Never","1991","Bavaria","Employed","","","","","5"
"Never","1991","Berlin","Not Employed","","","","","5"
"Never","1991","Berlin","Employed","","","","","5"
"Never","1991","Brandenburg","Not Employed","","","","","5"
"Rarely","1991","Schleswig-Holstein","Employed","","","","","4"
"Rarely","1991","Hamburg","Not Employed","","","","","4"
"Rarely","1991","North Rhine-Westphalia","Not Employed","","","","","4"
"Rarely","1991","North Rhine-Westphalia","Employed","","","","","4"
"Rarely","1991","Hesse","Not Employed","","","","","4"
"Rarely","1991","Hesse","Employed","","","","","4"
"Rarely","1991","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"Rarely","1991","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"Rarely","1991","Baden-Württemberg","Not Employed","","","","","4"
"Rarely","1991","Baden-Württemberg","Employed","","","","","4"
"Rarely","1991","Bavaria","Not Employed","","","","","4"
"Rarely","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Rarely","1991","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Rarely","1991","Saxony","Not Employed","","","","","4"
"Rarely","1991","Schleswig-Holstein","Not Employed","","","","","4"
"Rarely","1991","Hamburg","Employed","","","","","4"
"Rarely","1991","Lower Saxony","Not Employed","","","","","4"
"Rarely","1991","Lower Saxony","Employed","","","","","4"
"Rarely","1991","Bremen","Not Employed","","","","","4"
"Rarely","1991","Bremen","Employed","","","","","4"
"Rarely","1991","Saxony","Employed","","","","","4"
"Rarely","1991","Thuringia","Employed","","","","","4"
"Rarely","1991","Saxony-Anhalt","Not Employed","","","","","4"
"Rarely","1991","Saxony-Anhalt","Employed","","","","","4"
"Rarely","1991","Thuringia","Not Employed","","","","","4"
"Rarely","1991","Brandenburg","Employed","","","","","4"
"Rarely","1991","Bavaria","Employed","","","","","4"
"Rarely","1991","Berlin","Not Employed","","","","","4"
"Rarely","1991","Berlin","Employed","","","","","4"
"Rarely","1991","Brandenburg","Not Employed","","","","","4"
"Daily","1992","Schleswig-Holstein","Not Employed","","","","","1"
"Daily","1992","Schleswig-Holstein","Employed","","","","","1"
"Daily","1992","Hamburg","Not Employed","","","","","1"
"Daily","1992","Hamburg","Employed","","","","","1"
"Daily","1992","Lower Saxony","Not Employed","","","","","1"
"Daily","1992","Lower Saxony","Employed","","","","","1"
"Daily","1992","Bremen","Not Employed","","","","","1"
"Daily","1992","Bremen","Employed","","","","","1"
"Daily","1992","North Rhine-Westphalia","Not Employed","","","","","1"
"Daily","1992","North Rhine-Westphalia","Employed","","","","","1"
"Daily","1992","Hesse","Not Employed","","","","","1"
"Daily","1992","Hesse","Employed","","","","","1"
"Daily","1992","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Daily","1992","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Daily","1992","Baden-Württemberg","Not Employed","","","","","1"
"Daily","1992","Baden-Württemberg","Employed","","","","","1"
"Daily","1992","Bavaria","Not Employed","","","","","1"
"Daily","1992","Bavaria","Employed","","","","","1"
"Daily","1992","Berlin","Not Employed","","","","","1"
"Daily","1992","Berlin","Employed","","","","","1"
"Daily","1992","Brandenburg","Not Employed","","","","","1"
"Daily","1992","Brandenburg","Employed","","","","","1"
"Daily","1992","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Daily","1992","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Daily","1992","Saxony","Not Employed","","","","","1"
"Daily","1992","Saxony","Employed","","","","","1"
"Daily","1992","Saxony-Anhalt","Not Employed","","","","","1"
"Daily","1992","Saxony-Anhalt","Employed","","","","","1"
"Daily","1992","Thuringia","Not Employed","","","","","1"
"Daily","1992","Thuringia","Employed","","","","","1"
"Min 1x per month","1992","Saxony","Employed","","","","","3"
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Min 1x per month","1992","Saxony","Not Employed","","","","","3"
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Min 1x per month","1992","Hamburg","Not Employed","","","","","3"
"Min 1x per month","1992","Hamburg","Employed","","","","","3"
"Min 1x per month","1992","Schleswig-Holstein","Employed","","","","","3"
"Min 1x per month","1992","Brandenburg","Employed","","","","","3"
"Min 1x per month","1992","Schleswig-Holstein","Not Employed","","","","","3"
"Min 1x per month","1992","Saxony-Anhalt","Not Employed","","","","","3"
"Min 1x per month","1992","Saxony-Anhalt","Employed","","","","","3"
"Min 1x per month","1992","Thuringia","Not Employed","","","","","3"
"Min 1x per month","1992","Thuringia","Employed","","","","","3"
"Min 1x per month","1992","Baden-Württemberg","Employed","","","","","3"
"Min 1x per month","1992","Bavaria","Not Employed","","","","","3"
"Min 1x per month","1992","Bavaria","Employed","","","","","3"
"Min 1x per month","1992","Berlin","Not Employed","","","","","3"
"Min 1x per month","1992","Berlin","Employed","","","","","3"
"Min 1x per month","1992","Brandenburg","Not Employed","","","","","3"
"Min 1x per month","1992","Lower Saxony","Not Employed","","","","","3"
"Min 1x per month","1992","Lower Saxony","Employed","","","","","3"
"Min 1x per month","1992","Bremen","Not Employed","","","","","3"
"Min 1x per month","1992","Bremen","Employed","","","","","3"
"Min 1x per month","1992","North Rhine-Westphalia","Not Employed","","","","","3"
"Min 1x per month","1992","North Rhine-Westphalia","Employed","","","","","3"
"Min 1x per month","1992","Hesse","Not Employed","","","","","3"
"Min 1x per month","1992","Hesse","Employed","","","","","3"
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"Min 1x per month","1992","Baden-Württemberg","Not Employed","","","","","3"
"Min 1x per week","1992","Thuringia","Employed","","","","","2"
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Min 1x per week","1992","Saxony","Not Employed","","","","","2"
"Min 1x per week","1992","Saxony","Employed","","","","","2"
"Min 1x per week","1992","Saxony-Anhalt","Not Employed","","","","","2"
"Min 1x per week","1992","Saxony-Anhalt","Employed","","","","","2"
"Min 1x per week","1992","Thuringia","Not Employed","","","","","2"
"Min 1x per week","1992","Schleswig-Holstein","Not Employed","","","","","2"
"Min 1x per week","1992","Schleswig-Holstein","Employed","","","","","2"
"Min 1x per week","1992","Hamburg","Not Employed","","","","","2"
"Min 1x per week","1992","Hamburg","Employed","","","","","2"
"Min 1x per week","1992","Lower Saxony","Not Employed","","","","","2"
"Min 1x per week","1992","Lower Saxony","Employed","","","","","2"
"Min 1x per week","1992","Bremen","Not Employed","","","","","2"
"Min 1x per week","1992","Bremen","Employed","","","","","2"
"Min 1x per week","1992","North Rhine-Westphalia","Not Employed","","","","","2"
"Min 1x per week","1992","North Rhine-Westphalia","Employed","","","","","2"
"Min 1x per week","1992","Hesse","Not Employed","","","","","2"
"Min 1x per week","1992","Hesse","Employed","","","","","2"
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Min 1x per week","1992","Brandenburg","Employed","","","","","2"
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Min 1x per week","1992","Baden-Württemberg","Employed","","","","","2"
"Min 1x per week","1992","Bavaria","Not Employed","","","","","2"
"Min 1x per week","1992","Bavaria","Employed","","","","","2"
"Min 1x per week","1992","Baden-Württemberg","Not Employed","","","","","2"
"Min 1x per week","1992","Berlin","Not Employed","","","","","2"
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Min 1x per week","1992","Berlin","Employed","","","","","2"
"Min 1x per week","1992","Brandenburg","Not Employed","","","","","2"
"Never","1992","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Never","1992","Schleswig-Holstein","Employed","","","","","5"
"Never","1992","Hamburg","Not Employed","","","","","5"
"Never","1992","Hamburg","Employed","","","","","5"
"Never","1992","Lower Saxony","Not Employed","","","","","5"
"Never","1992","Lower Saxony","Employed","","","","","5"
"Never","1992","Bremen","Not Employed","","","","","5"
"Never","1992","Bremen","Employed","","","","","5"
"Never","1992","North Rhine-Westphalia","Not Employed","","","","","5"
"Never","1992","Saxony","Not Employed","","","","","5"
"Never","1992","Saxony","Employed","","","","","5"
"Never","1992","Saxony-Anhalt","Not Employed","","","","","5"
"Never","1992","Saxony-Anhalt","Employed","","","","","5"
"Never","1992","Thuringia","Not Employed","","","","","5"
"Never","1992","Thuringia","Employed","","","","","5"
"Never","1992","Schleswig-Holstein","Not Employed","","","","","5"
"Never","1992","Brandenburg","Employed","","","","","5"
"Never","1992","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Never","1992","North Rhine-Westphalia","Employed","","","","","5"
"Never","1992","Hesse","Not Employed","","","","","5"
"Never","1992","Hesse","Employed","","","","","5"
"Never","1992","Rhineland-Palatinate,Saarland","Not Employed","","","","","5"
"Never","1992","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Never","1992","Baden-Württemberg","Not Employed","","","","","5"
"Never","1992","Baden-Württemberg","Employed","","","","","5"
"Never","1992","Bavaria","Not Employed","","","","","5"
"Never","1992","Bavaria","Employed","","","","","5"
"Never","1992","Berlin","Not Employed","","","","","5"
"Never","1992","Berlin","Employed","","","","","5"
"Never","1992","Brandenburg","Not Employed","","","","","5"
"Rarely","1992","Schleswig-Holstein","Employed","","","","","4"
"Rarely","1992","Hamburg","Not Employed","","","","","4"
"Rarely","1992","Hamburg","Employed","","","","","4"
"Rarely","1992","Lower Saxony","Not Employed","","","","","4"
"Rarely","1992","Lower Saxony","Employed","","","","","4"
"Rarely","1992","Bremen","Not Employed","","","","","4"
"Rarely","1992","Bremen","Employed","","","","","4"
"Rarely","1992","North Rhine-Westphalia","Not Employed","","","","","4"
"Rarely","1992","North Rhine-Westphalia","Employed","","","","","4"
