"pli0083","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Not Employed","(0) in school","111","0.700714008099205","0.626431722518636","0.774996293679775"
"Daily","1990","Not Employed","(1a) inadequately completed","235","0.816257672654786","0.771216761676434","0.861298583633137"
"Daily","1990","Not Employed","(1b) general elementary school","856","0.883692050082923","0.863568668726383","0.903815431439463"
"Daily","1990","Not Employed","(1c) basic vocational qualification","911","0.899394931840158","0.880952941469879","0.917836922210438"
"Daily","1990","Not Employed","(2b) intermediate general qualification","92","0.797489503447839","0.724357856586086","0.870621150309591"
"Daily","1990","Not Employed","(2a) intermediate vocational","269","0.842938597238126","0.803621373120395","0.882255821355857"
"Daily","1990","Not Employed","(2c_gen) general maturity certificate","96","0.62149019443504","0.54335027823421","0.69963011063587"
"Daily","1990","Not Employed","(2c_voc) vocational maturity certificate","89","0.756319367905591","0.676812948202146","0.835825787609035"
"Daily","1990","Not Employed","(3a) lower tertiary education","39","0.834668343304317","0.729578086759984","0.93975859984865"
"Daily","1990","Not Employed","(3b) higher tertiary education","60","0.736304246205867","0.642074359539785","0.830534132871949"
"Daily","1990","Employed","(0) in school","12","","",""
"Daily","1990","Employed","(1a) inadequately completed","315","0.785561392302769","0.745339763808331","0.825783020797206"
"Daily","1990","Employed","(1b) general elementary school","904","0.798646883406121","0.775609763671906","0.821684003140336"
"Daily","1990","Employed","(1c) basic vocational qualification","1792","0.805545067099479","0.788999233566198","0.822090900632761"
"Daily","1990","Employed","(2b) intermediate general qualification","169","0.684954487402654","0.626667624095469","0.743241350709838"
"Daily","1990","Employed","(2a) intermediate vocational","675","0.726742767052889","0.698209303775717","0.75527623033006"
"Daily","1990","Employed","(2c_gen) general maturity certificate","118","0.602900125594763","0.533689936041711","0.672110315147815"
"Daily","1990","Employed","(2c_voc) vocational maturity certificate","198","0.61618935460345","0.561158904207612","0.671219804999287"
"Daily","1990","Employed","(3a) lower tertiary education","125","0.657644503378096","0.589997052067818","0.725291954688374"
"Daily","1990","Employed","(3b) higher tertiary education","237","0.629436563371568","0.580490298487861","0.678382828255275"
"Min 1x per week","1990","Not Employed","(0) in school","28","","",""
"Min 1x per week","1990","Not Employed","(1a) inadequately completed","36","0.129688418593516","0.0906154057897951","0.168761431397236"
"Min 1x per week","1990","Not Employed","(1b) general elementary school","66","0.053762535376074","0.0396050629830076","0.0679200077691404"
"Min 1x per week","1990","Not Employed","(1c) basic vocational qualification","72","0.0593298564674855","0.0448462081198058","0.0738135048151652"
"Min 1x per week","1990","Not Employed","(2b) intermediate general qualification","17","","",""
"Min 1x per week","1990","Not Employed","(2a) intermediate vocational","44","0.119228362530507","0.0842119546587772","0.154244770402236"
"Min 1x per week","1990","Not Employed","(2c_gen) general maturity certificate","37","0.24572926754352","0.176369232391947","0.315089302695093"
"Min 1x per week","1990","Not Employed","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per week","1990","Not Employed","(3a) lower tertiary education","5","","",""
"Min 1x per week","1990","Not Employed","(3b) higher tertiary education","12","","",""
"Min 1x per week","1990","Employed","(0) in school","2","","",""
"Min 1x per week","1990","Employed","(1a) inadequately completed","56","0.132375438301664","0.0991639972676621","0.165586879335665"
"Min 1x per week","1990","Employed","(1b) general elementary school","188","0.13604484232455","0.116349739954368","0.155739944694732"
"Min 1x per week","1990","Employed","(1c) basic vocational qualification","299","0.139507068942226","0.125022485580138","0.153991652304314"
"Min 1x per week","1990","Employed","(2b) intermediate general qualification","53","0.215098945267459","0.16354287883698","0.266655011697938"
"Min 1x per week","1990","Employed","(2a) intermediate vocational","203","0.206943663109715","0.181004474826485","0.232882851392945"
"Min 1x per week","1990","Employed","(2c_gen) general maturity certificate","57","0.304955723652584","0.239834566834704","0.370076880470463"
"Min 1x per week","1990","Employed","(2c_voc) vocational maturity certificate","72","0.28030171322925","0.229476925415404","0.331126501043096"
"Min 1x per week","1990","Employed","(3a) lower tertiary education","46","0.25917636748351","0.196706252936387","0.321646482030633"
"Min 1x per week","1990","Employed","(3b) higher tertiary education","87","0.228719182604206","0.186152495592936","0.271285869615475"
