"pli0083","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1996","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","1996","1-pers.-HH","no migration background","","","",""
"Rarely","1996","1-pers.-HH","direct migration background","","","",""
"Rarely","1996","1-pers.-HH","indirect migration background","","","",""
"Rarely","1996","(Married) couple without C. ","no migration background","","","",""
"Rarely","1996","(Married) couple without C. ","direct migration background","","","",""
"Rarely","1996","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","1996","Single parent ","no migration background","","","",""
"Rarely","1996","Single parent ","direct migration background","","","",""
"Rarely","1996","Single parent ","indirect migration background","","","",""
"Rarely","1996","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","1996","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","1996","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","1996","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","1996","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","1996","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","1996","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","1996","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","1996","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","1996","1-pers.-HH","no migration background","","","",""
"Never","1996","1-pers.-HH","direct migration background","","","",""
"Never","1996","1-pers.-HH","indirect migration background","","","",""
"Never","1996","(Married) couple without C. ","no migration background","","","",""
"Never","1996","(Married) couple without C. ","direct migration background","","","",""
"Never","1996","(Married) couple without C. ","indirect migration background","","","",""
"Never","1996","Single parent ","no migration background","","","",""
"Never","1996","Single parent ","direct migration background","","","",""
"Never","1996","Single parent ","indirect migration background","","","",""
"Never","1996","Couple + C. LE 16 ","no migration background","","","",""
"Never","1996","Couple + C. LE 16 ","direct migration background","","","",""
"Never","1996","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","1996","Couple + C. GT 16 ","no migration background","","","",""
"Never","1996","Couple + C. GT 16 ","direct migration background","","","",""
"Never","1996","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","1996","Couple + C. LE and GT 16","no migration background","","","",""
"Never","1996","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","1996","Couple + C. LE and GT 16","indirect migration background","","","",""
"Daily","1997","1-pers.-HH","no migration background","","","",""
"Daily","1997","1-pers.-HH","direct migration background","","","",""
"Daily","1997","1-pers.-HH","indirect migration background","","","",""
"Daily","1997","(Married) couple without C. ","no migration background","","","",""
"Daily","1997","(Married) couple without C. ","direct migration background","","","",""
"Daily","1997","(Married) couple without C. ","indirect migration background","","","",""
"Daily","1997","Single parent ","no migration background","","","",""
"Daily","1997","Single parent ","direct migration background","","","",""
"Daily","1997","Single parent ","indirect migration background","","","",""
"Daily","1997","Couple + C. LE 16 ","no migration background","","","",""
"Daily","1997","Couple + C. LE 16 ","direct migration background","","","",""
"Daily","1997","Couple + C. LE 16 ","indirect migration background","","","",""
"Daily","1997","Couple + C. GT 16 ","no migration background","","","",""
"Daily","1997","Couple + C. GT 16 ","direct migration background","","","",""
"Daily","1997","Couple + C. GT 16 ","indirect migration background","","","",""
"Daily","1997","Couple + C. LE and GT 16","no migration background","","","",""
"Daily","1997","Couple + C. LE and GT 16","direct migration background","","","",""
"Daily","1997","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per week","1997","1-pers.-HH","no migration background","","","",""
"Min 1x per week","1997","1-pers.-HH","direct migration background","","","",""
"Min 1x per week","1997","1-pers.-HH","indirect migration background","","","",""
"Min 1x per week","1997","(Married) couple without C. ","no migration background","","","",""
"Min 1x per week","1997","(Married) couple without C. ","direct migration background","","","",""
"Min 1x per week","1997","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per week","1997","Single parent ","no migration background","","","",""
"Min 1x per week","1997","Single parent ","direct migration background","","","",""
"Min 1x per week","1997","Single parent ","indirect migration background","","","",""
"Min 1x per week","1997","Couple + C. LE 16 ","no migration background","","","",""
"Min 1x per week","1997","Couple + C. LE 16 ","direct migration background","","","",""
"Min 1x per week","1997","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per week","1997","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per week","1997","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per week","1997","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per week","1997","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per week","1997","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per week","1997","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per month","1997","1-pers.-HH","no migration background","","","",""
"Min 1x per month","1997","1-pers.-HH","direct migration background","","","",""
"Min 1x per month","1997","1-pers.-HH","indirect migration background","","","",""
"Min 1x per month","1997","(Married) couple without C. ","no migration background","","","",""
"Min 1x per month","1997","(Married) couple without C. ","direct migration background","","","",""
"Min 1x per month","1997","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per month","1997","Single parent ","no migration background","","","",""
"Min 1x per month","1997","Single parent ","direct migration background","","","",""
"Min 1x per month","1997","Single parent ","indirect migration background","","","",""
"Min 1x per month","1997","Couple + C. LE 16 ","no migration background","","","",""
"Min 1x per month","1997","Couple + C. LE 16 ","direct migration background","","","",""
"Min 1x per month","1997","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per month","1997","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per month","1997","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per month","1997","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","1997","1-pers.-HH","no migration background","","","",""
"Rarely","1997","1-pers.-HH","direct migration background","","","",""
"Rarely","1997","1-pers.-HH","indirect migration background","","","",""
"Rarely","1997","(Married) couple without C. ","no migration background","","","",""
"Rarely","1997","(Married) couple without C. ","direct migration background","","","",""
"Rarely","1997","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","1997","Single parent ","no migration background","","","",""
"Rarely","1997","Single parent ","direct migration background","","","",""
"Rarely","1997","Single parent ","indirect migration background","","","",""
"Rarely","1997","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","1997","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","1997","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","1997","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","1997","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","1997","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","1997","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","1997","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","1997","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","1997","1-pers.-HH","no migration background","","","",""
"Never","1997","1-pers.-HH","direct migration background","","","",""
"Never","1997","1-pers.-HH","indirect migration background","","","",""
"Never","1997","(Married) couple without C. ","no migration background","","","",""
"Never","1997","(Married) couple without C. ","direct migration background","","","",""
"Never","1997","(Married) couple without C. ","indirect migration background","","","",""
"Never","1997","Single parent ","no migration background","","","",""
"Never","1997","Single parent ","direct migration background","","","",""
"Never","1997","Single parent ","indirect migration background","","","",""
"Never","1997","Couple + C. LE 16 ","no migration background","","","",""
"Never","1997","Couple + C. LE 16 ","direct migration background","","","",""
"Never","1997","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","1997","Couple + C. GT 16 ","no migration background","","","",""
"Never","1997","Couple + C. GT 16 ","direct migration background","","","",""
"Never","1997","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","1997","Couple + C. LE and GT 16","no migration background","","","",""
"Never","1997","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","1997","Couple + C. LE and GT 16","indirect migration background","","","",""
"Daily","1998","1-pers.-HH","no migration background","1243","0.827821555635382","0.808766721381223","0.846876389889541"
"Daily","1998","1-pers.-HH","direct migration background","164","0.841140824012291","0.789435176021035","0.892846472003546"
"Daily","1998","1-pers.-HH","indirect migration background","36","0.696613188978039","0.572846335201778","0.8203800427543"
"Daily","1998","(Married) couple without C. ","no migration background","3119","0.898858399271053","0.888843553638989","0.908873244903117"
"Daily","1998","(Married) couple without C. ","direct migration background","541","0.903910413731607","0.880289409595388","0.927531417867826"
"Daily","1998","(Married) couple without C. ","indirect migration background","67","0.856091785589432","0.78058047603746","0.931603095141405"
"Daily","1998","Single parent ","no migration background","451","0.764874092207293","0.729813023382752","0.799935161031834"
"Daily","1998","Single parent ","direct migration background","80","0.729316369491325","0.64266481040299","0.815967928579661"
"Daily","1998","Single parent ","indirect migration background","36","0.698978093943562","0.564957151570541","0.832999036316583"
"Daily","1998","Couple + C. LE 16 ","no migration background","1953","0.8084627415026","0.792702895457473","0.824222587547727"
"Daily","1998","Couple + C. LE 16 ","direct migration background","546","0.84739258163576","0.819109127781062","0.875676035490459"
"Daily","1998","Couple + C. LE 16 ","indirect migration background","79","0.893985522752286","0.829295650166901","0.95867539533767"
"Daily","1998","Couple + C. GT 16 ","no migration background","1618","0.832463732681844","0.815667082118919","0.849260383244769"
"Daily","1998","Couple + C. GT 16 ","direct migration background","412","0.87312624129698","0.842710836646166","0.903541645947795"
"Daily","1998","Couple + C. GT 16 ","indirect migration background","176","0.903591497044293","0.862165351883808","0.945017642204777"
"Daily","1998","Couple + C. LE and GT 16","no migration background","718","0.812168084952283","0.786154704185267","0.8381814657193"
"Daily","1998","Couple + C. LE and GT 16","direct migration background","232","0.879188081579309","0.840313834080229","0.918062329078388"
"Daily","1998","Couple + C. LE and GT 16","indirect migration background","88","0.793147991355534","0.718794280033376","0.867501702677692"
"Min 1x per week","1998","1-pers.-HH","no migration background","179","0.112362375473527","0.0964228375415699","0.128301913405485"
"Min 1x per week","1998","1-pers.-HH","direct migration background","17","","",""
"Min 1x per week","1998","1-pers.-HH","indirect migration background","12","","",""
"Min 1x per week","1998","(Married) couple without C. ","no migration background","269","0.0704476303705256","0.0619479257496977","0.0789473349913535"
"Min 1x per week","1998","(Married) couple without C. ","direct migration background","35","0.0575182938732195","0.0388572058552974","0.0761793818911417"
"Min 1x per week","1998","(Married) couple without C. ","indirect migration background","13","","",""
"Min 1x per week","1998","Single parent ","no migration background","73","0.144607619446749","0.115530042722544","0.173685196170953"
"Min 1x per week","1998","Single parent ","direct migration background","16","","",""
"Min 1x per week","1998","Single parent ","indirect migration background","6","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","no migration background","320","0.138922858672757","0.125071154176379","0.152774563169135"
"Min 1x per week","1998","Couple + C. LE 16 ","direct migration background","49","0.0995611857715432","0.0760120797569317","0.123110291786155"
"Min 1x per week","1998","Couple + C. LE 16 ","indirect migration background","5","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","no migration background","210","0.123444409875644","0.108649543247343","0.138239276503946"
"Min 1x per week","1998","Couple + C. GT 16 ","direct migration background","30","0.0850167923331335","0.0595292421091628","0.110504342557104"
"Min 1x per week","1998","Couple + C. GT 16 ","indirect migration background","14","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","no migration background","109","0.143971859014362","0.120590380386257","0.167353337642467"
"Min 1x per week","1998","Couple + C. LE and GT 16","direct migration background","17","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","indirect migration background","17","","",""
"Min 1x per month","1998","1-pers.-HH","no migration background","17","","",""
"Min 1x per month","1998","1-pers.-HH","direct migration background","3","","",""
"Min 1x per month","1998","1-pers.-HH","indirect migration background","3","","",""
"Min 1x per month","1998","(Married) couple without C. ","no migration background","18","","",""
"Min 1x per month","1998","(Married) couple without C. ","direct migration background","6","","",""
"Min 1x per month","1998","(Married) couple without C. ","indirect migration background","1","","",""
"Min 1x per month","1998","Single parent ","no migration background","7","","",""
"Min 1x per month","1998","Single parent ","direct migration background","1","","",""
"Min 1x per month","1998","Single parent ","indirect migration background","1","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","no migration background","29","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","direct migration background","3","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","no migration background","18","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","direct migration background","6","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","indirect migration background","1","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","no migration background","8","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","direct migration background","4","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","indirect migration background","3","","",""
"Rarely","1998","1-pers.-HH","no migration background","36","0.0223984730613038","0.0149299012306172","0.0298670448919904"
"Rarely","1998","1-pers.-HH","direct migration background","5","","",""
"Rarely","1998","1-pers.-HH","indirect migration background","1","","",""
"Rarely","1998","(Married) couple without C. ","no migration background","50","0.0169767336314513","0.0126858901456651","0.0212675771172374"
"Rarely","1998","(Married) couple without C. ","direct migration background","11","","",""
"Rarely","1998","(Married) couple without C. ","indirect migration background","2","","",""
"Rarely","1998","Single parent ","no migration background","24","","",""
"Rarely","1998","Single parent ","direct migration background","3","","",""
"Rarely","1998","Single parent ","indirect migration background","1","","",""
"Rarely","1998","Couple + C. LE 16 ","no migration background","72","0.0306560175817764","0.0237521546610938","0.037559880502459"
"Rarely","1998","Couple + C. LE 16 ","direct migration background","18","","",""
"Rarely","1998","Couple + C. LE 16 ","indirect migration background","1","","",""
"Rarely","1998","Couple + C. GT 16 ","no migration background","48","0.0282261936907627","0.0207772556534975","0.035675131728028"
"Rarely","1998","Couple + C. GT 16 ","direct migration background","7","","",""
"Rarely","1998","Couple + C. GT 16 ","indirect migration background","4","","",""
"Rarely","1998","Couple + C. LE and GT 16","no migration background","27","","",""
"Rarely","1998","Couple + C. LE and GT 16","direct migration background","10","","",""
"Rarely","1998","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Never","1998","1-pers.-HH","no migration background","33","0.0251922898374191","0.0172829411847752","0.033101638490063"
"Never","1998","1-pers.-HH","direct migration background","3","","",""
"Never","1998","1-pers.-HH","indirect migration background","1","","",""
"Never","1998","(Married) couple without C. ","no migration background","26","","",""
"Never","1998","(Married) couple without C. ","direct migration background","5","","",""
"Never","1998","(Married) couple without C. ","indirect migration background","","","",""
"Never","1998","Single parent ","no migration background","7","","",""
"Never","1998","Single parent ","direct migration background","1","","",""
"Never","1998","Single parent ","indirect migration background","1","","",""
"Never","1998","Couple + C. LE 16 ","no migration background","21","","",""
"Never","1998","Couple + C. LE 16 ","direct migration background","5","","",""
"Never","1998","Couple + C. LE 16 ","indirect migration background","2","","",""
"Never","1998","Couple + C. GT 16 ","no migration background","5","","",""
"Never","1998","Couple + C. GT 16 ","direct migration background","5","","",""
"Never","1998","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","1998","Couple + C. LE and GT 16","no migration background","4","","",""
"Never","1998","Couple + C. LE and GT 16","direct migration background","7","","",""
"Never","1998","Couple + C. LE and GT 16","indirect migration background","","","",""
"Daily","1999","1-pers.-HH","no migration background","","","",""
"Daily","1999","1-pers.-HH","direct migration background","","","",""
"Daily","1999","1-pers.-HH","indirect migration background","","","",""
"Daily","1999","(Married) couple without C. ","no migration background","","","",""
"Daily","1999","(Married) couple without C. ","direct migration background","","","",""
"Daily","1999","(Married) couple without C. ","indirect migration background","","","",""
"Daily","1999","Single parent ","no migration background","","","",""
"Daily","1999","Single parent ","direct migration background","","","",""
"Daily","1999","Single parent ","indirect migration background","","","",""
"Daily","1999","Couple + C. LE 16 ","no migration background","","","",""
"Daily","1999","Couple + C. LE 16 ","direct migration background","","","",""
"Daily","1999","Couple + C. LE 16 ","indirect migration background","","","",""
"Daily","1999","Couple + C. GT 16 ","no migration background","","","",""
"Daily","1999","Couple + C. GT 16 ","direct migration background","","","",""
"Daily","1999","Couple + C. GT 16 ","indirect migration background","","","",""
"Daily","1999","Couple + C. LE and GT 16","no migration background","","","",""
"Daily","1999","Couple + C. LE and GT 16","direct migration background","","","",""
"Daily","1999","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per week","1999","1-pers.-HH","no migration background","","","",""
"Min 1x per week","1999","1-pers.-HH","direct migration background","","","",""
"Min 1x per week","1999","1-pers.-HH","indirect migration background","","","",""
"Min 1x per week","1999","(Married) couple without C. ","no migration background","","","",""
"Min 1x per week","1999","(Married) couple without C. ","direct migration background","","","",""
"Min 1x per week","1999","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per week","1999","Single parent ","no migration background","","","",""
"Min 1x per week","1999","Single parent ","direct migration background","","","",""
"Min 1x per week","1999","Single parent ","indirect migration background","","","",""
"Min 1x per week","1999","Couple + C. LE 16 ","no migration background","","","",""
"Min 1x per week","1999","Couple + C. LE 16 ","direct migration background","","","",""
"Min 1x per week","1999","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per week","1999","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per week","1999","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per week","1999","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per week","1999","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per week","1999","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per week","1999","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per month","1999","1-pers.-HH","no migration background","","","",""
"Min 1x per month","1999","1-pers.-HH","direct migration background","","","",""
"Min 1x per month","1999","1-pers.-HH","indirect migration background","","","",""
"Min 1x per month","1999","(Married) couple without C. ","no migration background","","","",""
"Min 1x per month","1999","(Married) couple without C. ","direct migration background","","","",""
"Min 1x per month","1999","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per month","1999","Single parent ","no migration background","","","",""
"Min 1x per month","1999","Single parent ","direct migration background","","","",""
"Min 1x per month","1999","Single parent ","indirect migration background","","","",""
"Min 1x per month","1999","Couple + C. LE 16 ","no migration background","","","",""
"Min 1x per month","1999","Couple + C. LE 16 ","direct migration background","","","",""
"Min 1x per month","1999","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per month","1999","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per month","1999","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per month","1999","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per month","1999","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per month","1999","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per month","1999","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","1999","1-pers.-HH","no migration background","","","",""
"Rarely","1999","1-pers.-HH","direct migration background","","","",""
"Rarely","1999","1-pers.-HH","indirect migration background","","","",""
"Rarely","1999","(Married) couple without C. ","no migration background","","","",""
"Rarely","1999","(Married) couple without C. ","direct migration background","","","",""
"Rarely","1999","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","1999","Single parent ","no migration background","","","",""
"Rarely","1999","Single parent ","direct migration background","","","",""
"Rarely","1999","Single parent ","indirect migration background","","","",""
"Rarely","1999","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","1999","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","1999","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","1999","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","1999","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","1999","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","1999","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","1999","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","1999","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","1999","1-pers.-HH","no migration background","","","",""
"Never","1999","1-pers.-HH","direct migration background","","","",""
"Never","1999","1-pers.-HH","indirect migration background","","","",""
"Never","1999","(Married) couple without C. ","no migration background","","","",""
"Never","1999","(Married) couple without C. ","direct migration background","","","",""
"Never","1999","(Married) couple without C. ","indirect migration background","","","",""
"Never","1999","Single parent ","no migration background","","","",""
"Never","1999","Single parent ","direct migration background","","","",""
"Never","1999","Single parent ","indirect migration background","","","",""
"Never","1999","Couple + C. LE 16 ","no migration background","","","",""
"Never","1999","Couple + C. LE 16 ","direct migration background","","","",""
"Never","1999","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","1999","Couple + C. GT 16 ","no migration background","","","",""
"Never","1999","Couple + C. GT 16 ","direct migration background","","","",""
"Never","1999","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","1999","Couple + C. LE and GT 16","no migration background","","","",""
"Never","1999","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","1999","Couple + C. LE and GT 16","indirect migration background","","","",""
"Daily","2000","1-pers.-HH","no migration background","","","",""
"Daily","2000","1-pers.-HH","direct migration background","","","",""
"Daily","2000","1-pers.-HH","indirect migration background","","","",""
"Daily","2000","(Married) couple without C. ","no migration background","","","",""
"Daily","2000","(Married) couple without C. ","direct migration background","","","",""
"Daily","2000","(Married) couple without C. ","indirect migration background","","","",""
"Daily","2000","Single parent ","no migration background","","","",""
"Daily","2000","Single parent ","direct migration background","","","",""
"Daily","2000","Single parent ","indirect migration background","","","",""
"Daily","2000","Couple + C. LE 16 ","no migration background","","","",""
"Daily","2000","Couple + C. LE 16 ","direct migration background","","","",""
"Daily","2000","Couple + C. LE 16 ","indirect migration background","","","",""
"Daily","2000","Couple + C. GT 16 ","no migration background","","","",""
"Daily","2000","Couple + C. GT 16 ","direct migration background","","","",""
"Daily","2000","Couple + C. GT 16 ","indirect migration background","","","",""
"Daily","2000","Couple + C. LE and GT 16","no migration background","","","",""
"Daily","2000","Couple + C. LE and GT 16","direct migration background","","","",""
"Daily","2000","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per week","2000","1-pers.-HH","no migration background","","","",""
"Min 1x per week","2000","1-pers.-HH","direct migration background","","","",""
"Min 1x per week","2000","1-pers.-HH","indirect migration background","","","",""
"Min 1x per week","2000","(Married) couple without C. ","no migration background","","","",""
"Min 1x per week","2000","(Married) couple without C. ","direct migration background","","","",""
"Min 1x per week","2000","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per week","2000","Single parent ","no migration background","","","",""
"Min 1x per week","2000","Single parent ","direct migration background","","","",""
"Min 1x per week","2000","Single parent ","indirect migration background","","","",""
"Min 1x per week","2000","Couple + C. LE 16 ","no migration background","","","",""
"Min 1x per week","2000","Couple + C. LE 16 ","direct migration background","","","",""
"Min 1x per week","2000","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per week","2000","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per week","2000","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per week","2000","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per week","2000","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per week","2000","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per week","2000","Couple + C. LE and GT 16","indirect migration background","","","",""
"Min 1x per month","2000","1-pers.-HH","no migration background","","","",""
"Min 1x per month","2000","1-pers.-HH","direct migration background","","","",""
"Min 1x per month","2000","1-pers.-HH","indirect migration background","","","",""
"Min 1x per month","2000","(Married) couple without C. ","no migration background","","","",""
"Min 1x per month","2000","(Married) couple without C. ","direct migration background","","","",""
"Min 1x per month","2000","(Married) couple without C. ","indirect migration background","","","",""
"Min 1x per month","2000","Single parent ","no migration background","","","",""
"Min 1x per month","2000","Single parent ","direct migration background","","","",""
"Min 1x per month","2000","Single parent ","indirect migration background","","","",""
"Min 1x per month","2000","Couple + C. LE 16 ","no migration background","","","",""
"Min 1x per month","2000","Couple + C. LE 16 ","direct migration background","","","",""
"Min 1x per month","2000","Couple + C. LE 16 ","indirect migration background","","","",""
"Min 1x per month","2000","Couple + C. GT 16 ","no migration background","","","",""
"Min 1x per month","2000","Couple + C. GT 16 ","direct migration background","","","",""
"Min 1x per month","2000","Couple + C. GT 16 ","indirect migration background","","","",""
"Min 1x per month","2000","Couple + C. LE and GT 16","no migration background","","","",""
"Min 1x per month","2000","Couple + C. LE and GT 16","direct migration background","","","",""
"Min 1x per month","2000","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2000","1-pers.-HH","no migration background","","","",""
"Rarely","2000","1-pers.-HH","direct migration background","","","",""
"Rarely","2000","1-pers.-HH","indirect migration background","","","",""
"Rarely","2000","(Married) couple without C. ","no migration background","","","",""
"Rarely","2000","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2000","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2000","Single parent ","no migration background","","","",""
"Rarely","2000","Single parent ","direct migration background","","","",""
"Rarely","2000","Single parent ","indirect migration background","","","",""
"Rarely","2000","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2000","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2000","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2000","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2000","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2000","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2000","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2000","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2000","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2000","1-pers.-HH","no migration background","","","",""
"Never","2000","1-pers.-HH","direct migration background","","","",""
"Never","2000","1-pers.-HH","indirect migration background","","","",""
"Never","2000","(Married) couple without C. ","no migration background","","","",""
"Never","2000","(Married) couple without C. ","direct migration background","","","",""
"Never","2000","(Married) couple without C. ","indirect migration background","","","",""
"Never","2000","Single parent ","no migration background","","","",""
"Never","2000","Single parent ","direct migration background","","","",""
"Never","2000","Single parent ","indirect migration background","","","",""
"Never","2000","Couple + C. LE 16 ","no migration background","","","",""
"Never","2000","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2000","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2000","Couple + C. GT 16 ","no migration background","","","",""
"Never","2000","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2000","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2000","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2000","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2000","Couple + C. LE and GT 16","indirect migration background","","","",""
"Daily","2001","1-pers.-HH","no migration background","","","",""
"Daily","2001","1-pers.-HH","direct migration background","","","",""
"Daily","2001","1-pers.-HH","indirect migration background","","","",""
"Daily","2001","(Married) couple without C. ","no migration background","","","",""
"Daily","2001","(Married) couple without C. ","direct migration background","","","",""
"Daily","2001","(Married) couple without C. ","indirect migration background","","","",""
"Daily","2001","Single parent ","no migration background","","","",""
"Daily","2001","Single parent ","direct migration background","","","",""
"Daily","2001","Single parent ","indirect migration background","","","",""
"Daily","2001","Couple + C. LE 16 ","no migration background","","","",""
"Daily","2001","Couple + C. LE 16 ","direct migration background","","","",""
"Daily","2001","Couple + C. LE 16 ","indirect migration background","","","",""
"Daily","2001","Couple + C. GT 16 ","no migration background","","","",""
"Daily","2001","Couple + C. GT 16 ","direct migration background","","","",""
"Daily","2001","Couple + C. GT 16 ","indirect migration background","","","",""
