"pli0083","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Full Time","(0) in school","","","",""
"Daily","1990","Full Time","(1a) inadequately completed","229","0.797635142386352","0.751474559476633","0.843795725296071"
"Daily","1990","Full Time","(1b) general elementary school","588","0.770128724288804","0.740390917520838","0.799866531056769"
"Daily","1990","Full Time","(1c) basic vocational qualification","1361","0.796021102539583","0.776815355795519","0.815226849283647"
"Daily","1990","Full Time","(2b) intermediate general qualification","89","0.614363348843318","0.534305167572652","0.694421530113984"
"Daily","1990","Full Time","(2a) intermediate vocational","505","0.720882400945185","0.687747354524028","0.754017447366342"
"Daily","1990","Full Time","(2c_gen) general maturity certificate","52","0.562775465865795","0.456059626473247","0.669491305258344"
"Daily","1990","Full Time","(2c_voc) vocational maturity certificate","142","0.598696306004628","0.533925900118161","0.663466711891096"
"Daily","1990","Full Time","(3a) lower tertiary education","99","0.678527256265799","0.602508664994102","0.754545847537496"
"Daily","1990","Full Time","(3b) higher tertiary education","182","0.643626391256389","0.58821783529331","0.699034947219468"
"Daily","1990","Part Time","(0) in school","12","","",""
"Daily","1990","Part Time","(1a) inadequately completed","86","0.751567910823343","0.670448870828233","0.832686950818452"
"Daily","1990","Part Time","(1b) general elementary school","316","0.839521899178418","0.80332482682462","0.875718971532217"
"Daily","1990","Part Time","(1c) basic vocational qualification","431","0.835247801927627","0.802957850567553","0.867537753287702"
"Daily","1990","Part Time","(2b) intermediate general qualification","80","0.785500145146647","0.70584118346583","0.865159106827464"
"Daily","1990","Part Time","(2a) intermediate vocational","170","0.745499060525793","0.689569890356116","0.801428230695469"
"Daily","1990","Part Time","(2c_gen) general maturity certificate","66","0.629972976929342","0.539334515847095","0.720611438011588"
"Daily","1990","Part Time","(2c_voc) vocational maturity certificate","56","0.664983398983122","0.561554556745938","0.768412241220307"
"Daily","1990","Part Time","(3a) lower tertiary education","26","","",""
"Daily","1990","Part Time","(3b) higher tertiary education","55","0.583621069054921","0.480035723658098","0.687206414451744"
"Daily","1990","Not Working","(0) in school","111","0.700714008099205","0.626431722518636","0.774996293679775"
"Daily","1990","Not Working","(1a) inadequately completed","235","0.816257672654786","0.771216761676434","0.861298583633137"
"Daily","1990","Not Working","(1b) general elementary school","856","0.883692050082923","0.863568668726383","0.903815431439463"
"Daily","1990","Not Working","(1c) basic vocational qualification","911","0.899394931840158","0.880952941469879","0.917836922210438"
"Daily","1990","Not Working","(2b) intermediate general qualification","92","0.797489503447839","0.724357856586086","0.870621150309591"
"Daily","1990","Not Working","(2a) intermediate vocational","269","0.842938597238126","0.803621373120395","0.882255821355857"
"Daily","1990","Not Working","(2c_gen) general maturity certificate","96","0.62149019443504","0.54335027823421","0.69963011063587"
"Daily","1990","Not Working","(2c_voc) vocational maturity certificate","89","0.756319367905591","0.676812948202146","0.835825787609035"
"Daily","1990","Not Working","(3a) lower tertiary education","39","0.834668343304317","0.729578086759984","0.93975859984865"
"Daily","1990","Not Working","(3b) higher tertiary education","60","0.736304246205867","0.642074359539785","0.830534132871949"
"Min 1x per week","1990","Full Time","(0) in school","","","",""
"Min 1x per week","1990","Full Time","(1a) inadequately completed","42","0.124254126993663","0.0863535294284243","0.162154724558902"
"Min 1x per week","1990","Full Time","(1b) general elementary school","130","0.15454041653621","0.128992682516769","0.18008815055565"
"Min 1x per week","1990","Full Time","(1c) basic vocational qualification","242","0.147293332944954","0.130401854580351","0.164184811309557"
"Min 1x per week","1990","Full Time","(2b) intermediate general qualification","39","0.256921494202842","0.185055822694236","0.328787165711448"
"Min 1x per week","1990","Full Time","(2a) intermediate vocational","152","0.214387410782574","0.184071849169816","0.244702972395332"
"Min 1x per week","1990","Full Time","(2c_gen) general maturity certificate","24","","",""
"Min 1x per week","1990","Full Time","(2c_voc) vocational maturity certificate","53","0.279164581460211","0.219887751792468","0.338441411127954"
"Min 1x per week","1990","Full Time","(3a) lower tertiary education","34","0.246250577426694","0.176126652698714","0.316374502154675"
"Min 1x per week","1990","Full Time","(3b) higher tertiary education","66","0.221750973237162","0.173689264958544","0.269812681515779"
"Min 1x per week","1990","Part Time","(0) in school","2","","",""
"Min 1x per week","1990","Part Time","(1a) inadequately completed","14","","",""
"Min 1x per week","1990","Part Time","(1b) general elementary school","58","0.10953517581665","0.0787363093963494","0.140334042236952"
"Min 1x per week","1990","Part Time","(1c) basic vocational qualification","57","0.11522376407265","0.087430992032014","0.143016536113287"
"Min 1x per week","1990","Part Time","(2b) intermediate general qualification","14","","",""
"Min 1x per week","1990","Part Time","(2a) intermediate vocational","51","0.183119705130903","0.133458542736564","0.232780867525242"
"Min 1x per week","1990","Part Time","(2c_gen) general maturity certificate","33","0.261817254682639","0.179286480475371","0.344348028889907"
"Min 1x per week","1990","Part Time","(2c_voc) vocational maturity certificate","19","","",""
"Min 1x per week","1990","Part Time","(3a) lower tertiary education","12","","",""
"Min 1x per week","1990","Part Time","(3b) higher tertiary education","21","","",""
"Min 1x per week","1990","Not Working","(0) in school","28","","",""
"Min 1x per week","1990","Not Working","(1a) inadequately completed","36","0.129688418593516","0.0906154057897951","0.168761431397236"
"Min 1x per week","1990","Not Working","(1b) general elementary school","66","0.053762535376074","0.0396050629830076","0.0679200077691404"
"Min 1x per week","1990","Not Working","(1c) basic vocational qualification","72","0.0593298564674855","0.0448462081198058","0.0738135048151652"
"Min 1x per week","1990","Not Working","(2b) intermediate general qualification","17","","",""
"Min 1x per week","1990","Not Working","(2a) intermediate vocational","44","0.119228362530507","0.0842119546587772","0.154244770402236"
"Min 1x per week","1990","Not Working","(2c_gen) general maturity certificate","37","0.24572926754352","0.176369232391947","0.315089302695093"
"Min 1x per week","1990","Not Working","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per week","1990","Not Working","(3a) lower tertiary education","5","","",""
"Min 1x per week","1990","Not Working","(3b) higher tertiary education","12","","",""
"Min 1x per month","1990","Full Time","(0) in school","","","",""
"Min 1x per month","1990","Full Time","(1a) inadequately completed","4","","",""
"Min 1x per month","1990","Full Time","(1b) general elementary school","6","","",""
"Min 1x per month","1990","Full Time","(1c) basic vocational qualification","22","","",""
"Min 1x per month","1990","Full Time","(2b) intermediate general qualification","5","","",""
"Min 1x per month","1990","Full Time","(2a) intermediate vocational","23","","",""
"Min 1x per month","1990","Full Time","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","Full Time","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per month","1990","Full Time","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","Full Time","(3b) higher tertiary education","9","","",""
"Min 1x per month","1990","Part Time","(0) in school","","","",""
"Min 1x per month","1990","Part Time","(1a) inadequately completed","1","","",""
"Min 1x per month","1990","Part Time","(1b) general elementary school","9","","",""
"Min 1x per month","1990","Part Time","(1c) basic vocational qualification","6","","",""
"Min 1x per month","1990","Part Time","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1990","Part Time","(2a) intermediate vocational","4","","",""
"Min 1x per month","1990","Part Time","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1990","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Part Time","(3b) higher tertiary education","3","","",""
"Min 1x per month","1990","Not Working","(0) in school","4","","",""
"Min 1x per month","1990","Not Working","(1a) inadequately completed","4","","",""
"Min 1x per month","1990","Not Working","(1b) general elementary school","13","","",""
"Min 1x per month","1990","Not Working","(1c) basic vocational qualification","12","","",""
"Min 1x per month","1990","Not Working","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1990","Not Working","(2a) intermediate vocational","2","","",""
"Min 1x per month","1990","Not Working","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1990","Not Working","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Not Working","(3b) higher tertiary education","3","","",""
"Rarely","1990","Full Time","(0) in school","","","",""
"Rarely","1990","Full Time","(1a) inadequately completed","6","","",""
"Rarely","1990","Full Time","(1b) general elementary school","30","0.0482852280487692","0.0331340825196659","0.0634363735778725"
"Rarely","1990","Full Time","(1c) basic vocational qualification","57","0.0370495065021457","0.0280468748512056","0.0460521381530858"
"Rarely","1990","Full Time","(2b) intermediate general qualification","8","","",""
"Rarely","1990","Full Time","(2a) intermediate vocational","22","","",""
"Rarely","1990","Full Time","(2c_gen) general maturity certificate","3","","",""
"Rarely","1990","Full Time","(2c_voc) vocational maturity certificate","12","","",""
"Rarely","1990","Full Time","(3a) lower tertiary education","10","","",""
"Rarely","1990","Full Time","(3b) higher tertiary education","24","","",""
"Rarely","1990","Part Time","(0) in school","1","","",""
"Rarely","1990","Part Time","(1a) inadequately completed","7","","",""
"Rarely","1990","Part Time","(1b) general elementary school","10","","",""
"Rarely","1990","Part Time","(1c) basic vocational qualification","12","","",""
"Rarely","1990","Part Time","(2b) intermediate general qualification","6","","",""
"Rarely","1990","Part Time","(2a) intermediate vocational","6","","",""
"Rarely","1990","Part Time","(2c_gen) general maturity certificate","5","","",""
"Rarely","1990","Part Time","(2c_voc) vocational maturity certificate","5","","",""
"Rarely","1990","Part Time","(3a) lower tertiary education","3","","",""
"Rarely","1990","Part Time","(3b) higher tertiary education","6","","",""
"Rarely","1990","Not Working","(0) in school","3","","",""
"Rarely","1990","Not Working","(1a) inadequately completed","4","","",""
"Rarely","1990","Not Working","(1b) general elementary school","27","","",""
"Rarely","1990","Not Working","(1c) basic vocational qualification","21","","",""
"Rarely","1990","Not Working","(2b) intermediate general qualification","4","","",""
"Rarely","1990","Not Working","(2a) intermediate vocational","11","","",""
"Rarely","1990","Not Working","(2c_gen) general maturity certificate","13","","",""
"Rarely","1990","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","1990","Not Working","(3a) lower tertiary education","2","","",""
"Rarely","1990","Not Working","(3b) higher tertiary education","7","","",""
"Never","1990","Full Time","(0) in school","","","",""
"Never","1990","Full Time","(1a) inadequately completed","10","","",""
"Never","1990","Full Time","(1b) general elementary school","15","","",""
"Never","1990","Full Time","(1c) basic vocational qualification","9","","",""
"Never","1990","Full Time","(2b) intermediate general qualification","1","","",""
"Never","1990","Full Time","(2a) intermediate vocational","2","","",""
"Never","1990","Full Time","(2c_gen) general maturity certificate","3","","",""
"Never","1990","Full Time","(2c_voc) vocational maturity certificate","4","","",""
"Never","1990","Full Time","(3a) lower tertiary education","1","","",""
"Never","1990","Full Time","(3b) higher tertiary education","6","","",""
"Never","1990","Part Time","(0) in school","","","",""
"Never","1990","Part Time","(1a) inadequately completed","1","","",""
"Never","1990","Part Time","(1b) general elementary school","2","","",""
"Never","1990","Part Time","(1c) basic vocational qualification","1","","",""
"Never","1990","Part Time","(2b) intermediate general qualification","","","",""
"Never","1990","Part Time","(2a) intermediate vocational","2","","",""
"Never","1990","Part Time","(2c_gen) general maturity certificate","3","","",""
"Never","1990","Part Time","(2c_voc) vocational maturity certificate","","","",""
