"pli0083","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","1-pers.-HH","(0) in school","1","","",""
"Daily","1990","1-pers.-HH","(1a) inadequately completed","31","0.760579925253167","0.631524532726236","0.889635317780099"
"Daily","1990","1-pers.-HH","(1b) general elementary school","204","0.797225158775203","0.748447003685525","0.846003313864881"
"Daily","1990","1-pers.-HH","(1c) basic vocational qualification","246","0.79492149908989","0.750119954972368","0.839723043207413"
"Daily","1990","1-pers.-HH","(2b) intermediate general qualification","30","0.664089224566458","0.522920319026263","0.805258130106652"
"Daily","1990","1-pers.-HH","(2a) intermediate vocational","111","0.73565691404823","0.666677436107365","0.804636391989096"
"Daily","1990","1-pers.-HH","(2c_gen) general maturity certificate","19","","",""
"Daily","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","32","0.522449831226445","0.399108220858467","0.645791441594422"
"Daily","1990","1-pers.-HH","(3a) lower tertiary education","19","","",""
"Daily","1990","1-pers.-HH","(3b) higher tertiary education","37","0.558685386697232","0.443186784881247","0.674183988513217"
"Daily","1990","(Married) couple without C. ","(0) in school","","","",""
"Daily","1990","(Married) couple without C. ","(1a) inadequately completed","73","0.896138039490199","0.82969931348959","0.962576765490808"
"Daily","1990","(Married) couple without C. ","(1b) general elementary school","434","0.921488165040163","0.897475685011799","0.945500645068526"
"Daily","1990","(Married) couple without C. ","(1c) basic vocational qualification","828","0.890056140803517","0.869972875568173","0.910139406038861"
"Daily","1990","(Married) couple without C. ","(2b) intermediate general qualification","44","0.74865462012313","0.635041029515955","0.862268210730306"
"Daily","1990","(Married) couple without C. ","(2a) intermediate vocational","290","0.793907720171385","0.75252386617211","0.835291574170661"
"Daily","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","23","","",""
"Daily","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","95","0.817342166966652","0.747920392023681","0.886763941909622"
"Daily","1990","(Married) couple without C. ","(3a) lower tertiary education","66","0.893314768093943","0.824361137467751","0.962268398720134"
"Daily","1990","(Married) couple without C. ","(3b) higher tertiary education","72","0.609765014222445","0.522849008757418","0.696681019687472"
"Daily","1990","Single parent ","(0) in school","9","","",""
"Daily","1990","Single parent ","(1a) inadequately completed","22","","",""
"Daily","1990","Single parent ","(1b) general elementary school","89","0.804766887498399","0.732004414051892","0.877529360944906"
"Daily","1990","Single parent ","(1c) basic vocational qualification","116","0.791484788562046","0.724900735152087","0.858068841972004"
"Daily","1990","Single parent ","(2b) intermediate general qualification","21","","",""
"Daily","1990","Single parent ","(2a) intermediate vocational","28","","",""
"Daily","1990","Single parent ","(2c_gen) general maturity certificate","19","","",""
"Daily","1990","Single parent ","(2c_voc) vocational maturity certificate","10","","",""
"Daily","1990","Single parent ","(3a) lower tertiary education","4","","",""
"Daily","1990","Single parent ","(3b) higher tertiary education","12","","",""
"Daily","1990","Couple + C. LE 16 ","(0) in school","1","","",""
"Daily","1990","Couple + C. LE 16 ","(1a) inadequately completed","127","0.766945864505256","0.701842812942098","0.832048916068414"
"Daily","1990","Couple + C. LE 16 ","(1b) general elementary school","311","0.861659479399189","0.826715288028849","0.896603670769529"
"Daily","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","640","0.839002922563994","0.813026720487198","0.864979124640791"
"Daily","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","24","","",""
"Daily","1990","Couple + C. LE 16 ","(2a) intermediate vocational","271","0.784589429367665","0.742003972617972","0.827174886117358"
"Daily","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","40","0.75432622754919","0.638430037930834","0.870222417167546"
"Daily","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","76","0.703224543801418","0.61323511517512","0.793213972427716"
"Daily","1990","Couple + C. LE 16 ","(3a) lower tertiary education","38","0.68457883470902","0.566007629283208","0.803150040134832"
"Daily","1990","Couple + C. LE 16 ","(3b) higher tertiary education","97","0.733414874300476","0.65882600553714","0.808003743063812"
"Daily","1990","Couple + C. GT 16 ","(0) in school","49","0.674613911200103","0.565634099357062","0.783593723043145"
"Daily","1990","Couple + C. GT 16 ","(1a) inadequately completed","132","0.847157705707187","0.790509501258506","0.903805910155867"
"Daily","1990","Couple + C. GT 16 ","(1b) general elementary school","360","0.836844989187997","0.802552154977928","0.871137823398065"
"Daily","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","550","0.849746668385011","0.822465549744682","0.877027787025341"
"Daily","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","91","0.736754711993672","0.660461680766127","0.813047743221217"
"Daily","1990","Couple + C. GT 16 ","(2a) intermediate vocational","171","0.752026598569506","0.695601025008006","0.808452172131005"
"Daily","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","87","0.645262272586147","0.564854049806553","0.725670495365741"
"Daily","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","44","0.584438522910873","0.470605334426406","0.69827171139534"
"Daily","1990","Couple + C. GT 16 ","(3a) lower tertiary education","28","","",""
"Daily","1990","Couple + C. GT 16 ","(3b) higher tertiary education","50","0.70134310307194","0.594887026526045","0.807799179617835"
"Daily","1990","Couple + C. LE and GT 16","(0) in school","55","0.834431365268744","0.741911159443498","0.92695157109399"
"Daily","1990","Couple + C. LE and GT 16","(1a) inadequately completed","94","0.766547569919157","0.690859710453473","0.842235429384842"
"Daily","1990","Couple + C. LE and GT 16","(1b) general elementary school","191","0.796949943975416","0.746984989446057","0.846914898504774"
"Daily","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","180","0.761876390687695","0.706830150702582","0.816922630672807"
"Daily","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","33","0.712747580852459","0.58605541098477","0.839439750720149"
"Daily","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","43","0.684917972441645","0.576092598547873","0.793743346335417"
"Daily","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"Daily","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","12","","",""
"Daily","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"Daily","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","17","","",""
"Min 1x per week","1990","1-pers.-HH","(0) in school","1","","",""
"Min 1x per week","1990","1-pers.-HH","(1a) inadequately completed","6","","",""
"Min 1x per week","1990","1-pers.-HH","(1b) general elementary school","25","","",""
"Min 1x per week","1990","1-pers.-HH","(1c) basic vocational qualification","42","0.118972927604312","0.083048529941613","0.154897325267012"
"Min 1x per week","1990","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Min 1x per week","1990","1-pers.-HH","(2a) intermediate vocational","34","0.199117210209357","0.136652152603014","0.261582267815701"
"Min 1x per week","1990","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"Min 1x per week","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","20","","",""
"Min 1x per week","1990","1-pers.-HH","(3a) lower tertiary education","14","","",""
"Min 1x per week","1990","1-pers.-HH","(3b) higher tertiary education","19","","",""
"Min 1x per week","1990","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1b) general elementary school","32","0.0478173895794422","0.0287681507582387","0.0668666284006458"
"Min 1x per week","1990","(Married) couple without C. ","(1c) basic vocational qualification","75","0.082434491593208","0.0647776444741991","0.100091338712217"
"Min 1x per week","1990","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1990","(Married) couple without C. ","(2a) intermediate vocational","67","0.178701890575212","0.139506946959754","0.21789683419067"
"Min 1x per week","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","15","","",""
"Min 1x per week","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","14","","",""
"Min 1x per week","1990","(Married) couple without C. ","(3a) lower tertiary education","7","","",""
"Min 1x per week","1990","(Married) couple without C. ","(3b) higher tertiary education","30","0.259750327883586","0.181619474137092","0.33788118163008"
"Min 1x per week","1990","Single parent ","(0) in school","4","","",""
"Min 1x per week","1990","Single parent ","(1a) inadequately completed","5","","",""
"Min 1x per week","1990","Single parent ","(1b) general elementary school","18","","",""
"Min 1x per week","1990","Single parent ","(1c) basic vocational qualification","15","","",""
"Min 1x per week","1990","Single parent ","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1990","Single parent ","(2a) intermediate vocational","13","","",""
"Min 1x per week","1990","Single parent ","(2c_gen) general maturity certificate","7","","",""
"Min 1x per week","1990","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per week","1990","Single parent ","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Single parent ","(3b) higher tertiary education","4","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(1a) inadequately completed","23","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(1b) general elementary school","55","0.106378426327692","0.0751725731854286","0.137584279469955"
"Min 1x per week","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","94","0.117574194135832","0.0948085456091034","0.140339842662561"
"Min 1x per week","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(2a) intermediate vocational","63","0.153606964874424","0.116256322779669","0.190957606969179"
"Min 1x per week","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","16","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(3a) lower tertiary education","15","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(3b) higher tertiary education","23","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(0) in school","18","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(1b) general elementary school","62","0.115669174766204","0.0859869218013166","0.145351427731092"
"Min 1x per week","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","83","0.113363671653597","0.0891581137831081","0.137569229524085"
"Min 1x per week","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","31","0.217869173316846","0.146356880813133","0.289381465820558"
"Min 1x per week","1990","Couple + C. GT 16 ","(2a) intermediate vocational","35","0.161388575254593","0.113318631593997","0.209458518915189"
"Min 1x per week","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","34","0.229386696545293","0.158725497699679","0.300047895390907"
"Min 1x per week","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","24","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(3a) lower tertiary education","10","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(3b) higher tertiary education","14","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(0) in school","5","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(1a) inadequately completed","19","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(1b) general elementary school","37","0.105153624698859","0.0670527643143326","0.143254485083386"
"Min 1x per week","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","39","0.179329651373063","0.129751012869247","0.22890828987688"
"Min 1x per week","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","22","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Min 1x per month","1990","1-pers.-HH","(0) in school","","","",""
"Min 1x per month","1990","1-pers.-HH","(1a) inadequately completed","","","",""
"Min 1x per month","1990","1-pers.-HH","(1b) general elementary school","6","","",""
"Min 1x per month","1990","1-pers.-HH","(1c) basic vocational qualification","7","","",""
"Min 1x per month","1990","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1990","1-pers.-HH","(2a) intermediate vocational","2","","",""
"Min 1x per month","1990","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per month","1990","1-pers.-HH","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","1-pers.-HH","(3b) higher tertiary education","6","","",""
"Min 1x per month","1990","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1b) general elementary school","3","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1c) basic vocational qualification","10","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2a) intermediate vocational","6","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1990","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","(Married) couple without C. ","(3b) higher tertiary education","6","","",""
"Min 1x per month","1990","Single parent ","(0) in school","","","",""
"Min 1x per month","1990","Single parent ","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Single parent ","(1b) general elementary school","2","","",""
"Min 1x per month","1990","Single parent ","(1c) basic vocational qualification","3","","",""
"Min 1x per month","1990","Single parent ","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1990","Single parent ","(2a) intermediate vocational","1","","",""
"Min 1x per month","1990","Single parent ","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1990","Single parent ","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","Single parent ","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1b) general elementary school","2","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","8","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2a) intermediate vocational","8","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(3b) higher tertiary education","2","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(0) in school","3","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1b) general elementary school","7","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","5","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(2a) intermediate vocational","11","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
