"pli0083","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1990","Schleswig-Holstein","Not Working","2","","","","3"
"Min 1x per month","1990","Lower Saxony","Full Time","6","","","","3"
"Min 1x per month","1990","Lower Saxony","Part Time","4","","","","3"
"Min 1x per month","1990","Lower Saxony","Not Working","7","","","","3"
"Min 1x per month","1990","Bremen","Full Time","","","","","3"
"Min 1x per month","1990","Bremen","Part Time","","","","","3"
"Min 1x per month","1990","Bremen","Not Working","","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","Full Time","12","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","Part Time","6","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","Not Working","13","","","","3"
"Min 1x per month","1990","Hesse","Full Time","13","","","","3"
"Min 1x per month","1990","Hesse","Part Time","","","","","3"
"Min 1x per month","1990","Hesse","Not Working","4","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Full Time","3","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Part Time","1","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Not Working","2","","","","3"
"Min 1x per month","1990","Baden-Württemberg","Full Time","15","","","","3"
"Min 1x per month","1990","Baden-Württemberg","Part Time","5","","","","3"
"Min 1x per month","1990","Baden-Württemberg","Not Working","6","","","","3"
"Min 1x per month","1990","Bavaria","Full Time","24","","","","3"
"Min 1x per month","1990","Bavaria","Part Time","9","","","","3"
"Min 1x per month","1990","Bavaria","Not Working","11","","","","3"
"Min 1x per month","1990","Berlin","Full Time","3","","","","3"
"Min 1x per month","1990","Berlin","Part Time","2","","","","3"
"Min 1x per month","1990","Berlin","Not Working","1","","","","3"
"Min 1x per month","1990","Brandenburg","Full Time","","","","","3"
"Min 1x per month","1990","Brandenburg","Part Time","","","","","3"
"Min 1x per month","1990","Saxony","Not Working","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","Full Time","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","Part Time","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","Not Working","","","","","3"
"Min 1x per month","1990","Thuringia","Full Time","","","","","3"
"Min 1x per month","1990","Thuringia","Part Time","","","","","3"
"Min 1x per month","1990","Thuringia","Not Working","","","","","3"
"Min 1x per week","1990","Hesse","Part Time","31","0.137944787113451","0.0885196963415715","0.18736987788533","2"
"Min 1x per week","1990","Bremen","Not Working","4","","","","2"
"Min 1x per week","1990","Hesse","Full Time","93","0.202622353223858","0.165850336068484","0.239394370379233","2"
"Min 1x per week","1990","Hesse","Not Working","36","0.0770886682385078","0.048525857104378","0.105651479372638","2"
"Min 1x per week","1990","North Rhine-Westphalia","Full Time","188","0.182839221495487","0.160371641474539","0.205306801516435","2"
"Min 1x per week","1990","Thuringia","Part Time","","","","","2"
"Min 1x per week","1990","Thuringia","Not Working","","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","Part Time","65","0.151963084463813","0.117953397433374","0.185972771494252","2"
"Min 1x per week","1990","North Rhine-Westphalia","Not Working","106","0.0940408260101129","0.0759408550521793","0.112140796968046","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Full Time","60","0.198982979826977","0.153424846604327","0.244541113049627","2"
"Min 1x per week","1990","Schleswig-Holstein","Full Time","18","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","Part Time","14","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","Not Working","14","","","","2"
"Min 1x per week","1990","Hamburg","Full Time","9","","","","2"
"Min 1x per week","1990","Hamburg","Part Time","9","","","","2"
"Min 1x per week","1990","Hamburg","Not Working","6","","","","2"
"Min 1x per week","1990","Lower Saxony","Full Time","79","0.180555462856436","0.144199222842597","0.216911702870276","2"
"Min 1x per week","1990","Lower Saxony","Part Time","31","0.160263454258564","0.105911164677203","0.214615743839926","2"
"Min 1x per week","1990","Lower Saxony","Not Working","38","0.0808904109018854","0.0531821804907463","0.108598641313024","2"
"Min 1x per week","1990","Bremen","Full Time","3","","","","2"
"Min 1x per week","1990","Bremen","Part Time","","","","","2"
"Min 1x per week","1990","Brandenburg","Not Working","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Min 1x per week","1990","Saxony","Full Time","","","","","2"
"Min 1x per week","1990","Saxony","Part Time","","","","","2"
"Min 1x per week","1990","Saxony","Not Working","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","Full Time","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","Part Time","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","Not Working","","","","","2"
"Min 1x per week","1990","Thuringia","Full Time","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Part Time","17","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Not Working","24","","","","2"
"Min 1x per week","1990","Baden-Württemberg","Full Time","169","0.201713078474357","0.175769082327008","0.227657074621707","2"
"Min 1x per week","1990","Baden-Württemberg","Part Time","48","0.139310643453512","0.102611966857374","0.176009320049651","2"
"Min 1x per week","1990","Baden-Württemberg","Not Working","43","0.07491856460315","0.052610807514055","0.0972263216922449","2"
"Min 1x per week","1990","Bavaria","Full Time","154","0.198868517294696","0.171226689928365","0.226510344661028","2"
"Min 1x per week","1990","Bavaria","Part Time","60","0.187571472920717","0.144045866769469","0.231097079071965","2"
"Min 1x per week","1990","Bavaria","Not Working","69","0.117378760713752","0.0889375888551115","0.145819932572393","2"
"Min 1x per week","1990","Berlin","Full Time","21","","","","2"
"Min 1x per week","1990","Berlin","Part Time","11","","","","2"
"Min 1x per week","1990","Berlin","Not Working","11","","","","2"
"Min 1x per week","1990","Brandenburg","Full Time","","","","","2"
"Min 1x per week","1990","Brandenburg","Part Time","","","","","2"
"Never","1990","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"Never","1990","Brandenburg","Not Working","","","","","5"
"Never","1990","Thuringia","Not Working","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"Never","1990","Saxony","Full Time","","","","","5"
"Never","1990","Saxony","Part Time","","","","","5"
"Never","1990","Saxony-Anhalt","Part Time","","","","","5"
"Never","1990","Saxony-Anhalt","Not Working","","","","","5"
"Never","1990","Thuringia","Part Time","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","Not Working","","","","","5"
"Never","1990","Saxony","Not Working","","","","","5"
"Never","1990","Saxony-Anhalt","Full Time","","","","","5"
"Never","1990","Thuringia","Full Time","","","","","5"
"Never","1990","Schleswig-Holstein","Full Time","","","","","5"
"Never","1990","Schleswig-Holstein","Part Time","1","","","","5"
"Never","1990","Schleswig-Holstein","Not Working","1","","","","5"
"Never","1990","Hamburg","Full Time","1","","","","5"
"Never","1990","Hamburg","Part Time","","","","","5"
"Never","1990","Hamburg","Not Working","","","","","5"
"Never","1990","Lower Saxony","Full Time","4","","","","5"
"Never","1990","Lower Saxony","Part Time","1","","","","5"
"Never","1990","Lower Saxony","Not Working","1","","","","5"
"Never","1990","Bremen","Full Time","2","","","","5"
"Never","1990","Bremen","Part Time","","","","","5"
"Never","1990","Bremen","Not Working","2","","","","5"
"Never","1990","North Rhine-Westphalia","Full Time","8","","","","5"
"Never","1990","North Rhine-Westphalia","Part Time","4","","","","5"
"Never","1990","North Rhine-Westphalia","Not Working","8","","","","5"
"Never","1990","Hesse","Full Time","5","","","","5"
"Never","1990","Hesse","Part Time","1","","","","5"
"Never","1990","Hesse","Not Working","5","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","Full Time","1","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","Part Time","1","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","Not Working","1","","","","5"
"Never","1990","Baden-Württemberg","Full Time","18","","","","5"
"Never","1990","Baden-Württemberg","Part Time","4","","","","5"
"Never","1990","Baden-Württemberg","Not Working","8","","","","5"
"Never","1990","Bavaria","Full Time","11","","","","5"
"Never","1990","Bavaria","Part Time","2","","","","5"
"Never","1990","Bavaria","Not Working","7","","","","5"
"Never","1990","Berlin","Full Time","1","","","","5"
"Never","1990","Berlin","Part Time","","","","","5"
"Never","1990","Berlin","Not Working","1","","","","5"
"Never","1990","Brandenburg","Full Time","","","","","5"
"Never","1990","Brandenburg","Part Time","","","","","5"
"Rarely","1990","Schleswig-Holstein","Full Time","5","","","","4"
"Rarely","1990","Schleswig-Holstein","Part Time","2","","","","4"
"Rarely","1990","Schleswig-Holstein","Not Working","2","","","","4"
"Rarely","1990","Hamburg","Full Time","3","","","","4"
"Rarely","1990","Hamburg","Part Time","","","","","4"
"Rarely","1990","Hamburg","Not Working","1","","","","4"
"Rarely","1990","Lower Saxony","Full Time","25","","","","4"
"Rarely","1990","Lower Saxony","Part Time","5","","","","4"
"Rarely","1990","Lower Saxony","Not Working","7","","","","4"
"Rarely","1990","Bremen","Full Time","3","","","","4"
"Rarely","1990","Bremen","Part Time","1","","","","4"
"Rarely","1990","Bremen","Not Working","3","","","","4"
"Rarely","1990","North Rhine-Westphalia","Full Time","44","0.0372092934443086","0.0262076006146765","0.0482109862739406","4"
"Rarely","1990","North Rhine-Westphalia","Part Time","17","","","","4"
"Rarely","1990","North Rhine-Westphalia","Not Working","28","","","","4"
"Rarely","1990","Hesse","Full Time","19","","","","4"
"Rarely","1990","Hesse","Part Time","9","","","","4"
"Rarely","1990","Hesse","Not Working","14","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Full Time","5","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Part Time","4","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Not Working","10","","","","4"
"Rarely","1990","Baden-Württemberg","Full Time","27","","","","4"
"Rarely","1990","Baden-Württemberg","Part Time","14","","","","4"
"Rarely","1990","Baden-Württemberg","Not Working","17","","","","4"
"Rarely","1990","Bavaria","Full Time","40","0.0555749235167016","0.0397093774351955","0.0714404695982076","4"
"Rarely","1990","Brandenburg","Not Working","","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Full Time","","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Part Time","","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Rarely","1990","Saxony","Full Time","","","","","4"
"Rarely","1990","Saxony","Part Time","","","","","4"
"Rarely","1990","Saxony","Not Working","","","","","4"
"Rarely","1990","Saxony-Anhalt","Full Time","","","","","4"
"Rarely","1990","Saxony-Anhalt","Part Time","","","","","4"
"Rarely","1990","Saxony-Anhalt","Not Working","","","","","4"
"Rarely","1990","Thuringia","Full Time","","","","","4"
"Rarely","1990","Thuringia","Part Time","","","","","4"
"Rarely","1990","Thuringia","Not Working","","","","","4"
"Rarely","1990","Berlin","Not Working","1","","","","4"
"Rarely","1990","Brandenburg","Full Time","","","","","4"
"Rarely","1990","Bavaria","Part Time","9","","","","4"
"Rarely","1990","Bavaria","Not Working","12","","","","4"
"Rarely","1990","Berlin","Full Time","6","","","","4"
"Rarely","1990","Berlin","Part Time","3","","","","4"
"Rarely","1990","Brandenburg","Part Time","","","","","4"
"Daily","1991","Schleswig-Holstein","Full Time","","","","","1"
"Daily","1991","Schleswig-Holstein","Part Time","","","","","1"
"Daily","1991","Schleswig-Holstein","Not Working","","","","","1"
"Daily","1991","Hamburg","Full Time","","","","","1"
"Daily","1991","Hamburg","Part Time","","","","","1"
"Daily","1991","Hamburg","Not Working","","","","","1"
"Daily","1991","Lower Saxony","Full Time","","","","","1"
"Daily","1991","Lower Saxony","Part Time","","","","","1"
"Daily","1991","Lower Saxony","Not Working","","","","","1"
"Daily","1991","Bremen","Full Time","","","","","1"
"Daily","1991","Bremen","Part Time","","","","","1"
"Daily","1991","Bremen","Not Working","","","","","1"
"Daily","1991","North Rhine-Westphalia","Full Time","","","","","1"
"Daily","1991","North Rhine-Westphalia","Part Time","","","","","1"
"Daily","1991","North Rhine-Westphalia","Not Working","","","","","1"
"Daily","1991","Hesse","Full Time","","","","","1"
"Daily","1991","Hesse","Part Time","","","","","1"
"Daily","1991","Hesse","Not Working","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Daily","1991","Baden-Württemberg","Full Time","","","","","1"
"Daily","1991","Baden-Württemberg","Part Time","","","","","1"
"Daily","1991","Baden-Württemberg","Not Working","","","","","1"
"Daily","1991","Bavaria","Full Time","","","","","1"
"Daily","1991","Bavaria","Part Time","","","","","1"
"Daily","1991","Bavaria","Not Working","","","","","1"
"Daily","1991","Berlin","Full Time","","","","","1"
"Daily","1991","Berlin","Part Time","","","","","1"
"Daily","1991","Berlin","Not Working","","","","","1"
"Daily","1991","Brandenburg","Full Time","","","","","1"
"Daily","1991","Brandenburg","Part Time","","","","","1"
"Daily","1991","Brandenburg","Not Working","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Daily","1991","Saxony","Full Time","","","","","1"
"Daily","1991","Saxony","Part Time","","","","","1"
"Daily","1991","Saxony","Not Working","","","","","1"
"Daily","1991","Saxony-Anhalt","Full Time","","","","","1"
"Daily","1991","Saxony-Anhalt","Part Time","","","","","1"
"Daily","1991","Saxony-Anhalt","Not Working","","","","","1"
"Daily","1991","Thuringia","Full Time","","","","","1"
"Daily","1991","Thuringia","Part Time","","","","","1"
"Daily","1991","Thuringia","Not Working","","","","","1"
"Min 1x per month","1991","Schleswig-Holstein","Full Time","","","","","3"
"Min 1x per month","1991","Schleswig-Holstein","Part Time","","","","","3"
"Min 1x per month","1991","Schleswig-Holstein","Not Working","","","","","3"
"Min 1x per month","1991","Hamburg","Full Time","","","","","3"
"Min 1x per month","1991","Hamburg","Part Time","","","","","3"
"Min 1x per month","1991","Hamburg","Not Working","","","","","3"
"Min 1x per month","1991","Brandenburg","Not Working","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Min 1x per month","1991","Saxony","Full Time","","","","","3"
"Min 1x per month","1991","Saxony","Part Time","","","","","3"
"Min 1x per month","1991","Lower Saxony","Full Time","","","","","3"
"Min 1x per month","1991","Lower Saxony","Part Time","","","","","3"
"Min 1x per month","1991","Lower Saxony","Not Working","","","","","3"
"Min 1x per month","1991","Bremen","Full Time","","","","","3"
"Min 1x per month","1991","Bremen","Part Time","","","","","3"
"Min 1x per month","1991","Bremen","Not Working","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","Full Time","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","Part Time","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","Not Working","","","","","3"
"Min 1x per month","1991","Hesse","Full Time","","","","","3"
"Min 1x per month","1991","Hesse","Part Time","","","","","3"
"Min 1x per month","1991","Hesse","Not Working","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Full Time","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Part Time","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Not Working","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","Full Time","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","Part Time","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","Not Working","","","","","3"
"Min 1x per month","1991","Bavaria","Full Time","","","","","3"
"Min 1x per month","1991","Bavaria","Part Time","","","","","3"
"Min 1x per month","1991","Bavaria","Not Working","","","","","3"
"Min 1x per month","1991","Berlin","Full Time","","","","","3"
"Min 1x per month","1991","Berlin","Part Time","","","","","3"
"Min 1x per month","1991","Berlin","Not Working","","","","","3"
"Min 1x per month","1991","Brandenburg","Full Time","","","","","3"
"Min 1x per month","1991","Brandenburg","Part Time","","","","","3"
"Min 1x per month","1991","Saxony","Not Working","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","Full Time","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","Part Time","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","Not Working","","","","","3"
"Min 1x per month","1991","Thuringia","Full Time","","","","","3"
"Min 1x per month","1991","Thuringia","Part Time","","","","","3"
"Min 1x per month","1991","Thuringia","Not Working","","","","","3"
"Min 1x per week","1991","Thuringia","Part Time","","","","","2"
"Min 1x per week","1991","Bremen","Not Working","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","Not Working","","","","","2"
"Min 1x per week","1991","Hesse","Full Time","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"Min 1x per week","1991","Thuringia","Not Working","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","Full Time","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","Part Time","","","","","2"
"Min 1x per week","1991","Hesse","Part Time","","","","","2"
"Min 1x per week","1991","Hesse","Not Working","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","Full Time","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","Part Time","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","Not Working","","","","","2"
"Min 1x per week","1991","Hamburg","Full Time","","","","","2"
"Min 1x per week","1991","Hamburg","Part Time","","","","","2"
"Min 1x per week","1991","Hamburg","Not Working","","","","","2"
"Min 1x per week","1991","Lower Saxony","Full Time","","","","","2"
"Min 1x per week","1991","Lower Saxony","Part Time","","","","","2"
"Min 1x per week","1991","Lower Saxony","Not Working","","","","","2"
"Min 1x per week","1991","Bremen","Full Time","","","","","2"
"Min 1x per week","1991","Bremen","Part Time","","","","","2"
"Min 1x per week","1991","Brandenburg","Not Working","","","","","2"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Min 1x per week","1991","Saxony","Full Time","","","","","2"
"Min 1x per week","1991","Saxony","Part Time","","","","","2"
"Min 1x per week","1991","Saxony","Not Working","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","Full Time","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","Part Time","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","Not Working","","","","","2"
"Min 1x per week","1991","Thuringia","Full Time","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","Full Time","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","Part Time","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","Not Working","","","","","2"
"Min 1x per week","1991","Bavaria","Full Time","","","","","2"
"Min 1x per week","1991","Bavaria","Part Time","","","","","2"
"Min 1x per week","1991","Bavaria","Not Working","","","","","2"
"Min 1x per week","1991","Berlin","Full Time","","","","","2"
"Min 1x per week","1991","Berlin","Part Time","","","","","2"
"Min 1x per week","1991","Berlin","Not Working","","","","","2"
"Min 1x per week","1991","Brandenburg","Full Time","","","","","2"
"Min 1x per week","1991","Brandenburg","Part Time","","","","","2"
"Never","1991","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"Never","1991","Thuringia","Part Time","","","","","5"
"Never","1991","Thuringia","Not Working","","","","","5"
"Never","1991","Brandenburg","Not Working","","","","","5"
"Never","1991","Mecklenburg-Western Pomerania","Not Working","","","","","5"
"Never","1991","Saxony","Full Time","","","","","5"
"Never","1991","Saxony","Not Working","","","","","5"
"Never","1991","Saxony-Anhalt","Full Time","","","","","5"
"Never","1991","Saxony-Anhalt","Part Time","","","","","5"
"Never","1991","Saxony-Anhalt","Not Working","","","","","5"
"Never","1991","Thuringia","Full Time","","","","","5"
"Never","1991","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"Never","1991","Saxony","Part Time","","","","","5"
"Never","1991","Schleswig-Holstein","Full Time","","","","","5"
"Never","1991","Schleswig-Holstein","Part Time","","","","","5"
"Never","1991","Schleswig-Holstein","Not Working","","","","","5"
"Never","1991","Hamburg","Full Time","","","","","5"
"Never","1991","Hamburg","Part Time","","","","","5"
"Never","1991","Hamburg","Not Working","","","","","5"
"Never","1991","Lower Saxony","Full Time","","","","","5"
"Never","1991","Lower Saxony","Part Time","","","","","5"
"Never","1991","Lower Saxony","Not Working","","","","","5"
"Never","1991","Bremen","Full Time","","","","","5"
"Never","1991","Bremen","Part Time","","","","","5"
"Never","1991","Bremen","Not Working","","","","","5"
"Never","1991","North Rhine-Westphalia","Full Time","","","","","5"
"Never","1991","North Rhine-Westphalia","Part Time","","","","","5"
"Never","1991","North Rhine-Westphalia","Not Working","","","","","5"
"Never","1991","Hesse","Full Time","","","","","5"
"Never","1991","Hesse","Part Time","","","","","5"
"Never","1991","Hesse","Not Working","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","Full Time","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","Part Time","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","Not Working","","","","","5"
"Never","1991","Baden-Württemberg","Full Time","","","","","5"
"Never","1991","Baden-Württemberg","Part Time","","","","","5"
"Never","1991","Baden-Württemberg","Not Working","","","","","5"
"Never","1991","Bavaria","Full Time","","","","","5"
"Never","1991","Bavaria","Part Time","","","","","5"
"Never","1991","Bavaria","Not Working","","","","","5"
"Never","1991","Berlin","Full Time","","","","","5"
"Never","1991","Berlin","Part Time","","","","","5"
"Never","1991","Berlin","Not Working","","","","","5"
"Never","1991","Brandenburg","Full Time","","","","","5"
"Never","1991","Brandenburg","Part Time","","","","","5"
"Rarely","1991","Schleswig-Holstein","Full Time","","","","","4"
"Rarely","1991","Schleswig-Holstein","Part Time","","","","","4"
"Rarely","1991","Schleswig-Holstein","Not Working","","","","","4"
"Rarely","1991","Hamburg","Full Time","","","","","4"
"Rarely","1991","Hamburg","Part Time","","","","","4"
"Rarely","1991","Hamburg","Not Working","","","","","4"
"Rarely","1991","Lower Saxony","Full Time","","","","","4"
"Rarely","1991","Lower Saxony","Part Time","","","","","4"
"Rarely","1991","Lower Saxony","Not Working","","","","","4"
"Rarely","1991","Bremen","Full Time","","","","","4"
"Rarely","1991","Bremen","Part Time","","","","","4"
"Rarely","1991","Bremen","Not Working","","","","","4"
"Rarely","1991","North Rhine-Westphalia","Full Time","","","","","4"
"Rarely","1991","North Rhine-Westphalia","Part Time","","","","","4"
"Rarely","1991","North Rhine-Westphalia","Not Working","","","","","4"
"Rarely","1991","Hesse","Full Time","","","","","4"
"Rarely","1991","Hesse","Part Time","","","","","4"
"Rarely","1991","Hesse","Not Working","","","","","4"
