"pli0083","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Schleswig-Holstein","(0) in school","3","","",""
"Daily","1990","Schleswig-Holstein","(1a) inadequately completed","6","","",""
"Daily","1990","Schleswig-Holstein","(1b) general elementary school","48","0.872886843404764","0.784854761672477","0.960918925137052"
"Daily","1990","Schleswig-Holstein","(1c) basic vocational qualification","95","0.868815925513265","0.806011384514802","0.931620466511729"
"Daily","1990","Schleswig-Holstein","(2b) intermediate general qualification","7","","",""
"Daily","1990","Schleswig-Holstein","(2a) intermediate vocational","41","0.788102983553554","0.679108349440756","0.897097617666352"
"Daily","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","5","","",""
"Daily","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","5","","",""
"Daily","1990","Schleswig-Holstein","(3a) lower tertiary education","2","","",""
"Daily","1990","Schleswig-Holstein","(3b) higher tertiary education","4","","",""
"Daily","1990","Hamburg","(0) in school","1","","",""
"Daily","1990","Hamburg","(1a) inadequately completed","7","","",""
"Daily","1990","Hamburg","(1b) general elementary school","28","","",""
"Daily","1990","Hamburg","(1c) basic vocational qualification","51","0.834985776393224","0.74106261660806","0.928908936178389"
"Daily","1990","Hamburg","(2b) intermediate general qualification","3","","",""
"Daily","1990","Hamburg","(2a) intermediate vocational","20","","",""
"Daily","1990","Hamburg","(2c_gen) general maturity certificate","8","","",""
"Daily","1990","Hamburg","(2c_voc) vocational maturity certificate","8","","",""
"Daily","1990","Hamburg","(3a) lower tertiary education","4","","",""
"Daily","1990","Hamburg","(3b) higher tertiary education","4","","",""
"Daily","1990","Lower Saxony","(0) in school","10","","",""
"Daily","1990","Lower Saxony","(1a) inadequately completed","37","0.873675828556903","0.775514564518299","0.971837092595507"
"Daily","1990","Lower Saxony","(1b) general elementary school","166","0.846580774278058","0.797366784480553","0.895794764075562"
"Daily","1990","Lower Saxony","(1c) basic vocational qualification","300","0.866873100929221","0.831026398142363","0.902719803716079"
"Daily","1990","Lower Saxony","(2b) intermediate general qualification","36","0.785025113147545","0.663642245787099","0.906407980507992"
"Daily","1990","Lower Saxony","(2a) intermediate vocational","116","0.725252029630056","0.656933597676194","0.793570461583919"
"Daily","1990","Lower Saxony","(2c_gen) general maturity certificate","23","","",""
"Daily","1990","Lower Saxony","(2c_voc) vocational maturity certificate","20","","",""
"Daily","1990","Lower Saxony","(3a) lower tertiary education","14","","",""
"Daily","1990","Lower Saxony","(3b) higher tertiary education","37","0.615606589706524","0.489322028326779","0.74189115108627"
"Daily","1990","Bremen","(0) in school","","","",""
"Daily","1990","Bremen","(1a) inadequately completed","2","","",""
"Daily","1990","Bremen","(1b) general elementary school","19","","",""
"Daily","1990","Bremen","(1c) basic vocational qualification","33","0.932014753839722","0.849787540669144","1.0142419670103"
