"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","Baden-Württemberg","general elemantary","3.61","4","321","2","3","4","5","6","3.5","3.72","1","6","3","4"
"2016","Baden-Württemberg","higher education","3.81","4","761","3","3","4","5","6","3.74","3.88","1","6","4","4"
"2016","Baden-Württemberg","higher vocational","3.81","4","170","3","3","4","5","6","3.67","3.95","1","6","4","4"
"2016","Baden-Württemberg","in school","3.1","3","37","2","2","4","5","6","2.68","3.52","1","6","3","4"
"2016","Baden-Württemberg","inadequately","","","","","","","","","","","","","",""
"2016","Baden-Württemberg","middle vocational","3.71","4","1177","3","3","4","5","6","3.65","3.77","1","6","4","4"
"2016","Baden-Württemberg","vocational + Abi","3.57","3","250","2","3","4","5","6","3.45","3.69","1","6","3","4"
"2016","Bavaria","general elemantary","3.74","4","388","3","3","4","5","6","3.64","3.84","1","6","3","4"
"2016","Bavaria","higher education","3.73","4","902","3","3","4","5","6","3.66","3.8","1","6","3","4"
"2016","Bavaria","higher vocational","3.8","4","238","2","3","4","5","6","3.67","3.93","2","6","4","4"
"2016","Bavaria","in school","3.41","3","48","2","3","4","4","6","3.11","3.71","1","6","3","4"
"2016","Bavaria","inadequately","3.43","3","44","2","3","4","5","6","3.09","3.77","1","6","3","4"
"2016","Bavaria","middle vocational","3.7","4","1846","3","3","4","5","6","3.65","3.75","1","6","4","4"
"2016","Bavaria","vocational + Abi","3.61","3","295","3","3","4","5","6","3.5","3.72","1","6","3","4"
"2016","Berlin","general elemantary","3.08","3","58","2","2","3","5","5","2.83","3.33","2","5","3","3"
"2016","Berlin","higher education","3.68","4","358","2","3","4","5","6","3.56","3.8","1","6","3","4"
"2016","Berlin","higher vocational","3.54","4","47","2","3","4","5","6","3.23","3.85","1","6","3","4"
"2016","Berlin","in school","","","","","","","","","","","","","",""
"2016","Berlin","inadequately","","","","","","","","","","","","","",""
"2016","Berlin","middle vocational","3.69","4","323","3","3","4","5","6","3.58","3.8","1","6","3","4"
"2016","Berlin","vocational + Abi","3.69","4","62","2","3","4","6","6","3.37","4.01","1","6","3","4"
"2016","Brandenburg","general elemantary","3.48","3","71","3","3","4","4","5","3.28","3.68","1","5","3","4"
"2016","Brandenburg","higher education","3.56","3","240","3","3","4","5","6","3.45","3.67","1","6","3","4"
"2016","Brandenburg","higher vocational","3.36","3","60","2","3","4","4","5","3.13","3.59","1","5","3","4"
"2016","Brandenburg","in school","","","","","","","","","","","","","",""
"2016","Brandenburg","inadequately","","","","","","","","","","","","","",""
"2016","Brandenburg","middle vocational","3.49","3","454","2","3","4","5","6","3.4","3.58","1","6","3","3"
"2016","Brandenburg","vocational + Abi","3.67","4","68","2","3","4","5","6","3.41","3.93","1","6","3","4"
"2016","Bremen","general elemantary","","","","","","","","","","","","","",""
"2016","Bremen","higher education","3.67","4","39","2","3","5","5","6","3.3","4.04","1","6","3","4"
"2016","Bremen","higher vocational","","","","","","","","","","","","","",""
"2016","Bremen","in school","","","","","","","","","","","","","",""
"2016","Bremen","inadequately","","","","","","","","","","","","","",""
"2016","Bremen","middle vocational","3.22","3","70","2","3","4","5","6","2.94","3.5","1","6","3","4"
"2016","Bremen","vocational + Abi","","","","","","","","","","","","","",""
"2016","Hamburg","general elemantary","3.45","3","36","3","3","4","4","5","3.13","3.77","1","5","3","4"
"2016","Hamburg","higher education","3.89","4","151","3","3","4","5","6","3.74","4.04","1","6","3","4"
"2016","Hamburg","higher vocational","","","","","","","","","","","","","",""
"2016","Hamburg","in school","","","","","","","","","","","","","",""
"2016","Hamburg","inadequately","","","","","","","","","","","","","",""
"2016","Hamburg","middle vocational","3.36","3","148","2","3","4","4","6","3.21","3.51","1","6","3","3"
"2016","Hamburg","vocational + Abi","4","4","43","3","3","5","6","6","3.6","4.4","1","6","3","4"
