"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","general elemantary","3.46","3","2547","2","3","4","5","6","3.42","3.5","1","6","3","3"
"2016","higher education","3.7","4","5829","3","3","4","5","6","3.67","3.73","1","6","4","4"
"2016","higher vocational","3.57","4","1378","2","3","4","5","6","3.52","3.62","1","6","3","4"
"2016","in school","3.18","3","330","2","3","4","4","6","3.05","3.31","1","6","3","3"
"2016","inadequately","3.21","3","399","2","3","4","5","6","3.11","3.31","1","6","3","3"
"2016","middle vocational","3.56","3","10877","2","3","4","5","6","3.54","3.58","1","6","3","3"
"2016","vocational + Abi","3.47","3","2016","2","3","4","5","6","3.42","3.52","1","6","3","3"
"2017","general elemantary","","","","","","","","","","","","","",""
"2017","higher education","","","","","","","","","","","","","",""
"2017","higher vocational","","","","","","","","","","","","","",""
"2017","in school","","","","","","","","","","","","","",""
"2017","inadequately","","","","","","","","","","","","","",""
"2017","middle vocational","","","","","","","","","","","","","",""
"2017","vocational + Abi","","","","","","","","","","","","","",""
"2018","general elemantary","3.37","3","2660","2","3","4","5","6","3.33","3.41","1","6","3","3"
"2018","higher education","3.69","4","6271","3","3","4","5","6","3.66","3.72","1","6","4","4"
"2018","higher vocational","3.62","4","1429","3","3","4","5","6","3.57","3.67","1","6","3","4"
"2018","in school","3.35","3","340","2","3","4","5","6","3.22","3.48","1","6","3","3"
"2018","inadequately","3.25","3","485","2","3","4","5","6","3.15","3.35","1","6","3","3"
"2018","middle vocational","3.55","3","11372","2","3","4","5","6","3.53","3.57","1","6","3","3"
"2018","vocational + Abi","3.44","3","2110","2","3","4","5","6","3.4","3.48","1","6","3","3"
