"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","college entrance qualification","3.64","4","6717","3","3","4","5","6","3.62","3.66","1","6","3","4"
"2016","lower secondary degree","3.6","4","5747","2","3","4","5","6","3.57","3.63","1","6","3","4"
"2016","no degree/no degree yet","3.26","3","809","2","3","4","5","6","3.18","3.34","1","6","3","3"
"2016","Other degree","3.38","3","3242","2","3","4","5","6","3.35","3.41","1","6","3","3"
"2016","secondary school degree","3.55","3","6545","2","3","4","5","6","3.53","3.57","1","6","3","3"
"2017","college entrance qualification","","","","","","","","","","","","","",""
"2017","lower secondary degree","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","","","","","","","","","","","","","",""
"2017","Other degree","","","","","","","","","","","","","",""
"2017","secondary school degree","","","","","","","","","","","","","",""
"2018","college entrance qualification","3.66","4","7598","3","3","4","5","6","3.64","3.68","1","6","4","4"
"2018","lower secondary degree","3.58","4","5647","2","3","4","5","6","3.55","3.61","1","6","3","4"
"2018","no degree/no degree yet","3.32","3","890","2","3","4","5","6","3.24","3.4","1","6","3","3"
"2018","Other degree","3.31","3","2949","2","3","4","5","6","3.27","3.35","1","6","3","3"
"2018","secondary school degree","3.53","3","7177","2","3","4","5","6","3.51","3.55","1","6","3","3"
