"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","16-34 y.","7.12","7","4361","6","6","8","8","10","7.09","7.15","2","13","7","7"
"2008","35-65 y.","6.93","7","10668","6","6","8","8","10","6.91","6.95","1","18","7","7"
"2008","66 and older","7.29","7","4339","6","6","8","9","10","7.25","7.33","2","15","7","8"
"2009","16-34 y.","7.15","7","3988","6","6","8","8","10","7.12","7.18","2","12","7","7"
"2009","35-65 y.","6.89","7","9865","6","6","8","8","10","6.87","6.91","1","16","7","7"
"2009","66 and older","7.2","7","4193","5","6","8","9","10","7.16","7.24","1","16","7","7"
"2010","16-34 y.","7.06","7","6571","6","6","8","8","10","7.03","7.09","1","13","7","7"
"2010","35-65 y.","6.84","7","13375","6","6","8","8","9","6.82","6.86","1","14","7","7"
"2010","66 and older","7.18","7","4052","6","6","8","9","10","7.14","7.22","1","15","7","7"
"2011","16-34 y.","7.08","7","6817","6","6","8","8","10","7.05","7.11","1","13","7","7"
"2011","35-65 y.","6.81","7","16436","5","6","8","8","10","6.79","6.83","1","12","7","7"
"2011","66 and older","7.09","7","5187","5","6","8","9","10","7.05","7.13","1","15","7","7"
"2012","16-34 y.","7.02","7","6343","6","6","8","8","10","6.99","7.05","2","12","7","7"
"2012","35-65 y.","6.81","7","16086","5","6","8","8","9","6.79","6.83","1","14","7","7"
"2012","66 and older","7.17","7","5234","5","6","8","9","10","7.13","7.21","1","16","7","7"
"2013","16-34 y.","7.02","7","5740","6","6","8","8","10","6.99","7.05","1","12","7","7"
"2013","35-65 y.","6.76","7","14993","5","6","7","8","10","6.74","6.78","2","14","7","7"
"2013","66 and older","7.1","7","4998","5","6","8","9","10","7.06","7.14","1","14","7","7"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","7.02","7","5752","6","6","8","8","10","6.99","7.05","0","16","7","7"
"2015","35-65 y.","6.76","7","14420","5","6","8","8","10","6.74","6.78","0","16","7","7"
"2015","66 and older","7.06","7","4913","5","6","8","8","10","7.02","7.1","2","17","7","7"
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","6.97","7","6221","6","6","8","8","10","6.94","7","1","14","7","7"
"2017","35-65 y.","6.7","7","15422","5","6","7","8","9","6.68","6.72","1","14","7","7"
"2017","66 and older","7.02","7","5014","5","6","8","8","10","6.98","7.06","1","16","7","7"
"2018","16-34 y.","","","","","","","","","","","","","",""
"2018","35-65 y.","","","","","","","","","","","","","",""
"2018","66 and older","","","","","","","","","","","","","",""
"2019","16-34 y.","6.94","7","5443","6","6","8","8","10","6.91","6.97","1","16","7","7"
"2019","35-65 y.","6.63","7","15148","5","6","7","8","10","6.61","6.65","1","14","7","7"
"2019","66 and older","6.99","7","5233","5","6","8","8","10","6.95","7.03","2","16","7","7"
