"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","16-34 y.","Baden-W?rttemberg","7.09","7","609","6","6","8","8","10","7.01","7.17","4","10","7","7"
"2008","16-34 y.","Bavaria","7.22","7","605","6","7","8","8","10","7.13","7.31","3","10","7","7"
"2008","16-34 y.","Berlin","7.16","7","188","6","6","8","9","10","6.99","7.33","3","10","7","8"
"2008","16-34 y.","Brandenburg","7.28","7","173","6","6","8","9","11","7.09","7.47","4","12","7","7"
"2008","16-34 y.","Bremen","7.5","7","33","7","7","8","9","10","7.14","7.86","5","10","7","8"
"2008","16-34 y.","Hamburg","6.87","7","79","6","6","8","8","12","6.64","7.1","4","12","7","7"
"2008","16-34 y.","Hesse","7","7","275","6","6","8","8","10","6.87","7.13","3","10","7","7"
"2008","16-34 y.","Lower Saxony","7.06","7","378","6","6","8","8","10","6.95","7.17","4","11","7","7"
"2008","16-34 y.","Mecklenburg-Western Pomerania","7.1","7","96","6","6","8","8","10","6.86","7.34","3","10","7","8"
"2008","16-34 y.","North Rhine-Westphalia","7.11","7","821","6","6","8","8","10","7.03","7.19","2","13","7","7"
"2008","16-34 y.","Rhineland-Palatinate,Saarland","7.11","7","219","6","6","8","8","10","6.95","7.27","4","12","7","7"
"2008","16-34 y.","Saxony","7.14","7","340","6","6","8","8","9","7.04","7.24","4","9","7","7"
"2008","16-34 y.","Saxony-Anhalt","7.17","7","207","6","6","8","8","11","7.01","7.33","4","11","7","7"
"2008","16-34 y.","Schleswig-Holstein","6.95","7","116","5","6","8","8","11","6.73","7.17","5","12","7","8"
"2008","16-34 y.","Thuringia","7.14","7","222","6","6","8","9","10","6.99","7.29","5","10","7","7"
"2008","35-65 y.","Baden-W?rttemberg","7","7","1281","6","6","8","8","10","6.94","7.06","2","12","7","7"
"2008","35-65 y.","Bavaria","7","7","1574","6","6","8","8","10","6.94","7.06","3","18","7","7"
"2008","35-65 y.","Berlin","6.9","7","392","5","6","8","8","10","6.78","7.02","3","11","7","7"
"2008","35-65 y.","Brandenburg","7.15","7","426","6","6","8","8","10","7.04","7.26","3","12","7","7"
"2008","35-65 y.","Bremen","6.66","6","73","6","6","7","8","10","6.43","6.89","5","10","6","7"
"2008","35-65 y.","Hamburg","6.91","7","134","6","6","8","8","10","6.73","7.09","3","10","7","7"
"2008","35-65 y.","Hesse","6.84","7","783","5","6","8","8","9","6.76","6.92","2","12","7","7"
"2008","35-65 y.","Lower Saxony","6.82","7","944","5","6","8","8","9","6.75","6.89","3","10","7","7"
"2008","35-65 y.","Mecklenburg-Western Pomerania","6.89","7","282","6","6","8","8","10","6.75","7.03","3","11","7","7"
"2008","35-65 y.","North Rhine-Westphalia","6.91","7","2213","6","6","8","8","10","6.87","6.95","1","14","7","7"
"2008","35-65 y.","Rhineland-Palatinate,Saarland","6.96","7","636","6","6","8","8","10","6.87","7.05","3","11","7","7"
"2008","35-65 y.","Saxony","6.98","7","776","6","6","8","8","10","6.9","7.06","2","12","7","7"
"2008","35-65 y.","Saxony-Anhalt","6.85","7","420","6","6","8","8","9","6.75","6.95","3","10","7","7"
"2008","35-65 y.","Schleswig-Holstein","6.94","7","297","5","6","8","8","13","6.81","7.07","4","13","7","7"
"2008","35-65 y.","Thuringia","7.03","7","437","6","6","8","8","10","6.92","7.14","3","12","7","7"
"2008","66 and older","Baden-W?rttemberg","7.28","7","485","6","7","8","9","10","7.17","7.39","3","12","7","8"
"2008","66 and older","Bavaria","7.34","7","579","6","6","8","9","11","7.23","7.45","2","12","7","8"
"2008","66 and older","Berlin","7.11","7","139","6","6","8","8","10","6.89","7.33","4","12","7","8"
"2008","66 and older","Brandenburg","7.32","7","228","6","7","8","8","10","7.16","7.48","3","10","7","8"
"2008","66 and older","Bremen","7.34","8","31","6","7","8","8","10","6.84","7.84","4","10","7","8"
"2008","66 and older","Hamburg","7.08","7","67","5","6","8","10","12","6.67","7.49","3","12","7","8"
"2008","66 and older","Hesse","7.37","7","260","6","7","8","9","10","7.2","7.54","3","14","7","8"
"2008","66 and older","Lower Saxony","7.25","7","425","6","7","8","9","10","7.12","7.38","3","13","7","8"
"2008","66 and older","Mecklenburg-Western Pomerania","7.29","7","112","5","6","8","9","11","7.04","7.54","3","11","7","8"
"2008","66 and older","North Rhine-Westphalia","7.31","8","903","5","6","8","9","10","7.22","7.4","3","14","7","8"
"2008","66 and older","Rhineland-Palatinate,Saarland","7.09","7","244","5","6","8","9","11","6.89","7.29","2","15","7","8"
"2008","66 and older","Saxony","7.16","7","318","6","6","8","9","11","7.01","7.31","3","12","7","8"
"2008","66 and older","Saxony-Anhalt","7.3","8","188","6","7","8","8","10","7.12","7.48","4","10","7","8"
"2008","66 and older","Schleswig-Holstein","7.32","7.42","142","5","6","8","9","10","7.07","7.57","2","10","7","8"
"2008","66 and older","Thuringia","7.61","8","218","6","7","8","9","11","7.42","7.8","3","11","8","8"
"2009","16-34 y.","Baden-W?rttemberg","7.14","7","545","6","6","8","8","10","7.05","7.23","5","12","7","7"
"2009","16-34 y.","Bavaria","7.17","7","579","6","7","8","8","10","7.09","7.25","3","12","7","7"
"2009","16-34 y.","Berlin","6.94","7","173","6","6","8","8","9","6.77","7.11","2","10","7","7"
"2009","16-34 y.","Brandenburg","7.21","7","157","6","6","8","9","10","7.02","7.4","4","10","7","7"
"2009","16-34 y.","Bremen","","","","","","","","","","","","","",""
"2009","16-34 y.","Hamburg","7.03","7","79","6","6","8","8","10","6.8","7.26","5","10","7","7"
"2009","16-34 y.","Hesse","7.06","7","263","6","6","8","8","10","6.94","7.18","4","10","7","7"
"2009","16-34 y.","Lower Saxony","6.91","7","324","6","6","8","8","10","6.79","7.03","3","10","7","7"
"2009","16-34 y.","Mecklenburg-Western Pomerania","7.28","7","89","6","7","8","8","9","7.05","7.51","3","10","7","8"
"2009","16-34 y.","North Rhine-Westphalia","7.24","7","738","6","7","8","8","10","7.17","7.31","3","10","7","7"
"2009","16-34 y.","Rhineland-Palatinate,Saarland","7.23","7","204","6","6","8","9","12","7.06","7.4","4","12","7","7"
"2009","16-34 y.","Saxony","7.15","7","321","6","6","8","8","10","7.04","7.26","3","12","7","7"
"2009","16-34 y.","Saxony-Anhalt","7.15","7","185","6","6","8","8","10","6.99","7.31","4","10","7","7"
"2009","16-34 y.","Schleswig-Holstein","7.16","7","110","5","6","8","8","10","6.94","7.38","5","12","7","8"
"2009","16-34 y.","Thuringia","7.21","7","193","6","6","8","8","9","7.06","7.36","4","10","7","7"
"2009","35-65 y.","Baden-W?rttemberg","6.89","7","1113","6","6","8","8","10","6.83","6.95","3","12","7","7"
"2009","35-65 y.","Bavaria","6.98","7","1472","6","6","8","8","10","6.92","7.04","2","12","7","7"
"2009","35-65 y.","Berlin","6.85","7","362","6","6","7","8","10","6.73","6.97","2","14","7","7"
"2009","35-65 y.","Brandenburg","7.06","7","417","6","6","8","8","9","6.96","7.16","4","12","7","7"
"2009","35-65 y.","Bremen","6.66","7","65","6","6","7","8","8","6.44","6.88","4","8","6","7"
"2009","35-65 y.","Hamburg","6.92","7","121","6","6","8","8","9","6.76","7.08","3","9","7","7"
"2009","35-65 y.","Hesse","6.85","7","705","6","6","8","8","9","6.77","6.93","2","12","7","7"
