"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","Female","7.1","7","10132","6","6","8","8","10","7.08","7.12","2","14","7","7"
"2008","Male","7.02","7","9236","6","6","8","8","10","7","7.04","1","18","7","7"
"2009","Female","7.05","7","9435","6","6","8","8","10","7.03","7.07","2","14","7","7"
"2009","Male","7","7","8611","6","6","8","8","10","6.98","7.02","1","16","7","7"
"2010","Female","6.98","7","13074","6","6","8","8","10","6.96","7","1","15","7","7"
"2010","Male","6.96","7","10924","6","6","8","8","10","6.94","6.98","1","13","7","7"
"2011","Female","6.96","7","15562","5","6","8","8","10","6.94","6.98","1","15","7","7"
"2011","Male","6.92","7","12878","6","6","8","8","10","6.9","6.94","1","15","7","7"
"2012","Female","6.97","7","15091","5","6","8","8","10","6.95","6.99","1","16","7","7"
"2012","Male","6.92","7","12572","6","6","8","8","10","6.9","6.94","1","15","7","7"
"2013","Female","6.9","7","14090","5","6","8","8","10","6.88","6.92","1","14","7","7"
"2013","Male","6.92","7","11641","6","6","8","8","10","6.9","6.94","1","14","7","7"
"2014","Female","","","","","","","","","","","","","",""
"2014","Male","","","","","","","","","","","","","",""
"2015","Female","6.88","7","13603","5","6","8","8","10","6.86","6.9","0","17","7","7"
"2015","Male","6.91","7","11482","6","6","8","8","10","6.89","6.93","0","16","7","7"
"2016","Female","","","","","","","","","","","","","",""
"2016","Male","","","","","","","","","","","","","",""
"2017","Female","6.82","7","14346","5","6","8","8","10","6.8","6.84","1","13","7","7"
"2017","Male","6.86","7","12311","5","6","8","8","10","6.84","6.88","1","16","7","7"
"2018","Female","","","","","","","","","","","","","",""
"2018","Male","","","","","","","","","","","","","",""
"2019","Female","6.75","7","13489","5","6","8","8","10","6.73","6.77","1","14","7","7"
"2019","Male","6.83","7","12326","5","6","8","8","10","6.81","6.85","1","16","7","7"
