"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","general elemantary","Rural Area","7.22","7","686","5","6","8","9","10","7.12","7.32","3","13","7","7"
"2008","general elemantary","Urban Area","7","7","1345","5","6","8","9","10","6.92","7.08","2","14","7","7"
"2008","higher education","Rural Area","7.1","7","1205","6","6","8","8","10","7.04","7.16","3","12","7","7"
"2008","higher education","Urban Area","7.02","7","3000","6","6","8","8","10","6.98","7.06","2","18","7","7"
"2008","higher vocational","Rural Area","7.12","7","532","6","6","8","8","10","7.03","7.21","3","11","7","7"
"2008","higher vocational","Urban Area","7.05","7","888","6","6","8","8","10","6.97","7.13","2","12","7","7"
"2008","in school","Rural Area","7.31","7","117","6","7","8","8","10","7.12","7.5","4","10","7","8"
"2008","in school","Urban Area","7.42","8","235","6","7","8","8","9","7.28","7.56","2","10","7","8"
"2008","inadequately","Rural Area","6.84","7","50","5","6","8","9","12","6.4","7.28","4","12","7","8"
"2008","inadequately","Urban Area","7","7","135","5","6","8","8","10","6.74","7.26","3","12","7","8"
"2008","middle vocational","Rural Area","7.1","7","3577","6","6","8","8","10","7.06","7.14","2","13","7","7"
"2008","middle vocational","Urban Area","7.01","7","6169","6","6","8","8","10","6.98","7.04","1","15","7","7"
"2008","vocational + Abi","Rural Area","7.08","7","273","6","6","8","8","9","6.96","7.2","3","10","7","7"
"2008","vocational + Abi","Urban Area","7.12","7","822","6","6","8","8","10","7.05","7.19","4","12","7","7"
"2009","general elemantary","Rural Area","7.21","7","600","5","6","8","9","10","7.09","7.33","2","14","7","7"
"2009","general elemantary","Urban Area","7","7","1197","5","6","8","8","10","6.92","7.08","2","12","7","7"
"2009","higher education","Rural Area","7.06","7","1196","6","6","8","8","10","7","7.12","3","10","7","7"
"2009","higher education","Urban Area","7.03","7","2845","6","6","8","8","10","6.99","7.07","3","16","7","7"
"2009","higher vocational","Rural Area","7.13","7","511","6","7","8","8","10","7.03","7.23","2","10","7","7"
"2009","higher vocational","Urban Area","6.97","7","818","6","6","8","8","10","6.89","7.05","2","12","7","7"
"2009","in school","Rural Area","7.42","7","93","6","7","8","9","9","7.23","7.61","5","10","7","7"
"2009","in school","Urban Area","7.24","7","219","6","7","8","8","10","7.12","7.36","4","10","7","7"
"2009","inadequately","Rural Area","6.97","7","43","5","6","8","8","12","6.47","7.47","3","12","7","8"
"2009","inadequately","Urban Area","7.02","7","125","5","6","8","8","12","6.73","7.31","1","12","7","8"
"2009","middle vocational","Rural Area","7.04","7","3419","6","6","8","8","10","7","7.08","1","12","7","7"
"2009","middle vocational","Urban Area","6.96","7","5651","6","6","8","8","10","6.93","6.99","2","16","7","7"
"2009","vocational + Abi","Rural Area","7","7","257","6","6","8","8","9","6.88","7.12","3","10","7","7"
"2009","vocational + Abi","Urban Area","7.04","7","746","6","6","8","8","10","6.97","7.11","2","14","7","7"
"2010","general elemantary","Rural Area","7.06","7","794","5","6","8","8","10","6.96","7.16","2","12","7","7"
"2010","general elemantary","Urban Area","6.95","7","1661","5","6","8","8","10","6.88","7.02","2","12","7","7"
"2010","higher education","Rural Area","7.02","7","1456","6","6","8","8","10","6.97","7.07","3","10","7","7"
"2010","higher education","Urban Area","6.99","7","3920","6","6","8","8","10","6.96","7.02","2","13","7","7"
"2010","higher vocational","Rural Area","6.92","7","623","6","6","8","8","10","6.84","7","3","11","7","7"
"2010","higher vocational","Urban Area","7.01","7","991","6","6","8","8","10","6.94","7.08","2","12","7","7"
"2010","in school","Rural Area","7.54","8","124","6","7","8","9","9","7.36","7.72","4","10","7","8"
