"year","bula_h","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"2008","Baden-W?rttemberg","West Germany","7.09","7","2375","6","6","8","8","10","7.05","7.13","2","12","7","7"
"2008","Bavaria","East Germany","","","","","","","","","","","","","",""
"2008","Bavaria","West Germany","7.13","7","2758","6","6","8","8","10","7.09","7.17","2","18","7","7"
"2008","Berlin","East Germany","6.92","7","334","5","6","8","8","10","6.79","7.05","3","11","7","7"
"2008","Berlin","West Germany","7.08","7","385","6","6","8","8","10","6.96","7.2","3","12","7","7"
"2008","Brandenburg","East Germany","7.23","7","827","6","7","8","8","10","7.15","7.31","3","12","7","7"
"2008","Brandenburg","West Germany","","","","","","","","","","","","","",""
"2008","Bremen","East Germany","","","","","","","","","","","","","",""
"2008","Bremen","West Germany","7.06","7","137","6","6","8","8","10","6.87","7.25","4","10","7","7"
"2008","Hamburg","East Germany","","","","","","","","","","","","","",""
"2008","Hamburg","West Germany","6.95","7","280","6","6","8","8","12","6.81","7.09","3","12","7","7"
"2008","Hesse","East Germany","","","","","","","","","","","","","",""
"2008","Hesse","West Germany","6.98","7","1318","5","6","8","8","10","6.92","7.04","2","14","7","7"
"2008","Lower Saxony","East Germany","","","","","","","","","","","","","",""
"2008","Lower Saxony","West Germany","6.99","7","1747","6","6","8","8","10","6.93","7.05","3","13","7","7"
"2008","Mecklenburg-Western Pomerania","East Germany","7.03","7","490","6","6","8","8","10","6.92","7.14","3","11","7","7"
"2008","Mecklenburg-Western Pomerania","West Germany","","","","","","","","","","","","","",""
"2008","North Rhine-Westphalia","East Germany","","","","","","","","","","","","","",""
"2008","North Rhine-Westphalia","West Germany","7.05","7","3937","6","6","8","8","10","7.01","7.09","1","14","7","7"
"2008","Rhineland-Palatinate,Saarland","East Germany","","","","","","","","","","","","","",""
"2008","Rhineland-Palatinate,Saarland","West Germany","7.02","7","1099","6","6","8","8","10","6.95","7.09","2","15","7","7"
"2008","Saxony","East Germany","7.06","7","1434","6","6","8","8","10","7","7.12","2","12","7","7"
"2008","Saxony","West Germany","","","","","","","","","","","","","",""
"2008","Saxony-Anhalt","East Germany","7.05","7","815","6","6","8","8","10","6.97","7.13","3","11","7","7"
"2008","Saxony-Anhalt","West Germany","","","","","","","","","","","","","",""
"2008","Schleswig-Holstein","East Germany","","","","","","","","","","","","","",""
"2008","Schleswig-Holstein","West Germany","7.03","7","555","5","6","8","8","10","6.92","7.14","2","13","7","7"
"2008","Thuringia","East Germany","7.21","7","877","6","6","8","9","10","7.13","7.29","3","12","7","7"
"2008","Thuringia","West Germany","","","","","","","","","","","","","",""
"2009","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"2009","Baden-W?rttemberg","West Germany","7.05","7","2108","6","6","8","8","10","7","7.1","3","16","7","7"
"2009","Bavaria","East Germany","","","","","","","","","","","","","",""
"2009","Bavaria","West Germany","7.1","7","2616","6","6","8","8","10","7.06","7.14","1","12","7","7"
"2009","Berlin","East Germany","6.95","7","319","6","6","8","8","10","6.81","7.09","2","14","7","7"
"2009","Berlin","West Germany","6.94","7","364","6","6","8","8","10","6.82","7.06","2","12","7","7"
"2009","Brandenburg","East Germany","7.16","7","791","6","6","8","8","10","7.08","7.24","3","12","7","7"
"2009","Brandenburg","West Germany","","","","","","","","","","","","","",""
"2009","Bremen","East Germany","","","","","","","","","","","","","",""
"2009","Bremen","West Germany","7.04","7","120","6","6","8","8","10","6.85","7.23","4","10","7","7"
"2009","Hamburg","East Germany","","","","","","","","","","","","","",""
"2009","Hamburg","West Germany","7.03","7","267","6","6","8","8","10","6.9","7.16","3","10","7","7"
"2009","Hesse","East Germany","","","","","","","","","","","","","",""
"2009","Hesse","West Germany","6.97","7","1221","6","6","8","8","10","6.9","7.04","2","12","7","7"
"2009","Lower Saxony","East Germany","","","","","","","","","","","","","",""
"2009","Lower Saxony","West Germany","6.85","7","1638","5","6","8","8","10","6.79","6.91","2","16","7","7"
"2009","Mecklenburg-Western Pomerania","East Germany","7.08","7","472","6","6","8","8","10","6.97","7.19","3","12","7","7"
"2009","Mecklenburg-Western Pomerania","West Germany","","","","","","","","","","","","","",""
"2009","North Rhine-Westphalia","East Germany","","","","","","","","","","","","","",""
"2009","North Rhine-Westphalia","West Germany","7.01","7","3633","6","6","8","8","10","6.97","7.05","1","12","7","7"
"2009","Rhineland-Palatinate,Saarland","East Germany","","","","","","","","","","","","","",""
"2009","Rhineland-Palatinate,Saarland","West Germany","7.07","7","1020","6","6","8","8","10","6.99","7.15","3","12","7","7"
"2009","Saxony","East Germany","6.98","7","1370","6","6","8","8","10","6.92","7.04","2","12","7","7"
"2009","Saxony","West Germany","","","","","","","","","","","","","",""
"2009","Saxony-Anhalt","East Germany","7.02","7","771","6","6","8","8","10","6.94","7.1","2","12","7","7"
"2009","Saxony-Anhalt","West Germany","","","","","","","","","","","","","",""
"2009","Schleswig-Holstein","East Germany","","","","","","","","","","","","","",""
"2009","Schleswig-Holstein","West Germany","7.12","7","512","6","6","8","8","10","7.01","7.23","3","12","7","7"
"2009","Thuringia","East Germany","7.09","7","824","6","6","8","8","10","7","7.18","2","11","7","7"
"2009","Thuringia","West Germany","","","","","","","","","","","","","",""
"2010","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"2010","Baden-W?rttemberg","West Germany","6.99","7","2895","6","6","8","8","10","6.95","7.03","2","12","7","7"
"2010","Bavaria","East Germany","","","","","","","","","","","","","",""
"2010","Bavaria","West Germany","7.02","7","3598","6","6","8","8","10","6.98","7.06","2","13","7","7"
"2010","Berlin","East Germany","6.94","7","382","6","6","8","8","10","6.82","7.06","3","10","7","7"
"2010","Berlin","West Germany","6.89","7","544","5","6","8","8","10","6.78","7","2","14","7","7"
"2010","Brandenburg","East Germany","6.92","7","955","6","6","8","8","10","6.84","7","2","12","7","7"
"2010","Brandenburg","West Germany","","","","","","","","","","","","","",""
"2010","Bremen","East Germany","","","","","","","","","","","","","",""
"2010","Bremen","West Germany","7.07","7","172","6","6","8","8","11","6.89","7.25","4","11","6","7"
"2010","Hamburg","East Germany","","","","","","","","","","","","","",""
