"year","bula_h","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","Baden-W?rttemberg","Full Time","6.85","7","963","6","6","7","8","9","6.79","6.91","2","11","7","7"
"2008","Baden-W?rttemberg","Not Working","7.3","7","882","6","7","8","9","10","7.22","7.38","3","12","7","8"
"2008","Baden-W?rttemberg","Part Time","7.17","7","530","6","7","8","8","10","7.09","7.25","4","10","7","7"
"2008","Bavaria","Full Time","6.93","7","1123","6","6","8","8","9","6.87","6.99","3","10","7","7"
"2008","Bavaria","Not Working","7.33","7","967","6","6","8","9","10","7.24","7.42","2","18","7","8"
"2008","Bavaria","Part Time","7.19","7","668","6","7","8","8","10","7.11","7.27","3","12","7","7"
"2008","Berlin","Full Time","6.87","7","286","5","6","8","8","9","6.74","7","4","10","7","7"
"2008","Berlin","Not Working","7.13","7","257","6","6","8","8","10","6.97","7.29","3","12","7","8"
"2008","Berlin","Part Time","7.03","7","176","5","6","8","8","10","6.86","7.2","3","11","7","7"
"2008","Brandenburg","Full Time","7.13","7","289","6","6","8","8","10","7.01","7.25","4","12","7","7"
"2008","Brandenburg","Not Working","7.39","7","381","6","7","8","9","10","7.25","7.53","3","12","7","8"
"2008","Brandenburg","Part Time","7.06","7","157","6","6","8","8","10","6.88","7.24","4","11","7","7"
"2008","Bremen","Full Time","6.67","7","46","6","6","7","8","10","6.38","6.96","5","10","6","7"
"2008","Bremen","Not Working","7.37","8","57","6","6","8","9","10","7.03","7.71","4","10","7","8"
"2008","Bremen","Part Time","6.95","7","34","6","6","8","8","8","6.65","7.25","5","8","7","8"
"2008","Hamburg","Full Time","6.73","7","107","6","6","7","8","8","6.55","6.91","4","10","7","7"
"2008","Hamburg","Not Working","7.16","7","114","5","6","8","9","12","6.88","7.44","3","12","7","7"
"2008","Hamburg","Part Time","6.86","7","59","6","6","8","8","8","6.6","7.12","3","8","7","7"
"2008","Hesse","Full Time","6.73","7","533","6","6","7","8","9","6.65","6.81","3","11","7","7"
"2008","Hesse","Not Working","7.24","7","450","5","6","8","9","12","7.11","7.37","2","14","7","8"
"2008","Hesse","Part Time","7.01","7","335","6","6","8","8","10","6.9","7.12","3","10","7","7"
"2008","Lower Saxony","Full Time","6.67","7","640","5","6","7","8","9","6.59","6.75","3","11","7","7"
"2008","Lower Saxony","Not Working","7.24","7","677","6","7","8","9","10","7.14","7.34","3","13","7","7"
"2008","Lower Saxony","Part Time","7.06","7","430","6","6","8","8","10","6.96","7.16","3","10","7","7"
"2008","Mecklenburg-Western Pomerania","Full Time","6.89","7","187","6","6","7","8","9","6.74","7.04","3","11","7","7"
"2008","Mecklenburg-Western Pomerania","Not Working","7.27","7","203","5","6","8","9","11","7.08","7.46","3","11","7","8"
"2008","Mecklenburg-Western Pomerania","Part Time","6.78","7","100","5","6","8","8","10","6.54","7.02","3","10","7","7"
"2008","North Rhine-Westphalia","Full Time","6.77","7","1470","6","6","7","8","9","6.72","6.82","1","12","7","7"
"2008","North Rhine-Westphalia","Not Working","7.27","7","1536","5","6","8","9","11","7.2","7.34","2","14","7","7"
"2008","North Rhine-Westphalia","Part Time","7.13","7","931","6","7","8","8","10","7.06","7.2","2","13","7","7"
"2008","Rhineland-Palatinate,Saarland","Full Time","6.91","7","410","6","6","8","8","10","6.81","7.01","3","10","7","7"
"2008","Rhineland-Palatinate,Saarland","Not Working","7.1","7","435","5","6","8","9","10","6.96","7.24","2","15","7","7"
"2008","Rhineland-Palatinate,Saarland","Part Time","7.06","7","254","6","6","8","8","11","6.91","7.21","3","12","7","7"
"2008","Saxony","Full Time","6.92","7","600","6","6","8","8","9","6.84","7","2","12","7","7"
"2008","Saxony","Not Working","7.2","7","556","6","6","8","8","11","7.09","7.31","3","12","7","8"
"2008","Saxony","Part Time","7.05","7","278","6","6","8","8","9","6.92","7.18","3","10","7","7"
"2008","Saxony-Anhalt","Full Time","6.82","7","328","6","6","7","8","9","6.72","6.92","5","11","7","7"
"2008","Saxony-Anhalt","Not Working","7.22","7","330","5","6","8","8","10","7.08","7.36","3","10","7","8"
"2008","Saxony-Anhalt","Part Time","7.09","7","157","6","6","8","8","11","6.91","7.27","4","11","7","7"
"2008","Schleswig-Holstein","Full Time","6.64","7","176","5","6","7","8","9","6.48","6.8","4","10","7","7"
"2008","Schleswig-Holstein","Not Working","7.42","8","239","6","6","8","9","13","7.23","7.61","2","13","7","8"
"2008","Schleswig-Holstein","Part Time","6.91","7","140","5","6","8","8","9","6.72","7.1","4","11","7","7"
"2008","Thuringia","Full Time","6.95","7","327","6","6","8","8","9","6.85","7.05","3","9","7","7"
"2008","Thuringia","Not Working","7.46","8","384","6","7","8","9","11","7.32","7.6","3","12","7","8"
"2008","Thuringia","Part Time","7.1","7","166","5","7","8","8","10","6.92","7.28","4","10","7","7"
"2009","Baden-W?rttemberg","Full Time","6.84","7","875","6","6","7","8","9","6.78","6.9","3","10","7","7"
"2009","Baden-W?rttemberg","Not Working","7.26","7","731","6","7","8","9","10","7.17","7.35","3","16","7","7"
"2009","Baden-W?rttemberg","Part Time","7.11","7","502","6","6","8","8","10","7.01","7.21","3","12","7","7"
"2009","Bavaria","Full Time","6.94","7","1039","6","6","8","8","10","6.88","7","2","10","7","7"
"2009","Bavaria","Not Working","7.23","7","912","6","7","8","9","11","7.14","7.32","1","12","7","7"
"2009","Bavaria","Part Time","7.18","7","665","6","7","8","8","10","7.1","7.26","2","11","7","7"
"2009","Berlin","Full Time","6.7","7","270","5","6","7","8","9","6.58","6.82","2","10","7","7"
"2009","Berlin","Not Working","7.12","7","245","6","6","8","8","10","6.95","7.29","2","14","7","8"
"2009","Berlin","Part Time","7.04","7","168","6","6","8","8","10","6.87","7.21","4","12","7","7"
"2009","Brandenburg","Full Time","6.94","7","290","6","6","8","8","8","6.83","7.05","4","10","7","7"
"2009","Brandenburg","Not Working","7.39","8","351","6","7","8","9","10","7.24","7.54","3","12","7","8"
"2009","Brandenburg","Part Time","7.05","7","150","6","6","8","8","10","6.88","7.22","4","10","7","7"
"2009","Bremen","Full Time","7.01","7","33","6","6","8","8","8","6.73","7.29","6","8","6","7"
"2009","Bremen","Not Working","7.02","7","53","5","6","8","9","10","6.66","7.38","4","10","7","8"
"2009","Bremen","Part Time","7.13","7","34","6","7","8","8","8","6.87","7.39","6","8","7","8"
"2009","Hamburg","Full Time","6.88","7","110","6","6","7","8","9","6.72","7.04","4","9","7","7"
"2009","Hamburg","Not Working","7.25","8","103","5","6","8","9","10","6.98","7.52","3","10","7","8"
"2009","Hamburg","Part Time","6.91","7","54","6","6","8","8","10","6.65","7.17","3","10","7","7"
"2009","Hesse","Full Time","6.76","7","493","6","6","7","8","9","6.68","6.84","4","12","7","7"
"2009","Hesse","Not Working","7.1","7","416","5","6","8","9","10","6.96","7.24","2","11","7","7"
"2009","Hesse","Part Time","7.12","7","312","6","7","8","8","10","7.01","7.23","3","10","7","7"
"2009","Lower Saxony","Full Time","6.71","7","586","6","6","7","8","9","6.63","6.79","3","10","7","7"
"2009","Lower Saxony","Not Working","6.93","7","634","5","6","8","8","10","6.82","7.04","2","14","7","7"
"2009","Lower Saxony","Part Time","6.93","7","418","6","6","8","8","10","6.81","7.05","2","16","7","7"
"2009","Mecklenburg-Western Pomerania","Full Time","6.92","7","192","6","6","7","8","9","6.78","7.06","4","10","7","7"
"2009","Mecklenburg-Western Pomerania","Not Working","7.35","7.37","192","6","7","8","9","12","7.16","7.54","3","12","7","8"
"2009","Mecklenburg-Western Pomerania","Part Time","6.88","7","88","6","6","8","8","9","6.64","7.12","3","9","7","7"
"2009","North Rhine-Westphalia","Full Time","6.84","7","1358","6","6","7","8","9","6.79","6.89","3","11","7","7"
"2009","North Rhine-Westphalia","Not Working","7.13","7","1396","5","6","8","8","10","7.06","7.2","1","12","7","7"
"2009","North Rhine-Westphalia","Part Time","7.09","7","879","6","6","8","8","10","7.02","7.16","2","12","7","7"
"2009","Rhineland-Palatinate,Saarland","Full Time","6.86","7","381","6","6","8","8","9","6.75","6.97","3","10","7","7"
"2009","Rhineland-Palatinate,Saarland","Not Working","7.26","7","394","6","6","8","9","10","7.12","7.4","3","12","7","8"
