"plb0037_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Permanent","1988","no degree/no degree yet","middle vocational","46","0.922204923594728","0.847962376528051","0.996447470661406"
"Permanent","1988","no degree/no degree yet","vocational + Abi","","","",""
"Permanent","1988","no degree/no degree yet","higher vocational","2","","",""
"Permanent","1988","no degree/no degree yet","higher education","","","",""
"Limited","1988","lower secondary degree","in school","","","",""
"Limited","1988","lower secondary degree","inadequately","","","",""
"Limited","1988","lower secondary degree","general elemantary","153","0.183812571628364","0.15450570505924","0.213119438197488"
"Limited","1988","lower secondary degree","middle vocational","102","0.0553700280332065","0.0441074260997193","0.0666326299666938"
"Limited","1988","lower secondary degree","vocational + Abi","2","","",""
"Limited","1988","lower secondary degree","higher vocational","4","","",""
"Limited","1988","lower secondary degree","higher education","","","",""
"Limited","1988","secondary school degree","in school","","","",""
"Limited","1988","secondary school degree","inadequately","","","",""
"Limited","1988","secondary school degree","general elemantary","117","0.477616593409453","0.412638112748652","0.542595074070253"
"Limited","1988","secondary school degree","middle vocational","43","0.0467367687314221","0.0309416899762478","0.0625318474865964"
"Limited","1988","secondary school degree","vocational + Abi","","","",""
"Limited","1988","secondary school degree","higher vocational","6","","",""
"Limited","1988","secondary school degree","higher education","1","","",""
"Limited","1988","college entrance qualification","in school","","","",""
"Limited","1988","college entrance qualification","inadequately","","","",""
"Limited","1988","college entrance qualification","general elemantary","","","",""
"Limited","1988","college entrance qualification","middle vocational","52","0.561348700637119","0.458830043881077","0.663867357393161"
"Limited","1988","college entrance qualification","vocational + Abi","16","","",""
"Limited","1988","college entrance qualification","higher vocational","4","","",""
"Limited","1988","college entrance qualification","higher education","44","0.112472324433133","0.0817397556859972","0.143204893180269"
"Limited","1988","Other degree","in school","","","",""
"Limited","1988","Other degree","inadequately","5","","",""
"Limited","1988","Other degree","general elemantary","22","","",""
"Limited","1988","Other degree","middle vocational","7","","",""
"Limited","1988","Other degree","vocational + Abi","5","","",""
"Limited","1988","Other degree","higher vocational","1","","",""
"Limited","1988","Other degree","higher education","2","","",""
"Limited","1988","no degree/no degree yet","in school","1","","",""
"Limited","1988","no degree/no degree yet","inadequately","24","","",""
"Limited","1988","no degree/no degree yet","general elemantary","","","",""
"Limited","1988","no degree/no degree yet","middle vocational","4","","",""
"Limited","1988","no degree/no degree yet","vocational + Abi","","","",""
"Limited","1988","no degree/no degree yet","higher vocational","","","",""
"Limited","1988","no degree/no degree yet","higher education","","","",""
"Permanent","1989","lower secondary degree","in school","","","",""
"Permanent","1989","lower secondary degree","inadequately","","","",""
"Permanent","1989","lower secondary degree","general elemantary","77","0.531520461819651","0.44765484522143","0.615386078417871"
"Permanent","1989","lower secondary degree","middle vocational","183","0.840952859311053","0.793166318843576","0.888739399778531"
"Permanent","1989","lower secondary degree","vocational + Abi","","","",""
"Permanent","1989","lower secondary degree","higher vocational","15","","",""
"Permanent","1989","lower secondary degree","higher education","","","",""
"Permanent","1989","secondary school degree","in school","","","",""
"Permanent","1989","secondary school degree","inadequately","","","",""
"Permanent","1989","secondary school degree","general elemantary","31","0.582162706925231","0.461330169843568","0.702995244006893"
"Permanent","1989","secondary school degree","middle vocational","93","0.774498663235076","0.700341506132268","0.848655820337884"
"Permanent","1989","secondary school degree","vocational + Abi","","","",""
"Permanent","1989","secondary school degree","higher vocational","19","","",""
"Permanent","1989","secondary school degree","higher education","5","","",""
"Permanent","1989","college entrance qualification","in school","","","",""
"Permanent","1989","college entrance qualification","inadequately","","","",""
"Permanent","1989","college entrance qualification","general elemantary","","","",""
"Permanent","1989","college entrance qualification","middle vocational","14","","",""
"Permanent","1989","college entrance qualification","vocational + Abi","33","0.879300799505302","0.777057061639544","0.981544537371061"
"Permanent","1989","college entrance qualification","higher vocational","14","","",""
"Permanent","1989","college entrance qualification","higher education","59","0.835106772866695","0.749981391075303","0.920232154658087"
"Permanent","1989","Other degree","in school","","","",""
"Permanent","1989","Other degree","inadequately","4","","",""
"Permanent","1989","Other degree","general elemantary","26","","",""
"Permanent","1989","Other degree","middle vocational","18","","",""
"Permanent","1989","Other degree","vocational + Abi","4","","",""
"Permanent","1989","Other degree","higher vocational","","","",""
"Permanent","1989","Other degree","higher education","2","","",""
"Permanent","1989","no degree/no degree yet","in school","6","","",""
"Permanent","1989","no degree/no degree yet","inadequately","28","","",""
"Permanent","1989","no degree/no degree yet","general elemantary","","","",""
"Permanent","1989","no degree/no degree yet","middle vocational","1","","",""
"Permanent","1989","no degree/no degree yet","vocational + Abi","","","",""
"Permanent","1989","no degree/no degree yet","higher vocational","","","",""
"Permanent","1989","no degree/no degree yet","higher education","","","",""
"Limited","1989","lower secondary degree","in school","","","",""
"Limited","1989","lower secondary degree","inadequately","","","",""
"Limited","1989","lower secondary degree","general elemantary","59","0.468479538180349","0.384613921582129","0.55234515477857"
"Limited","1989","lower secondary degree","middle vocational","42","0.159047140688947","0.111260600221469","0.206833681156424"
"Limited","1989","lower secondary degree","vocational + Abi","","","",""
"Limited","1989","lower secondary degree","higher vocational","1","","",""
"Limited","1989","lower secondary degree","higher education","","","",""
"Limited","1989","secondary school degree","in school","","","",""
"Limited","1989","secondary school degree","inadequately","","","",""
"Limited","1989","secondary school degree","general elemantary","33","0.41783729307477","0.297004755993107","0.538669830156432"
"Limited","1989","secondary school degree","middle vocational","29","","",""
"Limited","1989","secondary school degree","vocational + Abi","","","",""
"Limited","1989","secondary school degree","higher vocational","3","","",""
"Limited","1989","secondary school degree","higher education","2","","",""
"Limited","1989","college entrance qualification","in school","","","",""
"Limited","1989","college entrance qualification","inadequately","","","",""
"Limited","1989","college entrance qualification","general elemantary","","","",""
"Limited","1989","college entrance qualification","middle vocational","21","","",""
"Limited","1989","college entrance qualification","vocational + Abi","6","","",""
"Limited","1989","college entrance qualification","higher vocational","3","","",""
"Limited","1989","college entrance qualification","higher education","14","","",""
"Limited","1989","Other degree","in school","","","",""
"Limited","1989","Other degree","inadequately","","","",""
"Limited","1989","Other degree","general elemantary","7","","",""
"Limited","1989","Other degree","middle vocational","4","","",""
"Limited","1989","Other degree","vocational + Abi","3","","",""
"Limited","1989","Other degree","higher vocational","","","",""
"Limited","1989","Other degree","higher education","3","","",""
"Limited","1989","no degree/no degree yet","in school","","","",""
"Limited","1989","no degree/no degree yet","inadequately","7","","",""
"Limited","1989","no degree/no degree yet","general elemantary","","","",""
"Limited","1989","no degree/no degree yet","middle vocational","2","","",""
"Limited","1989","no degree/no degree yet","vocational + Abi","","","",""
"Limited","1989","no degree/no degree yet","higher vocational","","","",""
"Limited","1989","no degree/no degree yet","higher education","","","",""
"Permanent","1990","lower secondary degree","in school","","","",""
"Permanent","1990","lower secondary degree","inadequately","","","",""
"Permanent","1990","lower secondary degree","general elemantary","85","0.673112582761366","0.59339296146307","0.752832204059663"
"Permanent","1990","lower secondary degree","middle vocational","217","0.857937947196643","0.815338376768943","0.900537517624343"
"Permanent","1990","lower secondary degree","vocational + Abi","","","",""
"Permanent","1990","lower secondary degree","higher vocational","9","","",""
"Permanent","1990","lower secondary degree","higher education","2","","",""
"Permanent","1990","secondary school degree","in school","","","",""
"Permanent","1990","secondary school degree","inadequately","","","",""
"Permanent","1990","secondary school degree","general elemantary","25","","",""
"Permanent","1990","secondary school degree","middle vocational","118","0.875731201891584","0.820288409224508","0.931173994558661"
"Permanent","1990","secondary school degree","vocational + Abi","","","",""
"Permanent","1990","secondary school degree","higher vocational","13","","",""
"Permanent","1990","secondary school degree","higher education","2","","",""
"Permanent","1990","college entrance qualification","in school","","","",""
"Permanent","1990","college entrance qualification","inadequately","","","",""
"Permanent","1990","college entrance qualification","general elemantary","","","",""
"Permanent","1990","college entrance qualification","middle vocational","18","","",""
"Permanent","1990","college entrance qualification","vocational + Abi","33","0.869435633818222","0.765023938918724","0.973847328717719"
"Permanent","1990","college entrance qualification","higher vocational","13","","",""
"Permanent","1990","college entrance qualification","higher education","57","0.773992846512583","0.67869967147125","0.869286021553916"
"Permanent","1990","Other degree","in school","","","",""
"Permanent","1990","Other degree","inadequately","3","","",""
"Permanent","1990","Other degree","general elemantary","37","0.821729911071916","0.707332116589932","0.936127705553899"
"Permanent","1990","Other degree","middle vocational","13","","",""
"Permanent","1990","Other degree","vocational + Abi","5","","",""
"Permanent","1990","Other degree","higher vocational","","","",""
"Permanent","1990","Other degree","higher education","1","","",""
"Permanent","1990","no degree/no degree yet","in school","1","","",""
"Permanent","1990","no degree/no degree yet","inadequately","27","","",""
"Permanent","1990","no degree/no degree yet","general elemantary","","","",""
"Permanent","1990","no degree/no degree yet","middle vocational","4","","",""
"Permanent","1990","no degree/no degree yet","vocational + Abi","","","",""
"Permanent","1990","no degree/no degree yet","higher vocational","","","",""
"Permanent","1990","no degree/no degree yet","higher education","","","",""
"Limited","1990","lower secondary degree","in school","","","",""
"Limited","1990","lower secondary degree","inadequately","","","",""
"Limited","1990","lower secondary degree","general elemantary","48","0.326887417238634","0.247167795940337","0.40660703853693"
"Limited","1990","lower secondary degree","middle vocational","41","0.142062052803357","0.0994624823756571","0.184661623231057"
"Limited","1990","lower secondary degree","vocational + Abi","","","",""
"Limited","1990","lower secondary degree","higher vocational","","","",""
"Limited","1990","lower secondary degree","higher education","","","",""
"Limited","1990","secondary school degree","in school","","","",""
"Limited","1990","secondary school degree","inadequately","","","",""
"Limited","1990","secondary school degree","general elemantary","38","0.540088649528352","0.417020008377294","0.663157290679411"
"Limited","1990","secondary school degree","middle vocational","18","","",""
"Limited","1990","secondary school degree","vocational + Abi","","","",""
"Limited","1990","secondary school degree","higher vocational","4","","",""
"Limited","1990","secondary school degree","higher education","","","",""
"Limited","1990","college entrance qualification","in school","","","",""
"Limited","1990","college entrance qualification","inadequately","","","",""
"Limited","1990","college entrance qualification","general elemantary","","","",""
"Limited","1990","college entrance qualification","middle vocational","22","","",""
"Limited","1990","college entrance qualification","vocational + Abi","7","","",""
"Limited","1990","college entrance qualification","higher vocational","1","","",""
"Limited","1990","college entrance qualification","higher education","17","","",""
"Limited","1990","Other degree","in school","","","",""
"Limited","1990","Other degree","inadequately","","","",""
"Limited","1990","Other degree","general elemantary","6","","",""
"Limited","1990","Other degree","middle vocational","3","","",""
"Limited","1990","Other degree","vocational + Abi","1","","",""
"Limited","1990","Other degree","higher vocational","","","",""
"Limited","1990","Other degree","higher education","2","","",""
"Limited","1990","no degree/no degree yet","in school","","","",""
"Limited","1990","no degree/no degree yet","inadequately","8","","",""
"Limited","1990","no degree/no degree yet","general elemantary","","","",""
"Limited","1990","no degree/no degree yet","middle vocational","","","",""
"Limited","1990","no degree/no degree yet","vocational + Abi","","","",""
"Limited","1990","no degree/no degree yet","higher vocational","","","",""
"Limited","1990","no degree/no degree yet","higher education","","","",""
"Permanent","1991","lower secondary degree","in school","","","",""
"Permanent","1991","lower secondary degree","inadequately","","","",""
"Permanent","1991","lower secondary degree","general elemantary","97","0.688642741719008","0.611940058357247","0.765345425080768"
"Permanent","1991","lower secondary degree","middle vocational","268","0.816238334302231","0.774325491137072","0.85815117746739"
"Permanent","1991","lower secondary degree","vocational + Abi","","","",""
"Permanent","1991","lower secondary degree","higher vocational","20","","",""
"Permanent","1991","lower secondary degree","higher education","11","","",""
"Permanent","1991","secondary school degree","in school","","","",""
"Permanent","1991","secondary school degree","inadequately","","","",""
"Permanent","1991","secondary school degree","general elemantary","35","0.518614265839147","0.405534136451332","0.631694395226961"
"Permanent","1991","secondary school degree","middle vocational","344","0.848890421957537","0.81455584005509","0.883225003859983"
"Permanent","1991","secondary school degree","vocational + Abi","","","",""
"Permanent","1991","secondary school degree","higher vocational","45","0.849896792042784","0.756349297697659","0.943444286387909"
"Permanent","1991","secondary school degree","higher education","92","0.797251947400166","0.724401654828585","0.870102239971747"
"Permanent","1991","college entrance qualification","in school","","","",""
"Permanent","1991","college entrance qualification","inadequately","","","",""
"Permanent","1991","college entrance qualification","general elemantary","","","",""
"Permanent","1991","college entrance qualification","middle vocational","19","","",""
"Permanent","1991","college entrance qualification","vocational + Abi","47","0.796532848671054","0.695507078217782","0.897558619124327"
"Permanent","1991","college entrance qualification","higher vocational","13","","",""
"Permanent","1991","college entrance qualification","higher education","143","0.703821528513027","0.639574174938936","0.768068882087117"
"Permanent","1991","Other degree","in school","","","",""
"Permanent","1991","Other degree","inadequately","2","","",""
"Permanent","1991","Other degree","general elemantary","36","0.840208332722959","0.730690606250766","0.949726059195151"
"Permanent","1991","Other degree","middle vocational","28","","",""
