"plb0037_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","lower secondary degree","in school","","","",""
"Permanent","1985","lower secondary degree","inadequately","","","",""
"Permanent","1985","lower secondary degree","general elemantary","568","0.801097530436396","0.771980822084079","0.830214238788713"
"Permanent","1985","lower secondary degree","middle vocational","1610","0.947363680630843","0.936810460681938","0.957916900579748"
"Permanent","1985","lower secondary degree","vocational + Abi","2","","",""
"Permanent","1985","lower secondary degree","higher vocational","150","0.968024507648222","0.940327424269819","0.995721591026625"
"Permanent","1985","lower secondary degree","higher education","16","","",""
"Permanent","1985","secondary school degree","in school","","","",""
"Permanent","1985","secondary school degree","inadequately","","","",""
"Permanent","1985","secondary school degree","general elemantary","92","0.450700112010887","0.383404455873196","0.517995768148578"
"Permanent","1985","secondary school degree","middle vocational","639","0.913446161925695","0.892586607723989","0.934305716127401"
"Permanent","1985","secondary school degree","vocational + Abi","1","","",""
"Permanent","1985","secondary school degree","higher vocational","102","0.959165198617063","0.921666332795874","0.996664064438252"
"Permanent","1985","secondary school degree","higher education","33","0.936138775340636","0.856268426888669","1.0160091237926"
"Permanent","1985","college entrance qualification","in school","","","",""
"Permanent","1985","college entrance qualification","inadequately","","","",""
"Permanent","1985","college entrance qualification","general elemantary","","","",""
"Permanent","1985","college entrance qualification","middle vocational","34","0.349217662795222","0.2523290816416","0.446106243948843"
"Permanent","1985","college entrance qualification","vocational + Abi","84","0.924649021510893","0.870711984800905","0.978586058220881"
"Permanent","1985","college entrance qualification","higher vocational","67","0.909619919588687","0.843846108926664","0.97539373025071"
"Permanent","1985","college entrance qualification","higher education","350","0.870565823470709","0.838033751352916","0.903097895588501"
"Permanent","1985","Other degree","in school","","","",""
"Permanent","1985","Other degree","inadequately","11","","",""
"Permanent","1985","Other degree","general elemantary","391","0.924472303157187","0.899049460150482","0.949895146163892"
"Permanent","1985","Other degree","middle vocational","309","0.934388329005065","0.907592609621105","0.961184048389025"
"Permanent","1985","Other degree","vocational + Abi","58","0.890874510236795","0.81326345010759","0.968485570366"
"Permanent","1985","Other degree","higher vocational","5","","",""
"Permanent","1985","Other degree","higher education","29","","",""
"Permanent","1985","no degree/no degree yet","in school","4","","",""
"Permanent","1985","no degree/no degree yet","inadequately","409","0.932171369994382","0.908432291377386","0.955910448611379"
"Permanent","1985","no degree/no degree yet","general elemantary","","","",""
"Permanent","1985","no degree/no degree yet","middle vocational","54","0.845426235725225","0.753184421250708","0.937668050199742"
"Permanent","1985","no degree/no degree yet","vocational + Abi","","","",""
"Permanent","1985","no degree/no degree yet","higher vocational","2","","",""
"Permanent","1985","no degree/no degree yet","higher education","","","",""
"Limited","1985","lower secondary degree","in school","","","",""
"Limited","1985","lower secondary degree","inadequately","","","",""
"Limited","1985","lower secondary degree","general elemantary","154","0.198902469563604","0.169785761211287","0.228019177915921"
"Limited","1985","lower secondary degree","middle vocational","110","0.0526363193691574","0.0420830994202524","0.0631895393180625"
"Limited","1985","lower secondary degree","vocational + Abi","1","","",""
"Limited","1985","lower secondary degree","higher vocational","5","","",""
"Limited","1985","lower secondary degree","higher education","","","",""
"Limited","1985","secondary school degree","in school","","","",""
"Limited","1985","secondary school degree","inadequately","","","",""
"Limited","1985","secondary school degree","general elemantary","118","0.549299887989113","0.482004231851422","0.616595544126805"
"Limited","1985","secondary school degree","middle vocational","59","0.0865538380743048","0.0656942838725986","0.107413392276011"
"Limited","1985","secondary school degree","vocational + Abi","","","",""
"Limited","1985","secondary school degree","higher vocational","5","","",""
"Limited","1985","secondary school degree","higher education","3","","",""
"Limited","1985","college entrance qualification","in school","","","",""
"Limited","1985","college entrance qualification","inadequately","","","",""
"Limited","1985","college entrance qualification","general elemantary","","","",""
"Limited","1985","college entrance qualification","middle vocational","59","0.650782337204778","0.553893756051157","0.7476709183584"
"Limited","1985","college entrance qualification","vocational + Abi","8","","",""
"Limited","1985","college entrance qualification","higher vocational","6","","",""
"Limited","1985","college entrance qualification","higher education","59","0.129434176529291","0.096902104411499","0.161966248647083"
"Limited","1985","Other degree","in school","","","",""
"Limited","1985","Other degree","inadequately","3","","",""
"Limited","1985","Other degree","general elemantary","24","","",""
"Limited","1985","Other degree","middle vocational","19","","",""
"Limited","1985","Other degree","vocational + Abi","4","","",""
"Limited","1985","Other degree","higher vocational","","","",""
"Limited","1985","Other degree","higher education","7","","",""
"Limited","1985","no degree/no degree yet","in school","1","","",""
"Limited","1985","no degree/no degree yet","inadequately","22","","",""
"Limited","1985","no degree/no degree yet","general elemantary","","","",""
"Limited","1985","no degree/no degree yet","middle vocational","5","","",""
"Limited","1985","no degree/no degree yet","vocational + Abi","","","",""
"Limited","1985","no degree/no degree yet","higher vocational","","","",""
"Limited","1985","no degree/no degree yet","higher education","1","","",""
"Permanent","1986","lower secondary degree","in school","","","",""
"Permanent","1986","lower secondary degree","inadequately","","","",""
"Permanent","1986","lower secondary degree","general elemantary","69","0.603409264102001","0.515516751545998","0.691301776658005"
"Permanent","1986","lower secondary degree","middle vocational","223","0.864413639047877","0.822558350808336","0.906268927287419"
"Permanent","1986","lower secondary degree","vocational + Abi","","","",""
"Permanent","1986","lower secondary degree","higher vocational","13","","",""
"Permanent","1986","lower secondary degree","higher education","1","","",""
"Permanent","1986","secondary school degree","in school","","","",""
"Permanent","1986","secondary school degree","inadequately","","","",""
"Permanent","1986","secondary school degree","general elemantary","18","","",""
"Permanent","1986","secondary school degree","middle vocational","103","0.83605805345664","0.770363186619294","0.901752920293987"
"Permanent","1986","secondary school degree","vocational + Abi","","","",""
"Permanent","1986","secondary school degree","higher vocational","13","","",""
"Permanent","1986","secondary school degree","higher education","2","","",""
"Permanent","1986","college entrance qualification","in school","","","",""
"Permanent","1986","college entrance qualification","inadequately","","","",""
"Permanent","1986","college entrance qualification","general elemantary","","","",""
"Permanent","1986","college entrance qualification","middle vocational","15","","",""
"Permanent","1986","college entrance qualification","vocational + Abi","25","","",""
"Permanent","1986","college entrance qualification","higher vocational","11","","",""
"Permanent","1986","college entrance qualification","higher education","58","0.707222923774536","0.608733892855695","0.805711954693378"
"Permanent","1986","Other degree","in school","","","",""
"Permanent","1986","Other degree","inadequately","1","","",""
"Permanent","1986","Other degree","general elemantary","19","","",""
"Permanent","1986","Other degree","middle vocational","14","","",""
"Permanent","1986","Other degree","vocational + Abi","3","","",""
"Permanent","1986","Other degree","higher vocational","","","",""
"Permanent","1986","Other degree","higher education","3","","",""
"Permanent","1986","no degree/no degree yet","in school","","","",""
"Permanent","1986","no degree/no degree yet","inadequately","20","","",""
"Permanent","1986","no degree/no degree yet","general elemantary","","","",""
"Permanent","1986","no degree/no degree yet","middle vocational","7","","",""
"Permanent","1986","no degree/no degree yet","vocational + Abi","","","",""
"Permanent","1986","no degree/no degree yet","higher vocational","","","",""
"Permanent","1986","no degree/no degree yet","higher education","","","",""
"Limited","1986","lower secondary degree","in school","","","",""
"Limited","1986","lower secondary degree","inadequately","","","",""
"Limited","1986","lower secondary degree","general elemantary","50","0.396590735897999","0.308698223341995","0.484483248454003"
"Limited","1986","lower secondary degree","middle vocational","34","0.135586360952123","0.0937310727125809","0.177441649191664"
"Limited","1986","lower secondary degree","vocational + Abi","","","",""
"Limited","1986","lower secondary degree","higher vocational","","","",""
"Limited","1986","lower secondary degree","higher education","","","",""
"Limited","1986","secondary school degree","in school","","","",""
"Limited","1986","secondary school degree","inadequately","","","",""
"Limited","1986","secondary school degree","general elemantary","50","0.741937707923074","0.637936201045035","0.845939214801112"
"Limited","1986","secondary school degree","middle vocational","19","","",""
"Limited","1986","secondary school degree","vocational + Abi","","","",""
"Limited","1986","secondary school degree","higher vocational","1","","",""
"Limited","1986","secondary school degree","higher education","","","",""
"Limited","1986","college entrance qualification","in school","","","",""
"Limited","1986","college entrance qualification","inadequately","","","",""
"Limited","1986","college entrance qualification","general elemantary","","","",""
"Limited","1986","college entrance qualification","middle vocational","14","","",""
"Limited","1986","college entrance qualification","vocational + Abi","2","","",""
"Limited","1986","college entrance qualification","higher vocational","2","","",""
"Limited","1986","college entrance qualification","higher education","24","","",""
"Limited","1986","Other degree","in school","","","",""
"Limited","1986","Other degree","inadequately","3","","",""
"Limited","1986","Other degree","general elemantary","3","","",""
"Limited","1986","Other degree","middle vocational","2","","",""
"Limited","1986","Other degree","vocational + Abi","1","","",""
"Limited","1986","Other degree","higher vocational","","","",""
"Limited","1986","Other degree","higher education","1","","",""
"Limited","1986","no degree/no degree yet","in school","2","","",""
"Limited","1986","no degree/no degree yet","inadequately","6","","",""
"Limited","1986","no degree/no degree yet","general elemantary","","","",""
"Limited","1986","no degree/no degree yet","middle vocational","","","",""
"Limited","1986","no degree/no degree yet","vocational + Abi","","","",""
"Limited","1986","no degree/no degree yet","higher vocational","","","",""
"Limited","1986","no degree/no degree yet","higher education","","","",""
"Permanent","1987","lower secondary degree","in school","","","",""
"Permanent","1987","lower secondary degree","inadequately","","","",""
"Permanent","1987","lower secondary degree","general elemantary","100","0.655476104197889","0.583185450212852","0.727766758182926"
"Permanent","1987","lower secondary degree","middle vocational","270","0.827324783022474","0.786483143832902","0.868166422212046"
"Permanent","1987","lower secondary degree","vocational + Abi","","","",""
"Permanent","1987","lower secondary degree","higher vocational","19","","",""
"Permanent","1987","lower secondary degree","higher education","1","","",""
"Permanent","1987","secondary school degree","in school","","","",""
"Permanent","1987","secondary school degree","inadequately","","","",""
"Permanent","1987","secondary school degree","general elemantary","27","","",""
"Permanent","1987","secondary school degree","middle vocational","129","0.849081236739563","0.792544079045145","0.90561839443398"
"Permanent","1987","secondary school degree","vocational + Abi","","","",""
"Permanent","1987","secondary school degree","higher vocational","18","","",""
"Permanent","1987","secondary school degree","higher education","4","","",""
"Permanent","1987","college entrance qualification","in school","","","",""
"Permanent","1987","college entrance qualification","inadequately","","","",""
"Permanent","1987","college entrance qualification","general elemantary","","","",""
"Permanent","1987","college entrance qualification","middle vocational","14","","",""
"Permanent","1987","college entrance qualification","vocational + Abi","22","","",""
"Permanent","1987","college entrance qualification","higher vocational","15","","",""
"Permanent","1987","college entrance qualification","higher education","66","0.724081175272334","0.633722790623497","0.814439559921172"
"Permanent","1987","Other degree","in school","","","",""
"Permanent","1987","Other degree","inadequately","2","","",""
"Permanent","1987","Other degree","general elemantary","28","","",""
"Permanent","1987","Other degree","middle vocational","31","0.707116809696805","0.569485814622174","0.844747804771436"
"Permanent","1987","Other degree","vocational + Abi","7","","",""
"Permanent","1987","Other degree","higher vocational","","","",""
"Permanent","1987","Other degree","higher education","2","","",""
"Permanent","1987","no degree/no degree yet","in school","1","","",""
"Permanent","1987","no degree/no degree yet","inadequately","30","0.827663566911165","0.710623768661392","0.944703365160937"
"Permanent","1987","no degree/no degree yet","general elemantary","","","",""
"Permanent","1987","no degree/no degree yet","middle vocational","4","","",""
"Permanent","1987","no degree/no degree yet","vocational + Abi","","","",""
"Permanent","1987","no degree/no degree yet","higher vocational","1","","",""
"Permanent","1987","no degree/no degree yet","higher education","","","",""
"Limited","1987","lower secondary degree","in school","","","",""
"Limited","1987","lower secondary degree","inadequately","","","",""
"Limited","1987","lower secondary degree","general elemantary","66","0.344523895802111","0.272233241817073","0.416814549787148"
"Limited","1987","lower secondary degree","middle vocational","59","0.172675216977526","0.131833577787955","0.213516856167098"
"Limited","1987","lower secondary degree","vocational + Abi","1","","",""
"Limited","1987","lower secondary degree","higher vocational","4","","",""
"Limited","1987","lower secondary degree","higher education","","","",""
"Limited","1987","secondary school degree","in school","","","",""
"Limited","1987","secondary school degree","inadequately","","","",""
"Limited","1987","secondary school degree","general elemantary","53","0.66240137327027","0.558776492164059","0.76602625437648"
"Limited","1987","secondary school degree","middle vocational","25","","",""
"Limited","1987","secondary school degree","vocational + Abi","","","",""
"Limited","1987","secondary school degree","higher vocational","7","","",""
"Limited","1987","secondary school degree","higher education","","","",""
"Limited","1987","college entrance qualification","in school","","","",""
"Limited","1987","college entrance qualification","inadequately","","","",""
"Limited","1987","college entrance qualification","general elemantary","","","",""
"Limited","1987","college entrance qualification","middle vocational","26","","",""
"Limited","1987","college entrance qualification","vocational + Abi","11","","",""
"Limited","1987","college entrance qualification","higher vocational","1","","",""
"Limited","1987","college entrance qualification","higher education","28","","",""
"Limited","1987","Other degree","in school","","","",""
"Limited","1987","Other degree","inadequately","2","","",""
"Limited","1987","Other degree","general elemantary","11","","",""
"Limited","1987","Other degree","middle vocational","11","","",""
"Limited","1987","Other degree","vocational + Abi","1","","",""
"Limited","1987","Other degree","higher vocational","","","",""
"Limited","1987","Other degree","higher education","3","","",""
"Limited","1987","no degree/no degree yet","in school","2","","",""
"Limited","1987","no degree/no degree yet","inadequately","10","","",""
"Limited","1987","no degree/no degree yet","general elemantary","","","",""
"Limited","1987","no degree/no degree yet","middle vocational","","","",""
"Limited","1987","no degree/no degree yet","vocational + Abi","","","",""
"Limited","1987","no degree/no degree yet","higher vocational","","","",""
"Limited","1987","no degree/no degree yet","higher education","","","",""
"Permanent","1988","lower secondary degree","in school","","","",""
"Permanent","1988","lower secondary degree","inadequately","","","",""
"Permanent","1988","lower secondary degree","general elemantary","518","0.816187428371636","0.786880561802512","0.84549429494076"
"Permanent","1988","lower secondary degree","middle vocational","1482","0.944629971966793","0.933367370033306","0.955892573900281"
"Permanent","1988","lower secondary degree","vocational + Abi","4","","",""
"Permanent","1988","lower secondary degree","higher vocational","133","0.968095037718804","0.938666009446411","0.997524065991196"
"Permanent","1988","lower secondary degree","higher education","7","","",""
"Permanent","1988","secondary school degree","in school","","","",""
"Permanent","1988","secondary school degree","inadequately","","","",""
"Permanent","1988","secondary school degree","general elemantary","110","0.522383406590547","0.457404925929747","0.587361887251348"
"Permanent","1988","secondary school degree","middle vocational","643","0.953263231268578","0.937468152513404","0.969058310023752"
"Permanent","1988","secondary school degree","vocational + Abi","","","",""
"Permanent","1988","secondary school degree","higher vocational","79","0.923504162909138","0.867000453774184","0.980007872044091"
"Permanent","1988","secondary school degree","higher education","34","0.979329414505402","0.932193183084344","1.02646564592646"
"Permanent","1988","college entrance qualification","in school","","","",""
"Permanent","1988","college entrance qualification","inadequately","","","",""
"Permanent","1988","college entrance qualification","general elemantary","","","",""
"Permanent","1988","college entrance qualification","middle vocational","38","0.438651299362881","0.336132642606839","0.541169956118923"
"Permanent","1988","college entrance qualification","vocational + Abi","93","0.861827444328698","0.797045213802724","0.926609674854672"
"Permanent","1988","college entrance qualification","higher vocational","69","0.94662030076604","0.895054397552179","0.998186203979901"
"Permanent","1988","college entrance qualification","higher education","362","0.887527675566867","0.856795106819731","0.918260244314003"
"Permanent","1988","Other degree","in school","","","",""
"Permanent","1988","Other degree","inadequately","8","","",""
"Permanent","1988","Other degree","general elemantary","328","0.91707472261839","0.888183900730626","0.945965544506153"
"Permanent","1988","Other degree","middle vocational","264","0.951472237432827","0.9258889329311","0.977055541934554"
"Permanent","1988","Other degree","vocational + Abi","42","0.885881739842312","0.794981588160817","0.976781891523807"
"Permanent","1988","Other degree","higher vocational","3","","",""
"Permanent","1988","Other degree","higher education","20","","",""
"Permanent","1988","no degree/no degree yet","in school","5","","",""
"Permanent","1988","no degree/no degree yet","inadequately","302","0.883478281872722","0.848649308778047","0.918307254967396"
"Permanent","1988","no degree/no degree yet","general elemantary","","","",""
