"plb0037_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Limited","1985","66 and older","inadequately","","","","","2"
"Limited","1985","66 and older","general elemantary","","","","","2"
"Limited","1985","66 and older","higher vocational","","","","","2"
"Limited","1985","66 and older","in school","","","","","2"
"Limited","1985","66 and older","higher education","","","","","2"
"Limited","1985","66 and older","middle vocational","","","","","2"
"Limited","1985","66 and older","vocational + Abi","","","","","2"
"Limited","1985","16-34 y.","higher education","52","0.283514818049329","0.215962302902779","0.351067333195879","2"
"Limited","1985","16-34 y.","higher vocational","12","","","","2"
"Limited","1985","35-65 y.","middle vocational","57","0.0336884094280794","0.0248834014256479","0.0424934174305108","2"
"Limited","1985","35-65 y.","vocational + Abi","1","","","","2"
"Limited","1985","35-65 y.","higher vocational","4","","","","2"
"Limited","1985","35-65 y.","higher education","19","","","","2"
"Limited","1985","16-34 y.","middle vocational","196","0.14951677845024","0.130072372709699","0.168961184190782","2"
"Limited","1985","16-34 y.","general elemantary","261","0.486882499060539","0.448249083966707","0.525515914154371","2"
"Limited","1985","16-34 y.","vocational + Abi","12","","","","2"
"Limited","1985","16-34 y.","inadequately","10","","","","2"
"Limited","1985","35-65 y.","in school","","","","","2"
"Limited","1985","35-65 y.","inadequately","15","","","","2"
"Limited","1985","35-65 y.","general elemantary","35","0.0586384553014573","0.0412212291734213","0.0760556814294934","2"
"Limited","1985","16-34 y.","in school","1","","","","2"
"Permanent","1985","16-34 y.","in school","4","","","","1"
"Permanent","1985","16-34 y.","inadequately","91","0.847815774335669","0.777763382223269","0.917868166448068","1"
"Permanent","1985","16-34 y.","general elemantary","382","0.513117500939461","0.474484085845629","0.551750916033293","1"
"Permanent","1985","16-34 y.","middle vocational","1096","0.85048322154976","0.831038815809218","0.869927627290301","1"
"Permanent","1985","16-34 y.","vocational + Abi","77","0.887254167317508","0.821544788617533","0.952963546017484","1"
"Permanent","1985","16-34 y.","higher vocational","123","0.90648797168244","0.857375027660719","0.955600915704162","1"
"Permanent","1985","16-34 y.","higher education","119","0.716485181950671","0.648932666804122","0.784037697097221","1"
"Permanent","1985","35-65 y.","in school","","","","","1"
"Permanent","1985","35-65 y.","inadequately","329","0.95817742662993","0.937023197053757","0.979331656206102","1"
"Permanent","1985","35-65 y.","general elemantary","664","0.941361544698543","0.923944318570507","0.958778770826579","1"
"Permanent","1985","35-65 y.","middle vocational","1556","0.966311590571921","0.957506582569489","0.975116598574352","1"
"Permanent","1985","35-65 y.","vocational + Abi","67","0.975927091532236","0.939496468045574","1.0123577150189","1"
"Permanent","1985","35-65 y.","higher vocational","203","0.980439405223658","0.961574078749127","0.999304731698189","1"
"Permanent","1985","35-65 y.","higher education","309","0.957195644275879","0.935290026360346","0.979101262191411","1"
"Permanent","1985","66 and older","in school","","","","","1"
"Permanent","1985","66 and older","inadequately","","","","","1"
"Permanent","1985","66 and older","general elemantary","5","","","","1"
"Permanent","1985","66 and older","middle vocational","7","","","","1"
"Permanent","1985","66 and older","vocational + Abi","1","","","","1"
"Permanent","1985","66 and older","higher vocational","1","","","","1"
"Permanent","1985","66 and older","higher education","","","","","1"
"Limited","1986","66 and older","general elemantary","","","","","2"
"Limited","1986","66 and older","in school","","","","","2"
"Limited","1986","66 and older","inadequately","","","","","2"
"Limited","1986","66 and older","higher vocational","","","","","2"
"Limited","1986","66 and older","vocational + Abi","","","","","2"
"Limited","1986","66 and older","higher education","","","","","2"
"Limited","1986","16-34 y.","higher education","20","","","","2"
"Limited","1986","66 and older","middle vocational","","","","","2"
"Limited","1986","16-34 y.","higher vocational","3","","","","2"
"Limited","1986","16-34 y.","middle vocational","63","0.228792973634741","0.182331808433844","0.275254138835638","2"
"Limited","1986","35-65 y.","vocational + Abi","","","","","2"
"Limited","1986","35-65 y.","higher education","5","","","","2"
"Limited","1986","16-34 y.","inadequately","9","","","","2"
"Limited","1986","35-65 y.","middle vocational","7","","","","2"
"Limited","1986","35-65 y.","higher vocational","","","","","2"
"Limited","1986","16-34 y.","general elemantary","100","0.60346296415657","0.532588508736584","0.674337419576556","2"
"Limited","1986","16-34 y.","in school","2","","","","2"
"Limited","1986","16-34 y.","vocational + Abi","3","","","","2"
"Limited","1986","35-65 y.","in school","","","","","2"
"Limited","1986","35-65 y.","inadequately","","","","","2"
"Limited","1986","35-65 y.","general elemantary","3","","","","2"
"Permanent","1986","16-34 y.","in school","","","","","1"
"Permanent","1986","16-34 y.","inadequately","13","","","","1"
"Permanent","1986","16-34 y.","general elemantary","83","0.39653703584343","0.325662580423444","0.467411491263416","1"
"Permanent","1986","16-34 y.","middle vocational","251","0.771207026365259","0.724745861164362","0.817668191566156","1"
"Permanent","1986","16-34 y.","vocational + Abi","26","","","","1"
"Permanent","1986","16-34 y.","higher vocational","21","","","","1"
"Permanent","1986","16-34 y.","higher education","40","0.662468299684243","0.542818410677959","0.782118188690528","1"
"Permanent","1986","35-65 y.","in school","","","","","1"
"Permanent","1986","35-65 y.","inadequately","8","","","","1"
"Permanent","1986","35-65 y.","general elemantary","23","","","","1"
"Permanent","1986","35-65 y.","middle vocational","112","0.948447411185563","0.908718516950478","0.988176305420649","1"
"Permanent","1986","35-65 y.","vocational + Abi","2","","","","1"
"Permanent","1986","35-65 y.","higher vocational","16","","","","1"
"Permanent","1986","35-65 y.","higher education","24","","","","1"
"Permanent","1986","66 and older","in school","","","","","1"
"Permanent","1986","66 and older","inadequately","","","","","1"
"Permanent","1986","66 and older","general elemantary","","","","","1"
"Permanent","1986","66 and older","middle vocational","","","","","1"
"Permanent","1986","66 and older","vocational + Abi","","","","","1"
"Permanent","1986","66 and older","higher vocational","","","","","1"
"Permanent","1986","66 and older","higher education","","","","","1"
"Limited","1987","66 and older","higher vocational","","","","","2"
"Limited","1987","66 and older","in school","","","","","2"
"Limited","1987","66 and older","higher education","","","","","2"
"Limited","1987","66 and older","inadequately","","","","","2"
"Limited","1987","66 and older","general elemantary","","","","","2"
"Limited","1987","66 and older","vocational + Abi","","","","","2"
"Limited","1987","16-34 y.","higher education","26","","","","2"
"Limited","1987","66 and older","middle vocational","","","","","2"
