"plb0037_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Permanent","1986","Couple + C. LE 16 ","Male","128","0.964540375802378","0.933343688697632","0.995737062907124","1"
"Permanent","1986","Couple + C. GT 16 ","Male","64","0.58161102815757","0.490253253895878","0.672968802419261","1"
"Permanent","1986","Couple + C. LE and GT 16","Female","20","","","","1"
"Permanent","1986","Couple + C. LE 16 ","Female","32","0.822586111126514","0.701124010782922","0.944048211470105","1"
"Permanent","1986","Couple + C. LE and GT 16","Male","51","0.68842834543246","0.584982972273169","0.791873718591752","1"
"Permanent","1986","Single parent ","Female","16","","","","1"
"Permanent","1986","Single parent ","Male","10","","","","1"
"Limited","1987","Couple + C. GT 16 ","Female","53","0.485708224171619","0.392308785368847","0.579107662974392","2"
"Limited","1987","Couple + C. GT 16 ","Male","54","0.322056290704347","0.246776232839096","0.397336348569598","2"
"Limited","1987","Couple + C. LE 16 ","Female","20","","","","2"
"Limited","1987","Couple + C. LE 16 ","Male","19","","","","2"
"Limited","1987","Couple + C. LE and GT 16","Female","31","0.44165390809629","0.325323875379766","0.557983940812814","2"
"Limited","1987","Couple + C. LE and GT 16","Male","34","0.301728894613891","0.210851568637034","0.392606220590748","2"
"Limited","1987","(Married) couple without C. ","Female","21","","","","2"
"Limited","1987","(Married) couple without C. ","Male","26","","","","2"
"Limited","1987","1-pers.-HH","Female","12","","","","2"
"Limited","1987","1-pers.-HH","Male","13","","","","2"
"Limited","1987","Single parent ","Female","10","","","","2"
"Limited","1987","Single parent ","Male","12","","","","2"
"Permanent","1987","(Married) couple without C. ","Female","86","0.81814353983601","0.745057350009788","0.891229729662233","1"
"Permanent","1987","(Married) couple without C. ","Male","98","0.79876970147435","0.72820382734172","0.86933557560698","1"
"Permanent","1987","1-pers.-HH","Male","32","0.754626026740581","0.628900931961567","0.880351121519596","1"
"Permanent","1987","1-pers.-HH","Female","28","","","","1"
"Permanent","1987","Couple + C. LE 16 ","Male","137","0.888973186622939","0.839673511158656","0.938272862087222","1"
"Permanent","1987","Couple + C. GT 16 ","Female","57","0.514291775828381","0.420892337025608","0.607691214631153","1"
"Permanent","1987","Couple + C. GT 16 ","Male","94","0.677943709295653","0.602663651430402","0.753223767160904","1"
"Permanent","1987","Couple + C. LE 16 ","Female","60","0.744972447625648","0.649458508931613","0.840486386319682","1"
"Permanent","1987","Couple + C. LE and GT 16","Female","39","0.55834609190371","0.442016059187186","0.674676124620234","1"
"Permanent","1987","Couple + C. LE and GT 16","Male","64","0.698271105386109","0.607393779409252","0.789148431362966","1"
"Permanent","1987","Single parent ","Female","27","","","","1"
"Permanent","1987","Single parent ","Male","21","","","","1"
"Limited","1988","Couple + C. GT 16 ","Female","90","0.185335925022466","0.150318306420213","0.220353543624719","2"
"Limited","1988","Couple + C. GT 16 ","Male","136","0.158896971250043","0.132750653755058","0.185043288745029","2"
"Limited","1988","Couple + C. LE 16 ","Female","33","0.0747667582028751","0.0493080682657727","0.100225448139978","2"
"Limited","1988","Couple + C. LE 16 ","Male","42","0.0379183723451144","0.0256757884263099","0.0501609562639188","2"
"Limited","1988","Couple + C. LE and GT 16","Female","47","0.220054808976739","0.164418826256968","0.275690791696511","2"
"Limited","1988","Couple + C. LE and GT 16","Male","79","0.215178758435321","0.174754886369589","0.255602630501052","2"
"Limited","1988","(Married) couple without C. ","Female","42","0.0891134405030214","0.0642645985075903","0.113962282498452","2"
"Limited","1988","(Married) couple without C. ","Male","35","0.0577239877613697","0.0392466409424728","0.0762013345802665","2"
"Limited","1988","1-pers.-HH","Female","16","","","","2"
"Limited","1988","1-pers.-HH","Male","23","","","","2"
"Limited","1988","Single parent ","Female","30","0.182493704855874","0.124601574328499","0.240385835383248","2"
"Limited","1988","Single parent ","Male","35","0.268520887866393","0.186442450148586","0.350599325584199","2"
"Permanent","1988","(Married) couple without C. ","Female","463","0.910886559496978","0.886037717501547","0.93573540149241","1"
"Permanent","1988","(Married) couple without C. ","Male","577","0.94227601223863","0.923798665419733","0.960753359057527","1"
"Permanent","1988","1-pers.-HH","Male","229","0.900758673044738","0.863844059333713","0.937673286755763","1"
"Permanent","1988","1-pers.-HH","Female","180","0.922731175784551","0.88534941067373","0.960112940895372","1"
"Permanent","1988","Couple + C. GT 16 ","Female","383","0.814664074977534","0.779646456375282","0.849681693579787","1"
"Permanent","1988","Couple + C. GT 16 ","Male","615","0.841103028749957","0.814956711254971","0.867249346244942","1"
"Permanent","1988","Couple + C. LE 16 ","Male","893","0.962081627654886","0.949839043736081","0.97432421157369","1"
"Permanent","1988","Couple + C. LE 16 ","Female","377","0.925233241797125","0.899774551860022","0.950691931734227","1"
"Permanent","1988","Couple + C. LE and GT 16","Female","166","0.779945191023261","0.724309208303489","0.835581173743032","1"
"Permanent","1988","Couple + C. LE and GT 16","Male","318","0.784821241564679","0.744397369498948","0.825245113630411","1"
"Permanent","1988","Single parent ","Female","141","0.817506295144126","0.759614164616752","0.875398425671501","1"
"Permanent","1988","Single parent ","Male","77","0.731479112133607","0.649400674415801","0.813557549851414","1"
"Limited","1989","(Married) couple without C. ","Female","18","","","","2"
"Limited","1989","(Married) couple without C. ","Male","9","","","","2"
"Limited","1989","Couple + C. GT 16 ","Female","36","0.399559965874005","0.296039869041292","0.503080062706717","2"
"Limited","1989","Couple + C. GT 16 ","Male","40","0.304357964002198","0.225260664056171","0.383455263948225","2"
"Limited","1989","Couple + C. LE 16 ","Female","24","","","","2"
"Limited","1989","Couple + C. LE 16 ","Male","17","","","","2"
"Limited","1989","Couple + C. LE and GT 16","Female","21","","","","2"
"Limited","1989","Couple + C. LE and GT 16","Male","20","","","","2"
"Limited","1989","1-pers.-HH","Female","13","","","","2"
"Limited","1989","1-pers.-HH","Male","13","","","","2"
"Limited","1989","Single parent ","Female","5","","","","2"
"Limited","1989","Single parent ","Male","13","","","","2"
"Permanent","1989","(Married) couple without C. ","Male","58","0.894660628177628","0.821152525292246","0.96816873106301","1"
"Permanent","1989","(Married) couple without C. ","Female","60","0.818592225862174","0.733073239448265","0.904111212276083","1"
"Permanent","1989","Couple + C. LE 16 ","Male","91","0.837777898684965","0.76825054910539","0.90730524826454","1"
"Permanent","1989","1-pers.-HH","Male","48","0.840009709990242","0.748013033216666","0.932006386763818","1"
"Permanent","1989","1-pers.-HH","Female","41","0.799168576620328","0.692315693762547","0.906021459478108","1"
"Permanent","1989","Couple + C. GT 16 ","Female","50","0.600440034125995","0.496919937293283","0.703960130958707","1"
"Permanent","1989","Couple + C. GT 16 ","Male","90","0.695642035997802","0.616544736051775","0.774739335943829","1"
"Permanent","1989","Couple + C. LE 16 ","Female","73","0.774001423796427","0.690770262311799","0.857232585281055","1"
"Permanent","1989","Couple + C. LE and GT 16","Female","30","0.613846839382055","0.480226425716685","0.747467253047424","1"
"Permanent","1989","Couple + C. LE and GT 16","Male","31","0.572050882171247","0.43625818937878","0.707843574963714","1"
"Permanent","1989","Single parent ","Female","22","","","","1"
"Permanent","1989","Single parent ","Male","14","","","","1"
"Limited","1990","(Married) couple without C. ","Female","24","","","","2"
"Limited","1990","(Married) couple without C. ","Male","8","","","","2"
"Limited","1990","Couple + C. GT 16 ","Female","28","","","","2"
"Limited","1990","Couple + C. GT 16 ","Male","33","0.298624638069943","0.214243196537968","0.383006079601919","2"
"Limited","1990","Couple + C. LE 16 ","Female","28","","","","2"
"Limited","1990","Couple + C. LE 16 ","Male","11","","","","2"
"Limited","1990","Couple + C. LE and GT 16","Female","23","","","","2"
"Limited","1990","Couple + C. LE and GT 16","Male","19","","","","2"
"Limited","1990","1-pers.-HH","Female","14","","","","2"
"Limited","1990","1-pers.-HH","Male","11","","","","2"
"Limited","1990","Single parent ","Female","10","","","","2"
"Limited","1990","Single parent ","Male","9","","","","2"
"Permanent","1990","(Married) couple without C. ","Female","72","0.791912192956067","0.710708775666028","0.873115610246105","1"
"Permanent","1990","(Married) couple without C. ","Male","74","0.944438576963163","0.894857642920032","0.994019511006293","1"
"Permanent","1990","Couple + C. LE 16 ","Male","112","0.897624635273607","0.844052291389009","0.951196979158204","1"
"Permanent","1990","1-pers.-HH","Male","44","0.80821784288732","0.704169525154341","0.912266160620298","1"
"Permanent","1990","1-pers.-HH","Female","32","0.766812291779113","0.644613605994026","0.8890109775642","1"
"Permanent","1990","Couple + C. GT 16 ","Female","63","0.741278525366239","0.651300938137016","0.831256112595463","1"
"Permanent","1990","Couple + C. GT 16 ","Male","80","0.701375361930057","0.616993920398081","0.785756803462032","1"
"Permanent","1990","Couple + C. LE 16 ","Female","92","0.766683227028096","0.691010666469017","0.842355787587175","1"
"Permanent","1990","Couple + C. LE and GT 16","Female","33","0.562110586902348","0.432169294291313","0.692051879513384","1"
"Permanent","1990","Couple + C. LE and GT 16","Male","29","","","","1"
"Permanent","1990","Single parent ","Female","15","","","","1"
"Permanent","1990","Single parent ","Male","18","","","","1"
"Limited","1991","(Married) couple without C. ","Female","29","","","","2"
"Limited","1991","(Married) couple without C. ","Male","21","","","","2"
"Limited","1991","Couple + C. GT 16 ","Female","45","0.311002690299769","0.234865866598131","0.387139514001407","2"
"Limited","1991","Couple + C. GT 16 ","Male","56","0.303244300442981","0.235527247964894","0.370961352921068","2"
"Limited","1991","Couple + C. LE 16 ","Female","52","0.187079826054554","0.14047730831491","0.233682343794199","2"
"Limited","1991","Couple + C. LE 16 ","Male","55","0.152144331682356","0.113452174217966","0.190836489146746","2"
"Limited","1991","Couple + C. LE and GT 16","Female","28","","","","2"
"Limited","1991","Couple + C. LE and GT 16","Male","29","","","","2"
"Limited","1991","Single parent ","Female","14","","","","2"
"Limited","1991","1-pers.-HH","Female","18","","","","2"
"Limited","1991","1-pers.-HH","Male","9","","","","2"
"Limited","1991","Single parent ","Male","13","","","","2"
"Permanent","1991","(Married) couple without C. ","Male","108","0.816520998966945","0.749728129962601","0.883313867971289","1"
"Permanent","1991","(Married) couple without C. ","Female","104","0.751082130591849","0.677597921738699","0.824566339444998","1"
"Permanent","1991","Couple + C. LE 16 ","Male","276","0.847855668317644","0.809163510853254","0.886547825782035","1"
"Permanent","1991","1-pers.-HH","Female","36","0.683267148214839","0.559189647557629","0.807344648872048","1"
"Permanent","1991","1-pers.-HH","Male","58","0.870835316843825","0.790528835428887","0.951141798258763","1"
"Permanent","1991","Couple + C. GT 16 ","Female","97","0.688997309700231","0.612860485998593","0.765134133401869","1"
"Permanent","1991","Couple + C. GT 16 ","Male","121","0.69675569955702","0.629038647078933","0.764472752035107","1"
"Permanent","1991","Couple + C. LE 16 ","Female","217","0.812920173945446","0.766317656205801","0.85952269168509","1"
"Permanent","1991","Couple + C. LE and GT 16","Female","54","0.708308570131768","0.609926887109294","0.806690253154241","1"
"Permanent","1991","Couple + C. LE and GT 16","Male","61","0.670443304119841","0.573331295902508","0.767555312337174","1"
"Permanent","1991","Single parent ","Female","45","0.712937438995732","0.597502820067836","0.828372057923628","1"
"Permanent","1991","Single parent ","Male","22","","","","1"
"Limited","1992","(Married) couple without C. ","Female","26","","","","2"
"Limited","1992","Couple + C. GT 16 ","Female","50","0.36438653103153","0.290048191433911","0.438724870629149","2"
"Limited","1992","Couple + C. GT 16 ","Male","74","0.373410961352477","0.308754223556634","0.43806769914832","2"
"Limited","1992","Couple + C. LE 16 ","Female","57","0.218578707483613","0.166073042920509","0.271084372046717","2"
"Limited","1992","Couple + C. LE 16 ","Male","47","0.145597618580733","0.104792419263188","0.186402817898277","2"
"Limited","1992","Couple + C. LE and GT 16","Female","19","","","","2"
"Limited","1992","Couple + C. LE and GT 16","Male","23","","","","2"
"Limited","1992","(Married) couple without C. ","Male","32","0.221271936883451","0.150188482489758","0.292355391277144","2"
"Limited","1992","Single parent ","Female","16","","","","2"
"Limited","1992","Single parent ","Male","12","","","","2"
"Limited","1992","1-pers.-HH","Female","10","","","","2"
"Limited","1992","1-pers.-HH","Male","10","","","","2"
"Permanent","1992","(Married) couple without C. ","Male","99","0.778728063116549","0.707644608722856","0.849811517510242","1"
"Permanent","1992","(Married) couple without C. ","Female","107","0.806314409993366","0.739152484803943","0.873476335182789","1"
"Permanent","1992","Couple + C. LE 16 ","Male","240","0.854402381419267","0.813597182101723","0.895207580736812","1"
"Permanent","1992","1-pers.-HH","Female","32","0.698231764211238","0.559409217033565","0.837054311388911","1"
"Permanent","1992","1-pers.-HH","Male","45","0.81738742313671","0.715282645405547","0.919492200867874","1"
"Permanent","1992","Couple + C. GT 16 ","Female","111","0.63561346896847","0.561275129370851","0.709951808566089","1"
"Permanent","1992","Couple + C. GT 16 ","Male","141","0.626589038647523","0.56193230085168","0.691245776443366","1"
"Permanent","1992","Couple + C. LE 16 ","Female","181","0.781421292516387","0.728915627953283","0.833926957079491","1"
"Permanent","1992","Couple + C. LE and GT 16","Female","49","0.753624533183385","0.651208045308507","0.856041021058263","1"
"Permanent","1992","Couple + C. LE and GT 16","Male","55","0.691447071881268","0.588942060859909","0.793952082902628","1"
"Permanent","1992","Single parent ","Female","55","0.78865758731634","0.693694135997425","0.883621038635255","1"
"Permanent","1992","Single parent ","Male","24","","","","1"
"Limited","1993","(Married) couple without C. ","Female","30","0.223202610089019","0.153730248679674","0.292674971498363","2"
"Limited","1993","Couple + C. GT 16 ","Female","38","0.414570651839532","0.321658453536271","0.507482850142793","2"
"Limited","1993","Couple + C. GT 16 ","Male","47","0.331681052788816","0.257561214956237","0.405800890621395","2"
"Limited","1993","Couple + C. LE 16 ","Female","34","0.135559255961058","0.0900132365845056","0.181105275337611","2"
"Limited","1993","Couple + C. LE 16 ","Male","33","0.134888968225634","0.0894380809769716","0.180339855474296","2"
"Limited","1993","Couple + C. LE and GT 16","Female","24","","","","2"
"Limited","1993","Couple + C. LE and GT 16","Male","21","","","","2"
"Limited","1993","(Married) couple without C. ","Male","21","","","","2"
"Limited","1993","1-pers.-HH","Female","12","","","","2"
"Limited","1993","Single parent ","Female","15","","","","2"
"Limited","1993","Single parent ","Male","7","","","","2"
"Limited","1993","1-pers.-HH","Male","12","","","","2"
"Permanent","1993","(Married) couple without C. ","Male","96","0.772224287753059","0.696230061904048","0.84821851360207","1"
"Permanent","1993","(Married) couple without C. ","Female","108","0.776797389910981","0.707325028501637","0.846269751320326","1"
"Permanent","1993","1-pers.-HH","Male","47","0.847056794067082","0.755214347340282","0.938899240793883","1"
"Permanent","1993","Couple + C. LE 16 ","Male","184","0.865111031774366","0.819660144525704","0.910561919023028","1"
"Permanent","1993","1-pers.-HH","Female","42","0.7435780673709","0.627113965660544","0.860042169081256","1"
"Permanent","1993","Couple + C. GT 16 ","Female","70","0.585429348160468","0.492517149857207","0.678341546463729","1"
"Permanent","1993","Couple + C. GT 16 ","Male","108","0.668318947211184","0.594199109378605","0.742438785043763","1"
"Permanent","1993","Couple + C. LE 16 ","Female","183","0.864440744038942","0.818894724662389","0.909986763415495","1"
"Permanent","1993","Couple + C. LE and GT 16","Female","49","0.650797260054359","0.541439818764084","0.760154701344635","1"
"Permanent","1993","Couple + C. LE and GT 16","Male","53","0.71509011100161","0.612249090148871","0.817931131854349","1"
"Permanent","1993","Single parent ","Female","32","0.698624203243978","0.567441927277676","0.829806479210281","1"
"Permanent","1993","Single parent ","Male","20","","","","1"
"Limited","1994","(Married) couple without C. ","Female","28","","","","2"
"Limited","1994","(Married) couple without C. ","Male","28","","","","2"
"Limited","1994","Couple + C. GT 16 ","Female","46","0.397141866425527","0.307712620363928","0.486571112487127","2"
"Limited","1994","Couple + C. GT 16 ","Male","57","0.486694557490829","0.401749434414682","0.571639680566976","2"
"Limited","1994","Couple + C. LE 16 ","Female","46","0.269631568913151","0.201505919562802","0.337757218263501","2"
"Limited","1994","Couple + C. LE 16 ","Male","30","0.16991400928866","0.112435922608365","0.227392095968955","2"
"Limited","1994","Couple + C. LE and GT 16","Female","48","0.492747179769753","0.38583362816682","0.599660731372685","2"
"Limited","1994","Couple + C. LE and GT 16","Male","34","0.465486230816242","0.348635363809557","0.582337097822927","2"
"Limited","1994","1-pers.-HH","Female","18","","","","2"
"Limited","1994","1-pers.-HH","Male","21","","","","2"
"Limited","1994","Single parent ","Female","16","","","","2"
"Limited","1994","Single parent ","Male","11","","","","2"
"Permanent","1994","(Married) couple without C. ","Female","96","0.769803531876984","0.695710643361854","0.843896420392114","1"
"Permanent","1994","(Married) couple without C. ","Male","100","0.812869673274449","0.745304070643636","0.880435275905261","1"
"Permanent","1994","1-pers.-HH","Female","40","0.751291088274473","0.640045220912409","0.862536955636536","1"
"Permanent","1994","1-pers.-HH","Male","36","0.654620185668924","0.531180776170554","0.778059595167294","1"
"Permanent","1994","Couple + C. LE and GT 16","Female","36","0.507252820230247","0.400339268627315","0.614166371833179","1"
"Permanent","1994","Couple + C. GT 16 ","Female","69","0.602858133574473","0.513428887512873","0.692287379636072","1"
"Permanent","1994","Couple + C. GT 16 ","Male","76","0.513305442509171","0.428360319433024","0.598250565585318","1"
"Permanent","1994","Couple + C. LE 16 ","Female","117","0.730368431086849","0.662242781736499","0.798494080437198","1"
"Permanent","1994","Couple + C. LE 16 ","Male","134","0.83008599071134","0.772607904031045","0.887564077391635","1"
"Permanent","1994","Couple + C. LE and GT 16","Male","36","0.534513769183758","0.417662902177073","0.651364636190443","1"
"Permanent","1994","Single parent ","Female","30","0.605992376577426","0.464785753220444","0.747198999934408","1"
"Permanent","1994","Single parent ","Male","12","","","","1"
"Limited","1995","(Married) couple without C. ","Female","74","0.0885790925587285","0.0689876002742159","0.108170584843241","2"
"Limited","1995","(Married) couple without C. ","Male","77","0.0825415929887649","0.0641174500021048","0.100965735975425","2"
"Limited","1995","Couple + C. GT 16 ","Female","116","0.189353172596007","0.157712727782372","0.220993617409643","2"
"Limited","1995","Couple + C. GT 16 ","Male","137","0.176633860746865","0.15051587850208","0.20275184299165","2"
"Limited","1995","Couple + C. LE 16 ","Female","72","0.100692004355178","0.0792556034044507","0.122128405305906","2"
"Limited","1995","Couple + C. LE 16 ","Male","74","0.0550233489992226","0.0424576434912132","0.067589054507232","2"
"Limited","1995","Couple + C. LE and GT 16","Female","80","0.22684026288661","0.180883711092218","0.272796814681002","2"
"Limited","1995","Couple + C. LE and GT 16","Male","94","0.202395285347531","0.164980756555594","0.239809814139469","2"
"Limited","1995","1-pers.-HH","Female","35","0.13016837371282","0.0908953921758437","0.169441355249797","2"
"Limited","1995","1-pers.-HH","Male","43","0.15340249620885","0.113917890367754","0.192887102049945","2"
"Limited","1995","Single parent ","Female","42","0.146396957129792","0.0993629233904691","0.193430990869115","2"
"Limited","1995","Single parent ","Male","25","","","","2"
"Permanent","1995","(Married) couple without C. ","Male","780","0.917458407011235","0.899034264024575","0.935882549997895","1"
"Permanent","1995","(Married) couple without C. ","Female","734","0.911420907441272","0.891829415156759","0.931012399725784","1"
"Permanent","1995","1-pers.-HH","Male","277","0.84659750379115","0.807112897950055","0.886082109632246","1"
"Permanent","1995","Couple + C. LE and GT 16","Female","239","0.77315973711339","0.727203185318998","0.819116288907782","1"
"Permanent","1995","1-pers.-HH","Female","247","0.86983162628718","0.830558644750203","0.909104607824156","1"
"Permanent","1995","Couple + C. GT 16 ","Female","473","0.810646827403993","0.779006382590357","0.842287272217628","1"
"Permanent","1995","Couple + C. GT 16 ","Male","682","0.823366139253135","0.79724815700835","0.84948412149792","1"
"Permanent","1995","Couple + C. LE 16 ","Female","685","0.899307995644822","0.877871594694094","0.920744396595549","1"
"Permanent","1995","Couple + C. LE 16 ","Male","1191","0.944976651000777","0.932410945492768","0.957542356508787","1"
"Permanent","1995","Couple + C. LE and GT 16","Male","349","0.797604714652469","0.760190185860531","0.835019243444406","1"
"Permanent","1995","Single parent ","Female","175","0.853603042870208","0.806569009130885","0.900637076609531","1"
"Permanent","1995","Single parent ","Male","88","0.764472481795393","0.686235763426931","0.842709200163855","1"
"Limited","1996","(Married) couple without C. ","Female","85","0.093318993525444","0.0734822513152569","0.113155735735631","2"
"Limited","1996","(Married) couple without C. ","Male","54","0.0548494710606486","0.0391307472593969","0.0705681948619004","2"
"Limited","1996","Couple + C. GT 16 ","Female","94","0.14308488089128","0.11408342145441","0.17208634032815","2"
"Limited","1996","Couple + C. GT 16 ","Male","130","0.162945959771456","0.136532416175547","0.189359503367365","2"
"Limited","1996","Couple + C. LE 16 ","Female","68","0.0969398921860111","0.0753130435333936","0.118566740838629","2"
"Limited","1996","Couple + C. LE 16 ","Male","65","0.0613051655013675","0.0477040387786688","0.0749062922240661","2"
"Limited","1996","Couple + C. LE and GT 16","Female","87","0.249134837115972","0.202957238087809","0.295312436144134","2"
"Limited","1996","Couple + C. LE and GT 16","Male","93","0.207320376305675","0.16944197906702","0.245198773544329","2"
"Limited","1996","Single parent ","Female","45","0.193178173685968","0.142045535940029","0.244310811431906","2"
"Limited","1996","1-pers.-HH","Female","35","0.113459806670948","0.0764434414448915","0.150476171897005","2"
"Limited","1996","1-pers.-HH","Male","38","0.147053330019703","0.109014745736072","0.185091914303334","2"
"Limited","1996","Single parent ","Male","29","","","","2"
"Permanent","1996","(Married) couple without C. ","Female","741","0.906681006474556","0.886844264264369","0.926517748684743","1"
"Permanent","1996","(Married) couple without C. ","Male","752","0.945150528939351","0.9294318051381","0.960869252740603","1"
"Permanent","1996","1-pers.-HH","Female","247","0.886540193329052","0.849523828102995","0.923556558555108","1"
"Permanent","1996","1-pers.-HH","Male","295","0.852946669980297","0.814908085696666","0.890985254263928","1"
"Permanent","1996","Couple + C. GT 16 ","Female","466","0.85691511910872","0.82791365967185","0.88591657854559","1"
"Permanent","1996","Couple + C. LE and GT 16","Female","250","0.750865162884028","0.704687563855866","0.797042761912191","1"
"Permanent","1996","Couple + C. GT 16 ","Male","621","0.837054040228544","0.810640496632635","0.863467583824453","1"
"Permanent","1996","Couple + C. LE 16 ","Female","651","0.903060107813989","0.881433259161372","0.924686956466606","1"
"Permanent","1996","Couple + C. LE 16 ","Male","1130","0.938694834498633","0.925093707775934","0.952295961221331","1"
"Permanent","1996","Couple + C. LE and GT 16","Male","347","0.792679623694325","0.754801226455671","0.83055802093298","1"
"Permanent","1996","Single parent ","Female","184","0.806821826314032","0.755689188568094","0.857954464059971","1"
"Permanent","1996","Single parent ","Male","102","0.727268556458973","0.651003173673687","0.80353393924426","1"
"Limited","1997","(Married) couple without C. ","Female","86","0.0873957862824896","0.0680186544733456","0.106772918091634","2"
"Limited","1997","(Married) couple without C. ","Male","85","0.0925364022609113","0.0725925717160963","0.112480232805726","2"
"Limited","1997","Couple + C. GT 16 ","Female","117","0.209364313756607","0.175816563406287","0.242912064106927","2"
"Limited","1997","Couple + C. GT 16 ","Male","162","0.217643180347366","0.188402172221456","0.246884188473277","2"
"Limited","1997","Couple + C. LE 16 ","Female","70","0.0939639691601239","0.071754164540052","0.116173773780196","2"
"Limited","1997","Couple + C. LE 16 ","Male","66","0.0632991121229255","0.0490575546116473","0.0775406696342037","2"
"Limited","1997","Couple + C. LE and GT 16","Female","74","0.289989820445857","0.239960084131352","0.340019556760363","2"
"Limited","1997","Couple + C. LE and GT 16","Male","90","0.219736428278891","0.180230382583611","0.259242473974171","2"
"Limited","1997","Single parent ","Female","41","0.185592350029091","0.133381682356936","0.237803017701245","2"
"Limited","1997","Single parent ","Male","40","0.272239783759076","0.197155134273407","0.347324433244744","2"
"Limited","1997","1-pers.-HH","Female","35","0.114030025611278","0.0768004412057939","0.151259610016763","2"
"Limited","1997","1-pers.-HH","Male","46","0.139454699656685","0.10070375007923","0.17820564923414","2"
"Permanent","1997","(Married) couple without C. ","Female","730","0.91260421371751","0.893227081908367","0.931981345526654","1"
"Permanent","1997","(Married) couple without C. ","Male","726","0.907463597739089","0.887519767194274","0.927407428283904","1"
"Permanent","1997","1-pers.-HH","Male","261","0.860545300343315","0.82179435076586","0.89929624992077","1"
"Permanent","1997","Couple + C. LE and GT 16","Female","242","0.710010179554143","0.659980443239637","0.760039915868648","1"
"Permanent","1997","1-pers.-HH","Female","245","0.885969974388722","0.848740389983237","0.923199558794206","1"
