"plb0037_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Permanent","2005","no migration background","(0) in school","15","","",""
"Permanent","2005","no migration background","(1a) inadequately completed","18","","",""
"Permanent","2005","no migration background","(1b) general elementary school","187","0.70161441820397","0.648493713159689","0.754735123248252"
"Permanent","2005","no migration background","(1c) basic vocational qualification","1606","0.91450394074062","0.901327719488827","0.927680161992414"
"Permanent","2005","no migration background","(2b) intermediate general qualification","80","0.347532219756248","0.289314042810785","0.405750396701711"
"Permanent","2005","no migration background","(2a) intermediate vocational","2514","0.924395688316239","0.914418461271194","0.934372915361284"
"Permanent","2005","no migration background","(2c_gen) general maturity certificate","88","0.382446193424874","0.317785434603322","0.447106952246425"
"Permanent","2005","no migration background","(2c_voc) vocational maturity certificate","662","0.896916607940329","0.874828791485016","0.919004424395643"
"Permanent","2005","no migration background","(3a) lower tertiary education","847","0.953926905944461","0.940153722682065","0.967700089206858"
"Permanent","2005","no migration background","(3b) higher tertiary education","1160","0.849474475466249","0.830073521875146","0.868875429057353"
"Permanent","2005","direct migration background","(0) in school","","","",""
"Permanent","2005","direct migration background","(1a) inadequately completed","35","0.853689230803175","0.74277076964431","0.964607691962041"
"Permanent","2005","direct migration background","(1b) general elementary school","168","0.855760186184968","0.804857446052679","0.906662926317257"
"Permanent","2005","direct migration background","(1c) basic vocational qualification","307","0.882249774197439","0.847527293401776","0.916972254993103"
"Permanent","2005","direct migration background","(2b) intermediate general qualification","11","","",""
"Permanent","2005","direct migration background","(2a) intermediate vocational","75","0.912568550974172","0.851054805880263","0.97408229606808"
"Permanent","2005","direct migration background","(2c_gen) general maturity certificate","30","0.822764831957834","0.699720945665473","0.945808718250195"
"Permanent","2005","direct migration background","(2c_voc) vocational maturity certificate","147","0.952893063475587","0.919431036548756","0.986355090402419"
"Permanent","2005","direct migration background","(3a) lower tertiary education","32","0.96350498308372","0.900474243985324","1.02653572218212"
"Permanent","2005","direct migration background","(3b) higher tertiary education","132","0.859939290182356","0.804214683173127","0.915663897191584"
"Permanent","2005","indirect migration background","(0) in school","1","","",""
"Permanent","2005","indirect migration background","(1a) inadequately completed","3","","",""
"Permanent","2005","indirect migration background","(1b) general elementary school","22","","",""
"Permanent","2005","indirect migration background","(1c) basic vocational qualification","84","0.983026014703173","0.95633892271059","1.00971310669576"
"Permanent","2005","indirect migration background","(2b) intermediate general qualification","17","","",""
"Permanent","2005","indirect migration background","(2a) intermediate vocational","73","0.775387211300978","0.687694192341913","0.863080230260043"
"Permanent","2005","indirect migration background","(2c_gen) general maturity certificate","18","","",""
"Permanent","2005","indirect migration background","(2c_voc) vocational maturity certificate","30","0.952841012901592","0.880516823238428","1.02516520256476"
"Permanent","2005","indirect migration background","(3a) lower tertiary education","13","","",""
"Permanent","2005","indirect migration background","(3b) higher tertiary education","30","0.848417611513393","0.72787576413595","0.968959458890836"
"Limited","2005","no migration background","(0) in school","8","","",""
"Limited","2005","no migration background","(1a) inadequately completed","1","","",""
"Limited","2005","no migration background","(1b) general elementary school","98","0.29838558179603","0.245264876751749","0.351506286840311"
"Limited","2005","no migration background","(1c) basic vocational qualification","124","0.0854960592593797","0.0723198380075858","0.0986722805111736"
"Limited","2005","no migration background","(2b) intermediate general qualification","177","0.652467780243752","0.594249603298289","0.710685957189215"
"Limited","2005","no migration background","(2a) intermediate vocational","183","0.0756043116837608","0.0656270846387157","0.085581538728806"
"Limited","2005","no migration background","(2c_gen) general maturity certificate","129","0.617553806575126","0.552893047753575","0.682214565396678"
"Limited","2005","no migration background","(2c_voc) vocational maturity certificate","66","0.10308339205967","0.0809955756043567","0.125171208514984"
"Limited","2005","no migration background","(3a) lower tertiary education","43","0.0460730940555387","0.0322999107931422","0.0598462773179352"
"Limited","2005","no migration background","(3b) higher tertiary education","145","0.150525524533751","0.131124570942647","0.169926478124854"
"Limited","2005","direct migration background","(0) in school","2","","",""
"Limited","2005","direct migration background","(1a) inadequately completed","4","","",""
"Limited","2005","direct migration background","(1b) general elementary school","15","","",""
"Limited","2005","direct migration background","(1c) basic vocational qualification","24","","",""
"Limited","2005","direct migration background","(2b) intermediate general qualification","11","","",""
"Limited","2005","direct migration background","(2a) intermediate vocational","6","","",""
"Limited","2005","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Limited","2005","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"Limited","2005","direct migration background","(3a) lower tertiary education","2","","",""
"Limited","2005","direct migration background","(3b) higher tertiary education","17","","",""
"Limited","2005","indirect migration background","(0) in school","","","",""
"Limited","2005","indirect migration background","(1a) inadequately completed","1","","",""
"Limited","2005","indirect migration background","(1b) general elementary school","26","","",""
"Limited","2005","indirect migration background","(1c) basic vocational qualification","6","","",""
"Limited","2005","indirect migration background","(2b) intermediate general qualification","25","","",""
"Limited","2005","indirect migration background","(2a) intermediate vocational","14","","",""
"Limited","2005","indirect migration background","(2c_gen) general maturity certificate","20","","",""
"Limited","2005","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Limited","2005","indirect migration background","(3a) lower tertiary education","1","","",""
"Limited","2005","indirect migration background","(3b) higher tertiary education","4","","",""
"Permanent","2006","no migration background","(0) in school","14","","",""
"Permanent","2006","no migration background","(1a) inadequately completed","19","","",""
"Permanent","2006","no migration background","(1b) general elementary school","187","0.713676006122923","0.660248959976344","0.767103052269502"
"Permanent","2006","no migration background","(1c) basic vocational qualification","1708","0.924843171470147","0.912783651460136","0.936902691480157"
"Permanent","2006","no migration background","(2b) intermediate general qualification","86","0.372086879506535","0.311561571818279","0.432612187194791"
"Permanent","2006","no migration background","(2a) intermediate vocational","2617","0.904485021281948","0.893737292235213","0.915232750328682"
"Permanent","2006","no migration background","(2c_gen) general maturity certificate","99","0.422266137737818","0.355935323432038","0.488596952043597"
"Permanent","2006","no migration background","(2c_voc) vocational maturity certificate","683","0.882900422512617","0.86002544217505","0.905775402850185"
"Permanent","2006","no migration background","(3a) lower tertiary education","867","0.92654949654033","0.909810131901683","0.943288861178977"
"Permanent","2006","no migration background","(3b) higher tertiary education","1251","0.837632308426307","0.818423829186083","0.85684078766653"
"Permanent","2006","direct migration background","(0) in school","1","","",""
"Permanent","2006","direct migration background","(1a) inadequately completed","27","","",""
"Permanent","2006","direct migration background","(1b) general elementary school","161","0.83861087708421","0.785163084515388","0.892058669653031"
"Permanent","2006","direct migration background","(1c) basic vocational qualification","293","0.882412300424826","0.847605278582005","0.917219322267648"
"Permanent","2006","direct migration background","(2b) intermediate general qualification","12","","",""
"Permanent","2006","direct migration background","(2a) intermediate vocational","77","0.911519032201374","0.849672780411728","0.97336528399102"
"Permanent","2006","direct migration background","(2c_gen) general maturity certificate","30","0.776029207430873","0.648417391244633","0.903641023617112"
"Permanent","2006","direct migration background","(2c_voc) vocational maturity certificate","159","0.938378602428313","0.902336936585202","0.974420268271425"
"Permanent","2006","direct migration background","(3a) lower tertiary education","33","0.97219656120324","0.917728694488676","1.0266644279178"
"Permanent","2006","direct migration background","(3b) higher tertiary education","131","0.859703739573833","0.803369930359357","0.916037548788308"
"Permanent","2006","indirect migration background","(0) in school","2","","",""
"Permanent","2006","indirect migration background","(1a) inadequately completed","1","","",""
"Permanent","2006","indirect migration background","(1b) general elementary school","21","","",""
"Permanent","2006","indirect migration background","(1c) basic vocational qualification","72","0.888757161960837","0.820700796553088","0.956813527368586"
"Permanent","2006","indirect migration background","(2b) intermediate general qualification","13","","",""
"Permanent","2006","indirect migration background","(2a) intermediate vocational","77","0.799099079531013","0.717225183740858","0.880972975321168"
"Permanent","2006","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Permanent","2006","indirect migration background","(2c_voc) vocational maturity certificate","34","0.821159802343682","0.702401356165621","0.939918248521742"
"Permanent","2006","indirect migration background","(3a) lower tertiary education","19","","",""
"Permanent","2006","indirect migration background","(3b) higher tertiary education","26","","",""
"Limited","2006","no migration background","(0) in school","4","","",""
"Limited","2006","no migration background","(1a) inadequately completed","2","","",""
"Limited","2006","no migration background","(1b) general elementary school","88","0.286323993877077","0.232896947730498","0.339751040023656"
"Limited","2006","no migration background","(1c) basic vocational qualification","128","0.0751568285298533","0.0630973085198431","0.0872163485398636"
"Limited","2006","no migration background","(2b) intermediate general qualification","159","0.627913120493465","0.567387812805209","0.688438428181721"
"Limited","2006","no migration background","(2a) intermediate vocational","256","0.0955149787180523","0.0847672496713175","0.106262707764787"
"Limited","2006","no migration background","(2c_gen) general maturity certificate","114","0.577733862262182","0.511403047956403","0.644064676567962"
"Limited","2006","no migration background","(2c_voc) vocational maturity certificate","76","0.117099577487383","0.0942245971498147","0.13997455782495"
"Limited","2006","no migration background","(3a) lower tertiary education","66","0.0734505034596698","0.0567111388210228","0.0901898680983168"
"Limited","2006","no migration background","(3b) higher tertiary education","165","0.162367691573693","0.14315921233347","0.181576170813917"
"Limited","2006","direct migration background","(0) in school","2","","",""
"Limited","2006","direct migration background","(1a) inadequately completed","4","","",""
"Limited","2006","direct migration background","(1b) general elementary school","21","","",""
"Limited","2006","direct migration background","(1c) basic vocational qualification","36","0.117587699575174","0.0827806777323521","0.152394721417995"
"Limited","2006","direct migration background","(2b) intermediate general qualification","9","","",""
"Limited","2006","direct migration background","(2a) intermediate vocational","4","","",""
"Limited","2006","direct migration background","(2c_gen) general maturity certificate","11","","",""
"Limited","2006","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Limited","2006","direct migration background","(3a) lower tertiary education","2","","",""
"Limited","2006","direct migration background","(3b) higher tertiary education","15","","",""
"Limited","2006","indirect migration background","(0) in school","","","",""
"Limited","2006","indirect migration background","(1a) inadequately completed","","","",""
"Limited","2006","indirect migration background","(1b) general elementary school","29","","",""
"Limited","2006","indirect migration background","(1c) basic vocational qualification","10","","",""
"Limited","2006","indirect migration background","(2b) intermediate general qualification","22","","",""
"Limited","2006","indirect migration background","(2a) intermediate vocational","15","","",""
"Limited","2006","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"Limited","2006","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Limited","2006","indirect migration background","(3a) lower tertiary education","3","","",""
"Limited","2006","indirect migration background","(3b) higher tertiary education","4","","",""
"Permanent","2007","no migration background","(0) in school","8","","",""
"Permanent","2007","no migration background","(1a) inadequately completed","16","","",""
"Permanent","2007","no migration background","(1b) general elementary school","173","0.665582377876439","0.608125279014727","0.723039476738152"
"Permanent","2007","no migration background","(1c) basic vocational qualification","1613","0.930582925671205","0.918640730633758","0.942525120708653"
"Permanent","2007","no migration background","(2b) intermediate general qualification","68","0.399275469136333","0.332558406687364","0.465992531585303"
"Permanent","2007","no migration background","(2a) intermediate vocational","2522","0.907385943427964","0.896568946212273","0.918202940643655"
"Permanent","2007","no migration background","(2c_gen) general maturity certificate","103","0.349923726882631","0.289956521875816","0.409890931889445"
"Permanent","2007","no migration background","(2c_voc) vocational maturity certificate","667","0.879389918624498","0.856035431381544","0.902744405867452"
"Permanent","2007","no migration background","(3a) lower tertiary education","811","0.908992235125244","0.889913029877571","0.928071440372917"
"Permanent","2007","no migration background","(3b) higher tertiary education","1187","0.862155117519562","0.843710915855414","0.880599319183711"
"Permanent","2007","direct migration background","(0) in school","1","","",""
"Permanent","2007","direct migration background","(1a) inadequately completed","25","","",""
"Permanent","2007","direct migration background","(1b) general elementary school","134","0.89246577099997","0.84221522208161","0.94271631991833"
"Permanent","2007","direct migration background","(1c) basic vocational qualification","259","0.866893319462185","0.828130100215337","0.905656538709034"
"Permanent","2007","direct migration background","(2b) intermediate general qualification","6","","",""
"Permanent","2007","direct migration background","(2a) intermediate vocational","71","0.932497509916482","0.876819394501033","0.98817562533193"
"Permanent","2007","direct migration background","(2c_gen) general maturity certificate","26","","",""
"Permanent","2007","direct migration background","(2c_voc) vocational maturity certificate","142","0.855527767567956","0.800181098515184","0.910874436620727"
"Permanent","2007","direct migration background","(3a) lower tertiary education","33","0.863918479561218","0.753438601201059","0.974398357921377"
"Permanent","2007","direct migration background","(3b) higher tertiary education","116","0.794568385368953","0.727881902147151","0.861254868590754"
"Permanent","2007","indirect migration background","(0) in school","1","","",""
"Permanent","2007","indirect migration background","(1a) inadequately completed","2","","",""
"Permanent","2007","indirect migration background","(1b) general elementary school","28","","",""
"Permanent","2007","indirect migration background","(1c) basic vocational qualification","80","0.859370770477929","0.789829829617077","0.928911711338781"
"Permanent","2007","indirect migration background","(2b) intermediate general qualification","14","","",""
"Permanent","2007","indirect migration background","(2a) intermediate vocational","75","0.790443335511387","0.707278393890369","0.873608277132405"
"Permanent","2007","indirect migration background","(2c_gen) general maturity certificate","15","","",""
"Permanent","2007","indirect migration background","(2c_voc) vocational maturity certificate","35","0.785716474656808","0.663073921151179","0.908359028162437"
"Permanent","2007","indirect migration background","(3a) lower tertiary education","20","","",""
"Permanent","2007","indirect migration background","(3b) higher tertiary education","31","0.822766435962352","0.702919466582258","0.942613405342446"
"Limited","2007","no migration background","(0) in school","4","","",""
"Limited","2007","no migration background","(1a) inadequately completed","4","","",""
"Limited","2007","no migration background","(1b) general elementary school","86","0.334417622123561","0.276960523261848","0.391874720985273"
"Limited","2007","no migration background","(1c) basic vocational qualification","127","0.0694170743287946","0.057474879291347","0.0813592693662422"
"Limited","2007","no migration background","(2b) intermediate general qualification","139","0.600724530863667","0.534007468414697","0.667441593312636"
"Limited","2007","no migration background","(2a) intermediate vocational","237","0.0926140565720359","0.0817970593563448","0.103431053787727"
"Limited","2007","no migration background","(2c_gen) general maturity certificate","140","0.650076273117369","0.590109068110555","0.710043478124184"
"Limited","2007","no migration background","(2c_voc) vocational maturity certificate","80","0.120610081375502","0.0972555941325477","0.143964568618456"
"Limited","2007","no migration background","(3a) lower tertiary education","62","0.0910077648747561","0.0719285596270829","0.110086970122429"
"Limited","2007","no migration background","(3b) higher tertiary education","155","0.137844882480438","0.119400680816289","0.156289084144586"
"Limited","2007","direct migration background","(0) in school","","","",""
"Limited","2007","direct migration background","(1a) inadequately completed","2","","",""
"Limited","2007","direct migration background","(1b) general elementary school","12","","",""
"Limited","2007","direct migration background","(1c) basic vocational qualification","36","0.133106680537815","0.0943434612909664","0.171869899784663"
"Limited","2007","direct migration background","(2b) intermediate general qualification","9","","",""
"Limited","2007","direct migration background","(2a) intermediate vocational","7","","",""
"Limited","2007","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Limited","2007","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Limited","2007","direct migration background","(3a) lower tertiary education","4","","",""
"Limited","2007","direct migration background","(3b) higher tertiary education","25","","",""
"Limited","2007","indirect migration background","(0) in school","2","","",""
"Limited","2007","indirect migration background","(1a) inadequately completed","","","",""
"Limited","2007","indirect migration background","(1b) general elementary school","23","","",""
"Limited","2007","indirect migration background","(1c) basic vocational qualification","16","","",""
"Limited","2007","indirect migration background","(2b) intermediate general qualification","17","","",""
"Limited","2007","indirect migration background","(2a) intermediate vocational","17","","",""
"Limited","2007","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"Limited","2007","indirect migration background","(2c_voc) vocational maturity certificate","8","","",""
"Limited","2007","indirect migration background","(3a) lower tertiary education","4","","",""
"Limited","2007","indirect migration background","(3b) higher tertiary education","8","","",""
"Permanent","2008","no migration background","(0) in school","9","","",""
"Permanent","2008","no migration background","(1a) inadequately completed","15","","",""
"Permanent","2008","no migration background","(1b) general elementary school","158","0.710790051074841","0.652067132203552","0.76951296994613"
"Permanent","2008","no migration background","(1c) basic vocational qualification","1525","0.919699803002961","0.906575306740838","0.932824299265083"
"Permanent","2008","no migration background","(2b) intermediate general qualification","67","0.352712228384683","0.286656722653036","0.418767734116329"
"Permanent","2008","no migration background","(2a) intermediate vocational","2451","0.894234708613359","0.882647427555062","0.905821989671656"
"Permanent","2008","no migration background","(2c_gen) general maturity certificate","75","0.304059320496118","0.241241950075205","0.366876690917032"
"Permanent","2008","no migration background","(2c_voc) vocational maturity certificate","633","0.887992891771935","0.864811429486752","0.911174354057117"
"Permanent","2008","no migration background","(3a) lower tertiary education","795","0.897408591627347","0.877141234380274","0.91767594887442"
"Permanent","2008","no migration background","(3b) higher tertiary education","1139","0.862994020876281","0.844186167391671","0.88180187436089"
"Permanent","2008","direct migration background","(0) in school","","","",""
"Permanent","2008","direct migration background","(1a) inadequately completed","26","","",""
"Permanent","2008","direct migration background","(1b) general elementary school","127","0.849876742770314","0.791127012020061","0.908626473520568"
"Permanent","2008","direct migration background","(1c) basic vocational qualification","249","0.919923041561715","0.887488969001988","0.952357114121441"
"Permanent","2008","direct migration background","(2b) intermediate general qualification","4","","",""
"Permanent","2008","direct migration background","(2a) intermediate vocational","66","0.782087632804079","0.688657684665215","0.875517580942942"
"Permanent","2008","direct migration background","(2c_gen) general maturity certificate","25","","",""
"Permanent","2008","direct migration background","(2c_voc) vocational maturity certificate","129","0.90179559818626","0.853189990432054","0.950401205940466"
"Permanent","2008","direct migration background","(3a) lower tertiary education","31","0.87083628008016","0.761280481286159","0.980392078874161"
"Permanent","2008","direct migration background","(3b) higher tertiary education","98","0.827446251054213","0.760396021097411","0.894496481011015"
"Permanent","2008","indirect migration background","(0) in school","2","","",""
"Permanent","2008","indirect migration background","(1a) inadequately completed","2","","",""
"Permanent","2008","indirect migration background","(1b) general elementary school","33","0.514341450427241","0.382255073407711","0.646427827446772"
"Permanent","2008","indirect migration background","(1c) basic vocational qualification","86","0.866254069777379","0.798517194954029","0.93399094460073"
"Permanent","2008","indirect migration background","(2b) intermediate general qualification","11","","",""
"Permanent","2008","indirect migration background","(2a) intermediate vocational","74","0.735712971399649","0.64410247880529","0.827323463994007"
"Permanent","2008","indirect migration background","(2c_gen) general maturity certificate","18","","",""
"Permanent","2008","indirect migration background","(2c_voc) vocational maturity certificate","28","","",""
"Permanent","2008","indirect migration background","(3a) lower tertiary education","14","","",""
"Permanent","2008","indirect migration background","(3b) higher tertiary education","39","0.882970187694715","0.792031486587899","0.973908888801532"
"Limited","2008","no migration background","(0) in school","7","","",""
"Limited","2008","no migration background","(1a) inadequately completed","6","","",""
"Limited","2008","no migration background","(1b) general elementary school","71","0.289209948925159","0.23048703005387","0.347932867796448"
"Limited","2008","no migration background","(1c) basic vocational qualification","122","0.0803001969970395","0.0671757007349172","0.0934246932591618"
"Limited","2008","no migration background","(2b) intermediate general qualification","134","0.647287771615317","0.581232265883671","0.713343277346964"
"Limited","2008","no migration background","(2a) intermediate vocational","255","0.105765291386641","0.0941780103283436","0.117352572444938"
"Limited","2008","no migration background","(2c_gen) general maturity certificate","131","0.695940679503882","0.633123309082968","0.758758049924795"
"Limited","2008","no migration background","(2c_voc) vocational maturity certificate","78","0.112007108228065","0.0888256459428829","0.135188570513248"
"Limited","2008","no migration background","(3a) lower tertiary education","66","0.102591408372653","0.0823240511255799","0.122858765619726"
"Limited","2008","no migration background","(3b) higher tertiary education","145","0.13700597912372","0.11819812563911","0.155813832608329"
"Limited","2008","direct migration background","(0) in school","","","",""
"Limited","2008","direct migration background","(1a) inadequately completed","3","","",""
"Limited","2008","direct migration background","(1b) general elementary school","15","","",""
"Limited","2008","direct migration background","(1c) basic vocational qualification","20","","",""
"Limited","2008","direct migration background","(2b) intermediate general qualification","10","","",""
"Limited","2008","direct migration background","(2a) intermediate vocational","9","","",""
"Limited","2008","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Limited","2008","direct migration background","(2c_voc) vocational maturity certificate","15","","",""
"Limited","2008","direct migration background","(3a) lower tertiary education","5","","",""
"Limited","2008","direct migration background","(3b) higher tertiary education","24","","",""
"Limited","2008","indirect migration background","(0) in school","1","","",""
"Limited","2008","indirect migration background","(1a) inadequately completed","","","",""
"Limited","2008","indirect migration background","(1b) general elementary school","22","","",""
"Limited","2008","indirect migration background","(1c) basic vocational qualification","11","","",""
"Limited","2008","indirect migration background","(2b) intermediate general qualification","23","","",""
"Limited","2008","indirect migration background","(2a) intermediate vocational","15","","",""
"Limited","2008","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Limited","2008","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Limited","2008","indirect migration background","(3a) lower tertiary education","5","","",""
"Limited","2008","indirect migration background","(3b) higher tertiary education","9","","",""
"Permanent","2009","no migration background","(0) in school","8","","",""
"Permanent","2009","no migration background","(1a) inadequately completed","12","","",""
"Permanent","2009","no migration background","(1b) general elementary school","147","0.701470821760391","0.640724771880739","0.762216871640042"
"Permanent","2009","no migration background","(1c) basic vocational qualification","1373","0.928044344025165","0.914923197379551","0.941165490670778"
"Permanent","2009","no migration background","(2b) intermediate general qualification","64","0.389523860246503","0.319631667217659","0.459416053275347"
"Permanent","2009","no migration background","(2a) intermediate vocational","2337","0.907480549105877","0.896242968227859","0.918718129983895"
"Permanent","2009","no migration background","(2c_gen) general maturity certificate","81","0.27494439473422","0.216211731273513","0.333677058194927"
"Permanent","2009","no migration background","(2c_voc) vocational maturity certificate","588","0.911796334953599","0.890160764025831","0.933431905881368"
"Permanent","2009","no migration background","(3a) lower tertiary education","763","0.914206774387425","0.895038197082495","0.933375351692355"
"Permanent","2009","no migration background","(3b) higher tertiary education","1048","0.854115178957457","0.834143216477924","0.874087141436991"
"Permanent","2009","direct migration background","(0) in school","","","",""
"Permanent","2009","direct migration background","(1a) inadequately completed","19","","",""
"Permanent","2009","direct migration background","(1b) general elementary school","98","0.853976804227102","0.788283582155544","0.919670026298661"
"Permanent","2009","direct migration background","(1c) basic vocational qualification","199","0.883428415729128","0.841023248308971","0.925833583149286"
"Permanent","2009","direct migration background","(2b) intermediate general qualification","3","","",""
"Permanent","2009","direct migration background","(2a) intermediate vocational","63","0.845181761940083","0.761627624239738","0.928735899640428"
"Permanent","2009","direct migration background","(2c_gen) general maturity certificate","21","","",""
"Permanent","2009","direct migration background","(2c_voc) vocational maturity certificate","114","0.95208580079095","0.914029587974573","0.990142013607326"
"Permanent","2009","direct migration background","(3a) lower tertiary education","32","0.920283692018534","0.831806507981541","1.00876087605553"
"Permanent","2009","direct migration background","(3b) higher tertiary education","95","0.866037397491434","0.803236047369245","0.928838747613623"
"Permanent","2009","indirect migration background","(0) in school","2","","",""
"Permanent","2009","indirect migration background","(1a) inadequately completed","4","","",""
"Permanent","2009","indirect migration background","(1b) general elementary school","28","","",""
"Permanent","2009","indirect migration background","(1c) basic vocational qualification","79","0.880788786530056","0.812698853418362","0.948878719641749"
"Permanent","2009","indirect migration background","(2b) intermediate general qualification","14","","",""
"Permanent","2009","indirect migration background","(2a) intermediate vocational","65","0.813172304859323","0.72611311009556","0.900231499623085"
"Permanent","2009","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Permanent","2009","indirect migration background","(2c_voc) vocational maturity certificate","30","0.888287343766499","0.782401827404254","0.994172860128745"
"Permanent","2009","indirect migration background","(3a) lower tertiary education","17","","",""
"Permanent","2009","indirect migration background","(3b) higher tertiary education","37","0.835353738854154","0.73151457129367","0.939192906414637"
"Limited","2009","no migration background","(0) in school","8","","",""
"Limited","2009","no migration background","(1a) inadequately completed","4","","",""
"Limited","2009","no migration background","(1b) general elementary school","71","0.298529178239609","0.237783128359958","0.359275228119261"
"Limited","2009","no migration background","(1c) basic vocational qualification","117","0.0719556559748354","0.058834509329222","0.0850768026204488"
"Limited","2009","no migration background","(2b) intermediate general qualification","123","0.610476139753497","0.540583946724653","0.680368332782341"
"Limited","2009","no migration background","(2a) intermediate vocational","217","0.0925194508941228","0.0812818700161048","0.103757031772141"
"Limited","2009","no migration background","(2c_gen) general maturity certificate","141","0.72505560526578","0.666322941805073","0.783788268726487"
"Limited","2009","no migration background","(2c_voc) vocational maturity certificate","72","0.0882036650464008","0.0665680941186323","0.109839235974169"
"Limited","2009","no migration background","(3a) lower tertiary education","57","0.0857932256125747","0.0666246483076447","0.104961802917505"
"Limited","2009","no migration background","(3b) higher tertiary education","152","0.145884821042543","0.125912858563009","0.165856783522076"
"Limited","2009","direct migration background","(0) in school","","","",""
"Limited","2009","direct migration background","(1a) inadequately completed","1","","",""
"Limited","2009","direct migration background","(1b) general elementary school","13","","",""
"Limited","2009","direct migration background","(1c) basic vocational qualification","21","","",""
"Limited","2009","direct migration background","(2b) intermediate general qualification","5","","",""
"Limited","2009","direct migration background","(2a) intermediate vocational","9","","",""
"Limited","2009","direct migration background","(2c_gen) general maturity certificate","15","","",""
"Limited","2009","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"Limited","2009","direct migration background","(3a) lower tertiary education","4","","",""
"Limited","2009","direct migration background","(3b) higher tertiary education","18","","",""
"Limited","2009","indirect migration background","(0) in school","2","","",""
"Limited","2009","indirect migration background","(1a) inadequately completed","","","",""
"Limited","2009","indirect migration background","(1b) general elementary school","22","","",""
"Limited","2009","indirect migration background","(1c) basic vocational qualification","8","","",""
"Limited","2009","indirect migration background","(2b) intermediate general qualification","26","","",""
"Limited","2009","indirect migration background","(2a) intermediate vocational","12","","",""
"Limited","2009","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Limited","2009","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Limited","2009","indirect migration background","(3a) lower tertiary education","4","","",""
"Limited","2009","indirect migration background","(3b) higher tertiary education","12","","",""
"Permanent","2010","no migration background","(0) in school","12","","",""
"Permanent","2010","no migration background","(1a) inadequately completed","32","0.904553295817366","0.813495812310787","0.995610779323944"
"Permanent","2010","no migration background","(1b) general elementary school","189","0.720964028062712","0.66943066424659","0.772497391878835"
"Permanent","2010","no migration background","(1c) basic vocational qualification","1697","0.935369705500555","0.924219846574322","0.946519564426789"
"Permanent","2010","no migration background","(2b) intermediate general qualification","107","0.359111316905479","0.301675005538504","0.416547628272455"
"Permanent","2010","no migration background","(2a) intermediate vocational","3151","0.897764505475319","0.887723381220165","0.907805629730473"
"Permanent","2010","no migration background","(2c_gen) general maturity certificate","115","0.333520826288882","0.276540492718589","0.390501159859175"
"Permanent","2010","no migration background","(2c_voc) vocational maturity certificate","921","0.887318921609136","0.867998981654019","0.906638861564252"
"Permanent","2010","no migration background","(3a) lower tertiary education","958","0.919855442430488","0.903297943362711","0.936412941498265"
"Permanent","2010","no migration background","(3b) higher tertiary education","1385","0.839601898163237","0.821846512147912","0.857357284178562"
"Permanent","2010","direct migration background","(0) in school","1","","",""
"Permanent","2010","direct migration background","(1a) inadequately completed","45","0.824383170066581","0.722898875710148","0.925867464423015"
"Permanent","2010","direct migration background","(1b) general elementary school","185","0.783765736800368","0.729733735736968","0.837797737863768"
"Permanent","2010","direct migration background","(1c) basic vocational qualification","287","0.890776286849162","0.856968479366023","0.924584094332301"
"Permanent","2010","direct migration background","(2b) intermediate general qualification","4","","",""
"Permanent","2010","direct migration background","(2a) intermediate vocational","90","0.851035765912656","0.782605798764302","0.91946573306101"
"Permanent","2010","direct migration background","(2c_gen) general maturity certificate","48","0.589500114480597","0.47741944969826","0.701580779262934"
"Permanent","2010","direct migration background","(2c_voc) vocational maturity certificate","173","0.960930629154422","0.933594711120146","0.988266547188698"
"Permanent","2010","direct migration background","(3a) lower tertiary education","40","0.956472794839342","0.896857384684829","1.01608820499386"
"Permanent","2010","direct migration background","(3b) higher tertiary education","175","0.807095228638206","0.755652055833615","0.858538401442796"
"Permanent","2010","indirect migration background","(0) in school","7","","",""
"Permanent","2010","indirect migration background","(1a) inadequately completed","4","","",""
"Permanent","2010","indirect migration background","(1b) general elementary school","33","0.644347973787296","0.520073040000967","0.768622907573624"
"Permanent","2010","indirect migration background","(1c) basic vocational qualification","100","0.796069385607846","0.723677267217042","0.868461503998651"
"Permanent","2010","indirect migration background","(2b) intermediate general qualification","13","","",""
"Permanent","2010","indirect migration background","(2a) intermediate vocational","112","0.893119224761127","0.839172220230851","0.947066229291402"
"Permanent","2010","indirect migration background","(2c_gen) general maturity certificate","18","","",""
