"plb0037_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","North Rhine-Westphalia","(2c_gen) general maturity certificate","22","","",""
"Permanent","1985","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","64","0.893175317476254","0.821826627301026","0.964524007651482"
"Permanent","1985","North Rhine-Westphalia","(3a) lower tertiary education","38","0.916538670534127","0.83289338043851","1.00018396062974"
"Permanent","1985","North Rhine-Westphalia","(3b) higher tertiary education","95","0.80896130992905","0.737728561480668","0.880194058377432"
"Permanent","1985","Hesse","(0) in school","1","","",""
"Permanent","1985","Hesse","(1a) inadequately completed","56","0.921614381332038","0.854165307551328","0.989063455112747"
"Permanent","1985","Hesse","(1b) general elementary school","104","0.804634481479648","0.735678886901818","0.873590076057479"
"Permanent","1985","Hesse","(1c) basic vocational qualification","187","0.969106712212639","0.94482112263774","0.993392301787538"
"Permanent","1985","Hesse","(2b) intermediate general qualification","4","","",""
"Permanent","1985","Hesse","(2a) intermediate vocational","83","0.933061655601048","0.880846159398512","0.985277151803584"
"Permanent","1985","Hesse","(2c_gen) general maturity certificate","13","","",""
"Permanent","1985","Hesse","(2c_voc) vocational maturity certificate","26","","",""
"Permanent","1985","Hesse","(3a) lower tertiary education","15","","",""
"Permanent","1985","Hesse","(3b) higher tertiary education","26","","",""
"Permanent","1985","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Permanent","1985","Rhineland-Palatinate,Saarland","(1a) inadequately completed","34","0.929841385842053","0.846407633184247","1.01327513849986"
"Permanent","1985","Rhineland-Palatinate,Saarland","(1b) general elementary school","51","0.656843989993126","0.548673411782332","0.76501456820392"
"Permanent","1985","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","151","0.965139473992301","0.93662853399834","0.993650413986262"
"Permanent","1985","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","4","","",""
"Permanent","1985","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","39","0.88525415616535","0.791081629664245","0.979426682666456"
"Permanent","1985","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","4","","",""
"Permanent","1985","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","6","","",""
"Permanent","1985","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","11","","",""
"Permanent","1985","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","14","","",""
"Permanent","1985","Baden-Württemberg","(0) in school","1","","",""
"Permanent","1985","Baden-Württemberg","(1a) inadequately completed","148","0.987392525834222","0.969655317862331","1.00512973380611"
"Permanent","1985","Baden-Württemberg","(1b) general elementary school","256","0.899229809353531","0.864158154300166","0.934301464406895"
"Permanent","1985","Baden-Württemberg","(1c) basic vocational qualification","409","0.951003877043712","0.930742131917307","0.971265622170117"
"Permanent","1985","Baden-Württemberg","(2b) intermediate general qualification","18","","",""
"Permanent","1985","Baden-Württemberg","(2a) intermediate vocational","107","0.945481533401784","0.903804767848457","0.987158298955112"
"Permanent","1985","Baden-Württemberg","(2c_gen) general maturity certificate","10","","",""
"Permanent","1985","Baden-Württemberg","(2c_voc) vocational maturity certificate","41","0.895159611426263","0.804641329289871","0.985677893562656"
"Permanent","1985","Baden-Württemberg","(3a) lower tertiary education","24","","",""
"Permanent","1985","Baden-Württemberg","(3b) higher tertiary education","45","0.95687663336809","0.899999938017107","1.01375332871907"
"Permanent","1985","Bavaria","(0) in school","","","",""
"Permanent","1985","Bavaria","(1a) inadequately completed","51","0.791083056408253","0.684607001701172","0.897559111115334"
"Permanent","1985","Bavaria","(1b) general elementary school","167","0.787596400886148","0.730911695947049","0.844281105825248"
"Permanent","1985","Bavaria","(1c) basic vocational qualification","377","0.937228762456706","0.913606378244278","0.960851146669133"
"Permanent","1985","Bavaria","(2b) intermediate general qualification","29","","",""
"Permanent","1985","Bavaria","(2a) intermediate vocational","142","0.885889090977881","0.836312939864451","0.935465242091311"
"Permanent","1985","Bavaria","(2c_gen) general maturity certificate","4","","",""
"Permanent","1985","Bavaria","(2c_voc) vocational maturity certificate","31","0.912043250337372","0.815408478856785","1.00867802181796"
"Permanent","1985","Bavaria","(3a) lower tertiary education","30","0.911516036608628","0.814620100751391","1.00841197246587"
"Permanent","1985","Bavaria","(3b) higher tertiary education","47","0.851659129760982","0.761722671622297","0.941595587899667"
"Permanent","1985","Berlin","(0) in school","","","",""
"Permanent","1985","Berlin","(1a) inadequately completed","9","","",""
"Permanent","1985","Berlin","(1b) general elementary school","33","0.784626091611824","0.660303125397169","0.908949057826478"
"Permanent","1985","Berlin","(1c) basic vocational qualification","61","0.95081579203546","0.89824404047061","1.00338754360031"
"Permanent","1985","Berlin","(2b) intermediate general qualification","3","","",""
"Permanent","1985","Berlin","(2a) intermediate vocational","36","0.924989820335131","0.842320500019501","1.00765914065076"
"Permanent","1985","Berlin","(2c_gen) general maturity certificate","5","","",""
"Permanent","1985","Berlin","(2c_voc) vocational maturity certificate","10","","",""
"Permanent","1985","Berlin","(3a) lower tertiary education","7","","",""
"Permanent","1985","Berlin","(3b) higher tertiary education","13","","",""
"Permanent","1985","Brandenburg","(0) in school","","","",""
"Permanent","1985","Brandenburg","(1a) inadequately completed","","","",""
"Permanent","1985","Brandenburg","(1b) general elementary school","","","",""
"Permanent","1985","Brandenburg","(1c) basic vocational qualification","","","",""
"Permanent","1985","Brandenburg","(2b) intermediate general qualification","","","",""
"Permanent","1985","Brandenburg","(2a) intermediate vocational","","","",""
"Permanent","1985","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Permanent","1985","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1985","Brandenburg","(3a) lower tertiary education","","","",""
"Permanent","1985","Brandenburg","(3b) higher tertiary education","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Permanent","1985","Saxony","(0) in school","","","",""
"Permanent","1985","Saxony","(1a) inadequately completed","","","",""
"Permanent","1985","Saxony","(1b) general elementary school","","","",""
"Permanent","1985","Saxony","(1c) basic vocational qualification","","","",""
"Permanent","1985","Saxony","(2b) intermediate general qualification","","","",""
"Permanent","1985","Saxony","(2a) intermediate vocational","","","",""
"Permanent","1985","Saxony","(2c_gen) general maturity certificate","","","",""
"Permanent","1985","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1985","Saxony","(3a) lower tertiary education","","","",""
"Permanent","1985","Saxony","(3b) higher tertiary education","","","",""
"Permanent","1985","Saxony-Anhalt","(0) in school","","","",""
"Permanent","1985","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Permanent","1985","Saxony-Anhalt","(1b) general elementary school","","","",""
"Permanent","1985","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Permanent","1985","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Permanent","1985","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Permanent","1985","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Permanent","1985","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1985","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Permanent","1985","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Permanent","1985","Thuringia","(0) in school","","","",""
"Permanent","1985","Thuringia","(1a) inadequately completed","","","",""
"Permanent","1985","Thuringia","(1b) general elementary school","","","",""
"Permanent","1985","Thuringia","(1c) basic vocational qualification","","","",""
"Permanent","1985","Thuringia","(2b) intermediate general qualification","","","",""
"Permanent","1985","Thuringia","(2a) intermediate vocational","","","",""
"Permanent","1985","Thuringia","(2c_gen) general maturity certificate","","","",""
"Permanent","1985","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1985","Thuringia","(3a) lower tertiary education","","","",""
"Permanent","1985","Thuringia","(3b) higher tertiary education","","","",""
"Limited","1985","Schleswig-Holstein","(0) in school","","","",""
"Limited","1985","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Limited","1985","Schleswig-Holstein","(1b) general elementary school","3","","",""
"Limited","1985","Schleswig-Holstein","(1c) basic vocational qualification","6","","",""
"Limited","1985","Schleswig-Holstein","(2b) intermediate general qualification","8","","",""
"Limited","1985","Schleswig-Holstein","(2a) intermediate vocational","1","","",""
"Limited","1985","Schleswig-Holstein","(2c_gen) general maturity certificate","4","","",""
"Limited","1985","Schleswig-Holstein","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1985","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Limited","1985","Schleswig-Holstein","(3b) higher tertiary education","1","","",""
"Limited","1985","Hamburg","(0) in school","","","",""
"Limited","1985","Hamburg","(1a) inadequately completed","","","",""
"Limited","1985","Hamburg","(1b) general elementary school","6","","",""
"Limited","1985","Hamburg","(1c) basic vocational qualification","5","","",""
"Limited","1985","Hamburg","(2b) intermediate general qualification","3","","",""
"Limited","1985","Hamburg","(2a) intermediate vocational","3","","",""
"Limited","1985","Hamburg","(2c_gen) general maturity certificate","2","","",""
"Limited","1985","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","Hamburg","(3a) lower tertiary education","","","",""
"Limited","1985","Hamburg","(3b) higher tertiary education","2","","",""
"Limited","1985","Lower Saxony","(0) in school","","","",""
"Limited","1985","Lower Saxony","(1a) inadequately completed","","","",""
"Limited","1985","Lower Saxony","(1b) general elementary school","13","","",""
"Limited","1985","Lower Saxony","(1c) basic vocational qualification","11","","",""
"Limited","1985","Lower Saxony","(2b) intermediate general qualification","15","","",""
"Limited","1985","Lower Saxony","(2a) intermediate vocational","10","","",""
"Limited","1985","Lower Saxony","(2c_gen) general maturity certificate","7","","",""
"Limited","1985","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","Lower Saxony","(3a) lower tertiary education","","","",""
"Limited","1985","Lower Saxony","(3b) higher tertiary education","4","","",""
"Limited","1985","Bremen","(0) in school","","","",""
"Limited","1985","Bremen","(1a) inadequately completed","","","",""
"Limited","1985","Bremen","(1b) general elementary school","1","","",""
"Limited","1985","Bremen","(1c) basic vocational qualification","2","","",""
"Limited","1985","Bremen","(2b) intermediate general qualification","2","","",""
"Limited","1985","Bremen","(2a) intermediate vocational","1","","",""
"Limited","1985","Bremen","(2c_gen) general maturity certificate","1","","",""
"Limited","1985","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","Bremen","(3a) lower tertiary education","1","","",""
"Limited","1985","Bremen","(3b) higher tertiary education","","","",""
"Limited","1985","North Rhine-Westphalia","(0) in school","","","",""
"Limited","1985","North Rhine-Westphalia","(1a) inadequately completed","9","","",""
"Limited","1985","North Rhine-Westphalia","(1b) general elementary school","43","0.180790078041071","0.136420625760432","0.22515953032171"
"Limited","1985","North Rhine-Westphalia","(1c) basic vocational qualification","27","","",""
"Limited","1985","North Rhine-Westphalia","(2b) intermediate general qualification","35","0.588816721191436","0.458777447184126","0.718855995198746"
"Limited","1985","North Rhine-Westphalia","(2a) intermediate vocational","13","","",""
"Limited","1985","North Rhine-Westphalia","(2c_gen) general maturity certificate","17","","",""
"Limited","1985","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","8","","",""
"Limited","1985","North Rhine-Westphalia","(3a) lower tertiary education","4","","",""
"Limited","1985","North Rhine-Westphalia","(3b) higher tertiary education","22","","",""
"Limited","1985","Hesse","(0) in school","","","",""
"Limited","1985","Hesse","(1a) inadequately completed","5","","",""
"Limited","1985","Hesse","(1b) general elementary school","23","","",""
"Limited","1985","Hesse","(1c) basic vocational qualification","8","","",""
"Limited","1985","Hesse","(2b) intermediate general qualification","9","","",""
"Limited","1985","Hesse","(2a) intermediate vocational","5","","",""
"Limited","1985","Hesse","(2c_gen) general maturity certificate","5","","",""
"Limited","1985","Hesse","(2c_voc) vocational maturity certificate","2","","",""
"Limited","1985","Hesse","(3a) lower tertiary education","3","","",""
"Limited","1985","Hesse","(3b) higher tertiary education","10","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(1a) inadequately completed","2","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(1b) general elementary school","23","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","8","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","9","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","5","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","2","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Limited","1985","Baden-Württemberg","(0) in school","1","","",""
"Limited","1985","Baden-Württemberg","(1a) inadequately completed","4","","",""
"Limited","1985","Baden-Württemberg","(1b) general elementary school","27","","",""
"Limited","1985","Baden-Württemberg","(1c) basic vocational qualification","27","","",""
"Limited","1985","Baden-Württemberg","(2b) intermediate general qualification","17","","",""
"Limited","1985","Baden-Württemberg","(2a) intermediate vocational","7","","",""
"Limited","1985","Baden-Württemberg","(2c_gen) general maturity certificate","13","","",""
"Limited","1985","Baden-Württemberg","(2c_voc) vocational maturity certificate","3","","",""
"Limited","1985","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Limited","1985","Baden-Württemberg","(3b) higher tertiary education","4","","",""
"Limited","1985","Bavaria","(0) in school","","","",""
"Limited","1985","Bavaria","(1a) inadequately completed","5","","",""
"Limited","1985","Bavaria","(1b) general elementary school","33","0.212403599113852","0.155718894174752","0.269088304052952"
"Limited","1985","Bavaria","(1c) basic vocational qualification","28","","",""
"Limited","1985","Bavaria","(2b) intermediate general qualification","19","","",""
"Limited","1985","Bavaria","(2a) intermediate vocational","16","","",""
"Limited","1985","Bavaria","(2c_gen) general maturity certificate","12","","",""
"Limited","1985","Bavaria","(2c_voc) vocational maturity certificate","2","","",""
"Limited","1985","Bavaria","(3a) lower tertiary education","3","","",""
"Limited","1985","Bavaria","(3b) higher tertiary education","13","","",""
"Limited","1985","Berlin","(0) in school","","","",""
"Limited","1985","Berlin","(1a) inadequately completed","2","","",""
"Limited","1985","Berlin","(1b) general elementary school","9","","",""
"Limited","1985","Berlin","(1c) basic vocational qualification","4","","",""
"Limited","1985","Berlin","(2b) intermediate general qualification","1","","",""
"Limited","1985","Berlin","(2a) intermediate vocational","3","","",""
"Limited","1985","Berlin","(2c_gen) general maturity certificate","6","","",""
"Limited","1985","Berlin","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1985","Berlin","(3a) lower tertiary education","","","",""
"Limited","1985","Berlin","(3b) higher tertiary education","4","","",""
"Limited","1985","Brandenburg","(0) in school","","","",""
"Limited","1985","Brandenburg","(1a) inadequately completed","","","",""
"Limited","1985","Brandenburg","(1b) general elementary school","","","",""
"Limited","1985","Brandenburg","(1c) basic vocational qualification","","","",""
"Limited","1985","Brandenburg","(2b) intermediate general qualification","","","",""
"Limited","1985","Brandenburg","(2a) intermediate vocational","","","",""
"Limited","1985","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Limited","1985","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","Brandenburg","(3a) lower tertiary education","","","",""
"Limited","1985","Brandenburg","(3b) higher tertiary education","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Limited","1985","Saxony","(0) in school","","","",""
"Limited","1985","Saxony","(1a) inadequately completed","","","",""
"Limited","1985","Saxony","(1b) general elementary school","","","",""
"Limited","1985","Saxony","(1c) basic vocational qualification","","","",""
"Limited","1985","Saxony","(2b) intermediate general qualification","","","",""
"Limited","1985","Saxony","(2a) intermediate vocational","","","",""
"Limited","1985","Saxony","(2c_gen) general maturity certificate","","","",""
"Limited","1985","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","Saxony","(3a) lower tertiary education","","","",""
"Limited","1985","Saxony","(3b) higher tertiary education","","","",""
"Limited","1985","Saxony-Anhalt","(0) in school","","","",""
"Limited","1985","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Limited","1985","Saxony-Anhalt","(1b) general elementary school","","","",""
"Limited","1985","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Limited","1985","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Limited","1985","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Limited","1985","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Limited","1985","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Limited","1985","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Limited","1985","Thuringia","(0) in school","","","",""
"Limited","1985","Thuringia","(1a) inadequately completed","","","",""
"Limited","1985","Thuringia","(1b) general elementary school","","","",""
"Limited","1985","Thuringia","(1c) basic vocational qualification","","","",""
"Limited","1985","Thuringia","(2b) intermediate general qualification","","","",""
"Limited","1985","Thuringia","(2a) intermediate vocational","","","",""
"Limited","1985","Thuringia","(2c_gen) general maturity certificate","","","",""
"Limited","1985","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","Thuringia","(3a) lower tertiary education","","","",""
"Limited","1985","Thuringia","(3b) higher tertiary education","","","",""
"Permanent","1986","Schleswig-Holstein","(0) in school","","","",""
"Permanent","1986","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Permanent","1986","Schleswig-Holstein","(1b) general elementary school","2","","",""
"Permanent","1986","Schleswig-Holstein","(1c) basic vocational qualification","5","","",""
"Permanent","1986","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Permanent","1986","Schleswig-Holstein","(2a) intermediate vocational","6","","",""
"Permanent","1986","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Permanent","1986","Schleswig-Holstein","(2c_voc) vocational maturity certificate","2","","",""
"Permanent","1986","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Permanent","1986","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Permanent","1986","Hamburg","(0) in school","","","",""
"Permanent","1986","Hamburg","(1a) inadequately completed","1","","",""
"Permanent","1986","Hamburg","(1b) general elementary school","","","",""
"Permanent","1986","Hamburg","(1c) basic vocational qualification","4","","",""
"Permanent","1986","Hamburg","(2b) intermediate general qualification","","","",""
"Permanent","1986","Hamburg","(2a) intermediate vocational","1","","",""
"Permanent","1986","Hamburg","(2c_gen) general maturity certificate","2","","",""
"Permanent","1986","Hamburg","(2c_voc) vocational maturity certificate","2","","",""
"Permanent","1986","Hamburg","(3a) lower tertiary education","1","","",""
"Permanent","1986","Hamburg","(3b) higher tertiary education","2","","",""
"Permanent","1986","Lower Saxony","(0) in school","","","",""
"Permanent","1986","Lower Saxony","(1a) inadequately completed","1","","",""
"Permanent","1986","Lower Saxony","(1b) general elementary school","8","","",""
"Permanent","1986","Lower Saxony","(1c) basic vocational qualification","27","","",""
"Permanent","1986","Lower Saxony","(2b) intermediate general qualification","","","",""
"Permanent","1986","Lower Saxony","(2a) intermediate vocational","6","","",""
"Permanent","1986","Lower Saxony","(2c_gen) general maturity certificate","2","","",""
"Permanent","1986","Lower Saxony","(2c_voc) vocational maturity certificate","3","","",""
"Permanent","1986","Lower Saxony","(3a) lower tertiary education","4","","",""
"Permanent","1986","Lower Saxony","(3b) higher tertiary education","5","","",""
"Permanent","1986","Bremen","(0) in school","","","",""
"Permanent","1986","Bremen","(1a) inadequately completed","","","",""
"Permanent","1986","Bremen","(1b) general elementary school","1","","",""
"Permanent","1986","Bremen","(1c) basic vocational qualification","1","","",""
"Permanent","1986","Bremen","(2b) intermediate general qualification","2","","",""
"Permanent","1986","Bremen","(2a) intermediate vocational","1","","",""
"Permanent","1986","Bremen","(2c_gen) general maturity certificate","","","",""
"Permanent","1986","Bremen","(2c_voc) vocational maturity certificate","1","","",""
"Permanent","1986","Bremen","(3a) lower tertiary education","","","",""
"Permanent","1986","Bremen","(3b) higher tertiary education","","","",""
"Permanent","1986","North Rhine-Westphalia","(0) in school","","","",""
"Permanent","1986","North Rhine-Westphalia","(1a) inadequately completed","8","","",""
"Permanent","1986","North Rhine-Westphalia","(1b) general elementary school","20","","",""
"Permanent","1986","North Rhine-Westphalia","(1c) basic vocational qualification","53","0.888638866959073","0.809040906764276","0.96823682715387"
"Permanent","1986","North Rhine-Westphalia","(2b) intermediate general qualification","1","","",""
"Permanent","1986","North Rhine-Westphalia","(2a) intermediate vocational","33","0.780627279636618","0.650751263067488","0.910503296205748"
"Permanent","1986","North Rhine-Westphalia","(2c_gen) general maturity certificate","5","","",""
"Permanent","1986","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","13","","",""
"Permanent","1986","North Rhine-Westphalia","(3a) lower tertiary education","2","","",""
"Permanent","1986","North Rhine-Westphalia","(3b) higher tertiary education","9","","",""
"Permanent","1986","Hesse","(0) in school","","","",""
"Permanent","1986","Hesse","(1a) inadequately completed","5","","",""
"Permanent","1986","Hesse","(1b) general elementary school","6","","",""
"Permanent","1986","Hesse","(1c) basic vocational qualification","20","","",""
"Permanent","1986","Hesse","(2b) intermediate general qualification","2","","",""
"Permanent","1986","Hesse","(2a) intermediate vocational","10","","",""
"Permanent","1986","Hesse","(2c_gen) general maturity certificate","2","","",""
"Permanent","1986","Hesse","(2c_voc) vocational maturity certificate","6","","",""
"Permanent","1986","Hesse","(3a) lower tertiary education","2","","",""
"Permanent","1986","Hesse","(3b) higher tertiary education","11","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(1b) general elementary school","8","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","23","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","3","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","9","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","4","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","2","","",""
"Permanent","1986","Baden-Württemberg","(0) in school","","","",""
