"plb0037_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Limited","2015","35-65 y.","Employed","791","0.0724496714344572","0.0672972358867257","0.0776021069821888"
"Limited","2015","66 and older","Not Employed","2","","",""
"Limited","2015","66 and older","Employed","18","","",""
"Permanent","2016","16-34 y.","Not Employed","141","0.436405180274054","0.38990701493403","0.482903345614078"
"Permanent","2016","16-34 y.","Employed","1907","0.607173633416897","0.590218007503487","0.624129259330306"
"Permanent","2016","35-65 y.","Not Employed","126","0.518461638993078","0.462750426481703","0.574172851504452"
"Permanent","2016","35-65 y.","Employed","8620","0.926634533566579","0.921378436895642","0.931890630237516"
"Permanent","2016","66 and older","Not Employed","1","","",""
"Permanent","2016","66 and older","Employed","124","0.814047600284245","0.751576270487554","0.876518930080937"
"Limited","2016","16-34 y.","Not Employed","296","0.563594819725946","0.517096654385922","0.61009298506597"
"Limited","2016","16-34 y.","Employed","1280","0.392826366583103","0.375870740669694","0.409781992496513"
"Limited","2016","35-65 y.","Not Employed","183","0.481538361006922","0.425827148495548","0.537249573518297"
"Limited","2016","35-65 y.","Employed","833","0.073365466433421","0.0681093697624836","0.0786215631043584"
"Limited","2016","66 and older","Not Employed","2","","",""
"Limited","2016","66 and older","Employed","25","","",""
"Permanent","2017","16-34 y.","Not Employed","175","0.461724652766717","0.422065126517832","0.501384179015603"
"Permanent","2017","16-34 y.","Employed","2214","0.630560116324974","0.614972404443552","0.646147828206396"
"Permanent","2017","35-65 y.","Not Employed","143","0.475216842535884","0.422135183402327","0.528298501669441"
"Permanent","2017","35-65 y.","Employed","9886","0.927868185168998","0.922976806960528","0.932759563377467"
"Permanent","2017","66 and older","Not Employed","5","","",""
"Permanent","2017","66 and older","Employed","164","0.887138599103542","0.841542185656627","0.932735012550457"
"Limited","2017","16-34 y.","Not Employed","432","0.538275347233283","0.498615820984397","0.577934873482168"
"Limited","2017","16-34 y.","Employed","1469","0.369439883675026","0.353852171793604","0.385027595556448"
"Limited","2017","35-65 y.","Not Employed","197","0.524783157464116","0.471701498330559","0.577864816597672"
"Limited","2017","35-65 y.","Employed","860","0.0721318148310021","0.0672404366225326","0.0770231930394716"
"Limited","2017","66 and older","Not Employed","2","","",""
"Limited","2017","66 and older","Employed","21","","",""
"Permanent","2018","16-34 y.","Not Employed","168","0.372086275103762","0.333247866942457","0.410924683265066"
"Permanent","2018","16-34 y.","Employed","2221","0.641492199029618","0.6261166179812","0.656867780078035"
"Permanent","2018","35-65 y.","Not Employed","125","0.502174883943439","0.449942162392658","0.554407605494219"
"Permanent","2018","35-65 y.","Employed","9548","0.927446923570075","0.922459560666632","0.932434286473518"
"Permanent","2018","66 and older","Not Employed","1","","",""
"Permanent","2018","66 and older","Employed","191","0.876113246279298","0.831973100395864","0.920253392162732"
"Limited","2018","16-34 y.","Not Employed","427","0.627913724896238","0.589075316734934","0.666752133057543"
"Limited","2018","16-34 y.","Employed","1516","0.358507800970383","0.343132219921965","0.3738833820188"
"Limited","2018","35-65 y.","Not Employed","227","0.497825116056561","0.445592394505781","0.550057837607342"
"Limited","2018","35-65 y.","Employed","844","0.072553076429925","0.0675657135264823","0.0775404393333676"
"Limited","2018","66 and older","Not Employed","3","","",""
"Limited","2018","66 and older","Employed","23","","",""
"Permanent","2019","16-34 y.","Not Employed","142","0.320935648730397","0.280419566021772","0.361451731439021"
"Permanent","2019","16-34 y.","Employed","2123","0.654695240676507","0.639167898959589","0.670222582393424"
"Permanent","2019","35-65 y.","Not Employed","230","0.708906323490256","0.666363937216558","0.751448709763955"
"Permanent","2019","35-65 y.","Employed","9139","0.931977708885812","0.927034915388035","0.93692050238359"
"Permanent","2019","66 and older","Not Employed","18","","",""
"Permanent","2019","66 and older","Employed","210","0.902249473120998","0.864360314476721","0.940138631765275"
"Limited","2019","16-34 y.","Not Employed","368","0.679064351269603","0.638548268560979","0.719580433978228"
"Limited","2019","16-34 y.","Employed","1479","0.345304759323494","0.329777417606576","0.360832101040411"
"Limited","2019","35-65 y.","Not Employed","208","0.291093676509744","0.248551290236045","0.333636062783442"
"Limited","2019","35-65 y.","Employed","829","0.0680222911141875","0.0630794976164103","0.0729650846119647"
"Limited","2019","66 and older","Not Employed","4","","",""
"Limited","2019","66 and older","Employed","26","","",""
