"plb0037_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Limited","1997","no degree/no degree yet","no migration background","6","","",""
"Limited","1997","no degree/no degree yet","direct migration background","10","","",""
"Limited","1997","no degree/no degree yet","indirect migration background","1","","",""
"Permanent","1998","lower secondary degree","no migration background","1741","0.904158708686689","0.891113160631847","0.917204256741531"
"Permanent","1998","lower secondary degree","direct migration background","242","0.867210133398375","0.827175284907728","0.907244981889021"
"Permanent","1998","lower secondary degree","indirect migration background","93","0.580301243557127","0.499130502550837","0.661471984563418"
"Permanent","1998","secondary school degree","no migration background","2048","0.881465701203227","0.868382880365464","0.89454852204099"
"Permanent","1998","secondary school degree","direct migration background","78","0.799895946091475","0.72027874330591","0.879513148877041"
"Permanent","1998","secondary school degree","indirect migration background","58","0.633474540472571","0.536579188551172","0.730369892393971"
"Permanent","1998","college entrance qualification","no migration background","1026","0.848473712483017","0.828245493654954","0.868701931311079"
"Permanent","1998","college entrance qualification","direct migration background","89","0.80987940343452","0.735874418491351","0.883884388377689"
"Permanent","1998","college entrance qualification","indirect migration background","27","","",""
"Permanent","1998","Other degree","no migration background","37","0.803497210908045","0.68740091051761","0.91959351129848"
"Permanent","1998","Other degree","direct migration background","444","0.892803111228007","0.865411411077823","0.920194811378191"
"Permanent","1998","Other degree","indirect migration background","8","","",""
"Permanent","1998","no degree/no degree yet","no migration background","42","0.946665269757103","0.881013701045912","1.01231683846829"
"Permanent","1998","no degree/no degree yet","direct migration background","145","0.894710150074289","0.846700040157039","0.942720259991539"
"Permanent","1998","no degree/no degree yet","indirect migration background","5","","",""
"Limited","1998","lower secondary degree","no migration background","215","0.0958412913133112","0.0827957432584691","0.108886839368153"
"Limited","1998","lower secondary degree","direct migration background","34","0.132789866601625","0.092755018110979","0.172824715092272"
"Limited","1998","lower secondary degree","indirect migration background","49","0.419698756442873","0.338528015436582","0.500869497449163"
"Limited","1998","secondary school degree","no migration background","297","0.118534298796773","0.10545147795901","0.131617119634536"
"Limited","1998","secondary school degree","direct migration background","19","","",""
"Limited","1998","secondary school degree","indirect migration background","37","0.366525459527429","0.269630107606029","0.463420811448828"
"Limited","1998","college entrance qualification","no migration background","181","0.151526287516983","0.131298068688921","0.171754506345045"
"Limited","1998","college entrance qualification","direct migration background","19","","",""
"Limited","1998","college entrance qualification","indirect migration background","17","","",""
"Limited","1998","Other degree","no migration background","8","","",""
"Limited","1998","Other degree","direct migration background","46","0.107196888771993","0.0798051886218085","0.134588588922177"
"Limited","1998","Other degree","indirect migration background","4","","",""
"Limited","1998","no degree/no degree yet","no migration background","3","","",""
"Limited","1998","no degree/no degree yet","direct migration background","12","","",""
"Limited","1998","no degree/no degree yet","indirect migration background","2","","",""
"Permanent","1999","lower secondary degree","no migration background","1713","0.903409724655581","0.89029187354246","0.916527575768703"
"Permanent","1999","lower secondary degree","direct migration background","238","0.877215490058812","0.837849842772218","0.916581137345406"
"Permanent","1999","lower secondary degree","indirect migration background","104","0.636555585655769","0.559837672048749","0.71327349926279"
"Permanent","1999","secondary school degree","no migration background","2043","0.861367946575282","0.847487783305119","0.875248109845445"
"Permanent","1999","secondary school degree","direct migration background","68","0.794393086041822","0.711357552607401","0.877428619476244"
"Permanent","1999","secondary school degree","indirect migration background","59","0.632164535529437","0.535702962881507","0.728626108177367"
"Permanent","1999","college entrance qualification","no migration background","1070","0.846304596932882","0.826539151418","0.866070042447765"
"Permanent","1999","college entrance qualification","direct migration background","88","0.886617594289137","0.825087297268561","0.948147891309713"
"Permanent","1999","college entrance qualification","indirect migration background","34","0.5555113152729","0.421732616973154","0.689290013572647"
"Permanent","1999","Other degree","no migration background","41","0.871450470408314","0.778677878747055","0.964223062069573"
"Permanent","1999","Other degree","direct migration background","401","0.876592592186244","0.846033700534273","0.907151483838215"
"Permanent","1999","Other degree","indirect migration background","8","","",""
"Permanent","1999","no degree/no degree yet","no migration background","49","0.814786717339718","0.712121157178685","0.917452277500751"
"Permanent","1999","no degree/no degree yet","direct migration background","145","0.866245298721914","0.812830602228761","0.919659995215067"
"Permanent","1999","no degree/no degree yet","indirect migration background","10","","",""
"Limited","1999","lower secondary degree","no migration background","235","0.0965902753444187","0.0834724242312973","0.10970812645754"
"Limited","1999","lower secondary degree","direct migration background","29","","",""
"Limited","1999","lower secondary degree","indirect migration background","47","0.363444414344231","0.28672650073721","0.440162327951251"
"Limited","1999","secondary school degree","no migration background","338","0.138632053424718","0.124751890154555","0.152512216694881"
"Limited","1999","secondary school degree","direct migration background","23","","",""
"Limited","1999","secondary school degree","indirect migration background","37","0.367835464470563","0.271373891822633","0.464297037118493"
"Limited","1999","college entrance qualification","no migration background","209","0.153695403067118","0.133929957552235","0.173460848582"
"Limited","1999","college entrance qualification","direct migration background","14","","",""
"Limited","1999","college entrance qualification","indirect migration background","19","","",""
"Limited","1999","Other degree","no migration background","9","","",""
"Limited","1999","Other degree","direct migration background","44","0.123407407813756","0.0928485161617848","0.153966299465727"
"Limited","1999","Other degree","indirect migration background","4","","",""
"Limited","1999","no degree/no degree yet","no migration background","6","","",""
"Limited","1999","no degree/no degree yet","direct migration background","11","","",""
"Limited","1999","no degree/no degree yet","indirect migration background","2","","",""
"Permanent","2000","lower secondary degree","no migration background","2818","0.892362038707387","0.881600398195633","0.90312367921914"
"Permanent","2000","lower secondary degree","direct migration background","378","0.884752939585467","0.854394491870652","0.915111387300282"
"Permanent","2000","lower secondary degree","indirect migration background","137","0.71832599117135","0.65486547294314","0.781786509399561"
"Permanent","2000","secondary school degree","no migration background","3391","0.864970895661","0.854315880699563","0.875625910622437"
"Permanent","2000","secondary school degree","direct migration background","147","0.790594230871858","0.731962411814363","0.849226049929354"
"Permanent","2000","secondary school degree","indirect migration background","99","0.664644836482189","0.589342763196767","0.73994690976761"
"Permanent","2000","college entrance qualification","no migration background","2086","0.841647132375361","0.827267401399431","0.856026863351291"
"Permanent","2000","college entrance qualification","direct migration background","157","0.851484053020005","0.80010170063363","0.902866405406379"
"Permanent","2000","college entrance qualification","indirect migration background","62","0.719215888195556","0.624239693196795","0.814192083194317"
"Permanent","2000","Other degree","no migration background","23","","",""
"Permanent","2000","Other degree","direct migration background","604","0.849003551050957","0.822190827800919","0.875816274300995"
"Permanent","2000","Other degree","indirect migration background","2","","",""
"Permanent","2000","no degree/no degree yet","no migration background","42","0.85269670557414","0.757282359385019","0.94811105176326"
"Permanent","2000","no degree/no degree yet","direct migration background","85","0.837432405634826","0.764381278027402","0.910483533242251"
"Permanent","2000","no degree/no degree yet","indirect migration background","1","","",""
"Limited","2000","lower secondary degree","no migration background","368","0.107637961292613","0.0968763207808597","0.118399601804367"
"Limited","2000","lower secondary degree","direct migration background","47","0.115247060414533","0.0848886126997181","0.145605508129348"
"Limited","2000","lower secondary degree","indirect migration background","56","0.28167400882865","0.21821349060044","0.34513452705686"
"Limited","2000","secondary school degree","no migration background","561","0.135029104339","0.124374089377563","0.145684119300437"
"Limited","2000","secondary school degree","direct migration background","38","0.209405769128142","0.150773950070646","0.268037588185637"
"Limited","2000","secondary school degree","indirect migration background","52","0.335355163517811","0.26005309023239","0.410657236803233"
"Limited","2000","college entrance qualification","no migration background","390","0.158352867624639","0.143973136648709","0.172732598600569"
"Limited","2000","college entrance qualification","direct migration background","27","","",""
"Limited","2000","college entrance qualification","indirect migration background","24","","",""
"Limited","2000","Other degree","no migration background","15","","",""
"Limited","2000","Other degree","direct migration background","81","0.150996448949043","0.124183725699005","0.177809172199081"
"Limited","2000","Other degree","indirect migration background","","","",""
"Limited","2000","no degree/no degree yet","no migration background","11","","",""
"Limited","2000","no degree/no degree yet","direct migration background","13","","",""
"Limited","2000","no degree/no degree yet","indirect migration background","2","","",""
"Permanent","2001","lower secondary degree","no migration background","2428","0.902994133390174","0.891881773402985","0.914106493377363"
"Permanent","2001","lower secondary degree","direct migration background","331","0.800040961210558","0.760191794872492","0.839890127548623"
"Permanent","2001","lower secondary degree","indirect migration background","131","0.713548349661338","0.648223781584541","0.778872917738136"
"Permanent","2001","secondary school degree","no migration background","3154","0.869521055395088","0.858614675338253","0.880427435451923"
"Permanent","2001","secondary school degree","direct migration background","127","0.766910788314367","0.702202534979482","0.831619041649251"
"Permanent","2001","secondary school degree","indirect migration background","87","0.648470959858361","0.567021727485813","0.72992019223091"
"Permanent","2001","college entrance qualification","no migration background","1956","0.846616793468077","0.831943844068037","0.861289742868118"
"Permanent","2001","college entrance qualification","direct migration background","141","0.864110346915051","0.811178999354144","0.917041694475959"
"Permanent","2001","college entrance qualification","indirect migration background","64","0.684683664114468","0.589738599139835","0.779628729089102"
"Permanent","2001","Other degree","no migration background","17","","",""
"Permanent","2001","Other degree","direct migration background","568","0.865410015048287","0.838802342783259","0.892017687313315"
"Permanent","2001","Other degree","indirect migration background","4","","",""
"Permanent","2001","no degree/no degree yet","no migration background","51","0.794945410791547","0.696794391818743","0.893096429764351"
"Permanent","2001","no degree/no degree yet","direct migration background","71","0.954008720191383","0.906283696699723","1.00173374368304"
"Permanent","2001","no degree/no degree yet","indirect migration background","3","","",""
"Limited","2001","lower secondary degree","no migration background","297","0.0970058666098261","0.085893506622637","0.108118226597015"
"Limited","2001","lower secondary degree","direct migration background","56","0.199959038789442","0.160109872451377","0.239808205127508"
"Limited","2001","lower secondary degree","indirect migration background","53","0.286451650338662","0.221127082261864","0.351776218415459"
"Limited","2001","secondary school degree","no migration background","510","0.130478944604912","0.119572564548077","0.141385324661747"
"Limited","2001","secondary school degree","direct migration background","37","0.233089211685633","0.168380958350749","0.297797465020518"
"Limited","2001","secondary school degree","indirect migration background","45","0.351529040141639","0.27007980776909","0.432978272514187"
"Limited","2001","college entrance qualification","no migration background","361","0.153383206531923","0.138710257131882","0.168056155931963"
"Limited","2001","college entrance qualification","direct migration background","20","","",""
"Limited","2001","college entrance qualification","indirect migration background","28","","",""
"Limited","2001","Other degree","no migration background","6","","",""
"Limited","2001","Other degree","direct migration background","64","0.134589984951713","0.107982312686685","0.161197657216741"
"Limited","2001","Other degree","indirect migration background","1","","",""
"Limited","2001","no degree/no degree yet","no migration background","14","","",""
"Limited","2001","no degree/no degree yet","direct migration background","3","","",""
"Limited","2001","no degree/no degree yet","indirect migration background","5","","",""
"Permanent","2002","lower secondary degree","no migration background","2277","0.904688586259327","0.893275662338517","0.916101510180136"
"Permanent","2002","lower secondary degree","direct migration background","297","0.836854927463773","0.797521634087368","0.876188220840178"
"Permanent","2002","lower secondary degree","indirect migration background","110","0.727854146036236","0.656150659310931","0.799557632761541"
"Permanent","2002","secondary school degree","no migration background","3313","0.876982565359721","0.866506193361864","0.887458937357578"
"Permanent","2002","secondary school degree","direct migration background","121","0.734517286150572","0.663612738364362","0.805421833936783"
"Permanent","2002","secondary school degree","indirect migration background","92","0.558394256390602","0.476429649069844","0.64035886371136"
"Permanent","2002","college entrance qualification","no migration background","2561","0.842285847777839","0.82922180536796","0.855349890187718"
"Permanent","2002","college entrance qualification","direct migration background","141","0.811800092257639","0.752159716614653","0.871440467900626"
"Permanent","2002","college entrance qualification","indirect migration background","69","0.706602056093788","0.617804014934971","0.795400097252605"
"Permanent","2002","Other degree","no migration background","20","","",""
"Permanent","2002","Other degree","direct migration background","526","0.853814926918965","0.825283477822596","0.882346376015334"
"Permanent","2002","Other degree","indirect migration background","4","","",""
"Permanent","2002","no degree/no degree yet","no migration background","48","0.752518601177942","0.644222436993593","0.860814765362292"
"Permanent","2002","no degree/no degree yet","direct migration background","54","0.885709573941706","0.805867139762981","0.965552008120431"
"Permanent","2002","no degree/no degree yet","indirect migration background","6","","",""
"Limited","2002","lower secondary degree","no migration background","266","0.0953114137406735","0.0838984898198643","0.106724337661483"
"Limited","2002","lower secondary degree","direct migration background","42","0.163145072536227","0.123811779159822","0.202478365912632"
"Limited","2002","lower secondary degree","indirect migration background","38","0.272145853963764","0.200442367238459","0.343849340689069"
"Limited","2002","secondary school degree","no migration background","463","0.123017434640279","0.112541062642422","0.133493806638136"
"Limited","2002","secondary school degree","direct migration background","28","","",""
"Limited","2002","secondary school degree","indirect migration background","49","0.441605743609398","0.35964113628864","0.523570350930156"
"Limited","2002","college entrance qualification","no migration background","429","0.157714152222161","0.144650109812282","0.17077819463204"
"Limited","2002","college entrance qualification","direct migration background","24","","",""
"Limited","2002","college entrance qualification","indirect migration background","32","0.293397943906212","0.204599902747395","0.382195985065029"
"Limited","2002","Other degree","no migration background","4","","",""
"Limited","2002","Other degree","direct migration background","63","0.146185073081035","0.117653623984666","0.174716522177404"
"Limited","2002","Other degree","indirect migration background","2","","",""
"Limited","2002","no degree/no degree yet","no migration background","13","","",""
"Limited","2002","no degree/no degree yet","direct migration background","7","","",""
"Limited","2002","no degree/no degree yet","indirect migration background","2","","",""
"Permanent","2003","lower secondary degree","no migration background","2083","0.900821430751498","0.888684792574827","0.912958068928169"
"Permanent","2003","lower secondary degree","direct migration background","276","0.835688445911576","0.794702070134341","0.87667482168881"
"Permanent","2003","lower secondary degree","indirect migration background","100","0.712642553595829","0.637413119570424","0.787871987621233"
"Permanent","2003","secondary school degree","no migration background","3125","0.881360424126342","0.870718771892029","0.892002076360655"
"Permanent","2003","secondary school degree","direct migration background","115","0.792171870206321","0.724474714702495","0.859869025710147"
"Permanent","2003","secondary school degree","indirect migration background","100","0.655740160473945","0.576754225529083","0.734726095418806"
"Permanent","2003","college entrance qualification","no migration background","2397","0.834731504912091","0.821013207799513","0.848449802024668"
"Permanent","2003","college entrance qualification","direct migration background","126","0.800963171139749","0.738507589051634","0.863418753227864"
"Permanent","2003","college entrance qualification","indirect migration background","80","0.766129425787461","0.685548171898068","0.846710679676854"
"Permanent","2003","Other degree","no migration background","22","","",""
"Permanent","2003","Other degree","direct migration background","474","0.875577685720444","0.847530534577505","0.903624836863383"
"Permanent","2003","Other degree","indirect migration background","5","","",""
"Permanent","2003","no degree/no degree yet","no migration background","38","0.853566330178136","0.750270938878345","0.956861721477927"
"Permanent","2003","no degree/no degree yet","direct migration background","47","0.832549169669691","0.730075662163466","0.935022677175916"
"Permanent","2003","no degree/no degree yet","indirect migration background","4","","",""
"Limited","2003","lower secondary degree","no migration background","247","0.0991785692485024","0.0870419310718313","0.111315207425173"
"Limited","2003","lower secondary degree","direct migration background","38","0.164311554088424","0.12332517831119","0.205297929865658"
"Limited","2003","lower secondary degree","indirect migration background","39","0.287357446404171","0.212128012378767","0.362586880429576"
"Limited","2003","secondary school degree","no migration background","422","0.118639575873658","0.107997923639345","0.129281228107971"
"Limited","2003","secondary school degree","direct migration background","23","","",""
"Limited","2003","secondary school degree","indirect migration background","39","0.344259839526055","0.265273904581194","0.423245774470917"
"Limited","2003","college entrance qualification","no migration background","419","0.165268495087909","0.151550197975332","0.178986792200487"
"Limited","2003","college entrance qualification","direct migration background","31","0.199036828860251","0.136581246772136","0.261492410948366"
"Limited","2003","college entrance qualification","indirect migration background","26","","",""
"Limited","2003","Other degree","no migration background","4","","",""
"Limited","2003","Other degree","direct migration background","58","0.124422314279556","0.0963751631366166","0.152469465422495"
"Limited","2003","Other degree","indirect migration background","1","","",""
"Limited","2003","no degree/no degree yet","no migration background","7","","",""
"Limited","2003","no degree/no degree yet","direct migration background","4","","",""
"Limited","2003","no degree/no degree yet","indirect migration background","4","","",""
"Permanent","2004","lower secondary degree","no migration background","1939","0.887590432535437","0.874355175599377","0.900825689471498"
"Permanent","2004","lower secondary degree","direct migration background","274","0.902290192356722","0.868634797177313","0.935945587536131"
"Permanent","2004","lower secondary degree","indirect migration background","100","0.668660302481607","0.590967991361429","0.746352613601785"
"Permanent","2004","secondary school degree","no migration background","2987","0.881488037133673","0.870649305407783","0.892326768859562"
"Permanent","2004","secondary school degree","direct migration background","106","0.727997667540899","0.650605405847196","0.805389929234602"
"Permanent","2004","secondary school degree","indirect migration background","96","0.648648349207325","0.567515275711689","0.729781422702962"
"Permanent","2004","college entrance qualification","no migration background","2351","0.821494423604378","0.807264658472692","0.835724188736063"
"Permanent","2004","college entrance qualification","direct migration background","121","0.797230864944636","0.732888734342842","0.86157299554643"
"Permanent","2004","college entrance qualification","indirect migration background","80","0.729419695702801","0.641907752571912","0.816931638833691"
"Permanent","2004","Other degree","no migration background","18","","",""
"Permanent","2004","Other degree","direct migration background","449","0.887766454298086","0.859674113479177","0.915858795116995"
"Permanent","2004","Other degree","indirect migration background","7","","",""
"Permanent","2004","no degree/no degree yet","no migration background","34","0.826368730273842","0.714444875078086","0.938292585469598"
"Permanent","2004","no degree/no degree yet","direct migration background","41","0.969222375953169","0.917599389621827","1.02084536228451"
"Permanent","2004","no degree/no degree yet","indirect migration background","3","","",""
"Limited","2004","lower secondary degree","no migration background","249","0.112409567464563","0.0991743105285017","0.125644824400623"
"Limited","2004","lower secondary degree","direct migration background","25","","",""
"Limited","2004","lower secondary degree","indirect migration background","41","0.331339697518393","0.253647386398215","0.409032008638571"
"Limited","2004","secondary school degree","no migration background","429","0.118511962866328","0.107673231140438","0.129350694592217"
"Limited","2004","secondary school degree","direct migration background","21","","",""
"Limited","2004","secondary school degree","indirect migration background","37","0.351351650792675","0.270218577297038","0.432484724288311"
"Limited","2004","college entrance qualification","no migration background","431","0.178505576395623","0.164275811263937","0.192735341527308"
"Limited","2004","college entrance qualification","direct migration background","29","","",""
"Limited","2004","college entrance qualification","indirect migration background","19","","",""
"Limited","2004","Other degree","no migration background","9","","",""
"Limited","2004","Other degree","direct migration background","36","0.112233545701914","0.084141204883005","0.140325886520823"
"Limited","2004","Other degree","indirect migration background","1","","",""
"Limited","2004","no degree/no degree yet","no migration background","10","","",""
"Limited","2004","no degree/no degree yet","direct migration background","2","","",""
"Limited","2004","no degree/no degree yet","indirect migration background","1","","",""
"Permanent","2005","lower secondary degree","no migration background","1811","0.888189996827546","0.874454297231012","0.90192569642408"
"Permanent","2005","lower secondary degree","direct migration background","249","0.866643165631567","0.826242228774721","0.907044102488413"
"Permanent","2005","lower secondary degree","indirect migration background","106","0.767410377026837","0.696665204744948","0.838155549308726"
"Permanent","2005","secondary school degree","no migration background","2932","0.881274819909658","0.870257001763004","0.892292638056312"
"Permanent","2005","secondary school degree","direct migration background","103","0.790252977787356","0.718009416253834","0.862496539320879"
"Permanent","2005","secondary school degree","indirect migration background","93","0.630351258636294","0.548314555531797","0.71238796174079"
"Permanent","2005","college entrance qualification","no migration background","2373","0.845729537204946","0.832189932771178","0.859269141638713"
"Permanent","2005","college entrance qualification","direct migration background","121","0.915208793648557","0.868217575210983","0.962200012086131"
"Permanent","2005","college entrance qualification","indirect migration background","82","0.752169606822791","0.671116434856284","0.833222778789299"
"Permanent","2005","Other degree","no migration background","22","","",""
"Permanent","2005","Other degree","direct migration background","428","0.893551023145599","0.865397804557101","0.921704241734097"
"Permanent","2005","Other degree","indirect migration background","6","","",""
"Permanent","2005","no degree/no degree yet","no migration background","34","0.896277993737116","0.805146039331259","0.987409948142974"
"Permanent","2005","no degree/no degree yet","direct migration background","35","0.834884906354346","0.721236629559037","0.948533183149655"
"Permanent","2005","no degree/no degree yet","indirect migration background","4","","",""
"Limited","2005","lower secondary degree","no migration background","211","0.111810003172454","0.0980743035759201","0.125545702768988"
"Limited","2005","lower secondary degree","direct migration background","23","","",""
"Limited","2005","lower secondary degree","indirect migration background","31","0.232589622973163","0.161844450691274","0.303334795255052"
"Limited","2005","secondary school degree","no migration background","379","0.118725180090342","0.107707361943688","0.129742998236996"
"Limited","2005","secondary school degree","direct migration background","19","","",""
"Limited","2005","secondary school degree","indirect migration background","40","0.369648741363706","0.28761203825921","0.451685444468203"
"Limited","2005","college entrance qualification","no migration background","361","0.154270462795054","0.140730858361287","0.167810067228822"
"Limited","2005","college entrance qualification","direct migration background","14","","",""
"Limited","2005","college entrance qualification","indirect migration background","27","","",""
"Limited","2005","Other degree","no migration background","11","","",""
"Limited","2005","Other degree","direct migration background","33","0.106448976854401","0.078295758265903","0.134602195442898"
"Limited","2005","Other degree","indirect migration background","1","","",""
"Limited","2005","no degree/no degree yet","no migration background","9","","",""
"Limited","2005","no degree/no degree yet","direct migration background","6","","",""
"Limited","2005","no degree/no degree yet","indirect migration background","1","","",""
"Permanent","2006","lower secondary degree","no migration background","1912","0.900350232436553","0.887596817254447","0.913103647618658"
"Permanent","2006","lower secondary degree","direct migration background","240","0.837905741178653","0.79426880914992","0.881542673207386"
"Permanent","2006","lower secondary degree","indirect migration background","95","0.68759781579978","0.608830409393555","0.766365222206004"
"Permanent","2006","secondary school degree","no migration background","3052","0.863195900427456","0.851811286450949","0.874580514403964"
"Permanent","2006","secondary school degree","direct migration background","107","0.854039846038273","0.791644563088803","0.916435128987742"
"Permanent","2006","secondary school degree","indirect migration background","94","0.677469569197675","0.597423006475509","0.75751613191984"
"Permanent","2006","college entrance qualification","no migration background","2498","0.837275141600578","0.823796767332691","0.850753515868464"
"Permanent","2006","college entrance qualification","direct migration background","133","0.920283295444133","0.876793196596844","0.963773394291421"
"Permanent","2006","college entrance qualification","indirect migration background","81","0.696915936832194","0.612177466961923","0.781654406702465"
"Permanent","2006","Other degree","no migration background","28","","",""
"Permanent","2006","Other degree","direct migration background","414","0.89063626472777","0.862053633451403","0.919218896004138"
"Permanent","2006","Other degree","indirect migration background","5","","",""
"Permanent","2006","no degree/no degree yet","no migration background","35","0.854445535363875","0.746498400268235","0.962392670459516"
"Permanent","2006","no degree/no degree yet","direct migration background","28","","",""
"Permanent","2006","no degree/no degree yet","indirect migration background","3","","",""
"Limited","2006","lower secondary degree","no migration background","207","0.0996497675634473","0.0868963523813416","0.112403182745553"
"Limited","2006","lower secondary degree","direct migration background","34","0.162094258821347","0.118457326792614","0.20573119085008"
"Limited","2006","lower secondary degree","indirect migration background","38","0.312402184200221","0.233634777793996","0.391169590606445"
"Limited","2006","secondary school degree","no migration background","448","0.136804099572544","0.125419485596036","0.148188713549051"
"Limited","2006","secondary school degree","direct migration background","16","","",""
"Limited","2006","secondary school degree","indirect migration background","37","0.322530430802325","0.24248386808016","0.40257699352449"
"Limited","2006","college entrance qualification","no migration background","383","0.162724858399422","0.149246484131536","0.176203232667309"
"Limited","2006","college entrance qualification","direct migration background","16","","",""
"Limited","2006","college entrance qualification","indirect migration background","32","0.303084063167806","0.218345593297535","0.387822533038077"
"Limited","2006","Other degree","no migration background","12","","",""
"Limited","2006","Other degree","direct migration background","44","0.10936373527223","0.0807811039958623","0.137946366548597"
"Limited","2006","Other degree","indirect migration background","1","","",""
"Limited","2006","no degree/no degree yet","no migration background","6","","",""
"Limited","2006","no degree/no degree yet","direct migration background","6","","",""
"Limited","2006","no degree/no degree yet","indirect migration background","","","",""
"Permanent","2007","lower secondary degree","no migration background","1797","0.900419245743476","0.887305773339534","0.913532718147418"
"Permanent","2007","lower secondary degree","direct migration background","211","0.833247052254562","0.78608788549828","0.880406219010845"
"Permanent","2007","lower secondary degree","indirect migration background","108","0.743933792531744","0.672646827918726","0.815220757144763"
"Permanent","2007","secondary school degree","no migration background","2909","0.869534086871079","0.858063259026506","0.881004914715653"
"Permanent","2007","secondary school degree","direct migration background","92","0.865109614283737","0.800979663063857","0.929239565503618"
"Permanent","2007","secondary school degree","indirect migration background","92","0.689364191362908","0.608563898004784","0.770164484721032"
"Permanent","2007","college entrance qualification","no migration background","2402","0.828572298606354","0.81462757330703","0.842517023905679"
"Permanent","2007","college entrance qualification","direct migration background","121","0.890424501239649","0.838309371084821","0.942539631394477"
"Permanent","2007","college entrance qualification","indirect migration background","91","0.700729667606191","0.621085621317573","0.780373713894809"
"Permanent","2007","Other degree","no migration background","27","","",""
"Permanent","2007","Other degree","direct migration background","361","0.852867715309102","0.818703779908296","0.887031650709908"
"Permanent","2007","Other degree","indirect migration background","7","","",""
"Permanent","2007","no degree/no degree yet","no migration background","24","","",""
"Permanent","2007","no degree/no degree yet","direct migration background","26","","",""
"Permanent","2007","no degree/no degree yet","indirect migration background","3","","",""
"Limited","2007","lower secondary degree","no migration background","206","0.0995807542565241","0.0864672818525823","0.112694226660466"
"Limited","2007","lower secondary degree","direct migration background","29","","",""
"Limited","2007","lower secondary degree","indirect migration background","36","0.256066207468256","0.184779242855237","0.327353172081274"
"Limited","2007","secondary school degree","no migration background","403","0.130465913128921","0.118995085284347","0.141936740973494"
"Limited","2007","secondary school degree","direct migration background","17","","",""
"Limited","2007","secondary school degree","indirect migration background","34","0.310635808637092","0.229835515278968","0.391436101995216"
"Limited","2007","college entrance qualification","no migration background","404","0.171427701393646","0.157482976094321","0.18537242669297"
"Limited","2007","college entrance qualification","direct migration background","17","","",""
"Limited","2007","college entrance qualification","indirect migration background","36","0.299270332393809","0.219626286105191","0.378914378682427"
"Limited","2007","Other degree","no migration background","9","","",""
"Limited","2007","Other degree","direct migration background","52","0.147132284690898","0.112968349290092","0.181296220091704"
"Limited","2007","Other degree","indirect migration background","3","","",""
"Limited","2007","no degree/no degree yet","no migration background","8","","",""
"Limited","2007","no degree/no degree yet","direct migration background","2","","",""
"Limited","2007","no degree/no degree yet","indirect migration background","2","","",""
"Permanent","2008","lower secondary degree","no migration background","1694","0.90060422819563","0.887076164266399","0.914132292124861"
"Permanent","2008","lower secondary degree","direct migration background","203","0.883127035240076","0.841241652140156","0.925012418339996"
"Permanent","2008","lower secondary degree","indirect migration background","118","0.750610673656335","0.681140040709523","0.820081306603148"
"Permanent","2008","secondary school degree","no migration background","2828","0.857020776447865","0.844963705645561","0.869077847250169"
"Permanent","2008","secondary school degree","direct migration background","86","0.759055418232231","0.677643032241141","0.840467804223321"
"Permanent","2008","secondary school degree","indirect migration background","88","0.667583554933285","0.585329582027032","0.749837527839537"
"Permanent","2008","college entrance qualification","no migration background","2283","0.83042499404081","0.816199094478535","0.844650893603085"
"Permanent","2008","college entrance qualification","direct migration background","104","0.859596030954318","0.799412176375797","0.919779885532839"
"Permanent","2008","college entrance qualification","indirect migration background","91","0.808974794433892","0.73921888442918","0.878730704438604"
"Permanent","2008","Other degree","no migration background","28","","",""
"Permanent","2008","Other degree","direct migration background","333","0.872543365531225","0.838745675113259","0.90634105594919"
"Permanent","2008","Other degree","indirect migration background","6","","",""
"Permanent","2008","no degree/no degree yet","no migration background","24","","",""
"Permanent","2008","no degree/no degree yet","direct migration background","26","","",""
"Permanent","2008","no degree/no degree yet","indirect migration background","4","","",""
"Limited","2008","lower secondary degree","no migration background","185","0.09939577180437","0.0858677078751391","0.112923835733601"
"Limited","2008","lower secondary degree","direct migration background","23","","",""
"Limited","2008","lower secondary degree","indirect migration background","31","0.249389326343665","0.179918693396852","0.318859959290477"
"Limited","2008","secondary school degree","no migration background","410","0.142979223552135","0.130922152749831","0.155036294354439"
"Limited","2008","secondary school degree","direct migration background","20","","",""
"Limited","2008","secondary school degree","indirect migration background","38","0.332416445066715","0.250162472160463","0.414670417972968"
"Limited","2008","college entrance qualification","no migration background","390","0.16957500595919","0.155349106396915","0.183800905521465"
"Limited","2008","college entrance qualification","direct migration background","24","","",""
"Limited","2008","college entrance qualification","indirect migration background","31","0.191025205566108","0.121269295561396","0.26078111557082"
"Limited","2008","Other degree","no migration background","11","","",""
"Limited","2008","Other degree","direct migration background","41","0.127456634468775","0.0936589440508101","0.161254324886741"
"Limited","2008","Other degree","indirect migration background","2","","",""
"Limited","2008","no degree/no degree yet","no migration background","13","","",""
"Limited","2008","no degree/no degree yet","direct migration background","3","","",""
"Limited","2008","no degree/no degree yet","indirect migration background","1","","",""
"Permanent","2009","lower secondary degree","no migration background","1530","0.903709876827577","0.88972832356908","0.917691430086074"
"Permanent","2009","lower secondary degree","direct migration background","170","0.85506578448114","0.805271132318652","0.904860436643629"
"Permanent","2009","lower secondary degree","indirect migration background","108","0.783379211040391","0.714145960160721","0.85261246192006"
"Permanent","2009","secondary school degree","no migration background","2694","0.876653516575603","0.864983390519006","0.8883236426322"
