"plb0037_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Permanent","1997","Couple + C. GT 16 ","Urban Area","637","0.781682268440489","0.753074006845259","0.81029053003572"
"Permanent","1997","Couple + C. LE 16 ","Rural Area","553","0.91867123285786","0.896781682892427","0.940560782823294"
"Permanent","1997","Couple + C. LE 16 ","Urban Area","1097","0.928719706791082","0.914082783364227","0.943356630217936"
"Permanent","1997","Couple + C. LE and GT 16","Rural Area","236","0.768838151202276","0.721291475058651","0.816384827345901"
"Permanent","1997","Couple + C. LE and GT 16","Urban Area","338","0.742485323018933","0.701441313818987","0.78352933221888"
"Permanent","1997","Single parent ","Rural Area","84","0.775882137002159","0.700959902167897","0.850804371836421"
"Permanent","1997","Single parent ","Urban Area","183","0.784503693939066","0.731250242377635","0.837757145500497"
"Limited","1998","(Married) couple without C. ","Rural Area","53","0.0855094245592024","0.0619019072174706","0.109116941900934"
"Limited","1998","(Married) couple without C. ","Urban Area","112","0.0795725979850049","0.0648668885259712","0.0942783074440386"
"Limited","1998","1-pers.-HH","Rural Area","21","","",""
"Limited","1998","1-pers.-HH","Urban Area","78","0.143516888017035","0.113891239940769","0.1731425360933"
"Limited","1998","Couple + C. GT 16 ","Rural Area","128","0.216816983187165","0.183395944220541","0.250238022153788"
"Limited","1998","Couple + C. GT 16 ","Urban Area","160","0.192511290707766","0.166505858782487","0.218516722633045"
"Limited","1998","Couple + C. LE 16 ","Rural Area","50","0.0685325110159073","0.0495980820013333","0.0874669400304812"
"Limited","1998","Couple + C. LE 16 ","Urban Area","109","0.0862553478184478","0.0707908195183254","0.10171987611857"
"Limited","1998","Couple + C. LE and GT 16","Rural Area","82","0.25751426379776","0.209828193773868","0.305200333821653"
"Limited","1998","Couple + C. LE and GT 16","Urban Area","97","0.201957583362201","0.163834645463507","0.240080521260894"
"Limited","1998","Single parent ","Rural Area","37","0.308165098413587","0.224854539816593","0.391475657010582"
"Limited","1998","Single parent ","Urban Area","58","0.228156392561994","0.177245722401503","0.279067062722485"
"Permanent","1998","(Married) couple without C. ","Rural Area","486","0.914490575440798","0.890883058099066","0.938098092782529"
"Permanent","1998","(Married) couple without C. ","Urban Area","1189","0.920427402014995","0.905721692555961","0.935133111474029"
"Permanent","1998","1-pers.-HH","Rural Area","141","0.884151497664232","0.83486827044355","0.933434724884914"
"Permanent","1998","1-pers.-HH","Urban Area","460","0.856483111982965","0.8268574639067","0.886108760059231"
"Permanent","1998","Couple + C. GT 16 ","Rural Area","456","0.783183016812835","0.749761977846212","0.816604055779459"
"Permanent","1998","Couple + C. GT 16 ","Urban Area","723","0.807488709292234","0.781483277366955","0.833494141217513"
"Permanent","1998","Couple + C. LE 16 ","Rural Area","634","0.931467488984093","0.912533059969519","0.950401917998667"
"Permanent","1998","Couple + C. LE 16 ","Urban Area","1157","0.913744652181552","0.89828012388143","0.929209180481675"
"Permanent","1998","Couple + C. LE and GT 16","Rural Area","241","0.742485736202239","0.694799666178347","0.790171806226132"
"Permanent","1998","Couple + C. LE and GT 16","Urban Area","329","0.798042416637799","0.759919478739106","0.836165354536493"
"Permanent","1998","Single parent ","Rural Area","81","0.691834901586413","0.608524342989418","0.775145460183407"
"Permanent","1998","Single parent ","Urban Area","203","0.771843607438006","0.720932937277515","0.822754277598497"
"Limited","1999","(Married) couple without C. ","Rural Area","67","0.0835183216857576","0.0605835215433443","0.106453121828171"
"Limited","1999","(Married) couple without C. ","Urban Area","128","0.0843113215809006","0.0694344175102046","0.0991882256515967"
"Limited","1999","1-pers.-HH","Rural Area","37","0.209906335671255","0.150413605199927","0.269399066142584"
"Limited","1999","1-pers.-HH","Urban Area","83","0.135718252700884","0.106723961481562","0.164712543920206"
"Limited","1999","Couple + C. GT 16 ","Rural Area","127","0.23788766787509","0.202590679975232","0.273184655774947"
"Limited","1999","Couple + C. GT 16 ","Urban Area","178","0.214234614322176","0.187218524110539","0.241250704533813"
"Limited","1999","Couple + C. LE 16 ","Rural Area","62","0.0884144529717227","0.0673533686310192","0.109475537312426"
"Limited","1999","Couple + C. LE 16 ","Urban Area","101","0.0730306197872699","0.058776897474466","0.0872843421000737"
"Limited","1999","Couple + C. LE and GT 16","Rural Area","96","0.270964720340695","0.222191279299712","0.319738161381678"
"Limited","1999","Couple + C. LE and GT 16","Urban Area","88","0.22720335637532","0.185932784861017","0.268473927889623"
"Limited","1999","Single parent ","Rural Area","44","0.297699975210066","0.22056844491405","0.374831505506082"
"Limited","1999","Single parent ","Urban Area","62","0.237375122412503","0.185953792838485","0.288796451986522"
"Permanent","1999","(Married) couple without C. ","Rural Area","492","0.916481678314243","0.893546878171829","0.939416478456656"
"Permanent","1999","(Married) couple without C. ","Urban Area","1212","0.915688678419099","0.900811774348403","0.930565582489795"
"Permanent","1999","1-pers.-HH","Rural Area","143","0.790093664328745","0.730600933857416","0.849586394800073"
"Permanent","1999","1-pers.-HH","Urban Area","453","0.864281747299116","0.835287456079794","0.893276038518438"
"Permanent","1999","Couple + C. GT 16 ","Rural Area","432","0.76211233212491","0.726815344225053","0.797409320024768"
"Permanent","1999","Couple + C. GT 16 ","Urban Area","708","0.785765385677824","0.758749295466187","0.812781475889461"
"Permanent","1999","Couple + C. LE 16 ","Rural Area","636","0.911585547028277","0.890524462687574","0.932646631368981"
"Permanent","1999","Couple + C. LE 16 ","Urban Area","1179","0.92696938021273","0.912715657899926","0.941223102525534"
"Permanent","1999","Couple + C. LE and GT 16","Rural Area","223","0.729035279659305","0.680261838618322","0.777808720700288"
"Permanent","1999","Couple + C. LE and GT 16","Urban Area","308","0.77279664362468","0.731526072110377","0.814067215138983"
"Permanent","1999","Single parent ","Rural Area","91","0.702300024789934","0.625168494493918","0.77943155508595"
"Permanent","1999","Single parent ","Urban Area","201","0.762624877587497","0.711203548013478","0.814046207161515"
"Limited","2000","(Married) couple without C. ","Rural Area","96","0.0840587259246457","0.0655568213739267","0.102560630475365"
"Limited","2000","(Married) couple without C. ","Urban Area","182","0.0842362397936037","0.0722308090016705","0.0962416705855368"
"Limited","2000","1-pers.-HH","Rural Area","62","0.182242094134436","0.140964423947392","0.22351976432148"
"Limited","2000","1-pers.-HH","Urban Area","148","0.137965333251603","0.116728452855005","0.1592022136482"
"Limited","2000","Couple + C. GT 16 ","Rural Area","219","0.232645016592084","0.205238253970992","0.260051779213177"
"Limited","2000","Couple + C. GT 16 ","Urban Area","246","0.198366077101749","0.176622120124174","0.220110034079323"
"Limited","2000","Couple + C. LE 16 ","Rural Area","105","0.0963416207295326","0.0786125329179737","0.114070708541092"
"Limited","2000","Couple + C. LE 16 ","Urban Area","151","0.0779098609896957","0.0664161102488628","0.0894036117305285"
"Limited","2000","Couple + C. LE and GT 16","Rural Area","127","0.279558049909478","0.239284083897474","0.319832015921482"
"Limited","2000","Couple + C. LE and GT 16","Urban Area","145","0.255142690580432","0.220910698329242","0.289374682831622"
"Limited","2000","Single parent ","Rural Area","52","0.253135956450511","0.191792656994959","0.314479255906064"
"Limited","2000","Single parent ","Urban Area","92","0.22763490782114","0.188893751093962","0.266376064548317"
"Permanent","2000","(Married) couple without C. ","Rural Area","768","0.915941274075354","0.897439369524635","0.934443178626073"
"Permanent","2000","(Married) couple without C. ","Urban Area","1874","0.915763760206396","0.903758329414463","0.92776919099833"
"Permanent","2000","1-pers.-HH","Rural Area","274","0.817757905865564","0.77648023567852","0.859035576052608"
"Permanent","2000","1-pers.-HH","Urban Area","865","0.862034666748397","0.8407977863518","0.883271547144995"
"Permanent","2000","Couple + C. GT 16 ","Rural Area","694","0.767354983407916","0.739948220786823","0.794761746029008"
"Permanent","2000","Couple + C. GT 16 ","Urban Area","1046","0.801633922898251","0.779889965920677","0.823377879875826"
"Permanent","2000","Couple + C. LE 16 ","Rural Area","959","0.903658379270467","0.885929291458909","0.921387467082026"
"Permanent","2000","Couple + C. LE 16 ","Urban Area","1938","0.922090139010304","0.910596388269471","0.933583889751137"
"Permanent","2000","Couple + C. LE and GT 16","Rural Area","350","0.720441950090522","0.680167984078518","0.760715916102526"
"Permanent","2000","Couple + C. LE and GT 16","Urban Area","478","0.744857309419568","0.710625317168378","0.779089301670758"
"Permanent","2000","Single parent ","Rural Area","141","0.746864043549489","0.685520744093936","0.808207343005041"
"Permanent","2000","Single parent ","Urban Area","358","0.77236509217886","0.733623935451683","0.811106248906038"
"Limited","2001","(Married) couple without C. ","Rural Area","90","0.0935551687892931","0.0732869268805718","0.113823410698015"
"Limited","2001","(Married) couple without C. ","Urban Area","147","0.0800951331470442","0.0676450507257836","0.0925452155683048"
"Limited","2001","1-pers.-HH","Rural Area","46","0.138853755934369","0.0990552870995888","0.178652224769149"
"Limited","2001","1-pers.-HH","Urban Area","132","0.117577972183437","0.0968984124619358","0.138257531904939"
"Limited","2001","Couple + C. GT 16 ","Rural Area","191","0.24842162749153","0.218479342752577","0.278363912230482"
"Limited","2001","Couple + C. GT 16 ","Urban Area","232","0.198952652426025","0.176261261188999","0.221644043663051"
"Limited","2001","Couple + C. LE 16 ","Rural Area","93","0.0916604932823993","0.0734833508954724","0.109837635669326"
"Limited","2001","Couple + C. LE 16 ","Urban Area","132","0.0716095715583713","0.0601595981103092","0.0830595450064333"
"Limited","2001","Couple + C. LE and GT 16","Rural Area","115","0.295958452879395","0.251446983926062","0.340469921832728"
"Limited","2001","Couple + C. LE and GT 16","Urban Area","147","0.266635662907671","0.231687082088371","0.301584243726972"
"Limited","2001","Single parent ","Rural Area","54","0.281800712058704","0.218819127407543","0.344782296709866"
"Limited","2001","Single parent ","Urban Area","88","0.244409056628744","0.201594186819731","0.287223926437756"
"Permanent","2001","(Married) couple without C. ","Rural Area","703","0.906444831210707","0.886176589301986","0.926713073119428"
"Permanent","2001","(Married) couple without C. ","Urban Area","1679","0.919904866852956","0.907454784431695","0.932354949274216"
"Permanent","2001","1-pers.-HH","Rural Area","244","0.861146244065631","0.821347775230851","0.900944712900411"
"Permanent","2001","1-pers.-HH","Urban Area","800","0.882422027816563","0.861742468095061","0.903101587538064"
"Permanent","2001","Couple + C. GT 16 ","Rural Area","609","0.75157837250847","0.721636087769518","0.781520657247423"
"Permanent","2001","Couple + C. GT 16 ","Urban Area","957","0.801047347573975","0.778355956336949","0.823738738811001"
"Permanent","2001","Couple + C. LE 16 ","Rural Area","875","0.908339506717601","0.890162364330674","0.926516649104528"
"Permanent","2001","Couple + C. LE 16 ","Urban Area","1816","0.928390428441629","0.916940454993567","0.939840401889691"
"Permanent","2001","Couple + C. LE and GT 16","Rural Area","289","0.704041547120605","0.659530078167272","0.748553016073938"
"Permanent","2001","Couple + C. LE and GT 16","Urban Area","468","0.733364337092329","0.698415756273028","0.768312917911629"
"Permanent","2001","Single parent ","Rural Area","142","0.718199287941296","0.655217703290134","0.781180872592457"
"Permanent","2001","Single parent ","Urban Area","299","0.755590943371256","0.712776073562244","0.798405813180268"
"Limited","2002","(Married) couple without C. ","Rural Area","67","0.0879529718193809","0.0688790384454044","0.107026905193357"
"Limited","2002","(Married) couple without C. ","Urban Area","159","0.0764079168733185","0.0648660738104877","0.0879497599361493"
"Limited","2002","1-pers.-HH","Rural Area","44","0.122401516973533","0.0835231424093965","0.161279891537669"
"Limited","2002","1-pers.-HH","Urban Area","139","0.1475921168181","0.124634926599239","0.170549307036961"
"Limited","2002","Couple + C. GT 16 ","Rural Area","208","0.239630604628457","0.211363619274839","0.267897589982075"
"Limited","2002","Couple + C. GT 16 ","Urban Area","255","0.230217303875808","0.207271573688368","0.253163034063247"
"Limited","2002","Couple + C. LE 16 ","Rural Area","71","0.0798673398346826","0.0623215365446428","0.0974131431247224"
"Limited","2002","Couple + C. LE 16 ","Urban Area","134","0.0631218979821283","0.052561406147738","0.0736823898165186"
"Limited","2002","Couple + C. LE and GT 16","Rural Area","100","0.261890924543732","0.219071475351193","0.30471037373627"
"Limited","2002","Couple + C. LE and GT 16","Urban Area","153","0.278904421329349","0.245296306219977","0.31251253643872"
"Limited","2002","Single parent ","Rural Area","56","0.307712179074683","0.244531127634594","0.370893230514771"
"Limited","2002","Single parent ","Urban Area","96","0.234943645508077","0.193447814180128","0.276439476836026"
"Permanent","2002","(Married) couple without C. ","Rural Area","780","0.912047028180619","0.892973094806643","0.931120961554595"
"Permanent","2002","(Married) couple without C. ","Urban Area","1876","0.923592083126682","0.912050240063851","0.935133926189512"
"Permanent","2002","1-pers.-HH","Rural Area","229","0.877598483026467","0.838720108462331","0.916476857590603"
"Permanent","2002","1-pers.-HH","Urban Area","778","0.8524078831819","0.829450692963039","0.875365073400761"
"Permanent","2002","Couple + C. GT 16 ","Rural Area","668","0.760369395371543","0.732102410017925","0.788636380725161"
"Permanent","2002","Couple + C. GT 16 ","Urban Area","1038","0.769782696124192","0.746836965936753","0.792728426311632"
"Permanent","2002","Couple + C. LE 16 ","Rural Area","846","0.920132660165317","0.902586856875278","0.937678463455357"
"Permanent","2002","Couple + C. LE 16 ","Urban Area","1903","0.936878102017872","0.926317610183481","0.947438593852262"
"Permanent","2002","Couple + C. LE and GT 16","Rural Area","305","0.738109075456268","0.69528962626373","0.780928524648807"
"Permanent","2002","Couple + C. LE and GT 16","Urban Area","531","0.721095578670651","0.68748746356128","0.754703693780023"
"Permanent","2002","Single parent ","Rural Area","149","0.692287820925317","0.629106769485229","0.755468872365406"
"Permanent","2002","Single parent ","Urban Area","305","0.765056354491923","0.723560523163974","0.806552185819872"
"Limited","2003","(Married) couple without C. ","Rural Area","86","0.0801093394742444","0.0616746735980084","0.0985440053504803"
"Limited","2003","(Married) couple without C. ","Urban Area","178","0.0989606933820664","0.0856039460699407","0.112317440694192"
"Limited","2003","1-pers.-HH","Rural Area","45","0.170055705071773","0.124908866106015","0.215202544037532"
"Limited","2003","1-pers.-HH","Urban Area","114","0.125823722197236","0.103683843813737","0.147963600580735"
"Limited","2003","Couple + C. GT 16 ","Rural Area","168","0.184999111045812","0.158340768222208","0.211657453869416"
"Limited","2003","Couple + C. GT 16 ","Urban Area","266","0.236916653606777","0.213614470992056","0.260218836221497"
"Limited","2003","Couple + C. LE 16 ","Rural Area","70","0.0944764668880138","0.0749394519818237","0.114013481794204"
"Limited","2003","Couple + C. LE 16 ","Urban Area","121","0.0686436902201403","0.0570717370539675","0.0802156433863132"
"Limited","2003","Couple + C. LE and GT 16","Rural Area","93","0.319661641792737","0.27045244401028","0.368870839575194"
"Limited","2003","Couple + C. LE and GT 16","Urban Area","125","0.211424702284615","0.180130876173654","0.242718528395576"
"Limited","2003","Single parent ","Rural Area","50","0.246276250060808","0.184359381322845","0.308193118798772"
"Limited","2003","Single parent ","Urban Area","87","0.224234907464042","0.181851745995804","0.26661806893228"
"Permanent","2003","(Married) couple without C. ","Rural Area","747","0.919890660525756","0.90145599464952","0.938325326401992"
"Permanent","2003","(Married) couple without C. ","Urban Area","1742","0.901039306617934","0.887682559305808","0.914396053930059"
"Permanent","2003","1-pers.-HH","Rural Area","221","0.829944294928227","0.784797455962468","0.875091133893985"
"Permanent","2003","1-pers.-HH","Urban Area","748","0.874176277802764","0.852036399419265","0.896316156186263"
"Permanent","2003","Couple + C. GT 16 ","Rural Area","647","0.815000888954188","0.788342546130584","0.841659231777792"
"Permanent","2003","Couple + C. GT 16 ","Urban Area","1013","0.763083346393223","0.739781163778503","0.786385529007944"
"Permanent","2003","Couple + C. LE 16 ","Rural Area","791","0.905523533111986","0.885986518205796","0.925060548018176"
"Permanent","2003","Couple + C. LE 16 ","Urban Area","1713","0.93135630977986","0.919784356613687","0.942928262946032"
"Permanent","2003","Couple + C. LE and GT 16","Rural Area","252","0.680338358207263","0.631129160424806","0.72954755598972"
"Permanent","2003","Couple + C. LE and GT 16","Urban Area","529","0.788575297715385","0.757281471604424","0.819869123826346"
"Permanent","2003","Single parent ","Rural Area","136","0.753723749939192","0.691806881201228","0.815640618677155"
"Permanent","2003","Single parent ","Urban Area","285","0.775765092535958","0.73338193106772","0.818148254004196"
"Limited","2004","(Married) couple without C. ","Rural Area","82","0.076893404387898","0.0586914238742736","0.0950953849015224"
"Limited","2004","(Married) couple without C. ","Urban Area","185","0.107707283693895","0.09387295188279","0.121541615504999"
"Limited","2004","1-pers.-HH","Rural Area","50","0.200686635528984","0.154105863281892","0.247267407776075"
"Limited","2004","1-pers.-HH","Urban Area","120","0.148990872583674","0.124544398619997","0.17343734654735"
"Limited","2004","Couple + C. GT 16 ","Rural Area","193","0.237571741037393","0.20820821494288","0.266935267131905"
"Limited","2004","Couple + C. GT 16 ","Urban Area","243","0.217016016000252","0.194155332850853","0.239876699149651"
"Limited","2004","Couple + C. LE 16 ","Rural Area","67","0.0786417216437843","0.0596782263534931","0.0976052169340756"
"Limited","2004","Couple + C. LE 16 ","Urban Area","128","0.0762853498458218","0.0637765821728222","0.0887941175188214"
"Limited","2004","Couple + C. LE and GT 16","Rural Area","76","0.240176547526664","0.193732714345302","0.286620380708027"
"Limited","2004","Couple + C. LE and GT 16","Urban Area","114","0.243560631135945","0.208955144744976","0.278166117526915"
"Limited","2004","Single parent ","Rural Area","55","0.351076299028961","0.279951244330798","0.422201353727123"
"Limited","2004","Single parent ","Urban Area","96","0.268892618287501","0.223775519950678","0.314009716624325"
"Permanent","2004","(Married) couple without C. ","Rural Area","741","0.923106595612102","0.904904615098478","0.941308576125726"
"Permanent","2004","(Married) couple without C. ","Urban Area","1744","0.892292716306105","0.878458384495001","0.90612704811721"
"Permanent","2004","1-pers.-HH","Rural Area","234","0.799313364471016","0.752732592223925","0.845894136718108"
"Permanent","2004","1-pers.-HH","Urban Area","695","0.851009127416327","0.82656265345265","0.875455601380003"
"Permanent","2004","Couple + C. GT 16 ","Rural Area","614","0.762428258962607","0.733064732868095","0.79179178505712"
"Permanent","2004","Couple + C. GT 16 ","Urban Area","1006","0.782983983999748","0.760123300850349","0.805844667149147"
"Permanent","2004","Couple + C. LE 16 ","Rural Area","707","0.921358278356216","0.902394783065924","0.940321773646507"
"Permanent","2004","Couple + C. LE 16 ","Urban Area","1602","0.923714650154178","0.911205882481179","0.936223417827178"
"Permanent","2004","Couple + C. LE and GT 16","Rural Area","249","0.759823452473336","0.713379619291973","0.806267285654698"
"Permanent","2004","Couple + C. LE and GT 16","Urban Area","477","0.756439368864054","0.721833882473085","0.791044855255024"
"Permanent","2004","Single parent ","Rural Area","118","0.648923700971039","0.577798646272877","0.720048755669202"
"Permanent","2004","Single parent ","Urban Area","275","0.731107381712499","0.685990283375675","0.776224480049322"
"Limited","2005","(Married) couple without C. ","Rural Area","64","0.100050526159489","0.0793348400293662","0.120766212289613"
"Limited","2005","(Married) couple without C. ","Urban Area","168","0.105505709800043","0.0915446500089018","0.119466769591184"
"Limited","2005","1-pers.-HH","Rural Area","46","0.188605247180922","0.143658881642547","0.233551612719297"
"Limited","2005","1-pers.-HH","Urban Area","121","0.119689071371224","0.0979948453349767","0.14138329740747"
"Limited","2005","Couple + C. GT 16 ","Rural Area","149","0.215731274586239","0.18660246682892","0.244860082343558"
"Limited","2005","Couple + C. GT 16 ","Urban Area","228","0.221939930139573","0.19835947650933","0.245520383769816"
"Limited","2005","Couple + C. LE 16 ","Rural Area","68","0.100650637141622","0.0787804063809673","0.122520867902276"
"Limited","2005","Couple + C. LE 16 ","Urban Area","103","0.0779660469793069","0.0649619196507408","0.090970174307873"
"Limited","2005","Couple + C. LE and GT 16","Rural Area","75","0.3037986926869","0.252185759739957","0.355411625633843"
"Limited","2005","Couple + C. LE and GT 16","Urban Area","114","0.23713380414188","0.202339106699022","0.271928501584737"
"Limited","2005","Single parent ","Rural Area","45","0.24959494152994","0.18637157687526","0.31281830618462"
"Limited","2005","Single parent ","Urban Area","74","0.218744038757452","0.174541904676205","0.262946172838699"
"Permanent","2005","(Married) couple without C. ","Rural Area","742","0.899949473840511","0.879233787710387","0.920665159970634"
"Permanent","2005","(Married) couple without C. ","Urban Area","1692","0.894494290199957","0.880533230408816","0.908455349991098"
"Permanent","2005","1-pers.-HH","Rural Area","245","0.811394752819078","0.766448387280703","0.856341118357453"
"Permanent","2005","1-pers.-HH","Urban Area","739","0.880310928628776","0.85861670259253","0.902005154665023"
"Permanent","2005","Couple + C. GT 16 ","Rural Area","617","0.784268725413761","0.755139917656442","0.81339753317108"
"Permanent","2005","Couple + C. GT 16 ","Urban Area","965","0.778060069860427","0.754479616230184","0.80164052349067"
"Permanent","2005","Couple + C. LE 16 ","Rural Area","659","0.899349362858378","0.877479132097724","0.921219593619033"
"Permanent","2005","Couple + C. LE 16 ","Urban Area","1530","0.922033953020693","0.909029825692127","0.935038080349259"
"Permanent","2005","Couple + C. LE and GT 16","Rural Area","230","0.6962013073131","0.644588374366157","0.747814240260043"
"Permanent","2005","Couple + C. LE and GT 16","Urban Area","460","0.76286619585812","0.728071498415263","0.797660893300978"
"Permanent","2005","Single parent ","Rural Area","135","0.75040505847006","0.68718169381538","0.81362842312474"
"Permanent","2005","Single parent ","Urban Area","262","0.781255961242548","0.737053827161301","0.825458095323795"
"Limited","2006","(Married) couple without C. ","Rural Area","81","0.101288421740575","0.0811822166715142","0.121394626809635"
"Limited","2006","(Married) couple without C. ","Urban Area","184","0.127788062647045","0.11323636469592","0.142339760598171"
"Limited","2006","1-pers.-HH","Rural Area","55","0.185482729337079","0.144527257923532","0.226438200750627"
"Limited","2006","1-pers.-HH","Urban Area","132","0.141203283220321","0.118363606800898","0.164042959639745"
"Limited","2006","Couple + C. GT 16 ","Rural Area","162","0.196474076929397","0.169377736370433","0.223570417488362"
"Limited","2006","Couple + C. GT 16 ","Urban Area","255","0.253754347950751","0.229245456263905","0.278263239637598"
"Limited","2006","Couple + C. LE 16 ","Rural Area","75","0.108559604730942","0.0861003868249202","0.131018822636963"
"Limited","2006","Couple + C. LE 16 ","Urban Area","139","0.0746814511014999","0.0621705907892798","0.0871923114137199"
"Limited","2006","Couple + C. LE and GT 16","Rural Area","68","0.277670815738178","0.225584742163266","0.329756889313091"
"Limited","2006","Couple + C. LE and GT 16","Urban Area","98","0.205140559463349","0.171636153079326","0.238644965847373"
"Limited","2006","Single parent ","Rural Area","56","0.280354408705992","0.219603682581334","0.341105134830649"
"Limited","2006","Single parent ","Urban Area","78","0.224457880703852","0.181178194175614","0.26773756723209"
"Permanent","2006","(Married) couple without C. ","Rural Area","784","0.898711578259425","0.878605373190365","0.918817783328486"
"Permanent","2006","(Married) couple without C. ","Urban Area","1838","0.872211937352955","0.857660239401829","0.88676363530408"
"Permanent","2006","1-pers.-HH","Rural Area","291","0.814517270662921","0.773561799249373","0.855472742076468"
"Permanent","2006","1-pers.-HH","Urban Area","761","0.858796716779679","0.835957040360255","0.881636393199102"
"Permanent","2006","Couple + C. GT 16 ","Rural Area","664","0.803525923070603","0.776429582511638","0.830622263629567"
"Permanent","2006","Couple + C. GT 16 ","Urban Area","956","0.746245652049249","0.721736760362402","0.770754543736095"
"Permanent","2006","Couple + C. LE 16 ","Rural Area","662","0.891440395269058","0.868981177363037","0.91389961317508"
"Permanent","2006","Couple + C. LE 16 ","Urban Area","1557","0.9253185488985","0.91280768858628","0.93782940921072"
"Permanent","2006","Couple + C. LE and GT 16","Rural Area","216","0.722329184261822","0.670243110686909","0.774415257836734"
"Permanent","2006","Couple + C. LE and GT 16","Urban Area","460","0.794859440536651","0.761355034152627","0.828363846920674"
"Permanent","2006","Single parent ","Rural Area","154","0.719645591294008","0.658894865169351","0.780396317418666"
"Permanent","2006","Single parent ","Urban Area","279","0.775542119296148","0.732262432767909","0.818821805824386"
"Limited","2007","(Married) couple without C. ","Rural Area","93","0.101541399862837","0.0813073965421135","0.121775403183561"
"Limited","2007","(Married) couple without C. ","Urban Area","187","0.0983436373423846","0.0848830867165349","0.111804187968234"
"Limited","2007","1-pers.-HH","Rural Area","60","0.191885295418078","0.150806463059615","0.23296412777654"
"Limited","2007","1-pers.-HH","Urban Area","128","0.145193164566417","0.121495730446408","0.168890598686426"
"Limited","2007","Couple + C. GT 16 ","Rural Area","148","0.197669114444567","0.16970342530631","0.225634803582825"
"Limited","2007","Couple + C. GT 16 ","Urban Area","240","0.256003067659647","0.231382241987672","0.280623893331623"
"Limited","2007","Couple + C. LE 16 ","Rural Area","74","0.106521936650979","0.0840033083400296","0.129040564961928"
"Limited","2007","Couple + C. LE 16 ","Urban Area","145","0.103804398507271","0.089006593645749","0.118602203368793"
"Limited","2007","Couple + C. LE and GT 16","Rural Area","70","0.311376911992648","0.256846070454314","0.365907753530981"
"Limited","2007","Couple + C. LE and GT 16","Urban Area","96","0.229031991964325","0.192418674080165","0.265645309848485"
"Limited","2007","Single parent ","Rural Area","54","0.296144383017167","0.23122642797479","0.361062338059544"
"Limited","2007","Single parent ","Urban Area","79","0.232986386172012","0.188314357177718","0.277658415166307"
"Permanent","2007","(Married) couple without C. ","Rural Area","763","0.898458600137162","0.878224596816438","0.918692603457887"
"Permanent","2007","(Married) couple without C. ","Urban Area","1693","0.901656362657616","0.888195812031766","0.915116913283465"
"Permanent","2007","1-pers.-HH","Rural Area","293","0.808114704581922","0.76703587222346","0.849193536940385"
"Permanent","2007","1-pers.-HH","Urban Area","721","0.854806835433583","0.831109401313574","0.878504269553592"
"Permanent","2007","Couple + C. GT 16 ","Rural Area","631","0.802330885555433","0.774365196417175","0.83029657469369"
"Permanent","2007","Couple + C. GT 16 ","Urban Area","967","0.743996932340352","0.719376106668377","0.768617758012328"
"Permanent","2007","Couple + C. LE 16 ","Rural Area","647","0.893478063349021","0.870959435038072","0.91599669165997"
"Permanent","2007","Couple + C. LE 16 ","Urban Area","1487","0.896195601492729","0.881397796631207","0.910993406354251"
"Permanent","2007","Couple + C. LE and GT 16","Rural Area","207","0.688623088007352","0.634092246469019","0.743153929545686"
"Permanent","2007","Couple + C. LE and GT 16","Urban Area","410","0.770968008035675","0.734354690151515","0.807581325919835"
"Permanent","2007","Single parent ","Rural Area","136","0.703855616982833","0.638937661940456","0.76877357202521"
"Permanent","2007","Single parent ","Urban Area","265","0.767013613827988","0.722341584833693","0.811685642822282"
"Limited","2008","(Married) couple without C. ","Rural Area","90","0.139674505470587","0.116384302221002","0.162964708720172"
"Limited","2008","(Married) couple without C. ","Urban Area","189","0.104697579799308","0.0905851407745338","0.118810018824081"
"Limited","2008","1-pers.-HH","Rural Area","43","0.146109021180037","0.107408854973761","0.184809187386313"
"Limited","2008","1-pers.-HH","Urban Area","135","0.148597593133494","0.124783666878575","0.172411519388413"
"Limited","2008","Couple + C. GT 16 ","Rural Area","151","0.239924482988187","0.209280562070898","0.270568403905476"
"Limited","2008","Couple + C. GT 16 ","Urban Area","234","0.238444444832718","0.214324134056532","0.262564755608904"
"Limited","2008","Couple + C. LE 16 ","Rural Area","62","0.091973833831686","0.070124168906011","0.113823498757361"
"Limited","2008","Couple + C. LE 16 ","Urban Area","117","0.0969164026848938","0.0818796094910221","0.111953195878765"
"Limited","2008","Couple + C. LE and GT 16","Rural Area","58","0.226169763566921","0.173997493463789","0.278342033670053"
"Limited","2008","Couple + C. LE and GT 16","Urban Area","96","0.213401675112353","0.176556832401238","0.250246517823468"
"Limited","2008","Single parent ","Rural Area","69","0.343530067568171","0.279453880523669","0.407606254612674"
"Limited","2008","Single parent ","Urban Area","85","0.262366816420114","0.216539847227909","0.30819378561232"
"Permanent","2008","(Married) couple without C. ","Rural Area","761","0.860325494529413","0.837035291279828","0.883615697778998"
"Permanent","2008","(Married) couple without C. ","Urban Area","1619","0.895302420200692","0.881189981175919","0.909414859225466"
"Permanent","2008","1-pers.-HH","Rural Area","277","0.853890978819963","0.815190812613687","0.892591145026239"
"Permanent","2008","1-pers.-HH","Urban Area","722","0.851402406866506","0.827588480611588","0.875216333121425"
"Permanent","2008","Couple + C. GT 16 ","Rural Area","595","0.760075517011813","0.729431596094524","0.790719437929102"
