"plb0037_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","(0) in school","in school","4","","",""
"Permanent","1985","(0) in school","inadequately","","","",""
"Permanent","1985","(0) in school","general elemantary","","","",""
"Permanent","1985","(0) in school","middle vocational","","","",""
"Permanent","1985","(0) in school","vocational + Abi","","","",""
"Permanent","1985","(0) in school","higher vocational","","","",""
"Permanent","1985","(0) in school","higher education","","","",""
"Permanent","1985","(1a) inadequately completed","in school","","","",""
"Permanent","1985","(1a) inadequately completed","inadequately","409","0.932171369994382","0.908432291377386","0.955910448611379"
"Permanent","1985","(1a) inadequately completed","general elemantary","","","",""
"Permanent","1985","(1a) inadequately completed","middle vocational","54","0.845426235725225","0.753184421250708","0.937668050199742"
"Permanent","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Permanent","1985","(1a) inadequately completed","higher vocational","2","","",""
"Permanent","1985","(1a) inadequately completed","higher education","","","",""
"Permanent","1985","(1b) general elementary school","in school","","","",""
"Permanent","1985","(1b) general elementary school","inadequately","11","","",""
"Permanent","1985","(1b) general elementary school","general elemantary","959","0.814412254159459","0.791814532401288","0.837009975917631"
"Permanent","1985","(1b) general elementary school","middle vocational","","","",""
"Permanent","1985","(1b) general elementary school","vocational + Abi","","","",""
"Permanent","1985","(1b) general elementary school","higher vocational","","","",""
"Permanent","1985","(1b) general elementary school","higher education","","","",""
"Permanent","1985","(1c) basic vocational qualification","in school","","","",""
"Permanent","1985","(1c) basic vocational qualification","inadequately","","","",""
"Permanent","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Permanent","1985","(1c) basic vocational qualification","middle vocational","1886","0.947218179606102","0.937435865597438","0.957000493614766"
"Permanent","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Permanent","1985","(1c) basic vocational qualification","higher vocational","152","0.968380543530057","0.941009050183154","0.99575203687696"
"Permanent","1985","(1c) basic vocational qualification","higher education","","","",""
"Permanent","1985","(2b) intermediate general qualification","in school","","","",""
"Permanent","1985","(2b) intermediate general qualification","inadequately","","","",""
"Permanent","1985","(2b) intermediate general qualification","general elemantary","92","0.450700112010887","0.383404455873196","0.517995768148578"
"Permanent","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Permanent","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Permanent","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Permanent","1985","(2b) intermediate general qualification","higher education","","","",""
"Permanent","1985","(2a) intermediate vocational","in school","","","",""
"Permanent","1985","(2a) intermediate vocational","inadequately","","","",""
"Permanent","1985","(2a) intermediate vocational","general elemantary","","","",""
"Permanent","1985","(2a) intermediate vocational","middle vocational","639","0.913446161925695","0.892586607723989","0.934305716127401"
"Permanent","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Permanent","1985","(2a) intermediate vocational","higher vocational","102","0.959165198617063","0.921666332795874","0.996664064438252"
"Permanent","1985","(2a) intermediate vocational","higher education","","","",""
"Permanent","1985","(2c_gen) general maturity certificate","in school","","","",""
"Permanent","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Permanent","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Permanent","1985","(2c_gen) general maturity certificate","middle vocational","67","0.391949451839326","0.3092922755981","0.474606628080552"
"Permanent","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Permanent","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Permanent","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Permanent","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Permanent","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Permanent","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Permanent","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Permanent","1985","(2c_voc) vocational maturity certificate","vocational + Abi","145","0.918278321845497","0.87556381942728","0.960992824263713"
"Permanent","1985","(2c_voc) vocational maturity certificate","higher vocational","70","0.910937953222598","0.846900798223418","0.974975108221778"
"Permanent","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Permanent","1985","(3a) lower tertiary education","in school","","","",""
"Permanent","1985","(3a) lower tertiary education","inadequately","","","",""
"Permanent","1985","(3a) lower tertiary education","general elemantary","","","",""
"Permanent","1985","(3a) lower tertiary education","middle vocational","","","",""
"Permanent","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Permanent","1985","(3a) lower tertiary education","higher vocational","","","",""
"Permanent","1985","(3a) lower tertiary education","higher education","143","0.935436169552875","0.896622075496992","0.974250263608758"
"Permanent","1985","(3b) higher tertiary education","in school","","","",""
"Permanent","1985","(3b) higher tertiary education","inadequately","","","",""
"Permanent","1985","(3b) higher tertiary education","general elemantary","","","",""
"Permanent","1985","(3b) higher tertiary education","middle vocational","","","",""
"Permanent","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Permanent","1985","(3b) higher tertiary education","higher vocational","","","",""
"Permanent","1985","(3b) higher tertiary education","higher education","285","0.844020154481931","0.805733343423619","0.882306965540243"
"Limited","1985","(0) in school","in school","1","","",""
"Limited","1985","(0) in school","inadequately","","","",""
"Limited","1985","(0) in school","general elemantary","","","",""
"Limited","1985","(0) in school","middle vocational","","","",""
"Limited","1985","(0) in school","vocational + Abi","","","",""
"Limited","1985","(0) in school","higher vocational","","","",""
"Limited","1985","(0) in school","higher education","","","",""
"Limited","1985","(1a) inadequately completed","in school","","","",""
"Limited","1985","(1a) inadequately completed","inadequately","22","","",""
"Limited","1985","(1a) inadequately completed","general elemantary","","","",""
"Limited","1985","(1a) inadequately completed","middle vocational","5","","",""
"Limited","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Limited","1985","(1a) inadequately completed","higher vocational","","","",""
"Limited","1985","(1a) inadequately completed","higher education","","","",""
"Limited","1985","(1b) general elementary school","in school","","","",""
"Limited","1985","(1b) general elementary school","inadequately","3","","",""
"Limited","1985","(1b) general elementary school","general elemantary","178","0.185587745840541","0.162990024082369","0.208185467598712"
"Limited","1985","(1b) general elementary school","middle vocational","","","",""
"Limited","1985","(1b) general elementary school","vocational + Abi","","","",""
"Limited","1985","(1b) general elementary school","higher vocational","","","",""
"Limited","1985","(1b) general elementary school","higher education","","","",""
"Limited","1985","(1c) basic vocational qualification","in school","","","",""
"Limited","1985","(1c) basic vocational qualification","inadequately","","","",""
"Limited","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Limited","1985","(1c) basic vocational qualification","middle vocational","121","0.052781820393898","0.0429995063852344","0.0625641344025617"
