"plb0037_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Limited","1997","16-34 y.","secondary school degree","262","0.206031389283154","0.182355099503064","0.229707679063243"
"Limited","1997","16-34 y.","college entrance qualification","165","0.294707083207709","0.257312380481075","0.332101785934343"
"Limited","1997","16-34 y.","Other degree","21","","",""
"Limited","1997","16-34 y.","no degree/no degree yet","10","","",""
"Limited","1997","35-65 y.","lower secondary degree","102","0.0644996039720676","0.0517278200039103","0.0772713879402249"
"Limited","1997","35-65 y.","secondary school degree","68","0.0583430957813631","0.0449977448595801","0.071688446703146"
"Limited","1997","35-65 y.","college entrance qualification","46","0.0705193320693154","0.0508677025088926","0.0901709616297382"
"Limited","1997","35-65 y.","Other degree","25","","",""
"Limited","1997","35-65 y.","no degree/no degree yet","7","","",""
"Limited","1997","66 and older","lower secondary degree","1","","",""
"Limited","1997","66 and older","secondary school degree","1","","",""
"Limited","1997","66 and older","college entrance qualification","","","",""
"Limited","1997","66 and older","Other degree","1","","",""
"Limited","1997","66 and older","no degree/no degree yet","","","",""
"Permanent","1998","16-34 y.","lower secondary degree","590","0.726268001322173","0.695390434361205","0.75714556828314"
"Permanent","1998","16-34 y.","secondary school degree","889","0.766946811394997","0.742793871126419","0.791099751663576"
"Permanent","1998","16-34 y.","college entrance qualification","435","0.716273653158571","0.680202353751407","0.752344952565735"
"Permanent","1998","16-34 y.","Other degree","96","0.732924760896342","0.655977575178303","0.80987194661438"
"Permanent","1998","16-34 y.","no degree/no degree yet","42","0.826580098446978","0.72057128073528","0.932588916158676"
"Permanent","1998","35-65 y.","lower secondary degree","1477","0.947966321241774","0.936952290201704","0.958980352281844"
"Permanent","1998","35-65 y.","secondary school degree","1293","0.951818141723431","0.940428318907823","0.96320796453904"
"Permanent","1998","35-65 y.","college entrance qualification","704","0.92476941832652","0.905967544547534","0.943571292105505"
"Permanent","1998","35-65 y.","Other degree","391","0.934742825112283","0.911066180551429","0.958419469673137"
"Permanent","1998","35-65 y.","no degree/no degree yet","150","0.934127509284921","0.895691063374264","0.972563955195578"
"Permanent","1998","66 and older","lower secondary degree","9","","",""
"Permanent","1998","66 and older","secondary school degree","2","","",""
"Permanent","1998","66 and older","college entrance qualification","3","","",""
"Permanent","1998","66 and older","Other degree","2","","",""
"Permanent","1998","66 and older","no degree/no degree yet","","","",""
"Limited","1998","16-34 y.","lower secondary degree","211","0.273731998677827","0.24285443171686","0.304609565638795"
"Limited","1998","16-34 y.","secondary school degree","288","0.233053188605003","0.208900248336424","0.257206128873581"
"Limited","1998","16-34 y.","college entrance qualification","165","0.283726346841429","0.247655047434265","0.319797646248593"
"Limited","1998","16-34 y.","Other degree","31","0.267075239103658","0.19012805338562","0.344022424821697"
"Limited","1998","16-34 y.","no degree/no degree yet","7","","",""
"Limited","1998","35-65 y.","lower secondary degree","85","0.0520336787582259","0.0410196477181557","0.0630477097982962"
"Limited","1998","35-65 y.","secondary school degree","65","0.0481818582765685","0.0367920354609603","0.0595716810921767"
"Limited","1998","35-65 y.","college entrance qualification","52","0.0752305816734804","0.0564287078944948","0.094032455452466"
"Limited","1998","35-65 y.","Other degree","27","","",""
"Limited","1998","35-65 y.","no degree/no degree yet","10","","",""
"Limited","1998","66 and older","lower secondary degree","2","","",""
"Limited","1998","66 and older","secondary school degree","","","",""
"Limited","1998","66 and older","college entrance qualification","","","",""
"Limited","1998","66 and older","Other degree","","","",""
"Limited","1998","66 and older","no degree/no degree yet","","","",""
"Permanent","1999","16-34 y.","lower secondary degree","596","0.724024372773157","0.693107021810574","0.75494172373574"
"Permanent","1999","16-34 y.","secondary school degree","847","0.750762380169744","0.72577225231667","0.775752508022818"
"Permanent","1999","16-34 y.","college entrance qualification","462","0.727781167264565","0.693324079698977","0.762238254830152"
"Permanent","1999","16-34 y.","Other degree","87","0.811021409319617","0.738839007028514","0.883203811610721"
"Permanent","1999","16-34 y.","no degree/no degree yet","59","0.774960861416506","0.676425421748781","0.873496301084231"
"Permanent","1999","35-65 y.","lower secondary degree","1448","0.951012679218144","0.940267411526688","0.9617579469096"
"Permanent","1999","35-65 y.","secondary school degree","1319","0.931774519306019","0.918623498655441","0.944925539956596"
"Permanent","1999","35-65 y.","college entrance qualification","727","0.922216406704491","0.903539929224978","0.940892884184004"
"Permanent","1999","35-65 y.","Other degree","362","0.894260854595788","0.863858877741302","0.924662831450274"
"Permanent","1999","35-65 y.","no degree/no degree yet","144","0.857504199265787","0.802115452808473","0.912892945723101"
"Permanent","1999","66 and older","lower secondary degree","11","","",""
"Permanent","1999","66 and older","secondary school degree","4","","",""
"Permanent","1999","66 and older","college entrance qualification","3","","",""
"Permanent","1999","66 and older","Other degree","1","","",""
"Permanent","1999","66 and older","no degree/no degree yet","1","","",""
"Limited","1999","16-34 y.","lower secondary degree","207","0.275975627226843","0.24505827626426","0.306892978189426"
"Limited","1999","16-34 y.","secondary school degree","304","0.249237619830256","0.224247491977182","0.27422774768333"
"Limited","1999","16-34 y.","college entrance qualification","179","0.272218832735436","0.237761745169848","0.306675920301023"
"Limited","1999","16-34 y.","Other degree","26","","",""
"Limited","1999","16-34 y.","no degree/no degree yet","10","","",""
"Limited","1999","35-65 y.","lower secondary degree","102","0.048987320781856","0.0382420530903998","0.0597325884733123"
"Limited","1999","35-65 y.","secondary school degree","93","0.0682254806939814","0.0550744600434041","0.0813765013445588"
"Limited","1999","35-65 y.","college entrance qualification","63","0.0777835932955089","0.0591071158159957","0.0964600707750221"
"Limited","1999","35-65 y.","Other degree","31","0.105739145404212","0.075337168549726","0.136141122258698"
"Limited","1999","35-65 y.","no degree/no degree yet","9","","",""
"Limited","1999","66 and older","lower secondary degree","2","","",""
"Limited","1999","66 and older","secondary school degree","1","","",""
"Limited","1999","66 and older","college entrance qualification","","","",""
"Limited","1999","66 and older","Other degree","","","",""
"Limited","1999","66 and older","no degree/no degree yet","","","",""
"Permanent","2000","16-34 y.","lower secondary degree","781","0.721840023037623","0.695311650121042","0.748368395954204"
"Permanent","2000","16-34 y.","secondary school degree","1253","0.724997847332424","0.704190314920416","0.745805379744433"
"Permanent","2000","16-34 y.","college entrance qualification","761","0.690238340582648","0.662974921290201","0.717501759875095"
"Permanent","2000","16-34 y.","Other degree","108","0.737079209466811","0.666394658697703","0.807763760235919"
"Permanent","2000","16-34 y.","no degree/no degree yet","34","0.740942686708726","0.619505044841404","0.862380328576049"
"Permanent","2000","35-65 y.","lower secondary degree","2535","0.94304846489558","0.93429073241843","0.95180619737273"
"Permanent","2000","35-65 y.","secondary school degree","2378","0.946897575638115","0.938130383518904","0.955664767757327"
"Permanent","2000","35-65 y.","college entrance qualification","1538","0.940925833022275","0.9294839471984","0.952367718846149"
"Permanent","2000","35-65 y.","Other degree","521","0.865491728339809","0.837627770375133","0.893355686304485"
"Permanent","2000","35-65 y.","no degree/no degree yet","94","0.876767587063235","0.813593912249038","0.939941261877433"
"Permanent","2000","66 and older","lower secondary degree","17","","",""
"Permanent","2000","66 and older","secondary school degree","6","","",""
"Permanent","2000","66 and older","college entrance qualification","5","","",""
"Permanent","2000","66 and older","Other degree","","","",""
"Permanent","2000","66 and older","no degree/no degree yet","","","",""
"Limited","2000","16-34 y.","lower secondary degree","315","0.278159976962377","0.251631604045796","0.304688349878958"
"Limited","2000","16-34 y.","secondary school degree","516","0.275002152667576","0.254194620255567","0.295809685079584"
"Limited","2000","16-34 y.","college entrance qualification","344","0.309761659417352","0.282498240124905","0.337025078709799"
"Limited","2000","16-34 y.","Other degree","41","0.262920790533189","0.192236239764081","0.333605341302297"
"Limited","2000","16-34 y.","no degree/no degree yet","16","","",""
"Limited","2000","35-65 y.","lower secondary degree","155","0.0569515351044202","0.0481938026272699","0.0657092675815705"
"Limited","2000","35-65 y.","secondary school degree","135","0.0531024243618846","0.0443352322426728","0.0618696164810963"
"Limited","2000","35-65 y.","college entrance qualification","93","0.0590741669777254","0.0476322811538512","0.0705160528015997"
"Limited","2000","35-65 y.","Other degree","55","0.134508271660191","0.106644313695515","0.162372229624867"
"Limited","2000","35-65 y.","no degree/no degree yet","10","","",""
"Limited","2000","66 and older","lower secondary degree","1","","",""
"Limited","2000","66 and older","secondary school degree","","","",""
"Limited","2000","66 and older","college entrance qualification","3","","",""
"Limited","2000","66 and older","Other degree","","","",""
"Limited","2000","66 and older","no degree/no degree yet","","","",""
"Permanent","2001","16-34 y.","lower secondary degree","643","0.696178019153702","0.666475859727176","0.725880178580228"
"Permanent","2001","16-34 y.","secondary school degree","1073","0.720362395697292","0.697784393627851","0.742940397766733"
"Permanent","2001","16-34 y.","college entrance qualification","664","0.678833656403895","0.649762790979953","0.707904521827836"
"Permanent","2001","16-34 y.","Other degree","99","0.749614982118931","0.674562267592599","0.824667696645263"
"Permanent","2001","16-34 y.","no degree/no degree yet","50","0.709000379610327","0.601825503358323","0.81617525586233"
"Permanent","2001","35-65 y.","lower secondary degree","2231","0.950391753429423","0.941625852301515","0.959157654557332"
"Permanent","2001","35-65 y.","secondary school degree","2291","0.944455154765279","0.935363482090484","0.953546827440073"
"Permanent","2001","35-65 y.","college entrance qualification","1490","0.947042308888322","0.935961133442427","0.958123484334217"
"Permanent","2001","35-65 y.","Other degree","489","0.891579138305988","0.865109589861928","0.918048686750048"
"Permanent","2001","35-65 y.","no degree/no degree yet","75","0.971651646551942","0.934820095809994","1.00848319729389"
"Permanent","2001","66 and older","lower secondary degree","16","","",""
"Permanent","2001","66 and older","secondary school degree","4","","",""
"Permanent","2001","66 and older","college entrance qualification","7","","",""
"Permanent","2001","66 and older","Other degree","1","","",""
"Permanent","2001","66 and older","no degree/no degree yet","","","",""
"Limited","2001","16-34 y.","lower secondary degree","278","0.303821980846298","0.274119821419772","0.333524140272824"
"Limited","2001","16-34 y.","secondary school degree","445","0.279637604302708","0.257059602233266","0.302215606372149"
"Limited","2001","16-34 y.","college entrance qualification","327","0.321166343596105","0.292095478172164","0.350237209020047"
"Limited","2001","16-34 y.","Other degree","29","","",""
"Limited","2001","16-34 y.","no degree/no degree yet","19","","",""
"Limited","2001","35-65 y.","lower secondary degree","126","0.0496082465705767","0.0408423454426684","0.058374147698485"
"Limited","2001","35-65 y.","secondary school degree","147","0.0555448452347213","0.0464531725599267","0.064636517909516"
"Limited","2001","35-65 y.","college entrance qualification","79","0.052957691111678","0.041876515665783","0.0640388665575729"
"Limited","2001","35-65 y.","Other degree","41","0.108420861694012","0.081951313249952","0.134890410138073"
"Limited","2001","35-65 y.","no degree/no degree yet","3","","",""
"Limited","2001","66 and older","lower secondary degree","2","","",""
"Limited","2001","66 and older","secondary school degree","","","",""
"Limited","2001","66 and older","college entrance qualification","3","","",""
"Limited","2001","66 and older","Other degree","1","","",""
"Limited","2001","66 and older","no degree/no degree yet","","","",""
"Permanent","2002","16-34 y.","lower secondary degree","543","0.688624862712144","0.656252817862324","0.720996907561963"
"Permanent","2002","16-34 y.","secondary school degree","1035","0.709292956227644","0.685855738113591","0.732730174341698"
"Permanent","2002","16-34 y.","college entrance qualification","670","0.678878963708307","0.650239441126425","0.707518486290189"
"Permanent","2002","16-34 y.","Other degree","84","0.763929461499459","0.684206693887872","0.843652229111046"
"Permanent","2002","16-34 y.","no degree/no degree yet","47","0.66244926424874","0.547491779427112","0.777406749070367"
"Permanent","2002","35-65 y.","lower secondary degree","2127","0.955477766489658","0.946915439264652","0.964040093714664"
"Permanent","2002","35-65 y.","secondary school degree","2485","0.949393466803464","0.940995529217853","0.957791404389076"
"Permanent","2002","35-65 y.","college entrance qualification","2088","0.936386406295069","0.926233880085405","0.946538932504733"
"Permanent","2002","35-65 y.","Other degree","465","0.877516218291192","0.849007144754081","0.906025291828302"
"Permanent","2002","35-65 y.","no degree/no degree yet","61","0.923793235278654","0.859290881370787","0.988295589186522"
"Permanent","2002","66 and older","lower secondary degree","14","","",""
"Permanent","2002","66 and older","secondary school degree","6","","",""
"Permanent","2002","66 and older","college entrance qualification","13","","",""
"Permanent","2002","66 and older","Other degree","1","","",""
"Permanent","2002","66 and older","no degree/no degree yet","","","",""
"Limited","2002","16-34 y.","lower secondary degree","243","0.311375137287857","0.279003092438037","0.343747182137676"
"Limited","2002","16-34 y.","secondary school degree","407","0.290707043772356","0.267269825658302","0.314144261886409"
"Limited","2002","16-34 y.","college entrance qualification","351","0.321121036291693","0.292481513709811","0.349760558873575"
"Limited","2002","16-34 y.","Other degree","25","","",""
"Limited","2002","16-34 y.","no degree/no degree yet","18","","",""
"Limited","2002","35-65 y.","lower secondary degree","102","0.0445222335103421","0.0359599062853363","0.0530845607353478"
"Limited","2002","35-65 y.","secondary school degree","132","0.0506065331965357","0.0422085956109242","0.0590044707821473"
"Limited","2002","35-65 y.","college entrance qualification","132","0.0636135937049311","0.0534610674952667","0.0737661199145954"
"Limited","2002","35-65 y.","Other degree","43","0.122483781708808","0.0939747081716974","0.150992855245919"
"Limited","2002","35-65 y.","no degree/no degree yet","4","","",""
"Limited","2002","66 and older","lower secondary degree","1","","",""
"Limited","2002","66 and older","secondary school degree","1","","",""
"Limited","2002","66 and older","college entrance qualification","2","","",""
"Limited","2002","66 and older","Other degree","1","","",""
"Limited","2002","66 and older","no degree/no degree yet","","","",""
"Permanent","2003","16-34 y.","lower secondary degree","486","0.687094662896918","0.652916150442041","0.721273175351794"
"Permanent","2003","16-34 y.","secondary school degree","902","0.706442590070976","0.681485279728504","0.731399900413448"
"Permanent","2003","16-34 y.","college entrance qualification","614","0.663143309493105","0.633198717013513","0.693087901972698"
"Permanent","2003","16-34 y.","Other degree","85","0.837661738813318","0.766789491232829","0.908533986393806"
"Permanent","2003","16-34 y.","no degree/no degree yet","35","0.689576140612486","0.557304170455906","0.821848110769066"
"Permanent","2003","35-65 y.","lower secondary degree","1954","0.946102770087582","0.936339516776564","0.955866023398599"
"Permanent","2003","35-65 y.","secondary school degree","2435","0.957747177897317","0.949927054267237","0.965567301527397"
"Permanent","2003","35-65 y.","college entrance qualification","1978","0.929316112197141","0.91838035620715","0.940251868187133"
"Permanent","2003","35-65 y.","Other degree","413","0.885643913227852","0.85646633750403","0.914821488951673"
"Permanent","2003","35-65 y.","no degree/no degree yet","54","0.897065729671164","0.818179210907278","0.97595224843505"
"Permanent","2003","66 and older","lower secondary degree","19","","",""
"Permanent","2003","66 and older","secondary school degree","3","","",""
"Permanent","2003","66 and older","college entrance qualification","11","","",""
"Permanent","2003","66 and older","Other degree","3","","",""
"Permanent","2003","66 and older","no degree/no degree yet","","","",""
"Limited","2003","16-34 y.","lower secondary degree","221","0.312905337103082","0.278726824648206","0.347083849557959"
"Limited","2003","16-34 y.","secondary school degree","377","0.293557409929024","0.268600099586552","0.318514720271496"
"Limited","2003","16-34 y.","college entrance qualification","343","0.336856690506895","0.306912098027303","0.366801282986487"
"Limited","2003","16-34 y.","Other degree","19","","",""
"Limited","2003","16-34 y.","no degree/no degree yet","12","","",""
"Limited","2003","35-65 y.","lower secondary degree","101","0.0538972299124183","0.044133976601401","0.0636604832234357"
"Limited","2003","35-65 y.","secondary school degree","107","0.042252822102683","0.0344326984726032","0.0500729457327628"
"Limited","2003","35-65 y.","college entrance qualification","132","0.0706838878028586","0.0597481318128668","0.0816196437928504"
"Limited","2003","35-65 y.","Other degree","44","0.114356086772148","0.0851785110483271","0.14353366249597"
"Limited","2003","35-65 y.","no degree/no degree yet","3","","",""
"Limited","2003","66 and older","lower secondary degree","2","","",""
"Limited","2003","66 and older","secondary school degree","","","",""
"Limited","2003","66 and older","college entrance qualification","1","","",""
"Limited","2003","66 and older","Other degree","","","",""
"Limited","2003","66 and older","no degree/no degree yet","","","",""
"Permanent","2004","16-34 y.","lower secondary degree","416","0.657846458001759","0.620770228758869","0.694922687244648"
"Permanent","2004","16-34 y.","secondary school degree","810","0.687748815374734","0.661263118579662","0.714234512169806"
"Permanent","2004","16-34 y.","college entrance qualification","598","0.633229671664609","0.602503396737232","0.663955946591986"
"Permanent","2004","16-34 y.","Other degree","82","0.803395261126442","0.726267694638006","0.880522827614877"
"Permanent","2004","16-34 y.","no degree/no degree yet","28","","",""
"Permanent","2004","35-65 y.","lower secondary degree","1873","0.941345563092154","0.930982467220523","0.951708658963785"
"Permanent","2004","35-65 y.","secondary school degree","2372","0.958381396353172","0.950541688270912","0.966221104435431"
"Permanent","2004","35-65 y.","college entrance qualification","1943","0.925344801844022","0.9140277048886","0.936661898799445"
"Permanent","2004","35-65 y.","Other degree","390","0.890712510630423","0.860730867779079","0.920694153481766"
"Permanent","2004","35-65 y.","no degree/no degree yet","50","0.978321666886362","0.939114637795189","1.01752869597753"
"Permanent","2004","66 and older","lower secondary degree","24","","",""
"Permanent","2004","66 and older","secondary school degree","7","","",""
"Permanent","2004","66 and older","college entrance qualification","11","","",""
"Permanent","2004","66 and older","Other degree","2","","",""
"Permanent","2004","66 and older","no degree/no degree yet","","","",""
"Limited","2004","16-34 y.","lower secondary degree","213","0.342153541998241","0.305077312755352","0.379229771241131"
"Limited","2004","16-34 y.","secondary school degree","366","0.312251184625266","0.285765487830194","0.338736881420338"
"Limited","2004","16-34 y.","college entrance qualification","347","0.366770328335391","0.336044053408015","0.397496603262768"
"Limited","2004","16-34 y.","Other degree","20","","",""
"Limited","2004","16-34 y.","no degree/no degree yet","10","","",""
"Limited","2004","35-65 y.","lower secondary degree","102","0.0586544369078461","0.0482913410362154","0.0690175327794769"
"Limited","2004","35-65 y.","secondary school degree","121","0.0416186036468284","0.0337788955645687","0.049458311729088"
"Limited","2004","35-65 y.","college entrance qualification","129","0.0746551981559777","0.0633381012005551","0.0859722951114002"
"Limited","2004","35-65 y.","Other degree","26","","",""
"Limited","2004","35-65 y.","no degree/no degree yet","3","","",""
"Limited","2004","66 and older","lower secondary degree","","","",""
"Limited","2004","66 and older","secondary school degree","","","",""
"Limited","2004","66 and older","college entrance qualification","3","","",""
"Limited","2004","66 and older","Other degree","","","",""
"Limited","2004","66 and older","no degree/no degree yet","","","",""
"Permanent","2005","16-34 y.","lower secondary degree","381","0.664122311471963","0.624722588752762","0.703522034191165"
"Permanent","2005","16-34 y.","secondary school degree","760","0.685221885030426","0.65775149670273","0.712692273358123"
"Permanent","2005","16-34 y.","college entrance qualification","603","0.709348094484157","0.679600430733324","0.73909575823499"
"Permanent","2005","16-34 y.","Other degree","60","0.731712736945989","0.63462297584341","0.828802498048569"
"Permanent","2005","16-34 y.","no degree/no degree yet","26","","",""
"Permanent","2005","35-65 y.","lower secondary degree","1765","0.944168801646978","0.933729089263598","0.954608514030357"
"Permanent","2005","35-65 y.","secondary school degree","2361","0.957056364559702","0.949046771609123","0.965065957510281"
"Permanent","2005","35-65 y.","college entrance qualification","1954","0.928787725393292","0.917679221277352","0.939896229509232"
"Permanent","2005","35-65 y.","Other degree","392","0.900513714942132","0.871785619407808","0.929241810476455"
"Permanent","2005","35-65 y.","no degree/no degree yet","46","0.904677278799691","0.822453939917674","0.986900617681708"
"Permanent","2005","66 and older","lower secondary degree","20","","",""
"Permanent","2005","66 and older","secondary school degree","7","","",""
"Permanent","2005","66 and older","college entrance qualification","19","","",""
"Permanent","2005","66 and older","Other degree","4","","",""
"Permanent","2005","66 and older","no degree/no degree yet","1","","",""
"Limited","2005","16-34 y.","lower secondary degree","171","0.335877688528037","0.296477965808835","0.375277411247238"
"Limited","2005","16-34 y.","secondary school degree","338","0.314778114969574","0.287307726641877","0.34224850329727"
"Limited","2005","16-34 y.","college entrance qualification","292","0.290651905515843","0.26090424176501","0.320399569266676"
"Limited","2005","16-34 y.","Other degree","20","","",""
"Limited","2005","16-34 y.","no degree/no degree yet","12","","",""
"Limited","2005","35-65 y.","lower secondary degree","93","0.0558311983530225","0.0453914859696427","0.0662709107364023"
"Limited","2005","35-65 y.","secondary school degree","100","0.0429436354402978","0.0349340424897189","0.0509532283908766"
"Limited","2005","35-65 y.","college entrance qualification","105","0.0712122746067083","0.0601037704907682","0.0823207787226484"
"Limited","2005","35-65 y.","Other degree","25","","",""
"Limited","2005","35-65 y.","no degree/no degree yet","3","","",""
"Limited","2005","66 and older","lower secondary degree","1","","",""
"Limited","2005","66 and older","secondary school degree","","","",""
"Limited","2005","66 and older","college entrance qualification","5","","",""
"Limited","2005","66 and older","Other degree","","","",""
"Limited","2005","66 and older","no degree/no degree yet","1","","",""
"Permanent","2006","16-34 y.","lower secondary degree","362","0.641936967928831","0.601537523362161","0.682336412495501"
"Permanent","2006","16-34 y.","secondary school degree","707","0.66626635275054","0.637825666588936","0.694707038912143"
"Permanent","2006","16-34 y.","college entrance qualification","616","0.674309141622673","0.643861076278395","0.704757206966951"
"Permanent","2006","16-34 y.","Other degree","59","0.7408582761932","0.646021364084384","0.835695188302016"
"Permanent","2006","16-34 y.","no degree/no degree yet","21","","",""
"Permanent","2006","35-65 y.","lower secondary degree","1861","0.952201819489034","0.942757074390653","0.961646564587415"
"Permanent","2006","35-65 y.","secondary school degree","2528","0.940724471148383","0.931779213687214","0.949669728609552"
"Permanent","2006","35-65 y.","college entrance qualification","2079","0.922516988184344","0.911367866226102","0.933666110142585"
"Permanent","2006","35-65 y.","Other degree","387","0.897334263886579","0.868341011813567","0.926327515959592"
"Permanent","2006","35-65 y.","no degree/no degree yet","45","0.903136401650655","0.819463574128774","0.986809229172535"
"Permanent","2006","66 and older","lower secondary degree","24","","",""
"Permanent","2006","66 and older","secondary school degree","18","","",""
"Permanent","2006","66 and older","college entrance qualification","17","","",""
"Permanent","2006","66 and older","Other degree","1","","",""
"Permanent","2006","66 and older","no degree/no degree yet","","","",""
"Limited","2006","16-34 y.","lower secondary degree","179","0.358063032071169","0.317663587504499","0.398462476637839"
"Limited","2006","16-34 y.","secondary school degree","349","0.33373364724946","0.305292961087857","0.362174333411064"
"Limited","2006","16-34 y.","college entrance qualification","294","0.325690858377327","0.295242793033049","0.356138923721605"
"Limited","2006","16-34 y.","Other degree","23","","",""
"Limited","2006","16-34 y.","no degree/no degree yet","8","","",""
"Limited","2006","35-65 y.","lower secondary degree","99","0.0477981805109664","0.0383534354125855","0.0572429256093472"
"Limited","2006","35-65 y.","secondary school degree","149","0.0592755288516174","0.0503302713904483","0.0682207863127864"
"Limited","2006","35-65 y.","college entrance qualification","130","0.0774830118156565","0.0663338898574146","0.0886321337738983"
"Limited","2006","35-65 y.","Other degree","34","0.102665736113421","0.0736724840404084","0.131658988186433"
"Limited","2006","35-65 y.","no degree/no degree yet","3","","",""
"Limited","2006","66 and older","lower secondary degree","1","","",""
"Limited","2006","66 and older","secondary school degree","3","","",""
"Limited","2006","66 and older","college entrance qualification","7","","",""
"Limited","2006","66 and older","Other degree","","","",""
"Limited","2006","66 and older","no degree/no degree yet","1","","",""
"Permanent","2007","16-34 y.","lower secondary degree","342","0.673442024522993","0.632940186640975","0.713943862405011"
"Permanent","2007","16-34 y.","secondary school degree","655","0.681820453481016","0.652387645516764","0.711253261445268"
"Permanent","2007","16-34 y.","college entrance qualification","600","0.651391772030507","0.620565805586671","0.682217738474343"
"Permanent","2007","16-34 y.","Other degree","50","0.63081400767364","0.52159688497996","0.74003113036732"
"Permanent","2007","16-34 y.","no degree/no degree yet","21","","",""
"Permanent","2007","35-65 y.","lower secondary degree","1745","0.944700623490503","0.934265618964401","0.955135628016604"
"Permanent","2007","35-65 y.","secondary school degree","2428","0.93822594542298","0.928927373655182","0.947524517190779"
"Permanent","2007","35-65 y.","college entrance qualification","2001","0.922626112702972","0.911287426337731","0.933964799068213"
"Permanent","2007","35-65 y.","Other degree","343","0.871154131303138","0.837557235009467","0.904751027596809"
"Permanent","2007","35-65 y.","no degree/no degree yet","31","0.93665385317813","0.853546244798714","1.01976146155755"
"Permanent","2007","66 and older","lower secondary degree","29","","",""
"Permanent","2007","66 and older","secondary school degree","10","","",""
"Permanent","2007","66 and older","college entrance qualification","13","","",""
"Permanent","2007","66 and older","Other degree","2","","",""
"Permanent","2007","66 and older","no degree/no degree yet","1","","",""
"Limited","2007","16-34 y.","lower secondary degree","173","0.326557975477007","0.286056137594989","0.367059813359025"
"Limited","2007","16-34 y.","secondary school degree","307","0.318179546518984","0.288746738554732","0.347612354483236"
"Limited","2007","16-34 y.","college entrance qualification","318","0.348608227969493","0.317782261525657","0.37943419441333"
"Limited","2007","16-34 y.","Other degree","25","","",""
"Limited","2007","16-34 y.","no degree/no degree yet","10","","",""
"Limited","2007","35-65 y.","lower secondary degree","98","0.0552993765094974","0.044864371983396","0.0657343810355988"
"Limited","2007","35-65 y.","secondary school degree","147","0.0617740545770197","0.0524754828092213","0.0710726263448181"
"Limited","2007","35-65 y.","college entrance qualification","132","0.0773738872970282","0.0660352009317873","0.0887125736622691"
"Limited","2007","35-65 y.","Other degree","39","0.128845868696862","0.0952489724031906","0.162442764990533"
"Limited","2007","35-65 y.","no degree/no degree yet","2","","",""
"Limited","2007","66 and older","lower secondary degree","","","",""
"Limited","2007","66 and older","secondary school degree","","","",""
"Limited","2007","66 and older","college entrance qualification","7","","",""
"Limited","2007","66 and older","Other degree","","","",""
"Limited","2007","66 and older","no degree/no degree yet","","","",""
"Permanent","2008","16-34 y.","lower secondary degree","308","0.691915136075526","0.649113937969037","0.734716334182016"
"Permanent","2008","16-34 y.","secondary school degree","612","0.655920866476583","0.625272866968398","0.686568865984768"
"Permanent","2008","16-34 y.","college entrance qualification","546","0.684696986250591","0.653479596970966","0.715914375530216"
"Permanent","2008","16-34 y.","Other degree","52","0.664930387853444","0.556651877343705","0.773208898363182"
"Permanent","2008","16-34 y.","no degree/no degree yet","24","","",""
"Permanent","2008","35-65 y.","lower secondary degree","1677","0.94573153655345","0.935189391645986","0.956273681460913"
"Permanent","2008","35-65 y.","secondary school degree","2378","0.922855034541671","0.912466236034729","0.933243833048613"
"Permanent","2008","35-65 y.","college entrance qualification","1914","0.907474315428625","0.894936908061549","0.920011722795701"
"Permanent","2008","35-65 y.","Other degree","310","0.885059376163541","0.851305472262521","0.918813280064562"
"Permanent","2008","35-65 y.","no degree/no degree yet","29","","",""
"Permanent","2008","66 and older","lower secondary degree","30","0.844399441799771","0.720727646546091","0.968071237053451"
"Permanent","2008","66 and older","secondary school degree","12","","",""
"Permanent","2008","66 and older","college entrance qualification","18","","",""
"Permanent","2008","66 and older","Other degree","5","","",""
"Permanent","2008","66 and older","no degree/no degree yet","1","","",""
"Limited","2008","16-34 y.","lower secondary degree","139","0.308084863924474","0.265283665817984","0.350886062030963"
"Limited","2008","16-34 y.","secondary school degree","311","0.344079133523417","0.313431134015232","0.374727133031602"
"Limited","2008","16-34 y.","college entrance qualification","305","0.315303013749409","0.284085624469783","0.346520403029034"
"Limited","2008","16-34 y.","Other degree","21","","",""
"Limited","2008","16-34 y.","no degree/no degree yet","11","","",""
"Limited","2008","35-65 y.","lower secondary degree","97","0.0542684634465505","0.0437263185390867","0.0648106083540142"
"Limited","2008","35-65 y.","secondary school degree","156","0.0771449654583291","0.0667561669513871","0.0875337639652711"
"Limited","2008","35-65 y.","college entrance qualification","138","0.0925256845713752","0.0799882772042991","0.105063091938451"
"Limited","2008","35-65 y.","Other degree","33","0.114940623836459","0.0811867199354384","0.148694527737479"
"Limited","2008","35-65 y.","no degree/no degree yet","6","","",""
"Limited","2008","66 and older","lower secondary degree","3","","",""
"Limited","2008","66 and older","secondary school degree","1","","",""
"Limited","2008","66 and older","college entrance qualification","2","","",""
"Limited","2008","66 and older","Other degree","","","",""
"Limited","2008","66 and older","no degree/no degree yet","","","",""
"Permanent","2009","16-34 y.","lower secondary degree","262","0.699921782302967","0.653224756618745","0.746618807987189"
"Permanent","2009","16-34 y.","secondary school degree","558","0.683974079678475","0.652287416277544","0.715660743079405"
"Permanent","2009","16-34 y.","college entrance qualification","498","0.634895600909862","0.601861483845981","0.667929717973743"
