"plb0037_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","North Rhine-Westphalia","Couple + C. LE 16 ","407","0.944515642292527","0.922928454157716","0.966102830427338"
"Permanent","1985","North Rhine-Westphalia","Couple + C. GT 16 ","229","0.785369447208457","0.737619632118421","0.833119262298494"
"Permanent","1985","North Rhine-Westphalia","Couple + C. LE and GT 16","168","0.780808296159735","0.72498812944898","0.83662846287049"
"Permanent","1985","Hesse","1-pers.-HH","43","0.95282899637576","0.891563745538365","1.01409424721316"
"Permanent","1985","Hesse","(Married) couple without C. ","122","0.930029898841798","0.886512209095982","0.973547588587615"
"Permanent","1985","Hesse","Single parent ","19","","",""
"Permanent","1985","Hesse","Couple + C. LE 16 ","152","0.976685765981912","0.953230652755297","1.00014087920853"
"Permanent","1985","Hesse","Couple + C. GT 16 ","96","0.798207994863954","0.72579490120856","0.870621088519347"
"Permanent","1985","Hesse","Couple + C. LE and GT 16","60","0.769185516046174","0.673825890464603","0.864545141627745"
"Permanent","1985","Rhineland-Palatinate,Saarland","1-pers.-HH","19","","",""
"Permanent","1985","Rhineland-Palatinate,Saarland","(Married) couple without C. ","67","0.953986662122796","0.904905810268122","1.00306751397747"
"Permanent","1985","Rhineland-Palatinate,Saarland","Single parent ","21","","",""
"Permanent","1985","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","77","0.929875086888173","0.875267004996504","0.984483168779841"
"Permanent","1985","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","66","0.73785558611272","0.646993474623838","0.828717697601601"
"Permanent","1985","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","45","0.86165901999714","0.767818682194723","0.955499357799556"
"Permanent","1985","Baden-Württemberg","1-pers.-HH","92","0.927526728176705","0.876194844209189","0.97885861214422"
"Permanent","1985","Baden-Württemberg","(Married) couple without C. ","169","0.92932128076307","0.891880998420453","0.966761563105687"
"Permanent","1985","Baden-Württemberg","Single parent ","50","0.81844710388045","0.719242690596878","0.917651517164023"
"Permanent","1985","Baden-Württemberg","Couple + C. LE 16 ","328","0.9666259512455","0.947618026481429","0.985633876009572"
"Permanent","1985","Baden-Württemberg","Couple + C. GT 16 ","231","0.894209443278","0.856895519967653","0.931523366588346"
"Permanent","1985","Baden-Württemberg","Couple + C. LE and GT 16","154","0.794517462839907","0.736293547053363","0.85274137862645"
"Permanent","1985","Bavaria","1-pers.-HH","73","0.88773799649146","0.819409799092275","0.956066193890645"
"Permanent","1985","Bavaria","(Married) couple without C. ","172","0.905183450391341","0.863636248196103","0.946730652586578"
"Permanent","1985","Bavaria","Single parent ","43","0.877700197400584","0.785964994251648","0.969435400549519"
"Permanent","1985","Bavaria","Couple + C. LE 16 ","279","0.934726549144583","0.906821973717728","0.962631124571439"
"Permanent","1985","Bavaria","Couple + C. GT 16 ","154","0.801430809346863","0.745003878816378","0.857857739877349"
"Permanent","1985","Bavaria","Couple + C. LE and GT 16","135","0.781669337862941","0.718635315265626","0.844703360460255"
"Permanent","1985","Berlin","1-pers.-HH","28","","",""
"Permanent","1985","Berlin","(Married) couple without C. ","47","0.913703072907717","0.83663700311925","0.990769142696184"
"Permanent","1985","Berlin","Single parent ","13","","",""
"Permanent","1985","Berlin","Couple + C. LE 16 ","47","0.841462067950086","0.745800401157774","0.937123734742399"
"Permanent","1985","Berlin","Couple + C. GT 16 ","23","","",""
"Permanent","1985","Berlin","Couple + C. LE and GT 16","13","","",""
"Permanent","1985","Brandenburg","1-pers.-HH","","","",""
"Permanent","1985","Brandenburg","(Married) couple without C. ","","","",""
"Permanent","1985","Brandenburg","Single parent ","","","",""
"Permanent","1985","Brandenburg","Couple + C. LE 16 ","","","",""
"Permanent","1985","Brandenburg","Couple + C. GT 16 ","","","",""
"Permanent","1985","Brandenburg","Couple + C. LE and GT 16","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Permanent","1985","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Permanent","1985","Saxony","1-pers.-HH","","","",""
"Permanent","1985","Saxony","(Married) couple without C. ","","","",""
"Permanent","1985","Saxony","Single parent ","","","",""
"Permanent","1985","Saxony","Couple + C. LE 16 ","","","",""
"Permanent","1985","Saxony","Couple + C. GT 16 ","","","",""
"Permanent","1985","Saxony","Couple + C. LE and GT 16","","","",""
"Permanent","1985","Saxony-Anhalt","1-pers.-HH","","","",""
"Permanent","1985","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Permanent","1985","Saxony-Anhalt","Single parent ","","","",""
"Permanent","1985","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Permanent","1985","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Permanent","1985","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Permanent","1985","Thuringia","1-pers.-HH","","","",""
"Permanent","1985","Thuringia","(Married) couple without C. ","","","",""
"Permanent","1985","Thuringia","Single parent ","","","",""
"Permanent","1985","Thuringia","Couple + C. LE 16 ","","","",""
"Permanent","1985","Thuringia","Couple + C. GT 16 ","","","",""
"Permanent","1985","Thuringia","Couple + C. LE and GT 16","","","",""
"Limited","1985","Schleswig-Holstein","1-pers.-HH","4","","",""
"Limited","1985","Schleswig-Holstein","(Married) couple without C. ","1","","",""
"Limited","1985","Schleswig-Holstein","Single parent ","3","","",""
"Limited","1985","Schleswig-Holstein","Couple + C. LE 16 ","6","","",""
"Limited","1985","Schleswig-Holstein","Couple + C. GT 16 ","6","","",""
"Limited","1985","Schleswig-Holstein","Couple + C. LE and GT 16","3","","",""
"Limited","1985","Hamburg","1-pers.-HH","3","","",""
"Limited","1985","Hamburg","(Married) couple without C. ","3","","",""
"Limited","1985","Hamburg","Single parent ","3","","",""
"Limited","1985","Hamburg","Couple + C. LE 16 ","3","","",""
"Limited","1985","Hamburg","Couple + C. GT 16 ","6","","",""
"Limited","1985","Hamburg","Couple + C. LE and GT 16","3","","",""
"Limited","1985","Lower Saxony","1-pers.-HH","5","","",""
"Limited","1985","Lower Saxony","(Married) couple without C. ","8","","",""
"Limited","1985","Lower Saxony","Single parent ","9","","",""
"Limited","1985","Lower Saxony","Couple + C. LE 16 ","4","","",""
"Limited","1985","Lower Saxony","Couple + C. GT 16 ","16","","",""
"Limited","1985","Lower Saxony","Couple + C. LE and GT 16","11","","",""
"Limited","1985","Bremen","1-pers.-HH","","","",""
"Limited","1985","Bremen","(Married) couple without C. ","1","","",""
"Limited","1985","Bremen","Single parent ","1","","",""
"Limited","1985","Bremen","Couple + C. LE 16 ","2","","",""
"Limited","1985","Bremen","Couple + C. GT 16 ","2","","",""
"Limited","1985","Bremen","Couple + C. LE and GT 16","2","","",""
"Limited","1985","North Rhine-Westphalia","1-pers.-HH","17","","",""
"Limited","1985","North Rhine-Westphalia","(Married) couple without C. ","18","","",""
"Limited","1985","North Rhine-Westphalia","Single parent ","11","","",""
"Limited","1985","North Rhine-Westphalia","Couple + C. LE 16 ","25","","",""
"Limited","1985","North Rhine-Westphalia","Couple + C. GT 16 ","55","0.214630552791543","0.166880737701506","0.262380367881579"
"Limited","1985","North Rhine-Westphalia","Couple + C. LE and GT 16","43","0.219191703840265","0.16337153712951","0.27501187055102"
"Limited","1985","Hesse","1-pers.-HH","3","","",""
"Limited","1985","Hesse","(Married) couple without C. ","10","","",""
"Limited","1985","Hesse","Single parent ","4","","",""
"Limited","1985","Hesse","Couple + C. LE 16 ","7","","",""
"Limited","1985","Hesse","Couple + C. GT 16 ","22","","",""
"Limited","1985","Hesse","Couple + C. LE and GT 16","15","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","1-pers.-HH","2","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","(Married) couple without C. ","3","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","Single parent ","6","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","7","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","24","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","",""
"Limited","1985","Baden-Württemberg","1-pers.-HH","6","","",""
"Limited","1985","Baden-Württemberg","(Married) couple without C. ","11","","",""
"Limited","1985","Baden-Württemberg","Single parent ","8","","",""
"Limited","1985","Baden-Württemberg","Couple + C. LE 16 ","15","","",""
"Limited","1985","Baden-Württemberg","Couple + C. GT 16 ","30","0.105790556722","0.0684766334116536","0.143104480032347"
"Limited","1985","Baden-Württemberg","Couple + C. LE and GT 16","31","0.205482537160093","0.14725862137355","0.263706452946636"
"Limited","1985","Bavaria","1-pers.-HH","9","","",""
"Limited","1985","Bavaria","(Married) couple without C. ","19","","",""
"Limited","1985","Bavaria","Single parent ","6","","",""
"Limited","1985","Bavaria","Couple + C. LE 16 ","22","","",""
"Limited","1985","Bavaria","Couple + C. GT 16 ","38","0.198569190653137","0.142142260122651","0.254996121183622"
"Limited","1985","Bavaria","Couple + C. LE and GT 16","30","0.218330662137059","0.155296639539745","0.281364684734374"
"Limited","1985","Berlin","1-pers.-HH","3","","",""
"Limited","1985","Berlin","(Married) couple without C. ","4","","",""
"Limited","1985","Berlin","Single parent ","4","","",""
"Limited","1985","Berlin","Couple + C. LE 16 ","9","","",""
"Limited","1985","Berlin","Couple + C. GT 16 ","7","","",""
"Limited","1985","Berlin","Couple + C. LE and GT 16","5","","",""
"Limited","1985","Brandenburg","1-pers.-HH","","","",""
"Limited","1985","Brandenburg","(Married) couple without C. ","","","",""
"Limited","1985","Brandenburg","Single parent ","","","",""
"Limited","1985","Brandenburg","Couple + C. LE 16 ","","","",""
"Limited","1985","Brandenburg","Couple + C. GT 16 ","","","",""
"Limited","1985","Brandenburg","Couple + C. LE and GT 16","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Limited","1985","Saxony","1-pers.-HH","","","",""
"Limited","1985","Saxony","(Married) couple without C. ","","","",""
"Limited","1985","Saxony","Single parent ","","","",""
"Limited","1985","Saxony","Couple + C. LE 16 ","","","",""
"Limited","1985","Saxony","Couple + C. GT 16 ","","","",""
"Limited","1985","Saxony","Couple + C. LE and GT 16","","","",""
"Limited","1985","Saxony-Anhalt","1-pers.-HH","","","",""
"Limited","1985","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Limited","1985","Saxony-Anhalt","Single parent ","","","",""
"Limited","1985","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Limited","1985","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Limited","1985","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Limited","1985","Thuringia","1-pers.-HH","","","",""
"Limited","1985","Thuringia","(Married) couple without C. ","","","",""
"Limited","1985","Thuringia","Single parent ","","","",""
"Limited","1985","Thuringia","Couple + C. LE 16 ","","","",""
"Limited","1985","Thuringia","Couple + C. GT 16 ","","","",""
"Limited","1985","Thuringia","Couple + C. LE and GT 16","","","",""
"Permanent","1986","Schleswig-Holstein","1-pers.-HH","","","",""
"Permanent","1986","Schleswig-Holstein","(Married) couple without C. ","2","","",""
"Permanent","1986","Schleswig-Holstein","Single parent ","1","","",""
"Permanent","1986","Schleswig-Holstein","Couple + C. LE 16 ","7","","",""
"Permanent","1986","Schleswig-Holstein","Couple + C. GT 16 ","3","","",""
"Permanent","1986","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"Permanent","1986","Hamburg","1-pers.-HH","2","","",""
"Permanent","1986","Hamburg","(Married) couple without C. ","4","","",""
"Permanent","1986","Hamburg","Single parent ","1","","",""
"Permanent","1986","Hamburg","Couple + C. LE 16 ","4","","",""
"Permanent","1986","Hamburg","Couple + C. GT 16 ","2","","",""
"Permanent","1986","Hamburg","Couple + C. LE and GT 16","1","","",""
"Permanent","1986","Lower Saxony","1-pers.-HH","3","","",""
"Permanent","1986","Lower Saxony","(Married) couple without C. ","15","","",""
"Permanent","1986","Lower Saxony","Single parent ","2","","",""
"Permanent","1986","Lower Saxony","Couple + C. LE 16 ","10","","",""
"Permanent","1986","Lower Saxony","Couple + C. GT 16 ","8","","",""
"Permanent","1986","Lower Saxony","Couple + C. LE and GT 16","12","","",""
"Permanent","1986","Bremen","1-pers.-HH","2","","",""
"Permanent","1986","Bremen","(Married) couple without C. ","2","","",""
"Permanent","1986","Bremen","Single parent ","","","",""
"Permanent","1986","Bremen","Couple + C. LE 16 ","2","","",""
"Permanent","1986","Bremen","Couple + C. GT 16 ","","","",""
"Permanent","1986","Bremen","Couple + C. LE and GT 16","","","",""
"Permanent","1986","North Rhine-Westphalia","1-pers.-HH","16","","",""
"Permanent","1986","North Rhine-Westphalia","(Married) couple without C. ","50","0.896563821095795","0.816804597679677","0.976323044511912"
"Permanent","1986","North Rhine-Westphalia","Single parent ","3","","",""
"Permanent","1986","North Rhine-Westphalia","Couple + C. LE 16 ","35","0.896629304773437","0.8034410140921","0.989817595454774"
"Permanent","1986","North Rhine-Westphalia","Couple + C. GT 16 ","19","","",""
"Permanent","1986","North Rhine-Westphalia","Couple + C. LE and GT 16","12","","",""
"Permanent","1986","Hesse","1-pers.-HH","9","","",""
"Permanent","1986","Hesse","(Married) couple without C. ","17","","",""
"Permanent","1986","Hesse","Single parent ","1","","",""
"Permanent","1986","Hesse","Couple + C. LE 16 ","20","","",""
"Permanent","1986","Hesse","Couple + C. GT 16 ","12","","",""
"Permanent","1986","Hesse","Couple + C. LE and GT 16","3","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","1-pers.-HH","1","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","(Married) couple without C. ","13","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","Single parent ","3","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","13","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","10","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","8","","",""
"Permanent","1986","Baden-Württemberg","1-pers.-HH","7","","",""
"Permanent","1986","Baden-Württemberg","(Married) couple without C. ","33","0.926592313550916","0.843670000523676","1.00951462657816"
"Permanent","1986","Baden-Württemberg","Single parent ","6","","",""
"Permanent","1986","Baden-Württemberg","Couple + C. LE 16 ","40","0.905511861084654","0.819083262323953","0.991940459845356"
"Permanent","1986","Baden-Württemberg","Couple + C. GT 16 ","29","","",""
"Permanent","1986","Baden-Württemberg","Couple + C. LE and GT 16","16","","",""
"Permanent","1986","Bavaria","1-pers.-HH","8","","",""
"Permanent","1986","Bavaria","(Married) couple without C. ","22","","",""
"Permanent","1986","Bavaria","Single parent ","6","","",""
"Permanent","1986","Bavaria","Couple + C. LE 16 ","22","","",""
"Permanent","1986","Bavaria","Couple + C. GT 16 ","27","","",""
"Permanent","1986","Bavaria","Couple + C. LE and GT 16","12","","",""
"Permanent","1986","Berlin","1-pers.-HH","8","","",""
"Permanent","1986","Berlin","(Married) couple without C. ","5","","",""
"Permanent","1986","Berlin","Single parent ","3","","",""
"Permanent","1986","Berlin","Couple + C. LE 16 ","7","","",""
"Permanent","1986","Berlin","Couple + C. GT 16 ","5","","",""
"Permanent","1986","Berlin","Couple + C. LE and GT 16","6","","",""
"Permanent","1986","Brandenburg","1-pers.-HH","","","",""
"Permanent","1986","Brandenburg","(Married) couple without C. ","","","",""
"Permanent","1986","Brandenburg","Single parent ","","","",""
"Permanent","1986","Brandenburg","Couple + C. LE 16 ","","","",""
"Permanent","1986","Brandenburg","Couple + C. GT 16 ","","","",""
"Permanent","1986","Brandenburg","Couple + C. LE and GT 16","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Permanent","1986","Saxony","1-pers.-HH","","","",""
"Permanent","1986","Saxony","(Married) couple without C. ","","","",""
"Permanent","1986","Saxony","Single parent ","","","",""
"Permanent","1986","Saxony","Couple + C. LE 16 ","","","",""
"Permanent","1986","Saxony","Couple + C. GT 16 ","","","",""
"Permanent","1986","Saxony","Couple + C. LE and GT 16","","","",""
"Permanent","1986","Saxony-Anhalt","1-pers.-HH","","","",""
"Permanent","1986","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Permanent","1986","Saxony-Anhalt","Single parent ","","","",""
"Permanent","1986","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Permanent","1986","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Permanent","1986","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Permanent","1986","Thuringia","1-pers.-HH","","","",""
"Permanent","1986","Thuringia","(Married) couple without C. ","","","",""
"Permanent","1986","Thuringia","Single parent ","","","",""
"Permanent","1986","Thuringia","Couple + C. LE 16 ","","","",""
"Permanent","1986","Thuringia","Couple + C. GT 16 ","","","",""
"Permanent","1986","Thuringia","Couple + C. LE and GT 16","","","",""
"Limited","1986","Schleswig-Holstein","1-pers.-HH","1","","",""
"Limited","1986","Schleswig-Holstein","(Married) couple without C. ","1","","",""
"Limited","1986","Schleswig-Holstein","Single parent ","1","","",""
"Limited","1986","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Limited","1986","Schleswig-Holstein","Couple + C. GT 16 ","3","","",""
"Limited","1986","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"Limited","1986","Hamburg","1-pers.-HH","2","","",""
"Limited","1986","Hamburg","(Married) couple without C. ","1","","",""
"Limited","1986","Hamburg","Single parent ","1","","",""
"Limited","1986","Hamburg","Couple + C. LE 16 ","","","",""
"Limited","1986","Hamburg","Couple + C. GT 16 ","1","","",""
"Limited","1986","Hamburg","Couple + C. LE and GT 16","","","",""
"Limited","1986","Lower Saxony","1-pers.-HH","","","",""
"Limited","1986","Lower Saxony","(Married) couple without C. ","6","","",""
"Limited","1986","Lower Saxony","Single parent ","1","","",""
"Limited","1986","Lower Saxony","Couple + C. LE 16 ","","","",""
"Limited","1986","Lower Saxony","Couple + C. GT 16 ","13","","",""
"Limited","1986","Lower Saxony","Couple + C. LE and GT 16","7","","",""
"Limited","1986","Bremen","1-pers.-HH","1","","",""
"Limited","1986","Bremen","(Married) couple without C. ","","","",""
"Limited","1986","Bremen","Single parent ","","","",""
"Limited","1986","Bremen","Couple + C. LE 16 ","","","",""
"Limited","1986","Bremen","Couple + C. GT 16 ","2","","",""
"Limited","1986","Bremen","Couple + C. LE and GT 16","","","",""
"Limited","1986","North Rhine-Westphalia","1-pers.-HH","5","","",""
"Limited","1986","North Rhine-Westphalia","(Married) couple without C. ","6","","",""
"Limited","1986","North Rhine-Westphalia","Single parent ","2","","",""
"Limited","1986","North Rhine-Westphalia","Couple + C. LE 16 ","6","","",""
"Limited","1986","North Rhine-Westphalia","Couple + C. GT 16 ","18","","",""
"Limited","1986","North Rhine-Westphalia","Couple + C. LE and GT 16","10","","",""
"Limited","1986","Hesse","1-pers.-HH","2","","",""
"Limited","1986","Hesse","(Married) couple without C. ","7","","",""
"Limited","1986","Hesse","Single parent ","5","","",""
"Limited","1986","Hesse","Couple + C. LE 16 ","1","","",""
"Limited","1986","Hesse","Couple + C. GT 16 ","4","","",""
"Limited","1986","Hesse","Couple + C. LE and GT 16","2","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","(Married) couple without C. ","1","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","Single parent ","1","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","6","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","8","","",""
"Limited","1986","Baden-Württemberg","1-pers.-HH","2","","",""
"Limited","1986","Baden-Württemberg","(Married) couple without C. ","5","","",""
"Limited","1986","Baden-Württemberg","Single parent ","2","","",""
"Limited","1986","Baden-Württemberg","Couple + C. LE 16 ","4","","",""
"Limited","1986","Baden-Württemberg","Couple + C. GT 16 ","16","","",""
"Limited","1986","Baden-Württemberg","Couple + C. LE and GT 16","11","","",""
"Limited","1986","Bavaria","1-pers.-HH","1","","",""
"Limited","1986","Bavaria","(Married) couple without C. ","5","","",""
"Limited","1986","Bavaria","Single parent ","5","","",""
"Limited","1986","Bavaria","Couple + C. LE 16 ","2","","",""
"Limited","1986","Bavaria","Couple + C. GT 16 ","9","","",""
"Limited","1986","Bavaria","Couple + C. LE and GT 16","8","","",""
"Limited","1986","Berlin","1-pers.-HH","1","","",""
"Limited","1986","Berlin","(Married) couple without C. ","","","",""
"Limited","1986","Berlin","Single parent ","3","","",""
"Limited","1986","Berlin","Couple + C. LE 16 ","","","",""
"Limited","1986","Berlin","Couple + C. GT 16 ","3","","",""
"Limited","1986","Berlin","Couple + C. LE and GT 16","2","","",""
"Limited","1986","Brandenburg","1-pers.-HH","","","",""
"Limited","1986","Brandenburg","(Married) couple without C. ","","","",""
"Limited","1986","Brandenburg","Single parent ","","","",""
"Limited","1986","Brandenburg","Couple + C. LE 16 ","","","",""
"Limited","1986","Brandenburg","Couple + C. GT 16 ","","","",""
"Limited","1986","Brandenburg","Couple + C. LE and GT 16","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Limited","1986","Saxony","1-pers.-HH","","","",""
"Limited","1986","Saxony","(Married) couple without C. ","","","",""
"Limited","1986","Saxony","Single parent ","","","",""
"Limited","1986","Saxony","Couple + C. LE 16 ","","","",""
"Limited","1986","Saxony","Couple + C. GT 16 ","","","",""
"Limited","1986","Saxony","Couple + C. LE and GT 16","","","",""
"Limited","1986","Saxony-Anhalt","1-pers.-HH","","","",""
"Limited","1986","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Limited","1986","Saxony-Anhalt","Single parent ","","","",""
"Limited","1986","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Limited","1986","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Limited","1986","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Limited","1986","Thuringia","1-pers.-HH","","","",""
"Limited","1986","Thuringia","(Married) couple without C. ","","","",""
"Limited","1986","Thuringia","Single parent ","","","",""
"Limited","1986","Thuringia","Couple + C. LE 16 ","","","",""
"Limited","1986","Thuringia","Couple + C. GT 16 ","","","",""
"Limited","1986","Thuringia","Couple + C. LE and GT 16","","","",""
"Permanent","1987","Schleswig-Holstein","1-pers.-HH","","","",""
"Permanent","1987","Schleswig-Holstein","(Married) couple without C. ","5","","",""
"Permanent","1987","Schleswig-Holstein","Single parent ","4","","",""
"Permanent","1987","Schleswig-Holstein","Couple + C. LE 16 ","7","","",""
"Permanent","1987","Schleswig-Holstein","Couple + C. GT 16 ","6","","",""
"Permanent","1987","Schleswig-Holstein","Couple + C. LE and GT 16","3","","",""
"Permanent","1987","Hamburg","1-pers.-HH","1","","",""
"Permanent","1987","Hamburg","(Married) couple without C. ","6","","",""
"Permanent","1987","Hamburg","Single parent ","","","",""
"Permanent","1987","Hamburg","Couple + C. LE 16 ","4","","",""
"Permanent","1987","Hamburg","Couple + C. GT 16 ","1","","",""
"Permanent","1987","Hamburg","Couple + C. LE and GT 16","1","","",""
"Permanent","1987","Lower Saxony","1-pers.-HH","7","","",""
"Permanent","1987","Lower Saxony","(Married) couple without C. ","28","","",""
"Permanent","1987","Lower Saxony","Single parent ","3","","",""
"Permanent","1987","Lower Saxony","Couple + C. LE 16 ","17","","",""
"Permanent","1987","Lower Saxony","Couple + C. GT 16 ","16","","",""
"Permanent","1987","Lower Saxony","Couple + C. LE and GT 16","8","","",""
"Permanent","1987","Bremen","1-pers.-HH","","","",""
"Permanent","1987","Bremen","(Married) couple without C. ","3","","",""
"Permanent","1987","Bremen","Single parent ","","","",""
"Permanent","1987","Bremen","Couple + C. LE 16 ","2","","",""
