"plb0037_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Limited","1986","(1b) general elementary school","56","0.399778602646747","0.320047164166554","0.479510041126939"
"Limited","1986","(1c) basic vocational qualification","35","0.12594408151272","0.0872199195778745","0.164668243447566"
"Limited","1986","(2b) intermediate general qualification","50","0.741937707923074","0.637936201045035","0.845939214801112"
"Limited","1986","(2a) intermediate vocational","20","","",""
"Limited","1986","(2c_gen) general maturity certificate","15","","",""
"Limited","1986","(2c_voc) vocational maturity certificate","5","","",""
"Limited","1986","(3a) lower tertiary education","4","","",""
"Limited","1986","(3b) higher tertiary education","21","","",""
"Permanent","1987","(0) in school","1","","",""
"Permanent","1987","(1a) inadequately completed","37","0.856867642781675","0.756746696535639","0.95698858902771"
"Permanent","1987","(1b) general elementary school","130","0.653334451085968","0.588813899735192","0.717855002436743"
"Permanent","1987","(1c) basic vocational qualification","309","0.826004690415191","0.787837647492824","0.864171733337558"
"Permanent","1987","(2b) intermediate general qualification","27","","",""
"Permanent","1987","(2a) intermediate vocational","146","0.826993077699122","0.771425589339342","0.882560566058902"
"Permanent","1987","(2c_gen) general maturity certificate","26","","",""
"Permanent","1987","(2c_voc) vocational maturity certificate","44","0.748726189565497","0.637099198258347","0.860353180872648"
"Permanent","1987","(3a) lower tertiary education","26","","",""
"Permanent","1987","(3b) higher tertiary education","47","0.69733120238928","0.591943475849687","0.802718928928874"
"Limited","1987","(0) in school","2","","",""
"Limited","1987","(1a) inadequately completed","10","","",""
"Limited","1987","(1b) general elementary school","79","0.346665548914032","0.282144997563257","0.411186100264808"
"Limited","1987","(1c) basic vocational qualification","70","0.173995309584809","0.135828266662442","0.212162352507176"
"Limited","1987","(2b) intermediate general qualification","53","0.66240137327027","0.558776492164059","0.76602625437648"
"Limited","1987","(2a) intermediate vocational","32","0.173006922300878","0.117439433941098","0.228574410660658"
"Limited","1987","(2c_gen) general maturity certificate","30","0.618804555289573","0.491599409619056","0.746009700960091"
"Limited","1987","(2c_voc) vocational maturity certificate","14","","",""
"Limited","1987","(3a) lower tertiary education","6","","",""
"Limited","1987","(3b) higher tertiary education","26","","",""
"Permanent","1988","(0) in school","5","","",""
"Permanent","1988","(1a) inadequately completed","355","0.890110104562712","0.858828917562115","0.921391291563309"
"Permanent","1988","(1b) general elementary school","854","0.821472647874226","0.798130718146545","0.844814577601906"
"Permanent","1988","(1c) basic vocational qualification","1844","0.946595710321646","0.936634249856093","0.9565571707872"
"Permanent","1988","(2b) intermediate general qualification","110","0.522383406590547","0.457404925929747","0.587361887251348"
"Permanent","1988","(2a) intermediate vocational","721","0.950176109498762","0.934807888400295","0.965544330597229"
"Permanent","1988","(2c_gen) general maturity certificate","76","0.480820710345416","0.394601607659336","0.567039813031495"
"Permanent","1988","(2c_voc) vocational maturity certificate","209","0.89367658209396","0.854349045574728","0.933004118613193"
"Permanent","1988","(3a) lower tertiary education","134","0.935946091244875","0.895531632155097","0.976360550334653"
"Permanent","1988","(3b) higher tertiary education","290","0.877324274644931","0.84203534877439","0.912613200515473"
"Limited","1988","(0) in school","1","","",""
"Limited","1988","(1a) inadequately completed","29","","",""
"Limited","1988","(1b) general elementary school","180","0.178527352125774","0.155185422398094","0.201869281853455"
"Limited","1988","(1c) basic vocational qualification","113","0.0534042896783536","0.0434428292128001","0.0633657501439071"
"Limited","1988","(2b) intermediate general qualification","117","0.477616593409453","0.412638112748652","0.542595074070253"
"Limited","1988","(2a) intermediate vocational","49","0.0498238905012383","0.0344556694027714","0.0651921115997052"
"Limited","1988","(2c_gen) general maturity certificate","53","0.519179289654584","0.432960186968505","0.605398392340664"
"Limited","1988","(2c_voc) vocational maturity certificate","27","","",""
"Limited","1988","(3a) lower tertiary education","7","","",""
"Limited","1988","(3b) higher tertiary education","42","0.122675725355068","0.0873867994845272","0.15796465122561"
"Permanent","1989","(0) in school","6","","",""
"Permanent","1989","(1a) inadequately completed","30","0.760967360459447","0.627114577290776","0.894820143628118"
"Permanent","1989","(1b) general elementary school","107","0.582123162964334","0.508628360143208","0.65561796578546"
"Permanent","1989","(1c) basic vocational qualification","212","0.845344178830527","0.801309165939996","0.889379191721058"
"Permanent","1989","(2b) intermediate general qualification","31","0.582162706925231","0.461330169843568","0.702995244006893"
"Permanent","1989","(2a) intermediate vocational","112","0.792300300565326","0.726043617674705","0.858556983455947"
"Permanent","1989","(2c_gen) general maturity certificate","18","","",""
"Permanent","1989","(2c_voc) vocational maturity certificate","51","0.859165926090229","0.773270466077134","0.945061386103324"
"Permanent","1989","(3a) lower tertiary education","24","","",""
"Permanent","1989","(3b) higher tertiary education","42","0.753986942454791","0.645010291397944","0.862963593511638"
"Limited","1989","(0) in school","","","",""
"Limited","1989","(1a) inadequately completed","9","","",""
"Limited","1989","(1b) general elementary school","66","0.417876837035666","0.34438203421454","0.491371639856792"
"Limited","1989","(1c) basic vocational qualification","47","0.154655821169473","0.110620808278942","0.198690834060005"
"Limited","1989","(2b) intermediate general qualification","33","0.41783729307477","0.297004755993107","0.538669830156432"
"Limited","1989","(2a) intermediate vocational","32","0.207699699434674","0.141443016544053","0.273956382325294"
"Limited","1989","(2c_gen) general maturity certificate","21","","",""
"Limited","1989","(2c_voc) vocational maturity certificate","12","","",""
"Limited","1989","(3a) lower tertiary education","4","","",""
"Limited","1989","(3b) higher tertiary education","18","","",""
"Permanent","1990","(0) in school","1","","",""
"Permanent","1990","(1a) inadequately completed","32","0.884702019930821","0.785726576944692","0.983677462916951"
"Permanent","1990","(1b) general elementary school","125","0.706041491705262","0.639302490188001","0.772780493222523"
"Permanent","1990","(1c) basic vocational qualification","238","0.865568366395195","0.825684582246403","0.905452150543987"
"Permanent","1990","(2b) intermediate general qualification","25","","",""
"Permanent","1990","(2a) intermediate vocational","131","0.85633189530543","0.800753805399573","0.911909985211288"
"Permanent","1990","(2c_gen) general maturity certificate","19","","",""
"Permanent","1990","(2c_voc) vocational maturity certificate","51","0.894676792728874","0.817004238004089","0.972349347453659"
"Permanent","1990","(3a) lower tertiary education","21","","",""
"Permanent","1990","(3b) higher tertiary education","41","0.738245290275085","0.624126211277765","0.852364369272405"
"Limited","1990","(0) in school","","","",""
"Limited","1990","(1a) inadequately completed","8","","",""
"Limited","1990","(1b) general elementary school","54","0.293958508294738","0.227219506777477","0.360697509811999"
"Limited","1990","(1c) basic vocational qualification","43","0.134431633604805","0.094547849456013","0.174315417753597"
"Limited","1990","(2b) intermediate general qualification","38","0.540088649528352","0.417020008377294","0.663157290679411"
"Limited","1990","(2a) intermediate vocational","22","","",""
"Limited","1990","(2c_gen) general maturity certificate","23","","",""
"Limited","1990","(2c_voc) vocational maturity certificate","9","","",""
"Limited","1990","(3a) lower tertiary education","5","","",""
"Limited","1990","(3b) higher tertiary education","16","","",""
"Permanent","1991","(0) in school","1","","",""
"Permanent","1991","(1a) inadequately completed","46","0.800808849715867","0.698022949002391","0.903594750429343"
"Permanent","1991","(1b) general elementary school","135","0.703239417050799","0.637587663686829","0.768891170414768"
"Permanent","1991","(1c) basic vocational qualification","312","0.82269504087735","0.784193148812101","0.861196932942598"
"Permanent","1991","(2b) intermediate general qualification","35","0.518614265839147","0.405534136451332","0.631694395226961"
"Permanent","1991","(2a) intermediate vocational","390","0.84923834060456","0.817060156122911","0.881416525086209"
"Permanent","1991","(2c_gen) general maturity certificate","22","","",""
"Permanent","1991","(2c_voc) vocational maturity certificate","68","0.817712917809204","0.735636762587459","0.89978907303095"
"Permanent","1991","(3a) lower tertiary education","137","0.795746251006181","0.734963961102186","0.856528540910175"
"Permanent","1991","(3b) higher tertiary education","112","0.671335689446944","0.598551970749197","0.744119408144691"
"Limited","1991","(0) in school","","","",""
"Limited","1991","(1a) inadequately completed","12","","",""
"Limited","1991","(1b) general elementary school","51","0.296760582949201","0.231108829585232","0.362412336313171"
"Limited","1991","(1c) basic vocational qualification","66","0.17730495912265","0.138803067057402","0.215806851187899"
"Limited","1991","(2b) intermediate general qualification","40","0.481385734160853","0.368305604773039","0.594465863548668"
"Limited","1991","(2a) intermediate vocational","85","0.15076165939544","0.118583474913791","0.182939843877089"
"Limited","1991","(2c_gen) general maturity certificate","22","","",""
"Limited","1991","(2c_voc) vocational maturity certificate","17","","",""
"Limited","1991","(3a) lower tertiary education","32","0.204253748993819","0.143471459089825","0.265036038897813"
"Limited","1991","(3b) higher tertiary education","48","0.328664310553056","0.255880591855309","0.401448029250803"
"Permanent","1992","(0) in school","5","","",""
"Permanent","1992","(1a) inadequately completed","32","0.79104535240793","0.661779741808148","0.920310963007711"
"Permanent","1992","(1b) general elementary school","123","0.777536272332402","0.715017050401403","0.840055494263401"
"Permanent","1992","(1c) basic vocational qualification","310","0.761523354933557","0.72007096121594","0.802975748651175"
"Permanent","1992","(2b) intermediate general qualification","41","0.580945734561719","0.469279884645868","0.69261158447757"
"Permanent","1992","(2a) intermediate vocational","363","0.832688791468135","0.798009360480376","0.867368222455893"
"Permanent","1992","(2c_gen) general maturity certificate","18","","",""
"Permanent","1992","(2c_voc) vocational maturity certificate","50","0.795148328906628","0.697779498324712","0.892517159488544"
"Permanent","1992","(3a) lower tertiary education","139","0.749438984500307","0.685418840351824","0.813459128648791"
"Permanent","1992","(3b) higher tertiary education","104","0.734873038322118","0.662015978842119","0.807730097802117"
"Limited","1992","(0) in school","","","",""
"Limited","1992","(1a) inadequately completed","6","","",""
"Limited","1992","(1b) general elementary school","47","0.222463727667598","0.159944505736599","0.284982949598597"
"Limited","1992","(1c) basic vocational qualification","96","0.238476645066443","0.197024251348825","0.27992903878406"
"Limited","1992","(2b) intermediate general qualification","34","0.419054265438281","0.30738841552243","0.530720115354132"
"Limited","1992","(2a) intermediate vocational","82","0.167311208531865","0.132631777544107","0.201990639519624"
"Limited","1992","(2c_gen) general maturity certificate","29","","",""
"Limited","1992","(2c_voc) vocational maturity certificate","16","","",""
"Limited","1992","(3a) lower tertiary education","37","0.250561015499693","0.186540871351209","0.314581159648177"
"Limited","1992","(3b) higher tertiary education","37","0.265126961677882","0.192269902197883","0.337984021157881"
"Permanent","1993","(0) in school","","","",""
"Permanent","1993","(1a) inadequately completed","18","","",""
"Permanent","1993","(1b) general elementary school","111","0.695611239283827","0.62363388710509","0.767588591462564"
"Permanent","1993","(1c) basic vocational qualification","238","0.822700041102318","0.779410042297747","0.865990039906889"
"Permanent","1993","(2b) intermediate general qualification","33","0.572477940662767","0.444047105793108","0.700908775532427"
"Permanent","1993","(2a) intermediate vocational","338","0.825591072848072","0.788816021613746","0.862366124082398"
"Permanent","1993","(2c_gen) general maturity certificate","27","","",""
"Permanent","1993","(2c_voc) vocational maturity certificate","60","0.892904372031647","0.819405278954358","0.966403465108937"
"Permanent","1993","(3a) lower tertiary education","111","0.776545496330995","0.706536049593132","0.846554943068858"
"Permanent","1993","(3b) higher tertiary education","93","0.73234891694709","0.655650459320271","0.809047374573909"
"Limited","1993","(0) in school","","","",""
"Limited","1993","(1a) inadequately completed","9","","",""
"Limited","1993","(1b) general elementary school","46","0.304388760716173","0.232411408537436","0.37636611289491"
"Limited","1993","(1c) basic vocational qualification","61","0.177299958897682","0.134009960093111","0.220589957702253"
"Limited","1993","(2b) intermediate general qualification","24","","",""
"Limited","1993","(2a) intermediate vocational","71","0.174408927151928","0.137633875917602","0.211183978386254"
"Limited","1993","(2c_gen) general maturity certificate","28","","",""
"Limited","1993","(2c_voc) vocational maturity certificate","8","","",""
"Limited","1993","(3a) lower tertiary education","25","","",""
"Limited","1993","(3b) higher tertiary education","35","0.26765108305291","0.190952625426091","0.344349540679729"
"Permanent","1994","(0) in school","2","","",""
"Permanent","1994","(1a) inadequately completed","18","","",""
"Permanent","1994","(1b) general elementary school","69","0.581538440874318","0.494711550640469","0.668365331108167"
"Permanent","1994","(1c) basic vocational qualification","228","0.794901610970511","0.749058110447345","0.840745111493677"
"Permanent","1994","(2b) intermediate general qualification","28","","",""
"Permanent","1994","(2a) intermediate vocational","261","0.792112253757907","0.748722592092273","0.83550191542354"
"Permanent","1994","(2c_gen) general maturity certificate","20","","",""
"Permanent","1994","(2c_voc) vocational maturity certificate","51","0.632921579631217","0.520804107999427","0.745039051263007"
"Permanent","1994","(3a) lower tertiary education","64","0.813740098196145","0.731458748172583","0.896021448219706"
"Permanent","1994","(3b) higher tertiary education","62","0.604087046482721","0.510545820263007","0.697628272702436"
"Limited","1994","(0) in school","","","",""
"Limited","1994","(1a) inadequately completed","15","","",""
"Limited","1994","(1b) general elementary school","55","0.418461559125682","0.331634668891833","0.505288449359531"
"Limited","1994","(1c) basic vocational qualification","70","0.205098389029489","0.159254888506323","0.250941889552655"
"Limited","1994","(2b) intermediate general qualification","48","0.739019735628744","0.640284277307212","0.837755193950276"
"Limited","1994","(2a) intermediate vocational","75","0.207887746242093","0.16449808457646","0.251277407907727"
"Limited","1994","(2c_gen) general maturity certificate","41","0.643244288020546","0.52302985558556","0.763458720455532"
"Limited","1994","(2c_voc) vocational maturity certificate","20","","",""
"Limited","1994","(3a) lower tertiary education","22","","",""
"Limited","1994","(3b) higher tertiary education","43","0.395912953517279","0.302371727297564","0.489454179736993"
"Permanent","1995","(0) in school","3","","",""
"Permanent","1995","(1a) inadequately completed","240","0.867229857681995","0.826528417033638","0.907931298330352"
"Permanent","1995","(1b) general elementary school","681","0.827532049299068","0.801721646266533","0.853342452331603"
"Permanent","1995","(1c) basic vocational qualification","1913","0.92194881593827","0.910415120668975","0.933482511207565"
"Permanent","1995","(2b) intermediate general qualification","132","0.513438109881803","0.454998403330868","0.571877816432738"
"Permanent","1995","(2a) intermediate vocational","1658","0.932690545013195","0.921096267376398","0.944284822649992"
"Permanent","1995","(2c_gen) general maturity certificate","117","0.599584195495539","0.532996019715224","0.666172371275854"
"Permanent","1995","(2c_voc) vocational maturity certificate","329","0.876136816142785","0.842341326466369","0.9099323058192"
"Permanent","1995","(3a) lower tertiary education","542","0.933770161266072","0.913548963831267","0.953991358700876"
"Permanent","1995","(3b) higher tertiary education","511","0.833429947771106","0.803910692823796","0.862949202718417"
"Limited","1995","(0) in school","","","",""
"Limited","1995","(1a) inadequately completed","27","","",""
"Limited","1995","(1b) general elementary school","142","0.172467950700932","0.146657547668397","0.198278353733467"
"Limited","1995","(1c) basic vocational qualification","165","0.07805118406173","0.0665174887924355","0.0895848793310246"
"Limited","1995","(2b) intermediate general qualification","149","0.486561890118197","0.428122183567262","0.545001596669132"
"Limited","1995","(2a) intermediate vocational","136","0.0673094549868053","0.0557151773500082","0.0789037326236025"
"Limited","1995","(2c_gen) general maturity certificate","91","0.400415804504461","0.333827628724146","0.467003980284776"
"Limited","1995","(2c_voc) vocational maturity certificate","36","0.123863183857215","0.0900676941807996","0.157658673533631"
"Limited","1995","(3a) lower tertiary education","39","0.0662298387339282","0.0460086412991238","0.0864510361687327"
"Limited","1995","(3b) higher tertiary education","101","0.166570052228894","0.137050797281583","0.196089307176204"
"Permanent","1996","(0) in school","6","","",""
"Permanent","1996","(1a) inadequately completed","220","0.821826870761957","0.773714558827671","0.869939182696243"
"Permanent","1996","(1b) general elementary school","612","0.831854131155421","0.804998420797535","0.858709841513308"
"Permanent","1996","(1c) basic vocational qualification","1859","0.916912294357273","0.90489943487584","0.928925153838706"
"Permanent","1996","(2b) intermediate general qualification","122","0.49546652025496","0.436798944692995","0.554134095816926"
"Permanent","1996","(2a) intermediate vocational","1647","0.946047727876362","0.935486849315755","0.956608606436969"
"Permanent","1996","(2c_gen) general maturity certificate","121","0.657259064231294","0.591149122095985","0.723369006366603"
"Permanent","1996","(2c_voc) vocational maturity certificate","340","0.898242685558075","0.867643341264587","0.928842029851564"
"Permanent","1996","(3a) lower tertiary education","540","0.936523988031251","0.916595312407506","0.956452663654996"
"Permanent","1996","(3b) higher tertiary education","504","0.850331470590344","0.821471996516234","0.879190944664454"
"Limited","1996","(0) in school","","","",""
"Limited","1996","(1a) inadequately completed","23","","",""
"Limited","1996","(1b) general elementary school","133","0.168145868844579","0.141290158486692","0.195001579202465"
"Limited","1996","(1c) basic vocational qualification","169","0.0830877056427273","0.0710748461612943","0.0951005651241602"
"Limited","1996","(2b) intermediate general qualification","157","0.50453347974504","0.445865904183074","0.563201055307005"
"Limited","1996","(2a) intermediate vocational","111","0.053952272123638","0.043391393563031","0.064513150684245"
"Limited","1996","(2c_gen) general maturity certificate","77","0.342740935768706","0.276630993633397","0.408850877904015"
"Limited","1996","(2c_voc) vocational maturity certificate","35","0.101757314441925","0.0711579701484361","0.132356658735413"
"Limited","1996","(3a) lower tertiary education","35","0.063476011968749","0.0435473363450036","0.0834046875924944"
"Limited","1996","(3b) higher tertiary education","83","0.149668529409656","0.120809055335546","0.178528003483766"
"Permanent","1997","(0) in school","5","","",""
"Permanent","1997","(1a) inadequately completed","200","0.879973583612727","0.836930906922034","0.92301626030342"
"Permanent","1997","(1b) general elementary school","544","0.773880643845973","0.742869672807825","0.804891614884121"
"Permanent","1997","(1c) basic vocational qualification","1746","0.927292941755968","0.915608413335405","0.938977470176532"
"Permanent","1997","(2b) intermediate general qualification","107","0.467173868054261","0.409045664362007","0.525302071746516"
"Permanent","1997","(2a) intermediate vocational","1571","0.92572098677117","0.913270497641871","0.938171475900469"
"Permanent","1997","(2c_gen) general maturity certificate","109","0.586058313533017","0.516207510184948","0.655909116881085"
"Permanent","1997","(2c_voc) vocational maturity certificate","345","0.891718445089456","0.860638975697302","0.92279791448161"
"Permanent","1997","(3a) lower tertiary education","532","0.922084366961767","0.900156833819072","0.944011900104463"
"Permanent","1997","(3b) higher tertiary education","502","0.822435371541275","0.791934057233172","0.852936685849379"
"Limited","1997","(0) in school","3","","",""
"Limited","1997","(1a) inadequately completed","19","","",""
"Limited","1997","(1b) general elementary school","155","0.226119356154027","0.195108385115879","0.257130327192175"
"Limited","1997","(1c) basic vocational qualification","151","0.0727070582440315","0.0610225298234683","0.0843915866645947"
"Limited","1997","(2b) intermediate general qualification","176","0.532826131945739","0.474697928253484","0.590954335637993"
"Limited","1997","(2a) intermediate vocational","133","0.0742790132288304","0.0618285240995314","0.0867295023581294"
"Limited","1997","(2c_gen) general maturity certificate","82","0.413941686466983","0.344090883118915","0.483792489815052"
"Limited","1997","(2c_voc) vocational maturity certificate","39","0.108281554910544","0.0772020855183903","0.139361024302698"
"Limited","1997","(3a) lower tertiary education","42","0.0779156330382328","0.0559880998955373","0.0998431661809284"
"Limited","1997","(3b) higher tertiary education","101","0.177564628458725","0.147063314150621","0.208065942766828"
"Permanent","1998","(0) in school","10","","",""
"Permanent","1998","(1a) inadequately completed","194","0.922857256387214","0.886683821134916","0.959030691639513"
"Permanent","1998","(1b) general elementary school","564","0.775041967685569","0.744793323546966","0.805290611824173"
"Permanent","1998","(1c) basic vocational qualification","1820","0.919662824347687","0.907720354643597","0.931605294051776"
"Permanent","1998","(2b) intermediate general qualification","116","0.47449042389169","0.418172237254412","0.530808610528968"
"Permanent","1998","(2a) intermediate vocational","1756","0.924175200984909","0.912265995844729","0.936084406125089"
"Permanent","1998","(2c_gen) general maturity certificate","122","0.592657030762961","0.526044370092284","0.659269691433637"
"Permanent","1998","(2c_voc) vocational maturity certificate","391","0.878669055111985","0.847985765570414","0.909352344653557"
"Permanent","1998","(3a) lower tertiary education","582","0.924332912382677","0.903549319987815","0.945116504777538"
"Permanent","1998","(3b) higher tertiary education","553","0.843419776127289","0.815439568497675","0.871399983756904"
"Limited","1998","(0) in school","2","","",""
"Limited","1998","(1a) inadequately completed","15","","",""
"Limited","1998","(1b) general elementary school","168","0.224958032314431","0.194709388175827","0.255206676453035"
"Limited","1998","(1c) basic vocational qualification","170","0.0803371756523134","0.0683947059482241","0.0922796453564028"
"Limited","1998","(2b) intermediate general qualification","186","0.52550957610831","0.469191389471032","0.581827762745588"
"Limited","1998","(2a) intermediate vocational","142","0.0758247990150909","0.0639155938749107","0.0877340041552712"
"Limited","1998","(2c_gen) general maturity certificate","87","0.407342969237039","0.340730308566363","0.473955629907716"
"Limited","1998","(2c_voc) vocational maturity certificate","44","0.121330944888015","0.0906476553464434","0.152014234429586"
"Limited","1998","(3a) lower tertiary education","40","0.0756670876173233","0.0548834952224616","0.096450680012185"
"Limited","1998","(3b) higher tertiary education","95","0.156580223872711","0.128600016243096","0.184560431502325"
"Permanent","1999","(0) in school","22","","",""
"Permanent","1999","(1a) inadequately completed","190","0.833027241113223","0.782221202768858","0.883833279457587"
"Permanent","1999","(1b) general elementary school","545","0.77664993590034","0.746036012814458","0.807263858986222"
"Permanent","1999","(1c) basic vocational qualification","1804","0.923530676420426","0.911825316204006","0.935236036636846"
"Permanent","1999","(2b) intermediate general qualification","126","0.451401846231191","0.397048161433549","0.505755531028832"
"Permanent","1999","(2a) intermediate vocational","1745","0.906744291079071","0.893750804981768","0.919737777176375"
"Permanent","1999","(2c_gen) general maturity certificate","133","0.597212162434682","0.53396448281868","0.660459842050683"
"Permanent","1999","(2c_voc) vocational maturity certificate","397","0.91272161316121","0.886319520340206","0.939123705982215"
"Permanent","1999","(3a) lower tertiary education","567","0.925298605281398","0.904587271131153","0.946009939431642"
"Permanent","1999","(3b) higher tertiary education","565","0.842450102857119","0.814843295294258","0.870056910419979"
"Limited","1999","(0) in school","4","","",""
"Limited","1999","(1a) inadequately completed","17","","",""
"Limited","1999","(1b) general elementary school","166","0.22335006409966","0.192736141013778","0.253963987185542"
"Limited","1999","(1c) basic vocational qualification","176","0.0764693235795739","0.0647639633631538","0.0881746837959939"
"Limited","1999","(2b) intermediate general qualification","196","0.548598153768809","0.494244468971168","0.602951838566451"
"Limited","1999","(2a) intermediate vocational","179","0.0932557089209286","0.080262222823625","0.106249195018232"
"Limited","1999","(2c_gen) general maturity certificate","98","0.402787837565319","0.339540157949317","0.46603551718132"
"Limited","1999","(2c_voc) vocational maturity certificate","42","0.0872783868387896","0.060876294017785","0.113680479659794"
"Limited","1999","(3a) lower tertiary education","52","0.0747013947186023","0.0539900605683578","0.0954127288688468"
"Limited","1999","(3b) higher tertiary education","104","0.157549897142881","0.129943089580021","0.185156704705742"
"Permanent","2000","(0) in school","16","","",""
"Permanent","2000","(1a) inadequately completed","112","0.837707134381033","0.774806221726822","0.900608047035243"
"Permanent","2000","(1b) general elementary school","666","0.756111536201837","0.728071778481877","0.784151293921796"
"Permanent","2000","(1c) basic vocational qualification","2992","0.915604432406945","0.906075277364912","0.925133587448978"
"Permanent","2000","(2b) intermediate general qualification","88","0.25170047167463","0.208901898207935","0.294499045141324"
"Permanent","2000","(2a) intermediate vocational","3142","0.911029295168189","0.901538817141222","0.920519773195157"
"Permanent","2000","(2c_gen) general maturity certificate","128","0.46237088642416","0.405086241424927","0.519655531423393"
"Permanent","2000","(2c_voc) vocational maturity certificate","822","0.896253205071881","0.876559792415554","0.915946617728208"
"Permanent","2000","(3a) lower tertiary education","948","0.920453724100534","0.903904647167234","0.937002801033833"
"Permanent","2000","(3b) higher tertiary education","1119","0.837311711905356","0.817271716816118","0.857351706994594"
"Limited","2000","(0) in school","6","","",""
"Limited","2000","(1a) inadequately completed","20","","",""
"Limited","2000","(1b) general elementary school","235","0.243888463798163","0.215848706078204","0.271928221518123"
"Limited","2000","(1c) basic vocational qualification","277","0.0843955675930549","0.0748664125510219","0.093924722635088"
"Limited","2000","(2b) intermediate general qualification","307","0.74829952832537","0.705500954858676","0.791098101792065"
"Limited","2000","(2a) intermediate vocational","315","0.0889707048318108","0.0794802268048431","0.0984611828587784"
"Limited","2000","(2c_gen) general maturity certificate","163","0.53762911357584","0.480344468576607","0.594913758575073"
"Limited","2000","(2c_voc) vocational maturity certificate","99","0.103746794928119","0.0840533822717919","0.123440207584446"
"Limited","2000","(3a) lower tertiary education","79","0.0795462758994665","0.0629971989661668","0.0960953528327662"
"Limited","2000","(3b) higher tertiary education","184","0.162688288094644","0.142648293005406","0.182728283183882"
"Permanent","2001","(0) in school","29","","",""
"Permanent","2001","(1a) inadequately completed","96","0.88772171743567","0.827902255131489","0.947541179739852"
"Permanent","2001","(1b) general elementary school","565","0.703919835086367","0.672245106382532","0.735594563790201"
"Permanent","2001","(1c) basic vocational qualification","2628","0.932153553792552","0.922889833398904","0.9414172741862"
"Permanent","2001","(2b) intermediate general qualification","93","0.278316643240611","0.23246467396722","0.324168612514002"
"Permanent","2001","(2a) intermediate vocational","2889","0.919394639419187","0.909925529185511","0.928863749652863"
"Permanent","2001","(2c_gen) general maturity certificate","121","0.404911316071269","0.351295742272079","0.458526889870458"
"Permanent","2001","(2c_voc) vocational maturity certificate","768","0.916080123072426","0.897251232153434","0.934909013991418"
"Permanent","2001","(3a) lower tertiary education","893","0.923049300132036","0.906199097303502","0.93989950296057"
"Permanent","2001","(3b) higher tertiary education","1053","0.851418780778919","0.831303311951546","0.871534249606291"
"Limited","2001","(0) in school","11","","",""
"Limited","2001","(1a) inadequately completed","11","","",""
"Limited","2001","(1b) general elementary school","233","0.296080164913634","0.264405436209799","0.327754893617468"
"Limited","2001","(1c) basic vocational qualification","203","0.067846446207448","0.0585827258137996","0.0771101666010963"
"Limited","2001","(2b) intermediate general qualification","274","0.721683356759389","0.675831387485998","0.76753532603278"
