"plb0037_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Limited","1985","North Rhine-Westphalia","college entrance qualification","42","0.197278017473037","0.143455950882133","0.251100084063942"
"Limited","1985","North Rhine-Westphalia","Other degree","14","","",""
"Limited","1985","North Rhine-Westphalia","no degree/no degree yet","9","","",""
"Limited","1985","Hesse","lower secondary degree","25","","",""
"Limited","1985","Hesse","secondary school degree","14","","",""
"Limited","1985","Hesse","college entrance qualification","16","","",""
"Limited","1985","Hesse","Other degree","10","","",""
"Limited","1985","Hesse","no degree/no degree yet","5","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","lower secondary degree","27","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","secondary school degree","14","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","college entrance qualification","1","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","Other degree","5","","",""
"Limited","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"Limited","1985","Baden-Württemberg","lower secondary degree","48","0.0685563731779151","0.0470428092673195","0.0900699370885106"
"Limited","1985","Baden-Württemberg","secondary school degree","24","","",""
"Limited","1985","Baden-Württemberg","college entrance qualification","17","","",""
"Limited","1985","Baden-Württemberg","Other degree","8","","",""
"Limited","1985","Baden-Württemberg","no degree/no degree yet","6","","",""
"Limited","1985","Bavaria","lower secondary degree","53","0.102543903953644","0.0754615692215275","0.129626238685761"
"Limited","1985","Bavaria","secondary school degree","36","0.171785810185757","0.12136685539433","0.222204764977185"
"Limited","1985","Bavaria","college entrance qualification","25","","",""
"Limited","1985","Bavaria","Other degree","11","","",""
"Limited","1985","Bavaria","no degree/no degree yet","5","","",""
"Limited","1985","Berlin","lower secondary degree","10","","",""
"Limited","1985","Berlin","secondary school degree","4","","",""
"Limited","1985","Berlin","college entrance qualification","10","","",""
"Limited","1985","Berlin","Other degree","4","","",""
"Limited","1985","Berlin","no degree/no degree yet","2","","",""
"Limited","1985","Brandenburg","lower secondary degree","","","",""
"Limited","1985","Brandenburg","secondary school degree","","","",""
"Limited","1985","Brandenburg","college entrance qualification","","","",""
"Limited","1985","Brandenburg","Other degree","","","",""
"Limited","1985","Brandenburg","no degree/no degree yet","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Limited","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Limited","1985","Saxony","lower secondary degree","","","",""
"Limited","1985","Saxony","secondary school degree","","","",""
"Limited","1985","Saxony","college entrance qualification","","","",""
"Limited","1985","Saxony","Other degree","","","",""
"Limited","1985","Saxony","no degree/no degree yet","","","",""
"Limited","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Limited","1985","Saxony-Anhalt","secondary school degree","","","",""
"Limited","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Limited","1985","Saxony-Anhalt","Other degree","","","",""
"Limited","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Limited","1985","Thuringia","lower secondary degree","","","",""
"Limited","1985","Thuringia","secondary school degree","","","",""
"Limited","1985","Thuringia","college entrance qualification","","","",""
"Limited","1985","Thuringia","Other degree","","","",""
"Limited","1985","Thuringia","no degree/no degree yet","","","",""
"Permanent","1986","Schleswig-Holstein","lower secondary degree","7","","",""
"Permanent","1986","Schleswig-Holstein","secondary school degree","6","","",""
"Permanent","1986","Schleswig-Holstein","college entrance qualification","2","","",""
"Permanent","1986","Schleswig-Holstein","Other degree","","","",""
"Permanent","1986","Schleswig-Holstein","no degree/no degree yet","","","",""
"Permanent","1986","Hamburg","lower secondary degree","4","","",""
"Permanent","1986","Hamburg","secondary school degree","1","","",""
"Permanent","1986","Hamburg","college entrance qualification","6","","",""
"Permanent","1986","Hamburg","Other degree","1","","",""
"Permanent","1986","Hamburg","no degree/no degree yet","1","","",""
"Permanent","1986","Lower Saxony","lower secondary degree","30","0.613485470070048","0.47121102934754","0.755759910792555"
"Permanent","1986","Lower Saxony","secondary school degree","7","","",""
"Permanent","1986","Lower Saxony","college entrance qualification","12","","",""
"Permanent","1986","Lower Saxony","Other degree","6","","",""
"Permanent","1986","Lower Saxony","no degree/no degree yet","1","","",""
"Permanent","1986","Bremen","lower secondary degree","1","","",""
"Permanent","1986","Bremen","secondary school degree","3","","",""
"Permanent","1986","Bremen","college entrance qualification","1","","",""
"Permanent","1986","Bremen","Other degree","1","","",""
"Permanent","1986","Bremen","no degree/no degree yet","","","",""
"Permanent","1986","North Rhine-Westphalia","lower secondary degree","65","0.848453799716622","0.769382082467505","0.92752551696574"
"Permanent","1986","North Rhine-Westphalia","secondary school degree","34","0.640293579618971","0.504527542776807","0.776059616461135"
"Permanent","1986","North Rhine-Westphalia","college entrance qualification","27","","",""
"Permanent","1986","North Rhine-Westphalia","Other degree","10","","",""
"Permanent","1986","North Rhine-Westphalia","no degree/no degree yet","8","","",""
"Permanent","1986","Hesse","lower secondary degree","23","","",""
"Permanent","1986","Hesse","secondary school degree","13","","",""
"Permanent","1986","Hesse","college entrance qualification","16","","",""
"Permanent","1986","Hesse","Other degree","7","","",""
"Permanent","1986","Hesse","no degree/no degree yet","5","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","lower secondary degree","29","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","secondary school degree","12","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","college entrance qualification","6","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","Other degree","2","","",""
"Permanent","1986","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Permanent","1986","Baden-Württemberg","lower secondary degree","82","0.872314480849123","0.806902777975344","0.937726183722902"
"Permanent","1986","Baden-Württemberg","secondary school degree","25","","",""
"Permanent","1986","Baden-Württemberg","college entrance qualification","19","","",""
"Permanent","1986","Baden-Württemberg","Other degree","7","","",""
"Permanent","1986","Baden-Württemberg","no degree/no degree yet","4","","",""
"Permanent","1986","Bavaria","lower secondary degree","45","0.769107484839096","0.66335718199636","0.874857787681833"
"Permanent","1986","Bavaria","secondary school degree","28","","",""
"Permanent","1986","Bavaria","college entrance qualification","13","","",""
"Permanent","1986","Bavaria","Other degree","6","","",""
"Permanent","1986","Bavaria","no degree/no degree yet","7","","",""
"Permanent","1986","Berlin","lower secondary degree","20","","",""
"Permanent","1986","Berlin","secondary school degree","7","","",""
"Permanent","1986","Berlin","college entrance qualification","7","","",""
"Permanent","1986","Berlin","Other degree","","","",""
"Permanent","1986","Berlin","no degree/no degree yet","","","",""
"Permanent","1986","Brandenburg","lower secondary degree","","","",""
"Permanent","1986","Brandenburg","secondary school degree","","","",""
"Permanent","1986","Brandenburg","college entrance qualification","","","",""
"Permanent","1986","Brandenburg","Other degree","","","",""
"Permanent","1986","Brandenburg","no degree/no degree yet","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","Other degree","","","",""
"Permanent","1986","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Permanent","1986","Saxony","lower secondary degree","","","",""
"Permanent","1986","Saxony","secondary school degree","","","",""
"Permanent","1986","Saxony","college entrance qualification","","","",""
"Permanent","1986","Saxony","Other degree","","","",""
"Permanent","1986","Saxony","no degree/no degree yet","","","",""
"Permanent","1986","Saxony-Anhalt","lower secondary degree","","","",""
"Permanent","1986","Saxony-Anhalt","secondary school degree","","","",""
"Permanent","1986","Saxony-Anhalt","college entrance qualification","","","",""
"Permanent","1986","Saxony-Anhalt","Other degree","","","",""
"Permanent","1986","Saxony-Anhalt","no degree/no degree yet","","","",""
"Permanent","1986","Thuringia","lower secondary degree","","","",""
"Permanent","1986","Thuringia","secondary school degree","","","",""
"Permanent","1986","Thuringia","college entrance qualification","","","",""
"Permanent","1986","Thuringia","Other degree","","","",""
"Permanent","1986","Thuringia","no degree/no degree yet","","","",""
"Limited","1986","Schleswig-Holstein","lower secondary degree","3","","",""
"Limited","1986","Schleswig-Holstein","secondary school degree","2","","",""
"Limited","1986","Schleswig-Holstein","college entrance qualification","1","","",""
"Limited","1986","Schleswig-Holstein","Other degree","1","","",""
"Limited","1986","Schleswig-Holstein","no degree/no degree yet","","","",""
"Limited","1986","Hamburg","lower secondary degree","2","","",""
"Limited","1986","Hamburg","secondary school degree","1","","",""
"Limited","1986","Hamburg","college entrance qualification","2","","",""
"Limited","1986","Hamburg","Other degree","","","",""
"Limited","1986","Hamburg","no degree/no degree yet","","","",""
"Limited","1986","Lower Saxony","lower secondary degree","15","","",""
"Limited","1986","Lower Saxony","secondary school degree","13","","",""
"Limited","1986","Lower Saxony","college entrance qualification","4","","",""
"Limited","1986","Lower Saxony","Other degree","1","","",""
"Limited","1986","Lower Saxony","no degree/no degree yet","","","",""
"Limited","1986","Bremen","lower secondary degree","","","",""
"Limited","1986","Bremen","secondary school degree","3","","",""
"Limited","1986","Bremen","college entrance qualification","","","",""
"Limited","1986","Bremen","Other degree","","","",""
"Limited","1986","Bremen","no degree/no degree yet","","","",""
"Limited","1986","North Rhine-Westphalia","lower secondary degree","14","","",""
"Limited","1986","North Rhine-Westphalia","secondary school degree","14","","",""
"Limited","1986","North Rhine-Westphalia","college entrance qualification","15","","",""
"Limited","1986","North Rhine-Westphalia","Other degree","4","","",""
"Limited","1986","North Rhine-Westphalia","no degree/no degree yet","1","","",""
"Limited","1986","Hesse","lower secondary degree","7","","",""
"Limited","1986","Hesse","secondary school degree","5","","",""
"Limited","1986","Hesse","college entrance qualification","6","","",""
"Limited","1986","Hesse","Other degree","3","","",""
"Limited","1986","Hesse","no degree/no degree yet","1","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","lower secondary degree","8","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","secondary school degree","6","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Limited","1986","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Limited","1986","Baden-Württemberg","lower secondary degree","18","","",""
"Limited","1986","Baden-Württemberg","secondary school degree","15","","",""
"Limited","1986","Baden-Württemberg","college entrance qualification","4","","",""
"Limited","1986","Baden-Württemberg","Other degree","1","","",""
"Limited","1986","Baden-Württemberg","no degree/no degree yet","3","","",""
"Limited","1986","Bavaria","lower secondary degree","16","","",""
"Limited","1986","Bavaria","secondary school degree","7","","",""
"Limited","1986","Bavaria","college entrance qualification","6","","",""
"Limited","1986","Bavaria","Other degree","","","",""
"Limited","1986","Bavaria","no degree/no degree yet","1","","",""
"Limited","1986","Berlin","lower secondary degree","1","","",""
"Limited","1986","Berlin","secondary school degree","4","","",""
"Limited","1986","Berlin","college entrance qualification","2","","",""
"Limited","1986","Berlin","Other degree","","","",""
"Limited","1986","Berlin","no degree/no degree yet","1","","",""
"Limited","1986","Brandenburg","lower secondary degree","","","",""
"Limited","1986","Brandenburg","secondary school degree","","","",""
"Limited","1986","Brandenburg","college entrance qualification","","","",""
"Limited","1986","Brandenburg","Other degree","","","",""
"Limited","1986","Brandenburg","no degree/no degree yet","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","Other degree","","","",""
"Limited","1986","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Limited","1986","Saxony","lower secondary degree","","","",""
"Limited","1986","Saxony","secondary school degree","","","",""
"Limited","1986","Saxony","college entrance qualification","","","",""
"Limited","1986","Saxony","Other degree","","","",""
"Limited","1986","Saxony","no degree/no degree yet","","","",""
"Limited","1986","Saxony-Anhalt","lower secondary degree","","","",""
"Limited","1986","Saxony-Anhalt","secondary school degree","","","",""
"Limited","1986","Saxony-Anhalt","college entrance qualification","","","",""
"Limited","1986","Saxony-Anhalt","Other degree","","","",""
"Limited","1986","Saxony-Anhalt","no degree/no degree yet","","","",""
"Limited","1986","Thuringia","lower secondary degree","","","",""
"Limited","1986","Thuringia","secondary school degree","","","",""
"Limited","1986","Thuringia","college entrance qualification","","","",""
"Limited","1986","Thuringia","Other degree","","","",""
"Limited","1986","Thuringia","no degree/no degree yet","","","",""
"Permanent","1987","Schleswig-Holstein","lower secondary degree","16","","",""
"Permanent","1987","Schleswig-Holstein","secondary school degree","7","","",""
"Permanent","1987","Schleswig-Holstein","college entrance qualification","2","","",""
"Permanent","1987","Schleswig-Holstein","Other degree","1","","",""
"Permanent","1987","Schleswig-Holstein","no degree/no degree yet","","","",""
"Permanent","1987","Hamburg","lower secondary degree","4","","",""
"Permanent","1987","Hamburg","secondary school degree","3","","",""
"Permanent","1987","Hamburg","college entrance qualification","4","","",""
"Permanent","1987","Hamburg","Other degree","2","","",""
"Permanent","1987","Hamburg","no degree/no degree yet","","","",""
"Permanent","1987","Lower Saxony","lower secondary degree","43","0.682353370702385","0.566467885761847","0.798238855642922"
"Permanent","1987","Lower Saxony","secondary school degree","22","","",""
"Permanent","1987","Lower Saxony","college entrance qualification","14","","",""
"Permanent","1987","Lower Saxony","Other degree","4","","",""
"Permanent","1987","Lower Saxony","no degree/no degree yet","2","","",""
"Permanent","1987","Bremen","lower secondary degree","3","","",""
"Permanent","1987","Bremen","secondary school degree","4","","",""
"Permanent","1987","Bremen","college entrance qualification","1","","",""
"Permanent","1987","Bremen","Other degree","1","","",""
"Permanent","1987","Bremen","no degree/no degree yet","1","","",""
"Permanent","1987","North Rhine-Westphalia","lower secondary degree","92","0.835949506453689","0.768847739918237","0.903051272989142"
"Permanent","1987","North Rhine-Westphalia","secondary school degree","41","0.7391248492855","0.628930726567382","0.849318972003619"
"Permanent","1987","North Rhine-Westphalia","college entrance qualification","36","0.587477393620123","0.464939135514485","0.71001565172576"
"Permanent","1987","North Rhine-Westphalia","Other degree","17","","",""
"Permanent","1987","North Rhine-Westphalia","no degree/no degree yet","12","","",""
"Permanent","1987","Hesse","lower secondary degree","32","0.793708880146639","0.674147026618527","0.913270733674752"
"Permanent","1987","Hesse","secondary school degree","18","","",""
"Permanent","1987","Hesse","college entrance qualification","12","","",""
"Permanent","1987","Hesse","Other degree","15","","",""
"Permanent","1987","Hesse","no degree/no degree yet","6","","",""
"Permanent","1987","Rhineland-Palatinate,Saarland","lower secondary degree","28","","",""
"Permanent","1987","Rhineland-Palatinate,Saarland","secondary school degree","9","","",""
"Permanent","1987","Rhineland-Palatinate,Saarland","college entrance qualification","8","","",""
"Permanent","1987","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Permanent","1987","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Permanent","1987","Baden-Württemberg","lower secondary degree","74","0.787088346615895","0.704333083909062","0.869843609322728"
"Permanent","1987","Baden-Württemberg","secondary school degree","25","","",""
"Permanent","1987","Baden-Württemberg","college entrance qualification","19","","",""
"Permanent","1987","Baden-Württemberg","Other degree","17","","",""
"Permanent","1987","Baden-Württemberg","no degree/no degree yet","8","","",""
"Permanent","1987","Bavaria","lower secondary degree","83","0.777638027741847","0.701304616809572","0.853971438674122"
"Permanent","1987","Bavaria","secondary school degree","34","0.705473539560311","0.579126342289406","0.831820736831217"
"Permanent","1987","Bavaria","college entrance qualification","14","","",""
"Permanent","1987","Bavaria","Other degree","9","","",""
"Permanent","1987","Bavaria","no degree/no degree yet","2","","",""
"Permanent","1987","Berlin","lower secondary degree","15","","",""
"Permanent","1987","Berlin","secondary school degree","15","","",""
"Permanent","1987","Berlin","college entrance qualification","7","","",""
"Permanent","1987","Berlin","Other degree","4","","",""
"Permanent","1987","Berlin","no degree/no degree yet","4","","",""
"Permanent","1987","Brandenburg","lower secondary degree","","","",""
"Permanent","1987","Brandenburg","secondary school degree","","","",""
"Permanent","1987","Brandenburg","college entrance qualification","","","",""
"Permanent","1987","Brandenburg","Other degree","","","",""
"Permanent","1987","Brandenburg","no degree/no degree yet","","","",""
"Permanent","1987","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Permanent","1987","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Permanent","1987","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Permanent","1987","Mecklenburg-Western Pomerania","Other degree","","","",""
"Permanent","1987","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Permanent","1987","Saxony","lower secondary degree","","","",""
"Permanent","1987","Saxony","secondary school degree","","","",""
"Permanent","1987","Saxony","college entrance qualification","","","",""
"Permanent","1987","Saxony","Other degree","","","",""
"Permanent","1987","Saxony","no degree/no degree yet","","","",""
"Permanent","1987","Saxony-Anhalt","lower secondary degree","","","",""
"Permanent","1987","Saxony-Anhalt","secondary school degree","","","",""
"Permanent","1987","Saxony-Anhalt","college entrance qualification","","","",""
"Permanent","1987","Saxony-Anhalt","Other degree","","","",""
"Permanent","1987","Saxony-Anhalt","no degree/no degree yet","","","",""
"Permanent","1987","Thuringia","lower secondary degree","","","",""
"Permanent","1987","Thuringia","secondary school degree","","","",""
"Permanent","1987","Thuringia","college entrance qualification","","","",""
"Permanent","1987","Thuringia","Other degree","","","",""
"Permanent","1987","Thuringia","no degree/no degree yet","","","",""
"Limited","1987","Schleswig-Holstein","lower secondary degree","8","","",""
"Limited","1987","Schleswig-Holstein","secondary school degree","4","","",""
"Limited","1987","Schleswig-Holstein","college entrance qualification","","","",""
"Limited","1987","Schleswig-Holstein","Other degree","","","",""
"Limited","1987","Schleswig-Holstein","no degree/no degree yet","","","",""
"Limited","1987","Hamburg","lower secondary degree","2","","",""
"Limited","1987","Hamburg","secondary school degree","4","","",""
"Limited","1987","Hamburg","college entrance qualification","1","","",""
"Limited","1987","Hamburg","Other degree","1","","",""
"Limited","1987","Hamburg","no degree/no degree yet","","","",""
"Limited","1987","Lower Saxony","lower secondary degree","19","","",""
"Limited","1987","Lower Saxony","secondary school degree","15","","",""
"Limited","1987","Lower Saxony","college entrance qualification","2","","",""
"Limited","1987","Lower Saxony","Other degree","2","","",""
"Limited","1987","Lower Saxony","no degree/no degree yet","1","","",""
"Limited","1987","Bremen","lower secondary degree","2","","",""
"Limited","1987","Bremen","secondary school degree","","","",""
"Limited","1987","Bremen","college entrance qualification","","","",""
"Limited","1987","Bremen","Other degree","","","",""
"Limited","1987","Bremen","no degree/no degree yet","","","",""
"Limited","1987","North Rhine-Westphalia","lower secondary degree","25","","",""
"Limited","1987","North Rhine-Westphalia","secondary school degree","20","","",""
"Limited","1987","North Rhine-Westphalia","college entrance qualification","26","","",""
"Limited","1987","North Rhine-Westphalia","Other degree","6","","",""
"Limited","1987","North Rhine-Westphalia","no degree/no degree yet","4","","",""
"Limited","1987","Hesse","lower secondary degree","12","","",""
"Limited","1987","Hesse","secondary school degree","8","","",""
"Limited","1987","Hesse","college entrance qualification","4","","",""
"Limited","1987","Hesse","Other degree","8","","",""
"Limited","1987","Hesse","no degree/no degree yet","3","","",""
"Limited","1987","Rhineland-Palatinate,Saarland","lower secondary degree","10","","",""
"Limited","1987","Rhineland-Palatinate,Saarland","secondary school degree","1","","",""
"Limited","1987","Rhineland-Palatinate,Saarland","college entrance qualification","6","","",""
"Limited","1987","Rhineland-Palatinate,Saarland","Other degree","1","","",""
"Limited","1987","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Limited","1987","Baden-Württemberg","lower secondary degree","20","","",""
"Limited","1987","Baden-Württemberg","secondary school degree","14","","",""
"Limited","1987","Baden-Württemberg","college entrance qualification","9","","",""
"Limited","1987","Baden-Württemberg","Other degree","4","","",""
"Limited","1987","Baden-Württemberg","no degree/no degree yet","1","","",""
"Limited","1987","Bavaria","lower secondary degree","31","0.222361972258153","0.146028561325878","0.298695383190428"
"Limited","1987","Bavaria","secondary school degree","16","","",""
"Limited","1987","Bavaria","college entrance qualification","14","","",""
"Limited","1987","Bavaria","Other degree","5","","",""
"Limited","1987","Bavaria","no degree/no degree yet","1","","",""
"Limited","1987","Berlin","lower secondary degree","1","","",""
