"plb0037_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Permanent","1988","16-34 y.","Couple + C. GT 16 ","337","0.650971532640706","0.61061841255709","0.691324652724321","1"
"Permanent","1988","16-34 y.","Couple + C. LE and GT 16","134","0.493417695008086","0.430557268675429","0.556278121340744","1"
"Permanent","1988","35-65 y.","1-pers.-HH","227","0.951426838142526","0.924057783015771","0.97879589326928","1"
"Permanent","1988","35-65 y.","(Married) couple without C. ","612","0.961181259676139","0.946109749264005","0.976252770088273","1"
"Permanent","1988","35-65 y.","Single parent ","128","0.936712886313484","0.89564124118602","0.977784531440947","1"
"Permanent","1988","35-65 y.","Couple + C. LE 16 ","712","0.97384494232475","0.962314872657295","0.985375011992204","1"
"Permanent","1988","35-65 y.","Couple + C. GT 16 ","660","0.958328859102386","0.943385621520704","0.973272096684067","1"
"Permanent","1988","35-65 y.","Couple + C. LE and GT 16","350","0.955756504954268","0.934718071254591","0.976794938653945","1"
"Permanent","1988","66 and older","1-pers.-HH","5","","","","1"
"Permanent","1988","66 and older","(Married) couple without C. ","3","","","","1"
"Permanent","1988","66 and older","Single parent ","","","","","1"
"Permanent","1988","66 and older","Couple + C. LE 16 ","","","","","1"
"Permanent","1988","66 and older","Couple + C. GT 16 ","1","","","","1"
"Permanent","1988","66 and older","Couple + C. LE and GT 16","","","","","1"
"Limited","1989","16-34 y.","(Married) couple without C. ","20","","","","2"
"Limited","1989","16-34 y.","Couple + C. LE and GT 16","36","0.512144459097871","0.401920398655612","0.622368519540129","2"
"Limited","1989","35-65 y.","1-pers.-HH","4","","","","2"
"Limited","1989","35-65 y.","(Married) couple without C. ","7","","","","2"
"Limited","1989","16-34 y.","1-pers.-HH","22","","","","2"
"Limited","1989","16-34 y.","Couple + C. GT 16 ","67","0.384847603147866","0.312133337768591","0.457561868527142","2"
"Limited","1989","35-65 y.","Single parent ","","","","","2"
"Limited","1989","35-65 y.","Couple + C. LE 16 ","17","","","","2"
"Limited","1989","16-34 y.","Single parent ","18","","","","2"
"Limited","1989","16-34 y.","Couple + C. LE 16 ","24","","","","2"
"Limited","1989","35-65 y.","Couple + C. GT 16 ","9","","","","2"
"Limited","1989","35-65 y.","Couple + C. LE and GT 16","5","","","","2"
"Limited","1989","66 and older","1-pers.-HH","","","","","2"
"Limited","1989","66 and older","(Married) couple without C. ","","","","","2"
"Limited","1989","66 and older","Couple + C. LE 16 ","","","","","2"
"Limited","1989","66 and older","Couple + C. GT 16 ","","","","","2"
"Limited","1989","66 and older","Couple + C. LE and GT 16","","","","","2"
"Limited","1989","66 and older","Single parent ","","","","","2"
"Permanent","1989","16-34 y.","1-pers.-HH","69","0.821458922511501","0.742774385060542","0.90014345996246","1"
"Permanent","1989","16-34 y.","(Married) couple without C. ","95","0.86788015989288","0.805991216141514","0.929769103644246","1"
"Permanent","1989","16-34 y.","Single parent ","27","","","","1"
"Permanent","1989","16-34 y.","Couple + C. LE 16 ","102","0.827497091964196","0.761527428747868","0.893466755180523","1"
"Permanent","1989","16-34 y.","Couple + C. GT 16 ","105","0.615152396852134","0.542438131472858","0.687866662231409","1"
"Permanent","1989","16-34 y.","Couple + C. LE and GT 16","43","0.487855540902129","0.37763148045987","0.598079601344388","1"
"Permanent","1989","35-65 y.","1-pers.-HH","20","","","","1"
"Permanent","1989","35-65 y.","(Married) couple without C. ","23","","","","1"
"Permanent","1989","35-65 y.","Single parent ","9","","","","1"
"Permanent","1989","35-65 y.","Couple + C. LE 16 ","62","0.766622938819119","0.673350242022138","0.859895635616099","1"
"Permanent","1989","35-65 y.","Couple + C. GT 16 ","35","0.832900646754112","0.722669141752084","0.94313215175614","1"
"Permanent","1989","35-65 y.","Couple + C. LE and GT 16","18","","","","1"
"Permanent","1989","66 and older","1-pers.-HH","","","","","1"
"Permanent","1989","66 and older","(Married) couple without C. ","","","","","1"
"Permanent","1989","66 and older","Single parent ","","","","","1"
"Permanent","1989","66 and older","Couple + C. LE 16 ","","","","","1"
"Permanent","1989","66 and older","Couple + C. GT 16 ","","","","","1"
"Permanent","1989","66 and older","Couple + C. LE and GT 16","","","","","1"
"Limited","1990","16-34 y.","1-pers.-HH","18","","","","2"
"Limited","1990","16-34 y.","(Married) couple without C. ","25","","","","2"
"Limited","1990","16-34 y.","Couple + C. GT 16 ","57","0.350718468268039","0.276777702759448","0.42465923377663","2"
"Limited","1990","16-34 y.","Couple + C. LE and GT 16","38","0.617704409445694","0.504670457506417","0.730738361384972","2"
"Limited","1990","35-65 y.","1-pers.-HH","7","","","","2"
"Limited","1990","35-65 y.","(Married) couple without C. ","7","","","","2"
"Limited","1990","35-65 y.","Single parent ","5","","","","2"
"Limited","1990","35-65 y.","Couple + C. LE 16 ","17","","","","2"
"Limited","1990","16-34 y.","Single parent ","14","","","","2"
"Limited","1990","16-34 y.","Couple + C. LE 16 ","22","","","","2"
"Limited","1990","35-65 y.","Couple + C. GT 16 ","4","","","","2"
"Limited","1990","35-65 y.","Couple + C. LE and GT 16","4","","","","2"
"Limited","1990","66 and older","1-pers.-HH","","","","","2"
"Limited","1990","66 and older","(Married) couple without C. ","","","","","2"
"Limited","1990","66 and older","Couple + C. LE 16 ","","","","","2"
"Limited","1990","66 and older","Couple + C. GT 16 ","","","","","2"
"Limited","1990","66 and older","Couple + C. LE and GT 16","","","","","2"
"Limited","1990","66 and older","Single parent ","","","","","2"
"Permanent","1990","16-34 y.","1-pers.-HH","55","0.804757423365877","0.713827584410727","0.895687262321026","1"
"Permanent","1990","16-34 y.","(Married) couple without C. ","103","0.835553087093888","0.771337125120926","0.899769049066851","1"
"Permanent","1990","16-34 y.","Single parent ","23","","","","1"
"Permanent","1990","16-34 y.","Couple + C. LE 16 ","131","0.854706161566117","0.798867578197316","0.910544744934919","1"
"Permanent","1990","16-34 y.","Couple + C. GT 16 ","103","0.649281531731961","0.57534076622337","0.723222297240552","1"
"Permanent","1990","16-34 y.","Couple + C. LE and GT 16","33","0.382295590554306","0.269261638615028","0.495329542493583","1"
"Permanent","1990","35-65 y.","1-pers.-HH","21","","","","1"
"Permanent","1990","35-65 y.","(Married) couple without C. ","43","0.922631527041761","0.848575698232914","0.996687355850608","1"
"Permanent","1990","35-65 y.","Single parent ","10","","","","1"
"Permanent","1990","35-65 y.","Couple + C. LE 16 ","73","0.792293143575255","0.708483266911395","0.876103020239114","1"
"Permanent","1990","35-65 y.","Couple + C. GT 16 ","39","0.931741634991595","0.856364512354599","1.00711875762859","1"
"Permanent","1990","35-65 y.","Couple + C. LE and GT 16","29","","","","1"
"Permanent","1990","66 and older","1-pers.-HH","","","","","1"
"Permanent","1990","66 and older","(Married) couple without C. ","","","","","1"
"Permanent","1990","66 and older","Single parent ","","","","","1"
"Permanent","1990","66 and older","Couple + C. LE 16 ","","","","","1"
"Permanent","1990","66 and older","Couple + C. GT 16 ","1","","","","1"
"Permanent","1990","66 and older","Couple + C. LE and GT 16","","","","","1"
"Limited","1991","16-34 y.","1-pers.-HH","21","","","","2"
"Limited","1991","16-34 y.","(Married) couple without C. ","29","","","","2"
"Limited","1991","16-34 y.","Couple + C. GT 16 ","76","0.373919297746121","0.306354718512871","0.44148387697937","2"
"Limited","1991","16-34 y.","Couple + C. LE and GT 16","39","0.469660073757259","0.361638587660849","0.577681559853669","2"
"Limited","1991","35-65 y.","1-pers.-HH","6","","","","2"
"Limited","1991","35-65 y.","(Married) couple without C. ","21","","","","2"
"Limited","1991","35-65 y.","Single parent ","5","","","","2"
"Limited","1991","35-65 y.","Couple + C. LE 16 ","35","0.130947905118839","0.0886201378377606","0.173275672399918","2"
"Limited","1991","16-34 y.","Single parent ","22","","","","2"
"Limited","1991","16-34 y.","Couple + C. LE 16 ","72","0.193330491607398","0.152308089221334","0.234352893993461","2"
"Limited","1991","35-65 y.","Couple + C. GT 16 ","25","","","","2"
"Limited","1991","35-65 y.","Couple + C. LE and GT 16","18","","","","2"
"Limited","1991","66 and older","1-pers.-HH","","","","","2"
"Limited","1991","66 and older","(Married) couple without C. ","","","","","2"
"Limited","1991","66 and older","Couple + C. LE 16 ","","","","","2"
"Limited","1991","66 and older","Couple + C. GT 16 ","","","","","2"
"Limited","1991","66 and older","Couple + C. LE and GT 16","","","","","2"
"Limited","1991","66 and older","Single parent ","","","","","2"
"Permanent","1991","16-34 y.","1-pers.-HH","70","0.78157719409744","0.696686062059218","0.866468326135663","1"
"Permanent","1991","16-34 y.","(Married) couple without C. ","119","0.777350554761141","0.710325604800047","0.844375504722234","1"
"Permanent","1991","16-34 y.","Single parent ","40","0.620337827613879","0.49953835370912","0.741137301518638","1"
"Permanent","1991","16-34 y.","Couple + C. LE 16 ","284","0.806669508392602","0.765647106006539","0.847691910778666","1"
"Permanent","1991","16-34 y.","Couple + C. GT 16 ","121","0.626080702253879","0.55851612302063","0.693645281487129","1"
"Permanent","1991","16-34 y.","Couple + C. LE and GT 16","43","0.530339926242741","0.422318440146331","0.638361412339151","1"
"Permanent","1991","35-65 y.","1-pers.-HH","24","","","","1"
"Permanent","1991","35-65 y.","(Married) couple without C. ","91","0.784129934473997","0.70793443713026","0.860325431817734","1"
"Permanent","1991","35-65 y.","Single parent ","27","","","","1"
"Permanent","1991","35-65 y.","Couple + C. LE 16 ","209","0.869052094881161","0.826724327600082","0.911379862162239","1"
"Permanent","1991","35-65 y.","Couple + C. GT 16 ","97","0.801805190364591","0.731067846919669","0.872542533809514","1"
"Permanent","1991","35-65 y.","Couple + C. LE and GT 16","72","0.830845328925582","0.753393990866953","0.908296666984212","1"
"Permanent","1991","66 and older","1-pers.-HH","","","","","1"
"Permanent","1991","66 and older","(Married) couple without C. ","2","","","","1"
"Permanent","1991","66 and older","Single parent ","","","","","1"
"Permanent","1991","66 and older","Couple + C. LE 16 ","","","","","1"
"Permanent","1991","66 and older","Couple + C. GT 16 ","","","","","1"
"Permanent","1991","66 and older","Couple + C. LE and GT 16","","","","","1"
"Limited","1992","16-34 y.","Couple + C. LE and GT 16","26","","","","2"
"Limited","1992","16-34 y.","1-pers.-HH","16","","","","2"
"Limited","1992","35-65 y.","Couple + C. LE 16 ","39","0.140018012200674","0.0945756694239275","0.18546035497742","2"
"Limited","1992","16-34 y.","Couple + C. GT 16 ","88","0.446648433793516","0.379248661788116","0.514048205798915","2"
"Limited","1992","35-65 y.","(Married) couple without C. ","34","0.230405878983142","0.155376205805874","0.305435552160411","2"
"Limited","1992","35-65 y.","Single parent ","2","","","","2"
"Limited","1992","16-34 y.","(Married) couple without C. ","23","","","","2"
"Limited","1992","16-34 y.","Single parent ","26","","","","2"
"Limited","1992","16-34 y.","Couple + C. LE 16 ","65","0.208517767772611","0.162623656769181","0.25441187877604","2"
"Limited","1992","35-65 y.","1-pers.-HH","4","","","","2"
"Limited","1992","35-65 y.","Couple + C. GT 16 ","36","0.251951002807057","0.18610750048933","0.317794505124783","2"
"Limited","1992","35-65 y.","Couple + C. LE and GT 16","16","","","","2"
"Limited","1992","66 and older","1-pers.-HH","","","","","2"
"Limited","1992","66 and older","(Married) couple without C. ","1","","","","2"
"Limited","1992","66 and older","Couple + C. LE 16 ","","","","","2"
"Limited","1992","66 and older","Couple + C. GT 16 ","","","","","2"
"Limited","1992","66 and older","Couple + C. LE and GT 16","","","","","2"
"Limited","1992","66 and older","Single parent ","","","","","2"
"Permanent","1992","16-34 y.","1-pers.-HH","55","0.748137023037971","0.64716718574607","0.849106860329873","1"
"Permanent","1992","35-65 y.","Single parent ","33","0.963626873723291","0.901603007308667","1.02565074013791","1"
"Permanent","1992","35-65 y.","Couple + C. LE 16 ","185","0.859981987799326","0.81453964502258","0.905424330576073","1"
"Permanent","1992","35-65 y.","Couple + C. GT 16 ","131","0.748048997192943","0.682205494875217","0.81389249951067","1"
"Permanent","1992","35-65 y.","Couple + C. LE and GT 16","65","0.825957139314828","0.743389010266655","0.908525268363001","1"
"Permanent","1992","66 and older","1-pers.-HH","","","","","1"
"Permanent","1992","66 and older","(Married) couple without C. ","1","","","","1"
"Permanent","1992","16-34 y.","(Married) couple without C. ","118","0.817189634607191","0.753392618326211","0.88098665088817","1"
"Permanent","1992","16-34 y.","Single parent ","46","0.615547176988125","0.503181404482452","0.727912949493797","1"
"Permanent","1992","16-34 y.","Couple + C. LE 16 ","236","0.791482232227389","0.74558812122396","0.837376343230819","1"
"Permanent","1992","16-34 y.","Couple + C. GT 16 ","121","0.553351566206484","0.485951794201085","0.620751338211884","1"
"Permanent","1992","16-34 y.","Couple + C. LE and GT 16","39","0.602940137010748","0.483992312198775","0.721887961822721","1"
"Permanent","1992","35-65 y.","1-pers.-HH","22","","","","1"
"Permanent","1992","35-65 y.","(Married) couple without C. ","87","0.769594121016858","0.69456444783959","0.844623794194126","1"
"Permanent","1992","66 and older","Single parent ","","","","","1"
"Permanent","1992","66 and older","Couple + C. LE 16 ","","","","","1"
"Permanent","1992","66 and older","Couple + C. GT 16 ","","","","","1"
"Permanent","1992","66 and older","Couple + C. LE and GT 16","","","","","1"
"Limited","1993","16-34 y.","1-pers.-HH","18","","","","2"
"Limited","1993","16-34 y.","(Married) couple without C. ","25","","","","2"
"Limited","1993","16-34 y.","Couple + C. GT 16 ","65","0.520642230529473","0.441482928369987","0.599801532688959","2"
"Limited","1993","16-34 y.","Couple + C. LE and GT 16","28","","","","2"
"Limited","1993","35-65 y.","Couple + C. LE 16 ","24","","","","2"
"Limited","1993","16-34 y.","Couple + C. LE 16 ","43","0.143854712025671","0.101278833440566","0.186430590610775","2"
"Limited","1993","16-34 y.","Single parent ","16","","","","2"
"Limited","1993","35-65 y.","(Married) couple without C. ","26","","","","2"
"Limited","1993","35-65 y.","Single parent ","6","","","","2"
"Limited","1993","35-65 y.","1-pers.-HH","6","","","","2"
"Limited","1993","35-65 y.","Couple + C. GT 16 ","20","","","","2"
"Limited","1993","35-65 y.","Couple + C. LE and GT 16","17","","","","2"
"Limited","1993","66 and older","1-pers.-HH","","","","","2"
"Limited","1993","66 and older","(Married) couple without C. ","","","","","2"
"Limited","1993","66 and older","Couple + C. LE 16 ","","","","","2"
"Limited","1993","66 and older","Couple + C. GT 16 ","","","","","2"
"Limited","1993","66 and older","Couple + C. LE and GT 16","","","","","2"
"Limited","1993","66 and older","Single parent ","","","","","2"
"Permanent","1993","16-34 y.","1-pers.-HH","62","0.802833311709269","0.71565016086795","0.890016462550588","1"
"Permanent","1993","16-34 y.","(Married) couple without C. ","127","0.814208253857013","0.75237711360418","0.876039394109845","1"
"Permanent","1993","16-34 y.","Single parent ","37","0.632300067360684","0.502486960124755","0.762113174596613","1"
"Permanent","1993","16-34 y.","Couple + C. LE 16 ","218","0.856145287974329","0.813569409389225","0.898721166559434","1"
"Permanent","1993","16-34 y.","Couple + C. GT 16 ","88","0.479357769470527","0.400198467311041","0.558517071630013","1"
"Permanent","1993","35-65 y.","Single parent ","15","","","","1"
"Permanent","1993","35-65 y.","Couple + C. LE 16 ","149","0.878306105000419","0.829588897536233","0.927023312464605","1"
"Permanent","1993","35-65 y.","Couple + C. GT 16 ","90","0.848924480302537","0.782000259160642","0.915848701444431","1"
"Permanent","1993","35-65 y.","Couple + C. LE and GT 16","64","0.795755691702813","0.707960558959127","0.8835508244465","1"
"Permanent","1993","66 and older","1-pers.-HH","","","","","1"
"Permanent","1993","66 and older","(Married) couple without C. ","","","","","1"
"Permanent","1993","16-34 y.","Couple + C. LE and GT 16","38","0.55175244535105","0.431772897467152","0.671731993234948","1"
"Permanent","1993","35-65 y.","1-pers.-HH","27","","","","1"
"Permanent","1993","35-65 y.","(Married) couple without C. ","77","0.726404298426082","0.640310213108209","0.812498383743956","1"
"Permanent","1993","66 and older","Single parent ","","","","","1"
"Permanent","1993","66 and older","Couple + C. LE 16 ","","","","","1"
"Permanent","1993","66 and older","Couple + C. GT 16 ","","","","","1"
"Permanent","1993","66 and older","Couple + C. LE and GT 16","","","","","1"
"Limited","1994","16-34 y.","1-pers.-HH","31","0.361211477982397","0.25724328689008","0.465179669074714","2"
"Limited","1994","16-34 y.","(Married) couple without C. ","34","0.180151135895796","0.123534135051615","0.236768136739978","2"
"Limited","1994","16-34 y.","Single parent ","22","","","","2"
"Limited","1994","16-34 y.","Couple + C. LE 16 ","48","0.251359641164934","0.189678033813369","0.313041248516499","2"
"Limited","1994","16-34 y.","Couple + C. GT 16 ","86","0.539505816224455","0.464358257089015","0.614653375359895","2"
"Limited","1994","16-34 y.","Couple + C. LE and GT 16","62","0.60112003225993","0.50367405005725","0.69856601446261","2"
"Limited","1994","35-65 y.","(Married) couple without C. ","22","","","","2"
"Limited","1994","35-65 y.","Single parent ","5","","","","2"
"Limited","1994","35-65 y.","Couple + C. LE 16 ","28","","","","2"
"Limited","1994","35-65 y.","1-pers.-HH","8","","","","2"
"Limited","1994","35-65 y.","Couple + C. GT 16 ","17","","","","2"
"Limited","1994","35-65 y.","Couple + C. LE and GT 16","20","","","","2"
