"plb0037_h","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Limited","1985","Female","299","0.145093154897315","0.130482023204793","0.159704286589836","2"
"Limited","1985","Male","389","0.110674613277199","0.100326680857943","0.121022545696455","2"
"Permanent","1985","Female","1933","0.854906845102685","0.840295713410164","0.869517976795207","1"
"Permanent","1985","Male","3142","0.889325386722801","0.878977454303545","0.899673319142057","1"
"Limited","1986","Female","92","0.293758718060623","0.244162619091697","0.34335481702955","2"
"Limited","1986","Male","126","0.243035417969716","0.206098915013305","0.279971920926127","2"
"Permanent","1986","Female","232","0.706241281939377","0.65664518297045","0.755837380908303","1"
"Permanent","1986","Male","392","0.756964582030284","0.720028079073873","0.793901084986695","1"
"Limited","1987","Female","164","0.321483346201612","0.280002929908323","0.3629637624949","2"
"Limited","1987","Male","173","0.241793726181379","0.208953381910732","0.274634070452027","2"
"Permanent","1987","Female","323","0.678516653798389","0.6370362375051","0.719997070091677","1"
"Permanent","1987","Male","480","0.758206273818621","0.725365929547973","0.791046618089268","1"
"Limited","1988","Female","284","0.127907275718054","0.113581709383229","0.142232842052879","2"
"Limited","1988","Male","369","0.107286874453869","0.0966124780843802","0.117961270823357","2"
"Permanent","1988","Female","1804","0.872092724281946","0.857767157947121","0.88641829061677","1"
"Permanent","1988","Male","2860","0.892713125546131","0.882038729176643","0.90338752191562","1"
"Limited","1989","Female","130","0.269468780246848","0.226935040572411","0.312002519921285","2"
"Limited","1989","Male","123","0.230032787528954","0.192344073307392","0.267721501750516","2"
"Permanent","1989","Female","288","0.730531219753152","0.687997480078715","0.773064959427589","1"
"Permanent","1989","Male","356","0.769967212471046","0.732278498249484","0.807655926692608","1"
"Limited","1990","Female","130","0.255030334884186","0.214847174701949","0.295213495066423","2"
"Limited","1990","Male","98","0.196891155921104","0.161464862222508","0.232317449619699","2"
"Permanent","1990","Female","322","0.744969665115814","0.704786504933577","0.785152825298052","1"
"Permanent","1990","Male","386","0.803108844078896","0.767682550380301","0.838535137777492","1"
"Limited","1991","Female","196","0.25622112589343","0.225741167540038","0.286701084246822","2"
"Limited","1991","Male","192","0.207767009030871","0.18090052754077","0.234633490520973","2"
"Permanent","1991","Female","592","0.74377887410657","0.713298915753178","0.774258832459962","1"
"Permanent","1991","Male","684","0.792232990969129","0.765366509479027","0.81909947245923","1"
"Limited","1992","Female","185","0.252163426365183","0.221001587594169","0.283325265136196","2"
"Limited","1992","Male","210","0.238374384367637","0.209880472780364","0.26686829595491","2"
"Permanent","1992","Female","561","0.747836573634817","0.716674734863804","0.778998412405831","1"
"Permanent","1992","Male","649","0.761625615632363","0.73313170404509","0.790119527219637","1"
"Limited","1993","Female","163","0.245561306077923","0.213210464774096","0.27791214738175","2"
"Limited","1993","Male","156","0.221151614492438","0.19025200486109","0.252051224123786","2"
"Permanent","1993","Female","517","0.754438693922077","0.72208785261825","0.786789535225904","1"
"Permanent","1993","Male","537","0.778848385507562","0.747948775876214","0.80974799513891","1"
"Limited","1994","Female","215","0.314998503676348","0.278610273777828","0.351386733574868","2"
"Limited","1994","Male","198","0.313652835498672","0.27719008467597","0.350115586321375","2"
"Permanent","1994","Female","411","0.685001496323652","0.648613266425132","0.721389726222172","1"
"Permanent","1994","Male","424","0.686347164501328","0.649884413678625","0.72280991532403","1"
"Limited","1995","Female","455","0.132701482900086","0.120854302433837","0.144548663366335","2"
"Limited","1995","Male","477","0.115988808714424","0.10613549040799","0.125842127020858","2"
"Permanent","1995","Female","2695","0.867298517099914","0.855451336633664","0.879145697566163","1"
"Permanent","1995","Male","3580","0.884011191285576","0.874157872979142","0.89386450959201","1"
"Limited","1996","Female","438","0.128283602804771","0.116528920068081","0.140038285541462","2"
"Limited","1996","Male","429","0.110845633774594","0.100971198352666","0.120720069196522","2"
"Permanent","1996","Female","2671","0.871716397195229","0.859961714458538","0.883471079931919","1"
"Permanent","1996","Male","3454","0.889154366225406","0.879279930803478","0.899028801647334","1"
"Limited","1997","Female","447","0.138959949172827","0.12657387471937","0.151346023626284","2"
"Limited","1997","Male","516","0.131465220793125","0.120681682286778","0.142248759299473","2"
"Permanent","1997","Female","2549","0.861040050827173","0.848653976373716","0.87342612528063","1"
"Permanent","1997","Male","3256","0.868534779206875","0.857751240700527","0.879318317713222","1"
"Limited","1998","Female","475","0.130552391073677","0.119031275639959","0.142073506507395","2"
"Limited","1998","Male","558","0.13321062514184","0.122854815738839","0.143566434544842","2"
"Permanent","1998","Female","2810","0.869447608926323","0.857926493492605","0.880968724360041","1"
"Permanent","1998","Male","3578","0.866789374858159","0.856433565455158","0.877145184261161","1"
"Limited","1999","Female","511","0.132608981424674","0.121037604215281","0.144180358634068","2"
"Limited","1999","Male","594","0.144619965339702","0.133781132731776","0.155458797947627","2"
"Permanent","1999","Female","2789","0.867391018575326","0.855819641365932","0.878962395784719","1"
"Permanent","1999","Male","3451","0.855380034660298","0.844541202052373","0.866218867268224","1"
"Limited","2000","Female","803","0.146573510280381","0.13699182204762","0.156155198513143","2"
