"plb0037_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Limited","1992","66 and older","East Germany","","","",""
"Permanent","1993","16-34 y.","West Germany","415","0.728112021469391","0.691228167769479","0.764995875169303"
"Permanent","1993","16-34 y.","East Germany","194","0.763447915176339","0.712088116402708","0.81480771394997"
"Permanent","1993","35-65 y.","West Germany","217","0.826926117861792","0.780941716279804","0.872910519443779"
"Permanent","1993","35-65 y.","East Germany","228","0.784196564364549","0.73693117483582","0.831461953893279"
"Permanent","1993","66 and older","West Germany","","","",""
"Permanent","1993","66 and older","East Germany","","","",""
"Limited","1993","16-34 y.","West Germany","144","0.271887978530609","0.235004124830697","0.308771832230521"
"Limited","1993","16-34 y.","East Germany","69","0.236552084823661","0.18519228605003","0.287911883597292"
"Limited","1993","35-65 y.","West Germany","43","0.173073882138208","0.127089480556221","0.219058283720196"
"Limited","1993","35-65 y.","East Germany","63","0.215803435635451","0.168538046106721","0.26306882516418"
"Limited","1993","66 and older","West Germany","","","",""
"Limited","1993","66 and older","East Germany","","","",""
"Permanent","1994","16-34 y.","West Germany","403","0.64483998786843","0.606706334430951","0.682973641305909"
"Permanent","1994","16-34 y.","East Germany","126","0.610172592384425","0.546727549477249","0.673617635291601"
"Permanent","1994","35-65 y.","West Germany","146","0.808795752182412","0.753171309114939","0.864420195249885"
"Permanent","1994","35-65 y.","East Germany","160","0.718288362008762","0.659380143213304","0.77719658080422"
"Permanent","1994","66 and older","West Germany","","","",""
"Permanent","1994","66 and older","East Germany","","","",""
"Limited","1994","16-34 y.","West Germany","202","0.35516001213157","0.317026358694091","0.393293665569049"
"Limited","1994","16-34 y.","East Germany","101","0.389827407615575","0.326382364708399","0.453272450522751"
"Limited","1994","35-65 y.","West Germany","46","0.191204247817588","0.135579804750115","0.246828690885061"
"Limited","1994","35-65 y.","East Germany","64","0.281711637991238","0.22280341919578","0.340619856786696"
"Limited","1994","66 and older","West Germany","","","",""
"Limited","1994","66 and older","East Germany","","","",""
"Permanent","1995","16-34 y.","West Germany","1864","0.792200825312092","0.775698067060509","0.808703583563675"
"Permanent","1995","16-34 y.","East Germany","591","0.747962508183419","0.717931991284523","0.777993025082315"
"Permanent","1995","35-65 y.","West Germany","2710","0.953973222909721","0.946258478486429","0.961687967333013"
"Permanent","1995","35-65 y.","East Germany","1096","0.87761001236918","0.859301932656485","0.895918092081876"
"Permanent","1995","66 and older","West Germany","14","","",""
"Permanent","1995","66 and older","East Germany","","","",""
"Limited","1995","16-34 y.","West Germany","458","0.207799174687908","0.191296416436325","0.224301932939491"
"Limited","1995","16-34 y.","East Germany","212","0.252037491816581","0.222006974917685","0.282068008715477"
"Limited","1995","35-65 y.","West Germany","124","0.0460267770902793","0.0383120326669874","0.0537415215135711"
"Limited","1995","35-65 y.","East Germany","135","0.12238998763082","0.104081907918124","0.140698067343516"
"Limited","1995","66 and older","West Germany","3","","",""
"Limited","1995","66 and older","East Germany","","","",""
"Permanent","1996","16-34 y.","West Germany","1791","0.803372130532871","0.78679423211644","0.819950028949302"
"Permanent","1996","16-34 y.","East Germany","545","0.772661284942217","0.742646277273393","0.802676292611041"
"Permanent","1996","35-65 y.","West Germany","2676","0.944431301529605","0.935947473915925","0.952915129143285"
"Permanent","1996","35-65 y.","East Germany","1100","0.884716300421325","0.866802974567366","0.902629626275283"
"Permanent","1996","66 and older","West Germany","10","","",""
"Permanent","1996","66 and older","East Germany","3","","",""
"Limited","1996","16-34 y.","West Germany","417","0.196627869467129","0.180049971050698","0.21320576788356"
"Limited","1996","16-34 y.","East Germany","204","0.227338715057783","0.197323707388959","0.257353722726606"
"Limited","1996","35-65 y.","West Germany","125","0.0555686984703951","0.0470848708567153","0.0640525260840749"
"Limited","1996","35-65 y.","East Germany","121","0.115283699578675","0.0973703737247165","0.133197025432634"
"Limited","1996","66 and older","West Germany","","","",""
"Limited","1996","66 and older","East Germany","","","",""
"Permanent","1997","16-34 y.","West Germany","1660","0.759017083895765","0.740922352717898","0.777111815073632"
"Permanent","1997","16-34 y.","East Germany","486","0.739169863831306","0.706872287980883","0.771467439681729"
"Permanent","1997","35-65 y.","West Germany","2571","0.942350273926869","0.933576465715673","0.951124082138065"
"Permanent","1997","35-65 y.","East Germany","1074","0.89384862623894","0.876303074169093","0.911394178308787"
"Permanent","1997","66 and older","West Germany","13","","",""
"Permanent","1997","66 and older","East Germany","1","","",""
"Limited","1997","16-34 y.","West Germany","486","0.240982916104235","0.222888184926367","0.259077647282102"
"Limited","1997","16-34 y.","East Germany","224","0.260830136168694","0.228532560318271","0.293127712019117"
"Limited","1997","35-65 y.","West Germany","140","0.0576497260731311","0.0488759178619352","0.0664235342843269"
"Limited","1997","35-65 y.","East Germany","110","0.10615137376106","0.088605821691213","0.123696925830907"
"Limited","1997","66 and older","West Germany","2","","",""
"Limited","1997","66 and older","East Germany","1","","",""
"Permanent","1998","16-34 y.","West Germany","1728","0.749712966997635","0.731834037815481","0.76759189617979"
"Permanent","1998","16-34 y.","East Germany","484","0.68904803827612","0.655697439781426","0.722398636770814"
"Permanent","1998","35-65 y.","West Germany","3013","0.951288044410443","0.943787312289146","0.958788776531741"
"Permanent","1998","35-65 y.","East Germany","1145","0.902849399295904","0.886378485472187","0.919320313119621"
"Permanent","1998","66 and older","West Germany","14","","",""
"Permanent","1998","66 and older","East Germany","4","","",""
"Limited","1998","16-34 y.","West Germany","527","0.250287033002365","0.23240810382021","0.268165962184519"
"Limited","1998","16-34 y.","East Germany","256","0.31095196172388","0.277601363229186","0.344302560218574"
"Limited","1998","35-65 y.","West Germany","151","0.0487119555895568","0.0412112234682593","0.0562126877108542"
"Limited","1998","35-65 y.","East Germany","97","0.0971506007040959","0.080679686880379","0.113621514527813"
"Limited","1998","66 and older","West Germany","2","","",""
"Limited","1998","66 and older","East Germany","","","",""
"Permanent","1999","16-34 y.","West Germany","1687","0.741740151371472","0.72359081093548","0.759889491807463"
"Permanent","1999","16-34 y.","East Germany","474","0.701823776033044","0.668547836652753","0.735099715413335"
"Permanent","1999","35-65 y.","West Germany","2943","0.945108395698081","0.937089195135114","0.953127596261047"
"Permanent","1999","35-65 y.","East Germany","1115","0.872256865529921","0.853840268055157","0.890673463004685"
"Permanent","1999","66 and older","West Germany","17","","",""
"Permanent","1999","66 and older","East Germany","4","","",""
"Limited","1999","16-34 y.","West Germany","547","0.258259848628528","0.240110508192537","0.27640918906452"
"Limited","1999","16-34 y.","East Germany","252","0.298176223966956","0.264900284586665","0.331452163347247"
"Limited","1999","35-65 y.","West Germany","156","0.0548916043019194","0.0468724037389524","0.0629108048648863"
"Limited","1999","35-65 y.","East Germany","147","0.127743134470079","0.109326536995315","0.146159731944843"
"Limited","1999","66 and older","West Germany","3","","",""
"Limited","1999","66 and older","East Germany","","","",""
"Permanent","2000","16-34 y.","West Germany","2329","0.726397523823299","0.710956196949678","0.741838850696919"
"Permanent","2000","16-34 y.","East Germany","612","0.663417479489166","0.633710794381298","0.693124164597034"
"Permanent","2000","35-65 y.","West Germany","5388","0.945475184795746","0.939562696385317","0.951387673206175"
"Permanent","2000","35-65 y.","East Germany","1686","0.898843767728742","0.885132940306069","0.912554595151415"
"Permanent","2000","66 and older","West Germany","24","","",""
"Permanent","2000","66 and older","East Germany","4","","",""
"Limited","2000","16-34 y.","West Germany","873","0.273602476176702","0.258161149303081","0.289043803050322"
"Limited","2000","16-34 y.","East Germany","360","0.336582520510834","0.306875835402967","0.366289205618702"
"Limited","2000","35-65 y.","West Germany","277","0.054524815204254","0.0486123267938249","0.060437303614683"
"Limited","2000","35-65 y.","East Germany","172","0.101156232271258","0.0874454048485854","0.114867059693931"
"Limited","2000","66 and older","West Germany","4","","",""
"Limited","2000","66 and older","East Germany","","","",""
"Permanent","2001","16-34 y.","West Germany","2006","0.714435963466268","0.697672751212815","0.731199175719722"
"Permanent","2001","16-34 y.","East Germany","531","0.631147936951027","0.599160159441678","0.663135714460375"
"Permanent","2001","35-65 y.","West Germany","4995","0.954363446334251","0.948705267016344","0.960021625652157"
"Permanent","2001","35-65 y.","East Germany","1588","0.894465661489662","0.880095403413035","0.908835919566289"
"Permanent","2001","66 and older","West Germany","24","","",""
"Permanent","2001","66 and older","East Germany","4","","",""
"Limited","2001","16-34 y.","West Germany","783","0.285564036533732","0.268800824280278","0.302327248787185"
"Limited","2001","16-34 y.","East Germany","343","0.368852063048973","0.336864285539625","0.400839840558322"
"Limited","2001","35-65 y.","West Germany","231","0.0456365536657494","0.0399783743478426","0.0512947329836562"
"Limited","2001","35-65 y.","East Germany","168","0.105534338510338","0.0911640804337109","0.119904596586965"
"Limited","2001","66 and older","West Germany","6","","",""
"Limited","2001","66 and older","East Germany","","","",""
"Permanent","2002","16-34 y.","West Germany","1872","0.701980378857079","0.684582322068003","0.719378435646154"
"Permanent","2002","16-34 y.","East Germany","524","0.617641975007307","0.585049100684067","0.650234849330547"
"Permanent","2002","35-65 y.","West Germany","5619","0.948609745396514","0.94298017477404","0.954239316018989"
"Permanent","2002","35-65 y.","East Germany","1618","0.917298300563281","0.904364191249086","0.930232409877476"
"Permanent","2002","66 and older","West Germany","30","0.814380649134342","0.683693170216929","0.945068128051755"
"Permanent","2002","66 and older","East Germany","4","","",""
"Limited","2002","16-34 y.","West Germany","783","0.298019621142921","0.280621564353846","0.315417677931997"
"Limited","2002","16-34 y.","East Germany","330","0.382358024992693","0.349765150669453","0.414950899315933"
"Limited","2002","35-65 y.","West Germany","290","0.0513902546034856","0.045760683981011","0.0570198252259602"
"Limited","2002","35-65 y.","East Germany","124","0.0827016994367188","0.0697675901225235","0.095635808750914"
"Limited","2002","66 and older","West Germany","4","","",""
"Limited","2002","66 and older","East Germany","1","","",""
"Permanent","2003","16-34 y.","West Germany","1679","0.697474531079744","0.679225788194761","0.715723273964727"
"Permanent","2003","16-34 y.","East Germany","470","0.606120669906848","0.571676201490805","0.640565138322891"
"Permanent","2003","35-65 y.","West Germany","5284","0.944836181910696","0.938836904038907","0.950835459782485"
"Permanent","2003","35-65 y.","East Germany","1568","0.925637537082515","0.913088219654262","0.938186854510768"
"Permanent","2003","66 and older","West Germany","31","0.955448678636365","0.885056387988893","1.02584096928384"
"Permanent","2003","66 and older","East Germany","5","","",""
"Limited","2003","16-34 y.","West Germany","755","0.302525468920256","0.284276726035273","0.320774211805239"
"Limited","2003","16-34 y.","East Germany","303","0.393879330093152","0.359434861677109","0.428323798509195"
"Limited","2003","35-65 y.","West Germany","279","0.0551638180893039","0.049164540217515","0.0611630959610927"
"Limited","2003","35-65 y.","East Germany","111","0.0743624629174848","0.0618131454892318","0.0869117803457378"
"Limited","2003","66 and older","West Germany","2","","",""
"Limited","2003","66 and older","East Germany","1","","",""
"Permanent","2004","16-34 y.","West Germany","1528","0.66822191749516","0.648886416219432","0.687557418770888"
"Permanent","2004","16-34 y.","East Germany","445","0.573735533595615","0.538460287286508","0.609010779904721"
"Permanent","2004","35-65 y.","West Germany","5138","0.944715239534188","0.938614723094275","0.950815755974101"
"Permanent","2004","35-65 y.","East Germany","1503","0.912863306910126","0.899192547983782","0.92653406583647"
"Permanent","2004","66 and older","West Germany","36","0.974418116159346","0.92486685372332","1.02396937859537"
"Permanent","2004","66 and older","East Germany","8","","",""
"Limited","2004","16-34 y.","West Germany","750","0.33177808250484","0.312442581229112","0.351113583780568"
"Limited","2004","16-34 y.","East Germany","310","0.426264466404385","0.390989220095279","0.461539712713492"
"Limited","2004","35-65 y.","West Germany","253","0.055284760465812","0.0491842440258992","0.0613852769057247"
"Limited","2004","35-65 y.","East Germany","132","0.087136693089874","0.0734659341635299","0.100807452016218"
"Limited","2004","66 and older","West Germany","3","","",""
"Limited","2004","66 and older","East Germany","","","",""
"Permanent","2005","16-34 y.","West Germany","1461","0.68860239083677","0.668950942527632","0.708253839145909"
"Permanent","2005","16-34 y.","East Germany","415","0.556376489610013","0.519520163516318","0.593232815703709"
"Permanent","2005","35-65 y.","West Germany","5056","0.943880580951785","0.937679115635543","0.950082046268027"
"Permanent","2005","35-65 y.","East Germany","1485","0.927562034591687","0.914772663300432","0.940351405882941"
"Permanent","2005","66 and older","West Germany","40","0.837157105544544","0.729279890898425","0.945034320190663"
"Permanent","2005","66 and older","East Germany","11","","",""
"Limited","2005","16-34 y.","West Germany","672","0.31139760916323","0.291746160854092","0.331049057472368"
"Limited","2005","16-34 y.","East Germany","283","0.443623510389987","0.406767184296291","0.480479836483682"
"Limited","2005","35-65 y.","West Germany","235","0.0561194190482146","0.0499179537319726","0.0623208843644567"
"Limited","2005","35-65 y.","East Germany","93","0.0724379654083132","0.0596485941170586","0.0852273366995677"
"Limited","2005","66 and older","West Germany","5","","",""
"Limited","2005","66 and older","East Germany","2","","",""
"Permanent","2006","16-34 y.","West Germany","1412","0.665171940724524","0.645016291534299","0.68532758991475"
"Permanent","2006","16-34 y.","East Germany","407","0.54228793367422","0.505274905093465","0.579300962254975"
"Permanent","2006","35-65 y.","West Germany","5375","0.939951981135322","0.933766497528483","0.94613746474216"
"Permanent","2006","35-65 y.","East Germany","1549","0.919149199054248","0.906094229745307","0.93220416836319"
"Permanent","2006","66 and older","West Germany","50","0.897210424020906","0.820369220484878","0.974051627556934"
"Permanent","2006","66 and older","East Germany","10","","",""
"Limited","2006","16-34 y.","West Germany","694","0.334828059275476","0.31467241008525","0.354983708465701"
"Limited","2006","16-34 y.","East Germany","289","0.45771206632578","0.420699037745025","0.494725094906535"
"Limited","2006","35-65 y.","West Germany","292","0.0600480188646785","0.0538625352578401","0.066233502471517"
"Limited","2006","35-65 y.","East Germany","126","0.0808508009457519","0.0677958316368106","0.0939057702546932"
"Limited","2006","66 and older","West Germany","10","","",""
"Limited","2006","66 and older","East Germany","2","","",""
"Permanent","2007","16-34 y.","West Germany","1322","0.65824110275741","0.637557565167724","0.678924640347096"
"Permanent","2007","16-34 y.","East Germany","418","0.590949787738301","0.554370776877575","0.627528798599027"
"Permanent","2007","35-65 y.","West Germany","5099","0.93753269453694","0.931070289108416","0.943995099965464"
"Permanent","2007","35-65 y.","East Germany","1472","0.898497729396904","0.883732624953573","0.913262833840235"
"Permanent","2007","66 and older","West Germany","43","0.879896138494104","0.789789397947449","0.970002879040759"
"Permanent","2007","66 and older","East Germany","12","","",""
"Limited","2007","16-34 y.","West Germany","698","0.34175889724259","0.321075359652904","0.362442434832276"
"Limited","2007","16-34 y.","East Germany","276","0.409050212261699","0.372471201400973","0.445629223122425"
"Limited","2007","35-65 y.","West Germany","288","0.0624673054630599","0.0560049000345359","0.0689297108915838"
"Limited","2007","35-65 y.","East Germany","135","0.101502270603096","0.0867371661597653","0.116267375046427"
"Limited","2007","66 and older","West Germany","7","","",""
"Limited","2007","66 and older","East Germany","","","",""
"Permanent","2008","16-34 y.","West Germany","1244","0.66371130890691","0.642562652824216","0.684859964989604"
"Permanent","2008","16-34 y.","East Germany","393","0.609604546414997","0.572072502400566","0.647136590429429"
"Permanent","2008","35-65 y.","West Germany","4861","0.925168940877517","0.917992544100026","0.932345337655008"
"Permanent","2008","35-65 y.","East Germany","1463","0.904647108403226","0.890224402871194","0.919069813935259"
"Permanent","2008","66 and older","West Germany","50","0.87015742305164","0.781324444517827","0.958990401585452"
"Permanent","2008","66 and older","East Germany","16","","",""
"Limited","2008","16-34 y.","West Germany","673","0.33628869109309","0.315140035010396","0.357437347175784"
"Limited","2008","16-34 y.","East Germany","256","0.390395453585003","0.352863409570571","0.427927497599435"
"Limited","2008","35-65 y.","West Germany","303","0.0748310591224832","0.0676546623449925","0.0820074558999739"
"Limited","2008","35-65 y.","East Germany","130","0.0953528915967737","0.0809301860647414","0.109775597128806"
"Limited","2008","66 and older","West Germany","5","","",""
"Limited","2008","66 and older","East Germany","1","","",""
"Permanent","2009","16-34 y.","West Germany","1120","0.653483141174251","0.631175340501349","0.675790941847153"
"Permanent","2009","16-34 y.","East Germany","352","0.600325288751299","0.560767036292936","0.639883541209662"
"Permanent","2009","35-65 y.","West Germany","4512","0.941776506803118","0.935139590202145","0.948413423404091"
"Permanent","2009","35-65 y.","East Germany","1403","0.898645475970831","0.883587004399751","0.91370394754191"
"Permanent","2009","66 and older","West Germany","56","0.740891551216199","0.638976805557523","0.842806296874876"
"Permanent","2009","66 and older","East Germany","11","","",""
"Limited","2009","16-34 y.","West Germany","628","0.346516858825749","0.324209058152847","0.368824659498651"
"Limited","2009","16-34 y.","East Germany","237","0.399674711248701","0.360116458790338","0.439232963707064"
"Limited","2009","35-65 y.","West Germany","270","0.0582234931968819","0.0515865765959087","0.0648604097978552"
"Limited","2009","35-65 y.","East Germany","140","0.101354524029169","0.0862960524580902","0.116412995600249"
"Limited","2009","66 and older","West Germany","15","","",""
"Limited","2009","66 and older","East Germany","1","","",""
"Permanent","2010","16-34 y.","West Germany","1745","0.646133769503538","0.627764504198138","0.664503034808938"
"Permanent","2010","16-34 y.","East Germany","528","0.581409880594351","0.547415313059703","0.615404448128999"
"Permanent","2010","35-65 y.","West Germany","6165","0.935709008954605","0.929821102492106","0.941596915417104"
"Permanent","2010","35-65 y.","East Germany","1655","0.894623065960061","0.880643193596701","0.90860293832342"
"Permanent","2010","66 and older","West Germany","64","0.817626738825927","0.732475166754855","0.902778310896999"
"Permanent","2010","66 and older","East Germany","10","","",""
"Limited","2010","16-34 y.","West Germany","858","0.353866230496462","0.335496965191062","0.372235495801861"
"Limited","2010","16-34 y.","East Germany","281","0.418590119405649","0.384595551871001","0.452584686940297"
"Limited","2010","35-65 y.","West Germany","501","0.0642909910453951","0.0584030845828957","0.0701788975078944"
"Limited","2010","35-65 y.","East Germany","198","0.105376934039939","0.0913970616765796","0.119356806403299"
"Limited","2010","66 and older","West Germany","15","","",""
"Limited","2010","66 and older","East Germany","2","","",""
"Permanent","2011","16-34 y.","West Germany","1937","0.633998103050354","0.61652312290812","0.651473083192589"
"Permanent","2011","16-34 y.","East Germany","586","0.635002090064446","0.603408539920413","0.666595640208479"
"Permanent","2011","35-65 y.","West Germany","7818","0.934160073085271","0.928874148965013","0.939445997205529"
"Permanent","2011","35-65 y.","East Germany","1998","0.895153449313841","0.882458209259261","0.907848689368422"
"Permanent","2011","66 and older","West Germany","75","0.846963534510735","0.772166753582498","0.921760315438973"
"Permanent","2011","66 and older","East Germany","10","","",""
"Limited","2011","16-34 y.","West Germany","982","0.366001896949646","0.348526916807411","0.38347687709188"
"Limited","2011","16-34 y.","East Germany","306","0.364997909935554","0.333404359791521","0.396591460079587"
"Limited","2011","35-65 y.","West Germany","638","0.065839926914729","0.0605540027944713","0.0711258510349868"
"Limited","2011","35-65 y.","East Germany","239","0.104846550686159","0.0921513106315781","0.117541790740739"
"Limited","2011","66 and older","West Germany","14","","",""
"Limited","2011","66 and older","East Germany","","","",""
"Permanent","2012","16-34 y.","West Germany","1817","0.639599677383227","0.621938807197908","0.657260547568545"
"Permanent","2012","16-34 y.","East Germany","511","0.641706610667196","0.608644538848971","0.674768682485422"
"Permanent","2012","35-65 y.","West Germany","7713","0.930237274874157","0.924790174980254","0.935684374768059"
"Permanent","2012","35-65 y.","East Germany","2047","0.909958811601438","0.898212083266855","0.921705539936021"
"Permanent","2012","66 and older","West Germany","94","0.858774639845398","0.793988433102009","0.923560846588788"
"Permanent","2012","66 and older","East Germany","13","","",""
"Limited","2012","16-34 y.","West Germany","1022","0.360400322616774","0.342739452431455","0.378061192802092"
"Limited","2012","16-34 y.","East Germany","297","0.358293389332804","0.325231317514578","0.391355461151029"
"Limited","2012","35-65 y.","West Germany","689","0.0697627251258434","0.0643156252319409","0.0752098250197459"
"Limited","2012","35-65 y.","East Germany","234","0.0900411883985621","0.0782944600639788","0.101787916733145"
"Limited","2012","66 and older","West Germany","17","","",""
"Limited","2012","66 and older","East Germany","4","","",""
"Permanent","2013","16-34 y.","West Germany","2265","0.627969631650569","0.612449865152257","0.643489398148881"
"Permanent","2013","16-34 y.","East Germany","494","0.623088270189329","0.589611406397522","0.656565133981137"
"Permanent","2013","35-65 y.","West Germany","8568","0.925517764793934","0.9202193994172","0.930816130170667"
"Permanent","2013","35-65 y.","East Germany","2026","0.908683890881452","0.896839191544315","0.920528590218588"
"Permanent","2013","66 and older","West Germany","94","0.901576160345529","0.84459847494335","0.958553845747708"
"Permanent","2013","66 and older","East Germany","13","","",""
"Limited","2013","16-34 y.","West Germany","1461","0.372030368349431","0.35651060185112","0.387550134847743"
"Limited","2013","16-34 y.","East Germany","311","0.376911729810671","0.343434866018863","0.410388593602479"
"Limited","2013","35-65 y.","West Germany","865","0.0744822352060661","0.0691838698293327","0.0797806005827995"
"Limited","2013","35-65 y.","East Germany","246","0.0913161091185483","0.0794714097814118","0.103160808455685"
"Limited","2013","66 and older","West Germany","11","","",""
"Limited","2013","66 and older","East Germany","6","","",""
"Permanent","2014","16-34 y.","West Germany","1933","0.617019187368901","0.600110337462159","0.633928037275643"
"Permanent","2014","16-34 y.","East Germany","394","0.549282214052236","0.512102676093684","0.586461752010788"
"Permanent","2014","35-65 y.","West Germany","7642","0.922276673047752","0.916545011123973","0.928008334971532"
"Permanent","2014","35-65 y.","East Germany","1888","0.930073292562672","0.919105733815932","0.941040851309413"
"Permanent","2014","66 and older","West Germany","100","0.898139559483621","0.842858818111781","0.953420300855461"
"Permanent","2014","66 and older","East Germany","16","","",""
