"plb0037_h","year","migback","n","percent","lower_confidence","upper_confidence"
"Limited","1985","direct migration background","180","0.109784577145619","0.0953943578348249","0.124174796456413"
"Limited","1985","indirect migration background","19","","",""
"Limited","1985","no migration background","489","0.126022145243526","0.115591701915124","0.136452588571927"
"Permanent","1985","direct migration background","1633","0.890215422854381","0.875825203543587","0.904605642165175"
"Permanent","1985","indirect migration background","42","0.795826010483926","0.694669824640494","0.896982196327358"
"Permanent","1985","no migration background","3400","0.873977854756474","0.863547411428073","0.884408298084875"
"Limited","1986","direct migration background","44","0.187344423061311","0.130184028192761","0.24450481792986"
"Limited","1986","indirect migration background","7","","",""
"Limited","1986","no migration background","167","0.269565236702431","0.23529415465179","0.303836318753072"
"Permanent","1986","direct migration background","135","0.812655576938689","0.75549518207014","0.869815971807239"
"Permanent","1986","indirect migration background","12","","",""
"Permanent","1986","no migration background","477","0.730434763297569","0.696163681246928","0.76470584534821"
"Limited","1987","direct migration background","86","0.324031753815429","0.268515046427745","0.379548461203113"
"Limited","1987","indirect migration background","10","","",""
"Limited","1987","no migration background","241","0.272634463864513","0.242519996586159","0.302748931142868"
"Permanent","1987","direct migration background","187","0.675968246184571","0.620451538796887","0.731484953572255"
"Permanent","1987","indirect migration background","17","","",""
"Permanent","1987","no migration background","599","0.727365536135486","0.697251068857132","0.757480003413841"
"Limited","1988","direct migration background","160","0.0962478806904032","0.0818370066882137","0.110658754692593"
"Limited","1988","indirect migration background","41","0.26847781979856","0.18566077981966","0.351294859777459"
"Limited","1988","no migration background","452","0.116870445597047","0.106373037747473","0.12736785344662"
"Permanent","1988","direct migration background","1449","0.903752119309597","0.889341245307407","0.918162993311786"
"Permanent","1988","indirect migration background","69","0.73152218020144","0.648705140222541","0.81433922018034"
"Permanent","1988","no migration background","3146","0.883129554402953","0.87263214655338","0.893626962252527"
"Limited","1989","direct migration background","74","0.293481589814458","0.234375416824388","0.352587762804528"
"Limited","1989","indirect migration background","13","","",""
"Limited","1989","no migration background","166","0.241434507393667","0.208096284297528","0.274772730489805"
"Permanent","1989","direct migration background","154","0.706518410185542","0.647412237195472","0.765624583175612"
"Permanent","1989","indirect migration background","23","","",""
"Permanent","1989","no migration background","467","0.758565492606333","0.725227269510195","0.791903715702472"
"Limited","1990","direct migration background","62","0.265998801541896","0.209384208900415","0.322613394183378"
"Limited","1990","indirect migration background","20","","",""
"Limited","1990","no migration background","146","0.216113158275812","0.184544306012727","0.247682010538898"
"Permanent","1990","direct migration background","172","0.734001198458104","0.677386605816623","0.790615791099585"
"Permanent","1990","indirect migration background","29","","",""
"Permanent","1990","no migration background","507","0.783886841724188","0.752317989461102","0.815455693987273"
"Limited","1991","direct migration background","55","0.211265574067254","0.162393534974623","0.260137613159885"
"Limited","1991","indirect migration background","23","","",""
"Limited","1991","no migration background","310","0.230299778876666","0.207706579107057","0.252892978646276"
"Permanent","1991","direct migration background","213","0.788734425932746","0.739862386840115","0.837606465025377"
"Permanent","1991","indirect migration background","39","0.612061881763524","0.490770165788568","0.73335359773848"
