"plb0037_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","1-pers.-HH","(0) in school","","","",""
"Permanent","1985","1-pers.-HH","(1a) inadequately completed","44","1","1","1"
"Permanent","1985","1-pers.-HH","(1b) general elementary school","74","0.902638225061129","0.837267146983426","0.968009303138831"
"Permanent","1985","1-pers.-HH","(1c) basic vocational qualification","139","0.956964545685937","0.924158752424902","0.989770338946971"
"Permanent","1985","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Permanent","1985","1-pers.-HH","(2a) intermediate vocational","92","0.941099394276851","0.894485790462117","0.987712998091584"
"Permanent","1985","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"Permanent","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","44","0.917505167502816","0.839675512682886","0.995334822322746"
"Permanent","1985","1-pers.-HH","(3a) lower tertiary education","18","","",""
"Permanent","1985","1-pers.-HH","(3b) higher tertiary education","41","0.863884339206781","0.76787092807159","0.959897750341971"
"Permanent","1985","(Married) couple without C. ","(0) in school","","","",""
"Permanent","1985","(Married) couple without C. ","(1a) inadequately completed","63","0.968943776799708","0.926772667882356","1.01111488571706"
"Permanent","1985","(Married) couple without C. ","(1b) general elementary school","177","0.915492164038136","0.876148637719242","0.954835690357029"
"Permanent","1985","(Married) couple without C. ","(1c) basic vocational qualification","449","0.969714744054475","0.954121850134636","0.985307637974313"
"Permanent","1985","(Married) couple without C. ","(2b) intermediate general qualification","12","","",""
"Permanent","1985","(Married) couple without C. ","(2a) intermediate vocational","195","0.951985044978319","0.922718295727748","0.98125179422889"
"Permanent","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","10","","",""
"Permanent","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","46","0.92560033181326","0.85212402801373","0.99907663561279"
"Permanent","1985","(Married) couple without C. ","(3a) lower tertiary education","42","0.949307889666895","0.885214156939897","1.01340162239389"
"Permanent","1985","(Married) couple without C. ","(3b) higher tertiary education","49","0.736398419565484","0.633186584482838","0.83961025464813"
"Permanent","1985","Single parent ","(0) in school","","","",""
"Permanent","1985","Single parent ","(1a) inadequately completed","19","","",""
"Permanent","1985","Single parent ","(1b) general elementary school","57","0.691356610773079","0.586813117210283","0.795900104335874"
"Permanent","1985","Single parent ","(1c) basic vocational qualification","85","0.89519239832674","0.833598048861188","0.956786747792291"
"Permanent","1985","Single parent ","(2b) intermediate general qualification","9","","",""
"Permanent","1985","Single parent ","(2a) intermediate vocational","37","0.896698365785551","0.803537621876523","0.98985910969458"
"Permanent","1985","Single parent ","(2c_gen) general maturity certificate","3","","",""
"Permanent","1985","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"Permanent","1985","Single parent ","(3a) lower tertiary education","1","","",""
"Permanent","1985","Single parent ","(3b) higher tertiary education","6","","",""
"Permanent","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Permanent","1985","Couple + C. LE 16 ","(1a) inadequately completed","150","0.912112394541757","0.868513188723931","0.955711600359583"
"Permanent","1985","Couple + C. LE 16 ","(1b) general elementary school","268","0.911848955140736","0.879330354397206","0.944367555884266"
"Permanent","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","612","0.947342986802751","0.930133113083647","0.964552860521855"
"Permanent","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","14","","",""
"Permanent","1985","Couple + C. LE 16 ","(2a) intermediate vocational","203","0.96891982954168","0.945449236582972","0.992390422500387"
"Permanent","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","17","","",""
"Permanent","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","66","0.917755663748107","0.853395727136431","0.982115600359784"
"Permanent","1985","Couple + C. LE 16 ","(3a) lower tertiary education","43","0.952870324878035","0.89095388768367","1.0147867620724"
"Permanent","1985","Couple + C. LE 16 ","(3b) higher tertiary education","111","0.944607184333993","0.904182384503418","0.985031984164569"
"Permanent","1985","Couple + C. GT 16 ","(0) in school","2","","",""
"Permanent","1985","Couple + C. GT 16 ","(1a) inadequately completed","70","0.817130769907197","0.729056646033291","0.905204893781103"
"Permanent","1985","Couple + C. GT 16 ","(1b) general elementary school","169","0.737765242429175","0.68003546514488","0.795495019713471"
