"plb0037_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","16-34 y.","Full Time","1447","0.822509620738907","0.804587728019921","0.840431513457894"
"Permanent","1985","16-34 y.","Part Time","407","0.637862880214233","0.600031478523509","0.675694281904958"
"Permanent","1985","16-34 y.","Not Working","54","0.484073347911932","0.385631431105692","0.582515264718171"
"Permanent","1985","35-65 y.","Full Time","2488","0.974083597450719","0.967933605401805","0.980233589499634"
"Permanent","1985","35-65 y.","Part Time","646","0.929103986676977","0.910023090974036","0.948184882379917"
"Permanent","1985","35-65 y.","Not Working","19","","",""
"Permanent","1985","66 and older","Full Time","2","","",""
"Permanent","1985","66 and older","Part Time","12","","",""
"Permanent","1985","66 and older","Not Working","","","",""
"Limited","1985","16-34 y.","Full Time","299","0.177490379261093","0.159568486542106","0.195412271980079"
"Limited","1985","16-34 y.","Part Time","213","0.362137119785767","0.324305718095043","0.399968521476491"
"Limited","1985","16-34 y.","Not Working","45","0.515926652088068","0.417484735281829","0.614368568894308"
"Limited","1985","35-65 y.","Full Time","76","0.0259164025492809","0.0197664105003663","0.0320663945981955"
"Limited","1985","35-65 y.","Part Time","49","0.0708960133230235","0.0518151176200831","0.0899769090259639"
"Limited","1985","35-65 y.","Not Working","6","","",""
"Limited","1985","66 and older","Full Time","","","",""
"Limited","1985","66 and older","Part Time","","","",""
"Limited","1985","66 and older","Not Working","","","",""
"Permanent","1986","16-34 y.","Full Time","294","0.849350391910959","0.812087727189259","0.886613056632658"
"Permanent","1986","16-34 y.","Part Time","123","0.467324339292609","0.404849424026472","0.529799254558746"
"Permanent","1986","16-34 y.","Not Working","20","","",""
"Permanent","1986","35-65 y.","Full Time","141","0.940392380177228","0.90237690723855","0.978407853115906"
"Permanent","1986","35-65 y.","Part Time","45","0.896854373518602","0.814187256249649","0.979521490787556"
"Permanent","1986","35-65 y.","Not Working","1","","",""
"Permanent","1986","66 and older","Full Time","","","",""
"Permanent","1986","66 and older","Part Time","","","",""
"Permanent","1986","66 and older","Not Working","","","",""
"Limited","1986","16-34 y.","Full Time","60","0.150649608089042","0.113386943367342","0.187912272810741"
"Limited","1986","16-34 y.","Part Time","122","0.532675660707391","0.470200745441254","0.595150575973528"
"Limited","1986","16-34 y.","Not Working","21","","",""
"Limited","1986","35-65 y.","Full Time","8","","",""
"Limited","1986","35-65 y.","Part Time","7","","",""
"Limited","1986","35-65 y.","Not Working","","","",""
"Limited","1986","66 and older","Full Time","","","",""
"Limited","1986","66 and older","Part Time","","","",""
"Limited","1986","66 and older","Not Working","","","",""
