"plb0037_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","(0) in school","West Germany","4","","",""
"Permanent","1985","(0) in school","East Germany","","","",""
"Permanent","1985","(1a) inadequately completed","West Germany","465","0.92282599236965","0.899245059840817","0.946406924898484"
"Permanent","1985","(1a) inadequately completed","East Germany","","","",""
"Permanent","1985","(1b) general elementary school","West Germany","970","0.814009467310674","0.79153079913995","0.836488135481397"
"Permanent","1985","(1b) general elementary school","East Germany","","","",""
"Permanent","1985","(1c) basic vocational qualification","West Germany","2038","0.948951818572606","0.939678574692856","0.958225062452357"
"Permanent","1985","(1c) basic vocational qualification","East Germany","","","",""
"Permanent","1985","(2b) intermediate general qualification","West Germany","92","0.450700112010887","0.383404455873196","0.517995768148578"
"Permanent","1985","(2b) intermediate general qualification","East Germany","","","",""
"Permanent","1985","(2a) intermediate vocational","West Germany","741","0.919311357203941","0.900497074353249","0.938125640054633"
"Permanent","1985","(2a) intermediate vocational","East Germany","","","",""
"Permanent","1985","(2c_gen) general maturity certificate","West Germany","67","0.391949451839326","0.3092922755981","0.474606628080552"
"Permanent","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"Permanent","1985","(2c_voc) vocational maturity certificate","West Germany","215","0.915143563390337","0.879438716731251","0.950848410049423"
"Permanent","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Permanent","1985","(3a) lower tertiary education","West Germany","143","0.935436169552875","0.896622075496992","0.974250263608758"
"Permanent","1985","(3a) lower tertiary education","East Germany","","","",""
"Permanent","1985","(3b) higher tertiary education","West Germany","285","0.844020154481931","0.805733343423619","0.882306965540243"
"Permanent","1985","(3b) higher tertiary education","East Germany","","","",""
"Limited","1985","(0) in school","West Germany","1","","",""
"Limited","1985","(0) in school","East Germany","","","",""
"Limited","1985","(1a) inadequately completed","West Germany","27","","",""
"Limited","1985","(1a) inadequately completed","East Germany","","","",""
"Limited","1985","(1b) general elementary school","West Germany","181","0.185990532689326","0.163511864518603","0.20846920086005"
"Limited","1985","(1b) general elementary school","East Germany","","","",""
"Limited","1985","(1c) basic vocational qualification","West Germany","126","0.0510481814273938","0.0417749375476432","0.0603214253071445"
"Limited","1985","(1c) basic vocational qualification","East Germany","","","",""
"Limited","1985","(2b) intermediate general qualification","West Germany","118","0.549299887989113","0.482004231851422","0.616595544126805"
"Limited","1985","(2b) intermediate general qualification","East Germany","","","",""
"Limited","1985","(2a) intermediate vocational","West Germany","64","0.0806886427960594","0.0618743599453672","0.0995029256467515"
