"plb0037_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Permanent","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1992","Baden-Württemberg","West Germany","136","0.832454809331029","0.776315127532457","0.8885944911296"
"Permanent","1992","Baden-Württemberg","East Germany","","","",""
"Permanent","1992","Bavaria","West Germany","146","0.779932061107375","0.7187254221331","0.841138700081649"
"Permanent","1992","Bavaria","East Germany","","","",""
"Permanent","1992","Berlin","West Germany","19","","",""
"Permanent","1992","Berlin","East Germany","51","0.766131788708168","0.666255847738148","0.866007729678189"
"Permanent","1992","Brandenburg","West Germany","","","",""
"Permanent","1992","Brandenburg","East Germany","86","0.760710193676658","0.682732409890588","0.838687977462728"
"Permanent","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1992","Mecklenburg-Western Pomerania","East Germany","63","0.675053994834089","0.579866154452013","0.770241835216165"
"Permanent","1992","Saxony","West Germany","","","",""
"Permanent","1992","Saxony","East Germany","130","0.681784646392381","0.614114584998211","0.749454707786551"
"Permanent","1992","Saxony-Anhalt","West Germany","","","",""
"Permanent","1992","Saxony-Anhalt","East Germany","98","0.709838825881988","0.634392131575801","0.785285520188175"
"Permanent","1992","Thuringia","West Germany","","","",""
"Permanent","1992","Thuringia","East Germany","93","0.669020405923367","0.589346522916325","0.74869428893041"
"Limited","1992","Schleswig-Holstein","West Germany","3","","",""
"Limited","1992","Schleswig-Holstein","East Germany","","","",""
"Limited","1992","Hamburg","West Germany","1","","",""
"Limited","1992","Hamburg","East Germany","","","",""
"Limited","1992","Lower Saxony","West Germany","20","","",""
"Limited","1992","Lower Saxony","East Germany","","","",""
"Limited","1992","Bremen","West Germany","1","","",""
"Limited","1992","Bremen","East Germany","","","",""
"Limited","1992","North Rhine-Westphalia","West Germany","61","0.280323424668088","0.222276054119798","0.338370795216379"
"Limited","1992","North Rhine-Westphalia","East Germany","","","",""
"Limited","1992","Hesse","West Germany","18","","",""
"Limited","1992","Hesse","East Germany","","","",""
"Limited","1992","Rhineland-Palatinate,Saarland","West Germany","12","","",""
"Limited","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1992","Baden-Württemberg","West Germany","34","0.167545190668971","0.1114055088704","0.223684872467543"
"Limited","1992","Baden-Württemberg","East Germany","","","",""
"Limited","1992","Bavaria","West Germany","30","0.220067938892625","0.15886129991835","0.2812745778669"
"Limited","1992","Bavaria","East Germany","","","",""
"Limited","1992","Berlin","West Germany","4","","",""
"Limited","1992","Berlin","East Germany","18","","",""
"Limited","1992","Brandenburg","West Germany","","","",""
"Limited","1992","Brandenburg","East Germany","29","","",""
"Limited","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1992","Mecklenburg-Western Pomerania","East Germany","30","0.324946005165911","0.229758164783835","0.420133845547987"
"Limited","1992","Saxony","West Germany","","","",""
"Limited","1992","Saxony","East Germany","52","0.318215353607619","0.250545292213449","0.385885415001789"
"Limited","1992","Saxony-Anhalt","West Germany","","","",""
"Limited","1992","Saxony-Anhalt","East Germany","41","0.290161174118012","0.214714479811825","0.365607868424199"
"Limited","1992","Thuringia","West Germany","","","",""
"Limited","1992","Thuringia","East Germany","41","0.330979594076633","0.25130571106959","0.410653477083675"
"Permanent","1993","Schleswig-Holstein","West Germany","24","","",""
"Permanent","1993","Schleswig-Holstein","East Germany","","","",""
"Permanent","1993","Hamburg","West Germany","15","","",""
"Permanent","1993","Hamburg","East Germany","","","",""
"Permanent","1993","Lower Saxony","West Germany","69","0.774580161092062","0.684138107053349","0.865022215130776"
"Permanent","1993","Lower Saxony","East Germany","","","",""
"Permanent","1993","Bremen","West Germany","3","","",""
"Permanent","1993","Bremen","East Germany","","","",""
"Permanent","1993","North Rhine-Westphalia","West Germany","167","0.712353114201081","0.653724739916637","0.770981488485526"
"Permanent","1993","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1993","Hesse","West Germany","65","0.828204196882913","0.748942484038507","0.907465909727319"
"Permanent","1993","Hesse","East Germany","","","",""
"Permanent","1993","Rhineland-Palatinate,Saarland","West Germany","40","0.774715192534013","0.661166167867495","0.888264217200531"
"Permanent","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1993","Baden-Württemberg","West Germany","114","0.793312978164023","0.727175789776442","0.859450166551604"
"Permanent","1993","Baden-Württemberg","East Germany","","","",""
"Permanent","1993","Bavaria","West Germany","111","0.73246925488274","0.660664498558062","0.804274011207418"
"Permanent","1993","Bavaria","East Germany","","","",""
"Permanent","1993","Berlin","West Germany","24","","",""
"Permanent","1993","Berlin","East Germany","46","0.877698644219107","0.790313106978568","0.965084181459646"
"Permanent","1993","Brandenburg","West Germany","","","",""
"Permanent","1993","Brandenburg","East Germany","63","0.776547560290783","0.687992127816315","0.865102992765252"
"Permanent","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1993","Mecklenburg-Western Pomerania","East Germany","46","0.774909673021219","0.66742710077156","0.882392245270878"
"Permanent","1993","Saxony","West Germany","","","",""
"Permanent","1993","Saxony","East Germany","119","0.731928765999642","0.664135636616034","0.79972189538325"
"Permanent","1993","Saxony-Anhalt","West Germany","","","",""
"Permanent","1993","Saxony-Anhalt","East Germany","76","0.795231212204553","0.714926540262443","0.875535884146664"
"Permanent","1993","Thuringia","West Germany","","","",""
"Permanent","1993","Thuringia","East Germany","72","0.743122351133321","0.655723485625328","0.830521216641315"
"Limited","1993","Schleswig-Holstein","West Germany","5","","",""
"Limited","1993","Schleswig-Holstein","East Germany","","","",""
"Limited","1993","Hamburg","West Germany","","","",""
"Limited","1993","Hamburg","East Germany","","","",""
"Limited","1993","Lower Saxony","West Germany","13","","",""
"Limited","1993","Lower Saxony","East Germany","","","",""
"Limited","1993","Bremen","West Germany","1","","",""
"Limited","1993","Bremen","East Germany","","","",""
"Limited","1993","North Rhine-Westphalia","West Germany","62","0.287646885798919","0.229018511514474","0.346275260083363"
"Limited","1993","North Rhine-Westphalia","East Germany","","","",""
"Limited","1993","Hesse","West Germany","22","","",""
"Limited","1993","Hesse","East Germany","","","",""
"Limited","1993","Rhineland-Palatinate,Saarland","West Germany","12","","",""
"Limited","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1993","Baden-Württemberg","West Germany","30","0.206687021835977","0.140549833448396","0.272824210223558"
"Limited","1993","Baden-Württemberg","East Germany","","","",""
"Limited","1993","Bavaria","West Germany","35","0.26753074511726","0.195725988792581","0.339335501441938"
"Limited","1993","Bavaria","East Germany","","","",""
"Limited","1993","Berlin","West Germany","7","","",""
"Limited","1993","Berlin","East Germany","8","","",""
"Limited","1993","Brandenburg","West Germany","","","",""
"Limited","1993","Brandenburg","East Germany","22","","",""
"Limited","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1993","Mecklenburg-Western Pomerania","East Germany","12","","",""
"Limited","1993","Saxony","West Germany","","","",""
"Limited","1993","Saxony","East Germany","45","0.268071234000358","0.20027810461675","0.335864363383966"
"Limited","1993","Saxony-Anhalt","West Germany","","","",""
"Limited","1993","Saxony-Anhalt","East Germany","21","","",""
"Limited","1993","Thuringia","West Germany","","","",""
"Limited","1993","Thuringia","East Germany","24","","",""
"Permanent","1994","Schleswig-Holstein","West Germany","26","","",""
"Permanent","1994","Schleswig-Holstein","East Germany","","","",""
"Permanent","1994","Hamburg","West Germany","17","","",""
"Permanent","1994","Hamburg","East Germany","","","",""
"Permanent","1994","Lower Saxony","West Germany","55","0.622841064779434","0.518570946889184","0.727111182669684"
"Permanent","1994","Lower Saxony","East Germany","","","",""
"Permanent","1994","Bremen","West Germany","4","","",""
"Permanent","1994","Bremen","East Germany","","","",""
"Permanent","1994","North Rhine-Westphalia","West Germany","135","0.655301918789895","0.591625100204899","0.718978737374891"
"Permanent","1994","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1994","Hesse","West Germany","48","0.662988840733365","0.555290879686419","0.770686801780312"
"Permanent","1994","Hesse","East Germany","","","",""
"Permanent","1994","Rhineland-Palatinate,Saarland","West Germany","31","0.697476732979171","0.561749809208609","0.833203656749734"
"Permanent","1994","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1994","Baden-Württemberg","West Germany","108","0.760365178121404","0.691825662652577","0.828904693590231"
"Permanent","1994","Baden-Württemberg","East Germany","","","",""
"Permanent","1994","Bavaria","West Germany","97","0.749440827400383","0.675235297524069","0.823646357276697"
"Permanent","1994","Bavaria","East Germany","","","",""
"Permanent","1994","Berlin","West Germany","28","","",""
"Permanent","1994","Berlin","East Germany","25","","",""
"Permanent","1994","Brandenburg","West Germany","","","",""
"Permanent","1994","Brandenburg","East Germany","43","0.6076963535376","0.498638432104406","0.716754274970795"
"Permanent","1994","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1994","Mecklenburg-Western Pomerania","East Germany","31","0.663825149351133","0.532885084982561","0.794765213719705"
"Permanent","1994","Saxony","West Germany","","","",""
"Permanent","1994","Saxony","East Germany","79","0.724090461301841","0.641311713897623","0.806869208706058"
"Permanent","1994","Saxony-Anhalt","West Germany","","","",""
"Permanent","1994","Saxony-Anhalt","East Germany","53","0.63886154691411","0.537929587173317","0.739793506654903"
"Permanent","1994","Thuringia","West Germany","","","",""
"Permanent","1994","Thuringia","East Germany","55","0.622903343450723","0.521061761540707","0.724744925360739"
"Limited","1994","Schleswig-Holstein","West Germany","14","","",""
"Limited","1994","Schleswig-Holstein","East Germany","","","",""
"Limited","1994","Hamburg","West Germany","3","","",""
"Limited","1994","Hamburg","East Germany","","","",""
"Limited","1994","Lower Saxony","West Germany","28","","",""
"Limited","1994","Lower Saxony","East Germany","","","",""
"Limited","1994","Bremen","West Germany","2","","",""
"Limited","1994","Bremen","East Germany","","","",""
"Limited","1994","North Rhine-Westphalia","West Germany","79","0.344698081210105","0.281021262625109","0.408374899795101"
"Limited","1994","North Rhine-Westphalia","East Germany","","","",""
"Limited","1994","Hesse","West Germany","26","","",""
"Limited","1994","Hesse","East Germany","","","",""
"Limited","1994","Rhineland-Palatinate,Saarland","West Germany","13","","",""
"Limited","1994","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1994","Baden-Württemberg","West Germany","41","0.239634821878596","0.171095306409769","0.308174337347423"
"Limited","1994","Baden-Württemberg","East Germany","","","",""
"Limited","1994","Bavaria","West Germany","34","0.250559172599617","0.176353642723303","0.324764702475931"
"Limited","1994","Bavaria","East Germany","","","",""
"Limited","1994","Berlin","West Germany","8","","",""
"Limited","1994","Berlin","East Germany","13","","",""
"Limited","1994","Brandenburg","West Germany","","","",""
"Limited","1994","Brandenburg","East Germany","34","0.3923036464624","0.283245725029205","0.501361567895594"
"Limited","1994","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1994","Mecklenburg-Western Pomerania","East Germany","19","","",""
"Limited","1994","Saxony","West Germany","","","",""
"Limited","1994","Saxony","East Germany","33","0.275909538698159","0.193130791293942","0.358688286102377"
"Limited","1994","Saxony-Anhalt","West Germany","","","",""
"Limited","1994","Saxony-Anhalt","East Germany","34","0.36113845308589","0.260206493345097","0.462070412826683"
"Limited","1994","Thuringia","West Germany","","","",""
"Limited","1994","Thuringia","East Germany","32","0.377096656549277","0.275255074639261","0.478938238459293"
"Permanent","1995","Schleswig-Holstein","West Germany","126","0.846731390951055","0.789461581853147","0.904001200048962"
"Permanent","1995","Schleswig-Holstein","East Germany","","","",""
"Permanent","1995","Hamburg","West Germany","65","0.892089945692638","0.820423292970216","0.96375659841506"
"Permanent","1995","Hamburg","East Germany","","","",""
"Permanent","1995","Lower Saxony","West Germany","486","0.899044852635593","0.873820924248022","0.924268781023164"
"Permanent","1995","Lower Saxony","East Germany","","","",""
"Permanent","1995","Bremen","West Germany","33","0.941037484870987","0.862999592632198","1.01907537710978"
"Permanent","1995","Bremen","East Germany","","","",""
"Permanent","1995","North Rhine-Westphalia","West Germany","1240","0.894810797376052","0.878699751946118","0.910921842805986"
"Permanent","1995","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1995","Hesse","West Germany","462","0.884673010312206","0.857032486090612","0.9123135345338"
"Permanent","1995","Hesse","East Germany","","","",""
"Permanent","1995","Rhineland-Palatinate,Saarland","West Germany","314","0.890203068623573","0.857635442418546","0.9227706948286"
"Permanent","1995","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1995","Baden-Württemberg","West Germany","886","0.894054773282662","0.875045911354585","0.913063635210739"
"Permanent","1995","Baden-Württemberg","East Germany","","","",""
"Permanent","1995","Bavaria","West Germany","833","0.878307796444698","0.857408151373574","0.899207441515823"
"Permanent","1995","Bavaria","East Germany","","","",""
"Permanent","1995","Berlin","West Germany","143","0.908901087916737","0.864174637216802","0.953627538616672"
"Permanent","1995","Berlin","East Germany","122","0.870664401261801","0.815275472277099","0.926053330246502"
"Permanent","1995","Brandenburg","West Germany","","","",""
"Permanent","1995","Brandenburg","East Germany","278","0.846517524379271","0.807918790253162","0.885116258505381"
"Permanent","1995","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1995","Mecklenburg-Western Pomerania","East Germany","190","0.797768608693954","0.746304682112644","0.849232535275264"
"Permanent","1995","Saxony","West Germany","","","",""
"Permanent","1995","Saxony","East Germany","497","0.824400942033328","0.793725934283055","0.855075949783602"
"Permanent","1995","Saxony-Anhalt","West Germany","","","",""
"Permanent","1995","Saxony-Anhalt","East Germany","309","0.792839304131243","0.752145164622606","0.833533443639881"
"Permanent","1995","Thuringia","West Germany","","","",""
"Permanent","1995","Thuringia","East Germany","291","0.824496180980841","0.784757415696135","0.864234946265547"
"Limited","1995","Schleswig-Holstein","West Germany","26","","",""
"Limited","1995","Schleswig-Holstein","East Germany","","","",""
"Limited","1995","Hamburg","West Germany","7","","",""
"Limited","1995","Hamburg","East Germany","","","",""
"Limited","1995","Lower Saxony","West Germany","62","0.100955147364407","0.075731218976836","0.126179075751978"
"Limited","1995","Lower Saxony","East Germany","","","",""
"Limited","1995","Bremen","West Germany","2","","",""
"Limited","1995","Bremen","East Germany","","","",""
"Limited","1995","North Rhine-Westphalia","West Germany","153","0.105189202623948","0.0890781571940137","0.121300248053882"
"Limited","1995","North Rhine-Westphalia","East Germany","","","",""
"Limited","1995","Hesse","West Germany","51","0.115326989687794","0.0876864654661995","0.142967513909388"
"Limited","1995","Hesse","East Germany","","","",""
"Limited","1995","Rhineland-Palatinate,Saarland","West Germany","40","0.109796931376427","0.0772293051713999","0.142364557581454"
"Limited","1995","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1995","Baden-Württemberg","West Germany","121","0.105945226717338","0.0869363647892607","0.124954088645415"
"Limited","1995","Baden-Württemberg","East Germany","","","",""
"Limited","1995","Bavaria","West Germany","107","0.121692203555302","0.100792558484177","0.142591848626426"
"Limited","1995","Bavaria","East Germany","","","",""
"Limited","1995","Berlin","West Germany","16","","",""
"Limited","1995","Berlin","East Germany","19","","",""
"Limited","1995","Brandenburg","West Germany","","","",""
"Limited","1995","Brandenburg","East Germany","57","0.153482475620729","0.114883741494619","0.192081209746838"
"Limited","1995","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1995","Mecklenburg-Western Pomerania","East Germany","44","0.202231391306046","0.150767464724736","0.253695317887356"
"Limited","1995","Saxony","West Germany","","","",""
"Limited","1995","Saxony","East Germany","94","0.175599057966671","0.144924050216398","0.206274065716945"
"Limited","1995","Saxony-Anhalt","West Germany","","","",""
"Limited","1995","Saxony-Anhalt","East Germany","72","0.207160695868757","0.166466556360119","0.247854835377394"
"Limited","1995","Thuringia","West Germany","","","",""
"Limited","1995","Thuringia","East Germany","61","0.175503819019159","0.135765053734453","0.215242584303865"
"Permanent","1996","Schleswig-Holstein","West Germany","129","0.836051522269723","0.77813953340831","0.893963511131135"
"Permanent","1996","Schleswig-Holstein","East Germany","","","",""
"Permanent","1996","Hamburg","West Germany","64","0.925182058519018","0.863984316960632","0.986379800077403"
"Permanent","1996","Hamburg","East Germany","","","",""
"Permanent","1996","Lower Saxony","West Germany","491","0.904583918076989","0.880008713625494","0.929159122528483"
"Permanent","1996","Lower Saxony","East Germany","","","",""
"Permanent","1996","Bremen","West Germany","34","0.860572486336855","0.750437763637568","0.970707209036142"
"Permanent","1996","Bremen","East Germany","","","",""
"Permanent","1996","North Rhine-Westphalia","West Germany","1194","0.886539111105963","0.869658417507367","0.903419804704559"
"Permanent","1996","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1996","Hesse","West Germany","459","0.927566021751662","0.904662138331065","0.950469905172258"
"Permanent","1996","Hesse","East Germany","","","",""
"Permanent","1996","Rhineland-Palatinate,Saarland","West Germany","321","0.883984140565956","0.850994717286623","0.916973563845288"
"Permanent","1996","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1996","Baden-Württemberg","West Germany","833","0.890339803200295","0.870268496113022","0.910411110287568"
"Permanent","1996","Baden-Württemberg","East Germany","","","",""
"Permanent","1996","Bavaria","West Germany","816","0.882828537826231","0.862000447105146","0.903656628547317"
"Permanent","1996","Bavaria","East Germany","","","",""
"Permanent","1996","Berlin","West Germany","136","0.91221838748097","0.866473705588353","0.957963069373586"
"Permanent","1996","Berlin","East Germany","119","0.906701332516312","0.857084278702228","0.956318386330395"
"Permanent","1996","Brandenburg","West Germany","","","",""
"Permanent","1996","Brandenburg","East Germany","268","0.856561576461672","0.817729736559466","0.895393416363877"
"Permanent","1996","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1996","Mecklenburg-Western Pomerania","East Germany","173","0.832525066004578","0.782142482871441","0.882907649137716"
"Permanent","1996","Saxony","West Germany","","","",""
"Permanent","1996","Saxony","East Germany","506","0.830167819040689","0.800098221161432","0.860237416919946"
"Permanent","1996","Saxony-Anhalt","West Germany","","","",""
"Permanent","1996","Saxony-Anhalt","East Germany","291","0.811785075518067","0.77162958277805","0.851940568258083"
"Permanent","1996","Thuringia","West Germany","","","",""
"Permanent","1996","Thuringia","East Germany","291","0.842812552559246","0.804896694535834","0.880728410582658"
"Limited","1996","Schleswig-Holstein","West Germany","28","","",""
"Limited","1996","Schleswig-Holstein","East Germany","","","",""
"Limited","1996","Hamburg","West Germany","7","","",""
"Limited","1996","Hamburg","East Germany","","","",""
"Limited","1996","Lower Saxony","West Germany","58","0.095416081923011","0.0708408774715167","0.119991286374505"
"Limited","1996","Lower Saxony","East Germany","","","",""
"Limited","1996","Bremen","West Germany","4","","",""
"Limited","1996","Bremen","East Germany","","","",""
"Limited","1996","North Rhine-Westphalia","West Germany","162","0.113460888894037","0.0965801952954407","0.130341582492633"
"Limited","1996","North Rhine-Westphalia","East Germany","","","",""
"Limited","1996","Hesse","West Germany","33","0.0724339782483383","0.0495300948277417","0.0953378616689349"
"Limited","1996","Hesse","East Germany","","","",""
"Limited","1996","Rhineland-Palatinate,Saarland","West Germany","41","0.116015859434044","0.0830264361547117","0.149005282713377"
"Limited","1996","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1996","Baden-Württemberg","West Germany","98","0.109660196799705","0.0895888897124315","0.129731503886978"
"Limited","1996","Baden-Württemberg","East Germany","","","",""
"Limited","1996","Bavaria","West Germany","100","0.117171462173769","0.0963433714526829","0.137999552894854"
"Limited","1996","Bavaria","East Germany","","","",""
"Limited","1996","Berlin","West Germany","11","","",""
"Limited","1996","Berlin","East Germany","13","","",""
"Limited","1996","Brandenburg","West Germany","","","",""
"Limited","1996","Brandenburg","East Germany","45","0.143438423538328","0.104606583636123","0.182270263440534"
"Limited","1996","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1996","Mecklenburg-Western Pomerania","East Germany","38","0.167474933995422","0.117092350862284","0.217857517128559"
"Limited","1996","Saxony","West Germany","","","",""
"Limited","1996","Saxony","East Germany","93","0.169832180959311","0.139762583080053","0.199901778838568"
"Limited","1996","Saxony-Anhalt","West Germany","","","",""
"Limited","1996","Saxony-Anhalt","East Germany","73","0.188214924481933","0.148059431741917","0.22837041722195"
"Limited","1996","Thuringia","West Germany","","","",""
"Limited","1996","Thuringia","East Germany","63","0.157187447440754","0.119271589417342","0.195103305464166"
"Permanent","1997","Schleswig-Holstein","West Germany","128","0.863899543953564","0.80827927613426","0.919519811772867"
"Permanent","1997","Schleswig-Holstein","East Germany","","","",""
"Permanent","1997","Hamburg","West Germany","56","0.914051130021117","0.845911975072267","0.982190284969967"
"Permanent","1997","Hamburg","East Germany","","","",""
"Permanent","1997","Lower Saxony","West Germany","469","0.853574775667264","0.824028994178131","0.883120557156397"
"Permanent","1997","Lower Saxony","East Germany","","","",""
"Permanent","1997","Bremen","West Germany","32","0.844200019684142","0.72573142988055","0.962668609487733"
"Permanent","1997","Bremen","East Germany","","","",""
"Permanent","1997","North Rhine-Westphalia","West Germany","1142","0.861852853307138","0.84336410306011","0.880341603554167"
"Permanent","1997","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1997","Hesse","West Germany","410","0.88782643595037","0.858701222578715","0.916951649322026"
"Permanent","1997","Hesse","East Germany","","","",""
"Permanent","1997","Rhineland-Palatinate,Saarland","West Germany","310","0.873209395826241","0.838547748770058","0.907871042882425"
"Permanent","1997","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1997","Baden-Württemberg","West Germany","778","0.849506468150884","0.826249803586849","0.872763132714918"
"Permanent","1997","Baden-Württemberg","East Germany","","","",""
"Permanent","1997","Bavaria","West Germany","792","0.91104275365084","0.892233706311694","0.929851800989986"
"Permanent","1997","Bavaria","East Germany","","","",""
"Permanent","1997","Berlin","West Germany","127","0.88666663658487","0.834890943957869","0.93844232921187"
"Permanent","1997","Berlin","East Germany","102","0.864125518822539","0.803570115643591","0.924680922001487"
"Permanent","1997","Brandenburg","West Germany","","","",""
"Permanent","1997","Brandenburg","East Germany","261","0.817623479351883","0.775114605462133","0.860132353241632"
"Permanent","1997","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1997","Mecklenburg-Western Pomerania","East Germany","166","0.848190224538986","0.798827789813421","0.897552659264552"
"Permanent","1997","Saxony","West Germany","","","",""
"Permanent","1997","Saxony","East Germany","476","0.825142527449484","0.794068415311088","0.85621663958788"
"Permanent","1997","Saxony-Anhalt","West Germany","","","",""
"Permanent","1997","Saxony-Anhalt","East Germany","283","0.833935060220206","0.794609586554637","0.873260533885774"
"Permanent","1997","Thuringia","West Germany","","","",""
"Permanent","1997","Thuringia","East Germany","273","0.829677750673616","0.789423096371602","0.869932404975629"
"Limited","1997","Schleswig-Holstein","West Germany","18","","",""
"Limited","1997","Schleswig-Holstein","East Germany","","","",""
"Limited","1997","Hamburg","West Germany","9","","",""
"Limited","1997","Hamburg","East Germany","","","",""
"Limited","1997","Lower Saxony","West Germany","81","0.146425224332736","0.116879442843603","0.175971005821869"
"Limited","1997","Lower Saxony","East Germany","","","",""
"Limited","1997","Bremen","West Germany","4","","",""
"Limited","1997","Bremen","East Germany","","","",""
"Limited","1997","North Rhine-Westphalia","West Germany","196","0.138147146692862","0.119658396445833","0.15663589693989"
"Limited","1997","North Rhine-Westphalia","East Germany","","","",""
"Limited","1997","Hesse","West Germany","41","0.11217356404963","0.0830483506779742","0.141298777421285"
"Limited","1997","Hesse","East Germany","","","",""
"Limited","1997","Rhineland-Palatinate,Saarland","West Germany","44","0.126790604173759","0.0921289571175747","0.161452251229942"
"Limited","1997","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1997","Baden-Württemberg","West Germany","130","0.150493531849116","0.127236867285082","0.173750196413151"
"Limited","1997","Baden-Württemberg","East Germany","","","",""
"Limited","1997","Bavaria","West Germany","88","0.0889572463491601","0.0701481990100142","0.107766293688306"
"Limited","1997","Bavaria","East Germany","","","",""
"Limited","1997","Berlin","West Germany","17","","",""
"Limited","1997","Berlin","East Germany","21","","",""
"Limited","1997","Brandenburg","West Germany","","","",""
"Limited","1997","Brandenburg","East Germany","56","0.182376520648117","0.139867646758368","0.224885394537867"
"Limited","1997","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1997","Mecklenburg-Western Pomerania","East Germany","37","0.151809775461014","0.102447340735448","0.201172210186579"
"Limited","1997","Saxony","West Germany","","","",""
"Limited","1997","Saxony","East Germany","98","0.174857472550516","0.14378336041212","0.205931584688912"
"Limited","1997","Saxony-Anhalt","West Germany","","","",""
"Limited","1997","Saxony-Anhalt","East Germany","61","0.166064939779794","0.126739466114226","0.205390413445363"
"Limited","1997","Thuringia","West Germany","","","",""
"Limited","1997","Thuringia","East Germany","62","0.170322249326384","0.130067595024371","0.210576903628398"
"Permanent","1998","Schleswig-Holstein","West Germany","167","0.898868580381628","0.855422222162114","0.942314938601142"
"Permanent","1998","Schleswig-Holstein","East Germany","","","",""
"Permanent","1998","Hamburg","West Germany","69","0.902645230290724","0.836858552926369","0.968431907655079"
"Permanent","1998","Hamburg","East Germany","","","",""
"Permanent","1998","Lower Saxony","West Germany","553","0.874841960157858","0.84938421577245","0.900299704543265"
"Permanent","1998","Lower Saxony","East Germany","","","",""
"Permanent","1998","Bremen","West Germany","39","0.866535569194946","0.76605138309444","0.967019755295452"
"Permanent","1998","Bremen","East Germany","","","",""
"Permanent","1998","North Rhine-Westphalia","West Germany","1291","0.889750382403647","0.87368488039809","0.905815884409204"
"Permanent","1998","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1998","Hesse","West Germany","443","0.861951024678482","0.831805559678348","0.892096489678616"
"Permanent","1998","Hesse","East Germany","","","",""
"Permanent","1998","Rhineland-Palatinate,Saarland","West Germany","336","0.814814601647856","0.776889361496573","0.852739841799139"
"Permanent","1998","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1998","Baden-Württemberg","West Germany","841","0.873238504562318","0.852333426841028","0.894143582283609"
"Permanent","1998","Baden-Württemberg","East Germany","","","",""
"Permanent","1998","Bavaria","West Germany","888","0.905927214615554","0.887705539952939","0.924148889278168"
"Permanent","1998","Bavaria","East Germany","","","",""
"Permanent","1998","Berlin","West Germany","128","0.825786644675327","0.765881740106656","0.885691549243998"
"Permanent","1998","Berlin","East Germany","105","0.870237359662348","0.811090601322533","0.929384118002163"
"Permanent","1998","Brandenburg","West Germany","","","",""
"Permanent","1998","Brandenburg","East Germany","260","0.810231352455912","0.766791066471829","0.853671638439996"
"Permanent","1998","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1998","Mecklenburg-Western Pomerania","East Germany","173","0.816897451172879","0.764836616590026","0.868958285755732"
"Permanent","1998","Saxony","West Germany","","","",""
"Permanent","1998","Saxony","East Germany","518","0.813365628343461","0.782917437665449","0.843813819021474"
"Permanent","1998","Saxony-Anhalt","West Germany","","","",""
"Permanent","1998","Saxony-Anhalt","East Germany","292","0.848024125368015","0.810413937880454","0.885634312855577"
"Permanent","1998","Thuringia","West Germany","","","",""
"Permanent","1998","Thuringia","East Germany","285","0.789000500852201","0.746735008801879","0.831265992902522"
"Limited","1998","Schleswig-Holstein","West Germany","18","","",""
"Limited","1998","Schleswig-Holstein","East Germany","","","",""
"Limited","1998","Hamburg","West Germany","9","","",""
"Limited","1998","Hamburg","East Germany","","","",""
"Limited","1998","Lower Saxony","West Germany","96","0.125158039842142","0.0997002954567351","0.15061578422755"
"Limited","1998","Lower Saxony","East Germany","","","",""
"Limited","1998","Bremen","West Germany","5","","",""
"Limited","1998","Bremen","East Germany","","","",""
"Limited","1998","North Rhine-Westphalia","West Germany","169","0.110249617596354","0.0941841155907965","0.126315119601911"
"Limited","1998","North Rhine-Westphalia","East Germany","","","",""
"Limited","1998","Hesse","West Germany","60","0.138048975321518","0.107903510321384","0.168194440321652"
"Limited","1998","Hesse","East Germany","","","",""
