"plb0037_h","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Limited","1998","Employed","Rural Area","358","0.132967186475819","0.119593141556282","0.146341231395356","2"
"Limited","1998","Employed","Urban Area","600","0.120284156357125","0.111096063716945","0.129472248997304","2"
"Limited","1998","Not Employed","Rural Area","29","","","","2"
"Limited","1998","Not Employed","Urban Area","46","0.524260254185956","0.416819949862609","0.631700558509304","2"
"Permanent","1998","Employed","Urban Area","4215","0.879715843642875","0.870527751002696","0.888903936283055","1"
"Permanent","1998","Not Employed","Urban Area","37","0.475739745814044","0.368299441490696","0.583180050137391","1"
"Permanent","1998","Employed","Rural Area","2118","0.867032813524181","0.853658768604644","0.880406858443719","1"
"Permanent","1998","Not Employed","Rural Area","18","","","","1"
"Limited","1999","Employed","Rural Area","418","0.153123498730684","0.138933602925998","0.167313394535371","2"
"Limited","1999","Employed","Urban Area","633","0.126228939931976","0.116780447493859","0.135677432370093","2"
"Limited","1999","Not Employed","Rural Area","24","","","","2"
"Limited","1999","Not Employed","Urban Area","30","0.368745203308568","0.263677045669831","0.473813360947305","2"
"Permanent","1999","Employed","Urban Area","4113","0.873771060068024","0.864322567629907","0.88321955250614","1"
"Permanent","1999","Not Employed","Urban Area","51","0.631254796691432","0.526186639052695","0.736322954330169","1"
"Permanent","1999","Employed","Rural Area","2056","0.846876501269316","0.832686605464629","0.861066397074002","1"
"Permanent","1999","Not Employed","Rural Area","20","","","","1"
"Limited","2000","Employed","Urban Area","934","0.12327347402772","0.115891126299265","0.130655821756175","2"
"Limited","2000","Not Employed","Rural Area","48","0.623968814470151","0.513605278795024","0.734332350145277","2"
"Limited","2000","Not Employed","Urban Area","71","0.50410674566241","0.421285944376577","0.586927546948243","2"
"Limited","2000","Employed","Rural Area","633","0.151442545834216","0.140187494881385","0.162697596787047","2"
"Permanent","2000","Employed","Urban Area","6684","0.87672652597228","0.869344178243825","0.884108873700735","1"
"Permanent","2000","Not Employed","Urban Area","69","0.49589325433759","0.413072453051757","0.578714055623423","1"
"Permanent","2000","Employed","Rural Area","3264","0.848557454165784","0.837302403212953","0.859812505118615","1"
"Permanent","2000","Not Employed","Rural Area","26","","","","1"
"Limited","2001","Employed","Urban Area","867","0.121911926105264","0.114249484848981","0.129574367361547","2"
"Limited","2001","Not Employed","Rural Area","50","0.667366433742044","0.557773101435307","0.776959766048781","2"
"Limited","2001","Not Employed","Urban Area","52","0.534618196104973","0.443054728230519","0.626181663979427","2"
"Limited","2001","Employed","Rural Area","562","0.152575022951483","0.140645372198317","0.164504673704649","2"
"Permanent","2001","Employed","Urban Area","6137","0.878088073894736","0.870425632638453","0.885750515151019","1"
"Permanent","2001","Not Employed","Urban Area","62","0.465381803895027","0.373818336020573","0.556945271769481","1"
"Permanent","2001","Employed","Rural Area","2928","0.847424977048517","0.835495326295351","0.859354627801683","1"
"Permanent","2001","Not Employed","Rural Area","21","","","","1"
"Limited","2002","Employed","Urban Area","908","0.127880639059761","0.120305940085326","0.135455338034195","2"
"Limited","2002","Employed","Rural Area","528","0.147525118860904","0.135895482158709","0.1591547555631","2"
"Limited","2002","Not Employed","Rural Area","41","0.665924087891627","0.55298464702171","0.778863528761543","2"
"Limited","2002","Not Employed","Urban Area","55","0.571876216104714","0.47131226879655","0.672440163412878","2"
"Permanent","2002","Employed","Rural Area","3044","0.852474881139096","0.8408452444369","0.864104517841291","1"
"Permanent","2002","Employed","Urban Area","6559","0.872119360940239","0.864544661965805","0.879694059914674","1"
"Permanent","2002","Not Employed","Urban Area","38","0.428123783895286","0.327559836587122","0.52868773120345","1"
"Permanent","2002","Not Employed","Rural Area","26","","","","1"
"Limited","2003","Employed","Urban Area","884","0.131677432198231","0.123768572028851","0.139586292367611","2"
"Limited","2003","Not Employed","Urban Area","36","0.48678412238693","0.370522290749149","0.603045954024711","2"
"Limited","2003","Employed","Rural Area","490","0.141955158313234","0.130112051352195","0.153798265274273","2"
"Limited","2003","Not Employed","Rural Area","41","0.746578966170824","0.635589620922372","0.857568311419276","2"
"Permanent","2003","Not Employed","Urban Area","35","0.51321587761307","0.396954045975289","0.629477709250851","1"
"Permanent","2003","Employed","Rural Area","2846","0.858044841686766","0.846201734725727","0.869887948647805","1"
"Permanent","2003","Employed","Urban Area","6138","0.868322567801769","0.860413707632389","0.876231427971149","1"
"Permanent","2003","Not Employed","Rural Area","18","","","","1"
"Limited","2004","Employed","Urban Area","856","0.139808204406147","0.131534645679118","0.148081763133177","2"
"Limited","2004","Not Employed","Urban Area","51","0.568505991548364","0.464431721722966","0.672580261373761","2"
"Limited","2004","Employed","Rural Area","510","0.15655757812212","0.144012230328752","0.169102925915487","2"
"Limited","2004","Not Employed","Rural Area","31","0.701471890332838","0.570645031588924","0.832298749076751","2"
"Permanent","2004","Not Employed","Urban Area","36","0.431494008451636","0.327419738626239","0.535568278277034","1"
"Permanent","2004","Employed","Rural Area","2713","0.84344242187788","0.830897074084513","0.855987769671248","1"
"Permanent","2004","Employed","Urban Area","5893","0.860191795593853","0.851918236866823","0.868465354320882","1"
"Permanent","2004","Not Employed","Rural Area","16","","","","1"
"Limited","2005","Employed","Urban Area","792","0.131990791669752","0.123783639060906","0.140197944278599","2"
"Limited","2005","Not Employed","Urban Area","39","0.556704177587946","0.436854965651902","0.67655338952399","2"
"Limited","2005","Employed","Rural Area","420","0.158224506954098","0.145373344940824","0.171075668967373","2"
"Limited","2005","Not Employed","Rural Area","39","0.679690419404712","0.561627639635068","0.797753199174356","2"
"Permanent","2005","Employed","Rural Area","2678","0.841775493045902","0.828924331032627","0.854626655059176","1"
"Permanent","2005","Employed","Urban Area","5742","0.868009208330248","0.859802055721401","0.876216360939094","1"
"Permanent","2005","Not Employed","Rural Area","21","","","","1"
"Permanent","2005","Not Employed","Urban Area","27","","","","1"
"Limited","2006","Employed","Urban Area","859","0.140942145789971","0.132662022233191","0.149222269346751","2"
"Limited","2006","Not Employed","Urban Area","47","0.557052505245903","0.452068519676087","0.662036490815718","2"
"Limited","2006","Employed","Rural Area","474","0.156938743765291","0.144505717869762","0.16937176966082","2"
"Limited","2006","Not Employed","Rural Area","33","0.560024107974001","0.43227675912428","0.687771456823722","2"
"Permanent","2006","Employed","Rural Area","2814","0.843061256234709","0.83062823033918","0.855494282130238","1"
"Permanent","2006","Employed","Urban Area","5925","0.859057854210029","0.850777730653249","0.86733797776681","1"
"Permanent","2006","Not Employed","Rural Area","25","","","","1"
"Permanent","2006","Not Employed","Urban Area","39","0.442947494754097","0.337963509184282","0.547931480323913","1"
"Limited","2007","Employed","Rural Area","475","0.159673206625278","0.146953844432855","0.172392568817702","2"
"Limited","2007","Employed","Urban Area","840","0.141869117382229","0.133338810795775","0.150399423968683","2"
"Limited","2007","Not Employed","Urban Area","57","0.672649115344492","0.579744754401023","0.765553476287962","2"
"Limited","2007","Not Employed","Rural Area","32","0.538798888185022","0.41160079425738","0.665996982112664","2"
"Permanent","2007","Employed","Rural Area","2711","0.840326793374722","0.827607431182298","0.853046155567145","1"
"Permanent","2007","Employed","Urban Area","5587","0.858130882617771","0.849600576031317","0.866661189204225","1"
"Permanent","2007","Not Employed","Rural Area","27","","","","1"
"Permanent","2007","Not Employed","Urban Area","41","0.327350884655508","0.234446523712038","0.420255245598977","1"
"Limited","2008","Not Employed","Urban Area","47","0.518540819937014","0.413547981779987","0.623533658094041","2"
"Limited","2008","Employed","Rural Area","453","0.164544148291029","0.151385807049061","0.177702489532996","2"
"Limited","2008","Employed","Urban Area","834","0.144482865691674","0.135728696903546","0.153237034479801","2"
"Limited","2008","Not Employed","Rural Area","34","0.638763115577162","0.519194223391565","0.75833200776276","2"
"Permanent","2008","Employed","Urban Area","5362","0.855517134308326","0.846762965520199","0.864271303096454","1"
"Permanent","2008","Not Employed","Rural Area","28","","","","1"
"Permanent","2008","Not Employed","Urban Area","40","0.481459180062986","0.376466341905959","0.586452018220013","1"
"Permanent","2008","Employed","Rural Area","2597","0.835455851708971","0.822297510467004","0.848614192950939","1"
"Limited","2009","Not Employed","Urban Area","30","0.470843590719162","0.348554288778836","0.593132892659488","2"
"Limited","2009","Employed","Rural Area","410","0.147618407446445","0.134785314868054","0.160451500024836","2"
"Limited","2009","Employed","Urban Area","832","0.155438148393628","0.146041206348284","0.164835090438971","2"
"Limited","2009","Not Employed","Rural Area","19","","","","2"
"Permanent","2009","Employed","Urban Area","4879","0.844561851606372","0.835164909561029","0.853958793651716","1"
"Permanent","2009","Not Employed","Rural Area","16","","","","1"
"Permanent","2009","Not Employed","Urban Area","34","0.529156409280838","0.406867107340512","0.651445711221164","1"
"Permanent","2009","Employed","Rural Area","2525","0.852381592553555","0.839548499975164","0.865214685131946","1"
"Limited","2010","Employed","Rural Area","591","0.166138060697521","0.154643695162042","0.177632426233","2"
"Limited","2010","Employed","Urban Area","1133","0.148056617019491","0.140122868767621","0.155990365271361","2"
"Limited","2010","Not Employed","Rural Area","58","0.561157993005048","0.475189407884793","0.647126578125303","2"
"Limited","2010","Not Employed","Urban Area","73","0.518844748102795","0.443291215011569","0.594398281194021","2"
"Permanent","2010","Employed","Urban Area","6565","0.851943382980509","0.844009634728639","0.859877131232379","1"
"Permanent","2010","Employed","Rural Area","3437","0.833861939302479","0.822367573767","0.845356304837958","1"
"Permanent","2010","Not Employed","Rural Area","70","0.438842006994952","0.352873421874697","0.524810592115207","1"
"Permanent","2010","Not Employed","Urban Area","95","0.481155251897205","0.405601718805979","0.556708784988431","1"
"Limited","2011","Employed","Rural Area","736","0.160591982559347","0.150456644741473","0.170727320377221","2"
"Limited","2011","Employed","Urban Area","1297","0.152507068744289","0.145165181184493","0.159848956304086","2"
"Limited","2011","Not Employed","Rural Area","62","0.541359370407517","0.454698045934786","0.628020694880248","2"
"Limited","2011","Not Employed","Urban Area","84","0.433516447004479","0.368620059260044","0.498412834748913","2"
"Permanent","2011","Employed","Urban Area","7914","0.847492931255711","0.840151043695914","0.854834818815507","1"
"Permanent","2011","Not Employed","Urban Area","140","0.566483552995521","0.501587165251087","0.631379940739956","1"
"Permanent","2011","Employed","Rural Area","4305","0.839408017440653","0.829272679622779","0.849543355258527","1"
"Permanent","2011","Not Employed","Rural Area","65","0.458640629592483","0.371979305119752","0.545301954065214","1"
"Limited","2012","Employed","Rural Area","755","0.146883716646845","0.137129178902115","0.156638254391575","2"
"Limited","2012","Employed","Urban Area","1368","0.161637828491986","0.154041423854807","0.169234233129165","2"
"Limited","2012","Not Employed","Rural Area","54","0.33510795520519","0.259316037801416","0.410899872608964","2"
"Limited","2012","Not Employed","Urban Area","86","0.379006604429158","0.316172239575331","0.441840969282985","2"
"Permanent","2012","Employed","Urban Area","7653","0.838362171508014","0.830765766870835","0.845958576145193","1"
"Permanent","2012","Not Employed","Urban Area","143","0.620993395570842","0.558159030717015","0.683827760424669","1"
"Permanent","2012","Employed","Rural Area","4304","0.853116283353155","0.843361745608425","0.862870821097885","1"
"Permanent","2012","Not Employed","Rural Area","95","0.66489204479481","0.589100127391036","0.740683962198584","1"
"Limited","2013","Employed","Urban Area","1343","0.16199080898558","0.154126648454566","0.169854969516594","2"
"Limited","2013","Not Employed","Rural Area","205","0.256050290792526","0.224979814264908","0.287120767320144","2"
"Limited","2013","Not Employed","Urban Area","665","0.279326013149346","0.261567239470067","0.297084786828624","2"
"Limited","2013","Employed","Rural Area","687","0.136292894161365","0.126502752500921","0.14608303582181","2"
"Permanent","2013","Employed","Urban Area","7089","0.83800919101442","0.830145030483406","0.845873351545434","1"
"Permanent","2013","Not Employed","Urban Area","1787","0.720673986850654","0.702915213171376","0.738432760529933","1"
"Permanent","2013","Employed","Rural Area","4031","0.863707105838635","0.853916964178191","0.873497247499079","1"
"Permanent","2013","Not Employed","Rural Area","553","0.743949709207474","0.712879232679856","0.775020185735092","1"
"Limited","2014","Employed","Urban Area","1543","0.170820451812416","0.163128388793275","0.178512514831556","2"
"Limited","2014","Not Employed","Rural Area","73","0.399482698199068","0.32812833195826","0.470837064439876","2"
"Limited","2014","Not Employed","Urban Area","162","0.525879379903561","0.473417244743521","0.578341515063601","2"
"Limited","2014","Employed","Rural Area","708","0.148951704611773","0.13880946641173","0.159093942811816","2"
"Permanent","2014","Employed","Urban Area","7653","0.829179548187584","0.821487485168444","0.836871611206725","1"
"Permanent","2014","Not Employed","Urban Area","186","0.474120620096439","0.421658484936399","0.526582755256479","1"
"Permanent","2014","Employed","Rural Area","4026","0.851048295388227","0.840906057188184","0.86119053358827","1"
"Permanent","2014","Not Employed","Rural Area","108","0.600517301800932","0.529162935560124","0.67187166804174","1"
"Limited","2015","Employed","Urban Area","1415","0.166503388247007","0.158610691674169","0.174396084819845","2"
"Limited","2015","Employed","Rural Area","676","0.136297178368396","0.126320124332265","0.146274232404526","2"
"Limited","2015","Not Employed","Rural Area","136","0.423660103078506","0.374492350864504","0.472827855292507","2"
"Limited","2015","Not Employed","Urban Area","355","0.396699383085941","0.365769089346511","0.427629676825371","2"
"Permanent","2015","Employed","Rural Area","3867","0.863702821631604","0.853725767595474","0.873679875667735","1"
"Permanent","2015","Employed","Urban Area","7143","0.833496611752993","0.825603915180155","0.841389308325831","1"
"Permanent","2015","Not Employed","Urban Area","606","0.603300616914059","0.572370323174629","0.634230910653489","1"
"Permanent","2015","Not Employed","Rural Area","252","0.576339896921494","0.527172144707493","0.625507649135496","1"
"Limited","2016","Employed","Urban Area","1454","0.177944022933589","0.169770846819568","0.18611719904761","2"
"Limited","2016","Not Employed","Urban Area","320","0.544284099882903","0.501144806704939","0.587423393060867","2"
"Limited","2016","Employed","Rural Area","684","0.142132583004086","0.131787910919294","0.152477255088877","2"
"Limited","2016","Not Employed","Rural Area","161","0.490598657162887","0.42695323986533","0.554244074460443","2"
"Permanent","2016","Not Employed","Urban Area","192","0.455715900117097","0.412576606939133","0.498855193295061","1"
"Permanent","2016","Employed","Rural Area","3693","0.857867416995915","0.847522744911123","0.868212089080706","1"
"Permanent","2016","Employed","Urban Area","6958","0.822055977066411","0.81388280095239","0.830229153180432","1"
"Permanent","2016","Not Employed","Rural Area","76","0.509401342837113","0.445755925539557","0.57304676013467","1"
"Limited","2017","Employed","Urban Area","1563","0.167692802790977","0.160163228314812","0.175222377267142","2"
"Limited","2017","Not Employed","Urban Area","434","0.523598130727045","0.484994480080855","0.562201781373236","2"
"Limited","2017","Employed","Rural Area","787","0.140895202130781","0.131399639562794","0.150390764698768","2"
"Limited","2017","Not Employed","Rural Area","197","0.537339968992934","0.481925463661034","0.592754474324835","2"
"Permanent","2017","Not Employed","Urban Area","209","0.476401869272955","0.437798218626765","0.515005519919145","1"
"Permanent","2017","Employed","Rural Area","4370","0.859104797869219","0.849609235301233","0.868600360437206","1"
"Permanent","2017","Employed","Urban Area","7894","0.832307197209023","0.824777622732858","0.839836771685188","1"
"Permanent","2017","Not Employed","Rural Area","114","0.462660031007066","0.407245525675165","0.518074536338966","1"
"Limited","2018","Employed","Urban Area","1627","0.16631013277019","0.158763426296375","0.173856839244005","2"
"Limited","2018","Not Employed","Urban Area","464","0.594728791378891","0.557159887086486","0.632297695671296","2"
"Limited","2018","Employed","Rural Area","756","0.130920054088825","0.121561963209442","0.140278144968207","2"
"Limited","2018","Not Employed","Rural Area","193","0.567889014818545","0.511360643804911","0.624417385832179","2"
"Permanent","2018","Employed","Rural Area","4235","0.869079945911175","0.859721855031793","0.878438036790558","1"
"Permanent","2018","Employed","Urban Area","7725","0.83368986722981","0.826143160755995","0.841236573703625","1"
"Permanent","2018","Not Employed","Rural Area","102","0.432110985181455","0.375582614167821","0.488639356195089","1"
"Permanent","2018","Not Employed","Urban Area","192","0.405271208621109","0.367702304328704","0.442840112913514","1"
"Limited","2019","Employed","Urban Area","1450","0.154033139248238","0.146276560848413","0.161789717648064","2"
"Limited","2019","Not Employed","Urban Area","382","0.462569085121703","0.423131207954567","0.502006962288838","2"
"Limited","2019","Employed","Rural Area","706","0.124028570552936","0.114595186634897","0.133461954470974","2"
"Limited","2019","Not Employed","Rural Area","165","0.401878660667191","0.347124786387765","0.456632534946618","2"
"Permanent","2019","Employed","Rural Area","3984","0.875971429447065","0.866538045529026","0.885404813365103","1"
"Permanent","2019","Employed","Urban Area","6870","0.845966860751762","0.838210282351936","0.853723439151587","1"
"Permanent","2019","Not Employed","Rural Area","143","0.598121339332809","0.543367465053382","0.652875213612235","1"
"Permanent","2019","Not Employed","Urban Area","232","0.537430914878298","0.497993037711162","0.576868792045433","1"
