"plb0037_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","(0) in school","Male","3","","",""
"Permanent","1985","(0) in school","Female","1","","",""
"Permanent","1985","(1a) inadequately completed","Male","274","0.912158690571628","0.879579994906531","0.944737386236725"
"Permanent","1985","(1a) inadequately completed","Female","191","0.93989798230802","0.907121881178731","0.972674083437308"
"Permanent","1985","(1b) general elementary school","Male","495","0.762432020697318","0.728547113967046","0.79631692742759"
"Permanent","1985","(1b) general elementary school","Female","475","0.857061188342033","0.827675840371352","0.886446536312714"
"Permanent","1985","(1c) basic vocational qualification","Male","1446","0.959580150291386","0.949679487431354","0.969480813151419"
"Permanent","1985","(1c) basic vocational qualification","Female","592","0.925122139191125","0.904794759061613","0.945449519320637"
"Permanent","1985","(2b) intermediate general qualification","Male","26","","",""
"Permanent","1985","(2b) intermediate general qualification","Female","66","0.556000759523446","0.466353732124664","0.645647786922228"
"Permanent","1985","(2a) intermediate vocational","Male","369","0.930565579465015","0.905529783817461","0.955601375112568"
"Permanent","1985","(2a) intermediate vocational","Female","372","0.908504169073242","0.880562615337382","0.936445722809102"
"Permanent","1985","(2c_gen) general maturity certificate","Male","45","0.447643593695441","0.338680611216039","0.556606576174842"
"Permanent","1985","(2c_gen) general maturity certificate","Female","22","","",""
"Permanent","1985","(2c_voc) vocational maturity certificate","Male","135","0.912800777380896","0.867347883332384","0.958253671429408"
"Permanent","1985","(2c_voc) vocational maturity certificate","Female","80","0.918518389773863","0.860699121029764","0.976337658517962"
"Permanent","1985","(3a) lower tertiary education","Male","110","0.951091801729628","0.911843474882064","0.990340128577192"
"Permanent","1985","(3a) lower tertiary education","Female","33","0.886290260883265","0.785354952836428","0.987225568930102"
"Permanent","1985","(3b) higher tertiary education","Male","205","0.885406568687668","0.844938652279724","0.925874485095612"
"Permanent","1985","(3b) higher tertiary education","Female","80","0.753893665359144","0.672278165389577","0.835509165328712"
"Limited","1985","(0) in school","Male","1","","",""
"Limited","1985","(0) in school","Female","","","",""
"Limited","1985","(1a) inadequately completed","Male","16","","",""
"Limited","1985","(1a) inadequately completed","Female","11","","",""
"Limited","1985","(1b) general elementary school","Male","111","0.237567979302682","0.203683072572411","0.271452886032954"
"Limited","1985","(1b) general elementary school","Female","70","0.142938811657967","0.113553463687286","0.172324159628648"
"Limited","1985","(1c) basic vocational qualification","Male","74","0.0404198497086135","0.0305191868485812","0.0503205125686457"
"Limited","1985","(1c) basic vocational qualification","Female","52","0.0748778608088749","0.0545504806793632","0.0952052409383867"
"Limited","1985","(2b) intermediate general qualification","Male","66","0.714417734363641","0.622118965525318","0.806716503201964"
"Limited","1985","(2b) intermediate general qualification","Female","52","0.443999240476554","0.354352213077772","0.533646267875336"
"Limited","1985","(2a) intermediate vocational","Male","27","","",""
"Limited","1985","(2a) intermediate vocational","Female","37","0.091495830926758","0.0635542771908979","0.119437384662618"
"Limited","1985","(2c_gen) general maturity certificate","Male","35","0.552356406304559","0.443393423825157","0.661319388783961"
"Limited","1985","(2c_gen) general maturity certificate","Female","32","0.675710741035383","0.550858050842088","0.800563431228678"
"Limited","1985","(2c_voc) vocational maturity certificate","Male","13","","",""
"Limited","1985","(2c_voc) vocational maturity certificate","Female","6","","",""
"Limited","1985","(3a) lower tertiary education","Male","6","","",""
"Limited","1985","(3a) lower tertiary education","Female","5","","",""
"Limited","1985","(3b) higher tertiary education","Male","33","0.114593431312332","0.0741255149043878","0.155061347720276"
"Limited","1985","(3b) higher tertiary education","Female","27","","",""
"Permanent","1986","(0) in school","Male","","","",""
"Permanent","1986","(0) in school","Female","","","",""
"Permanent","1986","(1a) inadequately completed","Male","17","","",""
"Permanent","1986","(1a) inadequately completed","Female","10","","",""
"Permanent","1986","(1b) general elementary school","Male","53","0.530676831976909","0.428699126019937","0.632654537933881"
"Permanent","1986","(1b) general elementary school","Female","36","0.679345309557183","0.55369190930331","0.804998709811057"
"Permanent","1986","(1c) basic vocational qualification","Male","179","0.888145283070923","0.844680094848554","0.931610471293293"
"Permanent","1986","(1c) basic vocational qualification","Female","68","0.839585180277757","0.759166355270813","0.920004005284702"
"Permanent","1986","(2b) intermediate general qualification","Male","6","","",""
"Permanent","1986","(2b) intermediate general qualification","Female","12","","",""
"Permanent","1986","(2a) intermediate vocational","Male","51","0.857975666428189","0.769649103444004","0.946302229412374"
"Permanent","1986","(2a) intermediate vocational","Female","64","0.844620941135146","0.762634011038389","0.926607871231902"
"Permanent","1986","(2c_gen) general maturity certificate","Male","10","","",""
"Permanent","1986","(2c_gen) general maturity certificate","Female","9","","",""
"Permanent","1986","(2c_voc) vocational maturity certificate","Male","23","","",""
"Permanent","1986","(2c_voc) vocational maturity certificate","Female","16","","",""
"Permanent","1986","(3a) lower tertiary education","Male","18","","",""
"Permanent","1986","(3a) lower tertiary education","Female","3","","",""
"Permanent","1986","(3b) higher tertiary education","Male","32","0.725462519508848","0.593597359966182","0.857327679051514"
"Permanent","1986","(3b) higher tertiary education","Female","11","","",""
"Limited","1986","(0) in school","Male","2","","",""
"Limited","1986","(0) in school","Female","","","",""
"Limited","1986","(1a) inadequately completed","Male","5","","",""
"Limited","1986","(1a) inadequately completed","Female","1","","",""
"Limited","1986","(1b) general elementary school","Male","39","0.469323168023091","0.367345462066119","0.571300873980063"
"Limited","1986","(1b) general elementary school","Female","17","","",""
"Limited","1986","(1c) basic vocational qualification","Male","23","","",""
"Limited","1986","(1c) basic vocational qualification","Female","12","","",""
"Limited","1986","(2b) intermediate general qualification","Male","22","","",""
"Limited","1986","(2b) intermediate general qualification","Female","28","","",""
"Limited","1986","(2a) intermediate vocational","Male","9","","",""
"Limited","1986","(2a) intermediate vocational","Female","11","","",""
"Limited","1986","(2c_gen) general maturity certificate","Male","8","","",""
"Limited","1986","(2c_gen) general maturity certificate","Female","7","","",""
"Limited","1986","(2c_voc) vocational maturity certificate","Male","3","","",""
"Limited","1986","(2c_voc) vocational maturity certificate","Female","2","","",""
"Limited","1986","(3a) lower tertiary education","Male","2","","",""
"Limited","1986","(3a) lower tertiary education","Female","2","","",""
"Limited","1986","(3b) higher tertiary education","Male","12","","",""
