"plb0037_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Limited","1998","middle vocational","Rural Area","155","0.102225596248531","0.0864186484198436","0.118032544077219"
"Limited","1998","vocational + Abi","Urban Area","23","","",""
"Limited","1998","vocational + Abi","Rural Area","9","","",""
"Limited","1998","higher vocational","Urban Area","20","","",""
"Limited","1998","higher vocational","Rural Area","14","","",""
"Limited","1998","higher education","Urban Area","97","0.128587406109301","0.105814409641082","0.151360402577521"
"Limited","1998","higher education","Rural Area","38","0.096601483053323","0.068998670490413","0.124204295616233"
"Permanent","1999","in school","Urban Area","12","","",""
"Permanent","1999","in school","Rural Area","10","","",""
"Permanent","1999","inadequately","Urban Area","134","0.860605409171634","0.804230080569838","0.916980737773429"
"Permanent","1999","inadequately","Rural Area","22","","",""
"Permanent","1999","general elemantary","Urban Area","502","0.7092055155803","0.67582504726692","0.742585983893681"
"Permanent","1999","general elemantary","Rural Area","158","0.582414176710602","0.526793859478596","0.638034493942609"
"Permanent","1999","middle vocational","Urban Area","2190","0.898660331294182","0.886696094055578","0.910624568532787"
"Permanent","1999","middle vocational","Rural Area","1235","0.872935227975351","0.855691602297188","0.890178853653514"
"Permanent","1999","vocational + Abi","Urban Area","220","0.931173300282164","0.899211347921473","0.963135252642854"
"Permanent","1999","vocational + Abi","Rural Area","74","0.872412446512302","0.801486733643127","0.943338159381478"
"Permanent","1999","higher vocational","Urban Area","295","0.947371440917346","0.922673875123385","0.972069006711306"
"Permanent","1999","higher vocational","Rural Area","166","0.940519568933393","0.905966803636801","0.975072334229985"
"Permanent","1999","higher education","Urban Area","741","0.867280995441764","0.84452658285885","0.890035408024677"
"Permanent","1999","higher education","Rural Area","391","0.909756964725946","0.882799889668538","0.936714039783355"
"Limited","1999","in school","Urban Area","2","","",""
"Limited","1999","in school","Rural Area","2","","",""
"Limited","1999","inadequately","Urban Area","11","","",""
"Limited","1999","inadequately","Rural Area","9","","",""
"Limited","1999","general elemantary","Urban Area","209","0.2907944844197","0.257414016106319","0.32417495273308"
"Limited","1999","general elemantary","Rural Area","144","0.417585823289398","0.361965506057391","0.473206140521404"
"Limited","1999","middle vocational","Urban Area","254","0.101339668705818","0.0893754314672135","0.113303905944422"
"Limited","1999","middle vocational","Rural Area","198","0.127064772024649","0.109821146346486","0.144308397702812"
"Limited","1999","vocational + Abi","Urban Area","21","","",""
"Limited","1999","vocational + Abi","Rural Area","11","","",""
"Limited","1999","higher vocational","Urban Area","19","","",""
"Limited","1999","higher vocational","Rural Area","14","","",""
"Limited","1999","higher education","Urban Area","113","0.132719004558236","0.109964591975323","0.15547341714115"
"Limited","1999","higher education","Rural Area","43","0.0902430352740535","0.0632859602166447","0.117200110331462"
"Permanent","2000","in school","Urban Area","8","","",""
"Permanent","2000","in school","Rural Area","8","","",""
"Permanent","2000","inadequately","Urban Area","86","0.809893774420034","0.73374547566747","0.886042073172598"
"Permanent","2000","inadequately","Rural Area","12","","",""
"Permanent","2000","general elemantary","Urban Area","571","0.665229604928167","0.633907628728071","0.696551581128262"
"Permanent","2000","general elemantary","Rural Area","172","0.485312060685369","0.436816660511881","0.533807460858857"
"Permanent","2000","middle vocational","Urban Area","3544","0.893808017670825","0.884191835335353","0.903424200006296"
"Permanent","2000","middle vocational","Rural Area","2026","0.878781527149425","0.86554047399898","0.892022580299869"
"Permanent","2000","vocational + Abi","Urban Area","447","0.878323021822635","0.849950734850834","0.906695308794435"
"Permanent","2000","vocational + Abi","Rural Area","129","0.8580283006329","0.802174316391321","0.91388228487448"
"Permanent","2000","higher vocational","Urban Area","643","0.955142809053937","0.939607993697033","0.970677624410841"
"Permanent","2000","higher vocational","Rural Area","322","0.926623303715025","0.899187730413787","0.954058877016262"
"Permanent","2000","higher education","Urban Area","1445","0.870871010872053","0.854581438502323","0.887160583241783"
"Permanent","2000","higher education","Rural Area","622","0.876898746943742","0.852594313793019","0.901203180094464"
"Limited","2000","in school","Urban Area","3","","",""
"Limited","2000","in school","Rural Area","3","","",""
"Limited","2000","inadequately","Urban Area","16","","",""
"Limited","2000","inadequately","Rural Area","8","","",""
"Limited","2000","general elemantary","Urban Area","301","0.334770395071833","0.303448418871738","0.366092371271929"
"Limited","2000","general elemantary","Rural Area","236","0.514687939314631","0.466192539141143","0.563183339488119"
"Limited","2000","middle vocational","Urban Area","399","0.106191982329175","0.0965757999937041","0.115808164664647"
"Limited","2000","middle vocational","Rural Area","308","0.121218472850576","0.107977419700131","0.13445952600102"
"Limited","2000","vocational + Abi","Urban Area","63","0.121676978177365","0.0933046912055648","0.150049265149166"
"Limited","2000","vocational + Abi","Rural Area","21","","",""
"Limited","2000","higher vocational","Urban Area","39","0.044857190946063","0.029322375589159","0.060392006302967"
"Limited","2000","higher vocational","Rural Area","25","","",""
"Limited","2000","higher education","Urban Area","183","0.129128989127947","0.112839416758217","0.145418561497677"
"Limited","2000","higher education","Rural Area","80","0.123101253056258","0.0987968199055358","0.147405686206981"
"Permanent","2001","in school","Urban Area","21","","",""
"Permanent","2001","in school","Rural Area","8","","",""
"Permanent","2001","inadequately","Urban Area","77","0.878778906897242","0.809393596065869","0.948164217728616"
"Permanent","2001","inadequately","Rural Area","14","","",""
"Permanent","2001","general elemantary","Urban Area","505","0.619222758163833","0.585574542094602","0.652870974233064"
"Permanent","2001","general elemantary","Rural Area","143","0.465042104674963","0.412862537625158","0.517221671724768"
"Permanent","2001","middle vocational","Urban Area","3217","0.907018044570288","0.897494477008049","0.916541612132527"
"Permanent","2001","middle vocational","Rural Area","1805","0.874910826499978","0.860731263991632","0.889090389008324"
"Permanent","2001","vocational + Abi","Urban Area","445","0.904804986823886","0.878819273502703","0.930790700145069"
"Permanent","2001","vocational + Abi","Rural Area","115","0.880724462746396","0.824355252409663","0.937093673083129"
"Permanent","2001","higher vocational","Urban Area","580","0.963232334115934","0.948285885916777","0.978178782315092"
"Permanent","2001","higher vocational","Rural Area","262","0.900171983434335","0.865847560224081","0.934496406644589"
"Permanent","2001","higher education","Urban Area","1347","0.876292275503633","0.859652514898617","0.892932036108649"
"Permanent","2001","higher education","Rural Area","599","0.899264377644954","0.876267420482613","0.922261334807295"
"Limited","2001","in school","Urban Area","9","","",""
"Limited","2001","in school","Rural Area","2","","",""
"Limited","2001","inadequately","Urban Area","8","","",""
"Limited","2001","inadequately","Rural Area","5","","",""
"Limited","2001","general elemantary","Urban Area","295","0.380777241836167","0.347129025766936","0.414425457905398"
"Limited","2001","general elemantary","Rural Area","208","0.534957895325037","0.482778328275232","0.587137462374842"
"Limited","2001","middle vocational","Urban Area","355","0.0929819554297119","0.0834583878674727","0.102505522991951"
"Limited","2001","middle vocational","Rural Area","286","0.125089173500022","0.110909610991675","0.139268736008368"
"Limited","2001","vocational + Abi","Urban Area","45","0.095195013176114","0.069209299854931","0.121180726497297"
"Limited","2001","vocational + Abi","Rural Area","12","","",""
"Limited","2001","higher vocational","Urban Area","29","","",""
"Limited","2001","higher vocational","Rural Area","31","0.0998280165656648","0.0655035933554108","0.134152439775919"
"Limited","2001","higher education","Urban Area","157","0.123707724496367","0.107067963891351","0.140347485101383"
"Limited","2001","higher education","Rural Area","59","0.100735622355046","0.0777386651927045","0.123732579517387"
"Permanent","2002","in school","Urban Area","23","","",""
"Permanent","2002","in school","Rural Area","6","","",""
"Permanent","2002","inadequately","Urban Area","60","0.853398708759893","0.771124482799293","0.935672934720494"
"Permanent","2002","inadequately","Rural Area","11","","",""
"Permanent","2002","general elemantary","Urban Area","444","0.621939133920593","0.586371597093968","0.657506670747218"
"Permanent","2002","general elemantary","Rural Area","129","0.459344085026642","0.405080918997782","0.513607251055502"
"Permanent","2002","middle vocational","Urban Area","3160","0.904172908476016","0.894451631574206","0.913894185377827"
"Permanent","2002","middle vocational","Rural Area","1807","0.895333744122461","0.88204322875174","0.908624259493182"
"Permanent","2002","vocational + Abi","Urban Area","483","0.878074990025278","0.85047789209385","0.905672087956707"
"Permanent","2002","vocational + Abi","Rural Area","142","0.882557776860969","0.832827731205801","0.932287822516138"
"Permanent","2002","higher vocational","Urban Area","618","0.938745607077629","0.920282568932515","0.957208645222742"
"Permanent","2002","higher vocational","Rural Area","282","0.920157478921535","0.889638150146461","0.950676807696608"
"Permanent","2002","higher education","Urban Area","1798","0.881037027707796","0.866791444265874","0.895282611149718"
"Permanent","2002","higher education","Rural Area","688","0.884184747710216","0.861419017158877","0.906950478261554"
"Limited","2002","in school","Urban Area","7","","",""
"Limited","2002","in school","Rural Area","3","","",""
"Limited","2002","inadequately","Urban Area","11","","",""
"Limited","2002","inadequately","Rural Area","3","","",""
"Limited","2002","general elemantary","Urban Area","270","0.378060866079407","0.342493329252782","0.413628402906032"
"Limited","2002","general elemantary","Rural Area","195","0.540655914973358","0.486392748944498","0.594919081002218"
"Limited","2002","middle vocational","Urban Area","362","0.0958270915239839","0.0861058146221733","0.105548368425794"
"Limited","2002","middle vocational","Rural Area","231","0.104666255877539","0.091375740506818","0.11795677124826"
"Limited","2002","vocational + Abi","Urban Area","57","0.121925009974722","0.0943279120432936","0.14952210790615"
"Limited","2002","vocational + Abi","Rural Area","19","","",""
"Limited","2002","higher vocational","Urban Area","30","0.0612543929223714","0.0427913547772582","0.0797174310674846"
"Limited","2002","higher vocational","Rural Area","21","","",""
"Limited","2002","higher education","Urban Area","186","0.118962972292204","0.104717388850282","0.133208555734126"
"Limited","2002","higher education","Rural Area","71","0.115815252289784","0.0930495217384457","0.138580982841123"
"Permanent","2003","in school","Urban Area","16","","",""
"Permanent","2003","in school","Rural Area","6","","",""
"Permanent","2003","inadequately","Urban Area","54","0.789364280124492","0.687866395269175","0.89086216497981"
"Permanent","2003","inadequately","Rural Area","10","","",""
"Permanent","2003","general elemantary","Urban Area","413","0.603841988603991","0.567321686965933","0.64036229024205"
"Permanent","2003","general elemantary","Rural Area","123","0.477563083901533","0.420271745521141","0.534854422281924"
"Permanent","2003","middle vocational","Urban Area","3007","0.912848965361971","0.903253187132734","0.922444743591208"
"Permanent","2003","middle vocational","Rural Area","1655","0.892658424904175","0.87862854596198","0.90668830384637"
"Permanent","2003","vocational + Abi","Urban Area","464","0.847647300047016","0.816994948426886","0.878299651667146"
"Permanent","2003","vocational + Abi","Rural Area","129","0.831585093336262","0.771495596261788","0.891674590410735"
"Permanent","2003","higher vocational","Urban Area","561","0.940746264709683","0.921646713692233","0.959845815727133"
"Permanent","2003","higher vocational","Rural Area","273","0.923537797309072","0.893006002421998","0.954069592196147"
"Permanent","2003","higher education","Urban Area","1639","0.877872840750979","0.862821572853601","0.892924108648357"
"Permanent","2003","higher education","Rural Area","656","0.899562264452855","0.877727602516207","0.921396926389503"
"Limited","2003","in school","Urban Area","2","","",""
"Limited","2003","in school","Rural Area","3","","",""
"Limited","2003","inadequately","Urban Area","8","","",""
"Limited","2003","inadequately","Rural Area","4","","",""
"Limited","2003","general elemantary","Urban Area","276","0.396158011396009","0.35963770975795","0.432678313034067"
"Limited","2003","general elemantary","Rural Area","169","0.522436916098467","0.465145577718076","0.579728254478859"
"Limited","2003","middle vocational","Urban Area","312","0.087151034638029","0.0775552564087923","0.0967468128672658"
"Limited","2003","middle vocational","Rural Area","215","0.107341575095825","0.0933116961536301","0.12137145403802"
"Limited","2003","vocational + Abi","Urban Area","64","0.152352699952984","0.121700348332854","0.183005051573114"
"Limited","2003","vocational + Abi","Rural Area","20","","",""
"Limited","2003","higher vocational","Urban Area","26","","",""
"Limited","2003","higher vocational","Rural Area","18","","",""
"Limited","2003","higher education","Urban Area","179","0.122127159249021","0.107075891351643","0.137178427146399"
"Limited","2003","higher education","Rural Area","72","0.100437735547145","0.0786030736104966","0.122272397483793"
"Permanent","2004","in school","Urban Area","11","","",""
"Permanent","2004","in school","Rural Area","5","","",""
"Permanent","2004","inadequately","Urban Area","53","0.916094551765701","0.845350925730684","0.986838177800718"
"Permanent","2004","inadequately","Rural Area","5","","",""
"Permanent","2004","general elemantary","Urban Area","387","0.620795685627227","0.58275756404141","0.658833807213044"
"Permanent","2004","general elemantary","Rural Area","122","0.519870760051084","0.461968988991079","0.577772531111089"
"Permanent","2004","middle vocational","Urban Area","2845","0.898371289442521","0.887864364656989","0.908878214228053"
"Permanent","2004","middle vocational","Rural Area","1550","0.886986818660061","0.87223290261641","0.901740734703712"
"Permanent","2004","vocational + Abi","Urban Area","472","0.851397050798097","0.821086066468021","0.881708035128174"
"Permanent","2004","vocational + Abi","Rural Area","129","0.882087141684186","0.830817223273619","0.933357060094752"
"Permanent","2004","higher vocational","Urban Area","545","0.959587061079917","0.943363645832126","0.975810476327707"
"Permanent","2004","higher vocational","Rural Area","272","0.918902780897691","0.887751576171462","0.95005398562392"
"Permanent","2004","higher education","Urban Area","1596","0.850480134197037","0.833923358039589","0.867036910354485"
"Permanent","2004","higher education","Rural Area","637","0.870207833414002","0.845539542506534","0.894876124321469"
"Limited","2004","in school","Urban Area","5","","",""
"Limited","2004","in school","Rural Area","2","","",""
"Limited","2004","inadequately","Urban Area","6","","",""
"Limited","2004","inadequately","Rural Area","6","","",""
"Limited","2004","general elemantary","Urban Area","238","0.379204314372773","0.341166192786956","0.41724243595859"
"Limited","2004","general elemantary","Rural Area","164","0.480129239948916","0.422227468888911","0.538031011008921"
"Limited","2004","middle vocational","Urban Area","332","0.101628710557479","0.0911217857719468","0.112135635343011"
"Limited","2004","middle vocational","Rural Area","219","0.113013181339939","0.0982592652962881","0.12776709738359"
"Limited","2004","vocational + Abi","Urban Area","57","0.148602949201903","0.118291964871826","0.178913933531979"
"Limited","2004","vocational + Abi","Rural Area","23","","",""
"Limited","2004","higher vocational","Urban Area","21","","",""
"Limited","2004","higher vocational","Rural Area","23","","",""
"Limited","2004","higher education","Urban Area","186","0.149519865802963","0.132963089645515","0.166076641960411"
"Limited","2004","higher education","Rural Area","76","0.129792166585998","0.105123875678531","0.154460457493466"
"Permanent","2005","in school","Urban Area","10","","",""
"Permanent","2005","in school","Rural Area","6","","",""
"Permanent","2005","inadequately","Urban Area","45","0.761075472895406","0.647340129876727","0.874810815914086"
"Permanent","2005","inadequately","Rural Area","5","","",""
"Permanent","2005","general elemantary","Urban Area","358","0.641617927038714","0.602355046058082","0.680880808019346"
"Permanent","2005","general elemantary","Rural Area","120","0.500791858799058","0.438437176029803","0.563146541568312"
"Permanent","2005","middle vocational","Urban Area","2745","0.896449653003985","0.88564042799499","0.90725887801298"
"Permanent","2005","middle vocational","Rural Area","1516","0.86337097466462","0.847097012818739","0.8796449365105"
"Permanent","2005","vocational + Abi","Urban Area","492","0.89764582040347","0.872032714185256","0.923258926621683"
"Permanent","2005","vocational + Abi","Rural Area","132","0.868344524664086","0.814592875327747","0.922096174000425"
"Permanent","2005","higher vocational","Urban Area","524","0.957674908466755","0.940756611315515","0.974593205617994"
"Permanent","2005","higher vocational","Rural Area","269","0.91596898534653","0.88381570681876","0.9481222638743"
"Permanent","2005","higher education","Urban Area","1573","0.885462502842981","0.870460180630629","0.900464825055333"
"Permanent","2005","higher education","Rural Area","641","0.918034703282332","0.897640805148069","0.938428601416595"
"Limited","2005","in school","Urban Area","8","","",""
"Limited","2005","in school","Rural Area","2","","",""
"Limited","2005","inadequately","Urban Area","9","","",""
"Limited","2005","inadequately","Rural Area","6","","",""
"Limited","2005","general elemantary","Urban Area","215","0.358382072961286","0.319119191980654","0.397644953941918"
"Limited","2005","general elemantary","Rural Area","127","0.499208141200942","0.436853458431688","0.561562823970197"
"Limited","2005","middle vocational","Urban Area","307","0.103550346996015","0.0927411219870196","0.11435957200501"
"Limited","2005","middle vocational","Rural Area","195","0.13662902533538","0.1203550634895","0.152902987181261"
"Limited","2005","vocational + Abi","Urban Area","46","0.10235417959653","0.0767410733783165","0.127967285814744"
"Limited","2005","vocational + Abi","Rural Area","20","","",""
"Limited","2005","higher vocational","Urban Area","20","","",""
"Limited","2005","higher vocational","Rural Area","17","","",""
"Limited","2005","higher education","Urban Area","158","0.114537497157019","0.0995351749446672","0.129539819369371"
"Limited","2005","higher education","Rural Area","54","0.081965296717668","0.061571398583405","0.102359194851931"
"Permanent","2006","in school","Urban Area","13","","",""
"Permanent","2006","in school","Rural Area","3","","",""
"Permanent","2006","inadequately","Urban Area","37","0.76226280079871","0.635025397489956","0.889500204107463"
"Permanent","2006","inadequately","Rural Area","6","","",""
"Permanent","2006","general elemantary","Urban Area","350","0.663410435104267","0.623331245131642","0.703489625076891"
"Permanent","2006","general elemantary","Rural Area","123","0.53033677002711","0.469080979255854","0.591592560798366"
"Permanent","2006","middle vocational","Urban Area","2850","0.882177155502789","0.871029452658367","0.893324858347212"
"Permanent","2006","middle vocational","Rural Area","1603","0.866446851339538","0.850835744223393","0.882057958455683"
"Permanent","2006","vocational + Abi","Urban Area","494","0.878848545487971","0.851627807983901","0.906069282992042"
"Permanent","2006","vocational + Abi","Rural Area","155","0.824947906779718","0.769738978886106","0.88015683467333"
"Permanent","2006","higher vocational","Urban Area","532","0.958813217687248","0.942339632523398","0.975286802851097"
"Permanent","2006","higher vocational","Rural Area","284","0.962761887097669","0.941264125822014","0.984259648373323"
"Permanent","2006","higher education","Urban Area","1671","0.864647608437219","0.849121550153719","0.88017366672072"
"Permanent","2006","higher education","Rural Area","656","0.90546885432443","0.88405411796678","0.926883590682081"
"Limited","2006","in school","Urban Area","2","","",""
"Limited","2006","in school","Rural Area","4","","",""
"Limited","2006","inadequately","Urban Area","6","","",""
"Limited","2006","inadequately","Rural Area","11","","",""
"Limited","2006","general elemantary","Urban Area","184","0.336589564895733","0.296510374923109","0.376668754868358"
"Limited","2006","general elemantary","Rural Area","132","0.46966322997289","0.408407439201634","0.530919020744146"
"Limited","2006","middle vocational","Urban Area","363","0.117822844497211","0.106675141652788","0.128970547341633"
"Limited","2006","middle vocational","Rural Area","221","0.133553148660462","0.117942041544317","0.149164255776607"
"Limited","2006","vocational + Abi","Urban Area","58","0.121151454512029","0.0939307170079581","0.148372192016099"
"Limited","2006","vocational + Abi","Rural Area","27","","",""
"Limited","2006","higher vocational","Urban Area","27","","",""
"Limited","2006","higher vocational","Rural Area","14","","",""
"Limited","2006","higher education","Urban Area","194","0.135352391562781","0.11982633327928","0.150878449846281"
"Limited","2006","higher education","Rural Area","61","0.0945311456755696","0.0731164093179193","0.11594588203322"
"Permanent","2007","in school","Urban Area","8","","",""
"Permanent","2007","in school","Rural Area","2","","",""
"Permanent","2007","inadequately","Urban Area","32","0.866238959765672","0.758010876335402","0.974467043195942"
"Permanent","2007","inadequately","Rural Area","9","","",""
"Permanent","2007","general elemantary","Urban Area","308","0.679983287928303","0.637720259545733","0.722246316310872"
"Permanent","2007","general elemantary","Rural Area","107","0.511696946125139","0.446527353809215","0.576866538441064"
"Permanent","2007","middle vocational","Urban Area","2726","0.875360271143344","0.863736451626746","0.886984090659941"
"Permanent","2007","middle vocational","Rural Area","1555","0.870006346577305","0.854370310554744","0.885642382599866"
"Permanent","2007","vocational + Abi","Urban Area","474","0.858514225013869","0.82900921047823","0.888019239549507"
"Permanent","2007","vocational + Abi","Rural Area","164","0.855375317020883","0.805363704521409","0.905386929520358"
"Permanent","2007","higher vocational","Urban Area","478","0.925848110176752","0.903218584001245","0.948477636352259"
"Permanent","2007","higher vocational","Rural Area","273","0.943839222573302","0.917015414109845","0.970663031036759"
"Permanent","2007","higher education","Urban Area","1579","0.868991540966701","0.853237115039646","0.884745966893756"
"Permanent","2007","higher education","Rural Area","619","0.884561071355859","0.860786734556077","0.908335408155641"
"Limited","2007","in school","Urban Area","5","","",""
"Limited","2007","in school","Rural Area","1","","",""
"Limited","2007","inadequately","Urban Area","6","","",""
"Limited","2007","inadequately","Rural Area","6","","",""
"Limited","2007","general elemantary","Urban Area","160","0.320016712071698","0.277753683689128","0.362279740454267"
"Limited","2007","general elemantary","Rural Area","119","0.488303053874861","0.423133461558936","0.553472646190785"
"Limited","2007","middle vocational","Urban Area","376","0.124639728856656","0.113015909340059","0.136263548373254"
"Limited","2007","middle vocational","Rural Area","222","0.129993653422695","0.114357617400134","0.145629689445256"
"Limited","2007","vocational + Abi","Urban Area","62","0.141485774986131","0.111980760450493","0.17099078952177"
"Limited","2007","vocational + Abi","Rural Area","26","","",""
"Limited","2007","higher vocational","Urban Area","37","0.0741518898232482","0.0515223636477412","0.0967814159987552"
"Limited","2007","higher vocational","Rural Area","10","","",""
"Limited","2007","higher education","Urban Area","183","0.131008459033299","0.115254033106245","0.146762884960354"
"Limited","2007","higher education","Rural Area","75","0.115438928644141","0.0916645918443593","0.139213265443923"
"Permanent","2008","in school","Urban Area","10","","",""
"Permanent","2008","in school","Rural Area","1","","",""
"Permanent","2008","inadequately","Urban Area","32","0.727828522723546","0.591592485218044","0.864064560229047"
"Permanent","2008","inadequately","Rural Area","9","","",""
"Permanent","2008","general elemantary","Urban Area","289","0.652093365024323","0.607938295209339","0.696248434839308"
"Permanent","2008","general elemantary","Rural Area","104","0.571388440655914","0.504772552052833","0.638004329258996"
"Permanent","2008","middle vocational","Urban Area","2617","0.867487381746218","0.855310223635627","0.879664539856809"
"Permanent","2008","middle vocational","Rural Area","1509","0.866448594141241","0.850391199060408","0.882505989222074"
"Permanent","2008","vocational + Abi","Urban Area","457","0.891965095649801","0.865284077698705","0.918646113600896"
"Permanent","2008","vocational + Abi","Rural Area","150","0.854363063992904","0.802249742273652","0.906476385712156"
"Permanent","2008","higher vocational","Urban Area","443","0.941576671670217","0.920417528163938","0.962735815176496"
"Permanent","2008","higher vocational","Rural Area","255","0.875031097292673","0.835660122511168","0.914402072074178"
"Permanent","2008","higher education","Urban Area","1528","0.875082547175703","0.859416509834304","0.890748584517102"
"Permanent","2008","higher education","Rural Area","588","0.864473523417189","0.838340280474316","0.890606766360062"
"Limited","2008","in school","Urban Area","7","","",""
"Limited","2008","in school","Rural Area","1","","",""
"Limited","2008","inadequately","Urban Area","9","","",""
"Limited","2008","inadequately","Rural Area","7","","",""
"Limited","2008","general elemantary","Urban Area","158","0.347906634975677","0.303751565160692","0.392061704790661"
"Limited","2008","general elemantary","Rural Area","108","0.428611559344086","0.361995670741004","0.495227447947167"
"Limited","2008","middle vocational","Urban Area","361","0.132512618253782","0.120335460143191","0.144689776364373"
"Limited","2008","middle vocational","Rural Area","215","0.133551405858759","0.117494010777926","0.149608800939592"
"Limited","2008","vocational + Abi","Urban Area","63","0.108034904350199","0.0813538863991042","0.134715922301295"
"Limited","2008","vocational + Abi","Rural Area","26","","",""
"Limited","2008","higher vocational","Urban Area","29","","",""
"Limited","2008","higher vocational","Rural Area","16","","",""
"Limited","2008","higher education","Urban Area","183","0.124917452824297","0.109251415482898","0.140583490165696"
"Limited","2008","higher education","Rural Area","71","0.135526476582811","0.109393233639938","0.161659719525684"
"Permanent","2009","in school","Urban Area","5","","",""
"Permanent","2009","in school","Rural Area","5","","",""
"Permanent","2009","inadequately","Urban Area","26","","",""
"Permanent","2009","inadequately","Rural Area","6","","",""
"Permanent","2009","general elemantary","Urban Area","250","0.607228156916089","0.560071217900112","0.654385095932066"
"Permanent","2009","general elemantary","Rural Area","99","0.631965407815418","0.56265753135336","0.701273284277477"
"Permanent","2009","middle vocational","Urban Area","2382","0.861253897664","0.848289174819742","0.874218620508258"
"Permanent","2009","middle vocational","Rural Area","1451","0.868725141062412","0.852361180784232","0.885089101340591"
"Permanent","2009","vocational + Abi","Urban Area","425","0.920349277985114","0.895975092226277","0.944723463743951"
"Permanent","2009","vocational + Abi","Rural Area","137","0.863537132362369","0.81034641409536","0.916727850629377"
"Permanent","2009","higher vocational","Urban Area","395","0.920730109643258","0.895195209443719","0.946265009842798"
"Permanent","2009","higher vocational","Rural Area","252","0.958785687553592","0.935074625357108","0.982496749750076"
"Permanent","2009","higher education","Urban Area","1411","0.877181123685508","0.861047693006119","0.893314554364898"
"Permanent","2009","higher education","Rural Area","581","0.876908144754723","0.85163161474568","0.902184674763766"
"Limited","2009","in school","Urban Area","9","","",""
"Limited","2009","in school","Rural Area","1","","",""
"Limited","2009","inadequately","Urban Area","7","","",""
"Limited","2009","inadequately","Rural Area","6","","",""
"Limited","2009","general elemantary","Urban Area","162","0.392771843083911","0.345614904067934","0.439928782099888"
"Limited","2009","general elemantary","Rural Area","87","0.368034592184582","0.298726715722523","0.43734246864664"
"Limited","2009","middle vocational","Urban Area","349","0.138746102336","0.125781379491742","0.151710825180258"
"Limited","2009","middle vocational","Rural Area","185","0.131274858937588","0.114910898659409","0.147638819215768"
"Limited","2009","vocational + Abi","Urban Area","49","0.079650722014886","0.0552765362560488","0.104024907773723"
"Limited","2009","vocational + Abi","Rural Area","23","","",""
"Limited","2009","higher vocational","Urban Area","35","0.0792698903567416","0.0537349901572018","0.104804790556281"
"Limited","2009","higher vocational","Rural Area","18","","",""
"Limited","2009","higher education","Urban Area","179","0.122818876314492","0.106685445635102","0.138952306993881"
"Limited","2009","higher education","Rural Area","68","0.123091855245277","0.0978153252362336","0.14836838525432"
"Permanent","2010","in school","Urban Area","15","","",""
"Permanent","2010","in school","Rural Area","5","","",""
"Permanent","2010","inadequately","Urban Area","52","0.754475062330781","0.654362364194886","0.854587760466676"
"Permanent","2010","inadequately","Rural Area","17","","",""
"Permanent","2010","general elemantary","Urban Area","366","0.619181483846788","0.57979840399387","0.658564563699706"
"Permanent","2010","general elemantary","Rural Area","157","0.554280259980306","0.496370666862409","0.612189853098203"
"Permanent","2010","middle vocational","Urban Area","3088","0.871248803254782","0.860208014094352","0.882289592415212"
"Permanent","2010","middle vocational","Rural Area","2031","0.852379708595095","0.838065290398949","0.866694126791242"
"Permanent","2010","vocational + Abi","Urban Area","680","0.895336229288597","0.873586841823577","0.917085616753616"
"Permanent","2010","vocational + Abi","Rural Area","237","0.88839554874299","0.851112041905503","0.925679055580477"
"Permanent","2010","higher vocational","Urban Area","495","0.929664898912933","0.908057314015561","0.951272483810305"
"Permanent","2010","higher vocational","Rural Area","326","0.929772351292849","0.903078014408163","0.956466688177535"
"Permanent","2010","higher education","Urban Area","1932","0.869880564212763","0.855994610367741","0.883766518057786"
"Permanent","2010","higher education","Rural Area","721","0.864722844856115","0.841037346330717","0.888408343381512"
"Limited","2010","in school","Urban Area","8","","",""
"Limited","2010","in school","Rural Area","4","","",""
"Limited","2010","inadequately","Urban Area","19","","",""
"Limited","2010","inadequately","Rural Area","8","","",""
"Limited","2010","general elemantary","Urban Area","218","0.380818516153212","0.341435436300294","0.42020159600613"
"Limited","2010","general elemantary","Rural Area","126","0.445719740019694","0.387810146901797","0.503629333137592"
"Limited","2010","middle vocational","Urban Area","447","0.128751196745218","0.117710407584788","0.139791985905648"
"Limited","2010","middle vocational","Rural Area","328","0.147620291404905","0.133305873208758","0.161934709601051"
"Limited","2010","vocational + Abi","Urban Area","81","0.104663770711404","0.0829143832463842","0.126413158176423"
"Limited","2010","vocational + Abi","Rural Area","37","0.11160445125701","0.0743209444195235","0.148887958094497"
"Limited","2010","higher vocational","Urban Area","43","0.0703351010870669","0.0487275161896954","0.0919426859844385"
"Limited","2010","higher vocational","Rural Area","26","","",""
"Limited","2010","higher education","Urban Area","323","0.130119435787236","0.116233481942214","0.144005389632259"
"Limited","2010","higher education","Rural Area","80","0.135277155143885","0.111591656618488","0.158962653669283"
"Permanent","2011","in school","Urban Area","12","","",""
"Permanent","2011","in school","Rural Area","3","","",""
"Permanent","2011","inadequately","Urban Area","56","0.654071514166337","0.552349669180895","0.755793359151778"
"Permanent","2011","inadequately","Rural Area","30","0.872351972135721","0.764829273148978","0.979874671122465"
"Permanent","2011","general elemantary","Urban Area","453","0.661113715629229","0.625563714836372","0.696663716422087"
"Permanent","2011","general elemantary","Rural Area","221","0.593179081349503","0.543525712428902","0.642832450270104"
